町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,865,669,669,1338
両国二丁目,1219,988,957,1945
両国三丁目,1182,873,932,1805
両国四丁目,1177,925,928,1853
千歳一丁目,947,800,805,1605
千歳二丁目,545,486,437,923
千歳三丁目,1378,1156,1146,2302
緑一丁目,1686,1477,1354,2831
緑二丁目,1638,1540,1634,3174
緑三丁目,1439,1311,1246,2557
緑四丁目,2351,2064,1859,3923
立川一丁目,843,613,662,1275
立川二丁目,842,675,667,1342
立川三丁目,989,812,819,1631
立川四丁目,905,726,687,1413
菊川一丁目,920,778,851,1629
菊川二丁目,1347,1048,1156,2204
菊川三丁目,2105,1795,1883,3678
江東橋一丁目,852,658,618,1276
江東橋二丁目,1254,1064,952,2016
江東橋三丁目,482,354,219,573
江東橋四丁目,1439,1035,1006,2041
江東橋五丁目,1614,1460,1462,2922
横網一丁目,128,151,145,296
横網二丁目,678,580,582,1162
亀沢一丁目,1189,1028,1026,2054
亀沢二丁目,936,815,943,1758
亀沢三丁目,956,1001,940,1941
亀沢四丁目,1406,1264,1205,2469
石原一丁目,1470,1190,1205,2395
石原二丁目,1372,1240,1215,2455
石原三丁目,1602,1464,1306,2770
石原四丁目,1412,1319,1237,2556
本所一丁目,1580,1466,1426,2892
本所二丁目,907,797,824,1621
本所三丁目,967,880,867,1747
本所四丁目,1305,1195,1104,2299
東駒形一丁目,730,591,584,1175
東駒形二丁目,829,746,757,1503
東駒形三丁目,849,726,726,1452
東駒形四丁目,1403,1177,1208,2385
吾妻橋一丁目,1249,967,1051,2018
吾妻橋二丁目,882,674,719,1393
吾妻橋三丁目,858,788,843,1631
錦糸一丁目,1232,938,892,1830
錦糸二丁目,364,287,237,524
錦糸三丁目,387,317,261,578
錦糸四丁目,896,804,813,1617
太平一丁目,1681,1608,1583,3191
太平二丁目,837,705,578,1283
太平三丁目,748,599,588,1187
太平四丁目,2509,2254,2283,4537
横川一丁目,770,823,708,1531
横川二丁目,851,742,641,1383
横川三丁目,633,557,517,1074
横川四丁目,692,634,552,1186
横川五丁目,1415,1215,1554,2769
業平一丁目,1473,1387,1542,2929
業平二丁目,800,679,636,1315
業平三丁目,849,664,672,1336
業平四丁目,1140,890,977,1867
業平五丁目,1127,1062,1151,2213
向島一丁目,1275,1062,1053,2115
向島二丁目,1466,1251,1330,2581
向島三丁目,2430,2118,2109,4227
向島四丁目,1298,1240,1295,2535
向島五丁目,2488,2117,2069,4186
東向島一丁目,1594,1493,1423,2916
東向島二丁目,2803,2422,2547,4969
東向島三丁目,1572,1607,1647,3254
東向島四丁目,1867,1667,1714,3381
東向島五丁目,2098,1827,1965,3792
東向島六丁目,2868,2647,2678,5325
堤通一丁目,1120,1160,1098,2258
堤通二丁目,2017,1833,2251,4084
墨田一丁目,1402,1468,1605,3073
墨田二丁目,1992,1955,1910,3865
墨田三丁目,1900,1798,1745,3543
墨田四丁目,2402,2301,2393,4694
墨田五丁目,1519,1396,1357,2753
押上一丁目,1297,1035,1111,2146
押上二丁目,2006,1791,1940,3731
押上三丁目,2241,2157,2044,4201
京島一丁目,3559,3331,3595,6926
京島二丁目,986,947,836,1783
京島三丁目,2289,2136,2011,4147
文花一丁目,2867,2494,2965,5459
文花二丁目,1221,1115,1150,2265
文花三丁目,1173,1337,1299,2636
八広一丁目,1816,1714,1600,3314
八広二丁目,2036,2038,2018,4056
八広三丁目,1826,1808,1693,3501
八広四丁目,2095,2105,2040,4145
八広五丁目,1531,1413,1431,2844
八広六丁目,2046,2026,1915,3941
立花一丁目,3120,2769,2914,5683
立花二丁目,814,727,718,1445
立花三丁目,1482,1380,1395,2775
立花四丁目,1814,1799,1746,3545
立花五丁目,1753,1988,1915,3903
立花六丁目,1129,1102,1189,2291
東墨田一丁目,60,68,58,126
東墨田二丁目,706,672,622,1294
東墨田三丁目,384,419,383,802
