町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,854,664,665,1329
両国二丁目,1229,980,995,1975
両国三丁目,1233,904,972,1876
両国四丁目,1214,988,966,1954
千歳一丁目,944,787,829,1616
千歳二丁目,593,528,472,1000
千歳三丁目,1393,1172,1145,2317
緑一丁目,1707,1485,1385,2870
緑二丁目,1702,1580,1656,3236
緑三丁目,1581,1379,1358,2737
緑四丁目,2581,2255,2056,4311
立川一丁目,854,619,675,1294
立川二丁目,844,696,661,1357
立川三丁目,1025,827,852,1679
立川四丁目,996,765,770,1535
菊川一丁目,949,798,868,1666
菊川二丁目,1422,1054,1222,2276
菊川三丁目,2136,1822,1880,3702
江東橋一丁目,848,662,593,1255
江東橋二丁目,1254,1065,964,2029
江東橋三丁目,518,389,238,627
江東橋四丁目,1451,1085,950,2035
江東橋五丁目,1595,1438,1427,2865
横網一丁目,140,157,141,298
横網二丁目,669,570,576,1146
亀沢一丁目,1189,1011,1019,2030
亀沢二丁目,997,866,978,1844
亀沢三丁目,993,1028,980,2008
亀沢四丁目,1425,1301,1236,2537
石原一丁目,1489,1190,1222,2412
石原二丁目,1408,1246,1242,2488
石原三丁目,1675,1514,1366,2880
石原四丁目,1411,1296,1237,2533
本所一丁目,1551,1423,1397,2820
本所二丁目,891,762,828,1590
本所三丁目,971,871,866,1737
本所四丁目,1359,1232,1150,2382
東駒形一丁目,816,638,658,1296
東駒形二丁目,828,733,752,1485
東駒形三丁目,908,752,738,1490
東駒形四丁目,1418,1147,1218,2365
吾妻橋一丁目,1291,985,1097,2082
吾妻橋二丁目,894,665,720,1385
吾妻橋三丁目,859,790,830,1620
錦糸一丁目,1293,986,926,1912
錦糸二丁目,386,302,238,540
錦糸三丁目,411,339,278,617
錦糸四丁目,907,811,814,1625
太平一丁目,1770,1678,1636,3314
太平二丁目,850,718,567,1285
太平三丁目,776,635,585,1220
太平四丁目,2505,2232,2288,4520
横川一丁目,788,820,725,1545
横川二丁目,907,766,687,1453
横川三丁目,628,548,524,1072
横川四丁目,692,622,557,1179
横川五丁目,1424,1184,1534,2718
業平一丁目,1516,1395,1560,2955
業平二丁目,816,698,615,1313
業平三丁目,847,680,671,1351
業平四丁目,1159,885,985,1870
業平五丁目,1153,1065,1188,2253
向島一丁目,1334,1089,1096,2185
向島二丁目,1526,1256,1380,2636
向島三丁目,2502,2197,2167,4364
向島四丁目,1323,1234,1321,2555
向島五丁目,2503,2113,2083,4196
東向島一丁目,1726,1555,1514,3069
東向島二丁目,2838,2411,2568,4979
東向島三丁目,1621,1628,1649,3277
東向島四丁目,1941,1704,1756,3460
東向島五丁目,2105,1822,1960,3782
東向島六丁目,2973,2723,2734,5457
堤通一丁目,1081,1123,1075,2198
堤通二丁目,2031,1795,2247,4042
墨田一丁目,1399,1459,1586,3045
墨田二丁目,1992,1935,1899,3834
墨田三丁目,1966,1801,1780,3581
墨田四丁目,2394,2303,2370,4673
墨田五丁目,1533,1390,1378,2768
押上一丁目,1320,1020,1139,2159
押上二丁目,1966,1745,1900,3645
押上三丁目,2253,2128,2096,4224
京島一丁目,3550,3350,3592,6942
京島二丁目,957,920,832,1752
京島三丁目,2268,2116,2015,4131
文花一丁目,2948,2507,2979,5486
文花二丁目,1242,1112,1164,2276
文花三丁目,1180,1336,1301,2637
八広一丁目,1808,1699,1617,3316
八広二丁目,2094,2067,2016,4083
八広三丁目,1804,1797,1660,3457
八広四丁目,2218,2182,2104,4286
八広五丁目,1546,1417,1431,2848
八広六丁目,2054,2029,1921,3950
立花一丁目,3092,2708,2889,5597
立花二丁目,853,785,765,1550
立花三丁目,1541,1419,1429,2848
立花四丁目,1806,1802,1709,3511
立花五丁目,1787,2027,1985,4012
立花六丁目,1109,1065,1155,2220
東墨田一丁目,59,65,59,124
東墨田二丁目,703,658,613,1271
東墨田三丁目,374,403,377,780
