町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,999,757,760,1517
両国二丁目,1214,943,967,1910
両国三丁目,1290,943,948,1891
両国四丁目,1296,1029,1032,2061
千歳一丁目,995,798,833,1631
千歳二丁目,646,538,507,1045
千歳三丁目,1462,1196,1179,2375
緑一丁目,1940,1616,1534,3150
緑二丁目,1756,1610,1689,3299
緑三丁目,1666,1445,1422,2867
緑四丁目,2732,2325,2111,4436
立川一丁目,909,628,702,1330
立川二丁目,894,688,718,1406
立川三丁目,1098,849,920,1769
立川四丁目,1021,768,770,1538
菊川一丁目,1093,849,952,1801
菊川二丁目,1452,1085,1211,2296
菊川三丁目,2151,1810,1895,3705
江東橋一丁目,884,690,605,1295
江東橋二丁目,1311,1088,988,2076
江東橋三丁目,487,380,214,594
江東橋四丁目,1452,1058,980,2038
江東橋五丁目,1654,1423,1466,2889
横網一丁目,131,151,147,298
横網二丁目,685,563,579,1142
亀沢一丁目,1213,985,1031,2016
亀沢二丁目,991,844,978,1822
亀沢三丁目,1107,1085,1035,2120
亀沢四丁目,1538,1367,1313,2680
石原一丁目,1566,1237,1274,2511
石原二丁目,1424,1222,1257,2479
石原三丁目,1678,1485,1346,2831
石原四丁目,1561,1423,1385,2808
本所一丁目,1685,1444,1522,2966
本所二丁目,931,767,821,1588
本所三丁目,1035,867,909,1776
本所四丁目,1514,1272,1250,2522
東駒形一丁目,868,648,676,1324
東駒形二丁目,818,740,735,1475
東駒形三丁目,955,771,758,1529
東駒形四丁目,1490,1188,1247,2435
吾妻橋一丁目,1303,992,1071,2063
吾妻橋二丁目,932,685,730,1415
吾妻橋三丁目,862,765,820,1585
錦糸一丁目,1286,979,879,1858
錦糸二丁目,389,296,244,540
錦糸三丁目,422,343,268,611
錦糸四丁目,922,808,809,1617
太平一丁目,1854,1735,1665,3400
太平二丁目,865,709,577,1286
太平三丁目,833,657,632,1289
太平四丁目,2547,2223,2219,4442
横川一丁目,806,821,724,1545
横川二丁目,939,783,686,1469
横川三丁目,694,597,540,1137
横川四丁目,684,597,549,1146
横川五丁目,1407,1159,1486,2645
業平一丁目,1541,1361,1530,2891
業平二丁目,820,683,604,1287
業平三丁目,835,656,666,1322
業平四丁目,1224,919,956,1875
業平五丁目,1190,1053,1196,2249
向島一丁目,1401,1127,1144,2271
向島二丁目,1530,1233,1372,2605
向島三丁目,2652,2250,2268,4518
向島四丁目,1311,1224,1305,2529
向島五丁目,2554,2105,2104,4209
東向島一丁目,1743,1561,1500,3061
東向島二丁目,2803,2333,2546,4879
東向島三丁目,1727,1623,1743,3366
東向島四丁目,2008,1713,1750,3463
東向島五丁目,2161,1821,1961,3782
東向島六丁目,2985,2703,2712,5415
堤通一丁目,1068,1116,1107,2223
堤通二丁目,1987,1691,2173,3864
墨田一丁目,1384,1459,1584,3043
墨田二丁目,2013,1902,1895,3797
墨田三丁目,1983,1783,1768,3551
墨田四丁目,2417,2288,2364,4652
墨田五丁目,1532,1371,1361,2732
押上一丁目,1356,1052,1140,2192
押上二丁目,1961,1707,1837,3544
押上三丁目,2280,2128,2109,4237
京島一丁目,3540,3321,3640,6961
京島二丁目,961,919,801,1720
京島三丁目,2268,2116,2005,4121
文花一丁目,2897,2418,2860,5278
文花二丁目,1259,1104,1170,2274
文花三丁目,1201,1311,1319,2630
八広一丁目,1885,1748,1627,3375
八広二丁目,2283,2190,2083,4273
八広三丁目,1860,1779,1697,3476
八広四丁目,2388,2274,2171,4445
八広五丁目,1584,1413,1439,2852
八広六丁目,2077,2032,1937,3969
立花一丁目,3013,2596,2772,5368
立花二丁目,825,759,754,1513
立花三丁目,1576,1407,1410,2817
立花四丁目,1833,1771,1719,3490
立花五丁目,1916,2102,2083,4185
立花六丁目,1127,1038,1171,2209
東墨田一丁目,61,65,61,126
東墨田二丁目,772,692,659,1351
東墨田三丁目,368,383,380,763
