町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,924,726,705,1431
両国二丁目,1223,962,985,1947
両国三丁目,1290,942,986,1928
両国四丁目,1237,1005,975,1980
千歳一丁目,942,775,832,1607
千歳二丁目,589,514,469,983
千歳三丁目,1444,1204,1170,2374
緑一丁目,1854,1583,1477,3060
緑二丁目,1711,1599,1652,3251
緑三丁目,1608,1404,1384,2788
緑四丁目,2690,2295,2118,4413
立川一丁目,860,622,676,1298
立川二丁目,837,685,664,1349
立川三丁目,1074,860,893,1753
立川四丁目,1000,767,767,1534
菊川一丁目,1033,839,920,1759
菊川二丁目,1451,1070,1219,2289
菊川三丁目,2146,1827,1893,3720
江東橋一丁目,870,675,602,1277
江東橋二丁目,1286,1066,966,2032
江東橋三丁目,494,377,217,594
江東橋四丁目,1427,1051,951,2002
江東橋五丁目,1648,1455,1454,2909
横網一丁目,135,156,144,300
横網二丁目,663,566,573,1139
亀沢一丁目,1202,1000,1024,2024
亀沢二丁目,995,858,975,1833
亀沢三丁目,1005,1041,1001,2042
亀沢四丁目,1423,1312,1241,2553
石原一丁目,1536,1218,1252,2470
石原二丁目,1409,1226,1246,2472
石原三丁目,1678,1487,1368,2855
石原四丁目,1513,1388,1333,2721
本所一丁目,1603,1428,1431,2859
本所二丁目,924,775,828,1603
本所三丁目,989,857,878,1735
本所四丁目,1424,1242,1196,2438
東駒形一丁目,839,655,674,1329
東駒形二丁目,835,733,762,1495
東駒形三丁目,911,743,747,1490
東駒形四丁目,1422,1152,1225,2377
吾妻橋一丁目,1285,994,1060,2054
吾妻橋二丁目,898,682,724,1406
吾妻橋三丁目,854,782,822,1604
錦糸一丁目,1295,976,918,1894
錦糸二丁目,396,308,241,549
錦糸三丁目,412,344,270,614
錦糸四丁目,918,823,816,1639
太平一丁目,1814,1709,1669,3378
太平二丁目,862,710,575,1285
太平三丁目,817,658,610,1268
太平四丁目,2510,2213,2271,4484
横川一丁目,791,814,730,1544
横川二丁目,939,793,701,1494
横川三丁目,674,578,544,1122
横川四丁目,690,615,549,1164
横川五丁目,1399,1163,1514,2677
業平一丁目,1549,1385,1582,2967
業平二丁目,800,676,600,1276
業平三丁目,863,670,695,1365
業平四丁目,1192,897,976,1873
業平五丁目,1164,1069,1179,2248
向島一丁目,1383,1127,1131,2258
向島二丁目,1522,1247,1376,2623
向島三丁目,2582,2249,2232,4481
向島四丁目,1320,1225,1319,2544
向島五丁目,2545,2114,2097,4211
東向島一丁目,1759,1569,1524,3093
東向島二丁目,2813,2381,2543,4924
東向島三丁目,1688,1648,1713,3361
東向島四丁目,1954,1696,1722,3418
東向島五丁目,2135,1826,1966,3792
東向島六丁目,2937,2712,2716,5428
堤通一丁目,1109,1151,1085,2236
堤通二丁目,2022,1762,2253,4015
墨田一丁目,1382,1439,1569,3008
墨田二丁目,2025,1938,1899,3837
墨田三丁目,1992,1807,1802,3609
墨田四丁目,2433,2309,2393,4702
墨田五丁目,1523,1375,1360,2735
押上一丁目,1287,1004,1094,2098
押上二丁目,1964,1733,1874,3607
押上三丁目,2302,2154,2124,4278
京島一丁目,3568,3357,3598,6955
京島二丁目,973,935,826,1761
京島三丁目,2256,2080,2018,4098
文花一丁目,2920,2473,2921,5394
文花二丁目,1261,1123,1169,2292
文花三丁目,1184,1308,1279,2587
八広一丁目,1805,1712,1586,3298
八広二丁目,2162,2116,2026,4142
八広三丁目,1817,1788,1665,3453
八広四丁目,2272,2211,2148,4359
八広五丁目,1583,1410,1448,2858
八広六丁目,2073,2019,1948,3967
立花一丁目,3059,2655,2841,5496
立花二丁目,832,769,754,1523
立花三丁目,1544,1420,1404,2824
立花四丁目,1816,1788,1710,3498
立花五丁目,1907,2113,2067,4180
立花六丁目,1126,1058,1170,2228
東墨田一丁目,62,67,61,128
東墨田二丁目,736,670,638,1308
東墨田三丁目,375,398,372,770
