町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,865,667,680,1347
両国二丁目,1196,980,944,1924
両国三丁目,1140,844,909,1753
両国四丁目,1136,906,904,1810
千歳一丁目,923,779,777,1556
千歳二丁目,543,487,435,922
千歳三丁目,1329,1119,1129,2248
緑一丁目,1643,1440,1336,2776
緑二丁目,1628,1557,1609,3166
緑三丁目,1436,1312,1221,2533
緑四丁目,2345,2043,1867,3910
立川一丁目,841,616,654,1270
立川二丁目,823,659,666,1325
立川三丁目,977,813,815,1628
立川四丁目,866,702,651,1353
菊川一丁目,858,762,813,1575
菊川二丁目,1304,1035,1114,2149
菊川三丁目,2093,1773,1884,3657
江東橋一丁目,821,634,612,1246
江東橋二丁目,1213,1039,927,1966
江東橋三丁目,458,341,217,558
江東橋四丁目,1420,1035,1005,2040
江東橋五丁目,1598,1452,1437,2889
横網一丁目,127,147,139,286
横網二丁目,674,578,578,1156
亀沢一丁目,1196,1030,1033,2063
亀沢二丁目,939,809,928,1737
亀沢三丁目,951,990,933,1923
亀沢四丁目,1405,1273,1207,2480
石原一丁目,1442,1180,1205,2385
石原二丁目,1340,1204,1184,2388
石原三丁目,1588,1463,1295,2758
石原四丁目,1379,1299,1219,2518
本所一丁目,1581,1458,1426,2884
本所二丁目,883,781,820,1601
本所三丁目,986,894,880,1774
本所四丁目,1265,1154,1087,2241
東駒形一丁目,710,578,583,1161
東駒形二丁目,814,738,752,1490
東駒形三丁目,819,713,717,1430
東駒形四丁目,1356,1178,1150,2328
吾妻橋一丁目,1254,973,1063,2036
吾妻橋二丁目,846,667,677,1344
吾妻橋三丁目,847,787,820,1607
錦糸一丁目,1184,906,862,1768
錦糸二丁目,382,305,238,543
錦糸三丁目,393,329,260,589
錦糸四丁目,890,791,806,1597
太平一丁目,1677,1619,1588,3207
太平二丁目,842,700,584,1284
太平三丁目,715,587,567,1154
太平四丁目,2461,2223,2284,4507
横川一丁目,720,781,688,1469
横川二丁目,834,734,628,1362
横川三丁目,613,550,503,1053
横川四丁目,684,642,547,1189
横川五丁目,1349,1156,1476,2632
業平一丁目,1457,1379,1529,2908
業平二丁目,795,668,645,1313
業平三丁目,841,647,662,1309
業平四丁目,1119,876,968,1844
業平五丁目,1144,1068,1153,2221
向島一丁目,1244,1052,1043,2095
向島二丁目,1414,1210,1282,2492
向島三丁目,2330,2034,2032,4066
向島四丁目,1274,1237,1280,2517
向島五丁目,2385,2049,1995,4044
東向島一丁目,1611,1491,1448,2939
東向島二丁目,2724,2394,2500,4894
東向島三丁目,1583,1590,1656,3246
東向島四丁目,1861,1666,1712,3378
東向島五丁目,2048,1815,1929,3744
東向島六丁目,2799,2636,2658,5294
堤通一丁目,1123,1162,1106,2268
堤通二丁目,2007,1852,2244,4096
墨田一丁目,1280,1377,1485,2862
墨田二丁目,1995,1967,1905,3872
墨田三丁目,1881,1796,1735,3531
墨田四丁目,2413,2305,2427,4732
墨田五丁目,1506,1401,1359,2760
押上一丁目,1275,1022,1114,2136
押上二丁目,2024,1825,1960,3785
押上三丁目,2230,2143,2034,4177
京島一丁目,3527,3319,3568,6887
京島二丁目,982,942,833,1775
京島三丁目,2322,2166,2045,4211
文花一丁目,2897,2513,3024,5537
文花二丁目,1150,1083,1101,2184
文花三丁目,1168,1341,1304,2645
八広一丁目,1740,1676,1581,3257
八広二丁目,2042,2066,2018,4084
八広三丁目,1814,1802,1679,3481
八広四丁目,2074,2097,2022,4119
八広五丁目,1530,1424,1434,2858
八広六丁目,2021,2023,1891,3914
立花一丁目,3057,2759,2897,5656
立花二丁目,815,733,710,1443
立花三丁目,1409,1323,1325,2648
立花四丁目,1786,1811,1734,3545
立花五丁目,1761,1994,1918,3912
立花六丁目,1130,1103,1181,2284
東墨田一丁目,63,75,59,134
東墨田二丁目,693,662,614,1276
東墨田三丁目,376,409,377,786
