町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,807,650,664,1314
両国二丁目,1139,959,893,1852
両国三丁目,1109,809,873,1682
両国四丁目,1108,899,889,1788
千歳一丁目,859,725,741,1466
千歳二丁目,561,494,420,914
千歳三丁目,1184,962,970,1932
緑一丁目,1557,1385,1275,2660
緑二丁目,1633,1566,1620,3186
緑三丁目,1299,1225,1123,2348
緑四丁目,2226,1919,1740,3659
立川一丁目,755,583,585,1168
立川二丁目,803,652,643,1295
立川三丁目,952,787,814,1601
立川四丁目,813,669,580,1249
菊川一丁目,813,738,770,1508
菊川二丁目,1298,1031,1123,2154
菊川三丁目,2009,1722,1834,3556
江東橋一丁目,822,638,608,1246
江東橋二丁目,1223,1048,920,1968
江東橋三丁目,461,320,242,562
江東橋四丁目,1431,1037,1017,2054
江東橋五丁目,1556,1410,1426,2836
横網一丁目,125,147,135,282
横網二丁目,658,559,549,1108
亀沢一丁目,1150,997,989,1986
亀沢二丁目,897,785,885,1670
亀沢三丁目,927,951,877,1828
亀沢四丁目,1337,1206,1152,2358
石原一丁目,1423,1184,1194,2378
石原二丁目,1248,1145,1127,2272
石原三丁目,1577,1452,1242,2694
石原四丁目,1375,1323,1201,2524
本所一丁目,1461,1400,1347,2747
本所二丁目,864,788,815,1603
本所三丁目,955,879,882,1761
本所四丁目,1201,1123,1069,2192
東駒形一丁目,725,579,608,1187
東駒形二丁目,815,746,743,1489
東駒形三丁目,806,715,708,1423
東駒形四丁目,1364,1194,1153,2347
吾妻橋一丁目,1221,952,1041,1993
吾妻橋二丁目,842,671,668,1339
吾妻橋三丁目,820,766,808,1574
錦糸一丁目,1178,902,834,1736
錦糸二丁目,378,297,251,548
錦糸三丁目,399,321,282,603
錦糸四丁目,870,776,772,1548
太平一丁目,1651,1608,1557,3165
太平二丁目,864,721,600,1321
太平三丁目,697,567,546,1113
太平四丁目,2392,2178,2263,4441
横川一丁目,721,785,676,1461
横川二丁目,830,717,614,1331
横川三丁目,621,568,507,1075
横川四丁目,688,644,561,1205
横川五丁目,1343,1185,1464,2649
業平一丁目,1481,1395,1537,2932
業平二丁目,808,685,617,1302
業平三丁目,839,650,668,1318
業平四丁目,1091,891,944,1835
業平五丁目,1149,1068,1172,2240
向島一丁目,1220,1060,1011,2071
向島二丁目,1355,1188,1233,2421
向島三丁目,2097,1850,1798,3648
向島四丁目,1280,1264,1285,2549
向島五丁目,2295,2020,1949,3969
東向島一丁目,1623,1489,1472,2961
東向島二丁目,2655,2359,2435,4794
東向島三丁目,1578,1569,1661,3230
東向島四丁目,1837,1665,1691,3356
東向島五丁目,2006,1820,1920,3740
東向島六丁目,2725,2593,2603,5196
堤通一丁目,1102,1212,1118,2330
堤通二丁目,2039,1897,2307,4204
墨田一丁目,1235,1355,1466,2821
墨田二丁目,1982,1993,1883,3876
墨田三丁目,1851,1815,1763,3578
墨田四丁目,2417,2309,2466,4775
墨田五丁目,1490,1423,1351,2774
押上一丁目,1264,1041,1138,2179
押上二丁目,2021,1844,1955,3799
押上三丁目,2187,2124,1989,4113
京島一丁目,3380,3219,3397,6616
京島二丁目,986,952,844,1796
京島三丁目,2344,2176,2108,4284
文花一丁目,2881,2530,3041,5571
文花二丁目,1130,1093,1067,2160
文花三丁目,1158,1327,1313,2640
八広一丁目,1723,1695,1564,3259
八広二丁目,2002,2057,1993,4050
八広三丁目,1738,1712,1635,3347
八広四丁目,1959,2029,1889,3918
八広五丁目,1508,1432,1412,2844
八広六丁目,1967,1989,1892,3881
立花一丁目,3122,2840,2938,5778
立花二丁目,805,748,701,1449
立花三丁目,1370,1289,1308,2597
立花四丁目,1747,1818,1716,3534
立花五丁目,1747,1968,1910,3878
立花六丁目,1125,1120,1182,2302
東墨田一丁目,67,78,62,140
東墨田二丁目,631,617,567,1184
東墨田三丁目,388,416,369,785
