町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,853,661,669,1330
両国二丁目,1223,979,992,1971
両国三丁目,1233,910,967,1877
両国四丁目,1204,982,960,1942
千歳一丁目,940,781,826,1607
千歳二丁目,596,532,472,1004
千歳三丁目,1398,1180,1146,2326
緑一丁目,1711,1484,1398,2882
緑二丁目,1695,1580,1660,3240
緑三丁目,1588,1383,1362,2745
緑四丁目,2573,2240,2054,4294
立川一丁目,853,620,675,1295
立川二丁目,842,694,663,1357
立川三丁目,1020,819,853,1672
立川四丁目,999,768,773,1541
菊川一丁目,950,801,866,1667
菊川二丁目,1416,1050,1212,2262
菊川三丁目,2144,1823,1888,3711
江東橋一丁目,849,666,593,1259
江東橋二丁目,1259,1074,962,2036
江東橋三丁目,514,391,234,625
江東橋四丁目,1444,1084,944,2028
江東橋五丁目,1597,1438,1428,2866
横網一丁目,140,157,141,298
横網二丁目,664,566,572,1138
亀沢一丁目,1188,1012,1023,2035
亀沢二丁目,1000,863,983,1846
亀沢三丁目,991,1030,981,2011
亀沢四丁目,1419,1297,1236,2533
石原一丁目,1489,1189,1223,2412
石原二丁目,1416,1251,1248,2499
石原三丁目,1674,1504,1370,2874
石原四丁目,1416,1306,1235,2541
本所一丁目,1558,1425,1403,2828
本所二丁目,895,763,829,1592
本所三丁目,967,870,860,1730
本所四丁目,1372,1241,1161,2402
東駒形一丁目,823,643,660,1303
東駒形二丁目,822,734,750,1484
東駒形三丁目,900,746,735,1481
東駒形四丁目,1405,1136,1212,2348
吾妻橋一丁目,1288,987,1092,2079
吾妻橋二丁目,898,666,721,1387
吾妻橋三丁目,858,790,830,1620
錦糸一丁目,1292,990,927,1917
錦糸二丁目,383,300,237,537
錦糸三丁目,414,342,280,622
錦糸四丁目,911,814,815,1629
太平一丁目,1764,1681,1627,3308
太平二丁目,846,711,565,1276
太平三丁目,775,632,578,1210
太平四丁目,2515,2236,2292,4528
横川一丁目,787,820,729,1549
横川二丁目,910,766,689,1455
横川三丁目,630,551,526,1077
横川四丁目,696,625,558,1183
横川五丁目,1421,1178,1537,2715
業平一丁目,1516,1393,1566,2959
業平二丁目,816,700,615,1315
業平三丁目,840,674,669,1343
業平四丁目,1159,887,982,1869
業平五丁目,1161,1070,1193,2263
向島一丁目,1329,1086,1098,2184
向島二丁目,1529,1259,1383,2642
向島三丁目,2501,2201,2178,4379
向島四丁目,1329,1237,1326,2563
向島五丁目,2493,2100,2076,4176
東向島一丁目,1727,1552,1515,3067
東向島二丁目,2830,2419,2558,4977
東向島三丁目,1638,1637,1662,3299
東向島四丁目,1934,1698,1750,3448
東向島五丁目,2105,1822,1960,3782
東向島六丁目,2972,2721,2727,5448
堤通一丁目,1085,1123,1075,2198
堤通二丁目,2028,1796,2239,4035
墨田一丁目,1394,1453,1583,3036
墨田二丁目,1994,1932,1897,3829
墨田三丁目,1959,1792,1780,3572
墨田四丁目,2395,2305,2368,4673
墨田五丁目,1537,1391,1380,2771
押上一丁目,1316,1016,1139,2155
押上二丁目,1969,1740,1899,3639
押上三丁目,2251,2129,2091,4220
京島一丁目,3543,3339,3593,6932
京島二丁目,952,915,826,1741
京島三丁目,2268,2111,2019,4130
文花一丁目,2943,2502,2969,5471
文花二丁目,1249,1116,1167,2283
文花三丁目,1176,1331,1298,2629
八広一丁目,1805,1697,1612,3309
八広二丁目,2087,2067,2010,4077
八広三丁目,1803,1794,1664,3458
八広四丁目,2210,2180,2103,4283
八広五丁目,1549,1415,1433,2848
八広六丁目,2057,2024,1913,3937
立花一丁目,3093,2704,2890,5594
立花二丁目,852,783,766,1549
立花三丁目,1542,1420,1426,2846
立花四丁目,1805,1802,1705,3507
立花五丁目,1796,2032,1989,4021
立花六丁目,1107,1063,1155,2218
東墨田一丁目,59,65,59,124
東墨田二丁目,698,652,613,1265
東墨田三丁目,376,402,377,779
