町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,1007,763,767,1530
両国二丁目,1224,948,970,1918
両国三丁目,1287,944,945,1889
両国四丁目,1293,1031,1025,2056
千歳一丁目,993,800,831,1631
千歳二丁目,642,534,509,1043
千歳三丁目,1451,1188,1174,2362
緑一丁目,1940,1618,1541,3159
緑二丁目,1766,1614,1695,3309
緑三丁目,1670,1450,1422,2872
緑四丁目,2762,2347,2127,4474
立川一丁目,907,628,699,1327
立川二丁目,895,692,720,1412
立川三丁目,1088,840,909,1749
立川四丁目,1025,770,775,1545
菊川一丁目,1096,853,952,1805
菊川二丁目,1459,1085,1217,2302
菊川三丁目,2183,1826,1921,3747
江東橋一丁目,884,690,604,1294
江東橋二丁目,1309,1086,988,2074
江東橋三丁目,492,382,218,600
江東橋四丁目,1458,1060,983,2043
江東橋五丁目,1666,1424,1472,2896
横網一丁目,130,149,146,295
横網二丁目,687,565,583,1148
亀沢一丁目,1224,992,1043,2035
亀沢二丁目,991,842,980,1822
亀沢三丁目,1106,1084,1036,2120
亀沢四丁目,1563,1380,1319,2699
石原一丁目,1558,1231,1265,2496
石原二丁目,1426,1224,1262,2486
石原三丁目,1681,1495,1344,2839
石原四丁目,1559,1422,1387,2809
本所一丁目,1677,1438,1510,2948
本所二丁目,929,767,818,1585
本所三丁目,1035,872,908,1780
本所四丁目,1510,1274,1247,2521
東駒形一丁目,863,644,674,1318
東駒形二丁目,818,742,731,1473
東駒形三丁目,956,771,759,1530
東駒形四丁目,1505,1195,1256,2451
吾妻橋一丁目,1304,989,1073,2062
吾妻橋二丁目,926,682,726,1408
吾妻橋三丁目,867,773,822,1595
錦糸一丁目,1291,981,883,1864
錦糸二丁目,387,294,243,537
錦糸三丁目,423,340,270,610
錦糸四丁目,923,810,806,1616
太平一丁目,1857,1734,1668,3402
太平二丁目,868,710,581,1291
太平三丁目,829,654,627,1281
太平四丁目,2537,2213,2213,4426
横川一丁目,799,811,722,1533
横川二丁目,947,785,689,1474
横川三丁目,694,597,536,1133
横川四丁目,686,602,546,1148
横川五丁目,1411,1158,1492,2650
業平一丁目,1536,1358,1527,2885
業平二丁目,789,653,601,1254
業平三丁目,834,654,666,1320
業平四丁目,1230,927,961,1888
業平五丁目,1191,1050,1200,2250
向島一丁目,1405,1124,1150,2274
向島二丁目,1531,1233,1374,2607
向島三丁目,2651,2249,2264,4513
向島四丁目,1320,1234,1303,2537
向島五丁目,2551,2102,2099,4201
東向島一丁目,1743,1559,1505,3064
東向島二丁目,2808,2339,2547,4886
東向島三丁目,1733,1622,1746,3368
東向島四丁目,2009,1715,1747,3462
東向島五丁目,2154,1816,1956,3772
東向島六丁目,2984,2708,2707,5415
堤通一丁目,1063,1108,1112,2220
堤通二丁目,1986,1685,2168,3853
墨田一丁目,1384,1457,1584,3041
墨田二丁目,2007,1904,1889,3793
墨田三丁目,1978,1778,1768,3546
墨田四丁目,2415,2279,2357,4636
墨田五丁目,1532,1371,1364,2735
押上一丁目,1361,1048,1139,2187
押上二丁目,1969,1709,1840,3549
押上三丁目,2282,2130,2107,4237
京島一丁目,3538,3313,3635,6948
京島二丁目,968,923,808,1731
京島三丁目,2265,2107,2004,4111
文花一丁目,2895,2415,2859,5274
文花二丁目,1255,1101,1168,2269
文花三丁目,1201,1315,1316,2631
八広一丁目,1890,1745,1634,3379
八広二丁目,2306,2211,2089,4300
八広三丁目,1853,1771,1694,3465
八広四丁目,2377,2269,2158,4427
八広五丁目,1586,1410,1441,2851
八広六丁目,2087,2049,1945,3994
立花一丁目,3015,2593,2774,5367
立花二丁目,827,761,753,1514
立花三丁目,1580,1404,1416,2820
立花四丁目,1846,1776,1726,3502
立花五丁目,1910,2094,2081,4175
立花六丁目,1123,1032,1162,2194
東墨田一丁目,60,64,60,124
東墨田二丁目,769,688,658,1346
東墨田三丁目,368,382,379,761
