町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,979,747,749,1496
両国二丁目,1225,958,964,1922
両国三丁目,1296,952,945,1897
両国四丁目,1312,1037,1029,2066
千歳一丁目,981,794,833,1627
千歳二丁目,630,525,499,1024
千歳三丁目,1468,1214,1172,2386
緑一丁目,1948,1612,1557,3169
緑二丁目,1738,1599,1677,3276
緑三丁目,1634,1428,1397,2825
緑四丁目,2733,2317,2132,4449
立川一丁目,905,632,696,1328
立川二丁目,878,685,702,1387
立川三丁目,1079,838,902,1740
立川四丁目,1021,768,773,1541
菊川一丁目,1096,855,954,1809
菊川二丁目,1460,1086,1221,2307
菊川三丁目,2145,1805,1887,3692
江東橋一丁目,894,685,609,1294
江東橋二丁目,1308,1076,989,2065
江東橋三丁目,489,375,215,590
江東橋四丁目,1408,1027,952,1979
江東橋五丁目,1655,1423,1471,2894
横網一丁目,129,148,146,294
横網二丁目,666,558,551,1109
亀沢一丁目,1197,990,1015,2005
亀沢二丁目,998,854,983,1837
亀沢三丁目,1101,1080,1036,2116
亀沢四丁目,1500,1340,1292,2632
石原一丁目,1584,1242,1293,2535
石原二丁目,1417,1220,1237,2457
石原三丁目,1676,1486,1350,2836
石原四丁目,1580,1441,1425,2866
本所一丁目,1674,1454,1498,2952
本所二丁目,906,743,811,1554
本所三丁目,1048,874,918,1792
本所四丁目,1484,1260,1232,2492
東駒形一丁目,871,661,682,1343
東駒形二丁目,812,730,743,1473
東駒形三丁目,934,750,753,1503
東駒形四丁目,1472,1173,1237,2410
吾妻橋一丁目,1303,985,1081,2066
吾妻橋二丁目,925,685,732,1417
吾妻橋三丁目,853,768,820,1588
錦糸一丁目,1298,980,893,1873
錦糸二丁目,398,306,250,556
錦糸三丁目,413,338,263,601
錦糸四丁目,923,815,808,1623
太平一丁目,1838,1731,1660,3391
太平二丁目,868,706,581,1287
太平三丁目,858,680,634,1314
太平四丁目,2558,2232,2248,4480
横川一丁目,803,815,727,1542
横川二丁目,933,784,689,1473
横川三丁目,683,584,542,1126
横川四丁目,703,614,555,1169
横川五丁目,1396,1155,1495,2650
業平一丁目,1553,1373,1558,2931
業平二丁目,796,663,594,1257
業平三丁目,846,663,670,1333
業平四丁目,1225,925,960,1885
業平五丁目,1192,1064,1209,2273
向島一丁目,1403,1134,1151,2285
向島二丁目,1526,1238,1366,2604
向島三丁目,2669,2276,2275,4551
向島四丁目,1322,1229,1302,2531
向島五丁目,2557,2117,2096,4213
東向島一丁目,1761,1562,1517,3079
東向島二丁目,2797,2343,2547,4890
東向島三丁目,1697,1632,1709,3341
東向島四丁目,1980,1707,1735,3442
東向島五丁目,2176,1831,1988,3819
東向島六丁目,2980,2711,2707,5418
堤通一丁目,1069,1125,1086,2211
堤通二丁目,1990,1701,2181,3882
墨田一丁目,1375,1445,1579,3024
墨田二丁目,2019,1913,1901,3814
墨田三丁目,1974,1780,1764,3544
墨田四丁目,2408,2292,2355,4647
墨田五丁目,1523,1364,1358,2722
押上一丁目,1306,1025,1125,2150
押上二丁目,1941,1709,1834,3543
押上三丁目,2284,2135,2120,4255
京島一丁目,3571,3354,3654,7008
京島二丁目,963,924,815,1739
京島三丁目,2266,2114,1994,4108
文花一丁目,2899,2424,2881,5305
文花二丁目,1253,1107,1159,2266
文花三丁目,1208,1320,1297,2617
八広一丁目,1891,1751,1634,3385
八広二丁目,2222,2144,2041,4185
八広三丁目,1863,1782,1700,3482
八広四丁目,2400,2292,2179,4471
八広五丁目,1587,1410,1442,2852
八広六丁目,2080,2030,1944,3974
立花一丁目,3017,2608,2772,5380
立花二丁目,828,759,754,1513
立花三丁目,1595,1429,1412,2841
立花四丁目,1835,1767,1715,3482
立花五丁目,1926,2118,2090,4208
立花六丁目,1145,1060,1178,2238
東墨田一丁目,62,66,61,127
東墨田二丁目,772,689,655,1344
東墨田三丁目,372,390,379,769
