町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,872,675,682,1357
両国二丁目,1223,978,984,1962
両国三丁目,1244,911,973,1884
両国四丁目,1211,980,965,1945
千歳一丁目,942,777,825,1602
千歳二丁目,601,532,476,1008
千歳三丁目,1417,1195,1155,2350
緑一丁目,1774,1525,1433,2958
緑二丁目,1719,1597,1673,3270
緑三丁目,1615,1399,1378,2777
緑四丁目,2615,2257,2072,4329
立川一丁目,854,620,675,1295
立川二丁目,849,690,667,1357
立川三丁目,1050,840,884,1724
立川四丁目,988,757,776,1533
菊川一丁目,994,823,894,1717
菊川二丁目,1435,1064,1215,2279
菊川三丁目,2153,1823,1889,3712
江東橋一丁目,857,670,606,1276
江東橋二丁目,1281,1088,965,2053
江東橋三丁目,508,386,229,615
江東橋四丁目,1469,1091,964,2055
江東橋五丁目,1603,1441,1424,2865
横網一丁目,136,154,141,295
横網二丁目,669,567,579,1146
亀沢一丁目,1188,1005,1017,2022
亀沢二丁目,1000,860,979,1839
亀沢三丁目,1012,1042,999,2041
亀沢四丁目,1413,1293,1220,2513
石原一丁目,1518,1208,1250,2458
石原二丁目,1405,1242,1237,2479
石原三丁目,1672,1498,1374,2872
石原四丁目,1445,1324,1262,2586
本所一丁目,1563,1417,1395,2812
本所二丁目,906,772,825,1597
本所三丁目,979,872,862,1734
本所四丁目,1382,1233,1168,2401
東駒形一丁目,816,635,657,1292
東駒形二丁目,833,736,755,1491
東駒形三丁目,902,750,733,1483
東駒形四丁目,1418,1156,1218,2374
吾妻橋一丁目,1292,991,1085,2076
吾妻橋二丁目,899,670,722,1392
吾妻橋三丁目,864,791,830,1621
錦糸一丁目,1307,1002,934,1936
錦糸二丁目,390,304,237,541
錦糸三丁目,412,341,278,619
錦糸四丁目,913,816,819,1635
太平一丁目,1760,1678,1628,3306
太平二丁目,845,711,565,1276
太平三丁目,780,633,582,1215
太平四丁目,2520,2239,2286,4525
横川一丁目,787,817,723,1540
横川二丁目,934,790,699,1489
横川三丁目,664,579,536,1115
横川四丁目,697,630,555,1185
横川五丁目,1398,1160,1510,2670
業平一丁目,1530,1397,1568,2965
業平二丁目,812,692,614,1306
業平三丁目,851,670,681,1351
業平四丁目,1171,891,989,1880
業平五丁目,1162,1069,1190,2259
向島一丁目,1321,1090,1082,2172
向島二丁目,1522,1253,1370,2623
向島三丁目,2558,2223,2207,4430
向島四丁目,1325,1224,1316,2540
向島五丁目,2499,2104,2088,4192
東向島一丁目,1760,1577,1528,3105
東向島二丁目,2831,2418,2563,4981
東向島三丁目,1666,1655,1696,3351
東向島四丁目,1966,1715,1753,3468
東向島五丁目,2127,1823,1960,3783
東向島六丁目,2970,2724,2727,5451
堤通一丁目,1087,1127,1079,2206
堤通二丁目,2028,1788,2248,4036
墨田一丁目,1403,1455,1594,3049
墨田二丁目,2004,1932,1888,3820
墨田三丁目,1988,1810,1793,3603
墨田四丁目,2403,2297,2371,4668
墨田五丁目,1533,1390,1373,2763
押上一丁目,1312,1008,1133,2141
押上二丁目,1976,1743,1897,3640
押上三丁目,2249,2131,2088,4219
京島一丁目,3552,3331,3599,6930
京島二丁目,970,932,840,1772
京島三丁目,2272,2099,2021,4120
文花一丁目,2935,2487,2959,5446
文花二丁目,1253,1120,1171,2291
文花三丁目,1182,1334,1290,2624
八広一丁目,1813,1705,1610,3315
八広二丁目,2081,2062,1993,4055
八広三丁目,1817,1804,1661,3465
八広四丁目,2228,2176,2112,4288
八広五丁目,1584,1430,1461,2891
八広六丁目,2045,2012,1916,3928
立花一丁目,3097,2699,2884,5583
立花二丁目,849,784,763,1547
立花三丁目,1542,1404,1423,2827
立花四丁目,1819,1807,1714,3521
立花五丁目,1861,2068,2021,4089
立花六丁目,1121,1070,1165,2235
東墨田一丁目,63,68,61,129
東墨田二丁目,700,647,610,1257
東墨田三丁目,373,400,373,773
