町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,860,664,670,1334
両国二丁目,1226,995,965,1960
両国三丁目,1195,880,941,1821
両国四丁目,1169,921,915,1836
千歳一丁目,941,796,812,1608
千歳二丁目,558,497,450,947
千歳三丁目,1376,1137,1151,2288
緑一丁目,1708,1495,1361,2856
緑二丁目,1659,1549,1633,3182
緑三丁目,1454,1321,1250,2571
緑四丁目,2368,2068,1877,3945
立川一丁目,834,607,657,1264
立川二丁目,834,668,656,1324
立川三丁目,991,808,836,1644
立川四丁目,902,720,682,1402
菊川一丁目,928,789,849,1638
菊川二丁目,1352,1044,1159,2203
菊川三丁目,2111,1800,1899,3699
江東橋一丁目,849,660,614,1274
江東橋二丁目,1244,1058,941,1999
江東橋三丁目,483,355,225,580
江東橋四丁目,1410,1029,978,2007
江東橋五丁目,1605,1450,1458,2908
横網一丁目,127,151,141,292
横網二丁目,678,584,580,1164
亀沢一丁目,1193,1028,1029,2057
亀沢二丁目,942,821,945,1766
亀沢三丁目,970,1016,955,1971
亀沢四丁目,1405,1269,1203,2472
石原一丁目,1467,1185,1198,2383
石原二丁目,1387,1247,1229,2476
石原三丁目,1611,1469,1313,2782
石原四丁目,1409,1311,1228,2539
本所一丁目,1578,1467,1416,2883
本所二丁目,903,788,819,1607
本所三丁目,968,883,865,1748
本所四丁目,1286,1178,1091,2269
東駒形一丁目,732,587,593,1180
東駒形二丁目,816,741,752,1493
東駒形三丁目,857,729,729,1458
東駒形四丁目,1401,1181,1206,2387
吾妻橋一丁目,1265,969,1069,2038
吾妻橋二丁目,891,670,725,1395
吾妻橋三丁目,861,788,833,1621
錦糸一丁目,1243,951,893,1844
錦糸二丁目,370,294,234,528
錦糸三丁目,391,319,263,582
錦糸四丁目,892,802,811,1613
太平一丁目,1686,1606,1591,3197
太平二丁目,834,702,571,1273
太平三丁目,761,609,591,1200
太平四丁目,2500,2252,2270,4522
横川一丁目,772,824,715,1539
横川二丁目,871,747,659,1406
横川三丁目,627,548,524,1072
横川四丁目,691,628,556,1184
横川五丁目,1402,1208,1537,2745
業平一丁目,1481,1393,1552,2945
業平二丁目,789,676,625,1301
業平三丁目,845,671,666,1337
業平四丁目,1133,876,969,1845
業平五丁目,1138,1065,1165,2230
向島一丁目,1287,1058,1066,2124
向島二丁目,1506,1263,1357,2620
向島三丁目,2422,2135,2113,4248
向島四丁目,1299,1241,1290,2531
向島五丁目,2500,2133,2061,4194
東向島一丁目,1588,1486,1413,2899
東向島二丁目,2812,2426,2556,4982
東向島三丁目,1585,1611,1647,3258
東向島四丁目,1855,1656,1719,3375
東向島五丁目,2096,1829,1959,3788
東向島六丁目,2888,2655,2686,5341
堤通一丁目,1112,1149,1096,2245
堤通二丁目,2012,1828,2234,4062
墨田一丁目,1393,1454,1589,3043
墨田二丁目,2010,1956,1917,3873
墨田三丁目,1926,1810,1762,3572
墨田四丁目,2405,2302,2396,4698
墨田五丁目,1524,1393,1361,2754
押上一丁目,1290,1015,1124,2139
押上二丁目,2000,1781,1932,3713
押上三丁目,2248,2155,2063,4218
京島一丁目,3538,3319,3585,6904
京島二丁目,981,942,837,1779
京島三丁目,2279,2124,2007,4131
文花一丁目,2871,2501,2963,5464
文花二丁目,1226,1120,1154,2274
文花三丁目,1172,1342,1305,2647
八広一丁目,1815,1707,1602,3309
八広二丁目,2033,2028,2015,4043
八広三丁目,1823,1810,1689,3499
八広四丁目,2100,2108,2050,4158
八広五丁目,1535,1408,1445,2853
八広六丁目,2032,2009,1910,3919
立花一丁目,3101,2738,2903,5641
立花二丁目,807,729,711,1440
立花三丁目,1529,1414,1419,2833
立花四丁目,1802,1786,1728,3514
立花五丁目,1767,2002,1941,3943
立花六丁目,1120,1089,1175,2264
東墨田一丁目,61,70,58,128
東墨田二丁目,707,675,616,1291
東墨田三丁目,383,417,380,797
