町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,789,652,660,1312
両国二丁目,1135,945,896,1841
両国三丁目,1059,791,845,1636
両国四丁目,1077,863,856,1719
千歳一丁目,836,702,734,1436
千歳二丁目,549,492,410,902
千歳三丁目,1163,947,957,1904
緑一丁目,1547,1382,1285,2667
緑二丁目,1590,1529,1586,3115
緑三丁目,1276,1207,1122,2329
緑四丁目,2129,1874,1675,3549
立川一丁目,711,560,545,1105
立川二丁目,804,658,642,1300
立川三丁目,912,758,777,1535
立川四丁目,779,639,592,1231
菊川一丁目,797,729,768,1497
菊川二丁目,1189,992,1053,2045
菊川三丁目,1985,1724,1810,3534
江東橋一丁目,817,635,602,1237
江東橋二丁目,1211,1047,911,1958
江東橋三丁目,454,314,245,559
江東橋四丁目,1413,1041,1010,2051
江東橋五丁目,1569,1413,1436,2849
横網一丁目,125,144,136,280
横網二丁目,659,558,554,1112
亀沢一丁目,1117,986,957,1943
亀沢二丁目,883,788,872,1660
亀沢三丁目,922,955,878,1833
亀沢四丁目,1329,1200,1152,2352
石原一丁目,1402,1184,1174,2358
石原二丁目,1238,1135,1118,2253
石原三丁目,1566,1452,1238,2690
石原四丁目,1371,1338,1194,2532
本所一丁目,1456,1390,1341,2731
本所二丁目,839,778,809,1587
本所三丁目,928,864,866,1730
本所四丁目,1190,1121,1071,2192
東駒形一丁目,728,579,607,1186
東駒形二丁目,804,748,735,1483
東駒形三丁目,807,715,705,1420
東駒形四丁目,1363,1196,1151,2347
吾妻橋一丁目,1191,938,1025,1963
吾妻橋二丁目,817,663,656,1319
吾妻橋三丁目,815,757,805,1562
錦糸一丁目,1162,895,827,1722
錦糸二丁目,374,292,254,546
錦糸三丁目,401,322,284,606
錦糸四丁目,882,781,769,1550
太平一丁目,1670,1619,1556,3175
太平二丁目,888,748,617,1365
太平三丁目,629,513,499,1012
太平四丁目,2377,2193,2265,4458
横川一丁目,696,758,658,1416
横川二丁目,838,721,625,1346
横川三丁目,622,564,505,1069
横川四丁目,703,654,572,1226
横川五丁目,1349,1204,1477,2681
業平一丁目,1455,1374,1511,2885
業平二丁目,798,681,616,1297
業平三丁目,828,662,658,1320
業平四丁目,1093,909,941,1850
業平五丁目,1109,1026,1130,2156
向島一丁目,1188,1039,999,2038
向島二丁目,1342,1191,1236,2427
向島三丁目,2087,1864,1786,3650
向島四丁目,1267,1255,1272,2527
向島五丁目,2307,2050,1956,4006
東向島一丁目,1630,1501,1465,2966
東向島二丁目,2642,2356,2435,4791
東向島三丁目,1573,1575,1671,3246
東向島四丁目,1829,1667,1700,3367
東向島五丁目,1962,1809,1899,3708
東向島六丁目,2669,2561,2582,5143
堤通一丁目,1077,1196,1103,2299
堤通二丁目,2040,1898,2307,4205
墨田一丁目,1215,1357,1453,2810
墨田二丁目,1934,1962,1871,3833
墨田三丁目,1818,1787,1716,3503
墨田四丁目,2392,2297,2449,4746
墨田五丁目,1484,1429,1354,2783
押上一丁目,1229,1035,1104,2139
押上二丁目,1974,1812,1924,3736
押上三丁目,2121,2057,1924,3981
京島一丁目,3310,3172,3341,6513
京島二丁目,977,940,846,1786
京島三丁目,2350,2195,2115,4310
文花一丁目,2857,2524,3020,5544
文花二丁目,1119,1090,1063,2153
文花三丁目,1146,1308,1302,2610
八広一丁目,1718,1691,1574,3265
八広二丁目,1977,2041,1971,4012
八広三丁目,1742,1712,1633,3345
八広四丁目,1927,2010,1868,3878
八広五丁目,1496,1436,1413,2849
八広六丁目,1965,2001,1899,3900
立花一丁目,3127,2861,2948,5809
立花二丁目,809,752,704,1456
立花三丁目,1362,1287,1301,2588
立花四丁目,1728,1816,1698,3514
立花五丁目,1736,1958,1898,3856
立花六丁目,1122,1120,1191,2311
東墨田一丁目,69,79,64,143
東墨田二丁目,632,616,566,1182
東墨田三丁目,383,411,369,780
