町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,963,746,740,1486
両国二丁目,1230,966,970,1936
両国三丁目,1278,934,960,1894
両国四丁目,1250,1001,986,1987
千歳一丁目,951,784,819,1603
千歳二丁目,612,515,490,1005
千歳三丁目,1450,1211,1160,2371
緑一丁目,1936,1619,1530,3149
緑二丁目,1719,1598,1645,3243
緑三丁目,1589,1383,1381,2764
緑四丁目,2719,2318,2131,4449
立川一丁目,885,631,684,1315
立川二丁目,866,687,685,1372
立川三丁目,1077,852,905,1757
立川四丁目,1010,758,774,1532
菊川一丁目,1052,845,923,1768
菊川二丁目,1455,1083,1232,2315
菊川三丁目,2146,1800,1914,3714
江東橋一丁目,894,690,612,1302
江東橋二丁目,1277,1051,957,2008
江東橋三丁目,492,374,227,601
江東橋四丁目,1424,1047,963,2010
江東橋五丁目,1670,1452,1466,2918
横網一丁目,138,158,145,303
横網二丁目,665,562,561,1123
亀沢一丁目,1195,990,1020,2010
亀沢二丁目,1003,861,981,1842
亀沢三丁目,1058,1061,1020,2081
亀沢四丁目,1416,1286,1247,2533
石原一丁目,1562,1225,1273,2498
石原二丁目,1413,1224,1246,2470
石原三丁目,1696,1506,1372,2878
石原四丁目,1555,1429,1388,2817
本所一丁目,1600,1416,1433,2849
本所二丁目,923,766,832,1598
本所三丁目,1015,860,891,1751
本所四丁目,1452,1238,1206,2444
東駒形一丁目,862,661,680,1341
東駒形二丁目,834,731,760,1491
東駒形三丁目,946,768,759,1527
東駒形四丁目,1450,1162,1218,2380
吾妻橋一丁目,1296,989,1069,2058
吾妻橋二丁目,918,689,738,1427
吾妻橋三丁目,850,772,821,1593
錦糸一丁目,1312,990,914,1904
錦糸二丁目,391,301,252,553
錦糸三丁目,412,345,257,602
錦糸四丁目,923,824,812,1636
太平一丁目,1825,1713,1665,3378
太平二丁目,879,712,596,1308
太平三丁目,830,669,613,1282
太平四丁目,2540,2228,2262,4490
横川一丁目,799,815,733,1548
横川二丁目,942,796,698,1494
横川三丁目,681,585,542,1127
横川四丁目,710,619,562,1181
横川五丁目,1405,1169,1504,2673
業平一丁目,1528,1351,1559,2910
業平二丁目,804,666,598,1264
業平三丁目,856,659,685,1344
業平四丁目,1212,912,977,1889
業平五丁目,1175,1069,1189,2258
向島一丁目,1406,1143,1157,2300
向島二丁目,1533,1259,1380,2639
向島三丁目,2668,2286,2281,4567
向島四丁目,1310,1223,1306,2529
向島五丁目,2553,2104,2097,4201
東向島一丁目,1749,1556,1523,3079
東向島二丁目,2813,2364,2556,4920
東向島三丁目,1664,1617,1693,3310
東向島四丁目,1955,1685,1715,3400
東向島五丁目,2159,1832,1988,3820
東向島六丁目,2965,2703,2709,5412
堤通一丁目,1091,1146,1077,2223
堤通二丁目,2010,1734,2220,3954
墨田一丁目,1369,1430,1556,2986
墨田二丁目,2017,1918,1897,3815
墨田三丁目,1996,1797,1799,3596
墨田四丁目,2403,2287,2364,4651
墨田五丁目,1524,1374,1356,2730
押上一丁目,1286,1010,1103,2113
押上二丁目,1964,1724,1868,3592
押上三丁目,2299,2140,2132,4272
京島一丁目,3544,3322,3610,6932
京島二丁目,975,931,821,1752
京島三丁目,2268,2096,2009,4105
文花一丁目,2916,2466,2909,5375
文花二丁目,1259,1120,1172,2292
文花三丁目,1183,1309,1289,2598
八広一丁目,1847,1721,1605,3326
八広二丁目,2201,2122,2042,4164
八広三丁目,1822,1784,1677,3461
八広四丁目,2364,2262,2197,4459
八広五丁目,1584,1405,1436,2841
八広六丁目,2094,2051,1960,4011
立花一丁目,3021,2621,2786,5407
立花二丁目,830,762,760,1522
立花三丁目,1554,1426,1392,2818
立花四丁目,1821,1783,1700,3483
立花五丁目,1938,2126,2082,4208
立花六丁目,1138,1062,1176,2238
東墨田一丁目,65,70,60,130
東墨田二丁目,746,675,645,1320
東墨田三丁目,370,394,373,767
