町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,861,663,671,1334
両国二丁目,1219,992,957,1949
両国三丁目,1180,875,932,1807
両国四丁目,1163,918,913,1831
千歳一丁目,942,801,807,1608
千歳二丁目,554,491,447,938
千歳三丁目,1385,1148,1152,2300
緑一丁目,1686,1479,1346,2825
緑二丁目,1642,1541,1626,3167
緑三丁目,1461,1323,1254,2577
緑四丁目,2370,2076,1879,3955
立川一丁目,835,610,656,1266
立川二丁目,839,671,661,1332
立川三丁目,990,808,831,1639
立川四丁目,907,725,685,1410
菊川一丁目,929,784,853,1637
菊川二丁目,1347,1042,1153,2195
菊川三丁目,2100,1783,1880,3663
江東橋一丁目,841,654,611,1265
江東橋二丁目,1250,1060,950,2010
江東橋三丁目,485,358,223,581
江東橋四丁目,1411,1024,983,2007
江東橋五丁目,1607,1456,1460,2916
横網一丁目,126,148,143,291
横網二丁目,674,578,582,1160
亀沢一丁目,1198,1031,1028,2059
亀沢二丁目,934,816,941,1757
亀沢三丁目,955,1003,942,1945
亀沢四丁目,1410,1271,1209,2480
石原一丁目,1468,1188,1201,2389
石原二丁目,1362,1231,1213,2444
石原三丁目,1609,1466,1307,2773
石原四丁目,1410,1311,1236,2547
本所一丁目,1576,1463,1420,2883
本所二丁目,901,791,812,1603
本所三丁目,969,882,865,1747
本所四丁目,1292,1185,1090,2275
東駒形一丁目,729,587,584,1171
東駒形二丁目,824,743,761,1504
東駒形三丁目,845,723,722,1445
東駒形四丁目,1404,1184,1207,2391
吾妻橋一丁目,1258,966,1063,2029
吾妻橋二丁目,893,676,724,1400
吾妻橋三丁目,857,781,831,1612
錦糸一丁目,1241,950,888,1838
錦糸二丁目,365,290,232,522
錦糸三丁目,388,316,259,575
錦糸四丁目,892,800,813,1613
太平一丁目,1676,1603,1582,3185
太平二丁目,836,704,571,1275
太平三丁目,750,599,586,1185
太平四丁目,2507,2254,2273,4527
横川一丁目,771,827,713,1540
横川二丁目,863,747,653,1400
横川三丁目,628,552,522,1074
横川四丁目,688,628,555,1183
横川五丁目,1410,1212,1543,2755
業平一丁目,1479,1391,1547,2938
業平二丁目,804,689,626,1315
業平三丁目,848,668,669,1337
業平四丁目,1131,877,967,1844
業平五丁目,1136,1061,1166,2227
向島一丁目,1279,1056,1064,2120
向島二丁目,1479,1258,1336,2594
向島三丁目,2439,2134,2121,4255
向島四丁目,1297,1241,1288,2529
向島五丁目,2490,2122,2055,4177
東向島一丁目,1581,1483,1417,2900
東向島二丁目,2804,2421,2547,4968
東向島三丁目,1578,1604,1643,3247
東向島四丁目,1865,1664,1724,3388
東向島五丁目,2092,1833,1954,3787
東向島六丁目,2881,2651,2678,5329
堤通一丁目,1110,1148,1092,2240
堤通二丁目,2013,1832,2239,4071
墨田一丁目,1397,1462,1593,3055
墨田二丁目,2008,1957,1921,3878
墨田三丁目,1916,1796,1753,3549
墨田四丁目,2402,2299,2394,4693
墨田五丁目,1520,1393,1360,2753
押上一丁目,1295,1022,1123,2145
押上二丁目,1997,1784,1932,3716
押上三丁目,2245,2151,2052,4203
京島一丁目,3543,3320,3581,6901
京島二丁目,984,944,838,1782
京島三丁目,2280,2122,2012,4134
文花一丁目,2873,2503,2968,5471
文花二丁目,1220,1115,1152,2267
文花三丁目,1171,1335,1305,2640
八広一丁目,1816,1713,1594,3307
八広二丁目,2029,2028,2018,4046
八広三丁目,1825,1808,1692,3500
八広四丁目,2091,2094,2042,4136
八広五丁目,1536,1406,1444,2850
八広六丁目,2049,2023,1918,3941
立花一丁目,3105,2739,2908,5647
立花二丁目,815,733,715,1448
立花三丁目,1522,1406,1420,2826
立花四丁目,1807,1792,1735,3527
立花五丁目,1763,1995,1930,3925
立花六丁目,1126,1102,1179,2281
東墨田一丁目,61,70,58,128
東墨田二丁目,702,672,614,1286
東墨田三丁目,385,420,382,802
