町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,907,704,700,1404
両国二丁目,1223,974,994,1968
両国三丁目,1273,949,971,1920
両国四丁目,1213,992,957,1949
千歳一丁目,945,785,833,1618
千歳二丁目,608,539,477,1016
千歳三丁目,1461,1224,1170,2394
緑一丁目,1819,1559,1440,2999
緑二丁目,1723,1601,1672,3273
緑三丁目,1614,1401,1376,2777
緑四丁目,2693,2296,2127,4423
立川一丁目,856,623,677,1300
立川二丁目,848,691,668,1359
立川三丁目,1072,857,899,1756
立川四丁目,1007,763,782,1545
菊川一丁目,1020,838,904,1742
菊川二丁目,1446,1064,1217,2281
菊川三丁目,2156,1837,1889,3726
江東橋一丁目,858,661,601,1262
江東橋二丁目,1290,1086,966,2052
江東橋三丁目,499,378,224,602
江東橋四丁目,1462,1080,971,2051
江東橋五丁目,1636,1450,1439,2889
横網一丁目,139,161,145,306
横網二丁目,671,569,583,1152
亀沢一丁目,1195,990,1018,2008
亀沢二丁目,992,850,976,1826
亀沢三丁目,1015,1045,1002,2047
亀沢四丁目,1423,1312,1238,2550
石原一丁目,1534,1211,1265,2476
石原二丁目,1417,1239,1245,2484
石原三丁目,1690,1502,1379,2881
石原四丁目,1502,1378,1322,2700
本所一丁目,1591,1425,1422,2847
本所二丁目,921,775,828,1603
本所三丁目,980,858,865,1723
本所四丁目,1411,1236,1180,2416
東駒形一丁目,837,654,672,1326
東駒形二丁目,840,736,760,1496
東駒形三丁目,911,748,743,1491
東駒形四丁目,1434,1159,1232,2391
吾妻橋一丁目,1282,984,1071,2055
吾妻橋二丁目,902,677,729,1406
吾妻橋三丁目,866,795,828,1623
錦糸一丁目,1298,988,920,1908
錦糸二丁目,396,313,241,554
錦糸三丁目,413,347,274,621
錦糸四丁目,924,823,825,1648
太平一丁目,1783,1687,1649,3336
太平二丁目,858,718,564,1282
太平三丁目,794,643,595,1238
太平四丁目,2534,2236,2294,4530
横川一丁目,792,822,723,1545
横川二丁目,937,788,708,1496
横川三丁目,673,575,547,1122
横川四丁目,697,628,552,1180
横川五丁目,1402,1158,1512,2670
業平一丁目,1547,1393,1572,2965
業平二丁目,796,677,603,1280
業平三丁目,858,668,688,1356
業平四丁目,1166,887,974,1861
業平五丁目,1171,1072,1190,2262
向島一丁目,1349,1108,1102,2210
向島二丁目,1528,1256,1379,2635
向島三丁目,2583,2245,2231,4476
向島四丁目,1336,1238,1324,2562
向島五丁目,2548,2121,2110,4231
東向島一丁目,1762,1576,1522,3098
東向島二丁目,2835,2411,2564,4975
東向島三丁目,1685,1659,1712,3371
東向島四丁目,1956,1704,1725,3429
東向島五丁目,2116,1815,1958,3773
東向島六丁目,2963,2724,2736,5460
堤通一丁目,1106,1149,1081,2230
堤通二丁目,2022,1767,2243,4010
墨田一丁目,1398,1443,1580,3023
墨田二丁目,2012,1933,1887,3820
墨田三丁目,2000,1821,1810,3631
墨田四丁目,2442,2331,2400,4731
墨田五丁目,1526,1381,1361,2742
押上一丁目,1302,1013,1115,2128
押上二丁目,1971,1737,1879,3616
押上三丁目,2269,2129,2100,4229
京島一丁目,3566,3348,3607,6955
京島二丁目,970,929,838,1767
京島三丁目,2278,2101,2028,4129
文花一丁目,2934,2480,2934,5414
文花二丁目,1253,1121,1164,2285
文花三丁目,1188,1322,1295,2617
八広一丁目,1812,1709,1605,3314
八広二丁目,2142,2107,2024,4131
八広三丁目,1807,1798,1661,3459
八広四丁目,2242,2185,2130,4315
八広五丁目,1580,1410,1450,2860
八広六丁目,2081,2034,1932,3966
立花一丁目,3082,2671,2862,5533
立花二丁目,846,780,765,1545
立花三丁目,1546,1404,1423,2827
立花四丁目,1814,1796,1707,3503
立花五丁目,1884,2088,2048,4136
立花六丁目,1123,1069,1165,2234
東墨田一丁目,62,67,61,128
東墨田二丁目,708,653,608,1261
東墨田三丁目,374,398,369,767
