町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,940,735,718,1453
両国二丁目,1230,961,989,1950
両国三丁目,1282,932,975,1907
両国四丁目,1227,996,971,1967
千歳一丁目,942,777,830,1607
千歳二丁目,592,516,473,989
千歳三丁目,1444,1200,1170,2370
緑一丁目,1859,1590,1477,3067
緑二丁目,1716,1603,1652,3255
緑三丁目,1610,1405,1394,2799
緑四丁目,2688,2294,2117,4411
立川一丁目,861,624,677,1301
立川二丁目,851,694,672,1366
立川三丁目,1070,859,891,1750
立川四丁目,987,756,753,1509
菊川一丁目,1034,843,918,1761
菊川二丁目,1449,1068,1220,2288
菊川三丁目,2124,1810,1885,3695
江東橋一丁目,862,672,599,1271
江東橋二丁目,1282,1067,967,2034
江東橋三丁目,497,381,219,600
江東橋四丁目,1426,1061,951,2012
江東橋五丁目,1644,1454,1448,2902
横網一丁目,135,159,143,302
横網二丁目,662,566,574,1140
亀沢一丁目,1208,1007,1025,2032
亀沢二丁目,988,856,975,1831
亀沢三丁目,999,1038,994,2032
亀沢四丁目,1427,1314,1247,2561
石原一丁目,1548,1225,1258,2483
石原二丁目,1405,1228,1243,2471
石原三丁目,1687,1496,1375,2871
石原四丁目,1506,1386,1326,2712
本所一丁目,1603,1428,1430,2858
本所二丁目,926,778,830,1608
本所三丁目,995,856,876,1732
本所四丁目,1411,1223,1187,2410
東駒形一丁目,834,652,672,1324
東駒形二丁目,833,734,759,1493
東駒形三丁目,915,744,749,1493
東駒形四丁目,1421,1155,1219,2374
吾妻橋一丁目,1272,980,1057,2037
吾妻橋二丁目,898,683,725,1408
吾妻橋三丁目,853,781,819,1600
錦糸一丁目,1299,985,919,1904
錦糸二丁目,392,306,242,548
錦糸三丁目,411,343,271,614
錦糸四丁目,918,825,810,1635
太平一丁目,1818,1715,1671,3386
太平二丁目,867,710,582,1292
太平三丁目,821,665,615,1280
太平四丁目,2507,2207,2270,4477
横川一丁目,788,811,732,1543
横川二丁目,939,789,701,1490
横川三丁目,672,578,545,1123
横川四丁目,696,618,549,1167
横川五丁目,1401,1167,1513,2680
業平一丁目,1544,1382,1580,2962
業平二丁目,793,672,598,1270
業平三丁目,850,661,687,1348
業平四丁目,1191,895,976,1871
業平五丁目,1170,1067,1187,2254
向島一丁目,1384,1129,1134,2263
向島二丁目,1520,1246,1379,2625
向島三丁目,2579,2248,2234,4482
向島四丁目,1318,1224,1317,2541
向島五丁目,2532,2108,2093,4201
東向島一丁目,1747,1561,1519,3080
東向島二丁目,2815,2382,2547,4929
東向島三丁目,1680,1646,1707,3353
東向島四丁目,1953,1698,1721,3419
東向島五丁目,2142,1830,1974,3804
東向島六丁目,2941,2713,2710,5423
堤通一丁目,1112,1152,1090,2242
堤通二丁目,2020,1755,2251,4006
墨田一丁目,1384,1440,1568,3008
墨田二丁目,2026,1935,1906,3841
墨田三丁目,1994,1808,1807,3615
墨田四丁目,2435,2310,2391,4701
墨田五丁目,1526,1374,1361,2735
押上一丁目,1285,998,1094,2092
押上二丁目,1953,1719,1865,3584
押上三丁目,2293,2151,2120,4271
京島一丁目,3567,3353,3606,6959
京島二丁目,978,941,829,1770
京島三丁目,2257,2084,2007,4091
文花一丁目,2920,2479,2919,5398
文花二丁目,1265,1127,1172,2299
文花三丁目,1176,1302,1280,2582
八広一丁目,1817,1715,1589,3304
八広二丁目,2167,2119,2026,4145
八広三丁目,1819,1788,1671,3459
八広四丁目,2266,2194,2139,4333
八広五丁目,1583,1407,1441,2848
八広六丁目,2074,2027,1952,3979
立花一丁目,3043,2648,2826,5474
立花二丁目,832,766,756,1522
立花三丁目,1540,1416,1401,2817
立花四丁目,1817,1791,1701,3492
立花五丁目,1918,2122,2074,4196
立花六丁目,1128,1056,1172,2228
東墨田一丁目,63,68,60,128
東墨田二丁目,740,674,635,1309
東墨田三丁目,371,393,369,762
