町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,870,669,681,1350
両国二丁目,1214,987,965,1952
両国三丁目,1149,849,914,1763
両国四丁目,1150,906,909,1815
千歳一丁目,934,791,790,1581
千歳二丁目,542,482,443,925
千歳三丁目,1368,1147,1145,2292
緑一丁目,1650,1447,1334,2781
緑二丁目,1632,1534,1626,3160
緑三丁目,1451,1311,1241,2552
緑四丁目,2343,2045,1850,3895
立川一丁目,835,606,660,1266
立川二丁目,830,665,661,1326
立川三丁目,993,813,833,1646
立川四丁目,880,711,667,1378
菊川一丁目,874,752,824,1576
菊川二丁目,1311,1031,1133,2164
菊川三丁目,2115,1798,1899,3697
江東橋一丁目,848,656,622,1278
江東橋二丁目,1216,1035,924,1959
江東橋三丁目,477,351,219,570
江東橋四丁目,1424,1033,1006,2039
江東橋五丁目,1622,1470,1443,2913
横網一丁目,128,146,141,287
横網二丁目,661,569,567,1136
亀沢一丁目,1191,1026,1027,2053
亀沢二丁目,941,814,941,1755
亀沢三丁目,959,1002,943,1945
亀沢四丁目,1407,1270,1193,2463
石原一丁目,1452,1183,1197,2380
石原二丁目,1350,1219,1202,2421
石原三丁目,1596,1468,1301,2769
石原四丁目,1413,1315,1234,2549
本所一丁目,1581,1456,1426,2882
本所二丁目,899,785,829,1614
本所三丁目,982,890,878,1768
本所四丁目,1284,1169,1096,2265
東駒形一丁目,724,587,582,1169
東駒形二丁目,827,743,763,1506
東駒形三丁目,833,717,719,1436
東駒形四丁目,1352,1161,1153,2314
吾妻橋一丁目,1262,974,1067,2041
吾妻橋二丁目,862,669,697,1366
吾妻橋三丁目,859,798,833,1631
錦糸一丁目,1215,933,886,1819
錦糸二丁目,372,289,239,528
錦糸三丁目,385,321,257,578
錦糸四丁目,903,805,814,1619
太平一丁目,1682,1611,1583,3194
太平二丁目,842,703,580,1283
太平三丁目,728,590,575,1165
太平四丁目,2499,2244,2300,4544
横川一丁目,742,796,697,1493
横川二丁目,844,744,621,1365
横川三丁目,625,556,507,1063
横川四丁目,686,631,551,1182
横川五丁目,1407,1217,1531,2748
業平一丁目,1474,1389,1537,2926
業平二丁目,797,675,630,1305
業平三丁目,836,642,666,1308
業平四丁目,1134,878,987,1865
業平五丁目,1130,1067,1143,2210
向島一丁目,1252,1047,1032,2079
向島二丁目,1431,1219,1305,2524
向島三丁目,2366,2066,2063,4129
向島四丁目,1287,1239,1288,2527
向島五丁目,2429,2064,2038,4102
東向島一丁目,1620,1508,1445,2953
東向島二丁目,2757,2403,2507,4910
東向島三丁目,1578,1593,1661,3254
東向島四丁目,1859,1655,1723,3378
東向島五丁目,2078,1828,1952,3780
東向島六丁目,2824,2636,2663,5299
堤通一丁目,1120,1156,1100,2256
堤通二丁目,2008,1837,2248,4085
墨田一丁目,1372,1444,1574,3018
墨田二丁目,1995,1965,1908,3873
墨田三丁目,1881,1787,1725,3512
墨田四丁目,2398,2309,2394,4703
墨田五丁目,1518,1401,1353,2754
押上一丁目,1278,1020,1114,2134
押上二丁目,2014,1801,1946,3747
押上三丁目,2222,2152,2023,4175
京島一丁目,3548,3314,3586,6900
京島二丁目,980,937,840,1777
京島三丁目,2299,2149,2027,4176
文花一丁目,2891,2515,2991,5506
文花二丁目,1182,1085,1129,2214
文花三丁目,1173,1340,1301,2641
八広一丁目,1767,1688,1595,3283
八広二丁目,2042,2052,2014,4066
八広三丁目,1839,1818,1699,3517
八広四丁目,2090,2096,2036,4132
八広五丁目,1527,1410,1437,2847
八広六丁目,2036,2028,1907,3935
立花一丁目,3126,2783,2941,5724
立花二丁目,818,724,718,1442
立花三丁目,1424,1328,1335,2663
立花四丁目,1786,1787,1736,3523
立花五丁目,1761,1981,1920,3901
立花六丁目,1131,1106,1187,2293
東墨田一丁目,61,72,59,131
東墨田二丁目,696,669,611,1280
東墨田三丁目,382,413,380,793
