町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,814,651,662,1313
両国二丁目,1129,953,892,1845
両国三丁目,1140,827,899,1726
両国四丁目,1104,899,886,1785
千歳一丁目,859,728,740,1468
千歳二丁目,574,502,433,935
千歳三丁目,1169,943,960,1903
緑一丁目,1572,1406,1286,2692
緑二丁目,1635,1570,1628,3198
緑三丁目,1310,1237,1130,2367
緑四丁目,2227,1925,1739,3664
立川一丁目,765,586,590,1176
立川二丁目,798,650,641,1291
立川三丁目,958,793,814,1607
立川四丁目,822,670,588,1258
菊川一丁目,813,738,777,1515
菊川二丁目,1291,1029,1118,2147
菊川三丁目,2017,1730,1840,3570
江東橋一丁目,826,638,608,1246
江東橋二丁目,1222,1046,930,1976
江東橋三丁目,466,327,243,570
江東橋四丁目,1431,1038,1018,2056
江東橋五丁目,1549,1404,1417,2821
横網一丁目,126,146,139,285
横網二丁目,655,554,554,1108
亀沢一丁目,1147,989,986,1975
亀沢二丁目,887,774,877,1651
亀沢三丁目,933,955,878,1833
亀沢四丁目,1349,1219,1165,2384
石原一丁目,1425,1181,1200,2381
石原二丁目,1258,1148,1133,2281
石原三丁目,1573,1461,1251,2712
石原四丁目,1379,1317,1209,2526
本所一丁目,1468,1402,1350,2752
本所二丁目,866,791,810,1601
本所三丁目,956,880,881,1761
本所四丁目,1201,1119,1078,2197
東駒形一丁目,727,579,608,1187
東駒形二丁目,819,750,742,1492
東駒形三丁目,818,724,707,1431
東駒形四丁目,1369,1198,1156,2354
吾妻橋一丁目,1227,960,1040,2000
吾妻橋二丁目,843,670,673,1343
吾妻橋三丁目,827,778,824,1602
錦糸一丁目,1178,894,841,1735
錦糸二丁目,372,296,248,544
錦糸三丁目,401,323,276,599
錦糸四丁目,867,780,769,1549
太平一丁目,1658,1612,1561,3173
太平二丁目,871,723,606,1329
太平三丁目,706,575,553,1128
太平四丁目,2395,2182,2274,4456
横川一丁目,722,787,676,1463
横川二丁目,839,723,617,1340
横川三丁目,621,567,507,1074
横川四丁目,682,636,564,1200
横川五丁目,1335,1181,1464,2645
業平一丁目,1475,1393,1529,2922
業平二丁目,792,670,616,1286
業平三丁目,844,653,670,1323
業平四丁目,1086,886,947,1833
業平五丁目,1139,1062,1164,2226
向島一丁目,1234,1069,1017,2086
向島二丁目,1358,1189,1240,2429
向島三丁目,2095,1854,1794,3648
向島四丁目,1294,1268,1297,2565
向島五丁目,2307,2031,1954,3985
東向島一丁目,1608,1477,1465,2942
東向島二丁目,2672,2372,2459,4831
東向島三丁目,1579,1566,1653,3219
東向島四丁目,1842,1668,1692,3360
東向島五丁目,2008,1820,1933,3753
東向島六丁目,2750,2615,2615,5230
堤通一丁目,1102,1214,1118,2332
堤通二丁目,2021,1882,2279,4161
墨田一丁目,1232,1354,1460,2814
墨田二丁目,1974,1975,1882,3857
墨田三丁目,1857,1812,1764,3576
墨田四丁目,2431,2317,2462,4779
墨田五丁目,1491,1420,1358,2778
押上一丁目,1262,1037,1133,2170
押上二丁目,2020,1844,1955,3799
押上三丁目,2192,2127,2003,4130
京島一丁目,3435,3261,3445,6706
京島二丁目,987,947,847,1794
京島三丁目,2334,2167,2094,4261
文花一丁目,2865,2507,3024,5531
文花二丁目,1114,1078,1061,2139
文花三丁目,1163,1335,1324,2659
八広一丁目,1732,1693,1569,3262
八広二丁目,1994,2048,1986,4034
八広三丁目,1741,1709,1642,3351
八広四丁目,1976,2046,1900,3946
八広五丁目,1504,1433,1404,2837
八広六丁目,1967,1979,1887,3866
立花一丁目,3111,2836,2945,5781
立花二丁目,805,746,702,1448
立花三丁目,1364,1286,1309,2595
立花四丁目,1744,1806,1713,3519
立花五丁目,1745,1968,1913,3881
立花六丁目,1120,1110,1176,2286
東墨田一丁目,67,77,63,140
東墨田二丁目,635,622,571,1193
東墨田三丁目,390,415,372,787
