町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,856,669,672,1341
両国二丁目,1235,993,988,1981
両国三丁目,1221,892,971,1863
両国四丁目,1195,958,942,1900
千歳一丁目,965,801,835,1636
千歳二丁目,582,508,472,980
千歳三丁目,1403,1178,1161,2339
緑一丁目,1735,1497,1375,2872
緑二丁目,1712,1588,1657,3245
緑三丁目,1511,1344,1298,2642
緑四丁目,2552,2221,2029,4250
立川一丁目,860,619,674,1293
立川二丁目,838,682,663,1345
立川三丁目,991,813,817,1630
立川四丁目,998,765,762,1527
菊川一丁目,951,801,867,1668
菊川二丁目,1408,1055,1208,2263
菊川三丁目,2142,1815,1904,3719
江東橋一丁目,849,663,604,1267
江東橋二丁目,1265,1066,978,2044
江東橋三丁目,510,378,232,610
江東橋四丁目,1469,1103,955,2058
江東橋五丁目,1611,1459,1437,2896
横網一丁目,137,157,142,299
横網二丁目,657,566,568,1134
亀沢一丁目,1192,1010,1031,2041
亀沢二丁目,982,842,975,1817
亀沢三丁目,994,1032,970,2002
亀沢四丁目,1420,1283,1224,2507
石原一丁目,1479,1184,1222,2406
石原二丁目,1407,1245,1232,2477
石原三丁目,1677,1522,1353,2875
石原四丁目,1430,1312,1254,2566
本所一丁目,1567,1428,1418,2846
本所二丁目,898,766,836,1602
本所三丁目,980,886,865,1751
本所四丁目,1362,1233,1156,2389
東駒形一丁目,773,608,624,1232
東駒形二丁目,827,742,747,1489
東駒形三丁目,904,744,746,1490
東駒形四丁目,1433,1170,1212,2382
吾妻橋一丁目,1296,975,1102,2077
吾妻橋二丁目,896,672,716,1388
吾妻橋三丁目,851,779,828,1607
錦糸一丁目,1286,974,925,1899
錦糸二丁目,392,311,235,546
錦糸三丁目,411,334,274,608
錦糸四丁目,914,820,809,1629
太平一丁目,1737,1645,1616,3261
太平二丁目,855,727,569,1296
太平三丁目,784,635,603,1238
太平四丁目,2508,2229,2281,4510
横川一丁目,779,813,722,1535
横川二丁目,904,763,687,1450
横川三丁目,618,534,506,1040
横川四丁目,686,621,558,1179
横川五丁目,1393,1184,1513,2697
業平一丁目,1510,1395,1563,2958
業平二丁目,805,686,623,1309
業平三丁目,836,665,667,1332
業平四丁目,1157,889,979,1868
業平五丁目,1142,1062,1177,2239
向島一丁目,1297,1054,1073,2127
向島二丁目,1532,1268,1383,2651
向島三丁目,2486,2172,2168,4340
向島四丁目,1318,1243,1306,2549
向島五丁目,2537,2142,2088,4230
東向島一丁目,1683,1540,1487,3027
東向島二丁目,2830,2402,2557,4959
東向島三丁目,1601,1622,1649,3271
東向島四丁目,1922,1700,1752,3452
東向島五丁目,2101,1816,1960,3776
東向島六丁目,2939,2696,2702,5398
堤通一丁目,1153,1155,1110,2265
堤通二丁目,2033,1802,2247,4049
墨田一丁目,1408,1478,1601,3079
墨田二丁目,1975,1911,1924,3835
墨田三丁目,1978,1812,1780,3592
墨田四丁目,2402,2303,2368,4671
墨田五丁目,1542,1401,1388,2789
押上一丁目,1317,1023,1142,2165
押上二丁目,1963,1750,1905,3655
押上三丁目,2243,2127,2088,4215
京島一丁目,3564,3353,3598,6951
京島二丁目,970,930,838,1768
京島三丁目,2286,2117,2003,4120
文花一丁目,2920,2497,2961,5458
文花二丁目,1249,1118,1172,2290
文花三丁目,1181,1338,1304,2642
八広一丁目,1811,1695,1624,3319
八広二丁目,2075,2052,2009,4061
八広三丁目,1819,1809,1669,3478
八広四丁目,2138,2133,2061,4194
八広五丁目,1549,1417,1434,2851
八広六丁目,2062,2021,1927,3948
立花一丁目,3091,2728,2883,5611
立花二丁目,828,755,740,1495
立花三丁目,1535,1422,1421,2843
立花四丁目,1804,1794,1707,3501
立花五丁目,1780,2017,1963,3980
立花六丁目,1120,1072,1179,2251
東墨田一丁目,63,71,57,128
東墨田二丁目,701,653,617,1270
東墨田三丁目,382,413,380,793
