町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,947,738,723,1461
両国二丁目,1226,958,981,1939
両国三丁目,1276,931,965,1896
両国四丁目,1229,995,972,1967
千歳一丁目,939,777,829,1606
千歳二丁目,605,522,479,1001
千歳三丁目,1446,1205,1170,2375
緑一丁目,1879,1600,1491,3091
緑二丁目,1710,1598,1651,3249
緑三丁目,1596,1394,1384,2778
緑四丁目,2692,2297,2120,4417
立川一丁目,870,624,683,1307
立川二丁目,850,695,673,1368
立川三丁目,1072,859,888,1747
立川四丁目,995,759,763,1522
菊川一丁目,1030,840,913,1753
菊川二丁目,1448,1076,1223,2299
菊川三丁目,2124,1804,1898,3702
江東橋一丁目,863,673,598,1271
江東橋二丁目,1275,1065,961,2026
江東橋三丁目,500,383,221,604
江東橋四丁目,1423,1054,952,2006
江東橋五丁目,1640,1449,1451,2900
横網一丁目,134,156,142,298
横網二丁目,663,565,574,1139
亀沢一丁目,1203,1012,1033,2045
亀沢二丁目,987,854,974,1828
亀沢三丁目,999,1035,992,2027
亀沢四丁目,1430,1310,1252,2562
石原一丁目,1543,1220,1259,2479
石原二丁目,1406,1226,1244,2470
石原三丁目,1682,1493,1372,2865
石原四丁目,1519,1410,1353,2763
本所一丁目,1605,1425,1429,2854
本所二丁目,922,773,832,1605
本所三丁目,996,854,882,1736
本所四丁目,1421,1221,1195,2416
東駒形一丁目,841,651,676,1327
東駒形二丁目,826,727,758,1485
東駒形三丁目,921,748,752,1500
東駒形四丁目,1413,1147,1212,2359
吾妻橋一丁目,1268,975,1049,2024
吾妻橋二丁目,889,675,723,1398
吾妻橋三丁目,855,781,824,1605
錦糸一丁目,1306,992,921,1913
錦糸二丁目,392,304,245,549
錦糸三丁目,412,341,266,607
錦糸四丁目,916,825,807,1632
太平一丁目,1824,1711,1675,3386
太平二丁目,875,715,585,1300
太平三丁目,831,670,619,1289
太平四丁目,2510,2211,2263,4474
横川一丁目,786,809,734,1543
横川二丁目,942,792,705,1497
横川三丁目,665,572,543,1115
横川四丁目,697,620,551,1171
横川五丁目,1402,1165,1515,2680
業平一丁目,1538,1372,1570,2942
業平二丁目,796,672,597,1269
業平三丁目,848,658,686,1344
業平四丁目,1187,893,968,1861
業平五丁目,1171,1066,1187,2253
向島一丁目,1388,1132,1144,2276
向島二丁目,1525,1245,1382,2627
向島三丁目,2590,2256,2237,4493
向島四丁目,1315,1224,1308,2532
向島五丁目,2541,2114,2100,4214
東向島一丁目,1755,1570,1529,3099
東向島二丁目,2813,2378,2546,4924
東向島三丁目,1683,1653,1706,3359
東向島四丁目,1946,1692,1715,3407
東向島五丁目,2154,1837,1979,3816
東向島六丁目,2946,2718,2717,5435
堤通一丁目,1105,1145,1080,2225
堤通二丁目,2017,1748,2244,3992
墨田一丁目,1393,1451,1571,3022
墨田二丁目,2023,1927,1906,3833
墨田三丁目,1988,1806,1798,3604
墨田四丁目,2423,2297,2389,4686
墨田五丁目,1523,1379,1357,2736
押上一丁目,1282,1001,1099,2100
押上二丁目,1953,1720,1858,3578
押上三丁目,2293,2149,2122,4271
京島一丁目,3557,3341,3601,6942
京島二丁目,979,941,826,1767
京島三丁目,2254,2084,2009,4093
文花一丁目,2921,2481,2914,5395
文花二丁目,1262,1125,1174,2299
文花三丁目,1173,1298,1278,2576
八広一丁目,1834,1726,1598,3324
八広二丁目,2182,2132,2033,4165
八広三丁目,1823,1792,1676,3468
八広四丁目,2274,2200,2147,4347
八広五丁目,1578,1404,1438,2842
八広六丁目,2072,2023,1950,3973
立花一丁目,3035,2642,2820,5462
立花二丁目,836,768,760,1528
立花三丁目,1541,1420,1399,2819
立花四丁目,1812,1781,1700,3481
立花五丁目,1918,2112,2068,4180
立花六丁目,1131,1055,1176,2231
東墨田一丁目,64,69,60,129
東墨田二丁目,735,672,633,1305
東墨田三丁目,375,396,370,766
