町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,951,739,726,1465
両国二丁目,1222,958,979,1937
両国三丁目,1276,935,964,1899
両国四丁目,1229,996,978,1974
千歳一丁目,938,775,822,1597
千歳二丁目,609,518,484,1002
千歳三丁目,1449,1205,1171,2376
緑一丁目,1891,1604,1503,3107
緑二丁目,1710,1600,1655,3255
緑三丁目,1594,1390,1387,2777
緑四丁目,2693,2303,2114,4417
立川一丁目,868,622,680,1302
立川二丁目,857,694,684,1378
立川三丁目,1067,856,887,1743
立川四丁目,992,747,766,1513
菊川一丁目,1037,846,918,1764
菊川二丁目,1440,1075,1220,2295
菊川三丁目,2126,1800,1901,3701
江東橋一丁目,869,673,602,1275
江東橋二丁目,1273,1059,967,2026
江東橋三丁目,497,380,222,602
江東橋四丁目,1408,1045,946,1991
江東橋五丁目,1645,1443,1453,2896
横網一丁目,132,154,140,294
横網二丁目,664,564,570,1134
亀沢一丁目,1194,1006,1022,2028
亀沢二丁目,989,857,971,1828
亀沢三丁目,998,1032,993,2025
亀沢四丁目,1428,1304,1249,2553
石原一丁目,1540,1217,1263,2480
石原二丁目,1403,1222,1245,2467
石原三丁目,1684,1496,1375,2871
石原四丁目,1542,1426,1372,2798
本所一丁目,1596,1416,1425,2841
本所二丁目,918,766,834,1600
本所三丁目,1000,857,879,1736
本所四丁目,1425,1227,1192,2419
東駒形一丁目,845,656,676,1332
東駒形二丁目,831,732,762,1494
東駒形三丁目,919,750,750,1500
東駒形四丁目,1410,1144,1205,2349
吾妻橋一丁目,1269,978,1048,2026
吾妻橋二丁目,891,678,725,1403
吾妻橋三丁目,846,772,813,1585
錦糸一丁目,1307,992,923,1915
錦糸二丁目,390,303,244,547
錦糸三丁目,408,339,263,602
錦糸四丁目,917,826,807,1633
太平一丁目,1835,1715,1677,3392
太平二丁目,876,713,589,1302
太平三丁目,825,668,611,1279
太平四丁目,2518,2216,2269,4485
横川一丁目,790,813,734,1547
横川二丁目,939,794,700,1494
横川三丁目,668,574,539,1113
横川四丁目,698,617,555,1172
横川五丁目,1403,1165,1510,2675
業平一丁目,1535,1371,1567,2938
業平二丁目,794,662,595,1257
業平三丁目,841,652,685,1337
業平四丁目,1187,892,968,1860
業平五丁目,1175,1068,1196,2264
向島一丁目,1397,1133,1148,2281
向島二丁目,1529,1244,1378,2622
向島三丁目,2607,2272,2247,4519
向島四丁目,1307,1219,1303,2522
向島五丁目,2535,2105,2095,4200
東向島一丁目,1742,1563,1519,3082
東向島二丁目,2809,2375,2541,4916
東向島三丁目,1675,1642,1703,3345
東向島四丁目,1940,1688,1704,3392
東向島五丁目,2152,1833,1972,3805
東向島六丁目,2937,2708,2703,5411
堤通一丁目,1102,1147,1069,2216
堤通二丁目,2024,1756,2249,4005
墨田一丁目,1386,1443,1576,3019
墨田二丁目,2017,1921,1900,3821
墨田三丁目,1984,1806,1792,3598
墨田四丁目,2418,2296,2387,4683
墨田五丁目,1519,1374,1353,2727
押上一丁目,1272,995,1093,2088
押上二丁目,1960,1730,1863,3593
押上三丁目,2292,2148,2115,4263
京島一丁目,3556,3343,3605,6948
京島二丁目,976,936,823,1759
京島三丁目,2261,2092,2010,4102
文花一丁目,2927,2482,2921,5403
文花二丁目,1255,1123,1172,2295
文花三丁目,1175,1299,1280,2579
八広一丁目,1832,1716,1600,3316
八広二丁目,2174,2133,2024,4157
八広三丁目,1819,1785,1676,3461
八広四丁目,2300,2213,2165,4378
八広五丁目,1576,1404,1443,2847
八広六丁目,2066,2027,1943,3970
立花一丁目,3033,2633,2808,5441
立花二丁目,832,765,757,1522
立花三丁目,1545,1418,1397,2815
立花四丁目,1808,1781,1692,3473
立花五丁目,1923,2114,2073,4187
立花六丁目,1133,1055,1176,2231
東墨田一丁目,64,69,60,129
東墨田二丁目,741,675,639,1314
東墨田三丁目,372,395,371,766
