町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,844,658,679,1337
両国二丁目,1168,961,925,1886
両国三丁目,1143,845,908,1753
両国四丁目,1138,903,908,1811
千歳一丁目,930,784,792,1576
千歳二丁目,549,490,434,924
千歳三丁目,1210,989,983,1972
緑一丁目,1647,1438,1338,2776
緑二丁目,1630,1568,1597,3165
緑三丁目,1440,1320,1228,2548
緑四丁目,2340,2051,1855,3906
立川一丁目,841,614,650,1264
立川二丁目,818,660,661,1321
立川三丁目,973,813,815,1628
立川四丁目,859,701,644,1345
菊川一丁目,865,767,821,1588
菊川二丁目,1319,1052,1131,2183
菊川三丁目,2094,1773,1894,3667
江東橋一丁目,815,624,610,1234
江東橋二丁目,1203,1036,925,1961
江東橋三丁目,468,344,230,574
江東橋四丁目,1409,1038,989,2027
江東橋五丁目,1609,1452,1441,2893
横網一丁目,127,148,143,291
横網二丁目,679,587,573,1160
亀沢一丁目,1200,1029,1037,2066
亀沢二丁目,938,821,929,1750
亀沢三丁目,956,991,934,1925
亀沢四丁目,1378,1248,1185,2433
石原一丁目,1437,1183,1208,2391
石原二丁目,1331,1196,1175,2371
石原三丁目,1578,1455,1287,2742
石原四丁目,1381,1296,1224,2520
本所一丁目,1575,1456,1421,2877
本所二丁目,886,787,821,1608
本所三丁目,987,893,887,1780
本所四丁目,1250,1146,1080,2226
東駒形一丁目,716,582,588,1170
東駒形二丁目,804,729,750,1479
東駒形三丁目,808,709,709,1418
東駒形四丁目,1355,1180,1153,2333
吾妻橋一丁目,1251,973,1055,2028
吾妻橋二丁目,849,667,683,1350
吾妻橋三丁目,837,780,821,1601
錦糸一丁目,1188,910,855,1765
錦糸二丁目,381,302,244,546
錦糸三丁目,399,331,267,598
錦糸四丁目,888,786,804,1590
太平一丁目,1679,1624,1589,3213
太平二丁目,838,700,580,1280
太平三丁目,712,589,568,1157
太平四丁目,2466,2225,2290,4515
横川一丁目,721,778,687,1465
横川二丁目,837,736,627,1363
横川三丁目,617,555,510,1065
横川四丁目,681,638,546,1184
横川五丁目,1344,1154,1473,2627
業平一丁目,1456,1380,1525,2905
業平二丁目,798,667,641,1308
業平三丁目,844,650,661,1311
業平四丁目,1116,875,970,1845
業平五丁目,1142,1065,1151,2216
向島一丁目,1253,1060,1046,2106
向島二丁目,1405,1213,1277,2490
向島三丁目,2256,1980,1956,3936
向島四丁目,1266,1233,1277,2510
向島五丁目,2378,2054,1977,4031
東向島一丁目,1618,1499,1451,2950
東向島二丁目,2702,2382,2480,4862
東向島三丁目,1592,1600,1649,3249
東向島四丁目,1865,1667,1715,3382
東向島五丁目,2060,1819,1946,3765
東向島六丁目,2803,2635,2664,5299
堤通一丁目,1119,1167,1110,2277
堤通二丁目,2012,1857,2252,4109
墨田一丁目,1265,1371,1471,2842
墨田二丁目,1982,1951,1898,3849
墨田三丁目,1902,1807,1765,3572
墨田四丁目,2426,2308,2436,4744
墨田五丁目,1508,1405,1352,2757
押上一丁目,1278,1023,1114,2137
押上二丁目,2021,1823,1959,3782
押上三丁目,2224,2155,2028,4183
京島一丁目,3538,3326,3567,6893
京島二丁目,987,946,834,1780
京島三丁目,2324,2167,2055,4222
文花一丁目,2904,2532,3039,5571
文花二丁目,1157,1086,1110,2196
文花三丁目,1163,1335,1299,2634
八広一丁目,1750,1697,1578,3275
八広二丁目,2038,2065,2018,4083
八広三丁目,1801,1794,1668,3462
八広四丁目,2070,2091,2008,4099
八広五丁目,1529,1426,1428,2854
八広六丁目,2030,2027,1901,3928
立花一丁目,3066,2763,2906,5669
立花二丁目,814,730,709,1439
立花三丁目,1407,1322,1331,2653
立花四丁目,1774,1800,1727,3527
立花五丁目,1766,2004,1922,3926
立花六丁目,1131,1094,1176,2270
東墨田一丁目,64,77,60,137
東墨田二丁目,695,660,619,1279
東墨田三丁目,372,403,374,777
