町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,796,659,664,1323
両国二丁目,1139,945,895,1840
両国三丁目,1052,786,851,1637
両国四丁目,1083,867,851,1718
千歳一丁目,829,703,727,1430
千歳二丁目,544,488,407,895
千歳三丁目,1157,940,959,1899
緑一丁目,1548,1386,1286,2672
緑二丁目,1594,1533,1580,3113
緑三丁目,1234,1155,1079,2234
緑四丁目,2157,1880,1683,3563
立川一丁目,708,555,552,1107
立川二丁目,803,659,636,1295
立川三丁目,898,755,769,1524
立川四丁目,788,655,596,1251
菊川一丁目,799,729,767,1496
菊川二丁目,1188,990,1049,2039
菊川三丁目,1966,1703,1785,3488
江東橋一丁目,816,635,595,1230
江東橋二丁目,1214,1057,905,1962
江東橋三丁目,455,310,243,553
江東橋四丁目,1419,1040,1017,2057
江東橋五丁目,1566,1402,1432,2834
横網一丁目,125,143,136,279
横網二丁目,666,561,555,1116
亀沢一丁目,1111,984,958,1942
亀沢二丁目,877,783,869,1652
亀沢三丁目,918,948,876,1824
亀沢四丁目,1329,1207,1143,2350
石原一丁目,1407,1184,1183,2367
石原二丁目,1236,1133,1123,2256
石原三丁目,1565,1459,1231,2690
石原四丁目,1370,1328,1198,2526
本所一丁目,1442,1381,1335,2716
本所二丁目,832,776,801,1577
本所三丁目,924,867,859,1726
本所四丁目,1190,1127,1071,2198
東駒形一丁目,729,585,605,1190
東駒形二丁目,809,750,744,1494
東駒形三丁目,800,708,702,1410
東駒形四丁目,1344,1183,1137,2320
吾妻橋一丁目,1192,949,1024,1973
吾妻橋二丁目,815,662,650,1312
吾妻橋三丁目,823,754,813,1567
錦糸一丁目,1170,905,835,1740
錦糸二丁目,378,293,261,554
錦糸三丁目,394,322,278,600
錦糸四丁目,881,782,766,1548
太平一丁目,1677,1624,1552,3176
太平二丁目,884,743,616,1359
太平三丁目,636,520,499,1019
太平四丁目,2370,2184,2257,4441
横川一丁目,692,749,657,1406
横川二丁目,843,724,625,1349
横川三丁目,624,566,507,1073
横川四丁目,703,654,571,1225
横川五丁目,1351,1204,1476,2680
業平一丁目,1441,1372,1502,2874
業平二丁目,790,675,618,1293
業平三丁目,819,654,650,1304
業平四丁目,1086,904,933,1837
業平五丁目,1092,1018,1117,2135
向島一丁目,1187,1032,1001,2033
向島二丁目,1346,1191,1228,2419
向島三丁目,2071,1856,1792,3648
向島四丁目,1275,1261,1280,2541
向島五丁目,2302,2047,1956,4003
東向島一丁目,1633,1506,1458,2964
東向島二丁目,2629,2352,2432,4784
東向島三丁目,1577,1586,1676,3262
東向島四丁目,1812,1650,1698,3348
東向島五丁目,1948,1807,1893,3700
東向島六丁目,2658,2561,2575,5136
堤通一丁目,1068,1196,1103,2299
堤通二丁目,2042,1902,2314,4216
墨田一丁目,1216,1364,1467,2831
墨田二丁目,1915,1936,1849,3785
墨田三丁目,1822,1795,1721,3516
墨田四丁目,2395,2305,2452,4757
墨田五丁目,1493,1441,1359,2800
押上一丁目,1234,1034,1105,2139
押上二丁目,1968,1808,1920,3728
押上三丁目,2113,2050,1923,3973
京島一丁目,3160,3027,3185,6212
京島二丁目,969,933,850,1783
京島三丁目,2359,2211,2125,4336
文花一丁目,2846,2525,3011,5536
文花二丁目,1102,1079,1065,2144
文花三丁目,1150,1312,1309,2621
八広一丁目,1716,1694,1583,3277
八広二丁目,1956,2025,1959,3984
八広三丁目,1753,1715,1643,3358
八広四丁目,1929,2015,1884,3899
八広五丁目,1493,1439,1410,2849
八広六丁目,1957,1990,1898,3888
立花一丁目,3132,2858,2963,5821
立花二丁目,804,752,710,1462
立花三丁目,1370,1298,1310,2608
立花四丁目,1730,1821,1706,3527
立花五丁目,1731,1941,1879,3820
立花六丁目,1118,1125,1193,2318
東墨田一丁目,68,79,64,143
東墨田二丁目,644,625,568,1193
東墨田三丁目,381,409,364,773
