町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,785,651,656,1307
両国二丁目,1138,946,892,1838
両国三丁目,1055,786,850,1636
両国四丁目,1089,869,856,1725
千歳一丁目,831,700,730,1430
千歳二丁目,540,487,405,892
千歳三丁目,1158,940,961,1901
緑一丁目,1543,1379,1286,2665
緑二丁目,1583,1521,1576,3097
緑三丁目,1280,1208,1124,2332
緑四丁目,2129,1867,1679,3546
立川一丁目,707,556,543,1099
立川二丁目,808,661,645,1306
立川三丁目,906,758,777,1535
立川四丁目,788,646,595,1241
菊川一丁目,800,731,761,1492
菊川二丁目,1193,988,1056,2044
菊川三丁目,1983,1719,1809,3528
江東橋一丁目,812,632,594,1226
江東橋二丁目,1204,1048,898,1946
江東橋三丁目,463,319,247,566
江東橋四丁目,1413,1039,1012,2051
江東橋五丁目,1564,1406,1434,2840
横網一丁目,125,143,137,280
横網二丁目,663,563,552,1115
亀沢一丁目,1107,983,950,1933
亀沢二丁目,883,783,873,1656
亀沢三丁目,917,950,870,1820
亀沢四丁目,1326,1203,1143,2346
石原一丁目,1407,1184,1178,2362
石原二丁目,1236,1135,1119,2254
石原三丁目,1562,1452,1233,2685
石原四丁目,1375,1336,1200,2536
本所一丁目,1447,1383,1340,2723
本所二丁目,837,778,808,1586
本所三丁目,925,865,864,1729
本所四丁目,1185,1122,1069,2191
東駒形一丁目,728,582,606,1188
東駒形二丁目,808,754,740,1494
東駒形三丁目,800,709,700,1409
東駒形四丁目,1361,1192,1151,2343
吾妻橋一丁目,1191,944,1025,1969
吾妻橋二丁目,815,663,649,1312
吾妻橋三丁目,813,748,803,1551
錦糸一丁目,1175,907,839,1746
錦糸二丁目,371,291,254,545
錦糸三丁目,401,327,279,606
錦糸四丁目,883,783,770,1553
太平一丁目,1676,1629,1557,3186
太平二丁目,886,744,619,1363
太平三丁目,638,520,500,1020
太平四丁目,2376,2191,2265,4456
横川一丁目,693,752,656,1408
横川二丁目,839,722,624,1346
横川三丁目,621,566,505,1071
横川四丁目,703,653,574,1227
横川五丁目,1353,1214,1482,2696
業平一丁目,1444,1370,1502,2872
業平二丁目,789,667,618,1285
業平三丁目,821,656,651,1307
業平四丁目,1086,905,935,1840
業平五丁目,1103,1026,1121,2147
向島一丁目,1188,1040,998,2038
向島二丁目,1341,1190,1234,2424
向島三丁目,2073,1860,1784,3644
向島四丁目,1271,1256,1277,2533
向島五丁目,2299,2042,1954,3996
東向島一丁目,1628,1503,1459,2962
東向島二丁目,2637,2358,2432,4790
東向島三丁目,1572,1578,1673,3251
東向島四丁目,1821,1657,1703,3360
東向島五丁目,1960,1815,1904,3719
東向島六丁目,2670,2568,2584,5152
堤通一丁目,1075,1192,1101,2293
堤通二丁目,2038,1901,2305,4206
墨田一丁目,1215,1358,1457,2815
墨田二丁目,1928,1957,1863,3820
墨田三丁目,1824,1794,1720,3514
墨田四丁目,2396,2302,2455,4757
墨田五丁目,1487,1434,1351,2785
押上一丁目,1232,1032,1105,2137
押上二丁目,1970,1804,1926,3730
押上三丁目,2107,2049,1917,3966
京島一丁目,3296,3155,3326,6481
京島二丁目,970,932,844,1776
京島三丁目,2351,2197,2119,4316
文花一丁目,2843,2520,3011,5531
文花二丁目,1108,1084,1060,2144
文花三丁目,1151,1312,1305,2617
八広一丁目,1712,1689,1577,3266
八広二丁目,1975,2046,1967,4013
八広三丁目,1749,1716,1642,3358
八広四丁目,1923,2009,1869,3878
八広五丁目,1495,1437,1413,2850
八広六丁目,1959,1991,1893,3884
立花一丁目,3128,2849,2948,5797
立花二丁目,805,751,705,1456
立花三丁目,1366,1293,1310,2603
立花四丁目,1722,1812,1699,3511
立花五丁目,1741,1959,1894,3853
立花六丁目,1120,1124,1189,2313
東墨田一丁目,68,79,64,143
東墨田二丁目,641,627,564,1191
東墨田三丁目,384,411,367,778
