"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20220301","芝地区総合支所管内","芝一丁目","795","850","1645"
"20220301","芝地区総合支所管内","芝二丁目","1338","1520","2858"
"20220301","芝地区総合支所管内","芝三丁目","1360","1545","2905"
"20220301","芝地区総合支所管内","芝四丁目","864","1005","1869"
"20220301","芝地区総合支所管内","芝五丁目","1011","1425","2436"
"20220301","芝地区総合支所管内","海岸一丁目","842","778","1620"
"20220301","芝地区総合支所管内","東新橋一丁目","593","668","1261"
"20220301","芝地区総合支所管内","東新橋二丁目","287","193","480"
"20220301","芝地区総合支所管内","新橋一丁目","5","5","10"
"20220301","芝地区総合支所管内","新橋二丁目","48","46","94"
"20220301","芝地区総合支所管内","新橋三丁目","79","79","158"
"20220301","芝地区総合支所管内","新橋四丁目","231","217","448"
"20220301","芝地区総合支所管内","新橋五丁目","454","393","847"
"20220301","芝地区総合支所管内","新橋六丁目","477","392","869"
"20220301","芝地区総合支所管内","西新橋一丁目","139","97","236"
"20220301","芝地区総合支所管内","西新橋二丁目","159","152","311"
"20220301","芝地区総合支所管内","西新橋三丁目","327","352","679"
"20220301","芝地区総合支所管内","三田一丁目","1446","1810","3256"
"20220301","芝地区総合支所管内","三田二丁目","1573","1969","3542"
"20220301","芝地区総合支所管内","三田三丁目","660","712","1372"
"20220301","芝地区総合支所管内","浜松町一丁目","908","896","1804"
"20220301","芝地区総合支所管内","浜松町二丁目","127","110","237"
"20220301","芝地区総合支所管内","芝大門一丁目","314","327","641"
"20220301","芝地区総合支所管内","芝大門二丁目","318","319","637"
"20220301","芝地区総合支所管内","芝公園一丁目","103","119","222"
"20220301","芝地区総合支所管内","芝公園二丁目","274","281","555"
"20220301","芝地区総合支所管内","芝公園三丁目","120","135","255"
"20220301","芝地区総合支所管内","芝公園四丁目","34","25","59"
"20220301","芝地区総合支所管内","虎ノ門一丁目","184","180","364"
"20220301","芝地区総合支所管内","虎ノ門二丁目","8","6","14"
"20220301","芝地区総合支所管内","虎ノ門三丁目","730","823","1553"
"20220301","芝地区総合支所管内","虎ノ門四丁目","178","339","517"
"20220301","芝地区総合支所管内","虎ノ門五丁目","124","130","254"
"20220301","芝地区総合支所管内","愛宕一丁目","11","12","23"
"20220301","芝地区総合支所管内","愛宕二丁目","125","145","270"
"20220301","麻布地区総合支所管内","麻布狸穴町","222","275","497"
"20220301","麻布地区総合支所管内","麻布永坂町","71","99","170"
"20220301","麻布地区総合支所管内","南麻布一丁目","1520","2016","3536"
"20220301","麻布地区総合支所管内","南麻布二丁目","1400","1739","3139"
"20220301","麻布地区総合支所管内","南麻布三丁目","1039","1339","2378"
"20220301","麻布地区総合支所管内","南麻布四丁目","1106","1493","2599"
