性別階層,性別コード,性別,年齢階級階層,年齢階級コード,年齢階級,地域階層,地域コード,地域,人口／昼間人口（人）,人口／常住人口（人）,人口／昼夜間人口比率（％）,就業者（15歳以上）／昼間就業者（人）,就業者（15歳以上）／常住就業者（人）,就業者（15歳以上）／流入通勤者（人）,就業者（15歳以上）／流出通勤者（人）,就業者（15歳以上）／残留就業者（人）,就業者（15歳以上）／昼夜間就業者比率（％）
0,0,総数,1,12,65歳以上,2,13114,中野区,66425,67709,98.1,15333,16606,4919,6192,10414,92.3
0,0,総数,2,13,うち75歳以上,2,13114,中野区,33151,33435,99.2,4028,4310,693,975,3335,93.5
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13114,中野区,159163,165382,96.2,69122,77941,42141,50960,26981,88.7
1,1,男,1,1,15歳未満,2,13114,中野区,13944,13562,102.8,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13114,中野区,7838,5357,146.3,664,509,496,341,168,130.5
1,1,男,1,3,20～24歳,2,13114,中野区,9781,10267,95.3,3302,3889,1979,2566,1323,84.9
1,1,男,1,4,25～29歳,2,13114,中野区,12665,15191,83.4,5819,8241,3215,5637,2604,70.6
1,1,男,1,5,30～34歳,2,13114,中野区,13989,16596,84.3,7042,9583,4116,6657,2926,73.5
1,1,男,1,6,15～16歳,2,13114,中野区,13815,15387,89.8,7899,9456,4991,6548,2908,83.5
1,1,男,1,7,40～44歳,2,13114,中野区,13878,14450,96,8769,9338,5851,6420,2918,93.9
1,1,男,1,8,15～49歳,2,13114,中野区,12261,12649,96.9,7999,8379,5502,5882,2497,95.5
1,1,男,1,9,50～54歳,2,13114,中野区,10450,10700,97.7,7234,7483,5058,5307,2176,96.7
1,1,男,1,10,55～59歳,2,13114,中野区,8508,8547,99.5,6096,6133,4167,4204,1929,99.4
1,1,男,1,11,60～64歳,2,13114,中野区,8185,8183,100,5224,5220,3320,3316,1904,100.1
1,1,男,1,12,65歳以上,2,13114,中野区,28061,28705,97.8,9074,9710,3446,4082,5628,93.5
1,1,男,2,13,うち75歳以上,2,13114,中野区,12312,12476,98.7,2321,2482,509,670,1812,93.5
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13114,中野区,154107,162833,94.6,50425,62188,26570,38333,23855,81.1
1,2,女,1,1,15歳未満,2,13114,中野区,13225,12969,102,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13114,中野区,7669,5197,147.6,898,596,706,404,192,150.7
1,2,女,1,3,20～24歳,2,13114,中野区,10363,10346,100.2,3760,4461,2430,3131,1330,84.3
1,2,女,1,4,25～29歳,2,13114,中野区,11598,13942,83.2,5439,7717,3282,5560,2157,70.5
1,2,女,1,5,30～34歳,2,13114,中野区,11553,13970,82.7,5207,7595,3058,5446,2149,68.6
1,2,女,1,6,15～16歳,2,13114,中野区,10969,12750,86,5107,6888,2967,4748,2140,74.1
1,2,女,1,7,40～44歳,2,13114,中野区,11452,12754,89.8,5890,7184,3433,4727,2457,82
1,2,女,1,8,15～49歳,2,13114,中野区,10245,11314,90.6,5563,6633,3125,4195,2438,83.9
1,2,女,1,9,50～54歳,2,13114,中野区,8923,9839,90.7,4839,5757,2609,3527,2230,84.1
1,2,女,1,10,55～59歳,2,13114,中野区,7578,8108,93.5,4119,4647,2058,2586,2061,88.6
1,2,女,1,11,60～64歳,2,13114,中野区,7567,8039,94.1,3344,3814,1429,1899,1915,87.7
1,2,女,1,12,65歳以上,2,13114,中野区,38364,39004,98.4,6259,6896,1473,2110,4786,90.8
1,2,女,2,13,うち75歳以上,2,13114,中野区,20839,20959,99.4,1707,1828,184,305,1523,93.4
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13115,杉並区,479975,563997,85.1,162076,248373,70106,156403,91970,65.3
0,0,総数,1,1,15歳未満,2,13115,杉並区,53880,54535,98.8,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13115,杉並区,26452,19854,133.2,2553,2096,1753,1296,800,121.8
0,0,総数,1,3,20～24歳,2,13115,杉並区,25825,33396,77.3,9886,15082,4904,10100,4982,65.5
0,0,総数,1,4,25～29歳,2,13115,杉並区,30275,43144,70.2,13850,26177,6212,18539,7638,52.9
0,0,総数,1,5,30～34歳,2,13115,杉並区,33312,46516,71.6,15121,28184,6773,19836,8348,53.7
0,0,総数,1,6,15～16歳,2,13115,杉並区,33137,45601,72.7,15945,28357,7416,19828,8529,56.2
0,0,総数,1,7,40～44歳,2,13115,杉並区,34898,46119,75.7,18203,29387,8676,19860,9527,61.9
0,0,総数,1,8,15～49歳,2,13115,杉並区,31006,41608,74.5,17277,27860,8063,18646,9214,62
0,0,総数,1,9,50～54歳,2,13115,杉並区,27539,36354,75.8,16402,25194,7735,16527,8667,65.1
0,0,総数,1,10,55～59歳,2,13115,杉並区,23714,29602,80.1,14370,20250,6714,12594,7656,71
0,0,総数,1,11,60～64歳,2,13115,杉並区,24954,28455,87.7,12788,16290,5475,8977,7313,78.5
0,0,総数,1,12,65歳以上,2,13115,杉並区,120630,124460,96.9,25681,29496,6385,10200,19296,87.1
0,0,総数,2,13,うち75歳以上,2,13115,杉並区,60753,61665,98.5,6884,7788,835,1739,6049,88.4
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13115,杉並区,223384,271737,82.2,86644,134133,41775,89264,44869,64.6
1,1,男,1,1,15歳未満,2,13115,杉並区,27037,27817,97.2,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13115,杉並区,12336,9846,125.3,1107,935,732,560,375,118.4
1,1,男,1,3,20～24歳,2,13115,杉並区,12065,16170,74.6,4531,6751,2140,4360,2391,67.1
1,1,男,1,4,25～29歳,2,13115,杉並区,14798,20891,70.8,6846,12580,2997,8731,3849,54.4
1,1,男,1,5,30～34歳,2,13115,杉並区,16555,23152,71.5,8095,14612,3782,10299,4313,55.4
1,1,男,1,6,15～16歳,2,13115,杉並区,16323,22736,71.8,8997,15383,4599,10985,4398,58.5
1,1,男,1,7,40～44歳,2,13115,杉並区,16623,22489,73.9,10109,15959,5516,11366,4593,63.3
1,1,男,1,8,15～49歳,2,13115,杉並区,14316,20420,70.1,9102,15200,4980,11078,4122,59.9
1,1,男,1,9,50～54歳,2,13115,杉並区,12554,18092,69.4,8469,13996,4720,10247,3749,60.5
1,1,男,1,10,55～59歳,2,13115,杉並区,10689,14788,72.3,7592,11683,4226,8317,3366,65
1,1,男,1,11,60～64歳,2,13115,杉並区,11242,13813,81.4,7031,9600,3602,6171,3429,73.2
1,1,男,1,12,65歳以上,2,13115,杉並区,50542,53219,95,14765,17434,4481,7150,10284,84.7
1,1,男,2,13,うち75歳以上,2,13115,杉並区,23254,23940,97.1,3893,4577,585,1269,3308,85.1
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13115,杉並区,256591,292260,87.8,75432,114240,28331,67139,47101,66
1,2,女,1,1,15歳未満,2,13115,杉並区,26843,26718,100.5,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13115,杉並区,14116,10008,141,1446,1161,1021,736,425,124.5
1,2,女,1,3,20～24歳,2,13115,杉並区,13760,17226,79.9,5355,8331,2764,5740,2591,64.3
1,2,女,1,4,25～29歳,2,13115,杉並区,15477,22253,69.6,7004,13597,3215,9808,3789,51.5
1,2,女,1,5,30～34歳,2,13115,杉並区,16757,23364,71.7,7026,13572,2991,9537,4035,51.8
1,2,女,1,6,15～16歳,2,13115,杉並区,16814,22865,73.5,6948,12974,2817,8843,4131,53.6
1,2,女,1,7,40～44歳,2,13115,杉並区,18275,23630,77.3,8094,13428,3160,8494,4934,60.3
1,2,女,1,8,15～49歳,2,13115,杉並区,16690,21188,78.8,8175,12660,3083,7568,5092,64.6
1,2,女,1,9,50～54歳,2,13115,杉並区,14985,18262,82.1,7933,11198,3015,6280,4918,70.8
1,2,女,1,10,55～59歳,2,13115,杉並区,13025,14814,87.9,6778,8567,2488,4277,4290,79.1
1,2,女,1,11,60～64歳,2,13115,杉並区,13712,14642,93.6,5757,6690,1873,2806,3884,86.1
1,2,女,1,12,65歳以上,2,13115,杉並区,70088,71241,98.4,10916,12062,1904,3050,9012,90.5
1,2,女,2,13,うち75歳以上,2,13115,杉並区,37499,37725,99.4,2991,3211,250,470,2741,93.1
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13116,豊島区,417146,291167,143.3,215248,121926,163661,70339,51587,176.5
0,0,総数,1,1,15歳未満,2,13116,豊島区,26104,23828,109.6,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13116,豊島区,30032,9752,308,4148,984,3731,567,417,421.5
0,0,総数,1,3,20～24歳,2,13116,豊島区,46482,22121,210.1,20047,7921,16641,4515,3406,253.1
0,0,総数,1,4,25～29歳,2,13116,豊島区,38281,28553,134.1,23137,13911,18055,8829,5082,166.3
0,0,総数,1,5,30～34歳,2,13116,豊島区,36232,27429,132.1,23010,14373,17812,9175,5198,160.1
0,0,総数,1,6,15～16歳,2,13116,豊島区,35005,25350,138.1,23633,14090,18576,9033,5057,167.7
0,0,総数,1,7,40～44歳,2,13116,豊島区,35786,24335,147.1,25528,14155,20267,8894,5261,180.3
0,0,総数,1,8,15～49歳,2,13116,豊島区,30891,21257,145.3,22225,12643,17545,7963,4680,175.8
0,0,総数,1,9,50～54歳,2,13116,豊島区,26831,18040,148.7,20007,11251,15619,6863,4388,177.8
0,0,総数,1,10,55～59歳,2,13116,豊島区,21865,14712,148.6,16629,9496,12753,5620,3876,175.1
0,0,総数,1,11,60～64歳,2,13116,豊島区,20910,14304,146.2,14525,7959,10725,4159,3800,182.5
0,0,総数,1,12,65歳以上,2,13116,豊島区,64659,57418,112.6,22359,15143,11937,4721,10422,147.7
0,0,総数,2,13,うち75歳以上,2,13116,豊島区,28556,27592,103.5,4848,3885,1600,637,3248,124.8
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13116,豊島区,216834,146827,147.7,120901,67588,93434,40121,27467,178.9
1,1,男,1,1,15歳未満,2,13116,豊島区,13598,12001,113.3,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13116,豊島区,14651,4847,302.3,1660,421,1481,242,179,394.3
1,1,男,1,3,20～24歳,2,13116,豊島区,21980,11409,192.7,8454,3830,6706,2082,1748,220.7
1,1,男,1,4,25～29歳,2,13116,豊島区,18741,14636,128,10828,7043,8106,4321,2722,153.7
1,1,男,1,5,30～34歳,2,13116,豊島区,19544,14873,131.4,12508,7934,9530,4956,2978,157.7
1,1,男,1,6,15～16歳,2,13116,豊島区,19668,13779,142.7,13947,8114,11017,5184,2930,171.9
1,1,男,1,7,40～44歳,2,13116,豊島区,20174,12910,156.3,15220,7987,12369,5136,2851,190.6
1,1,男,1,8,15～49歳,2,13116,豊島区,17163,11228,152.9,13000,7080,10610,4690,2390,183.6
1,1,男,1,9,50～54歳,2,13116,豊島区,14934,9425,158.5,11828,6333,9603,4108,2225,186.8
1,1,男,1,10,55～59歳,2,13116,豊島区,12475,7724,161.5,10222,5481,8293,3552,1929,186.5
1,1,男,1,11,60～64歳,2,13116,豊島区,12230,7461,163.9,9458,4719,7473,2734,1985,200.4
1,1,男,1,12,65歳以上,2,13116,豊島区,29613,24471,121,13776,8646,8246,3116,5530,159.3
1,1,男,2,13,うち75歳以上,2,13116,豊島区,10635,9960,106.8,2796,2119,1099,422,1697,131.9
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13116,豊島区,200312,144340,138.8,94347,54338,70227,30218,24120,173.6
1,2,女,1,1,15歳未満,2,13116,豊島区,12506,11827,105.7,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13116,豊島区,15381,4905,313.6,2488,563,2250,325,238,441.9
1,2,女,1,3,20～24歳,2,13116,豊島区,24502,10712,228.7,11593,4091,9935,2433,1658,283.4
1,2,女,1,4,25～29歳,2,13116,豊島区,19540,13917,140.4,12309,6868,9949,4508,2360,179.2
1,2,女,1,5,30～34歳,2,13116,豊島区,16688,12556,132.9,10502,6439,8282,4219,2220,163.1
1,2,女,1,6,15～16歳,2,13116,豊島区,15337,11571,132.5,9686,5976,7559,3849,2127,162.1
1,2,女,1,7,40～44歳,2,13116,豊島区,15612,11425,136.6,10308,6168,7898,3758,2410,167.1
1,2,女,1,8,15～49歳,2,13116,豊島区,13728,10029,136.9,9225,5563,6935,3273,2290,165.8
1,2,女,1,9,50～54歳,2,13116,豊島区,11897,8615,138.1,8179,4918,6016,2755,2163,166.3
1,2,女,1,10,55～59歳,2,13116,豊島区,9390,6988,134.4,6407,4015,4460,2068,1947,159.6
1,2,女,1,11,60～64歳,2,13116,豊島区,8680,6843,126.8,5067,3240,3252,1425,1815,156.4
1,2,女,1,12,65歳以上,2,13116,豊島区,35046,32947,106.4,8583,6497,3691,1605,4892,132.1
1,2,女,2,13,うち75歳以上,2,13116,豊島区,17921,17632,101.6,2052,1766,501,215,1551,116.2
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13117,北区,329753,341076,96.7,130636,144825,71214,85403,59422,90.2
0,0,総数,1,1,15歳未満,2,13117,北区,34789,33535,103.7,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13117,北区,15528,12024,129.1,1473,1345,912,784,561,109.5
0,0,総数,1,3,20～24歳,2,13117,北区,15557,18480,84.2,6607,8037,3801,5231,2806,82.2
0,0,総数,1,4,25～29歳,2,13117,北区,21286,24833,85.7,10600,13935,6014,9349,4586,76.1
0,0,総数,1,5,30～34歳,2,13117,北区,22712,26310,86.3,11735,15307,6911,10483,4824,76.7
0,0,総数,1,6,15～16歳,2,13117,北区,23416,26020,90,13095,15688,7983,10576,5112,83.5
0,0,総数,1,7,40～44歳,2,13117,北区,25930,27450,94.5,15625,17138,9550,11063,6075,91.2
0,0,総数,1,8,15～49歳,2,13117,北区,22665,23626,95.9,14181,15144,8590,9553,5591,93.6
0,0,総数,1,9,50～54歳,2,13117,北区,20374,20537,99.2,13288,13443,8123,8278,5165,98.8
0,0,総数,1,10,55～59歳,2,13117,北区,18053,17773,101.6,12103,11816,7259,6972,4844,102.4
0,0,総数,1,11,60～64歳,2,13117,北区,19441,19559,99.4,11260,11376,5906,6022,5354,99
0,0,総数,1,12,65歳以上,2,13117,北区,85913,86840,98.9,20669,21596,6165,7092,14504,95.7
0,0,総数,2,13,うち75歳以上,2,13117,北区,42453,42718,99.4,5072,5337,674,939,4398,95
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13117,北区,166442,169829,98,77313,80981,46657,50325,30656,95.5
1,1,男,1,1,15歳未満,2,13117,北区,17714,17147,103.3,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13117,北区,7125,6120,116.4,619,637,361,379,258,97.2
1,1,男,1,3,20～24歳,2,13117,北区,7632,9386,81.3,3238,3846,1788,2396,1450,84.2
1,1,男,1,4,25～29歳,2,13117,北区,11104,12843,86.5,5685,7285,3188,4788,2497,78
1,1,男,1,5,30～34歳,2,13117,北区,12082,13882,87,6798,8575,4105,5882,2693,79.3
1,1,男,1,6,15～16歳,2,13117,北区,12709,13803,92.1,8036,9132,5297,6393,2739,88
1,1,男,1,7,40～44歳,2,13117,北区,14100,14399,97.9,9472,9773,6376,6677,3096,96.9
1,1,男,1,8,15～49歳,2,13117,北区,12296,12393,99.2,8477,8576,5693,5792,2784,98.8
1,1,男,1,9,50～54歳,2,13117,北区,11285,10691,105.6,8064,7468,5640,5044,2424,108
1,1,男,1,10,55～59歳,2,13117,北区,9961,9204,108.2,7466,6704,5189,4427,2277,111.4
1,1,男,1,11,60～64歳,2,13117,北区,10560,10138,104.2,7040,6618,4383,3961,2657,106.4
1,1,男,1,12,65歳以上,2,13117,北区,37324,37273,100.1,12418,12367,4637,4586,7781,100.4
1,1,男,2,13,うち75歳以上,2,13117,北区,15975,16074,99.4,2837,2936,495,594,2342,96.6
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13117,北区,163311,171247,95.4,53323,63844,24557,35078,28766,83.5
1,2,女,1,1,15歳未満,2,13117,北区,17075,16388,104.2,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13117,北区,8403,5904,142.3,854,708,551,405,303,120.6
1,2,女,1,3,20～24歳,2,13117,北区,7925,9094,87.1,3369,4191,2013,2835,1356,80.4
1,2,女,1,4,25～29歳,2,13117,北区,10182,11990,84.9,4915,6650,2826,4561,2089,73.9
1,2,女,1,5,30～34歳,2,13117,北区,10630,12428,85.5,4937,6732,2806,4601,2131,73.3
1,2,女,1,6,15～16歳,2,13117,北区,10707,12217,87.6,5059,6556,2686,4183,2373,77.2
1,2,女,1,7,40～44歳,2,13117,北区,11830,13051,90.6,6153,7365,3174,4386,2979,83.5
1,2,女,1,8,15～49歳,2,13117,北区,10369,11233,92.3,5704,6568,2897,3761,2807,86.8
1,2,女,1,9,50～54歳,2,13117,北区,9089,9846,92.3,5224,5975,2483,3234,2741,87.4
1,2,女,1,10,55～59歳,2,13117,北区,8092,8569,94.4,4637,5112,2070,2545,2567,90.7
1,2,女,1,11,60～64歳,2,13117,北区,8881,9421,94.3,4220,4758,1523,2061,2697,88.7
1,2,女,1,12,65歳以上,2,13117,北区,48589,49567,98,8251,9229,1528,2506,6723,89.4
1,2,女,2,13,うち75歳以上,2,13117,北区,26478,26644,99.4,2235,2401,179,345,2056,93.1
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13118,荒川区,194004,212264,91.4,80051,95686,41175,56810,38876,83.7
0,0,総数,1,1,15歳未満,2,13118,荒川区,23276,23588,98.7,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13118,荒川区,6817,7958,85.7,750,887,424,561,326,84.6
0,0,総数,1,3,20～24歳,2,13118,荒川区,8911,11189,79.6,3716,4819,2223,3326,1493,77.1
0,0,総数,1,4,25～29歳,2,13118,荒川区,11910,14608,81.5,5892,8469,3469,6046,2423,69.6
0,0,総数,1,5,30～34歳,2,13118,荒川区,12969,16102,80.5,6607,9735,3758,6886,2849,67.9
0,0,総数,1,6,15～16歳,2,13118,荒川区,13973,17215,81.2,7697,10926,4376,7605,3321,70.4
0,0,総数,1,7,40～44歳,2,13118,荒川区,15727,18284,86,9519,12093,5368,7942,4151,78.7
0,0,総数,1,8,15～49歳,2,13118,荒川区,13781,15526,88.8,8611,10349,4785,6523,3826,83.2
0,0,総数,1,9,50～54歳,2,13118,荒川区,12100,13382,90.4,7884,9165,4362,5643,3522,86
0,0,総数,1,10,55～59歳,2,13118,荒川区,10691,11240,95.1,7103,7652,3920,4469,3183,92.8
0,0,総数,1,11,60～64歳,2,13118,荒川区,12310,12006,102.5,7471,7166,3921,3616,3550,104.3
0,0,総数,1,12,65歳以上,2,13118,荒川区,49303,48930,100.8,14801,14425,4569,4193,10232,102.6
0,0,総数,2,13,うち75歳以上,2,13118,荒川区,23418,23342,100.3,3768,3691,600,523,3168,102.1
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13118,荒川区,98385,105113,93.6,46997,53056,26894,32953,20103,88.6
1,1,男,1,1,15歳未満,2,13118,荒川区,12118,12017,100.8,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13118,荒川区,4142,4092,101.2,375,437,205,267,170,85.8
1,1,男,1,3,20～24歳,2,13118,荒川区,4416,5715,77.3,1832,2367,1028,1563,804,77.4
1,1,男,1,4,25～29歳,2,13118,荒川区,5973,7373,81,3012,4311,1793,3092,1219,69.9
1,1,男,1,5,30～34歳,2,13118,荒川区,6603,8195,80.6,3715,5291,2207,3783,1508,70.2
1,1,男,1,6,15～16歳,2,13118,荒川区,7050,8739,80.7,4484,6173,2779,4468,1705,72.6
1,1,男,1,7,40～44歳,2,13118,荒川区,8227,9340,88.1,5619,6734,3591,4706,2028,83.4
1,1,男,1,8,15～49歳,2,13118,荒川区,7354,8031,91.6,5080,5757,3160,3837,1920,88.2
1,1,男,1,9,50～54歳,2,13118,荒川区,6611,6974,94.8,4741,5105,3020,3384,1721,92.9
1,1,男,1,10,55～59歳,2,13118,荒川区,5880,5885,99.9,4377,4382,2803,2808,1574,99.9
1,1,男,1,11,60～64歳,2,13118,荒川区,6730,6181,108.9,4746,4196,2898,2348,1848,113.1
1,1,男,1,12,65歳以上,2,13118,荒川区,22282,21572,103.3,9016,8303,3410,2697,5606,108.6
1,1,男,2,13,うち75歳以上,2,13118,荒川区,8958,8816,101.6,2232,2089,462,319,1770,106.8
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13118,荒川区,95619,107151,89.2,33054,42630,14281,23857,18773,77.5
1,2,女,1,1,15歳未満,2,13118,荒川区,11158,11571,96.4,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13118,荒川区,2675,3866,69.2,375,450,219,294,156,83.3
1,2,女,1,3,20～24歳,2,13118,荒川区,4495,5474,82.1,1884,2452,1195,1763,689,76.8
1,2,女,1,4,25～29歳,2,13118,荒川区,5937,7235,82.1,2880,4158,1676,2954,1204,69.3
1,2,女,1,5,30～34歳,2,13118,荒川区,6366,7907,80.5,2892,4444,1551,3103,1341,65.1
1,2,女,1,6,15～16歳,2,13118,荒川区,6923,8476,81.7,3213,4753,1597,3137,1616,67.6
1,2,女,1,7,40～44歳,2,13118,荒川区,7500,8944,83.9,3900,5359,1777,3236,2123,72.8
1,2,女,1,8,15～49歳,2,13118,荒川区,6427,7495,85.8,3531,4592,1625,2686,1906,76.9
1,2,女,1,9,50～54歳,2,13118,荒川区,5489,6408,85.7,3143,4060,1342,2259,1801,77.4
1,2,女,1,10,55～59歳,2,13118,荒川区,4811,5355,89.8,2726,3270,1117,1661,1609,83.4
1,2,女,1,11,60～64歳,2,13118,荒川区,5580,5825,95.8,2725,2970,1023,1268,1702,91.8
1,2,女,1,12,65歳以上,2,13118,荒川区,27021,27358,98.8,5785,6122,1159,1496,4626,94.5
1,2,女,2,13,うち75歳以上,2,13118,荒川区,14460,14526,99.5,1536,1602,138,204,1398,95.9
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13119,板橋区,508099,561916,90.4,185338,239664,79429,133755,105909,77.3
0,0,総数,1,1,15歳未満,2,13119,板橋区,59519,59238,100.5,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13119,板橋区,22009,22938,95.9,2226,2853,1122,1749,1104,78
0,0,総数,1,3,20～24歳,2,13119,板橋区,29821,33199,89.8,11180,15222,5413,9455,5767,73.4
0,0,総数,1,4,25～29歳,2,13119,板橋区,29979,38040,78.8,15058,23048,6741,14731,8317,65.3
0,0,総数,1,5,30～34歳,2,13119,板橋区,32001,40680,78.7,16006,24677,7306,15977,8700,64.9
0,0,総数,1,6,15～16歳,2,13119,板橋区,33858,42003,80.6,17967,26108,8510,16651,9457,68.8
0,0,総数,1,7,40～44歳,2,13119,板橋区,38883,46108,84.3,21918,29124,10252,17458,11666,75.3
0,0,総数,1,8,15～49歳,2,13119,板橋区,35028,40723,86,20584,26271,9675,15362,10909,78.4
0,0,総数,1,9,50～54歳,2,13119,板橋区,30850,35733,86.3,18929,23805,8695,13571,10234,79.5
0,0,総数,1,10,55～59歳,2,13119,板橋区,26656,30012,88.8,16557,19914,7593,10950,8964,83.1
0,0,総数,1,11,60～64歳,2,13119,板橋区,29513,31665,93.2,15906,18045,6508,8647,9398,88.1
0,0,総数,1,12,65歳以上,2,13119,板橋区,126463,128058,98.8,29007,30597,7614,9204,21393,94.8
0,0,総数,2,13,うち75歳以上,2,13119,板橋区,60582,60819,99.6,6358,6592,912,1146,5446,96.5
1,1,男,0,0,全年齢（年齢不詳を含む）,2,13119,板橋区,247982,276592,89.7,104892,132819,51764,79691,53128,79
1,1,男,1,1,15歳未満,2,13119,板橋区,30976,30439,101.8,-,-,-,-,-,-
1,1,男,1,2,15～19歳,2,13119,板橋区,10270,11366,90.4,847,1314,322,789,525,64.5
1,1,男,1,3,20～24歳,2,13119,板橋区,13531,16064,84.2,4969,6955,2296,4282,2673,71.4
1,1,男,1,4,25～29歳,2,13119,板橋区,15001,18920,79.3,7698,11596,3439,7337,4259,66.4
1,1,男,1,5,30～34歳,2,13119,板橋区,16312,20829,78.3,8967,13489,4408,8930,4559,66.5
1,1,男,1,6,15～16歳,2,13119,板橋区,17270,21730,79.5,10509,14961,5668,10120,4841,70.2
1,1,男,1,7,40～44歳,2,13119,板橋区,19951,23714,84.1,12648,16400,7054,10806,5594,77.1
1,1,男,1,8,15～49歳,2,13119,板橋区,18206,21151,86.1,11837,14780,6657,9600,5180,80.1
1,1,男,1,9,50～54歳,2,13119,板橋区,15818,18499,85.5,10700,13378,5938,8616,4762,80
1,1,男,1,10,55～59歳,2,13119,板橋区,13600,15417,88.2,9543,11363,5306,7126,4237,84
1,1,男,1,11,60～64歳,2,13119,板橋区,14942,16047,93.1,9478,10578,4825,5925,4653,89.6
1,1,男,1,12,65歳以上,2,13119,板橋区,54774,55085,99.4,17696,18005,5851,6160,11845,98.3
1,1,男,2,13,うち75歳以上,2,13119,板橋区,22899,22973,99.7,3772,3844,692,764,3080,98.1
1,2,女,0,0,全年齢（年齢不詳を含む）,2,13119,板橋区,260117,285324,91.2,80446,106845,27665,54064,52781,75.3
1,2,女,1,1,15歳未満,2,13119,板橋区,28543,28799,99.1,-,-,-,-,-,-
1,2,女,1,2,15～19歳,2,13119,板橋区,11739,11572,101.4,1379,1539,800,960,579,89.6
1,2,女,1,3,20～24歳,2,13119,板橋区,16290,17135,95.1,6211,8267,3117,5173,3094,75.1
1,2,女,1,4,25～29歳,2,13119,板橋区,14978,19120,78.3,7360,11452,3302,7394,4058,64.3
1,2,女,1,5,30～34歳,2,13119,板橋区,15689,19851,79,7039,11188,2898,7047,4141,62.9
1,2,女,1,6,15～16歳,2,13119,板橋区,16588,20273,81.8,7458,11147,2842,6531,4616,66.9
1,2,女,1,7,40～44歳,2,13119,板橋区,18932,22394,84.5,9270,12724,3198,6652,6072,72.9
1,2,女,1,8,15～49歳,2,13119,板橋区,16822,19572,85.9,8747,11491,3018,5762,5729,76.1
1,2,女,1,9,50～54歳,2,13119,板橋区,15032,17234,87.2,8229,10427,2757,4955,5472,78.9
1,2,女,1,10,55～59歳,2,13119,板橋区,13056,14595,89.5,7014,8551,2287,3824,4727,82
1,2,女,1,11,60～64歳,2,13119,板橋区,14571,15618,93.3,6428,7467,1683,2722,4745,86.1
1,2,女,1,12,65歳以上,2,13119,板橋区,71689,72973,98.2,11311,12592,1763,3044,9548,89.8
1,2,女,2,13,うち75歳以上,2,13119,板橋区,37683,37846,99.6,2586,2748,220,382,2366,94.1
0,0,総数,0,0,全年齢（年齢不詳を含む）,2,13120,練馬区,605084,721722,83.8,183557,284146,64188,164777,119369,64.6
0,0,総数,1,1,15歳未満,2,13120,練馬区,84864,86105,98.6,-,-,-,-,-,-
0,0,総数,1,2,15～19歳,2,13120,練馬区,22749,32460,70.1,2033,3188,828,1983,1205,63.8
0,0,総数,1,3,20～24歳,2,13120,練馬区,28743,41039,70,10287,17162,4259,11134,6028,59.9
0,0,総数,1,4,25～29歳,2,13120,練馬区,35630,47017,75.8,14489,25346,5795,16652,8694,57.2
0,0,総数,1,5,30～34歳,2,13120,練馬区,40011,52000,76.9,15652,27525,6319,18192,9333,56.9
0,0,総数,1,6,15～16歳,2,13120,練馬区,42771,54652,78.3,17483,29309,7051,18877,10432,59.7
0,0,総数,1,7,40～44歳,2,13120,練馬区,48039,60884,78.9,21855,34659,8480,21284,13375,63.1
0,0,総数,1,8,15～49歳,2,13120,練馬区,44711,57914,77.2,21805,34982,7712,20889,14093,62.3
0,0,総数,1,9,50～54歳,2,13120,練馬区,37515,49673,75.5,19628,31765,6882,19019,12746,61.8
0,0,総数,1,10,55～59歳,2,13120,練馬区,30745,39807,77.2,16140,25181,5700,14741,10440,64.1
0,0,総数,1,11,60～64歳,2,13120,練馬区,31388,37067,84.7,14592,20259,4940,10607,9652,72
