地域階層,地域コード,地域,常住地／全国総数（人）,常住地／東京都総数（人）,常住地／区部（人）,常住地／千代田区（人）,常住地／中央区（人）,常住地／港区（人）,常住地／新宿区（人）,常住地／文京区（人）,常住地／台東区（人）,常住地／墨田区（人）,常住地／江東区（人）,常住地／品川区（人）,常住地／目黒区（人）,常住地／大田区（人）,常住地／世田谷区（人）,常住地／渋谷区（人）,常住地／中野区（人）,常住地／杉並区（人）,常住地／豊島区（人）,常住地／北区（人）,常住地／荒川区（人）,常住地／板橋区（人）,常住地／練馬区（人）,常住地／足立区（人）,常住地／葛飾区（人）,常住地／江戸川区（人）,常住地／市部（人）,常住地／八王子市（人）,常住地／立川市（人）,常住地／武蔵野市（人）,常住地／三鷹市（人）,常住地／青梅市（人）,常住地／府中市（人）,常住地／昭島市（人）,常住地／調布市（人）,常住地／町田市（人）,常住地／小金井市（人）,常住地／小平市（人）,常住地／日野市（人）,常住地／東村山市（人）,常住地／国分寺市（人）,常住地／国立市（人）,常住地／福生市（人）,常住地／狛江市（人）,常住地／東大和市（人）,常住地／清瀬市（人）,常住地／東久留米市（人）,常住地／武蔵村山市（人）,常住地／多摩市（人）,常住地／稲城市（人）,常住地／羽村市（人）,常住地／あきる野市（人）,常住地／西東京市（人）,常住地／郡部（人）,常住地／瑞穂町（人）,常住地／日の出町（人）,常住地／檜原村（人）,常住地／奥多摩町（人）,常住地／島部（人）,常住地／大島町（人）,常住地／利島村（人）,常住地／新島村（人）,常住地／神津島村（人）,常住地／三宅村（人）,常住地／御蔵島村（人）,常住地／八丈町（人）,常住地／青ヶ島村（人）,常住地／小笠原村（人）,常住地が他道府県／総数（人）,常住地が他道府県／関東地方／総数（人）,常住地が他道府県／関東地方／茨城県（人）,常住地が他道府県／関東地方／栃木県（人）,常住地が他道府県／関東地方／群馬県（人）,常住地が他道府県／関東地方／埼玉県（人）,常住地が他道府県／関東地方／千葉県（人）,常住地が他道府県／関東地方／神奈川県（人）,常住地が他道府県／他の道府県（人）
5,13402,従業地・通学地／青ヶ島村,5,4,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-
5,13421,従業地・通学地／小笠原村,53,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,51,2,2,-,-,-,-,1,1,-
1,,従業地・通学地／他道府県,…,61969,40791,232,418,694,904,1072,632,1032,2058,1595,1437,4105,4297,749,913,1921,1064,1246,927,2321,3055,3077,2750,4292,20929,2688,605,528,554,590,883,439,786,4518,496,957,715,910,580,338,214,477,311,467,690,193,636,557,280,302,1215,238,176,48,5,9,11,2,-,-,1,1,-,4,-,3,…,…,…,…,…,…,…,…,…
2,,従業地・通学地／関東地方,…,58756,39368,220,387,674,866,1023,607,1000,1980,1533,1378,3954,4126,698,877,1800,1013,1207,906,2245,2958,3009,2689,4218,19163,2078,539,488,512,563,773,394,734,4371,461,890,578,882,533,311,195,463,300,452,662,175,584,529,258,272,1166,217,160,45,4,8,8,1,-,-,1,-,-,3,-,3,…,…,…,…,…,…,…,…,…
3,8000,従業地・通学地／茨城県,…,823,674,5,5,11,9,28,18,26,26,18,7,27,49,8,16,19,17,15,47,23,28,140,82,50,148,22,6,5,4,7,7,4,8,19,4,8,6,9,4,4,1,3,5,1,3,1,5,3,1,-,8,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,9000,従業地・通学地／栃木県,…,152,107,-,1,2,-,7,6,2,6,8,5,7,4,1,3,3,5,6,5,7,9,9,5,6,45,7,-,2,2,1,2,1,3,4,4,1,4,1,1,-,1,-,-,1,4,-,2,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,10000,従業地・通学地／群馬県,…,191,141,2,-,1,4,3,2,5,5,5,8,3,6,1,1,5,9,9,6,10,7,32,11,6,49,9,3,2,1,2,1,2,2,3,-,2,4,1,2,1,-,1,2,-,2,-,1,3,4,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,11000,従業地・通学地／埼玉県,…,17070,10409,46,84,98,264,320,201,249,351,210,176,364,501,135,289,508,457,598,315,1350,1664,1162,521,546,6512,450,239,131,135,388,232,196,126,131,183,538,168,672,247,109,110,45,186,359,476,119,70,58,152,175,817,147,112,25,3,7,2,-,-,-,-,-,-,1,-,1,…,…,…,…,…,…,…,…,…
3,12000,従業地・通学地／千葉県,…,12249,11110,51,125,100,150,247,209,466,995,226,121,417,314,105,143,267,178,225,340,315,352,1197,1705,2862,1126,111,39,67,83,22,64,30,55,70,51,66,55,51,31,23,11,23,20,24,51,9,27,18,16,7,102,9,7,2,-,-,4,1,-,-,1,-,-,2,-,-,…,…,…,…,…,…,…,…,…
3,14000,従業地・通学地／神奈川県,…,28271,16927,116,172,462,439,418,171,252,597,1066,1061,3136,3252,448,425,998,347,354,193,540,898,469,365,748,11283,1479,252,281,287,143,467,161,540,4144,219,275,341,148,248,174,72,391,87,67,126,46,479,447,84,89,236,59,39,18,1,1,2,-,-,-,-,-,-,-,-,2,…,…,…,…,…,…,…,…,…
2,,従業地・通学地／関東地方以外の道府県,…,3213,1423,12,31,20,38,49,25,32,78,62,59,151,171,51,36,121,51,39,21,76,97,68,61,74,1766,610,66,40,42,27,110,45,52,147,35,67,137,28,47,27,19,14,11,15,28,18,52,28,22,30,49,21,16,3,1,1,3,1,-,-,-,1,-,1,-,-,…,…,…,…,…,…,…,…,…
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成27年国勢調査による東京都の昼間人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第7表の４ 地域相互間の昼夜間移動状況 -通学者（15歳以上）-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　1) 全国総数（従業地・通学地）に1) ［従業・通学市区町村「不詳・外国」］及び［従業地・通学地「不詳」］を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：全国　1:東京都以外の道府県　2:関東地方　3:都道府県　4:区部_市部_郡部_島部　5:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
