地域階層,地域コード,地域,昼間就業者／総数平成27年（人）,昼間就業者／総数平成22年（人）,昼間就業者／総数／増減数／平成22年～27年（人）,昼間就業者／総数／増減率／平成22年～27年（％）,昼間就業者／男／平成27年(人）,昼間就業者／男／平成22年(人）,昼間就業者／男／増減数／平成22年～27年（人）,昼間就業者／男／増減率／平成22年～27年（％）,昼間就業者／女／平成27年(人）,昼間就業者／女／平成22年(人）,昼間就業者／女／増減数／平成22年～27年（人）,昼間就業者／女／増減率／平成22年～27年（％）,昼間就業者／総数／平成27年(人）,昼間就業者／総数／平成22年(人）,昼間就業者／総数／増減数／平成22年～27年（人）,昼間就業者／総数／増減率／平成22年～27年（％）,昼間就業者／男／平成27年(人）,昼間就業者／男／平成22年(人）,昼間就業者／男／増減数／平成22年～27年（人）,昼間就業者／男／増減率／平成22年～27年（％）,昼間就業者／女／平成27年(人）,昼間就業者／女／平成22年(人）,昼間就業者／女／増減数／平成22年～27年（人）,昼間就業者／女／増減率／平成22年～27年（％）,流入通勤者／総数／平成27年(人）,流入通勤者／総数／平成22年(人）,流入通勤者／総数／増減数／平成22年～27年（人）,流入通勤者／総数／増減率／平成22年～27年（％）,流入通勤者／男／平成27年(人）,流入通勤者／男／平成22年(人）,流入通勤者／男／増減数／平成22年～27年（人）,流入通勤者／男／増減率／平成22年～27年（％）,流入通勤者／女／平成27年(人）,流入通勤者／女／平成22年(人）,流入通勤者／女／増減数／平成22年～27年（人）,流入通勤者／女／増減率／平成22年～27年（％）,流出通勤者／総数／平成27年(人）,流出通勤者／総数／平成22年(人）,流出通勤者／総数／増減数／平成22年～27年（人）,流出通勤者／総数／増減率／平成22年～27年（％）,流出通勤者／男／平成27年(人）,流出通勤者／男／平成22年(人）,流出通勤者／男／増減数／平成22年～27年（人）,流出通勤者／男／増減率／平成22年～27年（％）,流出通勤者／女／平成27年(人）,流出通勤者／女／平成22年(人）,流出通勤者／女／増減数／平成22年～27年（人）,流出通勤者／女／増減率／平成22年～27年（％）,流入超過通勤者／総数／平成27年(人）,流入超過通勤者／総数／平成22年(人）,流入超過通勤者／総数／増減数／平成22年～27年（人）,流入超過通勤者／男／平成27年(人）,流入超過通勤者／男／平成22年(人）,流入超過通勤者／男／増減数／平成22年～27年（人）,流入超過通勤者／女／平成27年(人）,流入超過通勤者／女／平成22年(人）,流入超過通勤者／女／増減数／平成22年～27年（人）,残留就業者／総数／平成27年(人）,残留就業者／総数／平成22年(人）,残留就業者／総数／増減数／平成22年～27年（人）,残留就業者／総数／増減率／平成22年～27年（％）,残留就業者／男／平成27年(人）,残留就業者／男／平成22年(人）,残留就業者／男／増減数／平成22年～27年（人）,残留就業者／男／増減率／平成22年～27年（％）,残留就業者／女／平成27年(人）,残留就業者／女／平成22年(人）,残留就業者／女／増減数／平成22年～27年（人）,残留就業者／女／増減率／平成22年～27年（％）,昼夜間就業者者比率／総数／平成27年(人）,昼夜間就業者者比率／総数／平成22年(人）,昼夜間就業者者比率／総数／増減数／平成22年～27年（人）,昼夜間就業者者比率／総数／増減率／平成22年～27年（％）,昼夜間就業者者比率／男／平成27年(人）,昼夜間就業者者比率／男／平成22年(人）,昼夜間就業者者比率／男／増減数／平成22年～27年（人）,昼夜間就業者者比率／男／増減率／平成22年～27年（％）,昼夜間就業者者比率／女／平成27年(人）,昼夜間就業者者比率／女／平成22年(人）,昼夜間就業者者比率／女／増減数／平成22年～27年（人）,昼夜間就業者者比率／女／増減率／平成22年～27年（％）,面　積（平方キロメートル）,人口密度／昼間就業者（人/平方キロメートル）,人口密度／常住就業者（人/平方キロメートル）
2,13204,三鷹市,75426,69169,6257,9.045959895,43086,40546,2540,6.264489715,32340,28623,3717,12.98606016,94138,86216,7922,9.188549689,53651,49620,4031,8.123740427,40487,36596,3891,10.63230954,32409,31987,422,1.31928596,20149,20734,-585,-2.821452686,12260,11253,1007,8.948724785,51121,49034,2087,4.256230371,30714,29808,906,3.039452496,20407,19226,1181,6.142723395,-18712,-17047,-1665,-10565,-9074,-1491,-8147,-7973,-174,43017,37182,5835,15.6930773,22937,19812,3125,15.77326873,20080,17370,2710,15.60161197,80.1,80.2,-0.1,-0.124688279,80.3,81.7,-1.4,-1.713586291,79.9,78.2,1.7,2.173913044,16.4,4593.5,5733.1
2,13205,青梅市,50092,52846,-2754,-5.211368883,28188,30372,-2184,-7.190833663,21904,22474,-570,-2.536264127,59533,60877,-1344,-2.207730342,34649,36038,-1389,-3.854264943,24884,24839,45,0.181166714,19695,20929,-1234,-5.896124994,12984,14041,-1057,-7.527953849,6711,6888,-177,-2.569686411,29136,28960,176,0.607734807,19445,19707,-262,-1.329476836,9691,9253,438,4.733599914,-9441,-8031,-1410,-6461,-5666,-795,-2980,-2365,-615,30397,31917,-1520,-4.762352351,15204,16331,-1127,-6.900985855,15193,15586,-393,-2.521493648,84.1,86.8,-2.7,-3.110599078,81.4,84.3,-2.9,-3.440094899,88,90.5,-2.5,-2.762430939,103.3,484.9,576.3
2,13206,府中市,113440,115949,-2509,-2.163882397,68742,71765,-3023,-4.212359785,44698,44184,514,1.163317038,123572,120881,2691,2.226156303,72540,73096,-556,-0.760643537,51032,47785,3247,6.795019358,58020,58095,-75,-0.12909889,39513,39838,-325,-0.815804006,18507,18257,250,1.369337788,68152,63027,5125,8.131435734,43311,41169,2142,5.202943963,24841,21858,2983,13.64717723,-10132,-4932,-5200,-3798,-1331,-2467,-6334,-3601,-2733,55420,57854,-2434,-4.207142116,29229,31927,-2698,-8.450527767,26191,25927,264,1.01824353,91.8,95.9,-4.1,-4.275286757,94.8,98.2,-3.4,-3.462321792,87.6,92.5,-4.9,-5.297297297,29.4,3854.6,4198.8
2,13207,昭島市,44581,45154,-573,-1.268990566,26023,26866,-843,-3.137794983,18558,18288,270,1.476377953,51949,54250,-2301,-4.241474654,30065,32132,-2067,-6.432839537,21884,22118,-234,-1.057961841,23770,23193,577,2.487819601,15743,15667,76,0.485096062,8027,7526,501,6.656922668,31138,32289,-1151,-3.564681471,19785,20933,-1148,-5.484163761,11353,11356,-3,-0.026417753,-7368,-9096,1728,-4042,-5266,1224,-3326,-3830,504,20811,21961,-1150,-5.236555712,10280,11199,-919,-8.206089829,10531,10762,-231,-2.146441182,85.8,83.2,2.6,3.125,86.6,83.6,3,3.588516746,84.8,82.7,2.1,2.53929867,17.3,2571,2995.9
2,13208,調布市,75753,75888,-135,-0.177893738,40129,41604,-1475,-3.54533218,35624,34284,1340,3.90852876,106263,103489,2774,2.680478118,60182,60016,166,0.276592909,46081,43473,2608,5.999125894,36622,34856,1766,5.066559559,20960,20449,511,2.498899702,15662,14407,1255,8.711043243,67132,62457,4675,7.485149783,41013,38861,2152,5.537685597,26119,23596,2523,10.69249025,-30510,-27601,-2909,-20053,-18412,-1641,-10457,-9189,-1268,39131,41032,-1901,-4.63296939,19169,21155,-1986,-9.387851572,19962,19877,85,0.427629924,71.3,73.3,-2,-2.72851296,66.7,69.3,-2.6,-3.751803752,77.3,78.9,-1.6,-2.027883397,21.6,3510.3,4924.1
2,13209,町田市,132959,136380,-3421,-2.508432322,64968,69111,-4143,-5.994704172,67991,67269,722,1.07330271,177299,184278,-6979,-3.787212798,102286,109099,-6813,-6.244786845,75013,75179,-166,-0.220806342,57887,56551,1336,2.362469276,30550,30585,-35,-0.114435181,27337,25966,1371,5.279981514,102227,104449,-2222,-2.12735402,67868,70573,-2705,-3.832910603,34359,33876,483,1.425788169,-44340,-47898,3558,-37318,-39988,2670,-7022,-7910,888,75072,79829,-4757,-5.958987335,34418,38526,-4108,-10.66292893,40654,41303,-649,-1.571314432,75,74,1,1.351351351,63.5,63.3,0.2,0.315955766,90.6,89.5,1.1,1.229050279,71.8,1851.8,2469.3
2,13210,小金井市,33296,32663,633,1.93797263,17558,17998,-440,-2.44471608,15738,14665,1073,7.316740539,55350,53289,2061,3.867589934,31592,31326,266,0.849134904,23758,21963,1795,8.172836134,16603,15211,1392,9.151272106,9473,8985,488,5.431274346,7130,6226,904,14.51975586,38657,35837,2820,7.868962246,23507,22313,1194,5.351140591,15150,13524,1626,12.0230701,-22054,-20626,-1428,-14034,-13328,-706,-8020,-7298,-722,16693,17452,-759,-4.34907174,8085,9013,-928,-10.29623877,8608,8439,169,2.002606944,60.2,61.3,-1.1,-1.794453507,55.6,57.5,-1.9,-3.304347826,66.2,66.8,-0.6,-0.898203593,11.3,2946.5,4898.2
2,13211,小平市,59635,60090,-455,-0.757197537,33466,34853,-1387,-3.979571343,26169,25237,932,3.692990451,82716,81400,1316,1.616707617,47578,48266,-688,-1.425434053,35138,33134,2004,6.048168045,29781,27813,1968,7.07582785,18383,17550,833,4.746438746,11398,10263,1135,11.0591445,52862,49123,3739,7.611505812,32495,30963,1532,4.947840972,20367,18160,2207,12.1530837,-23081,-21310,-1771,-14112,-13413,-699,-8969,-7897,-1072,29854,32277,-2423,-7.506893454,15083,17303,-2220,-12.83014506,14771,14974,-203,-1.355683184,72.1,73.8,-1.7,-2.303523035,70.3,72.2,-1.9,-2.631578947,74.5,76.2,-1.7,-2.230971129,20.5,2907.6,4033
2,13212,日野市,59417,61320,-1903,-3.103392042,35155,37567,-2412,-6.420528656,24262,23753,509,2.142887214,80597,81901,-1304,-1.592166152,47119,49186,-2067,-4.202415321,33478,32715,763,2.332263488,29665,29260,405,1.384142174,20031,20457,-426,-2.082416777,9634,8803,831,9.439963649,50845,49841,1004,2.014405811,31995,32076,-81,-0.252525253,18850,17765,1085,6.107514776,-21180,-20581,-599,-11964,-11619,-345,-9216,-8962,-254,29752,32060,-2308,-7.199001872,15124,17110,-1986,-11.60724722,14628,14950,-322,-2.153846154,73.7,74.9,-1.2,-1.602136182,74.6,76.4,-1.8,-2.356020942,72.5,72.6,-0.1,-0.137741047,27.6,2156.7,2925.5
2,13213,東村山市,40711,40206,505,1.256031438,20222,21090,-868,-4.115694642,20489,19116,1373,7.182464951,66448,64313,2135,3.319702082,37693,37911,-218,-0.575030994,28755,26402,2353,8.912203621,17052,16848,204,1.210826211,9376,9533,-157,-1.646910731,7676,7315,361,4.935064935,42789,40955,1834,4.478085704,26847,26354,493,1.870683767,15942,14601,1341,9.184302445,-25737,-24107,-1630,-17471,-16821,-650,-8266,-7286,-980,23659,23358,301,1.288637726,10846,11557,-711,-6.152115601,12813,11801,1012,8.575544445,61.3,62.5,-1.2,-1.92,53.6,55.6,-2,-3.597122302,71.3,72.4,-1.1,-1.519337017,17.1,2375.2,3876.8
2,13214,国分寺市,36374,35913,461,1.283657728,19559,19914,-355,-1.782665462,16815,15999,816,5.10031877,54565,55100,-535,-0.970961888,31123,32484,-1361,-4.189754956,23442,22616,826,3.652281571,20138,18449,1689,9.154967749,11671,10779,892,8.275350218,8467,7670,797,10.39113429,38329,37636,693,1.841322138,23235,23349,-114,-0.488243608,15094,14287,807,5.648491636,-18191,-19187,996,-11564,-12570,1006,-6627,-6617,-10,16236,17464,-1228,-7.031607879,7888,9135,-1247,-13.65079365,8348,8329,19,0.228118622,66.7,65.2,1.5,2.300613497,62.8,61.3,1.5,2.446982056,71.7,70.7,1,1.414427157,11.5,3174,4761.3
2,13215,国立市,26131,26588,-457,-1.718820521,13666,14469,-803,-5.549796116,12465,12119,346,2.855021041,32761,33455,-694,-2.074428337,18406,19471,-1065,-5.469672847,14355,13984,371,2.653032037,15253,14212,1041,7.324795947,8522,8153,369,4.525941371,6731,6059,672,11.0909391,21883,21079,804,3.814222686,13262,13155,107,0.813378943,8621,7924,697,8.796062595,-6630,-6867,237,-4740,-5002,262,-1890,-1865,-25,10878,12376,-1498,-12.1040724,5144,6316,-1172,-18.55604813,5734,6060,-326,-5.379537954,79.8,79.5,0.3,0.377358491,74.2,74.3,-0.1,-0.134589502,86.8,86.7,0.1,0.115340254,8.2,3206.3,4019.8
2,13218,福生市,20016,20930,-914,-4.36693741,10885,11489,-604,-5.257202542,9131,9441,-310,-3.283550471,24773,27693,-2920,-10.54418084,14198,16227,-2029,-12.50385161,10575,11466,-891,-7.770800628,11169,10755,414,3.849372385,6546,6381,165,2.585801599,4623,4374,249,5.692729767,15926,17518,-1592,-9.08779541,9859,11119,-1260,-11.33195431,6067,6399,-332,-5.188310674,-4757,-6763,2006,-3313,-4738,1425,-1444,-2025,581,8847,10175,-1328,-13.05159705,4339,5108,-769,-15.05481597,4508,5067,-559,-11.03216894,80.8,75.6,5.2,6.878306878,76.7,70.8,5.9,8.333333333,86.3,82.3,4,4.860267315,10.2,1970.1,2438.3
2,13219,狛江市,18144,19551,-1407,-7.196562836,9383,10797,-1414,-13.09623043,8761,8754,7,0.079963445,36320,36439,-119,-0.326573177,20262,20937,-675,-3.223957587,16058,15502,556,3.586633983,6973,7170,-197,-2.747559275,3927,4283,-356,-8.31193089,3046,2887,159,5.507447177,25149,24058,1091,4.534874054,14806,14423,383,2.655480829,10343,9635,708,7.348209652,-18176,-16888,-1288,-10879,-10140,-739,-7297,-6748,-549,11171,12381,-1210,-9.773039335,5456,6514,-1058,-16.24194044,5715,5867,-152,-2.590761889,50,53.7,-3.7,-6.890130354,46.3,51.6,-5.3,-10.27131783,54.6,56.5,-1.9,-3.362831858,6.4,2839.4,5683.9
2,13220,東大和市,22184,23069,-885,-3.836317136,11264,12239,-975,-7.966337119,10920,10830,90,0.831024931,36999,38096,-1097,-2.879567409,21319,22462,-1143,-5.08859407,15680,15634,46,0.294230523,9494,9416,78,0.82837723,5294,5439,-145,-2.665931237,4200,3977,223,5.607241639,24309,24443,-134,-0.548214213,15349,15662,-313,-1.998467629,8960,8781,179,2.038492199,-14815,-15027,212,-10055,-10223,168,-4760,-4804,44,12690,13653,-963,-7.053394858,5970,6800,-830,-12.20588235,6720,6853,-133,-1.940755873,60,60.6,-0.6,-0.99009901,52.8,54.5,-1.7,-3.119266055,69.6,69.3,0.3,0.432900433,13.4,1653.1,2757
2,13221,清瀬市,20419,20437,-18,-0.088075549,9278,9655,-377,-3.904712584,11141,10782,359,3.329623447,30900,32369,-1469,-4.538292811,17219,18436,-1217,-6.601215014,13681,13933,-252,-1.80865571,9587,9158,429,4.684428915,4370,4343,27,0.621690076,5217,4815,402,8.348909657,20068,21090,-1022,-4.84589853,12311,13124,-813,-6.194757696,7757,7966,-209,-2.623650515,-10481,-11932,1451,-7941,-8781,840,-2540,-3151,611,10832,11279,-447,-3.963117298,4908,5312,-404,-7.605421687,5924,5967,-43,-0.720630132,66.1,63.1,3,4.754358162,53.9,52.4,1.5,2.86259542,81.4,77.4,4,5.167958656,10.2,1996,3020.5
2,13222,東久留米市,31434,34583,-3149,-9.105629934,16049,18824,-2775,-14.74181895,15385,15759,-374,-2.373247033,51694,54360,-2666,-4.904341428,29444,32177,-2733,-8.493644529,22250,22183,67,0.302033088,12845,12345,500,4.050222762,7153,7198,-45,-0.625173659,5692,5147,545,10.58869244,33105,32122,983,3.060207957,20548,20551,-3,-0.01459783,12557,11571,986,8.521303258,-20260,-19777,-483,-13395,-13353,-42,-6865,-6424,-441,18589,22238,-3649,-16.40884972,8896,11626,-2730,-23.48185102,9693,10612,-919,-8.660007539,60.8,63.6,-2.8,-4.402515723,54.5,58.5,-4,-6.837606838,69.1,71,-1.9,-2.676056338,12.9,2440.5,4013.5
2,13223,武蔵村山市,26282,27229,-947,-3.477909582,14291,15123,-832,-5.501553925,11991,12106,-115,-0.949942177,29711,32068,-2357,-7.350006237,17126,18976,-1850,-9.74915683,12585,13092,-507,-3.872593951,12625,12611,14,0.111014194,7601,7729,-128,-1.656100401,5024,4882,142,2.908643998,16054,17450,-1396,-8,10436,11582,-1146,-9.894664134,5618,5868,-250,-4.260395365,-3429,-4839,1410,-2835,-3853,1018,-594,-986,392,13657,14618,-961,-6.574086742,6690,7394,-704,-9.521233433,6967,7224,-257,-3.557585825,88.5,84.9,3.6,4.240282686,83.4,79.7,3.7,4.642409034,95.3,92.5,2.8,3.027027027,15.3,1715.5,1939.4
2,13224,多摩市,61298,64174,-2876,-4.481565743,29746,32302,-2556,-7.912822735,31552,31872,-320,-1.004016064,61709,66741,-5032,-7.539593353,34886,38544,-3658,-9.49045247,26823,28197,-1374,-4.872858815,37303,36264,1039,2.865100375,19170,19338,-168,-0.868755818,18133,16926,1207,7.131041002,37714,38831,-1117,-2.876567691,24310,25580,-1270,-4.964816263,13404,13251,153,1.154629839,-411,-2567,2156,-5140,-6242,1102,4729,3675,1054,23995,27910,-3915,-14.02723038,10576,12964,-2388,-18.42024067,13419,14946,-1527,-10.21678041,99.3,96.2,3.1,3.222453223,85.3,83.8,1.5,1.789976134,117.6,113,4.6,4.07079646,21,2917.6,2937.1
2,13225,稲城市,24435,24429,6,0.024560973,12763,13277,-514,-3.871356481,11672,11152,520,4.662840746,40622,39622,1000,2.523850386,23702,23861,-159,-0.666359331,16920,15761,1159,7.353594315,11983,10977,1006,9.164616926,6936,6390,546,8.544600939,5047,4587,460,10.02834096,28170,26170,2000,7.642338556,17875,16974,901,5.308118299,10295,9196,1099,11.95084819,-16187,-15193,-994,-10939,-10584,-355,-5248,-4609,-639,12452,13452,-1000,-7.433838834,5827,6887,-1060,-15.39131697,6625,6565,60,0.913937548,60.2,61.7,-1.5,-2.431118314,53.8,55.6,-1.8,-3.237410072,69,70.8,-1.8,-2.542372881,18,1359.8,2260.5
2,13227,羽村市,24045,25211,-1166,-4.624965293,15447,16523,-1076,-6.5121346,8598,8688,-90,-1.035911602,26392,27379,-987,-3.604952701,15618,16666,-1048,-6.28825153,10774,10713,61,0.569401662,13911,14348,-437,-3.045720658,9770,10242,-472,-4.608474907,4141,4106,35,0.852411106,16258,16516,-258,-1.562121579,9941,10385,-444,-4.275397208,6317,6131,186,3.033762845,-2347,-2168,-179,-171,-143,-28,-2176,-2025,-151,10134,10863,-729,-6.710853355,5677,6281,-604,-9.616303136,4457,4582,-125,-2.728066347,91.1,92.1,-1,-1.08577633,98.9,99.1,-0.2,-0.201816347,79.8,81.1,-1.3,-1.60295931,9.9,2428.8,2665.9
2,13228,あきる野市,24694,26560,-1866,-7.02560241,13419,14916,-1497,-10.03620274,11275,11644,-369,-3.169014085,34702,36261,-1559,-4.299385014,20116,21486,-1370,-6.376244997,14586,14775,-189,-1.279187817,9391,9722,-331,-3.404649249,5865,6221,-356,-5.722552644,3526,3501,25,0.714081691,19399,19423,-24,-0.123564846,12562,12791,-229,-1.79032132,6837,6632,205,3.091073583,-10008,-9701,-307,-6697,-6570,-127,-3311,-3131,-180,15303,16838,-1535,-9.116284594,7554,8695,-1141,-13.12248419,7749,8143,-394,-4.838511605,71.2,73.2,-2,-2.732240437,66.7,69.4,-2.7,-3.890489914,77.3,78.8,-1.5,-1.9035533,73.5,336.1,472.3
2,13229,西東京市,53815,54790,-975,-1.779521811,26748,28518,-1770,-6.206606354,27067,26272,795,3.026035323,90489,88770,1719,1.936465022,50925,51545,-620,-1.202832477,39564,37225,2339,6.283411686,24237,21706,2531,11.6603704,13160,11963,1197,10.00585138,11077,9743,1334,13.69188135,60911,55686,5225,9.382968789,37337,34990,2347,6.707630752,23574,20696,2878,13.90606881,-36674,-33980,-2694,-24177,-23027,-1150,-12497,-10953,-1544,29578,33084,-3506,-10.59726756,13588,16555,-2967,-17.92207792,15990,16529,-539,-3.260935326,59.5,61.7,-2.2,-3.565640195,52.5,55.3,-2.8,-5.063291139,68.4,70.6,-2.2,-3.116147309,15.8,3416.8,5745.3
1,13300,郡部,31037,30805,232,0.753124493,18594,18820,-226,-1.200850159,12443,11985,458,3.821443471,26161,27187,-1026,-3.773862508,15295,16180,-885,-5.469715698,10866,11007,-141,-1.281002998,18434,18172,262,1.44177856,11751,11904,-153,-1.285282258,6683,6268,415,6.620931717,13558,14554,-996,-6.843479456,8452,9264,-812,-8.765112263,5106,5290,-184,-3.47826087,4876,3618,1258,3299,2640,659,1577,978,599,12603,12633,-30,-0.237473284,6843,6916,-73,-1.055523424,5760,5717,43,0.752142732,118.6,113.3,5.3,4.677846425,121.6,116.3,5.3,4.557179708,114.5,108.9,5.6,5.142332415,375.9,82.6,69.6
2,13303,瑞穂町,20119,19995,124,0.620155039,12690,12738,-48,-0.376825247,7429,7257,172,2.370125396,15799,16107,-308,-1.912212082,9218,9534,-316,-3.314453535,6581,6573,8,0.121710026,12770,12823,-53,-0.413319816,8731,8872,-141,-1.589269612,4039,3951,88,2.227284232,8450,8935,-485,-5.428091774,5259,5668,-409,-7.215949188,3191,3267,-76,-2.326293235,4320,3888,432,3472,3204,268,848,684,164,7349,7172,177,2.467930842,3959,3866,93,2.40558717,3390,3306,84,2.540834846,127.3,124.1,3.2,2.578565673,137.7,133.6,4.1,3.068862275,112.9,110.4,2.5,2.264492754,16.9,1194,937.6
2,13305,日の出町,7622,7382,240,3.25115145,3857,3944,-87,-2.205882353,3765,3438,327,9.511343805,7154,7369,-215,-2.917627901,4154,4386,-232,-5.289557684,3000,2983,17,0.569896078,4775,4466,309,6.918943126,2404,2414,-10,-0.414250207,2371,2052,319,15.54580897,4307,4453,-146,-3.278688525,2701,2856,-155,-5.427170868,1606,1597,9,0.563556669,468,13,455,-297,-442,145,765,455,310,2847,2916,-69,-2.366255144,1453,1530,-77,-5.032679739,1394,1386,8,0.577200577,106.5,100.2,6.3,6.28742515,92.9,89.9,3,3.337041157,125.5,115.3,10.2,8.846487424,28.1,271.5,254.9
2,13307,檜原村,965,966,-1,-0.103519669,588,587,1,0.170357751,377,379,-2,-0.527704486,1017,1154,-137,-11.87175043,621,715,-94,-13.14685315,396,439,-43,-9.794988611,363,339,24,7.079646018,242,231,11,4.761904762,121,108,13,12.03703704,415,527,-112,-21.25237192,275,359,-84,-23.39832869,140,168,-28,-16.66666667,-52,-188,136,-33,-128,95,-19,-60,41,602,627,-25,-3.987240829,346,356,-10,-2.808988764,256,271,-15,-5.535055351,94.9,83.7,11.2,13.38112306,94.7,82.1,12.6,15.34713764,95.2,86.3,8.9,10.31286211,105.4,9.2,9.6
2,13308,奥多摩町,2331,2462,-131,-5.320877336,1459,1551,-92,-5.931656996,872,911,-39,-4.281009879,2191,2557,-366,-14.31364881,1302,1545,-243,-15.72815534,889,1012,-123,-12.1541502,950,942,8,0.8492569,676,687,-11,-1.601164483,274,255,19,7.450980392,810,1037,-227,-21.8900675,519,681,-162,-23.78854626,291,356,-65,-18.25842697,140,-95,235,157,6,151,-17,-101,84,1381,1520,-139,-9.144736842,783,864,-81,-9.375,598,656,-58,-8.841463415,106.4,96.3,10.1,10.48805815,112.1,100.4,11.7,11.65338645,98.1,90,8.1,9,225.5,10.3,9.7
1,13350,島部,15496,15140,356,2.351387054,9528,9439,89,0.942896493,5968,5701,267,4.683388879,14781,14952,-171,-1.143659711,8989,9282,-293,-3.156647274,5792,5670,122,2.151675485,772,228,544,238.5964912,568,182,386,212.0879121,204,46,158,343.4782609,57,40,17,42.5,29,25,4,16,28,15,13,86.66666667,715,188,527,539,157,382,176,31,145,14724,14912,-188,-1.260729614,8960,9257,-297,-3.208382845,5764,5655,109,1.92749779,104.8,101.3,3.5,3.455083909,106,101.7,4.3,4.228121927,103,100.5,2.5,2.487562189,399.4,38.8,37
2,13361,大島町,4082,4169,-87,-2.086831374,2393,2431,-38,-1.56314274,1689,1738,-49,-2.819332566,3989,4144,-155,-3.74034749,2315,2407,-92,-3.822185293,1674,1737,-63,-3.626943005,113,38,75,197.3684211,90,33,57,172.7272727,23,5,18,360,20,13,7,53.84615385,12,9,3,33.33333333,8,4,4,100,93,25,68,78,24,54,15,1,14,3969,4131,-162,-3.921568628,2303,2398,-95,-3.961634696,1666,1733,-67,-3.866128102,102.3,100.6,1.7,1.689860835,103.4,101,2.4,2.376237624,100.9,100.1,0.8,0.799200799,90.8,45,44
2,13362,利島村,308,253,55,21.73913043,188,173,15,8.670520231,120,80,40,50,239,246,-7,-2.845528455,147,168,-21,-12.5,92,78,14,17.94871795,69,7,62,885.7142857,41,5,36,720,28,2,26,1300,-,-,-,-,-,-,-,-,-,-,-,-,69,7,62,41,5,36,28,2,26,239,246,-7,-2.845528455,147,168,-21,-12.5,92,78,14,17.94871795,128.9,102.8,26.1,25.38910506,127.9,103,24.9,24.17475728,130.4,102.6,27.8,27.09551657,4.1,74.8,58
2,13363,新島村,1546,1469,77,5.241660994,923,886,37,4.176072235,623,583,40,6.861063465,1495,1458,37,2.537722908,882,878,4,0.455580866,613,580,33,5.689655172,61,15,46,306.6666667,46,12,34,283.3333333,15,3,12,400,10,4,6,150,5,4,1,25,5,-,5,-,51,11,40,41,8,33,10,3,7,1485,1454,31,2.132049519,877,874,3,0.343249428,608,580,28,4.827586207,103.4,100.8,2.6,2.579365079,104.6,100.9,3.7,3.666997027,101.6,100.5,1.1,1.094527363,27.5,56.1,54.3
2,13364,神津島村,1142,1089,53,4.866850321,675,639,36,5.633802817,467,450,17,3.777777778,1097,1080,17,1.574074074,648,632,16,2.53164557,449,448,1,0.223214286,49,12,37,308.3333333,31,9,22,244.4444444,18,3,15,500,4,3,1,33.33333333,4,2,2,100,0,1,-1,-100,45,9,36,27,7,20,18,2,16,1093,1077,16,1.485608171,644,630,14,2.222222222,449,447,2,0.447427293,104.1,100.8,3.3,3.273809524,104.2,101.1,3.1,3.066271019,104,100.4,3.6,3.585657371,18.6,61.5,59
2,13381,三宅村,1505,1534,-29,-1.890482399,982,1050,-68,-6.476190476,523,484,39,8.05785124,1413,1499,-86,-5.737158105,911,1017,-106,-10.42281219,502,482,20,4.149377593,96,40,56,140,73,36,37,102.7777778,23,4,19,475,4,5,-1,-20,2,3,-1,-33.33333333,2,2,0,0,92,35,57,71,33,38,21,2,19,1409,1494,-85,-5.689424364,909,1014,-105,-10.35502959,500,480,20,4.166666667,106.5,102.3,4.2,4.105571848,107.8,103.2,4.6,4.457364341,104.2,100.4,3.8,3.784860558,55.3,27.2,25.6
2,13382,御蔵島村,309,241,68,28.21576763,202,146,56,38.35616438,107,95,12,12.63157895,217,234,-17,-7.264957265,135,140,-5,-3.571428571,82,94,-12,-12.76595745,93,8,85,1062.5,67,6,61,1016.666667,26,2,24,1200,1,1,0,0,-,-,-,-,1,1,0,0,92,7,85,67,6,61,25,1,24,216,233,-17,-7.296137339,135,140,-5,-3.571428571,81,93,-12,-12.90322581,142.4,103,39.4,38.25242718,149.6,104.3,45.3,43.43240652,130.5,101.1,29.4,29.08011869,20.5,15,10.6
2,13401,八丈町,4175,4258,-83,-1.949271959,2430,2577,-147,-5.704307334,1745,1681,64,3.807257585,4064,4231,-167,-3.947057433,2350,2557,-207,-8.095424325,1714,1674,40,2.389486261,131,43,88,204.6511628,92,30,62,206.6666667,39,13,26,200,20,16,4,25,12,10,2,20,8,6,2,33.33333333,111,27,84,80,20,60,31,7,24,4044,4215,-171,-4.056939502,2338,2547,-209,-8.205732234,1706,1668,38,2.278177458,102.7,100.6,2.1,2.087475149,103.4,100.8,2.6,2.579365079,101.8,100.4,1.4,1.394422311,72.2,57.8,56.3
2,13402,青ヶ島村,181,146,35,23.97260274,119,105,14,13.33333333,62,41,21,51.2195122,139,139,0,0,91,99,-8,-8.080808081,48,40,8,20,42,7,35,500,28,6,22,366.6666667,14,1,13,1300,-,-,-,-,-,-,-,-,-,-,-,-,42,7,35,28,6,22,14,1,13,139,139,0,0,91,99,-8,-8.080808081,48,40,8,20,130.2,105,25.2,24,130.8,106.1,24.7,23.2799246,129.2,102.5,26.7,26.04878049,6,30.4,23.3
