地域階層,地域コード,地域,常住地／全国総数（人）,常住地／東京都総数（人）,常住地／区部（人）,常住地／千代田区（人）,常住地／中央区（人）,常住地／港区（人）,常住地／新宿区（人）,常住地／文京区（人）,常住地／台東区（人）,常住地／墨田区（人）,常住地／江東区（人）,常住地／品川区（人）,常住地／目黒区（人）,常住地／大田区（人）,常住地／世田谷区（人）,常住地／渋谷区（人）,常住地／中野区（人）,常住地／杉並区（人）,常住地／豊島区（人）,常住地／北区（人）,常住地／荒川区（人）,常住地／板橋区（人）,常住地／練馬区（人）,常住地／足立区（人）,常住地／葛飾区（人）,常住地／江戸川区（人）,常住地／市部（人）,常住地／八王子市（人）,常住地／立川市（人）,常住地／武蔵野市（人）,常住地／三鷹市（人）,常住地／青梅市（人）,常住地／府中市（人）,常住地／昭島市（人）,常住地／調布市（人）,常住地／町田市（人）,常住地／小金井市（人）,常住地／小平市（人）,常住地／日野市（人）,常住地／東村山市（人）,常住地／国分寺市（人）,常住地／国立市（人）,常住地／福生市（人）,常住地／狛江市（人）,常住地／東大和市（人）,常住地／清瀬市（人）,常住地／東久留米市（人）,常住地／武蔵村山市（人）,常住地／多摩市（人）,常住地／稲城市（人）,常住地／羽村市（人）,常住地／あきる野市（人）,常住地／西東京市（人）,常住地／郡部（人）,常住地／瑞穂町（人）,常住地／日の出町（人）,常住地／檜原村（人）,常住地／奥多摩町（人）,常住地／島部（人）,常住地／大島町（人）,常住地／利島村（人）,常住地／新島村（人）,常住地／神津島村（人）,常住地／三宅村（人）,常住地／御蔵島村（人）,常住地／八丈町（人）,常住地／青ヶ島村（人）,常住地／小笠原村（人）,常住地が他道府県／総数（人）,常住地が他道府県／関東地方／総数（人）,常住地が他道府県／関東地方／茨城県（人）,常住地が他道府県／関東地方／栃木県（人）,常住地が他道府県／関東地方／群馬県（人）,常住地が他道府県／関東地方／埼玉県（人）,常住地が他道府県／関東地方／千葉県（人）,常住地が他道府県／関東地方／神奈川県（人）,常住地が他道府県／他の道府県（人）
5,13362,従業地・通学地／利島村,284,232,19,-,-,1,-,3,1,1,-,1,-,1,1,-,-,-,1,1,1,2,3,1,1,-,7,-,1,2,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,206,-,205,1,-,-,-,-,-,-,52,48,2,-,-,20,15,11,4
5,13363,従業地・通学地／新島村,1470,1432,20,-,-,-,-,-,-,-,1,-,1,3,1,1,4,4,-,1,-,2,1,-,-,1,10,2,1,-,-,-,1,1,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1402,-,-,1402,-,-,-,-,-,-,38,29,-,-,-,12,8,9,9
5,13364,従業地・通学地／神津島村,1089,1054,13,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,1,-,1,1,1,1,4,4,-,-,-,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1036,-,-,-,1036,-,-,-,-,-,35,33,-,-,-,13,8,12,2
5,13381,従業地・通学地／三宅村,1418,1372,41,1,2,-,1,1,-,-,5,2,6,5,5,1,-,1,2,-,-,4,1,2,1,1,11,1,-,1,2,1,-,-,2,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1320,-,-,-,-,1318,-,1,-,1,46,37,3,1,-,6,10,17,9
5,13382,従業地・通学地／御蔵島村,294,231,26,-,-,-,-,-,1,1,4,4,2,1,4,-,-,2,1,-,-,1,1,-,1,3,8,2,-,2,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,197,-,-,-,-,-,197,-,-,-,63,52,1,-,-,18,13,20,11
5,13401,従業地・通学地／八丈町,3974,3892,50,-,1,-,-,-,1,-,4,3,1,6,1,2,3,4,3,1,-,5,4,1,6,4,11,1,-,-,-,-,1,-,1,-,-,1,-,2,-,-,-,-,-,-,-,1,-,-,1,-,3,-,-,-,-,-,3831,-,-,-,-,-,-,3831,-,-,82,68,1,-,1,30,17,19,14
5,13402,従業地・通学地／青ヶ島村,182,159,13,-,-,-,-,-,1,-,-,-,-,4,2,-,-,3,-,-,-,-,-,2,-,1,10,-,1,2,1,-,-,-,2,-,-,-,1,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,136,-,-,-,-,-,-,1,135,-,23,22,-,-,1,11,7,3,1
5,13421,従業地・通学地／小笠原村,2278,2181,16,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,1,1,1,6,3,11,-,-,-,-,-,1,-,2,2,-,-,-,2,-,-,-,1,1,-,-,-,2,-,-,-,-,-,-,-,-,-,2154,-,-,-,1,1,-,2,-,2150,97,64,2,-,1,17,18,26,33
1,,従業地・通学地／他道府県,…,500941,316408,1595,3884,5463,6556,6688,5050,7981,15785,15576,9413,37975,28234,5146,6925,12736,8410,12995,7369,19348,21728,27122,20325,30104,182658,22177,4388,3507,3742,4209,8373,2821,6008,55100,3077,5720,5083,7903,3967,2483,1380,3884,2552,5563,5272,1708,6148,7449,1619,1560,6965,1854,1491,292,16,55,21,5,-,-,4,2,-,7,-,3,…,…,…,…,…,…,…,…,…
2,,従業地・通学地／関東地方,…,474621,300786,1445,3556,4934,6030,6210,4798,7707,14854,14801,8827,36601,26349,4634,6405,11447,7909,12563,7107,18554,20567,26492,19781,29215,172052,19798,4008,3067,3312,4009,7714,2597,5508,53969,2754,5328,4540,7633,3592,2261,1298,3697,2414,5438,5069,1605,5806,7223,1508,1419,6485,1771,1441,267,15,48,12,2,-,-,2,1,-,4,-,3,…,…,…,…,…,…,…,…,…
3,8000,従業地・通学地／茨城県,…,7619,6239,72,102,129,135,260,305,228,280,182,114,286,348,100,134,250,167,239,412,217,252,1030,601,396,1368,154,57,64,73,44,79,29,86,139,58,75,58,68,59,27,14,25,24,17,38,13,36,34,14,13,70,12,9,2,-,1,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,9000,従業地・通学地／栃木県,…,2770,2071,20,41,62,53,110,93,51,102,85,49,132,157,50,57,115,91,130,55,124,173,153,83,85,694,75,27,28,22,16,50,15,36,57,24,37,20,33,40,19,8,22,17,23,20,6,19,20,11,7,42,4,2,2,-,-,1,-,-,-,-,1,-,-,-,-,…,…,…,…,…,…,…,…,…
3,10000,従業地・通学地／群馬県,…,2251,1500,20,21,34,39,51,51,39,60,60,50,86,110,41,39,85,69,87,54,94,123,153,54,80,735,102,44,31,28,22,48,22,37,51,23,46,32,31,31,12,7,15,15,23,19,10,15,15,13,9,34,16,11,5,-,-,-,-,-,-,-,-,-,-,-,-,…,…,…,…,…,…,…,…,…
3,11000,従業地・通学地／埼玉県,…,140961,91966,359,622,725,1994,2202,1485,1867,2420,1470,1024,2098,3031,986,2290,3386,3946,8012,2759,13029,13446,15690,5564,3561,47583,2517,1586,1011,962,2971,1830,1114,984,919,1063,3253,1020,6300,1648,667,779,294,1695,4811,4046,1119,458,438,954,763,4381,1410,1213,146,11,40,2,-,-,-,-,-,-,1,-,1,…,…,…,…,…,…,…,…,…
3,12000,従業地・通学地／千葉県,…,82706,75813,433,1438,943,1167,1561,1483,3458,7586,1830,814,2727,2201,768,1040,1828,1192,1577,2155,1800,2000,6458,10728,20626,6851,626,234,455,477,106,424,125,452,543,345,343,265,286,300,149,50,181,88,167,242,65,179,130,52,52,515,37,26,10,-,1,5,2,-,-,1,-,-,2,-,-,…,…,…,…,…,…,…,…,…
3,14000,従業地・通学地／神奈川県,…,238314,123197,541,1332,3041,2642,2026,1381,2064,4406,11174,6776,31272,20502,2689,2845,5783,2444,2518,1672,3290,4573,3008,2751,4467,114821,16324,2060,1478,1750,850,5283,1292,3913,52260,1241,1574,3145,915,1514,1387,440,3160,575,397,704,392,5099,6586,464,575,1443,292,180,102,4,6,4,-,-,-,1,-,-,1,-,2,…,…,…,…,…,…,…,…,…
2,,従業地・通学地／関東地方以外の道府県,…,26320,15622,150,328,529,526,478,252,274,931,775,586,1374,1885,512,520,1289,501,432,262,794,1161,630,544,889,10606,2379,380,440,430,200,659,224,500,1131,323,392,543,270,375,222,82,187,138,125,203,103,342,226,111,141,480,83,50,25,1,7,9,3,-,-,2,1,-,3,-,-,…,…,…,…,…,…,…,…,…
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成27年国勢調査による東京都の昼間人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第7表の1 地域相互間の昼夜間移動状況 -通勤者（15歳以上）・通学者-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　1) 全国総数（従業地・通学地）に1) ［従業・通学市区町村「不詳・外国」］及び［従業地・通学地「不詳」］を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注　2) 本表の数値には自宅就業者を含まない。 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：全国　1:東京都以外の道府県　2:関東地方　3:都道府県　4:区部・市部・郡部・島部　5:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
