地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口(人）,面積（平方キロメートル）,人口密度（人／平方キロメートル）,常住人口(人）,昼間・常住人口比率（％）
112298,1311205600,112,56,0,,,,●,,40,560,世田谷区,八幡山,,八幡山,7270,0.66,11015.2,8871,82
112299,1311205601,112,56,1,,,,,●,50,56001,世田谷区,八幡山,八幡山1丁目,八幡山1丁目,2244,0.18,12466.7,2699,83.1
112300,1311205602,112,56,2,,,,,●,50,56002,世田谷区,八幡山,八幡山2丁目,八幡山2丁目,1739,0.2,8695,2031,85.6
112301,1311205603,112,56,3,,,,,●,50,56003,世田谷区,八幡山,八幡山3丁目,八幡山3丁目,3287,0.28,11739.3,4141,79.4
112302,1311205700,112,57,0,,,,●,,40,570,世田谷区,上祖師谷,,上祖師谷,11773,1.34,8785.8,19260,61.1
112303,1311205701,112,57,1,,,,,●,50,57001,世田谷区,上祖師谷,上祖師谷1丁目,上祖師谷1丁目,1891,0.22,8595.5,3227,58.6
112304,1311205702,112,57,2,,,,,●,50,57002,世田谷区,上祖師谷,上祖師谷2丁目,上祖師谷2丁目,2143,0.27,7937,4024,53.3
112305,1311205703,112,57,3,,,,,●,50,57003,世田谷区,上祖師谷,上祖師谷3丁目,上祖師谷3丁目,811,0.16,5068.8,1450,55.9
112306,1311205704,112,57,4,,,,,●,50,57004,世田谷区,上祖師谷,上祖師谷4丁目,上祖師谷4丁目,1837,0.24,7654.2,3210,57.2
112307,1311205705,112,57,5,,,,,●,50,57005,世田谷区,上祖師谷,上祖師谷5丁目,上祖師谷5丁目,2456,0.15,16373.3,3413,72
112308,1311205706,112,57,6,,,,,●,50,57006,世田谷区,上祖師谷,上祖師谷6丁目,上祖師谷6丁目,1427,0.16,8918.8,2167,65.9
112309,1311205707,112,57,7,,,,,●,50,57007,世田谷区,上祖師谷,上祖師谷7丁目,上祖師谷7丁目,1208,0.14,8628.6,1769,68.3
112310,1311205800,112,58,0,,,,●,,40,580,世田谷区,粕谷,,粕谷,9524,0.82,11614.6,11591,82.2
112311,1311205801,112,58,1,,,,,●,50,58001,世田谷区,粕谷,粕谷1丁目,粕谷1丁目,2353,0.25,9412,2768,85
112312,1311205802,112,58,2,,,,,●,50,58002,世田谷区,粕谷,粕谷2丁目,粕谷2丁目,2966,0.24,12358.3,3708,80
112313,1311205803,112,58,3,,,,,●,50,58003,世田谷区,粕谷,粕谷3丁目,粕谷3丁目,2307,0.21,10985.7,2726,84.6
112314,1311205804,112,58,4,,,,,●,50,58004,世田谷区,粕谷,粕谷4丁目,粕谷4丁目,1898,0.12,15816.7,2389,79.4
112315,1311205900,112,59,0,,,,●,,40,590,世田谷区,給田,,給田,10143,0.85,11932.9,12687,79.9
112316,1311205901,112,59,1,,,,,●,50,59001,世田谷区,給田,給田1丁目,給田1丁目,1225,0.18,6805.6,1199,102.2
112317,1311205902,112,59,2,,,,,●,50,59002,世田谷区,給田,給田2丁目,給田2丁目,1465,0.12,12208.3,1391,105.3
112318,1311205903,112,59,3,,,,,●,50,59003,世田谷区,給田,給田3丁目,給田3丁目,2530,0.21,12047.6,3958,63.9
112319,1311205904,112,59,4,,,,,●,50,59004,世田谷区,給田,給田4丁目,給田4丁目,3038,0.21,14466.7,3644,83.4
112320,1311205905,112,59,5,,,,,●,50,59005,世田谷区,給田,給田5丁目,給田5丁目,1885,0.13,14500,2495,75.6
112321,1311206000,112,60,0,,,,●,,40,600,世田谷区,南烏山,,南烏山,20679,1.04,19883.7,22789,90.7
112322,1311206001,112,60,1,,,,,●,50,60001,世田谷区,南烏山,南烏山1丁目,南烏山1丁目,2576,0.18,14311.1,3404,75.7
112323,1311206002,112,60,2,,,,,●,50,60002,世田谷区,南烏山,南烏山2丁目,南烏山2丁目,3119,0.2,15595,4617,67.6
112324,1311206003,112,60,3,,,,,●,50,60003,世田谷区,南烏山,南烏山3丁目,南烏山3丁目,2634,0.13,20261.5,4188,62.9
112325,1311206004,112,60,4,,,,,●,50,60004,世田谷区,南烏山,南烏山4丁目,南烏山4丁目,3407,0.16,21293.8,3023,112.7
112326,1311206005,112,60,5,,,,,●,50,60005,世田谷区,南烏山,南烏山5丁目,南烏山5丁目,3172,0.15,21146.7,2153,147.3
112327,1311206006,112,60,6,,,,,●,50,60006,世田谷区,南烏山,南烏山6丁目,南烏山6丁目,5771,0.22,26231.8,5404,106.8
112328,1311206100,112,61,0,,,,●,,40,610,世田谷区,北烏山,,北烏山,21229,1.96,10831.1,27314,77.7
112329,1311206101,112,61,1,,,,,●,50,61001,世田谷区,北烏山,北烏山1丁目,北烏山1丁目,3432,0.31,11071,5092,67.4
112330,1311206102,112,61,2,,,,,●,50,61002,世田谷区,北烏山,北烏山2丁目,北烏山2丁目,1962,0.12,16350,2337,84
112331,1311206103,112,61,3,,,,,●,50,61003,世田谷区,北烏山,北烏山3丁目,北烏山3丁目,2444,0.23,10626.1,3558,68.7
112332,1311206104,112,61,4,,,,,●,50,61004,世田谷区,北烏山,北烏山4丁目,北烏山4丁目,1372,0.2,6860,2085,65.8
112333,1311206105,112,61,5,,,,,●,50,61005,世田谷区,北烏山,北烏山5丁目,北烏山5丁目,921,0.18,5116.7,1385,66.5
112334,1311206106,112,61,6,,,,,●,50,61006,世田谷区,北烏山,北烏山6丁目,北烏山6丁目,3310,0.24,13791.7,3878,85.4
112335,1311206107,112,61,7,,,,,●,50,61007,世田谷区,北烏山,北烏山7丁目,北烏山7丁目,2332,0.24,9716.7,3357,69.5
112336,1311206108,112,61,8,,,,,●,50,61008,世田谷区,北烏山,北烏山8丁目,北烏山8丁目,3770,0.21,17952.4,3201,117.8
112337,1311206109,112,61,9,,,,,●,50,61009,世田谷区,北烏山,北烏山9丁目,北烏山9丁目,1686,0.23,7330.4,2421,69.6
113001,1311300000,113,0,0,,,●,,,30,,渋谷区,,,渋谷区,539109,15.11,35679,224533,240.1
113002,1311300100,113,1,0,,,,●,,40,10,渋谷区,恵比寿,,恵比寿,35045,0.73,48006.8,15411,227.4
113003,1311300101,113,1,1,,,,,●,50,1001,渋谷区,恵比寿,恵比寿1丁目,恵比寿1丁目,13112,0.17,77129.4,3744,350.2
113004,1311300102,113,1,2,,,,,●,50,1002,渋谷区,恵比寿,恵比寿2丁目,恵比寿2丁目,5013,0.19,26384.2,4300,116.6
113005,1311300103,113,1,3,,,,,●,50,1003,渋谷区,恵比寿,恵比寿3丁目,恵比寿3丁目,3338,0.2,16690,4501,74.2
113006,1311300104,113,1,4,,,,,●,50,1004,渋谷区,恵比寿,恵比寿4丁目,恵比寿4丁目,13582,0.17,79894.1,2866,473.9
113007,1311300200,113,2,0,,,,●,,40,20,渋谷区,広尾,,広尾,22010,0.85,25894.1,15942,138.1
113008,1311300201,113,2,1,,,,,●,50,2001,渋谷区,広尾,広尾1丁目,広尾1丁目,5159,0.13,39684.6,3092,166.8
113009,1311300202,113,2,2,,,,,●,50,2002,渋谷区,広尾,広尾2丁目,広尾2丁目,1183,0.16,7393.8,1953,60.6
113010,1311300203,113,2,3,,,,,●,50,2003,渋谷区,広尾,広尾3丁目,広尾3丁目,2882,0.16,18012.5,2946,97.8
113011,1311300204,113,2,4,,,,,●,50,2004,渋谷区,広尾,広尾4丁目,広尾4丁目,7351,0.25,29404,4599,159.8
113012,1311300205,113,2,5,,,,,●,50,2005,渋谷区,広尾,広尾5丁目,広尾5丁目,5435,0.15,36233.3,3352,162.1
113013,1311300300,113,3,0,,,,●,,40,30,渋谷区,東,,東,24698,0.6,41163.3,8239,299.8
113014,1311300301,113,3,1,,,,,●,50,3001,渋谷区,東,東1丁目,東1丁目,6840,0.16,42750,2097,326.2
113015,1311300302,113,3,2,,,,,●,50,3002,渋谷区,東,東2丁目,東2丁目,3376,0.16,21100,2845,118.7
113016,1311300303,113,3,3,,,,,●,50,3003,渋谷区,東,東3丁目,東3丁目,5225,0.15,34833.3,2271,230.1
113017,1311300304,113,3,4,,,,,●,50,3004,渋谷区,東,東4丁目,東4丁目,9257,0.13,71207.7,1026,902.2
113018,1311300400,113,4,0,,,,●,,40,40,渋谷区,恵比寿南,,恵比寿南,11928,0.26,45876.9,4502,264.9
113019,1311300401,113,4,1,,,,,●,50,4001,渋谷区,恵比寿南,恵比寿南1丁目,恵比寿南1丁目,6217,0.08,77712.5,750,828.9
113020,1311300402,113,4,2,,,,,●,50,4002,渋谷区,恵比寿南,恵比寿南2丁目,恵比寿南2丁目,2666,0.09,29622.2,1918,139
113021,1311300403,113,4,3,,,,,●,50,4003,渋谷区,恵比寿南,恵比寿南3丁目,恵比寿南3丁目,3045,0.09,33833.3,1834,166
113022,1311300500,113,5,0,,,,●,,40,50,渋谷区,恵比寿西,,恵比寿西,9774,0.22,44427.3,4121,237.2
113023,1311300501,113,5,1,,,,,●,50,5001,渋谷区,恵比寿西,恵比寿西1丁目,恵比寿西1丁目,6010,0.13,46230.8,1826,329.1
113024,1311300502,113,5,2,,,,,●,50,5002,渋谷区,恵比寿西,恵比寿西2丁目,恵比寿西2丁目,3764,0.09,41822.2,2295,164
113025,1311300600,113,6,0,,,,●,○,41,60,渋谷区,代官山町,,代官山町,2679,0.1,26790,2007,133.5
113026,1311300700,113,7,0,,,,●,○,41,70,渋谷区,猿楽町,,猿楽町,3967,0.16,24793.8,1945,204
113027,1311300800,113,8,0,,,,●,○,41,80,渋谷区,鉢山町,,鉢山町,1665,0.11,15136.4,1206,138.1
113028,1311300900,113,9,0,,,,●,○,41,90,渋谷区,鴬谷町,,鴬谷町,2277,0.11,20700,1850,123.1
113029,1311301000,113,10,0,,,,●,,40,100,渋谷区,渋谷,,渋谷,69061,0.67,103076.1,4074,1695.2
113030,1311301001,113,10,1,,,,,●,50,10001,渋谷区,渋谷,渋谷1丁目,渋谷1丁目,15964,0.17,93905.9,1989,802.6
113031,1311301002,113,10,2,,,,,●,50,10002,渋谷区,渋谷,渋谷2丁目,渋谷2丁目,20227,0.16,126418.8,606,3337.8
113032,1311301003,113,10,3,,,,,●,50,10003,渋谷区,渋谷,渋谷3丁目,渋谷3丁目,16164,0.15,107760,1093,1478.9
113033,1311301004,113,10,4,,,,,●,50,10004,渋谷区,渋谷,渋谷4丁目,渋谷4丁目,16706,0.19,87926.3,386,4328
113034,1311301100,113,11,0,,,,●,○,41,110,渋谷区,桜丘町,,桜丘町,13634,0.15,90893.3,1810,753.3
113035,1311301200,113,12,0,,,,●,○,41,120,渋谷区,南平台町,,南平台町,8223,0.15,54820,1789,459.6
113036,1311301300,113,13,0,,,,●,,40,130,渋谷区,道玄坂,,道玄坂,28411,0.23,123526.1,598,4751
113037,1311301301,113,13,1,,,,,●,50,13001,渋谷区,道玄坂,道玄坂1丁目,道玄坂1丁目,18414,0.12,153450,81,22733.3
113038,1311301302,113,13,2,,,,,●,50,13002,渋谷区,道玄坂,道玄坂2丁目,道玄坂2丁目,9997,0.11,90881.8,517,1933.7
113039,1311301400,113,14,0,,,,●,○,41,140,渋谷区,円山町,,円山町,5402,0.07,77171.4,2357,229.2
113040,1311301500,113,15,0,,,,●,○,41,150,渋谷区,神泉町,,神泉町,5118,0.09,56866.7,2257,226.8
113041,1311301600,113,16,0,,,,●,,40,160,渋谷区,松涛,,松涛,4937,0.28,17632.1,3084,160.1
113042,1311301601,113,16,1,,,,,●,50,16001,渋谷区,松涛,松涛1丁目,松涛1丁目,1807,0.17,10629.4,1316,137.3
113043,1311301602,113,16,2,,,,,●,50,16002,渋谷区,松涛,松涛2丁目,松涛2丁目,3130,0.11,28454.5,1768,177
113044,1311301700,113,17,0,,,,●,○,41,170,渋谷区,神山町,,神山町,5422,0.2,27110,2642,205.2
113045,1311301800,113,18,0,,,,●,○,41,180,渋谷区,宇田川町,,宇田川町,15292,0.17,89952.9,680,2248.8
113046,1311301900,113,19,0,,,,●,,40,190,渋谷区,神南,,神南,18277,0.41,44578,520,3514.8
113047,1311301901,113,19,1,,,,,●,50,19001,渋谷区,神南,神南1丁目,神南1丁目,12963,0.11,117845.5,505,2566.9
113048,1311301902,113,19,2,,,,,●,50,19002,渋谷区,神南,神南2丁目,神南2丁目,5314,0.3,17713.3,15,35426.7
113049,1311302000,113,20,0,,,,●,○,41,200,渋谷区,代々木神園町,,代々木神園町,571,1.31,435.9,160,356.9
113050,1311302100,113,21,0,,,,●,,40,210,渋谷区,上原,,上原,7792,0.56,13914.3,9878,78.9
113051,1311302101,113,21,1,,,,,●,50,21001,渋谷区,上原,上原1丁目,上原1丁目,2913,0.16,18206.3,2964,98.3
113052,1311302102,113,21,2,,,,,●,50,21002,渋谷区,上原,上原2丁目,上原2丁目,2320,0.21,11047.6,3992,58.1
113053,1311302103,113,21,3,,,,,●,50,21003,渋谷区,上原,上原3丁目,上原3丁目,2559,0.19,13468.4,2922,87.6
113054,1311302200,113,22,0,,,,●,,40,220,渋谷区,富ケ谷,,富ケ谷,8861,0.39,22720.5,8976,98.7
113055,1311302201,113,22,1,,,,,●,50,22001,渋谷区,富ケ谷,富ケ谷1丁目,富ケ谷1丁目,5436,0.18,30200,4047,134.3
113056,1311302202,113,22,2,,,,,●,50,22002,渋谷区,富ケ谷,富ケ谷2丁目,富ケ谷2丁目,3425,0.21,16309.5,4929,69.5
113057,1311302300,113,23,0,,,,●,,40,230,渋谷区,西原,,西原,8898,0.66,13481.8,10978,81.1
113058,1311302301,113,23,1,,,,,●,50,23001,渋谷区,西原,西原1丁目,西原1丁目,2901,0.23,12613,3948,73.5
113059,1311302302,113,23,2,,,,,●,50,23002,渋谷区,西原,西原2丁目,西原2丁目,3321,0.25,13284,4308,77.1
113060,1311302303,113,23,3,,,,,●,50,23003,渋谷区,西原,西原3丁目,西原3丁目,2676,0.18,14866.7,2722,98.3
113061,1311302400,113,24,0,,,,●,○,41,240,渋谷区,元代々木町,,元代々木町,3422,0.18,19011.1,3437,99.6
113062,1311302500,113,25,0,,,,●,○,41,250,渋谷区,大山町,,大山町,1924,0.24,8016.7,2872,67
113063,1311302600,113,26,0,,,,●,,40,260,渋谷区,初台,,初台,8966,0.36,24905.6,8290,108.2
113064,1311302601,113,26,1,,,,,●,50,26001,渋谷区,初台,初台1丁目,初台1丁目,6521,0.2,32605,4449,146.6
113065,1311302602,113,26,2,,,,,●,50,26002,渋谷区,初台,初台2丁目,初台2丁目,2445,0.16,15281.3,3841,63.7
113066,1311302700,113,27,0,,,,●,,40,270,渋谷区,本町,,本町,25515,1,25515,26782,95.3
113067,1311302701,113,27,1,,,,,●,50,27001,渋谷区,本町,本町1丁目,本町1丁目,6733,0.25,26932,5481,122.8
113068,1311302702,113,27,2,,,,,●,50,27002,渋谷区,本町,本町2丁目,本町2丁目,3195,0.16,19968.8,4543,70.3
113069,1311302703,113,27,3,,,,,●,50,27003,渋谷区,本町,本町3丁目,本町3丁目,6146,0.17,36152.9,4419,139.1
113070,1311302704,113,27,4,,,,,●,50,27004,渋谷区,本町,本町4丁目,本町4丁目,3667,0.16,22918.8,4557,80.5
113071,1311302705,113,27,5,,,,,●,50,27005,渋谷区,本町,本町5丁目,本町5丁目,2126,0.13,16353.8,3853,55.2
113072,1311302706,113,27,6,,,,,●,50,27006,渋谷区,本町,本町6丁目,本町6丁目,3648,0.13,28061.5,3929,92.8
113073,1311302800,113,28,0,,,,●,,40,280,渋谷区,笹塚,,笹塚,18804,0.63,29847.6,16531,113.7
113074,1311302801,113,28,1,,,,,●,50,28001,渋谷区,笹塚,笹塚1丁目,笹塚1丁目,9425,0.26,36250,6363,148.1
113075,1311302802,113,28,2,,,,,●,50,28002,渋谷区,笹塚,笹塚2丁目,笹塚2丁目,5627,0.19,29615.8,5972,94.2
113076,1311302803,113,28,3,,,,,●,50,28003,渋谷区,笹塚,笹塚3丁目,笹塚3丁目,3752,0.18,20844.4,4196,89.4
113077,1311302900,113,29,0,,,,●,,40,290,渋谷区,幡ケ谷,,幡ケ谷,13594,0.59,23040.7,16269,83.6
113078,1311302901,113,29,1,,,,,●,50,29001,渋谷区,幡ケ谷,幡ケ谷1丁目,幡ケ谷1丁目,3852,0.16,24075,3643,105.7
113079,1311302902,113,29,2,,,,,●,50,29002,渋谷区,幡ケ谷,幡ケ谷2丁目,幡ケ谷2丁目,5973,0.22,27150,6645,89.9
113080,1311302903,113,29,3,,,,,●,50,29003,渋谷区,幡ケ谷,幡ケ谷3丁目,幡ケ谷3丁目,3769,0.21,17947.6,5981,63
113081,1311303000,113,30,0,,,,●,,40,300,渋谷区,代々木,,代々木,63674,1.16,54891.4,23111,275.5
113082,1311303001,113,30,1,,,,,●,50,30001,渋谷区,代々木,代々木1丁目,代々木1丁目,12891,0.2,64455,2966,434.6
113083,1311303002,113,30,2,,,,,●,50,30002,渋谷区,代々木,代々木2丁目,代々木2丁目,24709,0.23,107430.4,2940,840.4
113084,1311303003,113,30,3,,,,,●,50,30003,渋谷区,代々木,代々木3丁目,代々木3丁目,16144,0.27,59792.6,4716,342.3
113085,1311303004,113,30,4,,,,,●,50,30004,渋谷区,代々木,代々木4丁目,代々木4丁目,5914,0.17,34788.2,6773,87.3
113086,1311303005,113,30,5,,,,,●,50,30005,渋谷区,代々木,代々木5丁目,代々木5丁目,4016,0.29,13848.3,5716,70.3
113087,1311303100,113,31,0,,,,●,,40,310,渋谷区,千駄ケ谷,,千駄ケ谷,47205,1.16,40694,10156,464.8
113088,1311303101,113,31,1,,,,,●,50,31001,渋谷区,千駄ケ谷,千駄ケ谷1丁目,千駄ケ谷1丁目,4282,0.24,17841.7,1867,229.4
113089,1311303102,113,31,2,,,,,●,50,31002,渋谷区,千駄ケ谷,千駄ケ谷2丁目,千駄ケ谷2丁目,2775,0.09,30833.3,1029,269.7
113090,1311303103,113,31,3,,,,,●,50,31003,渋谷区,千駄ケ谷,千駄ケ谷3丁目,千駄ケ谷3丁目,9407,0.19,49510.5,3149,298.7
113091,1311303104,113,31,4,,,,,●,50,31004,渋谷区,千駄ケ谷,千駄ケ谷4丁目,千駄ケ谷4丁目,8332,0.17,49011.8,1656,503.1
113092,1311303105,113,31,5,,,,,●,50,31005,渋谷区,千駄ケ谷,千駄ケ谷5丁目,千駄ケ谷5丁目,22404,0.27,82977.8,2441,917.8
113093,1311303106,113,31,6,,,,,●,50,31006,渋谷区,千駄ケ谷,千駄ケ谷6丁目,千駄ケ谷6丁目,5,0.2,25,14,35.7
113094,1311303200,113,32,0,,,,●,,40,320,渋谷区,神宮前,,神宮前,42052,1.32,31857.6,12059,348.7
113095,1311303201,113,32,1,,,,,●,50,32001,渋谷区,神宮前,神宮前1丁目,神宮前1丁目,8829,0.22,40131.8,1933,456.8
113096,1311303202,113,32,2,,,,,●,50,32002,渋谷区,神宮前,神宮前2丁目,神宮前2丁目,8939,0.23,38865.2,3100,288.4
113097,1311303203,113,32,3,,,,,●,50,32003,渋谷区,神宮前,神宮前3丁目,神宮前3丁目,6108,0.23,26556.5,3068,199.1
113098,1311303204,113,32,4,,,,,●,50,32004,渋谷区,神宮前,神宮前4丁目,神宮前4丁目,5196,0.17,30564.7,1163,446.8
113099,1311303205,113,32,5,,,,,●,50,32005,渋谷区,神宮前,神宮前5丁目,神宮前5丁目,6763,0.26,26011.5,1863,363
113100,1311303206,113,32,6,,,,,●,50,32006,渋谷区,神宮前,神宮前6丁目,神宮前6丁目,6217,0.21,29604.8,932,667.1
114001,1311400000,114,0,0,,,●,,,30,,中野区,,,中野区,313270,15.59,20094.3,328215,95.4
114002,1311400100,114,1,0,,,,●,,40,10,中野区,南台,,南台,14341,0.81,17704.9,20217,70.9
114003,1311400101,114,1,1,,,,,●,50,1001,中野区,南台,南台1丁目,南台1丁目,1175,0.08,14687.5,1290,91.1
114004,1311400102,114,1,2,,,,,●,50,1002,中野区,南台,南台2丁目,南台2丁目,3502,0.16,21887.5,5346,65.5
114005,1311400103,114,1,3,,,,,●,50,1003,中野区,南台,南台3丁目,南台3丁目,4071,0.21,19385.7,5294,76.9
114006,1311400104,114,1,4,,,,,●,50,1004,中野区,南台,南台4丁目,南台4丁目,2467,0.19,12984.2,4025,61.3
114007,1311400105,114,1,5,,,,,●,50,1005,中野区,南台,南台5丁目,南台5丁目,3126,0.17,18388.2,4262,73.3
114008,1311400200,114,2,0,,,,●,,40,20,中野区,弥生町,,弥生町,20498,1.01,20295,22562,90.9
114009,1311400201,114,2,1,,,,,●,50,2001,中野区,弥生町,弥生町1丁目,弥生町1丁目,5423,0.21,25823.8,6408,84.6
114010,1311400202,114,2,2,,,,,●,50,2002,中野区,弥生町,弥生町2丁目,弥生町2丁目,4936,0.18,27422.2,5005,98.6
114011,1311400203,114,2,3,,,,,●,50,2003,中野区,弥生町,弥生町3丁目,弥生町3丁目,2317,0.11,21063.6,2948,78.6
114012,1311400204,114,2,4,,,,,●,50,2004,中野区,弥生町,弥生町4丁目,弥生町4丁目,2603,0.15,17353.3,3270,79.6
114013,1311400205,114,2,5,,,,,●,50,2005,中野区,弥生町,弥生町5丁目,弥生町5丁目,4156,0.27,15392.6,3220,129.1
114014,1311400206,114,2,6,,,,,●,50,2006,中野区,弥生町,弥生町6丁目,弥生町6丁目,1063,0.09,11811.1,1711,62.1
114015,1311400300,114,3,0,,,,●,,40,30,中野区,本町,,本町,35355,1.06,33353.8,29410,120.2
114016,1311400301,114,3,1,,,,,●,50,3001,中野区,本町,本町1丁目,本町1丁目,5700,0.12,47500,3735,152.6
114017,1311400302,114,3,2,,,,,●,50,3002,中野区,本町,本町2丁目,本町2丁目,11022,0.22,50100,4599,239.7
114018,1311400303,114,3,3,,,,,●,50,3003,中野区,本町,本町3丁目,本町3丁目,4870,0.17,28647.1,5567,87.5
114019,1311400304,114,3,4,,,,,●,50,3004,中野区,本町,本町4丁目,本町4丁目,6101,0.22,27731.8,6953,87.7
114020,1311400305,114,3,5,,,,,●,50,3005,中野区,本町,本町5丁目,本町5丁目,2977,0.16,18606.3,3750,79.4
114021,1311400306,114,3,6,,,,,●,50,3006,中野区,本町,本町6丁目,本町6丁目,4685,0.17,27558.8,4806,97.5
114022,1311400400,114,4,0,,,,●,,40,40,中野区,中央,,中央,32413,1.16,27942.2,29189,111
114023,1311400401,114,4,1,,,,,●,50,4001,中野区,中央,中央1丁目,中央1丁目,6726,0.23,29243.5,5672,118.6
114024,1311400402,114,4,2,,,,,●,50,4002,中野区,中央,中央2丁目,中央2丁目,8709,0.3,29030,6397,136.1
114025,1311400403,114,4,3,,,,,●,50,4003,中野区,中央,中央3丁目,中央3丁目,5026,0.2,25130,5370,93.6
114026,1311400404,114,4,4,,,,,●,50,4004,中野区,中央,中央4丁目,中央4丁目,6322,0.23,27487,6516,97
114027,1311400405,114,4,5,,,,,●,50,4005,中野区,中央,中央5丁目,中央5丁目,5630,0.2,28150,5234,107.6
114028,1311400500,114,5,0,,,,●,,40,50,中野区,東中野,,東中野,22025,0.95,23184.2,23275,94.6
114029,1311400501,114,5,1,,,,,●,50,5001,中野区,東中野,東中野1丁目,東中野1丁目,4994,0.24,20808.3,6586,75.8
114030,1311400502,114,5,2,,,,,●,50,5002,中野区,東中野,東中野2丁目,東中野2丁目,3195,0.22,14522.7,4455,71.7
114031,1311400503,114,5,3,,,,,●,50,5003,中野区,東中野,東中野3丁目,東中野3丁目,6331,0.16,39568.8,3203,197.7
114032,1311400504,114,5,4,,,,,●,50,5004,中野区,東中野,東中野4丁目,東中野4丁目,4115,0.16,25718.8,4088,100.7
114033,1311400505,114,5,5,,,,,●,50,5005,中野区,東中野,東中野5丁目,東中野5丁目,3390,0.17,19941.2,4943,68.6
114034,1311400600,114,6,0,,,,●,,40,60,中野区,中野,,中野,57046,1.47,38806.8,27022,211.1
114035,1311400601,114,6,1,,,,,●,50,6001,中野区,中野,中野1丁目,中野1丁目,5855,0.25,23420,5915,99
114036,1311400602,114,6,2,,,,,●,50,6002,中野区,中野,中野2丁目,中野2丁目,5048,0.21,24038.1,2593,194.7
114037,1311400603,114,6,3,,,,,●,50,6003,中野区,中野,中野3丁目,中野3丁目,7640,0.24,31833.3,5984,127.7
114038,1311400604,114,6,4,,,,,●,50,6004,中野区,中野,中野4丁目,中野4丁目,22569,0.32,70528.1,2266,996
114039,1311400605,114,6,5,,,,,●,50,6005,中野区,中野,中野5丁目,中野5丁目,12833,0.3,42776.7,6562,195.6
114040,1311400606,114,6,6,,,,,●,50,6006,中野区,中野,中野6丁目,中野6丁目,3101,0.15,20673.3,3702,83.8
114041,1311400700,114,7,0,,,,●,,40,70,中野区,上高田,,上高田,16080,1.01,15920.8,20809,77.3
114042,1311400701,114,7,1,,,,,●,50,7001,中野区,上高田,上高田1丁目,上高田1丁目,4077,0.27,15100,5556,73.4
114043,1311400702,114,7,2,,,,,●,50,7002,中野区,上高田,上高田2丁目,上高田2丁目,4206,0.2,21030,5084,82.7
114044,1311400703,114,7,3,,,,,●,50,7003,中野区,上高田,上高田3丁目,上高田3丁目,2448,0.13,18830.8,3314,73.9
114045,1311400704,114,7,4,,,,,●,50,7004,中野区,上高田,上高田4丁目,上高田4丁目,2215,0.19,11657.9,3770,58.8
114046,1311400705,114,7,5,,,,,●,50,7005,中野区,上高田,上高田5丁目,上高田5丁目,3134,0.22,14245.5,3085,101.6
114047,1311400800,114,8,0,,,,●,,40,80,中野区,新井,,新井,15548,0.81,19195.1,18225,85.3
114048,1311400801,114,8,1,,,,,●,50,8001,中野区,新井,新井1丁目,新井1丁目,4428,0.15,29520,4306,102.8
114049,1311400802,114,8,2,,,,,●,50,8002,中野区,新井,新井2丁目,新井2丁目,4439,0.2,22195,5359,82.8
114050,1311400803,114,8,3,,,,,●,50,8003,中野区,新井,新井3丁目,新井3丁目,2524,0.24,10516.7,2971,85
114051,1311400804,114,8,4,,,,,●,50,8004,中野区,新井,新井4丁目,新井4丁目,2310,0.12,19250,3113,74.2
114052,1311400805,114,8,5,,,,,●,50,8005,中野区,新井,新井5丁目,新井5丁目,1847,0.1,18470,2476,74.6
114053,1311400900,114,9,0,,,,●,,40,90,中野区,沼袋,,沼袋,9861,0.67,14717.9,13506,73
114054,1311400901,114,9,1,,,,,●,50,9001,中野区,沼袋,沼袋1丁目,沼袋1丁目,2776,0.17,16329.4,3418,81.2
114055,1311400902,114,9,2,,,,,●,50,9002,中野区,沼袋,沼袋2丁目,沼袋2丁目,2446,0.18,13588.9,3426,71.4
114056,1311400903,114,9,3,,,,,●,50,9003,中野区,沼袋,沼袋3丁目,沼袋3丁目,2221,0.16,13881.3,3203,69.3
114057,1311400904,114,9,4,,,,,●,50,9004,中野区,沼袋,沼袋4丁目,沼袋4丁目,2418,0.16,15112.5,3459,69.9
114058,1311401000,114,10,0,,,,●,,40,100,中野区,松が丘,,松が丘,4707,0.38,12386.8,6410,73.4
114059,1311401001,114,10,1,,,,,●,50,10001,中野区,松が丘,松が丘1丁目,松が丘1丁目,2466,0.21,11742.9,3278,75.2
114060,1311401002,114,10,2,,,,,●,50,10002,中野区,松が丘,松が丘2丁目,松が丘2丁目,2241,0.17,13182.4,3132,71.6
114061,1311401100,114,11,0,,,,●,,40,110,中野区,江原町,,江原町,7614,0.52,14642.3,8952,85.1
114062,1311401101,114,11,1,,,,,●,50,11001,中野区,江原町,江原町1丁目,江原町1丁目,3694,0.21,17590.5,3233,114.3
