地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口(人）,面積（平方キロメートル）,人口密度（人／平方キロメートル）,常住人口(人）,昼間・常住人口比率（％）
114063,1311401102,114,11,2,,,,,●,50,11002,中野区,江原町,江原町2丁目,江原町2丁目,2329,0.18,12938.9,3346,69.6
114064,1311401103,114,11,3,,,,,●,50,11003,中野区,江原町,江原町3丁目,江原町3丁目,1591,0.13,12238.5,2373,67
114065,1311401200,114,12,0,,,,●,,40,120,中野区,江古田,,江古田,10407,0.76,13693.4,12038,86.5
114066,1311401201,114,12,1,,,,,●,50,12001,中野区,江古田,江古田1丁目,江古田1丁目,2153,0.19,11331.6,3249,66.3
114067,1311401202,114,12,2,,,,,●,50,12002,中野区,江古田,江古田2丁目,江古田2丁目,2465,0.12,20541.7,2580,95.5
114068,1311401203,114,12,3,,,,,●,50,12003,中野区,江古田,江古田3丁目,江古田3丁目,2199,0.23,9560.9,1673,131.4
114069,1311401204,114,12,4,,,,,●,50,12004,中野区,江古田,江古田4丁目,江古田4丁目,3590,0.22,16318.2,4536,79.1
114070,1311401300,114,13,0,,,,●,,40,130,中野区,丸山,,丸山,4288,0.28,15314.3,5010,85.6
114071,1311401301,114,13,1,,,,,●,50,13001,中野区,丸山,丸山1丁目,丸山1丁目,2156,0.14,15400,2043,105.5
114072,1311401302,114,13,2,,,,,●,50,13002,中野区,丸山,丸山2丁目,丸山2丁目,2132,0.14,15228.6,2967,71.9
114073,1311401400,114,14,0,,,,●,,40,140,中野区,野方,,野方,15068,0.92,16378.3,21095,71.4
114074,1311401401,114,14,1,,,,,●,50,14001,中野区,野方,野方1丁目,野方1丁目,3131,0.19,16478.9,4903,63.9
114075,1311401402,114,14,2,,,,,●,50,14002,中野区,野方,野方2丁目,野方2丁目,2627,0.2,13135,4938,53.2
114076,1311401403,114,14,3,,,,,●,50,14003,中野区,野方,野方3丁目,野方3丁目,2058,0.12,17150,2657,77.5
114077,1311401404,114,14,4,,,,,●,50,14004,中野区,野方,野方4丁目,野方4丁目,2129,0.15,14193.3,3263,65.2
114078,1311401405,114,14,5,,,,,●,50,14005,中野区,野方,野方5丁目,野方5丁目,2285,0.11,20772.7,2128,107.4
114079,1311401406,114,14,6,,,,,●,50,14006,中野区,野方,野方6丁目,野方6丁目,2838,0.15,18920,3206,88.5
114080,1311401500,114,15,0,,,,●,,40,150,中野区,大和町,,大和町,10452,0.71,14721.1,15630,66.9
114081,1311401501,114,15,1,,,,,●,50,15001,中野区,大和町,大和町1丁目,大和町1丁目,3913,0.2,19565,5095,76.8
114082,1311401502,114,15,2,,,,,●,50,15002,中野区,大和町,大和町2丁目,大和町2丁目,2047,0.15,13646.7,3226,63.5
114083,1311401503,114,15,3,,,,,●,50,15003,中野区,大和町,大和町3丁目,大和町3丁目,2070,0.15,13800,3542,58.4
114084,1311401504,114,15,4,,,,,●,50,15004,中野区,大和町,大和町4丁目,大和町4丁目,2422,0.21,11533.3,3767,64.3
114085,1311401600,114,16,0,,,,●,,40,160,中野区,若宮,,若宮,8964,0.67,13379.1,12868,69.7
114086,1311401601,114,16,1,,,,,●,50,16001,中野区,若宮,若宮1丁目,若宮1丁目,2353,0.19,12384.2,4081,57.7
114087,1311401602,114,16,2,,,,,●,50,16002,中野区,若宮,若宮2丁目,若宮2丁目,2367,0.21,11271.4,4031,58.7
114088,1311401603,114,16,3,,,,,●,50,16003,中野区,若宮,若宮3丁目,若宮3丁目,4244,0.27,15718.5,4756,89.2
114089,1311401700,114,17,0,,,,●,,40,170,中野区,白鷺,,白鷺,7026,0.62,11332.3,11371,61.8
114090,1311401701,114,17,1,,,,,●,50,17001,中野区,白鷺,白鷺1丁目,白鷺1丁目,2566,0.22,11663.6,4083,62.8
114091,1311401702,114,17,2,,,,,●,50,17002,中野区,白鷺,白鷺2丁目,白鷺2丁目,2485,0.22,11295.5,4164,59.7
114092,1311401703,114,17,3,,,,,●,50,17003,中野区,白鷺,白鷺3丁目,白鷺3丁目,1975,0.18,10972.2,3124,63.2
114093,1311401800,114,18,0,,,,●,,40,180,中野区,鷺宮,,鷺宮,11437,0.87,13146,16782,68.2
114094,1311401801,114,18,1,,,,,●,50,18001,中野区,鷺宮,鷺宮1丁目,鷺宮1丁目,2010,0.13,15461.5,2679,75
114095,1311401802,114,18,2,,,,,●,50,18002,中野区,鷺宮,鷺宮2丁目,鷺宮2丁目,1052,0.09,11688.9,1486,70.8
114096,1311401803,114,18,3,,,,,●,50,18003,中野区,鷺宮,鷺宮3丁目,鷺宮3丁目,3232,0.18,17955.6,3579,90.3
114097,1311401804,114,18,4,,,,,●,50,18004,中野区,鷺宮,鷺宮4丁目,鷺宮4丁目,2044,0.2,10220,3085,66.3
114098,1311401805,114,18,5,,,,,●,50,18005,中野区,鷺宮,鷺宮5丁目,鷺宮5丁目,1336,0.11,12145.5,2416,55.3
114099,1311401806,114,18,6,,,,,●,50,18006,中野区,鷺宮,鷺宮6丁目,鷺宮6丁目,1763,0.16,11018.8,3537,49.8
114100,1311401900,114,19,0,,,,●,,40,190,中野区,上鷺宮,,上鷺宮,10139,0.91,11141.8,13844,73.2
114101,1311401901,114,19,1,,,,,●,50,19001,中野区,上鷺宮,上鷺宮1丁目,上鷺宮1丁目,1571,0.14,11221.4,2284,68.8
114102,1311401902,114,19,2,,,,,●,50,19002,中野区,上鷺宮,上鷺宮2丁目,上鷺宮2丁目,2441,0.21,11623.8,2783,87.7
114103,1311401903,114,19,3,,,,,●,50,19003,中野区,上鷺宮,上鷺宮3丁目,上鷺宮3丁目,1741,0.14,12435.7,2538,68.6
114104,1311401904,114,19,4,,,,,●,50,19004,中野区,上鷺宮,上鷺宮4丁目,上鷺宮4丁目,1592,0.14,11371.4,2485,64.1
114105,1311401905,114,19,5,,,,,●,50,19005,中野区,上鷺宮,上鷺宮5丁目,上鷺宮5丁目,2794,0.28,9978.6,3754,74.4
115001,1311500000,115,0,0,,,●,,,30,,杉並区,,,杉並区,479975,34.06,14092,563997,85.1
115002,1311500100,115,1,0,,,,●,,40,10,杉並区,方南,,方南,8766,0.56,15653.6,12473,70.3
115003,1311500101,115,1,1,,,,,●,50,1001,杉並区,方南,方南1丁目,方南1丁目,5204,0.34,15305.9,7920,65.7
115004,1311500102,115,1,2,,,,,●,50,1002,杉並区,方南,方南2丁目,方南2丁目,3562,0.22,16190.9,4553,78.2
115005,1311500200,115,2,0,,,,●,,40,20,杉並区,和泉,,和泉,24411,1.55,15749,27682,88.2
115006,1311500201,115,2,1,,,,,●,50,2001,杉並区,和泉,和泉1丁目,和泉1丁目,4840,0.25,19360,5796,83.5
115007,1311500202,115,2,2,,,,,●,50,2002,杉並区,和泉,和泉2丁目,和泉2丁目,8476,0.44,19263.6,7227,117.3
115008,1311500203,115,2,3,,,,,●,50,2003,杉並区,和泉,和泉3丁目,和泉3丁目,4743,0.46,10310.9,6718,70.6
115009,1311500204,115,2,4,,,,,●,50,2004,杉並区,和泉,和泉4丁目,和泉4丁目,6352,0.4,15880,7941,80
115010,1311500300,115,3,0,,,,●,,40,30,杉並区,下高井戸,,下高井戸,15384,1.43,10758,19884,77.4
115011,1311500301,115,3,1,,,,,●,50,3001,杉並区,下高井戸,下高井戸1丁目,下高井戸1丁目,3826,0.26,14715.4,4731,80.9
115012,1311500302,115,3,2,,,,,●,50,3002,杉並区,下高井戸,下高井戸2丁目,下高井戸2丁目,2401,0.24,10004.2,3168,75.8
115013,1311500303,115,3,3,,,,,●,50,3003,杉並区,下高井戸,下高井戸3丁目,下高井戸3丁目,2547,0.28,9096.4,3643,69.9
115014,1311500304,115,3,4,,,,,●,50,3004,杉並区,下高井戸,下高井戸4丁目,下高井戸4丁目,3850,0.32,12031.3,5400,71.3
115015,1311500305,115,3,5,,,,,●,50,3005,杉並区,下高井戸,下高井戸5丁目,下高井戸5丁目,2760,0.33,8363.6,2942,93.8
115016,1311500400,115,4,0,,,,●,,40,40,杉並区,永福,,永福,13784,1.3,10603.1,15304,90.1
115017,1311500401,115,4,1,,,,,●,50,4001,杉並区,永福,永福1丁目,永福1丁目,3634,0.45,8075.6,3214,113.1
115018,1311500402,115,4,2,,,,,●,50,4002,杉並区,永福,永福2丁目,永福2丁目,4136,0.33,12533.3,4493,92.1
115019,1311500403,115,4,3,,,,,●,50,4003,杉並区,永福,永福3丁目,永福3丁目,3266,0.29,11262.1,3979,82.1
115020,1311500404,115,4,4,,,,,●,50,4004,杉並区,永福,永福4丁目,永福4丁目,2748,0.23,11947.8,3618,76
115021,1311500500,115,5,0,,,,●,,40,50,杉並区,浜田山,,浜田山,12430,1.09,11403.7,16883,73.6
115022,1311500501,115,5,1,,,,,●,50,5001,杉並区,浜田山,浜田山1丁目,浜田山1丁目,1994,0.27,7385.2,3951,50.5
115023,1311500502,115,5,2,,,,,●,50,5002,杉並区,浜田山,浜田山2丁目,浜田山2丁目,1716,0.22,7800,2793,61.4
115024,1311500503,115,5,3,,,,,●,50,5003,杉並区,浜田山,浜田山3丁目,浜田山3丁目,3936,0.27,14577.8,4305,91.4
115025,1311500504,115,5,4,,,,,●,50,5004,杉並区,浜田山,浜田山4丁目,浜田山4丁目,4784,0.33,14497,5834,82
115026,1311500600,115,6,0,,,,●,,40,60,杉並区,和田,,和田,19530,1.03,18961.2,20145,96.9
115027,1311500601,115,6,1,,,,,●,50,6001,杉並区,和田,和田1丁目,和田1丁目,9019,0.45,20042.2,9202,98
115028,1311500602,115,6,2,,,,,●,50,6002,杉並区,和田,和田2丁目,和田2丁目,5489,0.29,18927.6,4140,132.6
115029,1311500603,115,6,3,,,,,●,50,6003,杉並区,和田,和田3丁目,和田3丁目,5022,0.29,17317.2,6803,73.8
115030,1311500700,115,7,0,,,,●,,40,70,杉並区,堀ノ内,,堀ノ内,15041,1.03,14602.9,19375,77.6
115031,1311500701,115,7,1,,,,,●,50,7001,杉並区,堀ノ内,堀ノ内1丁目,堀ノ内1丁目,4682,0.39,12005.1,4787,97.8
115032,1311500702,115,7,2,,,,,●,50,7002,杉並区,堀ノ内,堀ノ内2丁目,堀ノ内2丁目,5337,0.33,16172.7,7434,71.8
115033,1311500703,115,7,3,,,,,●,50,7003,杉並区,堀ノ内,堀ノ内3丁目,堀ノ内3丁目,5022,0.31,16200,7154,70.2
115034,1311500800,115,8,0,,,,●,,40,80,杉並区,松ノ木,,松ノ木,4555,0.54,8435.2,7698,59.2
115035,1311500801,115,8,1,,,,,●,50,8001,杉並区,松ノ木,松ノ木1丁目,松ノ木1丁目,1452,0.22,6600,2075,70
115036,1311500802,115,8,2,,,,,●,50,8002,杉並区,松ノ木,松ノ木2丁目,松ノ木2丁目,1474,0.16,9212.5,2709,54.4
115037,1311500803,115,8,3,,,,,●,50,8003,杉並区,松ノ木,松ノ木3丁目,松ノ木3丁目,1629,0.16,10181.3,2914,55.9
115038,1311500900,115,9,0,,,,●,,40,90,杉並区,大宮,,大宮,4965,0.51,9735.3,3762,132
115039,1311500901,115,9,1,,,,,●,50,9001,杉並区,大宮,大宮1丁目,大宮1丁目,1427,0.24,5945.8,2287,62.4
115040,1311500902,115,9,2,,,,,●,50,9002,杉並区,大宮,大宮2丁目,大宮2丁目,3538,0.27,13103.7,1475,239.9
115041,1311501000,115,10,0,,,,●,,40,100,杉並区,梅里,,梅里,7311,0.37,19759.5,8320,87.9
115042,1311501001,115,10,1,,,,,●,50,10001,杉並区,梅里,梅里1丁目,梅里1丁目,4028,0.18,22377.8,3236,124.5
115043,1311501002,115,10,2,,,,,●,50,10002,杉並区,梅里,梅里2丁目,梅里2丁目,3283,0.19,17278.9,5084,64.6
115044,1311501100,115,11,0,,,,●,,40,110,杉並区,高円寺南,,高円寺南,31961,1.29,24776,32316,98.9
115045,1311501101,115,11,1,,,,,●,50,11001,杉並区,高円寺南,高円寺南1丁目,高円寺南1丁目,5300,0.23,23043.5,6389,83
115046,1311501102,115,11,2,,,,,●,50,11002,杉並区,高円寺南,高円寺南2丁目,高円寺南2丁目,8529,0.32,26653.1,7210,118.3
115047,1311501103,115,11,3,,,,,●,50,11003,杉並区,高円寺南,高円寺南3丁目,高円寺南3丁目,5842,0.3,19473.3,7879,74.1
115048,1311501104,115,11,4,,,,,●,50,11004,杉並区,高円寺南,高円寺南4丁目,高円寺南4丁目,8373,0.19,44068.4,4414,189.7
115049,1311501105,115,11,5,,,,,●,50,11005,杉並区,高円寺南,高円寺南5丁目,高円寺南5丁目,3917,0.25,15668,6424,61
115050,1311501200,115,12,0,,,,●,,40,120,杉並区,高円寺北,,高円寺北,16162,0.74,21840.5,16417,98.4
115051,1311501201,115,12,1,,,,,●,50,12001,杉並区,高円寺北,高円寺北1丁目,高円寺北1丁目,1949,0.15,12993.3,2677,72.8
115052,1311501202,115,12,2,,,,,●,50,12002,杉並区,高円寺北,高円寺北2丁目,高円寺北2丁目,6134,0.19,32284.2,4431,138.4
115053,1311501203,115,12,3,,,,,●,50,12003,杉並区,高円寺北,高円寺北3丁目,高円寺北3丁目,5419,0.2,27095,5676,95.5
115054,1311501204,115,12,4,,,,,●,50,12004,杉並区,高円寺北,高円寺北4丁目,高円寺北4丁目,2660,0.2,13300,3633,73.2
115055,1311501300,115,13,0,,,,●,,40,130,杉並区,阿佐谷南,,阿佐谷南,22853,0.87,26267.8,19099,119.7
115056,1311501301,115,13,1,,,,,●,50,13001,杉並区,阿佐谷南,阿佐谷南1丁目,阿佐谷南1丁目,9717,0.37,26262.2,7636,127.3
115057,1311501302,115,13,2,,,,,●,50,13002,杉並区,阿佐谷南,阿佐谷南2丁目,阿佐谷南2丁目,4824,0.17,28376.5,3727,129.4
115058,1311501303,115,13,3,,,,,●,50,13003,杉並区,阿佐谷南,阿佐谷南3丁目,阿佐谷南3丁目,8312,0.33,25187.9,7736,107.4
115059,1311501400,115,14,0,,,,●,,40,140,杉並区,阿佐谷北,,阿佐谷北,18234,1.2,15195,24296,75
115060,1311501401,115,14,1,,,,,●,50,14001,杉並区,阿佐谷北,阿佐谷北1丁目,阿佐谷北1丁目,5937,0.26,22834.6,4660,127.4
115061,1311501402,115,14,2,,,,,●,50,14002,杉並区,阿佐谷北,阿佐谷北2丁目,阿佐谷北2丁目,3545,0.19,18657.9,4336,81.8
115062,1311501403,115,14,3,,,,,●,50,14003,杉並区,阿佐谷北,阿佐谷北3丁目,阿佐谷北3丁目,2528,0.19,13305.3,4067,62.2
115063,1311501404,115,14,4,,,,,●,50,14004,杉並区,阿佐谷北,阿佐谷北4丁目,阿佐谷北4丁目,2484,0.16,15525,4138,60
115064,1311501405,115,14,5,,,,,●,50,14005,杉並区,阿佐谷北,阿佐谷北5丁目,阿佐谷北5丁目,1918,0.21,9133.3,3712,51.7
115065,1311501406,115,14,6,,,,,●,50,14006,杉並区,阿佐谷北,阿佐谷北6丁目,阿佐谷北6丁目,1822,0.19,9589.5,3383,53.9
115066,1311501500,115,15,0,,,,●,,40,150,杉並区,天沼,,天沼,13638,0.74,18429.7,15632,87.2
115067,1311501501,115,15,1,,,,,●,50,15001,杉並区,天沼,天沼1丁目,天沼1丁目,3691,0.22,16777.3,4128,89.4
115068,1311501502,115,15,2,,,,,●,50,15002,杉並区,天沼,天沼2丁目,天沼2丁目,3821,0.26,14696.2,5305,72
115069,1311501503,115,15,3,,,,,●,50,15003,杉並区,天沼,天沼3丁目,天沼3丁目,6126,0.26,23561.5,6199,98.8
115070,1311501600,115,16,0,,,,●,,40,160,杉並区,本天沼,,本天沼,6998,0.64,10934.4,11291,62
115071,1311501601,115,16,1,,,,,●,50,16001,杉並区,本天沼,本天沼1丁目,本天沼1丁目,2415,0.14,17250,3303,73.1
115072,1311501602,115,16,2,,,,,●,50,16002,杉並区,本天沼,本天沼2丁目,本天沼2丁目,2423,0.27,8974.1,4368,55.5
115073,1311501603,115,16,3,,,,,●,50,16003,杉並区,本天沼,本天沼3丁目,本天沼3丁目,2160,0.23,9391.3,3620,59.7
115074,1311501700,115,17,0,,,,●,,40,170,杉並区,成田西,,成田西,7460,0.89,8382,8722,85.5
115075,1311501701,115,17,1,,,,,●,50,17001,杉並区,成田西,成田西1丁目,成田西1丁目,1453,0.23,6317.4,2770,52.5
115076,1311501702,115,17,2,,,,,●,50,17002,杉並区,成田西,成田西2丁目,成田西2丁目,2737,0.25,10948,2962,92.4
115077,1311501703,115,17,3,,,,,●,50,17003,杉並区,成田西,成田西3丁目,成田西3丁目,1698,0.24,7075,2055,82.6
115078,1311501704,115,17,4,,,,,●,50,17004,杉並区,成田西,成田西4丁目,成田西4丁目,1572,0.17,9247.1,935,168.1
115079,1311501800,115,18,0,,,,●,,40,180,杉並区,成田東,,成田東,15010,1.19,12613.4,21199,70.8
115080,1311501801,115,18,1,,,,,●,50,18001,杉並区,成田東,成田東1丁目,成田東1丁目,3104,0.25,12416,4653,66.7
115081,1311501802,115,18,2,,,,,●,50,18002,杉並区,成田東,成田東2丁目,成田東2丁目,1863,0.24,7762.5,3393,54.9
115082,1311501803,115,18,3,,,,,●,50,18003,杉並区,成田東,成田東3丁目,成田東3丁目,1820,0.2,9100,3251,56
115083,1311501804,115,18,4,,,,,●,50,18004,杉並区,成田東,成田東4丁目,成田東4丁目,4179,0.26,16073.1,3979,105
115084,1311501805,115,18,5,,,,,●,50,18005,杉並区,成田東,成田東5丁目,成田東5丁目,4044,0.24,16850,5923,68.3
115085,1311501900,115,19,0,,,,●,,40,190,杉並区,荻窪,,荻窪,22200,1.27,17480.3,24329,91.2
115086,1311501901,115,19,1,,,,,●,50,19001,杉並区,荻窪,荻窪1丁目,荻窪1丁目,3351,0.32,10471.9,5008,66.9
115087,1311501902,115,19,2,,,,,●,50,19002,杉並区,荻窪,荻窪2丁目,荻窪2丁目,2315,0.25,9260,4055,57.1
115088,1311501903,115,19,3,,,,,●,50,19003,杉並区,荻窪,荻窪3丁目,荻窪3丁目,3151,0.3,10503.3,6072,51.9
115089,1311501904,115,19,4,,,,,●,50,19004,杉並区,荻窪,荻窪4丁目,荻窪4丁目,4799,0.21,22852.4,4228,113.5
115090,1311501905,115,19,5,,,,,●,50,19005,杉並区,荻窪,荻窪5丁目,荻窪5丁目,8584,0.19,45178.9,4966,172.9
115091,1311502000,115,20,0,,,,●,,40,200,杉並区,南荻窪,,南荻窪,8158,0.88,9270.5,13525,60.3
115092,1311502001,115,20,1,,,,,●,50,20001,杉並区,南荻窪,南荻窪1丁目,南荻窪1丁目,2071,0.23,9004.3,3609,57.4
115093,1311502002,115,20,2,,,,,●,50,20002,杉並区,南荻窪,南荻窪2丁目,南荻窪2丁目,1875,0.25,7500,3772,49.7
115094,1311502003,115,20,3,,,,,●,50,20003,杉並区,南荻窪,南荻窪3丁目,南荻窪3丁目,1728,0.21,8228.6,2776,62.2
115095,1311502004,115,20,4,,,,,●,50,20004,杉並区,南荻窪,南荻窪4丁目,南荻窪4丁目,2484,0.19,13073.7,3368,73.8
115096,1311502100,115,21,0,,,,●,,40,210,杉並区,上荻,,上荻,15375,0.77,19967.5,12951,118.7
115097,1311502101,115,21,1,,,,,●,50,21001,杉並区,上荻,上荻1丁目,上荻1丁目,8404,0.16,52525,1600,525.3
115098,1311502102,115,21,2,,,,,●,50,21002,杉並区,上荻,上荻2丁目,上荻2丁目,3195,0.26,12288.5,4872,65.6
115099,1311502103,115,21,3,,,,,●,50,21003,杉並区,上荻,上荻3丁目,上荻3丁目,1603,0.18,8905.6,2959,54.2
115100,1311502104,115,21,4,,,,,●,50,21004,杉並区,上荻,上荻4丁目,上荻4丁目,2173,0.17,12782.4,3520,61.7
115101,1311502200,115,22,0,,,,●,,40,220,杉並区,西荻南,,西荻南,10093,0.61,16545.9,11666,86.5
115102,1311502201,115,22,1,,,,,●,50,22001,杉並区,西荻南,西荻南1丁目,西荻南1丁目,1641,0.18,9116.7,2493,65.8
115103,1311502202,115,22,2,,,,,●,50,22002,杉並区,西荻南,西荻南2丁目,西荻南2丁目,3304,0.15,22026.7,3887,85
115104,1311502203,115,22,3,,,,,●,50,22003,杉並区,西荻南,西荻南3丁目,西荻南3丁目,3545,0.12,29541.7,2492,142.3
115105,1311502204,115,22,4,,,,,●,50,22004,杉並区,西荻南,西荻南4丁目,西荻南4丁目,1603,0.16,10018.8,2794,57.4
115106,1311502300,115,23,0,,,,●,,40,230,杉並区,西荻北,,西荻北,13791,0.84,16417.9,17858,77.2
115107,1311502301,115,23,1,,,,,●,50,23001,杉並区,西荻北,西荻北1丁目,西荻北1丁目,1405,0.12,11708.3,2458,57.2
115108,1311502302,115,23,2,,,,,●,50,23002,杉並区,西荻北,西荻北2丁目,西荻北2丁目,4615,0.21,21976.2,4553,101.4
115109,1311502303,115,23,3,,,,,●,50,23003,杉並区,西荻北,西荻北3丁目,西荻北3丁目,4104,0.19,21600,5132,80
115110,1311502304,115,23,4,,,,,●,50,23004,杉並区,西荻北,西荻北4丁目,西荻北4丁目,2429,0.2,12145,3883,62.6
115111,1311502305,115,23,5,,,,,●,50,23005,杉並区,西荻北,西荻北5丁目,西荻北5丁目,1238,0.12,10316.7,1832,67.6
115112,1311502400,115,24,0,,,,●,,40,240,杉並区,今川,,今川,8502,0.66,12881.8,9508,89.4
115113,1311502401,115,24,1,,,,,●,50,24001,杉並区,今川,今川1丁目,今川1丁目,1178,0.14,8414.3,2427,48.5
115114,1311502402,115,24,2,,,,,●,50,24002,杉並区,今川,今川2丁目,今川2丁目,2588,0.18,14377.8,1949,132.8
115115,1311502403,115,24,3,,,,,●,50,24003,杉並区,今川,今川3丁目,今川3丁目,3502,0.2,17510,2873,121.9
115116,1311502404,115,24,4,,,,,●,50,24004,杉並区,今川,今川4丁目,今川4丁目,1234,0.14,8814.3,2259,54.6
115117,1311502500,115,25,0,,,,●,,40,250,杉並区,清水,,清水,5717,0.6,9528.3,8404,68
115118,1311502501,115,25,1,,,,,●,50,25001,杉並区,清水,清水1丁目,清水1丁目,1844,0.18,10244.4,3107,59.3
115119,1311502502,115,25,2,,,,,●,50,25002,杉並区,清水,清水2丁目,清水2丁目,1030,0.16,6437.5,1843,55.9
115120,1311502503,115,25,3,,,,,●,50,25003,杉並区,清水,清水3丁目,清水3丁目,2843,0.26,10934.6,3454,82.3
115121,1311502600,115,26,0,,,,●,,40,260,杉並区,桃井,,桃井,9106,0.58,15700,11856,76.8
115122,1311502601,115,26,1,,,,,●,50,26001,杉並区,桃井,桃井1丁目,桃井1丁目,2283,0.21,10871.4,3785,60.3
115123,1311502602,115,26,2,,,,,●,50,26002,杉並区,桃井,桃井2丁目,桃井2丁目,2946,0.13,22661.5,2662,110.7
115124,1311502603,115,26,3,,,,,●,50,26003,杉並区,桃井,桃井3丁目,桃井3丁目,2091,0.12,17425,2877,72.7
115125,1311502604,115,26,4,,,,,●,50,26004,杉並区,桃井,桃井4丁目,桃井4丁目,1786,0.12,14883.3,2532,70.5
115126,1311502700,115,27,0,,,,●,,40,270,杉並区,井草,,井草,13001,1.03,12622.3,16505,78.8
115127,1311502701,115,27,1,,,,,●,50,27001,杉並区,井草,井草1丁目,井草1丁目,2695,0.25,10780,4388,61.4
115128,1311502702,115,27,2,,,,,●,50,27002,杉並区,井草,井草2丁目,井草2丁目,3745,0.26,14403.8,5877,63.7
115129,1311502703,115,27,3,,,,,●,50,27003,杉並区,井草,井草3丁目,井草3丁目,2376,0.19,12505.3,2611,91
115130,1311502704,115,27,4,,,,,●,50,27004,杉並区,井草,井草4丁目,井草4丁目,2541,0.18,14116.7,1764,144
115131,1311502705,115,27,5,,,,,●,50,27005,杉並区,井草,井草5丁目,井草5丁目,1644,0.15,10960,1865,88.2
115132,1311502800,115,28,0,,,,●,,40,280,杉並区,下井草,,下井草,13106,1.12,11701.8,18182,72.1
115133,1311502801,115,28,1,,,,,●,50,28001,杉並区,下井草,下井草1丁目,下井草1丁目,2151,0.18,11950,3221,66.8
115134,1311502802,115,28,2,,,,,●,50,28002,杉並区,下井草,下井草2丁目,下井草2丁目,2912,0.26,11200,4137,70.4
115135,1311502803,115,28,3,,,,,●,50,28003,杉並区,下井草,下井草3丁目,下井草3丁目,2911,0.28,10396.4,4667,62.4
115136,1311502804,115,28,4,,,,,●,50,28004,杉並区,下井草,下井草4丁目,下井草4丁目,3011,0.25,12044,3657,82.3
115137,1311502805,115,28,5,,,,,●,50,28005,杉並区,下井草,下井草5丁目,下井草5丁目,2121,0.15,14140,2500,84.8
115138,1311502900,115,29,0,,,,●,,40,290,杉並区,上井草,,上井草,12967,1.14,11374.6,15630,83
115139,1311502901,115,29,1,,,,,●,50,29001,杉並区,上井草,上井草1丁目,上井草1丁目,2638,0.21,12561.9,3563,74
115140,1311502902,115,29,2,,,,,●,50,29002,杉並区,上井草,上井草2丁目,上井草2丁目,4501,0.33,13639.4,5420,83
