産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
3,H,48,481,港湾運送業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,482,貨物運送取扱業（集配利用運送業を除く）,2,4,2,2,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,483,運送代理店,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,484,こん包業,8,18,11,7,7,13,7,6,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,485,運輸施設提供業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,489,その他の運輸に附帯するサービス業,5,18,9,9,3,6,5,1,2,12,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,H,49,000,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,49,490,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,49,491,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,I,00,000,卸売業，小売業,29429,93138,48266,44564,25732,49705,25674,23980,1835,11505,5248,6226,1324,18571,10104,8330,473,10811,6032,4690,55,1900,1088,812,7,424,109,315,-,-,-,-,1,222,11,211,-,-,-,-,-,-,-,-,2
2,I,50,000,各種商品卸売業,3,9,8,1,3,9,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,50,500,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,50,501,各種商品卸売業,3,9,8,1,3,9,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,51,000,繊維・衣服等卸売業,304,693,372,320,287,557,320,236,13,76,35,41,3,39,7,32,1,21,10,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,510,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,511,繊維品卸売業（衣服，身の回り品を除く）,46,110,67,43,42,84,54,30,4,26,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,512,衣服卸売業,125,272,142,129,118,217,122,94,6,34,10,24,-,-,-,-,1,21,10,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,513,身の回り品卸売業,133,311,163,148,127,256,144,112,3,16,12,4,3,39,7,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,52,000,飲食料品卸売業,653,1808,1101,700,581,1329,811,516,63,375,222,148,9,104,68,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,52,520,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,52,521,農畜産物・水産物卸売業,376,1086,682,402,330,791,498,291,42,248,155,93,4,47,29,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,52,522,食料・飲料卸売業,277,722,419,298,251,538,313,225,21,127,67,55,5,57,39,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,53,000,建築材料，鉱物・金属材料等卸売業,725,1771,1193,577,669,1417,945,471,54,324,222,102,2,30,26,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,530,管理，補助的経済活動を行う事業所,1,1,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,531,建築材料卸売業,222,545,371,174,210,455,304,151,10,60,41,19,2,30,26,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,532,化学製品卸売業,63,128,74,54,62,121,73,48,1,7,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,533,石油・鉱物卸売業,18,40,26,14,17,31,19,12,1,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,534,鉄鋼製品卸売業,42,101,68,33,39,84,55,29,3,17,13,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,535,非鉄金属卸売業,99,269,154,115,84,181,107,74,15,88,47,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,536,再生資源卸売業,280,687,500,186,256,544,387,156,24,143,113,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,54,000,機械器具卸売業,265,592,388,201,251,505,331,171,14,87,57,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,540,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,541,産業機械器具卸売業,89,189,117,72,86,170,105,65,3,19,12,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,542,自動車卸売業,73,162,116,46,69,139,99,40,4,23,17,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,543,電気機械器具卸売業,60,155,100,55,55,120,78,42,5,35,22,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,549,その他の機械器具卸売業,43,86,55,28,41,76,49,24,2,10,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,55,000,その他の卸売業,768,1896,997,896,718,1456,844,609,42,263,120,143,7,99,33,66,-,-,-,-,-,-,-,-,1,78,-,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,550,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,551,家具・建具・じゅう器等卸売業,126,277,185,92,122,253,172,81,4,24,13,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,552,医薬品・化粧品等卸売業,117,282,106,176,109,210,94,116,5,30,12,18,3,42,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,553,紙・紙製品卸売業,77,161,96,65,76,156,93,63,1,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,559,他に分類されない卸売業,448,1176,610,563,411,837,485,349,32,204,92,112,4,57,33,24,-,-,-,-,-,-,-,-,1,78,-,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,56,000,各種商品小売業,10,74,39,35,5,7,4,3,3,15,4,11,-,-,-,-,1,21,14,7,1,31,17,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,56,560,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,56,561,百貨店，総合スーパー,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,56,569,その他の各種商品小売業（従業者が常時50人未満のもの）,10,74,39,35,5,7,4,3,3,15,4,11,-,-,-,-,1,21,14,7,1,31,17,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,57,000,織物・衣服・身の回り品小売業,3995,7732,2928,4792,3841,6708,2575,4127,135,798,259,533,16,178,67,111,2,48,27,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,I,57,570,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,571,呉服・服地・寝具小売業,528,1038,506,532,516,955,470,485,10,62,23,39,2,21,13,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,572,男子服小売業,439,901,548,350,408,718,457,258,30,173,88,85,1,10,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,573,婦人・子供服小売業,1730,3358,922,2429,1662,2909,814,2094,60,355,80,269,8,94,28,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,574,靴・履物小売業,343,599,308,291,339,579,296,283,3,20,12,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,I,57,579,その他の織物・衣服・身の回り品小売業,955,1836,644,1190,916,1547,538,1007,32,188,56,132,5,53,23,30,2,48,27,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,58,000,飲食料品小売業,10172,49187,25350,23602,7727,16236,8150,8071,843,5444,2356,3073,1130,16050,8623,7290,420,9590,5210,4312,47,1613,903,710,5,254,108,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,580,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,581,各種食料品小売業,125,416,205,211,108,243,128,115,11,70,27,43,3,39,11,28,3,64,39,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,582,野菜・果実小売業,900,2293,1246,1047,825,1805,1005,800,68,412,214,198,7,76,27,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,583,食肉小売業,498,1288,670,618,453,997,536,461,43,261,118,143,2,30,16,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,584,鮮魚小売業,425,1078,625,453,394,892,513,379,30,174,102,72,1,12,10,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,585,酒小売業,799,1815,955,860,780,1667,879,788,15,97,45,52,4,51,31,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,586,菓子・パン小売業,2375,6958,2668,4263,2020,4358,1927,2418,299,1850,542,1308,52,649,153,482,3,69,14,55,1,32,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,589,その他の飲食料品小売業,5050,35339,18981,16150,3147,6274,3162,3110,377,2580,1308,1257,1061,15193,8375,6695,414,9457,5157,4232,46,1581,871,710,5,254,108,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,59,000,機械器具小売業,2367,4715,3288,1427,2297,4296,2998,1298,67,382,255,127,3,37,35,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,590,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,591,自動車小売業,755,1491,1122,369,727,1325,999,326,26,145,104,41,2,21,19,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,592,自転車小売業,754,1296,939,357,747,1256,907,349,7,40,32,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,593,機械器具小売業（自動車，自転車を除く）,858,1928,1227,701,823,1715,1092,623,34,197,119,78,1,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,60,000,その他の小売業,9754,23800,12209,11547,8959,16528,8354,8156,589,3666,1693,1968,149,1957,1211,746,47,1079,771,287,7,256,168,88,1,92,1,91,-,-,-,-,1,222,11,211,-,-,-,-,-,-,-,-,1
3,I,60,600,管理，補助的経済活動を行う事業所,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,601,家具・建具・畳小売業,777,1434,1022,412,763,1343,968,375,13,80,51,29,1,11,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,602,じゅう器小売業,629,1190,580,610,612,1081,531,550,15,89,39,50,2,20,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,603,医薬品・化粧品小売業,1065,3054,812,2230,885,1723,583,1133,146,924,185,734,33,386,44,342,1,21,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,604,農耕用品小売業,38,110,53,57,36,85,41,44,1,5,2,3,-,-,-,-,1,20,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,605,燃料小売業,192,454,270,184,183,404,239,165,9,50,31,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,606,書籍・文房具小売業,1148,5421,3500,1897,857,1643,868,772,146,975,742,233,96,1326,1053,273,41,942,691,230,6,221,134,87,1,92,1,91,-,-,-,-,1,222,11,211,-,-,-,-,-,-,-,-,-
3,I,60,607,スポーツ用品・がん具・娯楽用品・楽器小売業,605,1181,739,442,577,994,633,361,26,160,87,73,2,27,19,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,608,写真機・時計・眼鏡小売業,426,771,495,274,416,715,459,254,10,56,36,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,609,他に分類されない小売業,4873,10184,4737,5441,4629,8539,4031,4502,223,1327,520,807,15,187,82,105,4,96,70,26,1,35,34,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2,I,61,000,無店舗小売業,393,796,354,440,377,615,311,302,10,62,19,43,4,67,24,43,2,52,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,610,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,611,通信販売・訪問販売小売業,253,572,237,333,240,416,211,203,8,52,14,38,3,52,12,40,2,52,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,612,自動販売機による小売業,116,162,77,85,115,157,74,83,1,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,619,その他の無店舗小売業,24,62,40,22,22,42,26,16,1,5,2,3,1,15,12,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,J,00,000,金融業，保険業,293,574,330,215,288,523,320,199,2,10,7,3,3,41,3,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,62,000,銀行業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,620,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,621,中央銀行,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,622,銀行（中央銀行を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,63,000,協同組織金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,63,630,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,63,631,中小企業等金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,63,632,農林水産金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,64,000,貸金業，クレジットカード業等非預金信用機関,89,183,107,76,89,183,107,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,640,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,641,貸金業,4,10,9,1,4,10,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,642,質屋,85,173,98,75,85,173,98,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,643,クレジットカード業，割賦金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,649,その他の非預金信用機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,65,000,金融商品取引業，商品先物取引業,3,6,6,-,3,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,65,650,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,65,651,金融商品取引業,3,6,6,-,3,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,65,652,商品先物取引業，商品投資顧問業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,66,000,補助的金融業等,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,660,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,661,補助的金融業，金融附帯業,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,662,信託業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,663,金融代理業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,67,000,保険業（保険媒介代理業，保険サービス業を含む）,200,384,216,139,195,333,206,123,2,10,7,3,3,41,3,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,670,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,671,生命保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,672,損害保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,673,共済事業，少額短期保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,674,保険媒介代理業,199,382,215,138,194,331,205,122,2,10,7,3,3,41,3,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,675,保険サービス業,1,2,1,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,K,00,000,不動産業，物品賃貸業,15761,25682,12873,12804,15552,24304,12165,12134,186,1061,517,544,21,246,128,118,-,-,-,-,2,71,63,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,K,68,000,不動産取引業,669,1421,786,634,642,1257,701,555,26,151,77,74,1,13,8,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
