地域階層,地域コード,地域名,大分類コード,大分類名,事業所数（事業所）,従業者数（人）,売上（収入）金額（百万円）
1,13200,市部,G,情報通信業,1683,34900,…
1,13200,市部,H,運輸業，郵便業,1917,64069,…
1,13200,市部,I,卸売業，小売業,26511,269084,8853601
1,13200,市部,J,金融業，保険業,1555,31013,…
1,13200,市部,K,不動産業，物品賃貸業,9663,39437,1058646
1,13200,市部,L,学術研究，専門・技術サービス業,5102,51619,736921
1,13200,市部,M,宿泊業，飲食サービス業,14745,144081,597152
1,13200,市部,N,生活関連サービス業，娯楽業,10204,63105,1004576
1,13200,市部,O,教育，学習支援業,5019,80241,…
1,13200,市部,P,医療，福祉,11836,226029,1618768
1,13200,市部,Q,複合サービス事業,492,10075,…
1,13200,市部,R,サービス業（他に分類されないもの）,5507,95935,…
4,13201,八王子市,A,農業，林業,24,200,1154
4,13201,八王子市,B,漁業,-,-,-
4,13201,八王子市,C,鉱業，採石業，砂利採取業,-,-,-
4,13201,八王子市,D,建設業,1640,10443,…
4,13201,八王子市,E,製造業,1298,18223,440684
4,13201,八王子市,F,電気・ガス・熱供給・水道業,10,414,…
4,13201,八王子市,G,情報通信業,200,3665,…
4,13201,八王子市,H,運輸業，郵便業,370,10706,…
4,13201,八王子市,I,卸売業，小売業,3920,42492,1381155
4,13201,八王子市,J,金融業，保険業,215,3650,…
4,13201,八王子市,K,不動産業，物品賃貸業,1226,4706,101126
4,13201,八王子市,L,学術研究，専門・技術サービス業,750,11506,50062
4,13201,八王子市,M,宿泊業，飲食サービス業,2014,19675,84198
4,13201,八王子市,N,生活関連サービス業，娯楽業,1416,8875,140432
4,13201,八王子市,O,教育，学習支援業,660,14378,…
4,13201,八王子市,P,医療，福祉,1707,36068,265858
4,13201,八王子市,Q,複合サービス事業,62,1680,…
4,13201,八王子市,R,サービス業（他に分類されないもの）,1003,16181,…
4,13202,立川市,A,農業，林業,8,47,635
4,13202,立川市,B,漁業,-,-,-
4,13202,立川市,C,鉱業，採石業，砂利採取業,2,7,X
4,13202,立川市,D,建設業,545,5302,…
4,13202,立川市,E,製造業,214,5323,138957
4,13202,立川市,F,電気・ガス・熱供給・水道業,10,556,…
4,13202,立川市,G,情報通信業,178,5724,…
4,13202,立川市,H,運輸業，郵便業,124,4691,…
4,13202,立川市,I,卸売業，小売業,1751,21477,882471
4,13202,立川市,J,金融業，保険業,201,5321,…
4,13202,立川市,K,不動産業，物品賃貸業,547,3984,175491
4,13202,立川市,L,学術研究，専門・技術サービス業,357,3693,49871
4,13202,立川市,M,宿泊業，飲食サービス業,863,10835,53865
4,13202,立川市,N,生活関連サービス業，娯楽業,560,5372,138286
4,13202,立川市,O,教育，学習支援業,243,3160,…
4,13202,立川市,P,医療，福祉,534,11552,136676
4,13202,立川市,Q,複合サービス事業,22,211,…
4,13202,立川市,R,サービス業（他に分類されないもの）,430,16219,…
4,13203,武蔵野市,A,農業，林業,3,16,421
4,13203,武蔵野市,B,漁業,-,-,-
4,13203,武蔵野市,C,鉱業，採石業，砂利採取業,-,-,-
4,13203,武蔵野市,D,建設業,225,1798,…
4,13203,武蔵野市,E,製造業,108,3391,103245
4,13203,武蔵野市,F,電気・ガス・熱供給・水道業,1,98,…
4,13203,武蔵野市,G,情報通信業,161,2513,…
4,13203,武蔵野市,H,運輸業，郵便業,47,2177,…
4,13203,武蔵野市,I,卸売業，小売業,1794,17701,493770
4,13203,武蔵野市,J,金融業，保険業,95,2577,…
4,13203,武蔵野市,K,不動産業，物品賃貸業,947,5016,192256
4,13203,武蔵野市,L,学術研究，専門・技術サービス業,316,2660,20205
4,13203,武蔵野市,M,宿泊業，飲食サービス業,1138,14825,68990
4,13203,武蔵野市,N,生活関連サービス業，娯楽業,644,4015,65929
4,13203,武蔵野市,O,教育，学習支援業,343,6323,…
4,13203,武蔵野市,P,医療，福祉,629,9273,74379
4,13203,武蔵野市,Q,複合サービス事業,18,153,…
4,13203,武蔵野市,R,サービス業（他に分類されないもの）,240,3567,…
4,13204,三鷹市,A,農業，林業,11,58,618
4,13204,三鷹市,B,漁業,-,-,-
4,13204,三鷹市,C,鉱業，採石業，砂利採取業,-,-,-
4,13204,三鷹市,D,建設業,359,2513,…
4,13204,三鷹市,E,製造業,202,4402,140381
4,13204,三鷹市,F,電気・ガス・熱供給・水道業,2,36,…
4,13204,三鷹市,G,情報通信業,87,1595,…
4,13204,三鷹市,H,運輸業，郵便業,128,4829,…
4,13204,三鷹市,I,卸売業，小売業,881,8426,237131
4,13204,三鷹市,J,金融業，保険業,33,1862,…
4,13204,三鷹市,K,不動産業，物品賃貸業,708,1779,26508
4,13204,三鷹市,L,学術研究，専門・技術サービス業,197,2387,33694
4,13204,三鷹市,M,宿泊業，飲食サービス業,510,4597,17576
4,13204,三鷹市,N,生活関連サービス業，娯楽業,323,1340,8047
4,13204,三鷹市,O,教育，学習支援業,166,4245,…
4,13204,三鷹市,P,医療，福祉,507,10435,91653
4,13204,三鷹市,Q,複合サービス事業,23,221,…
4,13204,三鷹市,R,サービス業（他に分類されないもの）,208,3224,…
4,13205,青梅市,A,農業，林業,9,73,999
4,13205,青梅市,B,漁業,-,-,-
4,13205,青梅市,C,鉱業，採石業，砂利採取業,2,27,X
4,13205,青梅市,D,建設業,493,2461,…
4,13205,青梅市,E,製造業,509,9442,215087
4,13205,青梅市,F,電気・ガス・熱供給・水道業,5,208,…
4,13205,青梅市,G,情報通信業,22,288,…
4,13205,青梅市,H,運輸業，郵便業,80,1957,…
4,13205,青梅市,I,卸売業，小売業,982,8718,455403
4,13205,青梅市,J,金融業，保険業,47,787,…
4,13205,青梅市,K,不動産業，物品賃貸業,217,624,13002
4,13205,青梅市,L,学術研究，専門・技術サービス業,134,1498,18669
4,13205,青梅市,M,宿泊業，飲食サービス業,505,3635,15148
4,13205,青梅市,N,生活関連サービス業，娯楽業,355,2026,42615
4,13205,青梅市,O,教育，学習支援業,141,591,…
4,13205,青梅市,P,医療，福祉,353,10045,62510
4,13205,青梅市,Q,複合サービス事業,26,505,…
4,13205,青梅市,R,サービス業（他に分類されないもの）,232,1987,…
4,13206,府中市,A,農業，林業,10,170,1753
4,13206,府中市,B,漁業,1,4,X
4,13206,府中市,C,鉱業，採石業，砂利採取業,1,21,X
4,13206,府中市,D,建設業,690,5809,…
4,13206,府中市,E,製造業,310,14522,810293
4,13206,府中市,F,電気・ガス・熱供給・水道業,5,165,…
4,13206,府中市,G,情報通信業,140,7506,…
4,13206,府中市,H,運輸業，郵便業,121,4256,…
4,13206,府中市,I,卸売業，小売業,1530,16679,637809
4,13206,府中市,J,金融業，保険業,88,1868,…
4,13206,府中市,K,不動産業，物品賃貸業,691,2369,42950
4,13206,府中市,L,学術研究，専門・技術サービス業,271,2890,33762
4,13206,府中市,M,宿泊業，飲食サービス業,914,8375,32941
4,13206,府中市,N,生活関連サービス業，娯楽業,589,4501,106806
4,13206,府中市,O,教育，学習支援業,266,4421,…
4,13206,府中市,P,医療，福祉,671,11470,90960
4,13206,府中市,Q,複合サービス事業,31,762,…
4,13206,府中市,R,サービス業（他に分類されないもの）,371,10347,…
4,13207,昭島市,A,農業，林業,5,46,630
4,13207,昭島市,B,漁業,-,-,-
4,13207,昭島市,C,鉱業，採石業，砂利採取業,1,5,X
4,13207,昭島市,D,建設業,276,1540,…
4,13207,昭島市,E,製造業,242,8831,675502
4,13207,昭島市,F,電気・ガス・熱供給・水道業,3,117,…
4,13207,昭島市,G,情報通信業,28,230,…
4,13207,昭島市,H,運輸業，郵便業,69,3107,…
4,13207,昭島市,I,卸売業，小売業,827,8770,510323
4,13207,昭島市,J,金融業，保険業,38,559,…
4,13207,昭島市,K,不動産業，物品賃貸業,229,801,21879
4,13207,昭島市,L,学術研究，専門・技術サービス業,119,1584,152179
4,13207,昭島市,M,宿泊業，飲食サービス業,497,3785,22906
4,13207,昭島市,N,生活関連サービス業，娯楽業,324,1748,32117
4,13207,昭島市,O,教育，学習支援業,136,895,…
4,13207,昭島市,P,医療，福祉,326,6449,44877
4,13207,昭島市,Q,複合サービス事業,16,389,…
4,13207,昭島市,R,サービス業（他に分類されないもの）,153,2647,…
4,13208,調布市,A,農業，林業,11,58,413
4,13208,調布市,B,漁業,-,-,-
4,13208,調布市,C,鉱業，採石業，砂利採取業,-,-,-
4,13208,調布市,D,建設業,481,3088,…
4,13208,調布市,E,製造業,245,3006,56538
4,13208,調布市,F,電気・ガス・熱供給・水道業,3,107,…
4,13208,調布市,G,情報通信業,120,1791,…
4,13208,調布市,H,運輸業，郵便業,96,3182,…
4,13208,調布市,I,卸売業，小売業,1360,13053,457742
4,13208,調布市,J,金融業，保険業,68,1125,…
4,13208,調布市,K,不動産業，物品賃貸業,481,2109,56664
4,13208,調布市,L,学術研究，専門・技術サービス業,279,3269,80446
4,13208,調布市,M,宿泊業，飲食サービス業,830,8643,33581
4,13208,調布市,N,生活関連サービス業，娯楽業,550,3429,45874
4,13208,調布市,O,教育，学習支援業,256,3789,…
4,13208,調布市,P,医療，福祉,660,10789,66091
4,13208,調布市,Q,複合サービス事業,26,231,…
4,13208,調布市,R,サービス業（他に分類されないもの）,259,5366,…
4,13209,町田市,A,農業，林業,22,152,1088
4,13209,町田市,B,漁業,-,-,-
4,13209,町田市,C,鉱業，採石業，砂利採取業,-,-,-
4,13209,町田市,D,建設業,991,5656,…
4,13209,町田市,E,製造業,409,7434,154629
4,13209,町田市,F,電気・ガス・熱供給・水道業,2,104,…
4,13209,町田市,G,情報通信業,172,2077,…
4,13209,町田市,H,運輸業，郵便業,147,5140,…
4,13209,町田市,I,卸売業，小売業,2714,28054,713733
4,13209,町田市,J,金融業，保険業,191,3573,…
4,13209,町田市,K,不動産業，物品賃貸業,830,4835,110441
4,13209,町田市,L,学術研究，専門・技術サービス業,621,3189,36462
4,13209,町田市,M,宿泊業，飲食サービス業,1334,15509,64105
4,13209,町田市,N,生活関連サービス業，娯楽業,1036,6729,102143
4,13209,町田市,O,教育，学習支援業,574,9347,…
4,13209,町田市,P,医療，福祉,1189,23567,137242
4,13209,町田市,Q,複合サービス事業,43,858,…
4,13209,町田市,R,サービス業（他に分類されないもの）,524,7469,…
4,13210,小金井市,A,農業，林業,2,15,X
4,13210,小金井市,B,漁業,-,-,-
4,13210,小金井市,C,鉱業，採石業，砂利採取業,-,-,-
4,13210,小金井市,D,建設業,156,1127,…
4,13210,小金井市,E,製造業,66,797,14261
4,13210,小金井市,F,電気・ガス・熱供給・水道業,1,35,…
4,13210,小金井市,G,情報通信業,44,366,…
4,13210,小金井市,H,運輸業，郵便業,27,913,…
4,13210,小金井市,I,卸売業，小売業,605,5708,140609
4,13210,小金井市,J,金融業，保険業,35,533,…
4,13210,小金井市,K,不動産業，物品賃貸業,260,842,15609
4,13210,小金井市,L,学術研究，専門・技術サービス業,158,1242,33151
4,13210,小金井市,M,宿泊業，飲食サービス業,400,3632,15359
4,13210,小金井市,N,生活関連サービス業，娯楽業,276,1389,22365
4,13210,小金井市,O,教育，学習支援業,138,4582,…
4,13210,小金井市,P,医療，福祉,365,5735,32714
4,13210,小金井市,Q,複合サービス事業,13,252,…
4,13210,小金井市,R,サービス業（他に分類されないもの）,99,828,…
4,13211,小平市,A,農業，林業,10,104,1630
4,13211,小平市,B,漁業,-,-,-
4,13211,小平市,C,鉱業，採石業，砂利採取業,-,-,-
4,13211,小平市,D,建設業,444,2852,…
4,13211,小平市,E,製造業,171,6461,122960
4,13211,小平市,F,電気・ガス・熱供給・水道業,1,8,…
4,13211,小平市,G,情報通信業,41,460,…
4,13211,小平市,H,運輸業，郵便業,67,2290,…
4,13211,小平市,I,卸売業，小売業,980,8815,221399
4,13211,小平市,J,金融業，保険業,50,647,…
4,13211,小平市,K,不動産業，物品賃貸業,340,968,23845
4,13211,小平市,L,学術研究，専門・技術サービス業,188,4682,53548
4,13211,小平市,M,宿泊業，飲食サービス業,561,5063,19435
4,13211,小平市,N,生活関連サービス業，娯楽業,415,2371,23330
4,13211,小平市,O,教育，学習支援業,254,4766,…
4,13211,小平市,P,医療，福祉,513,9681,73461
4,13211,小平市,Q,複合サービス事業,20,177,…
4,13211,小平市,R,サービス業（他に分類されないもの）,179,2378,…
4,13212,日野市,A,農業，林業,5,34,84
4,13212,日野市,B,漁業,-,-,-
4,13212,日野市,C,鉱業，採石業，砂利採取業,-,-,-
4,13212,日野市,D,建設業,326,2182,…
4,13212,日野市,E,製造業,173,14585,836849
4,13212,日野市,F,電気・ガス・熱供給・水道業,2,14,…
4,13212,日野市,G,情報通信業,63,710,…
4,13212,日野市,H,運輸業，郵便業,68,2444,…
4,13212,日野市,I,卸売業，小売業,832,8631,227762
4,13212,日野市,J,金融業，保険業,58,734,…
4,13212,日野市,K,不動産業，物品賃貸業,422,1069,30715
4,13212,日野市,L,学術研究，専門・技術サービス業,251,2208,34322
4,13212,日野市,M,宿泊業，飲食サービス業,510,4732,17796
4,13212,日野市,N,生活関連サービス業，娯楽業,350,1399,24529
4,13212,日野市,O,教育，学習支援業,247,4239,…
4,13212,日野市,P,医療，福祉,530,8600,69668
4,13212,日野市,Q,複合サービス事業,20,600,…
4,13212,日野市,R,サービス業（他に分類されないもの）,214,2159,…
4,13213,東村山市,A,農業，林業,6,26,133
4,13213,東村山市,B,漁業,-,-,-
4,13213,東村山市,C,鉱業，採石業，砂利採取業,-,-,-
4,13213,東村山市,D,建設業,328,1728,…
4,13213,東村山市,E,製造業,199,3489,67103
4,13213,東村山市,F,電気・ガス・熱供給・水道業,2,110,…
4,13213,東村山市,G,情報通信業,19,303,…
4,13213,東村山市,H,運輸業，郵便業,75,1548,…
4,13213,東村山市,I,卸売業，小売業,756,7096,157108
4,13213,東村山市,J,金融業，保険業,45,933,…
4,13213,東村山市,K,不動産業，物品賃貸業,235,860,24347
4,13213,東村山市,L,学術研究，専門・技術サービス業,122,752,6883
4,13213,東村山市,M,宿泊業，飲食サービス業,489,3608,12815
4,13213,東村山市,N,生活関連サービス業，娯楽業,342,1644,16764
4,13213,東村山市,O,教育，学習支援業,138,1331,…
4,13213,東村山市,P,医療，福祉,395,8553,54952
4,13213,東村山市,Q,複合サービス事業,15,422,…
4,13213,東村山市,R,サービス業（他に分類されないもの）,120,1079,…
4,13214,国分寺市,A,農業，林業,5,21,94
4,13214,国分寺市,B,漁業,-,-,-
4,13214,国分寺市,C,鉱業，採石業，砂利採取業,-,-,-
4,13214,国分寺市,D,建設業,209,1442,…
4,13214,国分寺市,E,製造業,81,1307,21190
4,13214,国分寺市,F,電気・ガス・熱供給・水道業,-,-,…
4,13214,国分寺市,G,情報通信業,66,1279,…
4,13214,国分寺市,H,運輸業，郵便業,20,583,…
4,13214,国分寺市,I,卸売業，小売業,687,6421,154977
4,13214,国分寺市,J,金融業，保険業,37,617,…
4,13214,国分寺市,K,不動産業，物品賃貸業,275,1254,30853
4,13214,国分寺市,L,学術研究，専門・技術サービス業,166,2248,42531
4,13214,国分寺市,M,宿泊業，飲食サービス業,501,4575,17328
4,13214,国分寺市,N,生活関連サービス業，娯楽業,256,1342,16625
4,13214,国分寺市,O,教育，学習支援業,182,2117,…
4,13214,国分寺市,P,医療，福祉,400,4809,38815
4,13214,国分寺市,Q,複合サービス事業,13,358,…
4,13214,国分寺市,R,サービス業（他に分類されないもの）,135,2850,…
4,13215,国立市,A,農業，林業,1,2,X
4,13215,国立市,B,漁業,-,-,-
4,13215,国立市,C,鉱業，採石業，砂利採取業,-,-,-
4,13215,国立市,D,建設業,156,1083,…
4,13215,国立市,E,製造業,55,759,5308
4,13215,国立市,F,電気・ガス・熱供給・水道業,1,6,…
4,13215,国立市,G,情報通信業,43,344,…
4,13215,国立市,H,運輸業，郵便業,50,2015,…
4,13215,国立市,I,卸売業，小売業,559,5637,257123
4,13215,国立市,J,金融業，保険業,18,396,…
4,13215,国立市,K,不動産業，物品賃貸業,238,750,9923
4,13215,国立市,L,学術研究，専門・技術サービス業,125,748,8589
4,13215,国立市,M,宿泊業，飲食サービス業,336,2583,9487
4,13215,国立市,N,生活関連サービス業，娯楽業,208,1029,8953
4,13215,国立市,O,教育，学習支援業,160,3332,…
4,13215,国立市,P,医療，福祉,300,3819,22102
4,13215,国立市,Q,複合サービス事業,13,299,…
4,13215,国立市,R,サービス業（他に分類されないもの）,106,1610,…
4,13218,福生市,A,農業，林業,3,12,41
4,13218,福生市,B,漁業,-,-,-
4,13218,福生市,C,鉱業，採石業，砂利採取業,-,-,-
4,13218,福生市,D,建設業,155,834,…
4,13218,福生市,E,製造業,98,1688,29273
4,13218,福生市,F,電気・ガス・熱供給・水道業,1,51,…
4,13218,福生市,G,情報通信業,13,131,…
4,13218,福生市,H,運輸業，郵便業,21,530,…
4,13218,福生市,I,卸売業，小売業,464,3397,100579
4,13218,福生市,J,金融業，保険業,25,391,…
4,13218,福生市,K,不動産業，物品賃貸業,116,485,6616
4,13218,福生市,L,学術研究，専門・技術サービス業,68,268,2022
4,13218,福生市,M,宿泊業，飲食サービス業,323,2522,10104
4,13218,福生市,N,生活関連サービス業，娯楽業,195,804,10436
4,13218,福生市,O,教育，学習支援業,70,457,…
4,13218,福生市,P,医療，福祉,169,2937,18357
4,13218,福生市,Q,複合サービス事業,7,64,…
4,13218,福生市,R,サービス業（他に分類されないもの）,84,1022,…
4,13219,狛江市,A,農業，林業,4,11,54
4,13219,狛江市,B,漁業,-,-,-
4,13219,狛江市,C,鉱業，採石業，砂利採取業,-,-,-
4,13219,狛江市,D,建設業,240,1277,…
4,13219,狛江市,E,製造業,80,647,18280
4,13219,狛江市,F,電気・ガス・熱供給・水道業,1,12,…
4,13219,狛江市,G,情報通信業,28,176,…
4,13219,狛江市,H,運輸業，郵便業,16,542,…
4,13219,狛江市,I,卸売業，小売業,401,2971,67524
4,13219,狛江市,J,金融業，保険業,17,214,…
4,13219,狛江市,K,不動産業，物品賃貸業,241,773,12929
4,13219,狛江市,L,学術研究，専門・技術サービス業,68,446,8619
4,13219,狛江市,M,宿泊業，飲食サービス業,205,1444,5610
4,13219,狛江市,N,生活関連サービス業，娯楽業,170,622,2784
4,13219,狛江市,O,教育，学習支援業,63,471,…
4,13219,狛江市,P,医療，福祉,184,3431,27009
4,13219,狛江市,Q,複合サービス事業,9,238,…
4,13219,狛江市,R,サービス業（他に分類されないもの）,75,1267,…
4,13220,東大和市,A,農業，林業,2,17,X
4,13220,東大和市,B,漁業,-,-,-
4,13220,東大和市,C,鉱業，採石業，砂利採取業,-,-,-
4,13220,東大和市,D,建設業,321,1510,…
4,13220,東大和市,E,製造業,116,2063,93154
4,13220,東大和市,F,電気・ガス・熱供給・水道業,1,55,…
4,13220,東大和市,G,情報通信業,20,183,…
4,13220,東大和市,H,運輸業，郵便業,43,1196,…
4,13220,東大和市,I,卸売業，小売業,539,5291,118171
4,13220,東大和市,J,金融業，保険業,30,334,…
4,13220,東大和市,K,不動産業，物品賃貸業,137,520,19140
4,13220,東大和市,L,学術研究，専門・技術サービス業,101,581,4615
4,13220,東大和市,M,宿泊業，飲食サービス業,302,2594,9176
4,13220,東大和市,N,生活関連サービス業，娯楽業,221,1096,29550
4,13220,東大和市,O,教育，学習支援業,100,651,…
4,13220,東大和市,P,医療，福祉,235,4278,30466
4,13220,東大和市,Q,複合サービス事業,10,101,…
4,13220,東大和市,R,サービス業（他に分類されないもの）,105,746,…
4,13221,清瀬市,A,農業，林業,5,22,163
4,13221,清瀬市,B,漁業,-,-,-
4,13221,清瀬市,C,鉱業，採石業，砂利採取業,-,-,-
4,13221,清瀬市,D,建設業,174,983,…
4,13221,清瀬市,E,製造業,54,1330,19655
4,13221,清瀬市,F,電気・ガス・熱供給・水道業,2,4,…
4,13221,清瀬市,G,情報通信業,11,30,…
4,13221,清瀬市,H,運輸業，郵便業,22,350,…
4,13221,清瀬市,I,卸売業，小売業,409,2880,52299
4,13221,清瀬市,J,金融業，保険業,18,302,…
4,13221,清瀬市,K,不動産業，物品賃貸業,119,441,13882
4,13221,清瀬市,L,学術研究，専門・技術サービス業,64,334,6055
4,13221,清瀬市,M,宿泊業，飲食サービス業,217,1503,5648
4,13221,清瀬市,N,生活関連サービス業，娯楽業,195,860,14617
4,13221,清瀬市,O,教育，学習支援業,82,940,…
4,13221,清瀬市,P,医療，福祉,237,7151,43878
4,13221,清瀬市,Q,複合サービス事業,8,235,…
4,13221,清瀬市,R,サービス業（他に分類されないもの）,69,495,…
4,13222,東久留米市,A,農業，林業,10,53,391
4,13222,東久留米市,B,漁業,-,-,-
4,13222,東久留米市,C,鉱業，採石業，砂利採取業,-,-,-
4,13222,東久留米市,D,建設業,341,1800,…
4,13222,東久留米市,E,製造業,138,3500,164582
4,13222,東久留米市,F,電気・ガス・熱供給・水道業,1,5,…
4,13222,東久留米市,G,情報通信業,32,518,…
4,13222,東久留米市,H,運輸業，郵便業,46,1241,…
4,13222,東久留米市,I,卸売業，小売業,676,6941,228026
4,13222,東久留米市,J,金融業，保険業,32,357,…
4,13222,東久留米市,K,不動産業，物品賃貸業,225,753,19792
4,13222,東久留米市,L,学術研究，専門・技術サービス業,100,420,2820
4,13222,東久留米市,M,宿泊業，飲食サービス業,296,2860,11409
4,13222,東久留米市,N,生活関連サービス業，娯楽業,237,1342,15329
4,13222,東久留米市,O,教育，学習支援業,149,1226,…
4,13222,東久留米市,P,医療，福祉,302,4222,24012
4,13222,東久留米市,Q,複合サービス事業,17,469,…
4,13222,東久留米市,R,サービス業（他に分類されないもの）,114,809,…
4,13223,武蔵村山市,A,農業，林業,2,12,X
4,13223,武蔵村山市,B,漁業,-,-,-
4,13223,武蔵村山市,C,鉱業，採石業，砂利採取業,-,-,-
4,13223,武蔵村山市,D,建設業,354,1612,…
4,13223,武蔵村山市,E,製造業,282,5042,108954
4,13223,武蔵村山市,F,電気・ガス・熱供給・水道業,3,20,…
4,13223,武蔵村山市,G,情報通信業,3,12,…
4,13223,武蔵村山市,H,運輸業，郵便業,88,2256,…
4,13223,武蔵村山市,I,卸売業，小売業,612,5798,173477
4,13223,武蔵村山市,J,金融業，保険業,13,225,…
4,13223,武蔵村山市,K,不動産業，物品賃貸業,101,387,9411
4,13223,武蔵村山市,L,学術研究，専門・技術サービス業,57,198,1517
4,13223,武蔵村山市,M,宿泊業，飲食サービス業,219,2077,8544
4,13223,武蔵村山市,N,生活関連サービス業，娯楽業,159,1008,15097
4,13223,武蔵村山市,O,教育，学習支援業,72,464,…
4,13223,武蔵村山市,P,医療，福祉,142,3590,26413
4,13223,武蔵村山市,Q,複合サービス事業,9,359,…
4,13223,武蔵村山市,R,サービス業（他に分類されないもの）,97,750,…
4,13224,多摩市,A,農業，林業,4,38,294
4,13224,多摩市,B,漁業,-,-,-
4,13224,多摩市,C,鉱業，採石業，砂利採取業,1,4,X
4,13224,多摩市,D,建設業,179,1695,…
4,13224,多摩市,E,製造業,93,1610,74603
4,13224,多摩市,F,電気・ガス・熱供給・水道業,2,16,…
4,13224,多摩市,G,情報通信業,81,4016,…
4,13224,多摩市,H,運輸業，郵便業,45,3687,…
4,13224,多摩市,I,卸売業，小売業,845,12432,522626
4,13224,多摩市,J,金融業，保険業,64,2001,…
4,13224,多摩市,K,不動産業，物品賃貸業,234,1073,24333
4,13224,多摩市,L,学術研究，専門・技術サービス業,175,1338,12263
4,13224,多摩市,M,宿泊業，飲食サービス業,439,6576,24025
4,13224,多摩市,N,生活関連サービス業，娯楽業,319,3366,29336
4,13224,多摩市,O,教育，学習支援業,133,3829,…
4,13224,多摩市,P,医療，福祉,380,9288,66395
4,13224,多摩市,Q,複合サービス事業,15,132,…
4,13224,多摩市,R,サービス業（他に分類されないもの）,224,6457,…
4,13225,稲城市,A,農業，林業,10,80,750
4,13225,稲城市,B,漁業,-,-,-
4,13225,稲城市,C,鉱業，採石業，砂利採取業,-,-,-
4,13225,稲城市,D,建設業,230,1500,…
4,13225,稲城市,E,製造業,173,2772,33942
4,13225,稲城市,F,電気・ガス・熱供給・水道業,1,11,…
4,13225,稲城市,G,情報通信業,27,139,…
4,13225,稲城市,H,運輸業，郵便業,30,881,…
4,13225,稲城市,I,卸売業，小売業,370,4380,95709
4,13225,稲城市,J,金融業，保険業,20,229,…
4,13225,稲城市,K,不動産業，物品賃貸業,239,595,8543
4,13225,稲城市,L,学術研究，専門・技術サービス業,80,385,4762
4,13225,稲城市,M,宿泊業，飲食サービス業,185,1727,5410
4,13225,稲城市,N,生活関連サービス業，娯楽業,160,1944,18774
4,13225,稲城市,O,教育，学習支援業,89,1170,…
4,13225,稲城市,P,医療，福祉,176,3335,21446
4,13225,稲城市,Q,複合サービス事業,8,97,…
4,13225,稲城市,R,サービス業（他に分類されないもの）,109,1298,…
4,13227,羽村市,A,農業，林業,1,35,X
4,13227,羽村市,B,漁業,-,-,-
4,13227,羽村市,C,鉱業，採石業，砂利採取業,1,2,X
4,13227,羽村市,D,建設業,146,883,…
4,13227,羽村市,E,製造業,135,7853,692511
4,13227,羽村市,F,電気・ガス・熱供給・水道業,2,49,…
4,13227,羽村市,G,情報通信業,14,212,…
4,13227,羽村市,H,運輸業，郵便業,44,908,…
4,13227,羽村市,I,卸売業，小売業,383,3499,122199
4,13227,羽村市,J,金融業，保険業,24,340,…
4,13227,羽村市,K,不動産業，物品賃貸業,116,376,6131
4,13227,羽村市,L,学術研究，専門・技術サービス業,65,1828,10121
4,13227,羽村市,M,宿泊業，飲食サービス業,343,2210,8059
4,13227,羽村市,N,生活関連サービス業，娯楽業,185,664,10351
4,13227,羽村市,O,教育，学習支援業,76,572,…
4,13227,羽村市,P,医療，福祉,146,2621,16743
4,13227,羽村市,Q,複合サービス事業,7,311,…
4,13227,羽村市,R,サービス業（他に分類されないもの）,87,1020,…
4,13228,あきる野市,A,農業，林業,7,51,448
4,13228,あきる野市,B,漁業,-,-,-
4,13228,あきる野市,C,鉱業，採石業，砂利採取業,-,-,-
4,13228,あきる野市,D,建設業,359,1788,…
4,13228,あきる野市,E,製造業,209,2838,49643
4,13228,あきる野市,F,電気・ガス・熱供給・水道業,2,28,…
4,13228,あきる野市,G,情報通信業,15,166,…
4,13228,あきる野市,H,運輸業，郵便業,29,719,…
4,13228,あきる野市,I,卸売業，小売業,548,4024,76592
4,13228,あきる野市,J,金融業，保険業,27,304,…
4,13228,あきる野市,K,不動産業，物品賃貸業,90,354,3975
4,13228,あきる野市,L,学術研究，専門・技術サービス業,79,443,7999
4,13228,あきる野市,M,宿泊業，飲食サービス業,233,1825,6457
4,13228,あきる野市,N,生活関連サービス業，娯楽業,198,1423,13259
4,13228,あきる野市,O,教育，学習支援業,61,479,…
4,13228,あきる野市,P,医療，福祉,193,4169,24124
4,13228,あきる野市,Q,複合サービス事業,18,741,…
4,13228,あきる野市,R,サービス業（他に分類されないもの）,128,876,…
4,13229,西東京市,A,農業，林業,4,25,156
4,13229,西東京市,B,漁業,-,-,-
4,13229,西東京市,C,鉱業，採石業，砂利採取業,-,-,-
4,13229,西東京市,D,建設業,400,3232,…
4,13229,西東京市,E,製造業,137,1390,95694
4,13229,西東京市,F,電気・ガス・熱供給・水道業,-,-,…
4,13229,西東京市,G,情報通信業,55,466,…
4,13229,西東京市,H,運輸業，郵便業,44,1921,…
4,13229,西東京市,I,卸売業，小売業,1086,9793,367883
4,13229,西東京市,J,金融業，保険業,66,1134,…
4,13229,西東京市,K,不動産業，物品賃貸業,399,1714,58286
4,13229,西東京市,L,学術研究，専門・技術サービス業,191,822,21754
4,13229,西東京市,M,宿泊業，飲食サービス業,581,4671,17180
4,13229,西東京市,N,生活関連サービス業，娯楽業,521,2767,50226
4,13229,西東京市,O,教育，学習支援業,220,2466,…
4,13229,西東京市,P,医療，福祉,593,10162,57970
4,13229,西東京市,Q,複合サービス事業,23,210,…
