地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,14706,17254,108058,7118,7172,20863,7588,6586,1002,10082,87195,463,405,58,535,3163,2941,2710,231,3319,16989,770,687,83,889,5731,2733,2321,412,3594,33865,208,130,78,465,6442,144,70,74,511,9570,34,11,23,125,3215,12,2,10,169,2902,6,1,5,124,1894,4,1,3,46,1525,6447,5769,678,7643,49741,7184,6286,898,9092,70878,7282,6330,952,9392,78224,7293,6334,959,9438,78975
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,11635,11796,30302,6470,6491,14096,5165,4963,202,5305,16206,344,327,17,350,890,2335,2260,75,2392,6793,551,525,26,571,1675,1655,1589,66,1703,5846,58,50,8,62,308,35,32,3,36,144,6,6,-,6,22,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,4697,4519,178,4823,14481,4958,4764,194,5093,15594,4981,4786,195,5117,15670,4984,4789,195,5120,15678
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,1486,1673,12381,461,478,3485,1025,862,163,1195,8896,51,41,10,57,416,309,262,47,362,2623,114,98,16,134,964,445,372,73,524,3980,43,35,8,51,432,11,9,2,12,91,1,1,-,1,11,1,1,-,1,9,-,-,-,-,-,-,-,-,-,-,830,700,130,974,7133,967,813,154,1133,8466,974,818,156,1141,8517,974,818,156,1141,8517
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,858,1146,13729,147,153,2155,711,499,212,993,11574,40,26,14,56,605,203,142,61,284,3154,59,42,17,80,964,317,223,94,447,5382,38,26,12,51,587,21,13,8,29,362,3,1,2,5,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,538,380,158,752,8636,668,465,203,935,10878,680,472,208,951,11097,681,473,208,952,11113
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,282,511,7526,31,38,743,251,133,118,473,6783,14,8,6,19,333,44,23,21,84,1179,23,13,10,41,627,122,69,53,238,3397,17,6,11,34,450,19,7,12,35,503,5,2,3,13,129,-,-,-,-,-,1,1,-,1,20,1,1,-,1,22,165,88,77,310,4428,230,123,107,433,6249,242,128,114,455,6563,244,128,116,464,6618
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,191,419,7771,7,7,270,184,85,99,412,7501,7,-,7,29,298,28,17,11,59,1099,10,5,5,26,446,99,46,53,212,3954,15,8,7,26,663,14,7,7,27,588,6,-,6,21,268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114,55,59,265,4554,166,80,86,364,6760,177,83,94,389,7220,179,83,96,400,7316
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,144,537,10568,2,5,114,142,26,116,532,10454,4,2,2,13,275,16,5,11,47,1131,10,3,7,26,681,57,9,48,216,4250,24,5,19,96,1693,20,1,19,74,1525,4,1,3,12,310,3,-,3,30,301,2,-,2,11,176,-,-,-,-,-,68,17,51,235,5009,120,24,96,430,8749,134,26,108,482,9797,135,26,109,484,9865
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,87,789,14265,-,-,-,87,16,71,789,14265,3,1,2,11,346,6,1,5,91,1010,3,1,2,11,374,33,12,21,204,5148,12,-,12,138,1998,18,-,18,249,3188,6,-,6,42,1268,2,-,2,34,426,2,-,2,5,247,1,-,1,3,138,33,10,23,266,4883,66,15,51,639,10433,79,15,64,726,12824,81,15,66,746,13332
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,20,244,9089,-,-,-,20,2,18,244,9089,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,3,46,1874,1,-,1,7,311,6,1,5,49,3169,3,-,3,25,1148,5,-,5,103,2164,-,-,-,-,-,1,-,1,14,423,1,-,1,14,583,8,2,6,61,3715,14,2,12,127,6502,14,2,12,127,6502
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,2,135,2393,-,-,-,2,-,2,135,2393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,107,1451,1,-,1,28,942,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,1,4,34,-,-,-,1,-,1,4,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,34,1,-,1,4,34,1,-,1,4,34,1,-,1,4,34
