地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,11442,17363,196828,4771,4803,12632,6671,5538,1133,12560,184196,264,247,17,278,1616,2166,2035,131,2342,10853,552,492,60,693,3831,2861,2349,512,4365,47408,259,135,124,595,10512,216,83,133,1297,26530,107,26,81,878,19775,38,8,30,397,10838,19,2,17,632,17731,14,2,12,886,33728,5320,4785,535,6647,42614,6184,5291,893,8747,83495,6368,5357,1011,10088,109988,6433,5368,1065,10482,121675
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,8668,8792,23087,4469,4490,9571,4199,4057,142,4302,13516,202,196,6,204,575,1746,1708,38,1777,5172,404,389,15,413,1311,1618,1545,73,1671,5688,58,55,3,60,241,37,35,2,39,128,14,14,-,14,58,2,2,-,2,7,-,-,-,-,-,1,-,1,4,9,3806,3685,121,3896,12107,4038,3903,135,4135,13014,4073,3936,137,4172,13142,4079,3942,137,4178,13173
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,1231,1398,10352,219,225,1644,1012,849,163,1173,8708,36,33,3,39,277,264,229,35,292,2146,83,68,15,96,721,538,444,94,640,4734,35,26,9,44,324,22,17,5,26,241,5,5,-,5,42,1,1,-,1,13,-,-,-,-,-,-,-,-,-,-,816,690,126,940,6907,964,806,158,1119,8299,982,821,161,1141,8476,983,822,161,1142,8485
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,699,957,11653,65,67,940,634,422,212,890,10713,13,10,3,15,196,107,80,27,138,1698,40,26,14,58,604,361,247,114,495,6386,59,26,33,104,972,24,12,12,39,408,8,4,4,14,127,4,3,1,5,65,-,-,-,-,-,1,1,-,1,19,426,308,118,560,7295,596,396,200,839,10125,610,404,206,860,10363,613,405,208,865,10409
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,255,490,6834,16,18,391,239,108,131,472,6443,7,5,2,10,183,25,13,12,55,670,15,7,8,31,374,142,59,83,276,3818,27,14,13,42,747,11,4,7,26,324,3,-,3,18,86,3,1,2,6,85,-,-,-,-,-,-,-,-,-,-,135,66,69,257,3583,220,101,119,420,5916,229,102,127,455,6176,231,102,129,461,6230
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,193,497,7922,1,1,31,192,57,135,496,7891,3,2,1,4,125,19,5,14,51,712,4,2,2,7,146,86,34,52,193,3476,29,4,25,77,1228,31,7,24,93,1314,11,2,9,44,534,5,-,5,16,200,1,-,1,2,37,-,-,-,-,-,68,29,39,145,2717,153,50,103,363,6178,179,55,124,452,7378,185,56,129,474,7620
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,178,664,13161,1,2,55,177,33,144,662,13106,3,1,2,6,260,4,-,4,15,294,2,-,2,6,111,77,18,59,283,5694,33,8,25,123,2403,35,3,32,120,2544,16,-,16,80,1330,3,1,2,13,201,2,1,1,10,158,-,-,-,-,-,42,5,37,162,3081,129,27,102,469,9544,159,30,129,580,11716,172,31,141,637,12754
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,136,1130,23278,-,-,-,136,11,125,1130,23278,-,-,-,-,-,1,-,1,14,161,4,-,4,82,564,28,2,26,231,4220,16,2,14,139,2897,40,4,36,351,6934,33,1,32,268,5927,5,-,5,23,962,5,1,4,13,1025,2,1,1,4,375,20,2,18,227,2679,65,7,58,612,10607,101,8,93,944,16836,123,9,114,1092,20856
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,52,1160,23976,-,-,-,52,1,51,1160,23976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,7,340,3546,1,-,1,2,357,11,1,10,230,4963,13,-,13,188,5885,13,-,13,284,6175,6,-,6,106,2608,1,-,1,10,442,6,-,6,337,3097,13,1,12,485,6114,22,1,21,665,10388,33,1,32,773,15499
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,19,1272,33128,-,-,-,19,-,19,1272,33128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,193,4286,1,-,1,4,1343,2,-,2,21,1753,3,-,3,111,3692,2,-,2,47,3130,4,-,4,416,8577,4,-,4,480,10347,1,-,1,123,1148,4,-,4,197,5629,8,-,8,288,9938,9,-,9,329,11074
4,13107,墨田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,9,730,27987,-,-,-,9,-,9,730,27987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,352,7921,1,-,1,136,2094,-,-,-,-,-,1,-,1,85,5326,4,-,4,157,12646,-,-,-,-,-,1,-,1,65,2509,4,-,4,488,10015,4,-,4,488,10015
