産業分類階層,大分類,中分類,小分類,分類名,会社企業／総数（企業）,決算月／１月／会社企業数（企業）,決算月／２月／会社企業数（企業）,決算月／３月／会社企業数（企業）,決算月／４月／会社企業数（企業）,決算月／５月／会社企業数（企業）,決算月／６月／会社企業数（企業）,決算月／７月／会社企業数（企業）,決算月／８月／会社企業数（企業）,決算月／９月／会社企業数（企業）,決算月／10月／会社企業数（企業）,決算月／11月／会社企業数（企業）,決算月／12月／会社企業数（企業）,決算月／不詳／会社企業数（企業）
2,H,45,000,水運業,227,7,11,109,9,9,12,4,7,14,2,6,30,11
3,H,45,451,外航海運業,86,5,3,44,2,-,2,1,2,9,1,-,15,5
3,H,45,452,沿海海運業,74,-,2,47,2,2,2,2,4,2,-,3,6,2
3,H,45,453,内陸水運業,34,-,5,5,5,4,6,1,-,-,-,2,4,3
3,H,45,454,船舶貸渡業,33,2,1,13,-,3,2,-,1,3,1,1,5,1
2,H,46,000,航空運輸業,31,-,1,20,2,-,-,-,-,-,-,-,6,2
3,H,46,461,航空運送業,24,-,1,14,1,-,-,-,-,-,-,-,6,2
3,H,46,462,航空機使用業（航空運送業を除く）,7,-,-,6,1,-,-,-,-,-,-,-,-,-
2,H,47,000,倉庫業,312,15,18,135,15,21,12,6,14,22,11,9,30,10
3,H,47,471,倉庫業（冷蔵倉庫業を除く）,279,14,16,114,15,19,10,6,14,20,9,8,29,10
3,H,47,472,冷蔵倉庫業,33,1,2,21,-,2,2,-,-,2,2,1,1,-
2,H,48,000,運輸に附帯するサービス業,908,21,33,345,38,39,62,34,48,89,24,18,143,30
3,H,48,481,港湾運送業,50,3,1,31,2,2,2,2,1,5,-,-,2,-
3,H,48,482,貨物運送取扱業（集配利用運送業を除く）,224,4,10,97,6,6,13,6,15,16,8,8,35,4
3,H,48,483,運送代理店,116,1,2,32,4,-,7,3,1,11,4,2,43,7
3,H,48,484,こん包業,234,5,11,60,18,17,19,11,20,28,7,7,25,10
3,H,48,485,運輸施設提供業,10,-,-,10,-,-,-,-,-,3,-,-,-,-
3,H,48,489,その他の運輸に附帯するサービス業,274,8,9,115,8,14,21,12,11,26,5,1,38,9
2,H,49,000,郵便業（信書便事業を含む）,5,-,-,2,-,2,-,-,-,1,-,-,-,-
3,H,49,491,郵便業（信書便事業を含む）,5,-,-,2,-,2,-,-,-,1,-,-,-,-
1,I,00,000,卸売業，小売業,61328,2419,4875,11156,3597,4325,4946,4411,5893,6081,2228,1815,6122,4044
2,I,50,000,各種商品卸売業,108,5,4,20,6,3,10,9,8,7,6,4,16,11
3,I,50,501,各種商品卸売業,108,5,4,20,6,3,10,9,8,7,6,4,16,11
2,I,51,000,繊維・衣服等卸売業,3779,247,385,547,174,264,337,409,361,252,117,119,355,236
3,I,51,511,繊維品卸売業（衣服，身の回り品を除く）,450,21,25,83,33,39,45,48,31,34,13,15,46,19
3,I,51,512,衣服卸売業,1663,115,205,219,65,93,140,215,168,90,42,58,135,129
3,I,51,513,身の回り品卸売業,1666,111,155,245,76,132,152,146,162,128,62,46,174,88
2,I,52,000,飲食料品卸売業,5339,187,399,1120,346,396,455,358,447,511,198,135,503,330
3,I,52,521,農畜産物・水産物卸売業,2804,94,211,523,209,229,254,212,243,247,110,76,224,190
3,I,52,522,食料・飲料卸売業,2535,93,188,597,137,167,201,146,204,264,88,59,279,140
2,I,53,000,建築材料，鉱物・金属材料等卸売業,6193,238,402,1530,333,420,479,375,415,646,255,182,764,197
3,I,53,531,建築材料卸売業,2017,78,152,416,135,151,180,132,148,201,79,61,241,63
3,I,53,532,化学製品卸売業,1808,64,104,497,81,109,139,104,126,200,71,47,236,39
3,I,53,533,石油・鉱物卸売業,380,10,9,146,17,20,17,22,11,51,9,13,42,15
3,I,53,534,鉄鋼製品卸売業,794,33,48,225,42,55,51,58,47,70,32,25,91,21
3,I,53,535,非鉄金属卸売業,527,23,28,123,23,32,36,19,31,70,18,17,84,27
3,I,53,536,再生資源卸売業,667,30,61,123,35,53,56,40,52,54,46,19,70,32
2,I,54,000,機械器具卸売業,8172,255,452,2060,460,513,585,410,528,843,288,250,1202,402
3,I,54,541,産業機械器具卸売業,2701,97,143,706,178,184,201,134,168,269,94,87,359,106
3,I,54,542,自動車卸売業,905,25,67,214,60,55,65,50,61,89,29,33,125,43
3,I,54,543,電気機械器具卸売業,2997,95,157,815,138,186,197,141,182,311,105,78,430,187
3,I,54,549,その他の機械器具卸売業,1569,38,85,325,84,88,122,85,117,174,60,52,288,66
2,I,55,000,その他の卸売業,8246,360,571,1559,431,590,727,548,791,821,303,225,949,443
3,I,55,551,家具・建具・じゅう器等卸売業,1092,53,79,171,50,90,96,102,108,97,32,19,145,61
3,I,55,552,医薬品・化粧品等卸売業,1361,46,83,298,78,92,104,65,102,143,60,43,168,85
3,I,55,553,紙・紙製品卸売業,803,32,52,170,46,63,92,58,75,78,29,25,74,18
3,I,55,559,他に分類されない卸売業,4990,229,357,920,257,345,435,323,506,503,182,138,562,279
2,I,56,000,各種商品小売業,29,1,11,4,2,2,3,-,5,2,-,-,1,1
3,I,56,561,百貨店，総合スーパー,15,1,9,3,1,-,2,-,2,-,-,-,-,-
3,I,56,569,その他の各種商品小売業（従業者が常時50人未満のもの）,14,-,2,1,1,2,1,-,3,2,-,-,1,1
2,I,57,000,織物・衣服・身の回り品小売業,3728,219,483,415,179,222,258,374,578,213,72,67,285,398
3,I,57,571,呉服・服地・寝具小売業,486,24,51,61,36,47,53,62,65,16,5,9,40,25
3,I,57,572,男子服小売業,516,21,67,56,17,22,39,71,93,30,5,14,31,56
3,I,57,573,婦人・子供服小売業,1519,104,221,150,63,89,85,137,267,80,31,19,104,176
3,I,57,574,靴・履物小売業,319,23,48,29,8,13,14,32,54,20,7,6,39,29
3,I,57,579,その他の織物・衣服・身の回り品小売業,888,47,96,119,55,51,67,72,99,67,24,19,71,112
2,I,58,000,飲食料品小売業,7998,273,822,1153,540,577,617,604,798,836,286,278,580,724
3,I,58,581,各種食料品小売業,311,10,47,53,24,20,13,26,28,38,6,3,19,26
3,I,58,582,野菜・果実小売業,635,16,58,91,47,47,52,48,68,56,20,15,70,56
3,I,58,583,食肉小売業,332,12,21,43,23,38,27,27,36,42,12,9,26,21
3,I,58,584,鮮魚小売業,234,11,21,34,13,16,32,16,25,25,5,4,16,21
3,I,58,585,酒小売業,1018,46,131,172,91,69,38,56,95,162,46,25,54,46
3,I,58,586,菓子・パン小売業,1391,35,83,163,86,109,155,150,204,148,48,38,92,91
3,I,58,589,その他の飲食料品小売業,4077,143,461,597,256,278,300,281,342,365,149,184,303,463
2,I,59,000,機械器具小売業,3820,138,297,687,292,281,266,218,400,446,165,125,329,221
3,I,59,591,自動車小売業,2024,57,123,322,158,162,160,136,199,231,102,75,202,123
3,I,59,592,自転車小売業,250,13,31,31,14,11,17,15,17,24,16,15,33,14
3,I,59,593,機械器具小売業（自動車，自転車を除く）,1546,68,143,334,120,108,89,67,184,191,47,35,94,84
2,I,60,000,その他の小売業,11084,403,858,1545,697,864,984,900,1290,1213,438,318,849,849
3,I,60,601,家具・建具・畳小売業,586,36,57,74,47,49,53,57,47,57,22,19,48,29
3,I,60,602,じゅう器小売業,628,40,61,71,40,39,41,56,89,56,22,17,57,44
3,I,60,603,医薬品・化粧品小売業,2689,60,168,476,181,225,233,187,349,343,113,69,143,170
3,I,60,604,農耕用品小売業,40,4,4,7,2,1,4,5,2,2,1,1,6,2
3,I,60,605,燃料小売業,758,20,32,139,53,79,93,73,85,100,21,8,35,28
3,I,60,606,書籍・文房具小売業,1533,66,92,164,72,123,148,169,171,152,75,61,136,125
3,I,60,607,スポーツ用品・がん具・娯楽用品・楽器小売業,832,35,100,117,23,56,63,53,109,83,25,25,62,90
3,I,60,608,写真機・時計・眼鏡小売業,620,40,58,77,36,40,40,36,53,92,29,20,62,41
3,I,60,609,他に分類されない小売業,3398,102,286,420,243,252,309,264,385,328,130,98,300,320
2,I,61,000,無店舗小売業,2769,89,188,500,136,189,221,201,263,285,98,109,287,228
3,I,61,611,通信販売・訪問販売小売業,2189,71,155,386,95,143,184,159,210,228,74,89,210,202
3,I,61,612,自動販売機による小売業,71,1,5,14,3,8,5,4,5,3,5,-,14,4
3,I,61,619,その他の無店舗小売業,509,17,28,100,38,38,32,38,48,54,19,20,63,22
1,J,00,000,金融業，保険業,3897,106,140,1541,129,197,222,152,169,311,98,129,521,228
2,J,62,000,銀行業,37,-,-,37,-,-,-,-,-,6,-,-,-,-
3,J,62,621,中央銀行,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,622,銀行（中央銀行を除く）,37,-,-,37,-,-,-,-,-,6,-,-,-,-
2,J,63,000,協同組織金融業,1,-,-,1,-,-,-,-,-,-,-,-,-,-
3,J,63,631,中小企業等金融業,1,-,-,1,-,-,-,-,-,-,-,-,-,-
3,J,63,632,農林水産金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,64,000,貸金業，クレジットカード業等非預金信用機関,565,23,23,210,14,28,20,19,24,43,22,18,98,29
3,J,64,641,貸金業,206,9,2,87,7,10,10,7,9,15,10,2,22,17
3,J,64,642,質屋,198,12,13,23,6,13,8,10,12,17,11,13,59,4
3,J,64,643,クレジットカード業，割賦金融業,91,1,6,56,-,1,-,2,2,7,-,2,12,3
3,J,64,649,その他の非預金信用機関,70,1,2,44,1,4,2,-,1,4,1,1,5,5
2,J,65,000,金融商品取引業，商品先物取引業,968,21,29,461,27,24,50,22,22,62,11,34,162,54
3,J,65,651,金融商品取引業,929,20,28,440,26,23,46,19,21,60,11,34,159,53
3,J,65,652,商品先物取引業，商品投資顧問業,39,1,1,21,1,1,4,3,1,2,-,-,3,1
2,J,66,000,補助的金融業等,187,5,6,121,2,6,6,2,-,9,1,5,16,8
3,J,66,661,補助的金融業，金融附帯業,137,3,4,92,2,5,4,1,-,8,-,3,11,4
3,J,66,662,信託業,10,-,-,9,-,-,-,-,-,-,-,-,-,1
3,J,66,663,金融代理業,40,2,2,20,-,1,2,1,-,1,1,2,5,3
2,J,67,000,保険業（保険媒介代理業，保険サービス業を含む）,2139,57,82,711,86,139,146,109,123,191,64,72,245,137
3,J,67,671,生命保険業,38,-,-,37,-,-,-,-,-,-,-,-,2,-
3,J,67,672,損害保険業,34,-,-,31,-,1,-,1,1,3,-,-,-,-
3,J,67,673,共済事業，少額短期保険業,35,-,2,31,-,-,-,-,-,1,-,-,1,1
3,J,67,674,保険媒介代理業,1956,55,76,589,84,134,136,102,119,179,61,71,231,135
3,J,67,675,保険サービス業,76,2,4,23,2,4,10,6,3,8,3,1,11,1
1,K,00,000,不動産業，物品賃貸業,31414,1073,1737,5695,2000,2466,2793,2152,2472,3305,1505,1026,3507,1969
2,K,68,000,不動産取引業,8672,289,474,1553,519,629,737,546,666,985,421,286,770,859
3,K,68,681,建物売買業，土地売買業,2178,77,131,457,131,156,170,127,137,237,101,77,177,212
3,K,68,682,不動産代理業・仲介業,6494,212,343,1096,388,473,567,419,529,748,320,209,593,647
2,K,69,000,不動産賃貸業・管理業,21428,746,1177,3794,1397,1760,1944,1520,1714,2195,1034,704,2612,1038
3,K,69,691,不動産賃貸業（貸家業，貸間業を除く）,6059,233,334,1242,357,482,523,431,459,596,259,217,729,251
3,K,69,692,貸家業，貸間業,8145,310,452,1337,572,685,747,590,677,819,406,269,965,411
3,K,69,693,駐車場業,843,27,46,162,50,77,77,47,58,94,48,30,98,30
3,K,69,694,不動産管理業,6381,176,345,1053,418,516,597,452,520,686,321,188,820,346
2,K,70,000,物品賃貸業,1271,37,84,337,80,77,108,81,89,120,48,33,123,71
3,K,70,701,各種物品賃貸業,48,1,1,34,1,1,2,2,2,2,1,-,1,1
3,K,70,702,産業用機械器具賃貸業,481,15,33,129,29,39,44,35,31,53,16,10,40,14
3,K,70,703,事務用機械器具賃貸業,58,1,4,16,4,5,4,2,4,4,3,-,7,5
3,K,70,704,自動車賃貸業,121,1,3,35,13,4,14,5,2,13,6,4,20,4
3,K,70,705,スポーツ・娯楽用品賃貸業,19,-,2,2,2,2,3,2,2,-,1,1,2,-
3,K,70,709,その他の物品賃貸業,537,18,40,120,30,26,41,35,48,48,21,17,51,47
1,L,00,000,学術研究，専門・技術サービス業,19679,493,1094,4136,986,1269,1798,1198,1360,2214,785,586,2166,1694
2,L,71,000,学術・開発研究機関,291,6,8,101,12,14,26,12,12,31,9,11,34,16
3,L,71,711,自然科学研究所,227,5,8,75,11,10,17,8,11,27,7,10,26,12
3,L,71,712,人文・社会科学研究所,63,1,-,25,1,4,9,4,1,4,2,1,8,4
2,L,72,000,専門サービス業（他に分類されないもの）,9470,230,533,1988,457,546,863,535,612,928,350,273,1255,945
3,L,72,721,法律事務所，特許事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,722,公証人役場，司法書士事務所，土地家屋調査士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,723,行政書士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,724,公認会計士事務所，税理士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,725,社会保険労務士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,726,デザイン業,2350,79,158,354,166,171,214,178,206,238,104,70,180,241
3,L,72,727,著述・芸術家業,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,728,経営コンサルタント業，純粋持株会社,3176,71,200,857,124,161,249,152,169,310,110,86,466,241
3,L,72,729,その他の専門サービス業,3944,80,175,777,167,214,400,205,237,380,136,117,609,463
2,L,73,000,広告業,2361,71,142,539,110,139,179,142,151,253,76,64,240,270
3,L,73,731,広告業,2361,71,142,539,110,139,179,142,151,253,76,64,240,270
2,L,74,000,技術サービス業（他に分類されないもの）,7538,186,409,1507,405,570,730,507,585,1000,348,238,631,461
3,L,74,741,獣医業,491,13,51,65,17,29,32,21,34,65,43,31,51,41
3,L,74,742,土木建築サービス業,4903,113,252,945,270,399,495,343,363,702,223,144,375,307
3,L,74,743,機械設計業,589,19,28,155,26,46,49,29,49,64,23,19,56,28
3,L,74,744,商品・非破壊検査業,168,1,8,51,12,8,11,11,15,18,5,-,21,8
3,L,74,745,計量証明業,107,2,4,24,11,6,12,6,6,16,2,5,10,3
3,L,74,746,写真業,697,15,45,97,47,56,67,62,79,66,27,26,59,54
3,L,74,749,その他の技術サービス業,583,23,21,170,22,26,64,35,39,69,25,13,59,20
1,M,00,000,宿泊業，飲食サービス業,17429,460,1119,2317,1126,1270,1383,1116,1454,1556,771,669,1369,3016
2,M,75,000,宿泊業,1058,25,68,239,39,83,94,59,59,111,48,34,112,102
3,M,75,751,旅館，ホテル,885,21,57,194,32,65,75,51,55,96,38,32,97,84
3,M,75,752,簡易宿所,102,3,7,15,4,13,14,7,2,8,8,2,10,10
3,M,75,753,下宿業,6,1,1,4,-,-,-,-,-,-,-,-,-,-
3,M,75,759,その他の宿泊業,60,-,3,25,3,5,5,1,2,6,2,-,4,6
2,M,76,000,飲食店,15772,416,1008,1966,1058,1147,1244,1022,1354,1383,695,611,1212,2832
3,M,76,761,食堂，レストラン（専門料理店を除く）,568,16,41,112,38,43,52,37,43,42,22,12,50,65
3,M,76,762,専門料理店,6858,177,418,826,472,472,547,451,587,623,287,272,550,1260
3,M,76,763,そば・うどん店,1258,34,86,163,106,139,119,104,128,125,43,61,65,98
3,M,76,764,すし店,947,23,80,94,79,84,98,67,107,96,43,27,73,92
3,M,76,765,酒場，ビヤホール,3194,76,205,368,195,215,236,169,268,274,154,124,247,693
3,M,76,766,バー，キャバレー，ナイトクラブ,1450,43,87,183,85,84,87,94,100,102,72,52,99,372
3,M,76,767,喫茶店,1045,33,64,135,68,78,75,70,96,86,53,46,78,175
3,M,76,769,その他の飲食店,450,14,26,85,15,32,30,30,25,35,21,16,50,77
2,M,77,000,持ち帰り・配達飲食サービス業,590,19,42,111,29,38,45,35,41,61,28,24,45,78
3,M,77,771,持ち帰り飲食サービス業,175,6,9,19,11,6,20,14,8,10,11,11,18,34
3,M,77,772,配達飲食サービス業,415,13,33,92,18,32,25,21,33,51,17,13,27,44
1,N,00,000,生活関連サービス業，娯楽業,11129,340,766,1803,691,741,863,722,874,1035,467,387,1062,1480
2,N,78,000,洗濯・理容・美容・浴場業,5803,163,469,655,373,401,462,446,505,572,250,246,496,831
3,N,78,781,洗濯業,1308,48,163,164,67,63,104,106,126,134,57,46,143,107
3,N,78,782,理容業,574,17,36,61,47,39,45,51,45,67,30,31,53,59
3,N,78,783,美容業,2698,64,177,273,171,218,215,205,260,263,109,137,199,428
3,N,78,784,一般公衆浴場業,302,9,31,30,27,23,27,36,25,30,14,9,29,20
3,N,78,785,その他の公衆浴場業,86,3,5,12,5,6,6,4,2,8,1,2,7,25
3,N,78,789,その他の洗濯・理容・美容・浴場業,834,22,57,115,56,52,65,44,47,70,39,21,64,192
2,N,79,000,その他の生活関連サービス業,2529,84,127,552,148,154,197,137,165,243,109,69,273,294
3,N,79,791,旅行業,957,37,44,254,45,49,69,29,31,71,39,31,156,113
3,N,79,793,衣服裁縫修理業,85,2,1,10,6,7,7,10,10,10,2,5,2,14
3,N,79,794,物品預り業,23,-,1,4,3,-,2,2,1,4,-,-,1,5
3,N,79,795,火葬・墓地管理業,42,1,1,9,3,2,4,3,3,2,4,5,1,4
3,N,79,796,冠婚葬祭業,621,11,25,104,51,62,50,55,70,67,30,14,40,47
3,N,79,799,他に分類されない生活関連サービス業,801,33,55,171,40,34,65,38,50,89,34,14,73,111
2,N,80,000,娯楽業,2791,93,170,594,170,185,204,139,204,218,108,72,293,354
3,N,80,801,映画館,27,1,7,10,1,2,-,-,1,-,-,-,3,2
3,N,80,802,興行場（別掲を除く），興行団,1150,32,69,211,83,69,83,58,94,86,47,29,133,159
3,N,80,803,競輪・競馬等の競走場，競技団,14,-,1,6,-,-,-,-,-,1,-,-,5,1
3,N,80,804,スポーツ施設提供業,470,13,24,123,26,26,30,23,33,39,19,14,52,50
3,N,80,805,公園，遊園地,23,1,1,12,1,1,-,-,2,-,-,1,3,1
3,N,80,806,遊戯場,547,17,27,116,31,45,46,29,38,46,31,13,41,69
3,N,80,809,その他の娯楽業,560,29,41,116,28,42,45,29,36,46,11,15,56,72
1,O,00,000,教育，学習支援業,3311,94,228,747,146,182,224,181,198,290,133,92,371,446
2,O,81,000,学校教育,33,-,1,12,-,-,2,3,3,1,1,-,4,6
3,O,81,811,幼稚園,2,-,-,1,-,-,-,1,-,-,-,-,-,-
3,O,81,812,小学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,813,中学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,2,-,-,2,-,-,-,-,-,-,-,-,-,-
3,O,81,815,特別支援学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,2,-,-,-,-,-,1,-,-,1,-,-,-,-
3,O,81,817,専修学校，各種学校,27,-,1,9,-,-,1,2,3,-,1,-,4,6
3,O,81,818,学校教育支援機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,819,幼保連携型認定こども園,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,3278,94,227,735,146,182,222,178,195,289,132,92,367,440
3,O,82,821,社会教育,42,-,3,14,2,2,5,3,1,2,2,-,4,5
3,O,82,822,職業・教育支援施設,275,7,18,71,8,13,20,18,15,22,6,5,49,25
3,O,82,823,学習塾,772,30,93,161,39,54,49,22,33,64,33,21,58,118
3,O,82,824,教養・技能教授業,1726,51,94,340,80,90,121,121,112,160,77,53,198,241
3,O,82,829,他に分類されない教育，学習支援業,454,6,19,149,15,22,26,14,33,38,14,13,57,51
1,P,00,000,医療，福祉,4473,113,205,980,221,305,324,294,302,412,226,162,387,582
2,P,83,000,医療業,2127,55,117,321,117,153,156,161,149,190,117,89,201,329
3,P,83,831,病院,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,832,一般診療所,26,1,1,4,-,2,-,1,3,-,-,1,3,10
3,P,83,833,歯科診療所,20,1,2,3,-,-,1,2,2,2,1,-,-,6
3,P,83,834,助産・看護業,130,3,3,21,9,10,11,7,4,9,7,6,15,26
3,P,83,835,療術業,1592,38,91,225,86,112,115,116,114,140,92,68,151,266
3,P,83,836,医療に附帯するサービス業,359,12,20,68,22,29,29,35,26,39,17,14,32,21
2,P,84,000,保健衛生,127,4,4,40,5,4,9,5,7,9,5,4,21,12
3,P,84,842,健康相談施設,109,3,3,34,3,4,7,3,7,7,4,4,20,12
3,P,84,849,その他の保健衛生,18,1,1,6,2,-,2,2,-,2,1,-,1,-
2,P,85,000,社会保険・社会福祉・介護事業,2218,54,84,619,99,148,159,127,146,213,104,69,165,241
3,P,85,851,社会保険事業団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,853,児童福祉事業,284,3,5,114,11,11,13,9,9,26,11,7,13,52
3,P,85,854,老人福祉・介護事業,1813,49,72,478,83,131,140,112,127,179,85,59,142,166
3,P,85,855,障害者福祉事業,110,2,7,27,5,6,5,4,8,8,7,2,8,21
3,P,85,859,その他の社会保険・社会福祉・介護事業,11,-,-,-,-,-,1,2,2,-,1,1,2,2
1,Q,00,000,複合サービス事業,6,-,1,2,-,-,2,-,-,-,-,1,-,-
2,Q,86,086,郵便局,6,-,1,2,-,-,2,-,-,-,-,1,-,-
3,Q,86,861,郵便局,1,-,-,1,-,-,-,-,-,-,-,-,-,-
3,Q,86,862,郵便局受託業,5,-,1,1,-,-,2,-,-,-,-,1,-,-
2,Q,87,000,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Q,87,871,農林水産業協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Q,87,872,事業協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,R,00,000,サービス業（他に分類されないもの）,12763,379,793,3209,677,870,1025,819,827,1319,500,325,1143,1000
2,R,88,000,廃棄物処理業,764,18,43,221,51,65,76,61,57,70,31,14,33,34
3,R,88,881,一般廃棄物処理業,331,10,18,114,21,27,33,23,28,26,11,-,13,12
3,R,88,882,産業廃棄物処理業,429,8,25,106,28,37,43,38,29,44,20,14,20,22
3,R,88,889,その他の廃棄物処理業,4,-,-,1,2,1,-,-,-,-,-,-,-,-
2,R,89,000,自動車整備業,1362,36,101,206,109,123,125,115,120,168,66,36,97,80
3,R,89,891,自動車整備業,1362,36,101,206,109,123,125,115,120,168,66,36,97,80
2,R,90,000,機械等修理業（別掲を除く）,1230,35,73,283,84,86,91,97,91,122,60,33,99,85
3,R,90,901,機械修理業（電気機械器具を除く）,659,17,44,160,53,46,45,51,40,71,34,20,50,30
3,R,90,902,電気機械器具修理業,289,7,15,81,17,22,17,16,22,26,16,7,20,26
3,R,90,903,表具業,30,1,2,4,1,2,4,5,5,1,1,-,4,-
3,R,90,909,その他の修理業,252,10,12,38,13,16,25,25,24,24,9,6,25,29
2,R,91,000,職業紹介・労働者派遣業,1924,60,88,580,71,111,145,82,97,192,59,56,192,209
3,R,91,911,職業紹介業,618,28,19,159,28,33,57,23,32,58,24,16,65,81
3,R,91,912,労働者派遣業,1306,32,69,421,43,78,88,59,65,134,35,40,127,128
2,R,92,000,その他の事業サービス業,7392,227,483,1891,359,480,584,459,458,759,280,183,710,585
3,R,92,921,速記・ワープロ入力・複写業,210,9,9,42,12,17,17,22,16,21,13,4,24,6
3,R,92,922,建物サービス業,2685,83,183,742,131,200,209,185,165,289,115,77,191,145
3,R,92,923,警備業,396,13,16,118,18,24,32,25,31,49,24,4,19,26
3,R,92,929,他に分類されない事業サービス業,4101,122,275,989,198,239,326,227,246,400,128,98,476,408
2,R,93,000,政治・経済・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,931,経済団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,932,労働団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,933,学術・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,934,政治団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,93,939,他に分類されない非営利的団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,94,000,宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,941,神道系宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,942,仏教系宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,943,キリスト教系宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,949,その他の宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,95,000,その他のサービス業,32,1,2,15,-,2,1,-,1,1,1,1,4,3
3,R,95,951,集会場,28,-,2,14,-,2,-,-,1,1,1,-,4,3
3,R,95,952,と畜場,1,-,-,-,-,-,-,-,-,-,-,1,-,-
3,R,95,959,他に分類されないサービス業,3,1,-,1,-,-,1,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
平成28年経済センサス活動調査報告（産業横断的集計　東京都概況）,,,,,,,,,,,,,,,,,,
第27表　企業産業（小分類）、会社の決算月別会社企業数,,,,,,,,,,,,,,,,,,
注１）年間に複数回決算を行う会社企業は、それぞれの決算月に計上しているため、各決算月の合計が総数に一致しない場合がある。,,,,,,,,,,,,,,,,,,
注２）全産業には、「農業，林業，漁業間格付不能」を含む。,,,,,,,,,,,,,,,,,,
産業分類階層（0:全産業総数　1:産業大分類　2:産業中分類　3:産業小分類）,,,,,,,,,,,,,,,,,,
