地域階層,地域コード,地域名,産業分類階層,大分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13212,日野市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,R,サービス業（他に分類されないもの）,68,1230,10,40,30,196,6,108,15,430,3,104,1,136,1,211,-,-,-,-,-,-
4,13213,東村山市,0,A～R,全産業（Ｓ公務を除く）,1225,16038,80,544,500,3398,159,1051,374,7668,31,864,21,1586,1,48,-,-,1,72,-,-
4,13213,東村山市,1,A,農業，林業,6,26,1,4,5,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,D,建設業,274,1620,16,50,126,656,43,194,70,536,10,118,2,27,-,-,-,-,-,-,-,-
4,13213,東村山市,1,E,製造業,150,2664,5,32,50,273,15,117,60,1293,5,112,11,725,-,-,-,-,1,72,-,-
4,13213,東村山市,1,F,電気・ガス・熱供給・水道業,2,30,-,-,-,-,-,-,1,28,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,G,情報通信業,19,263,4,7,7,14,2,6,5,27,-,-,1,209,-,-,-,-,-,-,-,-
4,13213,東村山市,1,H,運輸業，郵便業,32,958,-,-,11,174,4,46,15,625,2,113,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,I,卸売業，小売業,271,3182,14,174,105,811,32,287,99,1483,4,104,1,75,-,-,-,-,-,-,-,-
4,13213,東村山市,1,J,金融業，保険業,13,35,-,-,9,30,1,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,K,不動産業，物品賃貸業,159,674,10,22,65,190,17,72,56,263,4,15,2,53,1,48,-,-,-,-,-,-
4,13213,東村山市,1,L,学術研究，専門・技術サービス業,69,392,9,21,30,156,7,31,19,73,2,104,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,M,宿泊業，飲食サービス業,82,3255,3,88,40,521,14,80,11,2296,1,31,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,N,生活関連サービス業，娯楽業,54,995,6,51,17,146,12,66,12,377,-,-,2,314,-,-,-,-,-,-,-,-
4,13213,東村山市,1,O,教育，学習支援業,14,395,3,14,4,40,1,4,5,227,1,110,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,P,医療，福祉,35,870,7,70,14,218,7,129,5,251,-,-,1,180,-,-,-,-,-,-,-,-
4,13213,東村山市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,R,サービス業（他に分類されないもの）,45,679,2,11,17,147,4,18,15,187,2,157,1,3,-,-,-,-,-,-,-,-
4,13214,国分寺市,0,A～R,全産業（Ｓ公務を除く）,1128,17538,96,561,461,2612,129,719,326,5198,31,857,24,815,4,4583,1,156,1,626,1,48
4,13214,国分寺市,1,A,農業，林業,7,28,-,-,4,16,1,2,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,D,建設業,179,1406,9,38,66,303,19,98,65,513,7,119,7,167,1,131,-,-,-,-,-,-
4,13214,国分寺市,1,E,製造業,71,1869,1,2,21,79,5,41,36,867,3,58,4,196,-,-,-,-,1,626,-,-
4,13214,国分寺市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,G,情報通信業,62,530,11,107,28,117,4,10,11,166,4,88,1,34,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,H,運輸業，郵便業,10,644,1,7,2,6,-,-,3,85,2,362,1,28,-,-,1,156,-,-,-,-
4,13214,国分寺市,1,I,卸売業，小売業,248,6262,15,126,109,647,32,155,74,719,4,86,3,61,2,4418,-,-,-,-,-,-
4,13214,国分寺市,1,J,金融業，保険業,12,45,2,7,7,20,1,4,1,7,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,K,不動産業，物品賃貸業,215,867,15,29,91,274,27,93,64,268,10,88,3,72,1,34,-,-,-,-,-,-
4,13214,国分寺市,1,L,学術研究，専門・技術サービス業,82,590,12,39,32,100,10,64,23,187,1,56,2,94,-,-,-,-,-,-,1,48
4,13214,国分寺市,1,M,宿泊業，飲食サービス業,87,1102,8,73,38,464,12,127,13,236,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,N,生活関連サービス業，娯楽業,50,851,8,46,21,181,5,16,10,435,-,-,1,152,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,O,教育，学習支援業,28,632,3,12,12,152,3,42,6,400,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,P,医療，福祉,30,1180,8,66,13,79,3,34,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,R,サービス業（他に分類されないもの）,47,1532,3,9,17,174,7,33,18,1305,-,-,2,11,-,-,-,-,-,-,-,-
4,13215,国立市,0,A～R,全産業（Ｓ公務を除く）,857,11361,80,419,350,2660,88,574,264,3808,22,787,18,1187,3,1123,3,641,-,-,-,-
4,13215,国立市,1,A,農業，林業,2,5,1,3,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,D,建設業,130,955,10,32,42,268,15,73,54,492,4,62,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,E,製造業,39,488,4,19,12,48,3,64,16,208,1,5,3,144,-,-,-,-,-,-,-,-
4,13215,国立市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,G,情報通信業,45,625,7,15,15,62,2,7,14,146,3,125,2,267,-,-,-,-,-,-,-,-
4,13215,国立市,1,H,運輸業，郵便業,12,947,-,-,5,144,-,-,3,282,1,39,1,61,1,80,1,341,-,-,-,-
4,13215,国立市,1,I,卸売業，小売業,206,4016,11,75,91,889,25,212,59,631,8,262,6,603,1,1042,1,287,-,-,-,-
4,13215,国立市,1,J,金融業，保険業,4,17,-,-,1,10,-,-,2,6,-,-,-,-,1,1,-,-,-,-,-,-
4,13215,国立市,1,K,不動産業，物品賃貸業,150,473,12,28,69,195,21,63,40,156,2,13,3,13,-,-,-,-,-,-,-,-
4,13215,国立市,1,L,学術研究，専門・技術サービス業,75,648,12,51,27,115,3,27,28,259,2,173,-,-,-,-,1,13,-,-,-,-
4,13215,国立市,1,M,宿泊業，飲食サービス業,61,1072,10,80,25,470,7,35,13,433,-,-,1,25,-,-,-,-,-,-,-,-
4,13215,国立市,1,N,生活関連サービス業，娯楽業,51,680,7,55,23,120,6,47,10,427,-,-,1,2,-,-,-,-,-,-,-,-
4,13215,国立市,1,O,教育，学習支援業,24,273,4,22,11,81,1,3,4,21,1,108,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,P,医療，福祉,13,209,2,39,7,105,2,17,1,43,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,R,サービス業（他に分類されないもの）,45,953,-,-,22,153,2,24,20,704,-,-,1,72,-,-,-,-,-,-,-,-
4,13218,福生市,0,A～R,全産業（Ｓ公務を除く）,633,10262,42,230,264,1777,85,561,188,2895,16,877,18,1439,5,2201,1,176,-,-,1,32
4,13218,福生市,1,A,農業，林業,3,21,-,-,2,8,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,D,建設業,110,738,5,17,45,209,19,82,36,337,-,-,2,68,1,14,-,-,-,-,-,-
4,13218,福生市,1,E,製造業,68,1274,2,25,25,150,7,39,22,195,6,499,5,190,-,-,1,176,-,-,-,-
4,13218,福生市,1,F,電気・ガス・熱供給・水道業,1,97,-,-,-,-,-,-,-,-,-,-,1,97,-,-,-,-,-,-,-,-
4,13218,福生市,1,G,情報通信業,7,43,-,-,4,15,-,-,3,28,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,H,運輸業，郵便業,10,353,1,1,3,22,3,64,3,266,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,I,卸売業，小売業,179,3202,12,40,72,384,23,156,56,647,5,74,5,684,3,1175,-,-,-,-,1,32
4,13218,福生市,1,J,金融業，保険業,6,29,-,-,3,12,-,-,2,8,1,9,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,K,不動産業，物品賃貸業,91,492,2,6,46,109,14,52,24,121,1,3,4,201,-,-,-,-,-,-,-,-
4,13218,福生市,1,L,学術研究，専門・技術サービス業,34,184,2,9,19,100,4,27,9,48,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,M,宿泊業，飲食サービス業,34,1870,8,88,8,199,3,16,10,534,-,-,-,-,1,1012,-,-,-,-,-,-
4,13218,福生市,1,N,生活関連サービス業，娯楽業,28,290,1,4,15,169,4,32,5,68,1,9,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,O,教育，学習支援業,10,110,-,-,2,4,1,2,6,92,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,P,医療，福祉,23,651,5,24,10,247,2,8,4,89,1,273,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,R,サービス業（他に分類されないもの）,29,908,4,16,10,149,5,83,7,449,1,10,1,199,-,-,-,-,-,-,-,-
4,13219,狛江市,0,A～R,全産業（Ｓ公務を除く）,779,8990,70,436,330,1563,77,441,254,3733,18,1909,10,387,2,334,-,-,-,-,-,-
4,13219,狛江市,1,A,農業，林業,5,14,2,5,-,-,1,3,2,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,D,建設業,188,1143,16,97,77,290,16,105,69,523,4,69,2,38,-,-,-,-,-,-,-,-
4,13219,狛江市,1,E,製造業,67,992,-,-,21,84,5,25,34,499,1,78,5,221,1,85,-,-,-,-,-,-
4,13219,狛江市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,G,情報通信業,29,180,7,30,10,32,4,22,7,41,1,55,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,H,運輸業，郵便業,12,121,2,5,2,41,2,24,5,46,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,I,卸売業，小売業,172,1378,7,65,79,491,15,94,58,416,4,80,2,120,-,-,-,-,-,-,-,-
4,13219,狛江市,1,J,金融業，保険業,5,11,2,2,2,5,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,K,不動産業，物品賃貸業,127,742,9,19,64,188,13,43,35,197,4,38,1,8,1,249,-,-,-,-,-,-
4,13219,狛江市,1,L,学術研究，専門・技術サービス業,51,141,6,16,21,51,7,17,14,48,1,4,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,M,宿泊業，飲食サービス業,37,1417,4,26,18,92,5,52,9,1217,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,N,生活関連サービス業，娯楽業,26,407,4,9,11,103,2,7,8,286,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,O,教育，学習支援業,12,146,1,1,7,80,-,-,4,65,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,P,医療，福祉,19,229,7,128,5,49,5,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,R,サービス業（他に分類されないもの）,29,2069,3,33,13,57,2,9,8,385,3,1585,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,0,A～R,全産業（Ｓ公務を除く）,902,13259,64,407,402,2014,114,1052,249,3673,19,1106,20,4166,4,264,1,70,2,243,-,-
4,13220,東大和市,1,A,農業，林業,2,17,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,D,建設業,261,1408,14,72,127,568,35,217,69,414,6,67,3,21,1,11,-,-,-,-,-,-
4,13220,東大和市,1,E,製造業,89,2299,4,46,37,176,8,47,33,1359,2,58,4,396,-,-,-,-,1,217,-,-
4,13220,東大和市,1,F,電気・ガス・熱供給・水道業,1,57,-,-,-,-,-,-,-,-,-,-,1,57,-,-,-,-,-,-,-,-
4,13220,東大和市,1,G,情報通信業,14,137,2,7,6,13,-,-,5,9,-,-,-,-,1,108,-,-,-,-,-,-
4,13220,東大和市,1,H,運輸業，郵便業,25,3835,1,3,3,23,9,219,8,362,1,539,2,2547,1,142,-,-,-,-,-,-
4,13220,東大和市,1,I,卸売業，小売業,190,2655,8,37,92,599,19,261,58,830,4,153,2,623,-,-,1,70,-,-,-,-
4,13220,東大和市,1,J,金融業，保険業,9,32,2,4,5,25,1,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,K,不動産業，物品賃貸業,122,429,4,10,53,147,21,69,34,131,3,9,3,29,1,3,-,-,1,26,-,-
4,13220,東大和市,1,L,学術研究，専門・技術サービス業,45,258,9,38,16,29,1,4,16,148,1,36,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,M,宿泊業，飲食サービス業,35,782,6,27,13,110,6,44,4,39,1,220,2,310,-,-,-,-,-,-,-,-
4,13220,東大和市,1,N,生活関連サービス業，娯楽業,33,492,4,19,12,54,5,73,7,134,-,-,1,132,-,-,-,-,-,-,-,-
4,13220,東大和市,1,O,教育，学習支援業,12,158,2,78,3,22,2,28,3,23,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,P,医療，福祉,23,288,5,51,9,62,5,79,4,96,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,R,サービス業（他に分類されないもの）,41,412,3,15,25,178,2,10,7,126,1,24,2,51,-,-,-,-,-,-,-,-
4,13221,清瀬市,0,A～R,全産業（Ｓ公務を除く）,578,6310,41,242,272,1565,87,607,142,1824,13,586,5,73,-,-,2,1239,-,-,-,-
4,13221,清瀬市,1,A,農業，林業,5,27,-,-,2,6,3,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,D,建設業,152,803,6,24,74,318,31,168,32,229,4,41,2,17,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,E,製造業,32,1256,-,-,11,37,7,63,10,234,3,186,-,-,-,-,1,736,-,-,-,-
4,13221,清瀬市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,G,情報通信業,8,23,4,5,2,2,-,-,2,16,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,H,運輸業，郵便業,10,617,-,-,1,14,-,-,8,100,-,-,-,-,-,-,1,503,-,-,-,-
4,13221,清瀬市,1,I,卸売業，小売業,139,1110,9,49,74,437,16,101,33,382,2,27,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,J,金融業，保険業,7,33,-,-,4,23,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,K,不動産業，物品賃貸業,72,351,3,6,25,111,9,39,28,166,2,8,2,12,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,L,学術研究，専門・技術サービス業,43,180,9,30,23,80,4,11,7,59,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,M,宿泊業，飲食サービス業,22,286,1,4,12,120,4,98,1,8,1,6,1,44,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,N,生活関連サービス業，娯楽業,27,503,1,11,15,69,6,58,4,47,1,318,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,O,教育，学習支援業,7,217,1,23,4,23,-,-,2,171,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,P,医療，福祉,18,432,5,82,7,217,-,-,5,115,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,R,サービス業（他に分類されないもの）,36,472,2,8,18,108,6,47,9,297,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,0,A～R,全産業（Ｓ公務を除く）,1047,11704,63,389,440,2611,151,804,315,4648,31,1252,14,551,1,237,-,-,1,954,-,-
4,13222,東久留米市,1,A,農業，林業,10,180,-,-,2,11,4,30,2,16,-,-,2,123,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,D,建設業,275,1675,10,27,126,561,54,247,74,758,4,36,2,25,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,E,製造業,107,1971,3,6,34,120,16,78,41,551,4,91,4,149,-,-,-,-,1,954,-,-
4,13222,東久留米市,1,F,電気・ガス・熱供給・水道業,1,5,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,G,情報通信業,29,338,4,9,14,68,2,3,7,12,2,246,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,H,運輸業，郵便業,26,1172,1,1,7,56,3,24,11,653,4,438,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,I,卸売業，小売業,223,3289,7,82,89,781,36,237,71,1206,10,395,5,246,1,237,-,-,-,-,-,-
4,13222,東久留米市,1,J,金融業，保険業,11,37,6,19,3,10,1,3,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,K,不動産業，物品賃貸業,143,568,6,17,68,273,13,38,48,195,5,14,1,8,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,L,学術研究，専門・技術サービス業,49,198,6,11,21,72,4,8,15,80,1,18,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,M,宿泊業，飲食サービス業,44,451,5,107,22,199,5,40,4,54,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,N,生活関連サービス業，娯楽業,37,400,3,29,25,185,2,9,7,177,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,O,教育，学習支援業,14,206,2,7,6,82,2,33,3,70,1,14,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,P,医療，福祉,19,327,8,72,5,120,1,5,1,105,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,R,サービス業（他に分類されないもの）,59,887,2,2,18,73,7,44,30,766,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,0,A～R,全産業（Ｓ公務を除く）,989,11600,60,574,447,2348,135,1378,288,4629,29,1303,6,583,4,148,-,-,-,-,1,312
4,13223,武蔵村山市,1,A,農業，林業,2,12,-,-,2,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,D,建設業,283,1647,17,86,148,618,35,189,72,565,3,32,3,143,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,E,製造業,210,3518,2,10,82,378,26,283,84,1681,9,477,2,230,3,146,-,-,-,-,1,312
4,13223,武蔵村山市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,G,情報通信業,5,15,1,3,3,5,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,H,運輸業，郵便業,44,1449,-,-,13,130,9,123,16,534,5,452,1,210,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,I,卸売業，小売業,211,2744,15,236,90,626,25,435,66,867,9,304,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,J,金融業，保険業,3,25,-,-,2,11,-,-,-,-,1,14,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,K,不動産業，物品賃貸業,90,335,6,11,42,141,19,63,21,115,1,2,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,L,学術研究，専門・技術サービス業,22,76,3,21,13,30,1,3,4,17,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,M,宿泊業，飲食サービス業,25,527,5,125,12,184,4,168,3,28,1,22,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,N,生活関連サービス業，娯楽業,29,358,3,11,12,78,7,60,7,209,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,O,教育，学習支援業,6,179,-,-,2,25,1,5,2,140,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,P,医療，福祉,9,74,4,39,2,12,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,R,サービス業（他に分類されないもの）,50,641,4,32,24,98,7,34,12,466,-,-,-,-,1,2,-,-,-,-,-,-
4,13224,多摩市,0,A～R,全産業（Ｓ公務を除く）,1135,31180,78,505,472,2583,124,1111,329,5330,32,1984,32,4896,10,2464,4,2418,8,1868,4,7519
4,13224,多摩市,1,A,農業，林業,4,31,-,-,2,11,1,8,1,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13224,多摩市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13224,多摩市,1,C,鉱業，採石業，砂利採取業,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13224,多摩市,1,D,建設業,155,1617,7,35,59,334,20,125,54,465,7,191,4,426,-,-,-,-,-,-,-,-
4,13224,多摩市,1,E,製造業,71,5416,5,21,27,97,1,9,24,284,-,-,6,187,3,858,-,-,3,669,2,3291
4,13224,多摩市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13224,多摩市,1,G,情報通信業,71,2612,7,13,28,85,10,88,16,145,3,32,5,2204,-,-,1,44,-,-,-,-
4,13224,多摩市,1,H,運輸業，郵便業,18,5245,1,10,3,21,-,-,10,1015,-,-,2,250,1,96,-,-,-,-,1,3853
4,13224,多摩市,1,I,卸売業，小売業,272,8017,21,169,104,798,32,270,80,1181,9,302,9,1275,2,34,1,2363,3,1097,1,375
4,13224,多摩市,1,J,金融業，保険業,19,65,1,2,11,31,-,-,6,28,-,-,1,4,-,-,-,-,-,-,-,-
4,13224,多摩市,1,K,不動産業，物品賃貸業,154,609,4,8,74,197,16,50,49,272,3,10,1,3,-,-,2,11,1,48,-,-
4,13224,多摩市,1,L,学術研究，専門・技術サービス業,106,640,6,15,53,174,8,30,33,325,2,80,1,3,-,-,-,-,-,-,-,-
4,13224,多摩市,1,M,宿泊業，飲食サービス業,74,1222,6,58,29,271,9,255,18,406,-,-,-,-,1,11,-,-,-,-,-,-
4,13224,多摩市,1,N,生活関連サービス業，娯楽業,64,2336,2,2,38,242,11,82,7,286,1,18,1,318,2,1328,-,-,1,54,-,-
4,13224,多摩市,1,O,教育，学習支援業,20,205,2,18,4,25,7,90,5,67,-,-,-,-,-,-,-,-,-,-,-,-
4,13224,多摩市,1,P,医療，福祉,30,698,6,87,12,153,3,65,5,344,-,-,-,-,-,-,-,-,-,-,-,-
4,13224,多摩市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13224,多摩市,1,R,サービス業（他に分類されないもの）,76,2463,10,67,28,144,6,39,20,496,7,1351,2,226,1,137,-,-,-,-,-,-
4,13225,稲城市,0,A～R,全産業（Ｓ公務を除く）,730,11267,50,187,281,1582,97,822,227,3141,25,788,22,858,4,650,1,300,1,503,2,2283
