地域階層,地域コード,地域名,産業分類階層,大分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13108,江東区,1,A,農業，林業,9,671,1,1,1,4,-,-,3,31,-,-,-,-,2,366,2,269,-,-,-,-
4,13108,江東区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,D,建設業,872,20445,26,125,245,1171,94,522,352,3598,55,1374,43,2635,16,1913,13,3232,1,396,3,5328
4,13108,江東区,1,E,製造業,1403,91620,43,263,483,1967,90,508,562,7541,76,3345,52,5087,41,9882,15,8045,17,11287,14,43654
4,13108,江東区,1,F,電気・ガス・熱供給・水道業,3,568,-,-,-,-,-,-,-,-,-,-,-,-,2,547,-,-,-,-,1,21
4,13108,江東区,1,G,情報通信業,271,84614,29,125,46,143,16,168,89,4028,7,1137,16,1070,25,8951,15,12070,10,15293,7,41252
4,13108,江東区,1,H,運輸業，郵便業,375,50826,6,78,51,385,44,857,160,6092,21,1390,34,14894,26,14818,14,4460,4,2723,5,5011
4,13108,江東区,1,I,卸売業，小売業,1759,101948,80,671,479,2509,160,972,690,6821,98,4504,106,13448,43,12709,17,3974,12,10521,6,45395
4,13108,江東区,1,J,金融業，保険業,86,16821,7,19,31,113,5,33,22,276,3,46,2,5,5,50,3,18,2,334,4,15922
4,13108,江東区,1,K,不動産業，物品賃貸業,625,8031,33,181,172,449,48,138,271,1378,25,819,32,717,8,2325,6,869,6,1057,-,-
4,13108,江東区,1,L,学術研究，専門・技術サービス業,312,8726,36,154,93,335,25,202,110,1222,6,1181,8,1052,8,1937,2,457,3,1010,3,1116
4,13108,江東区,1,M,宿泊業，飲食サービス業,428,14799,37,381,189,1623,74,575,70,1901,2,2903,6,2369,1,1291,-,-,-,-,1,3368
4,13108,江東区,1,N,生活関連サービス業，娯楽業,241,8230,19,104,96,517,27,325,60,1299,9,729,10,1131,5,3256,1,639,1,84,-,-
4,13108,江東区,1,O,教育，学習支援業,48,718,3,10,21,228,5,25,11,308,2,79,-,-,1,12,-,-,-,-,-,-
4,13108,江東区,1,P,医療，福祉,115,4929,8,92,43,642,15,384,19,555,4,208,3,457,2,1256,1,1146,-,-,-,-
4,13108,江東区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,R,サービス業（他に分類されないもの）,426,36016,19,245,117,888,27,218,167,5957,22,2567,25,2762,16,12761,11,6914,2,3099,2,157
4,13109,品川区,0,A～R,全産業（Ｓ公務を除く）,7968,622773,364,2561,2142,12013,677,5838,2858,51135,423,25586,483,80168,278,74430,209,93423,94,76334,83,197345
4,13109,品川区,1,A,農業，林業,4,21,1,2,2,8,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,B,漁業,1,21,-,-,-,-,-,-,1,21,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,D,建設業,777,25942,14,67,214,965,65,438,344,4122,53,2572,41,4209,15,1480,10,2807,4,2872,4,6344
4,13109,品川区,1,E,製造業,1264,145531,41,459,373,1394,83,407,473,8362,69,3334,75,6157,39,6027,41,23205,29,24348,29,71629
4,13109,品川区,1,F,電気・ガス・熱供給・水道業,11,363,-,-,-,-,1,1,2,156,1,34,-,-,2,9,2,30,1,29,1,103
4,13109,品川区,1,G,情報通信業,589,63252,25,144,59,303,35,343,225,4750,44,2706,72,6926,43,7259,29,10705,15,8126,8,21435
4,13109,品川区,1,H,運輸業，郵便業,174,33864,4,54,20,231,13,175,71,2534,13,3357,20,4513,16,4881,10,4865,2,5144,1,8075
4,13109,品川区,1,I,卸売業，小売業,1950,115028,67,572,516,2572,161,1196,712,9210,114,3913,119,15972,75,9220,77,24665,22,17468,16,29384
4,13109,品川区,1,J,金融業，保険業,107,3448,7,19,24,109,4,18,32,394,3,118,10,231,10,117,4,991,2,27,5,1405
4,13109,品川区,1,K,不動産業，物品賃貸業,979,14410,41,115,287,844,89,327,394,2300,39,503,55,463,27,5017,8,3260,5,1074,1,322
4,13109,品川区,1,L,学術研究，専門・技術サービス業,583,24905,39,146,141,509,45,149,214,2540,25,455,31,2954,11,1480,12,2820,4,793,13,12440
4,13109,品川区,1,M,宿泊業，飲食サービス業,597,81886,45,396,244,2119,83,1714,99,2672,16,2743,14,15080,12,25433,1,638,2,207,2,29940
4,13109,品川区,1,N,生活関連サービス業，娯楽業,300,39772,27,108,114,912,33,165,67,1498,11,808,12,2980,8,4041,4,3703,4,9262,2,16091
4,13109,品川区,1,O,教育，学習支援業,93,2889,11,63,25,255,13,118,28,475,5,230,3,175,-,-,3,1489,-,-,-,-
4,13109,品川区,1,P,医療，福祉,119,23302,20,187,37,477,16,277,16,670,-,-,8,12262,6,2153,1,7193,-,-,-,-
4,13109,品川区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,R,サービス業（他に分類されないもの）,420,48139,22,229,86,1315,36,510,179,11420,30,4813,23,8246,14,7313,7,7052,4,6984,1,177
4,13110,目黒区,0,A～R,全産業（Ｓ公務を除く）,4710,164220,303,2499,1500,7941,442,4146,1705,27131,196,13231,178,14642,79,56396,30,13845,16,8747,13,13984
4,13110,目黒区,1,A,農業，林業,6,54,-,-,2,23,-,-,4,31,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,C,鉱業，採石業，砂利採取業,1,12,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,D,建設業,363,4659,8,26,88,320,32,169,178,1484,19,533,21,764,4,935,-,-,-,-,1,393
4,13110,目黒区,1,E,製造業,439,17896,11,51,126,481,30,138,186,4011,39,1855,26,2726,9,2092,5,1465,2,350,2,4715
4,13110,目黒区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,G,情報通信業,310,7727,30,110,61,400,27,209,121,3807,14,346,20,904,11,476,-,-,3,802,2,503
4,13110,目黒区,1,H,運輸業，郵便業,48,5101,2,23,8,105,7,74,25,1531,2,472,1,95,-,-,-,-,2,2799,-,-
4,13110,目黒区,1,I,卸売業，小売業,1218,74522,62,1290,407,2165,106,1203,451,6051,51,6426,46,4128,24,45236,13,1785,5,4003,2,1797
4,13110,目黒区,1,J,金融業，保険業,46,294,1,6,15,40,4,7,19,95,1,1,-,-,1,5,2,9,-,-,1,124
4,13110,目黒区,1,K,不動産業，物品賃貸業,694,3993,38,88,221,622,58,196,279,1566,32,363,28,478,13,529,1,2,1,29,-,-
4,13110,目黒区,1,L,学術研究，専門・技術サービス業,428,9706,54,171,125,505,44,266,156,1526,9,235,6,204,3,2795,-,-,2,712,4,3215
4,13110,目黒区,1,M,宿泊業，飲食サービス業,423,16981,45,404,167,1276,56,418,81,2918,7,51,7,657,3,1840,2,5820,-,-,1,3237
4,13110,目黒区,1,N,生活関連サービス業，娯楽業,347,6143,23,124,148,888,43,1092,86,1347,7,119,7,364,3,294,1,1734,-,-,-,-
4,13110,目黒区,1,O,教育，学習支援業,101,2208,7,43,39,419,9,88,32,590,1,6,3,553,2,405,-,-,-,-,-,-
4,13110,目黒区,1,P,医療，福祉,98,5763,11,69,38,425,13,222,14,218,3,299,5,2790,1,194,1,1468,-,-,-,-
4,13110,目黒区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,R,サービス業（他に分類されないもの）,188,9161,11,94,55,272,13,64,72,1944,11,2525,8,979,5,1595,5,1562,1,52,-,-
4,13111,大田区,0,A～R,全産業（Ｓ公務を除く）,12556,356507,764,4174,4318,21423,1289,8302,4607,70353,547,23890,401,72114,141,30285,61,16845,27,39897,18,65078
4,13111,大田区,1,A,農業，林業,13,94,-,-,5,13,1,5,7,76,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,D,建設業,1592,15839,47,237,584,2474,194,1014,618,5735,73,1933,34,1662,13,973,5,1706,-,-,-,-
4,13111,大田区,1,E,製造業,3239,98161,104,567,1123,4194,344,1647,1271,18565,164,7694,120,8423,48,8331,14,4118,8,3035,8,41238
4,13111,大田区,1,F,電気・ガス・熱供給・水道業,4,28,-,-,-,-,-,-,1,12,-,-,-,-,-,-,1,2,1,3,-,-
4,13111,大田区,1,G,情報通信業,263,8773,30,67,76,272,20,121,87,1139,13,397,10,1196,8,2033,4,1534,2,1971,-,-
4,13111,大田区,1,H,運輸業，郵便業,381,43079,7,52,64,775,38,863,177,10024,35,4008,35,11917,11,10037,5,2756,3,565,1,1987
4,13111,大田区,1,I,卸売業，小売業,2937,70013,172,1180,910,5011,291,1891,1199,14493,128,4291,93,9385,29,5133,25,5665,5,14085,4,8082
4,13111,大田区,1,J,金融業，保険業,113,3596,12,47,44,131,13,57,30,1775,7,39,2,4,2,5,-,-,-,-,1,1536
4,13111,大田区,1,K,不動産業，物品賃貸業,1560,7712,111,282,538,1412,143,454,600,3241,71,515,40,415,9,459,3,73,4,618,1,133
4,13111,大田区,1,L,学術研究，専門・技術サービス業,495,3740,71,200,177,614,41,147,160,1266,15,349,5,836,6,175,-,-,2,46,-,-
4,13111,大田区,1,M,宿泊業，飲食サービス業,692,46341,80,601,298,2285,91,673,104,3307,16,1637,11,11197,5,728,-,-,1,15332,1,9844
4,13111,大田区,1,N,生活関連サービス業，娯楽業,450,12372,46,238,199,1376,46,378,107,2218,8,1176,11,1003,5,890,2,605,1,4242,1,81
4,13111,大田区,1,O,教育，学習支援業,107,2355,10,63,40,214,11,113,28,715,2,45,4,1124,-,-,-,-,-,-,-,-
4,13111,大田区,1,P,医療，福祉,215,5384,38,374,88,1014,18,558,35,900,2,535,4,242,3,1477,-,-,-,-,-,-
4,13111,大田区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,R,サービス業（他に分類されないもの）,495,39020,36,266,172,1638,38,381,183,6887,13,1271,32,24710,2,44,2,386,-,-,1,2177
4,13112,世田谷区,0,A～R,全産業（Ｓ公務を除く）,10162,207081,744,4848,3396,18366,1020,6843,3602,46261,328,12031,271,28564,76,31686,33,15399,19,17053,11,21048
4,13112,世田谷区,1,A,農業，林業,44,331,3,15,12,62,9,40,12,178,2,15,3,13,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,D,建設業,1373,14267,32,141,409,1755,150,720,602,4906,84,1780,45,2106,7,775,4,1366,1,248,-,-
4,13112,世田谷区,1,E,製造業,597,15440,17,78,171,808,40,236,271,3761,29,1234,36,3530,7,1973,2,268,3,924,2,2522
4,13112,世田谷区,1,F,電気・ガス・熱供給・水道業,3,21,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-
4,13112,世田谷区,1,G,情報通信業,502,20309,70,185,137,482,51,291,157,2081,18,2507,17,1000,10,817,5,3408,2,942,2,8469
4,13112,世田谷区,1,H,運輸業，郵便業,132,6499,3,61,30,249,19,325,64,2634,5,387,9,2571,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,I,卸売業，小売業,2567,50792,142,1479,904,5503,240,1953,974,10285,86,3129,54,11631,15,6233,12,5683,6,3752,-,-
4,13112,世田谷区,1,J,金融業，保険業,109,5837,7,16,40,122,8,27,30,125,2,65,6,2065,2,45,1,200,2,295,3,2849
4,13112,世田谷区,1,K,不動産業，物品賃貸業,1563,16951,79,258,502,1376,134,507,640,3302,60,998,55,549,11,45,3,75,3,9590,-,-
4,13112,世田谷区,1,L,学術研究，専門・技術サービス業,875,5745,128,364,292,949,80,343,285,1806,11,151,13,216,3,345,-,-,1,1141,3,265
4,13112,世田谷区,1,M,宿泊業，飲食サービス業,751,37938,74,640,308,2528,105,888,120,4733,9,907,6,1558,7,18856,-,-,-,-,1,6943
4,13112,世田谷区,1,N,生活関連サービス業，娯楽業,666,8637,59,318,273,1720,77,392,158,3749,2,14,10,1470,5,356,2,13,-,-,-,-
4,13112,世田谷区,1,O,教育，学習支援業,218,3400,31,191,77,653,20,188,60,1913,2,8,5,331,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,P,医療，福祉,301,6039,53,797,99,1272,47,629,57,1465,4,139,1,20,3,507,2,775,1,161,-,-
4,13112,世田谷区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,R,サービス業（他に分類されないもの）,461,14875,46,305,142,887,40,304,172,5323,14,697,11,1504,5,1731,2,3611,-,-,-,-
4,13113,渋谷区,0,A～R,全産業（Ｓ公務を除く）,13652,867293,749,5510,2619,18656,1137,10884,4944,111018,698,40036,724,113485,402,133479,187,74030,116,87816,62,250469
4,13113,渋谷区,1,A,農業，林業,3,24,-,-,-,-,-,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,D,建設業,547,26842,12,118,94,375,28,234,282,3860,46,1442,31,1982,13,2994,5,1841,5,4263,3,9482
4,13113,渋谷区,1,E,製造業,596,94621,31,146,107,618,39,155,229,5947,36,1738,37,4424,19,1581,19,6559,11,11144,17,61734
4,13113,渋谷区,1,F,電気・ガス・熱供給・水道業,7,272,-,-,-,-,-,-,1,1,1,171,1,21,1,52,3,27,-,-,-,-
4,13113,渋谷区,1,G,情報通信業,2233,81794,133,688,326,2464,175,1585,801,15397,121,6310,115,9987,87,12211,63,13849,22,6154,10,9078
4,13113,渋谷区,1,H,運輸業，郵便業,51,77297,1,3,6,46,4,187,17,1138,2,1097,7,746,3,227,-,-,2,2378,3,71440
4,13113,渋谷区,1,I,卸売業，小売業,2968,182268,119,1267,546,3894,257,2340,1141,22589,163,9643,189,35607,96,32219,46,24874,25,21521,11,24037
4,13113,渋谷区,1,J,金融業，保険業,173,30419,9,42,27,224,8,108,47,302,8,352,17,789,20,1930,9,1102,7,3961,5,21493
4,13113,渋谷区,1,K,不動産業，物品賃貸業,1709,40282,58,187,314,1106,119,551,704,7533,103,1609,101,2436,49,5412,10,1564,18,15982,2,2385
4,13113,渋谷区,1,L,学術研究，専門・技術サービス業,1959,33191,148,727,425,1930,165,1039,726,8063,62,1464,71,4730,36,5172,16,2102,13,2894,4,2723
4,13113,渋谷区,1,M,宿泊業，飲食サービス業,1068,90130,87,1543,300,2763,133,2747,243,10355,39,3550,31,10616,20,40209,3,5105,3,10153,1,369
4,13113,渋谷区,1,N,生活関連サービス業，娯楽業,1013,44601,76,432,273,2734,103,897,278,6761,28,1409,38,6672,23,12000,3,916,6,4349,2,6694
4,13113,渋谷区,1,O,教育，学習支援業,332,9895,21,115,66,681,25,240,108,3518,11,635,20,2334,6,633,1,22,-,-,-,-
4,13113,渋谷区,1,P,医療，福祉,169,21026,18,86,43,450,17,179,33,995,8,1250,9,12126,4,2507,1,94,-,-,1,3161
4,13113,渋谷区,1,Q,複合サービス事業,1,4,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,R,サービス業（他に分類されないもの）,823,134627,36,156,91,1367,64,622,332,24545,70,9366,57,21015,25,16332,8,15975,4,5017,3,37873
4,13114,中野区,0,A～R,全産業（Ｓ公務を除く）,4640,119330,281,1724,1571,8239,415,2480,1728,24272,193,8414,140,13804,46,18893,28,13178,10,6082,10,20868
4,13114,中野区,1,A,農業，林業,3,14,-,-,3,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,D,建設業,631,6840,21,125,178,755,60,374,293,2517,44,1477,15,401,3,1116,-,-,-,-,-,-
4,13114,中野区,1,E,製造業,303,19378,12,47,86,332,16,145,128,2536,22,1207,18,1813,7,1420,2,1233,2,1043,5,9507
4,13114,中野区,1,F,電気・ガス・熱供給・水道業,1,181,-,-,-,-,-,-,-,-,1,181,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,G,情報通信業,304,7739,27,125,75,248,22,144,124,1792,14,670,16,1480,9,2139,2,238,2,638,1,219
4,13114,中野区,1,H,運輸業，郵便業,65,5086,1,5,15,162,8,74,32,1413,6,919,2,1421,-,-,1,1092,-,-,-,-
4,13114,中野区,1,I,卸売業，小売業,1119,27146,59,368,378,2228,107,655,430,5196,40,1048,31,2086,10,7085,12,5114,1,433,1,2480
4,13114,中野区,1,J,金融業，保険業,49,4193,3,16,20,85,4,12,11,64,5,65,1,1,2,2482,1,82,1,1384,-,-
4,13114,中野区,1,K,不動産業，物品賃貸業,783,12790,35,70,283,747,66,199,307,1652,29,311,34,808,6,137,2,276,1,134,1,8376
4,13114,中野区,1,L,学術研究，専門・技術サービス業,397,3939,31,130,153,623,33,113,147,1035,6,58,3,112,3,534,3,251,2,762,2,286
4,13114,中野区,1,M,宿泊業，飲食サービス業,311,7662,29,246,132,1193,31,307,53,1722,5,1125,3,179,1,775,1,1785,-,-,-,-
4,13114,中野区,1,N,生活関連サービス業，娯楽業,283,6215,22,197,126,625,34,204,69,858,7,656,4,1542,-,-,1,361,1,1688,-,-
4,13114,中野区,1,O,教育，学習支援業,80,4379,9,42,30,235,4,28,25,850,2,75,3,1715,2,1391,-,-,-,-,-,-
4,13114,中野区,1,P,医療，福祉,101,1623,22,227,36,566,10,86,16,263,4,152,2,250,1,14,-,-,-,-,-,-
4,13114,中野区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,R,サービス業（他に分類されないもの）,210,12145,10,126,56,426,20,139,93,4374,8,470,8,1996,2,1800,3,2746,-,-,-,-
4,13115,杉並区,0,A～R,全産業（Ｓ公務を除く）,6872,119125,528,3598,2339,12842,732,4873,2456,34607,224,5297,209,12136,44,9462,9,2321,14,25047,3,7065
4,13115,杉並区,1,A,農業，林業,10,65,-,-,4,14,-,-,5,47,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,D,建設業,853,9742,23,87,244,1074,81,432,398,3575,42,574,35,1623,9,1013,1,110,2,912,1,244
4,13115,杉並区,1,E,製造業,357,9180,13,564,88,409,25,105,175,2251,21,786,22,2013,6,760,1,130,2,2129,-,-
4,13115,杉並区,1,F,電気・ガス・熱供給・水道業,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,G,情報通信業,406,7786,49,254,130,616,44,368,140,2112,11,381,11,1017,4,1374,3,1205,2,400,-,-
4,13115,杉並区,1,H,運輸業，郵便業,81,6301,2,9,17,155,5,59,38,3939,5,501,12,1596,1,31,-,-,-,-,-,-
4,13115,杉並区,1,I,卸売業，小売業,1706,46512,122,1105,616,3648,174,1247,606,6310,63,1488,45,2397,7,1444,3,871,3,20597,2,6821
4,13115,杉並区,1,J,金融業，保険業,73,687,3,3,21,73,7,26,20,77,5,21,7,35,1,230,-,-,2,188,-,-
4,13115,杉並区,1,K,不動産業，物品賃貸業,1296,5684,71,199,419,1134,143,451,529,2218,44,438,47,364,6,147,1,5,2,612,-,-
4,13115,杉並区,1,L,学術研究，専門・技術サービス業,538,3455,70,202,207,739,45,203,167,1175,12,213,10,781,3,65,-,-,-,-,-,-
4,13115,杉並区,1,M,宿泊業，飲食サービス業,532,7772,66,471,210,1835,89,718,81,3134,4,285,5,847,-,-,-,-,-,-,-,-
4,13115,杉並区,1,N,生活関連サービス業，娯楽業,409,4472,47,254,167,1035,42,422,99,1391,7,134,5,369,3,477,-,-,1,209,-,-
4,13115,杉並区,1,O,教育，学習支援業,129,1693,14,95,53,399,16,151,37,854,1,56,-,-,1,98,-,-,-,-,-,-
4,13115,杉並区,1,P,医療，福祉,198,3730,32,283,59,1081,37,558,42,1345,1,47,3,107,2,183,-,-,-,-,-,-
4,13115,杉並区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,R,サービス業（他に分類されないもの）,283,12045,16,72,104,630,23,132,119,6179,8,373,7,987,1,3640,-,-,-,-,-,-
4,13116,豊島区,0,A～R,全産業（Ｓ公務を除く）,7690,283575,422,2806,2062,12788,654,7561,3248,64711,384,20904,346,40377,161,28954,43,23012,33,34808,16,43622
4,13116,豊島区,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,B,漁業,1,4,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-
4,13116,豊島区,1,C,鉱業，採石業，砂利採取業,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,D,建設業,680,10173,19,96,183,939,48,232,351,4006,35,1027,22,1082,10,692,2,145,2,1913,-,-
4,13116,豊島区,1,E,製造業,673,27128,23,101,178,945,38,197,298,4984,35,1595,44,3874,26,4119,5,663,10,5191,3,5395
4,13116,豊島区,1,F,電気・ガス・熱供給・水道業,7,50,-,-,2,5,-,-,-,-,1,2,-,-,2,25,2,18,-,-,-,-
4,13116,豊島区,1,G,情報通信業,800,26136,54,283,120,739,66,736,367,7410,63,2935,55,3604,33,7250,5,767,5,2017,1,96
4,13116,豊島区,1,H,運輸業，郵便業,66,7161,2,5,13,136,1,7,38,2860,2,8,4,1446,1,394,1,1528,-,-,-,-
4,13116,豊島区,1,I,卸売業，小売業,1730,56119,74,549,466,2577,154,1530,756,9895,89,3190,79,7524,34,4028,8,2347,2,1649,5,22253
4,13116,豊島区,1,J,金融業，保険業,125,5164,8,45,39,179,9,168,33,244,7,142,12,888,7,164,1,231,2,179,3,2784
4,13116,豊島区,1,K,不動産業，物品賃貸業,1122,9764,52,163,315,1238,98,331,522,2953,54,611,31,2250,12,439,3,1480,1,25,1,153
4,13116,豊島区,1,L,学術研究，専門・技術サービス業,730,25141,50,160,208,754,57,310,319,4119,26,962,27,1349,9,1135,3,1058,4,2280,3,12941
4,13116,豊島区,1,M,宿泊業，飲食サービス業,622,51255,51,531,243,2522,67,2035,152,7486,15,3590,19,6954,4,4159,2,5466,3,17581,-,-
4,13116,豊島区,1,N,生活関連サービス業，娯楽業,401,14691,22,242,120,996,53,815,126,3853,16,1979,16,2136,8,920,3,2729,1,515,-,-
4,13116,豊島区,1,O,教育，学習支援業,146,12046,22,296,41,383,8,93,45,3089,7,347,6,479,3,162,3,4173,2,2975,-,-
4,13116,豊島区,1,P,医療，福祉,150,5587,20,167,54,466,20,660,29,607,5,527,4,2916,-,-,1,67,-,-,-,-
4,13116,豊島区,1,Q,複合サービス事業,1,7,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,R,サービス業（他に分類されないもの）,435,33144,25,168,79,902,35,447,211,13200,29,3989,26,5871,12,5467,4,2340,1,483,-,-
4,13117,北区,0,A～R,全産業（Ｓ公務を除く）,4500,139095,285,1533,1563,8134,430,3257,1708,25619,162,5855,121,12706,37,36101,17,16281,12,24118,7,4054
4,13117,北区,1,A,農業，林業,3,16,-,-,-,-,2,15,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,D,建設業,697,7654,20,92,222,1002,66,309,309,2823,34,708,22,1181,5,767,1,104,1,580,-,-
4,13117,北区,1,E,製造業,708,26725,26,144,216,1018,52,298,315,5002,37,1640,30,4482,12,4701,5,1533,7,3957,3,3740
4,13117,北区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,G,情報通信業,113,2384,9,17,29,60,11,57,47,790,3,155,3,759,2,279,2,162,1,63,-,-
4,13117,北区,1,H,運輸業，郵便業,105,9626,2,13,23,151,13,281,54,3763,5,1163,4,584,2,1918,1,1750,-,-,-,-
4,13117,北区,1,I,卸売業，小売業,1152,65266,76,468,403,2276,104,789,451,5807,33,654,31,2263,7,26285,4,6733,2,19507,1,181
4,13117,北区,1,J,金融業，保険業,54,261,3,9,23,67,6,24,14,70,1,1,1,17,-,-,1,1,-,-,2,68
4,13117,北区,1,K,不動産業，物品賃貸業,571,2517,41,88,189,499,71,220,217,778,24,485,17,284,1,119,-,-,1,11,-,-
4,13117,北区,1,L,学術研究，専門・技術サービス業,243,2665,23,131,98,351,12,77,85,963,6,85,2,313,5,621,1,16,-,-,1,65
4,13117,北区,1,M,宿泊業，飲食サービス業,299,9312,32,233,145,1112,40,341,43,1616,4,60,1,22,-,-,1,5693,-,-,-,-
4,13117,北区,1,N,生活関連サービス業，娯楽業,228,2747,17,113,93,476,21,249,67,704,8,474,4,266,1,83,1,289,-,-,-,-
4,13117,北区,1,O,教育，学習支援業,46,590,7,20,16,139,6,133,12,226,1,34,-,-,-,-,-,-,-,-,-,-
