地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,4505,12100,176034,2271,2289,7173,2234,1880,354,9811,168861,290,267,23,318,1715,847,775,72,976,5232,219,184,35,295,2264,620,489,131,1270,13223,84,48,36,411,2783,47,29,18,105,4068,20,8,12,316,9776,3,1,2,27,1030,8,1,7,4919,113888,5,-,5,1068,14178,1847,1617,230,2675,20191,2076,1775,301,3299,27955,2120,1798,322,3672,38865,2128,1800,328,3702,39300
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,3467,3525,9124,1995,2005,4554,1472,1399,73,1520,4570,227,219,8,232,647,638,615,23,655,1935,146,137,9,148,459,363,337,26,384,1217,31,29,2,31,82,11,10,1,12,42,4,3,1,4,18,1,1,-,1,8,-,-,-,-,-,-,-,-,-,-,1314,1253,61,1355,4062,1407,1339,68,1452,4346,1418,1349,69,1464,4391,1420,1350,70,1466,4400
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,542,607,4353,220,226,1672,322,266,56,381,2681,40,34,6,46,319,107,92,15,125,887,37,29,8,45,315,96,74,22,122,832,5,5,-,5,43,8,7,1,8,77,4,3,1,4,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,210,46,310,2139,289,238,51,347,2429,295,243,52,353,2494,297,244,53,355,2507
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,252,358,4076,45,46,664,207,139,68,312,3412,12,9,3,16,176,62,50,12,81,958,22,14,8,34,340,73,45,28,123,1285,17,7,10,30,350,8,5,3,14,122,3,2,1,4,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,104,44,220,2397,189,128,61,287,3155,197,132,65,302,3271,197,132,65,302,3271
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,81,142,2127,10,11,239,71,39,32,131,1888,2,1,1,2,50,22,13,9,37,572,4,2,2,12,118,29,17,12,51,779,11,5,6,22,283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,29,23,96,1395,68,38,30,124,1802,68,38,30,124,1802,68,38,30,124,1802
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,65,182,2668,1,1,44,64,21,43,181,2624,5,3,2,7,169,14,5,9,36,571,7,2,5,17,327,22,8,14,55,828,5,1,4,23,225,6,2,4,18,263,3,-,3,17,149,-,-,-,-,-,1,-,1,6,46,-,-,-,-,-,40,16,24,91,1591,55,20,35,140,2204,60,21,39,161,2432,62,21,41,173,2532
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,50,227,3512,-,-,-,50,12,38,227,3512,3,1,2,4,185,3,-,3,28,194,2,-,2,9,129,20,5,15,61,1405,9,1,8,89,652,10,5,5,21,709,2,-,2,7,143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,4,17,87,1403,40,9,31,195,2792,48,12,36,216,3343,49,12,37,219,3417
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,28,300,4557,-,-,-,28,4,24,300,4557,1,-,1,11,169,1,-,1,14,115,-,-,-,-,-,13,3,10,129,1783,5,-,5,77,894,3,-,3,20,677,2,-,2,12,281,1,-,1,11,239,2,1,1,26,399,-,-,-,-,-,11,1,10,141,1534,21,3,18,233,3125,25,3,22,263,3919,26,3,23,274,4158
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,7,252,4531,-,-,-,7,-,7,252,4531,-,-,-,-,-,-,-,-,-,-,1,-,1,30,576,2,-,2,87,1369,-,-,-,-,-,-,-,-,-,-,1,-,1,4,878,1,-,1,15,783,1,-,1,108,504,1,-,1,8,421,3,-,3,117,1945,3,-,3,117,1945,4,-,4,121,2823,4,-,4,121,2823
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,5,340,5280,-,-,-,5,-,5,340,5280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,117,1709,1,-,1,134,254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,71,1090,2,-,2,18,2227,1,-,1,117,1709,2,-,2,251,1963,2,-,2,251,1963,2,-,2,251,1963
4,13203,武蔵野市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,4,201,9363,-,-,-,4,-,4,201,9363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,141,2016,-,-,-,-,-,1,-,1,12,2178,-,-,-,-,-,-,-,-,-,-,1,-,1,35,2431,1,-,1,13,2738,1,-,1,141,2016,2,-,2,153,4194,2,-,2,153,4194,2,-,2,153,4194
