産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
3,J,62,622,銀行（中央銀行を除く）,1576,97700,45576,52124,82,199,114,85,107,721,381,340,323,4797,2507,2290,326,7988,3451,4537,358,13435,4716,8719,210,14364,5265,9099,80,10326,4195,6131,12,2723,1572,1151,13,5027,2572,2455,14,38120,20803,17317,51
2,J,63,000,協同組織金融業,1145,29874,19177,10697,75,226,141,85,91,645,369,276,614,8739,5495,3244,220,5233,3103,2130,73,2608,1523,1085,32,2208,1375,833,21,3001,2071,930,10,2522,1854,668,5,1942,1229,713,3,2750,2017,733,1
3,J,63,630,管理，補助的経済活動を行う事業所,2,417,312,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,68,26,42,-,-,-,-,-,-,-,-,1,349,286,63,-,-,-,-,-
3,J,63,631,中小企業等金融業,1125,26898,17078,9820,72,219,137,82,91,645,369,276,606,8617,5420,3197,220,5233,3103,2130,73,2608,1523,1085,29,2003,1268,735,20,2868,1983,885,7,1760,1262,498,4,1593,943,650,2,1352,1070,282,1
3,J,63,632,農林水産金融業,18,2559,1787,772,3,7,4,3,-,-,-,-,8,122,75,47,-,-,-,-,-,-,-,-,2,137,81,56,1,133,88,45,3,762,592,170,-,-,-,-,1,1398,947,451,-
2,J,64,000,貸金業，クレジットカード業等非預金信用機関,1027,44701,23929,20675,514,1187,762,420,158,1009,638,354,94,1361,991,370,46,1081,562,519,43,1579,862,717,60,4293,2190,2028,41,5894,2662,3232,19,4666,2520,2146,14,5105,2760,2345,17,18526,9982,8544,21
3,J,64,640,管理，補助的経済活動を行う事業所,8,313,237,76,1,1,1,-,1,8,7,1,2,28,20,8,1,28,21,7,-,-,-,-,1,90,85,5,1,158,103,55,-,-,-,-,-,-,-,-,-,-,-,-,1
3,J,64,641,貸金業,279,6086,3679,2401,149,335,229,106,68,441,294,141,13,159,106,53,10,241,140,101,8,279,147,132,12,854,554,300,3,355,143,212,5,1278,825,453,2,739,540,199,2,1405,701,704,7
3,J,64,642,質屋,305,937,595,338,272,644,385,255,29,179,114,65,2,29,23,6,-,-,-,-,2,85,73,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,643,クレジットカード業，割賦金融業,267,27489,13131,14353,38,105,73,32,31,199,98,96,61,925,683,242,21,478,197,281,20,708,301,407,33,2362,941,1421,31,4557,1940,2617,9,2205,981,1224,10,3618,1727,1891,10,12332,6190,6142,3
3,J,64,649,その他の非預金信用機関,168,9876,6287,3507,54,102,74,27,29,182,125,51,16,220,159,61,14,334,204,130,13,507,341,166,14,987,610,302,6,824,476,348,5,1183,714,469,2,748,493,255,5,4789,3091,1698,10
2,J,65,000,金融商品取引業，商品先物取引業,1386,52878,36060,15912,553,1146,775,347,202,1323,925,349,177,2402,1685,664,114,2769,1926,843,98,3791,2470,1321,114,7886,5242,2579,39,4980,3466,1514,14,3322,2527,795,19,7003,4854,2149,16,18256,12190,5351,40
3,J,65,650,管理，補助的経済活動を行う事業所,2,30,7,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,30,7,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,J,65,651,金融商品取引業,1336,51575,34999,15670,535,1113,754,335,195,1273,886,338,174,2352,1645,654,110,2681,1853,828,89,3477,2231,1246,109,7495,4910,2520,36,4603,3149,1454,14,3322,2527,795,19,7003,4854,2149,16,18256,12190,5351,39
3,J,65,652,商品先物取引業，商品投資顧問業,48,1273,1054,219,18,33,21,12,7,50,39,11,3,50,40,10,4,88,73,15,8,284,232,52,5,391,332,59,3,377,317,60,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,66,000,補助的金融業等,419,12421,8305,4066,122,273,174,95,93,628,340,270,73,966,618,320,30,735,500,235,31,1158,791,367,25,1737,1199,538,23,3151,2191,960,6,1376,928,448,3,1044,760,284,2,1353,804,549,11
3,J,66,660,管理，補助的経済活動を行う事業所,1,11,9,2,-,-,-,-,-,-,-,-,1,11,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,661,補助的金融業，金融附帯業,290,9800,6666,3134,87,185,115,70,52,345,160,185,45,602,380,222,22,540,388,152,26,967,631,336,20,1398,945,453,19,2662,1870,792,6,1376,928,448,3,1044,760,284,1,681,489,192,9
3,J,66,662,信託業,13,209,125,71,2,4,4,-,1,5,5,-,5,70,36,21,4,100,63,37,1,30,17,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,663,金融代理業,115,2401,1505,859,33,84,55,25,40,278,175,85,22,283,193,75,4,95,49,46,4,161,143,18,5,339,254,85,4,489,321,168,-,-,-,-,-,-,-,-,1,672,315,357,2
2,J,67,000,保険業（保険媒介代理業，保険サービス業を含む）,5030,168082,75976,91632,1868,4340,2343,1905,842,5470,2981,2415,802,11176,5110,5975,451,10980,3436,7544,531,20090,5807,14241,319,20970,8490,12430,85,11578,5568,5885,37,9277,4565,4712,23,8907,4267,4640,48,65294,33409,31885,24
3,J,67,670,管理，補助的経済活動を行う事業所,16,2692,1985,707,5,13,6,7,-,-,-,-,1,10,8,2,2,51,33,18,1,48,33,15,3,208,146,62,1,138,59,79,-,-,-,-,-,-,-,-,3,2224,1700,524,-
3,J,67,671,生命保険業,1588,88952,33821,55130,100,241,114,126,178,1211,583,628,354,5088,1772,3316,294,7193,1358,5835,402,15114,3081,12033,184,11698,3712,7986,23,3234,1293,1941,17,4267,1887,2380,8,3028,1620,1408,27,37878,18401,19477,1
3,J,67,672,損害保険業,377,41012,19749,21263,14,32,25,7,34,224,116,108,111,1647,710,937,49,1203,463,740,43,1635,784,851,62,4378,1915,2463,30,4080,1820,2260,11,2737,1389,1348,7,2764,1003,1761,14,22312,11524,10788,2
3,J,67,673,共済事業，少額短期保険業,178,5260,3140,2116,45,90,44,42,27,183,107,76,43,588,346,242,15,368,249,119,18,726,450,276,16,1088,722,366,4,472,330,142,2,514,293,221,3,1231,599,632,-,-,-,-,5
3,J,67,674,保険媒介代理業,2730,26536,15049,11018,1661,3868,2087,1694,582,3706,2062,1570,264,3458,2044,1323,74,1750,1051,699,53,2035,1088,905,43,2871,1527,1294,24,3307,1830,1352,5,1306,856,450,5,1884,1045,839,3,2351,1459,892,16
3,J,67,675,保険サービス業,141,3630,2232,1398,43,96,67,29,21,146,113,33,29,385,230,155,17,415,282,133,14,532,371,161,11,727,468,259,3,347,236,111,2,453,140,313,-,-,-,-,1,529,325,204,-
1,K,00,000,不動産業，物品賃貸業,55758,350194,216227,132501,43386,87585,46947,40314,7584,47559,28467,18716,2559,33616,21782,11492,766,18165,11727,6364,526,19528,12758,6592,354,24078,15427,8601,218,29496,19838,9536,65,15946,11124,4822,62,23233,15349,7884,51,50988,32808,18180,187
2,K,68,000,不動産取引業,11735,93497,60827,31970,7351,17638,10808,6650,2838,18076,11542,6266,933,12191,7955,4127,250,5824,3963,1840,139,5156,3521,1635,96,6801,4707,2094,57,7675,4924,2629,20,4815,3196,1619,16,5926,3840,2086,8,9395,6371,3024,27
3,K,68,680,管理，補助的経済活動を行う事業所,31,1565,872,691,11,31,23,6,7,51,34,17,4,50,29,21,1,20,17,3,2,69,31,38,2,173,81,92,1,120,74,46,1,257,118,139,-,-,-,-,1,794,465,329,1
3,K,68,681,建物売買業，土地売買業,2552,35193,24284,10735,1399,3477,2155,1276,674,4298,2776,1443,222,2937,2008,880,87,2046,1499,547,58,2120,1571,549,53,3678,2742,936,28,3722,2510,1212,12,2898,1992,906,6,2363,1747,616,6,7654,5284,2370,7
3,K,68,682,不動産代理業・仲介業,9152,56739,35671,20544,5941,14130,8630,5368,2157,13727,8732,4806,707,9204,5918,3226,162,3758,2447,1290,79,2967,1919,1048,41,2950,1884,1066,28,3833,2340,1371,7,1660,1086,574,10,3563,2093,1470,1,947,622,325,19
2,K,69,000,不動産賃貸業・管理業,41153,196205,116417,79278,34975,67534,34613,32805,4045,24753,13803,10862,1097,14348,9002,5257,274,6593,4089,2479,242,9080,5771,3167,166,11165,6961,4154,111,15235,10654,4581,38,9509,6797,2712,35,13005,8755,4250,27,24983,15972,9011,143
3,K,69,690,管理，補助的経済活動を行う事業所,38,859,498,361,21,33,18,15,3,19,13,6,4,56,38,18,1,21,6,15,4,152,120,32,-,-,-,-,2,248,112,136,-,-,-,-,1,330,191,139,-,-,-,-,2
3,K,69,691,不動産賃貸業（貸家業，貸間業を除く）,8708,51599,30841,20703,6549,14352,7404,6917,1428,8842,4885,3933,402,5283,3384,1899,107,2549,1569,980,78,2912,1991,921,52,3490,2165,1325,35,5032,3596,1436,3,753,420,333,6,2152,1196,956,7,6234,4231,2003,41
3,K,69,692,貸家業，貸間業,20231,54672,28490,26037,18404,33569,16529,17002,1375,8265,4333,3926,256,3247,1772,1429,66,1609,907,677,51,1872,989,853,28,1801,902,899,12,1604,1128,476,3,737,592,145,2,784,629,155,2,1184,709,475,32
3,K,69,693,駐車場業,2520,10244,6810,3339,2155,3767,1930,1835,193,1212,899,313,91,1215,938,234,15,348,296,52,30,1138,869,269,16,1067,775,242,9,1255,886,369,1,242,217,25,-,-,-,-,-,-,-,-,10
3,K,69,694,不動産管理業,9656,78831,49778,28838,7846,15813,8732,7036,1046,6415,3673,2684,344,4547,2870,1677,85,2066,1311,755,79,3006,1802,1092,70,4807,3119,1688,53,7096,4932,2164,31,7777,5568,2209,26,9739,6739,3000,18,17565,11032,6533,58
2,K,70,000,物品賃貸業,2748,56225,36384,19585,988,2263,1439,796,670,4523,3001,1502,521,6969,4754,2071,240,5698,3637,2033,140,5114,3351,1727,89,5889,3623,2266,50,6586,4260,2326,7,1622,1131,491,11,4302,2754,1548,15,13259,8434,4825,17
3,K,70,700,管理，補助的経済活動を行う事業所,64,2987,1820,1167,27,57,42,15,10,60,35,25,10,143,108,35,2,51,18,33,5,175,143,32,6,362,247,115,1,130,101,29,-,-,-,-,1,355,161,194,2,1654,965,689,-
3,K,70,701,各種物品賃貸業,107,9813,6263,3550,25,62,45,17,12,89,59,30,23,306,234,72,11,263,186,77,12,432,302,130,6,403,267,136,4,476,375,101,3,652,450,202,4,1542,994,548,6,5588,3351,2237,1
3,K,70,702,産業用機械器具賃貸業,788,12805,9701,3096,278,658,459,196,222,1505,1139,361,140,1850,1433,417,63,1483,1144,339,35,1330,979,351,19,1252,958,294,16,2232,1674,558,3,716,507,209,1,378,289,89,2,1401,1119,282,9
3,K,70,703,事務用機械器具賃貸業,83,2947,1903,1023,32,60,34,26,10,62,44,18,13,162,103,38,4,99,61,38,9,313,206,107,8,597,395,202,4,504,345,159,-,-,-,-,3,1150,715,435,-,-,-,-,-
3,K,70,704,自動車賃貸業,531,9720,7109,2598,192,368,288,80,133,935,722,213,133,1739,1459,267,34,827,624,203,14,517,352,165,8,477,350,127,8,1102,701,401,-,-,-,-,1,379,237,142,4,3376,2376,1000,4
3,K,70,705,スポーツ・娯楽用品賃貸業,36,480,348,132,20,35,26,9,11,73,55,18,1,12,11,1,2,50,40,10,-,-,-,-,1,56,42,14,-,-,-,-,1,254,174,80,-,-,-,-,-,-,-,-,-
3,K,70,709,その他の物品賃貸業,1132,17246,9140,7892,410,1014,541,448,271,1792,941,836,201,2757,1406,1241,123,2903,1548,1327,65,2347,1369,942,41,2742,1364,1378,16,1953,990,963,-,-,-,-,1,498,358,140,1,1240,623,617,3
1,L,00,000,学術研究，専門・技術サービス業,41129,488426,324064,159701,25887,55949,33808,21090,7948,50956,29920,20350,3766,49738,31539,17679,1133,27000,17903,8842,915,34657,23263,10960,713,49042,33153,15762,335,47374,31809,14832,125,30520,20657,9863,78,29199,20003,8341,86,113991,82009,31982,143
2,L,71,000,学術・開発研究機関,994,39949,27711,11757,381,834,510,307,179,1172,730,430,143,1979,1288,680,67,1605,1070,535,65,2494,1746,748,71,4998,3323,1675,36,5187,3415,1772,11,2778,2045,733,10,3714,2181,1092,14,15188,11403,3785,17
3,L,71,710,管理，補助的経済活動を行う事業所,11,896,606,290,6,10,6,4,1,7,5,2,2,31,21,10,-,-,-,-,-,-,-,-,1,55,32,23,-,-,-,-,-,-,-,-,-,-,-,-,1,793,542,251,-
3,L,71,711,自然科学研究所,771,35576,25086,10014,274,600,387,196,143,935,599,329,110,1510,1017,482,53,1269,883,386,52,2015,1456,559,63,4390,3029,1361,27,3970,2628,1342,11,2778,2045,733,10,3714,2181,1092,13,14395,10861,3534,15
3,L,71,712,人文・社会科学研究所,210,3431,1989,1437,101,224,117,107,35,230,126,99,30,420,235,185,13,308,172,136,13,479,290,189,7,553,262,291,9,1217,787,430,-,-,-,-,-,-,-,-,-,-,-,-,2
2,L,72,000,専門サービス業（他に分類されないもの）,25481,242322,149771,89860,17118,36949,21524,14697,4824,30692,17247,13041,1995,26103,15688,10035,539,12857,7848,4774,375,14167,8629,5411,282,19355,11804,7424,135,18957,11446,7235,60,14547,8623,5924,33,12524,8220,3890,32,56171,38742,17429,88
3,L,72,720,管理，補助的経済活動を行う事業所,35,796,537,259,15,23,12,11,5,39,28,11,4,55,40,15,2,45,26,19,2,82,59,23,1,61,44,17,2,268,172,96,1,223,156,67,-,-,-,-,-,-,-,-,3
3,L,72,721,法律事務所，特許事務所,4172,25306,13612,11587,2923,6411,3550,2796,765,4867,2596,2242,309,4037,2365,1659,78,1886,1066,820,54,1981,1127,854,24,1592,872,720,10,1527,736,791,6,1490,586,904,-,-,-,-,2,1515,714,801,1
3,L,72,722,公証人役場，司法書士事務所，土地家屋調査士事務所,1523,5327,3533,1737,1194,2616,1761,828,251,1564,1043,508,68,840,536,287,7,166,111,55,3,141,82,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,723,行政書士事務所,517,1041,627,383,482,751,484,252,24,147,85,56,7,82,33,39,1,21,8,13,1,40,17,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
3,L,72,724,公認会計士事務所，税理士事務所,6750,49933,31512,18199,4570,10669,6052,4520,1615,10141,5736,4338,428,5394,3325,2036,71,1663,1033,605,31,1185,785,400,13,872,525,347,5,737,505,232,4,1010,620,390,4,1651,1117,534,8,16611,11814,4797,1
3,L,72,725,社会保険労務士事務所,753,2967,1416,1469,560,1123,585,502,131,822,388,409,46,557,240,296,10,226,96,130,5,185,86,99,1,54,21,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,726,デザイン業,3045,19200,10924,8102,2010,4256,2527,1631,592,3799,2006,1747,283,3733,2136,1587,69,1643,895,728,44,1627,902,725,29,1877,1066,811,7,959,517,442,4,1001,663,338,1,305,212,93,-,-,-,-,6
3,L,72,727,著述・芸術家業,153,261,163,93,147,227,149,78,6,34,14,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,728,経営コンサルタント業，純粋持株会社,3743,83403,56097,26037,2267,4635,2860,1624,538,3512,2145,1286,385,5232,3444,1617,146,3462,2465,882,115,4374,2914,1376,119,8131,5370,2634,60,8686,5722,2838,29,7012,4521,2491,20,7505,4984,2107,15,30854,21672,9182,49
3,L,72,729,その他の専門サービス業,4790,54088,31350,21994,2950,6238,3544,2455,897,5767,3206,2429,465,6173,3569,2499,155,3745,2148,1522,120,4552,2657,1852,95,6768,3906,2862,51,6780,3794,2836,16,3811,2077,1734,8,3063,1907,1156,7,7191,4542,2649,26
2,L,73,000,広告業,2820,65507,42624,22153,1254,2951,1927,920,659,4275,2731,1385,434,5807,3751,1952,120,2836,1935,881,134,5037,3130,1743,113,7707,4767,2940,52,7223,4283,2761,19,4724,3039,1685,14,5249,3471,1778,16,19698,13590,6108,5
3,L,73,730,管理，補助的経済活動を行う事業所,3,4,2,2,3,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,73,731,広告業,2817,65503,42622,22151,1251,2947,1925,918,659,4275,2731,1385,434,5807,3751,1952,120,2836,1935,881,134,5037,3130,1743,113,7707,4767,2940,52,7223,4283,2761,19,4724,3039,1685,14,5249,3471,1778,16,19698,13590,6108,5
2,L,74,000,技術サービス業（他に分類されないもの）,11805,140400,103841,35807,7113,15175,9818,5155,2282,14791,9201,5486,1194,15849,10812,5012,406,9681,7048,2633,339,12872,9717,3012,246,16908,13225,3683,112,16007,12665,3064,35,8471,6950,1521,21,7712,6131,1581,24,22934,18274,4660,33
3,L,74,740,管理，補助的経済活動を行う事業所,72,1369,1048,321,32,61,41,20,9,58,42,16,8,106,72,34,5,121,90,31,6,252,191,61,4,275,216,59,2,278,211,67,1,218,185,33,-,-,-,-,-,-,-,-,5
3,L,74,741,獣医業,1204,6398,2031,4332,702,1775,685,1070,350,2226,569,1642,117,1498,454,1044,22,514,145,369,9,325,144,181,1,60,34,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
3,L,74,742,土木建築サービス業,6863,71695,54322,16992,4369,9034,6241,2654,1233,7998,5730,2211,599,8038,6067,1959,217,5155,3977,1178,191,7218,5627,1557,143,9850,7889,1961,61,8524,6818,1567,17,4042,3268,774,12,4481,3466,1015,8,7355,5239,2116,13
3,L,74,743,機械設計業,840,20849,17754,2890,465,976,665,296,145,958,737,221,93,1210,979,218,36,879,759,120,39,1504,1221,245,28,1985,1676,309,12,1807,1434,234,10,2431,2189,242,3,1029,945,84,7,8070,7149,921,2
3,L,74,744,商品・非破壊検査業,319,9570,6542,2943,72,174,114,59,77,513,342,158,76,1012,755,257,29,718,495,223,22,813,511,231,23,1588,958,630,11,1340,1012,328,1,287,55,232,4,1471,1107,364,2,1654,1193,461,2
3,L,74,745,計量証明業,176,3325,2046,1278,61,135,106,28,37,257,173,84,33,439,337,102,15,346,243,103,17,637,442,195,8,529,411,118,3,474,225,249,-,-,-,-,-,-,-,-,1,508,109,399,1
3,L,74,746,写真業,1418,7859,4004,3827,970,2019,1264,738,254,1616,726,879,128,1638,592,1046,35,821,390,431,18,662,396,266,7,444,266,178,1,148,48,100,-,-,-,-,-,-,-,-,1,511,322,189,4
3,L,74,749,その他の技術サービス業,913,19335,16094,3224,442,1001,702,290,177,1165,882,275,140,1908,1556,352,47,1127,949,178,37,1461,1185,276,32,2177,1775,402,22,3436,2917,519,6,1493,1253,240,2,731,613,118,5,4836,4262,574,3
1,M,00,000,宿泊業，飲食サービス業,89160,865996,419404,437868,43609,98909,47356,51017,20226,134711,64795,68555,14022,190975,94531,94574,5822,138924,64714,72607,3721,137288,63988,72618,1133,73901,36065,37266,203,26119,12991,11892,52,12163,6353,5602,31,12317,6810,5507,41,40689,21801,18230,300
2,M,75,000,宿泊業,3082,68642,35697,32580,1210,2750,1222,1508,611,4071,1740,2301,612,8447,3820,4532,240,5595,2595,2932,146,5496,2436,3000,90,6127,3000,3035,41,5491,3246,2245,19,4657,2657,2000,12,4952,2821,2131,21,21056,12160,8896,80
3,M,75,750,管理，補助的経済活動を行う事業所,55,1339,863,476,19,41,29,12,11,68,46,22,7,94,53,41,5,125,70,55,5,188,137,51,4,273,182,91,2,294,174,120,1,256,172,84,-,-,-,-,-,-,-,-,1
3,M,75,751,旅館，ホテル,1931,60492,31797,28391,515,1244,561,678,377,2550,1245,1284,526,7310,3386,3866,201,4694,2121,2505,129,4858,2041,2757,81,5537,2681,2764,35,4703,2776,1927,18,4401,2485,1916,10,4139,2341,1798,21,21056,12160,8896,18
3,M,75,752,簡易宿所,218,1373,792,570,138,316,173,142,38,245,164,81,23,337,198,129,13,288,149,139,5,187,108,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,M,75,753,下宿業,23,86,26,60,15,34,13,21,5,30,8,22,-,-,-,-,1,22,5,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
3,M,75,759,その他の宿泊業,851,5225,2177,2998,523,1115,446,655,180,1178,277,892,55,690,176,487,18,415,241,174,7,263,150,113,4,257,111,146,4,494,296,198,-,-,-,-,2,813,480,333,-,-,-,-,58
2,M,76,000,飲食店,79601,718040,353279,358645,40585,91628,44670,46490,17126,113425,57958,54300,12140,165927,84705,79604,5135,122653,57007,64760,3311,122156,56935,64760,926,59925,29741,29706,136,17360,8358,7964,25,5555,2917,2638,13,5115,3038,2077,14,14296,7950,6346,190
3,M,76,760,管理，補助的経済活動を行う事業所,534,10262,6726,3363,286,618,349,257,101,681,421,260,53,719,444,264,20,488,322,166,25,987,645,342,20,1401,959,442,10,1425,806,469,1,221,191,30,4,1321,942,379,3,2401,1647,754,11
3,M,76,761,食堂，レストラン（専門料理店を除く）,4369,61659,24626,36778,1925,4479,1883,2580,724,4791,1730,3037,666,9170,3606,5499,384,9338,3610,5661,526,19520,7628,11862,96,6071,2374,3644,20,2667,1074,1593,8,1718,470,1248,1,450,237,213,3,3455,2014,1441,16
3,M,76,762,専門料理店,28057,270891,142600,125299,12113,30143,17063,12843,7145,47706,27289,19874,5270,72053,38994,32298,1991,47296,23619,23257,1092,39576,18769,20664,323,20671,9748,10823,39,5202,2600,1814,8,1767,1129,638,3,1334,722,612,5,5143,2667,2476,68
3,M,76,763,そば・うどん店,4474,30837,14406,16208,2295,6116,3153,2950,1290,8443,3884,4525,597,8034,3723,4266,188,4472,1869,2563,77,2748,1275,1443,6,389,212,116,2,253,98,155,-,-,-,-,1,382,192,190,-,-,-,-,18
3,M,76,764,すし店,3327,29979,15791,14004,1964,4777,2798,1963,584,3771,2224,1540,419,5757,3227,2509,155,3737,1835,1902,92,3559,1857,1662,93,6358,3029,3329,18,2020,821,1099,-,-,-,-,-,-,-,-,-,-,-,-,2
3,M,76,765,酒場，ビヤホール,19497,151491,88354,61824,10654,22306,10862,11328,3933,26200,14952,10830,2951,39919,23828,15662,1127,26915,15928,10811,629,23174,14263,8871,143,9161,6039,2988,14,1911,1248,663,5,1106,722,384,2,799,512,287,-,-,-,-,39
3,M,76,766,バー，キャバレー，ナイトクラブ,9879,47113,15948,30947,6962,13825,4871,8928,1897,12216,3760,8402,682,9042,3298,5710,161,3808,1351,2433,118,4462,1457,3005,37,2450,696,1674,7,822,295,527,2,488,220,268,-,-,-,-,-,-,-,-,13
3,M,76,767,喫茶店,6710,64949,22171,42175,3514,7397,2782,4593,996,6513,2268,4179,967,13770,4632,8985,756,18246,5406,12706,408,14935,5305,9452,41,2529,1000,1479,6,821,292,529,1,255,185,70,1,483,301,182,-,-,-,-,20
3,M,76,769,その他の飲食店,2754,50859,22657,28047,872,1967,909,1048,456,3104,1430,1653,535,7463,2953,4411,353,8353,3067,5261,344,13195,5736,7459,167,10895,5684,5211,20,2239,1124,1115,-,-,-,-,1,346,132,214,3,3297,1622,1675,3
2,M,77,000,持ち帰り・配達飲食サービス業,6438,78513,30035,46235,1811,4525,1460,3017,2482,17165,5065,11936,1261,16489,5955,10377,434,10363,4940,4774,258,9417,4515,4741,117,7849,3324,4525,25,3167,1355,1614,8,1951,779,964,6,2250,951,1299,6,5337,1691,2988,30
3,M,77,770,管理，補助的経済活動を行う事業所,62,2317,966,689,18,38,17,17,9,59,41,18,19,249,141,108,2,46,20,26,7,257,111,146,4,260,153,107,-,-,-,-,1,292,195,97,1,458,288,170,1,658,-,-,-
3,M,77,771,持ち帰り飲食サービス業,1189,8892,3344,5514,368,861,402,448,631,4627,1609,3010,158,1989,702,1272,17,391,133,258,7,277,106,171,3,173,107,66,3,357,187,170,1,217,98,119,-,-,-,-,-,-,-,-,1
3,M,77,772,配達飲食サービス業,5187,67304,25725,40032,1425,3626,1041,2552,1842,12479,3415,8908,1084,14251,5112,8997,415,9926,4787,4490,244,8883,4298,4424,110,7416,3064,4352,22,2810,1168,1444,6,1442,486,748,5,1792,663,1129,5,4679,1691,2988,29
1,N,00,000,生活関連サービス業，娯楽業,46450,332189,151233,175164,31939,67184,27615,39002,7594,48605,20309,27659,3631,48689,24195,24036,1326,31422,16298,14907,857,32623,16417,15866,521,34759,16216,18204,195,26338,12339,13462,37,9099,3804,5035,29,10706,4845,5076,25,22764,9195,11917,296
2,N,78,000,洗濯・理容・美容・浴場業,32225,135372,51092,83199,25135,51498,20633,30537,4628,29199,10227,18641,1562,20303,7674,12471,364,8567,3023,5420,188,7022,2861,4121,130,8743,3321,5422,45,6199,2472,3627,4,999,337,662,2,685,175,510,3,2157,369,1788,164
3,N,78,780,管理，補助的経済活動を行う事業所,103,1484,509,971,54,113,60,49,19,125,47,78,15,204,58,146,6,145,64,81,4,156,62,94,2,133,118,15,-,-,-,-,1,295,95,200,1,313,5,308,-,-,-,-,1
3,N,78,781,洗濯業,6553,34158,13247,20870,5060,11333,3958,7357,865,5285,1546,3734,305,4128,1874,2236,135,3203,1438,1765,85,3177,1615,1562,60,4068,1679,2389,18,2592,967,1625,-,-,-,-,1,372,170,202,-,-,-,-,24
3,N,78,782,理容業,7081,16536,9698,6800,6516,12718,7475,5241,377,2279,1382,871,98,1221,662,549,6,142,93,49,3,110,40,70,1,66,46,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80
3,N,78,783,美容業,14276,54978,20573,33768,10993,21646,7624,13823,2219,14228,5547,8495,801,10294,4172,6014,132,3102,1086,1912,62,2240,780,1420,27,1812,634,1178,6,844,323,521,1,250,140,110,-,-,-,-,1,562,267,295,34
3,N,78,784,一般公衆浴場業,565,2723,1213,1510,397,1168,581,587,137,819,361,458,22,275,137,138,3,70,25,45,1,45,24,21,5,346,85,261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
