地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数（人）,経営組織／法人／総数／事業所数（事業所）,経営組織／法人／総数／従業者数（人）,経営組織／法人／会社／総数／事業所数（事業所）,経営組織／法人／会社／総数／従業者数（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数（人）
4,1312105801,足立区,西新井栄町,西新井栄町１丁目,西新井栄町１丁目,260,3366,53,221,207,3145,199,2679,199,2679,-,-,-,-,-,-,8,466,-,-
4,1312105802,足立区,西新井栄町,西新井栄町２丁目,西新井栄町２丁目,172,1481,57,147,115,1334,106,1251,104,1214,2,37,-,-,-,-,9,83,-,-
4,1312105803,足立区,西新井栄町,西新井栄町３丁目,西新井栄町３丁目,70,370,36,103,34,267,31,245,30,243,1,2,-,-,-,-,3,22,-,-
3,1312105900,足立区,西新井本町,,西新井本町,414,3932,197,505,217,3427,184,2258,178,2242,3,7,3,9,-,-,33,1169,-,-
4,1312105901,足立区,西新井本町,西新井本町１丁目,西新井本町１丁目,109,1129,59,135,50,994,37,306,37,306,-,-,-,-,-,-,13,688,-,-
4,1312105902,足立区,西新井本町,西新井本町２丁目,西新井本町２丁目,103,1472,34,100,69,1372,58,981,57,977,-,-,1,4,-,-,11,391,-,-
4,1312105903,足立区,西新井本町,西新井本町３丁目,西新井本町３丁目,37,100,15,30,22,70,21,69,20,66,-,-,1,3,-,-,1,1,-,-
4,1312105904,足立区,西新井本町,西新井本町４丁目,西新井本町４丁目,102,829,60,133,42,696,37,622,35,617,1,3,1,2,-,-,5,74,-,-
4,1312105905,足立区,西新井本町,西新井本町５丁目,西新井本町５丁目,63,402,29,107,34,295,31,280,29,276,2,4,-,-,-,-,3,15,-,-
3,1312106000,足立区,西伊興,,西伊興,287,1999,107,292,180,1707,175,1634,172,1619,2,12,1,3,-,-,5,73,-,-
4,1312106001,足立区,西伊興,西伊興１丁目,西伊興１丁目,88,513,39,91,49,422,46,386,46,386,-,-,-,-,-,-,3,36,-,-
4,1312106002,足立区,西伊興,西伊興２丁目,西伊興２丁目,59,319,24,69,35,250,34,238,33,237,1,1,-,-,-,-,1,12,-,-
4,1312106003,足立区,西伊興,西伊興３丁目,西伊興３丁目,69,492,28,76,41,416,41,416,41,416,-,-,-,-,-,-,-,-,-,-
4,1312106004,足立区,西伊興,西伊興４丁目,西伊興４丁目,71,675,16,56,55,619,54,594,52,580,1,11,1,3,-,-,1,25,-,-
3,1312106100,足立区,西伊興町,,西伊興町,1,3,-,-,1,3,1,3,1,3,-,-,-,-,-,-,-,-,-,-
3,1312106200,足立区,西加平,,西加平,17,226,2,19,15,207,13,189,13,189,-,-,-,-,-,-,2,18,-,-
4,1312106201,足立区,西加平,西加平１丁目,西加平１丁目,3,63,1,18,2,45,2,45,2,45,-,-,-,-,-,-,-,-,-,-
4,1312106202,足立区,西加平,西加平２丁目,西加平２丁目,14,163,1,1,13,162,11,144,11,144,-,-,-,-,-,-,2,18,-,-
3,1312106300,足立区,西竹の塚,,西竹の塚,194,1084,84,252,110,832,104,741,103,701,-,-,1,40,-,-,6,91,-,-
4,1312106301,足立区,西竹の塚,西竹の塚１丁目,西竹の塚１丁目,86,553,36,86,50,467,45,383,44,343,-,-,1,40,-,-,5,84,-,-
4,1312106302,足立区,西竹の塚,西竹の塚２丁目,西竹の塚２丁目,108,531,48,166,60,365,59,358,59,358,-,-,-,-,-,-,1,7,-,-
3,1312106400,足立区,西保木間,,西保木間,212,1860,89,182,123,1678,115,1466,114,1465,-,-,1,1,-,-,8,212,-,-
4,1312106401,足立区,西保木間,西保木間１丁目,西保木間１丁目,72,617,27,55,45,562,42,544,42,544,-,-,-,-,-,-,3,18,-,-
4,1312106402,足立区,西保木間,西保木間２丁目,西保木間２丁目,84,570,43,88,41,482,39,466,39,466,-,-,-,-,-,-,2,16,-,-
4,1312106403,足立区,西保木間,西保木間３丁目,西保木間３丁目,29,420,13,29,16,391,15,271,14,270,-,-,1,1,-,-,1,120,-,-
4,1312106404,足立区,西保木間,西保木間４丁目,西保木間４丁目,27,253,6,10,21,243,19,185,19,185,-,-,-,-,-,-,2,58,-,-
3,1312106500,足立区,花畑,,花畑,422,3541,151,440,271,3101,241,2498,238,2467,1,12,2,19,-,-,30,603,-,-
4,1312106501,足立区,花畑,花畑１丁目,花畑１丁目,65,732,15,41,50,691,46,629,45,614,-,-,1,15,-,-,4,62,-,-
4,1312106502,足立区,花畑,花畑２丁目,花畑２丁目,29,149,7,14,22,135,22,135,22,135,-,-,-,-,-,-,-,-,-,-
4,1312106503,足立区,花畑,花畑３丁目,花畑３丁目,79,596,24,61,55,535,50,409,50,409,-,-,-,-,-,-,5,126,-,-
4,1312106504,足立区,花畑,花畑４丁目,花畑４丁目,123,1163,50,166,73,997,55,593,54,589,-,-,1,4,-,-,18,404,-,-
4,1312106505,足立区,花畑,花畑５丁目,花畑５丁目,42,276,20,55,22,221,21,220,21,220,-,-,-,-,-,-,1,1,-,-
4,1312106506,足立区,花畑,花畑６丁目,花畑６丁目,41,347,15,46,26,301,25,298,24,286,1,12,-,-,-,-,1,3,-,-
4,1312106507,足立区,花畑,花畑７丁目,花畑７丁目,21,85,12,27,9,58,8,51,8,51,-,-,-,-,-,-,1,7,-,-
4,1312106508,足立区,花畑,花畑８丁目,花畑８丁目,22,193,8,30,14,163,14,163,14,163,-,-,-,-,-,-,-,-,-,-
3,1312106600,足立区,東綾瀬,,東綾瀬,191,2361,58,168,133,2193,121,1816,121,1816,-,-,-,-,-,-,12,377,-,-
4,1312106601,足立区,東綾瀬,東綾瀬１丁目,東綾瀬１丁目,96,1275,35,103,61,1172,53,998,53,998,-,-,-,-,-,-,8,174,-,-
4,1312106602,足立区,東綾瀬,東綾瀬２丁目,東綾瀬２丁目,48,374,15,34,33,340,33,340,33,340,-,-,-,-,-,-,-,-,-,-
4,1312106603,足立区,東綾瀬,東綾瀬３丁目,東綾瀬３丁目,47,712,8,31,39,681,35,478,35,478,-,-,-,-,-,-,4,203,-,-
3,1312106700,足立区,東伊興,,東伊興,194,1480,58,162,136,1318,115,1021,115,1021,-,-,-,-,-,-,21,297,-,-
4,1312106701,足立区,東伊興,東伊興１丁目,東伊興１丁目,48,359,19,52,29,307,26,279,26,279,-,-,-,-,-,-,3,28,-,-
4,1312106702,足立区,東伊興,東伊興２丁目,東伊興２丁目,47,232,13,25,34,207,32,201,32,201,-,-,-,-,-,-,2,6,-,-
4,1312106703,足立区,東伊興,東伊興３丁目,東伊興３丁目,72,781,18,68,54,713,50,504,50,504,-,-,-,-,-,-,4,209,-,-
4,1312106704,足立区,東伊興,東伊興４丁目,東伊興４丁目,27,108,8,17,19,91,7,37,7,37,-,-,-,-,-,-,12,54,-,-
3,1312106800,足立区,東保木間,,東保木間,207,1567,74,227,132,1336,122,1108,122,1108,-,-,-,-,-,-,10,228,1,4
4,1312106801,足立区,東保木間,東保木間１丁目,東保木間１丁目,92,757,31,103,61,654,56,543,56,543,-,-,-,-,-,-,5,111,-,-
4,1312106802,足立区,東保木間,東保木間２丁目,東保木間２丁目,115,810,43,124,71,682,66,565,66,565,-,-,-,-,-,-,5,117,1,4
3,1312106900,足立区,東六月町,,東六月町,39,308,10,22,29,286,27,266,27,266,-,-,-,-,-,-,2,20,-,-
3,1312107000,足立区,一ツ家,,一ツ家,266,2417,94,209,172,2208,155,1692,155,1692,-,-,-,-,-,-,17,516,-,-
4,1312107001,足立区,一ツ家,一ツ家１丁目,一ツ家１丁目,71,813,16,38,55,775,51,713,51,713,-,-,-,-,-,-,4,62,-,-
4,1312107002,足立区,一ツ家,一ツ家２丁目,一ツ家２丁目,98,486,51,103,47,383,42,300,42,300,-,-,-,-,-,-,5,83,-,-
4,1312107003,足立区,一ツ家,一ツ家３丁目,一ツ家３丁目,66,572,19,52,47,520,46,498,46,498,-,-,-,-,-,-,1,22,-,-
4,1312107004,足立区,一ツ家,一ツ家４丁目,一ツ家４丁目,31,546,8,16,23,530,16,181,16,181,-,-,-,-,-,-,7,349,-,-
3,1312107100,足立区,日ノ出町,,日ノ出町,73,419,28,51,44,366,35,253,35,253,-,-,-,-,-,-,9,113,1,2
3,1312107200,足立区,平野,,平野,168,1114,67,162,101,952,96,771,94,764,1,2,1,5,-,-,5,181,-,-
4,1312107201,足立区,平野,平野１丁目,平野１丁目,66,551,17,53,49,498,45,318,44,313,-,-,1,5,-,-,4,180,-,-
4,1312107202,足立区,平野,平野２丁目,平野２丁目,42,325,18,30,24,295,23,294,23,294,-,-,-,-,-,-,1,1,-,-
4,1312107203,足立区,平野,平野３丁目,平野３丁目,60,238,32,79,28,159,28,159,27,157,1,2,-,-,-,-,-,-,-,-
3,1312107300,足立区,保木間,,保木間,547,8241,144,369,402,7861,358,6297,357,6293,-,-,1,4,-,-,44,1564,1,11
4,1312107301,足立区,保木間,保木間１丁目,保木間１丁目,163,2422,35,109,128,2313,108,1861,108,1861,-,-,-,-,-,-,20,452,-,-
4,1312107302,足立区,保木間,保木間２丁目,保木間２丁目,94,1076,20,37,74,1039,71,984,70,980,-,-,1,4,-,-,3,55,-,-
4,1312107303,足立区,保木間,保木間３丁目,保木間３丁目,96,930,32,81,63,838,57,776,57,776,-,-,-,-,-,-,6,62,1,11
4,1312107304,足立区,保木間,保木間４丁目,保木間４丁目,100,2273,28,71,72,2202,67,1898,67,1898,-,-,-,-,-,-,5,304,-,-
4,1312107305,足立区,保木間,保木間５丁目,保木間５丁目,94,1540,29,71,65,1469,55,778,55,778,-,-,-,-,-,-,10,691,-,-
3,1312107400,足立区,保塚町,,保塚町,123,939,48,130,75,809,71,784,71,784,-,-,-,-,-,-,4,25,-,-
3,1312107500,足立区,堀之内,,堀之内,126,1694,17,66,109,1628,107,1623,106,1612,1,11,-,-,-,-,2,5,-,-
4,1312107501,足立区,堀之内,堀之内１丁目,堀之内１丁目,60,1108,3,3,57,1105,56,1101,55,1090,1,11,-,-,-,-,1,4,-,-
4,1312107502,足立区,堀之内,堀之内２丁目,堀之内２丁目,66,586,14,63,52,523,51,522,51,522,-,-,-,-,-,-,1,1,-,-
3,1312107600,足立区,南花畑,,南花畑,529,4238,186,483,343,3755,323,3459,320,3434,1,2,2,23,-,-,20,296,-,-
4,1312107601,足立区,南花畑,南花畑１丁目,南花畑１丁目,64,418,29,55,35,363,34,362,33,360,1,2,-,-,-,-,1,1,-,-
4,1312107602,足立区,南花畑,南花畑２丁目,南花畑２丁目,175,1562,61,151,114,1411,112,1374,111,1353,-,-,1,21,-,-,2,37,-,-
4,1312107603,足立区,南花畑,南花畑３丁目,南花畑３丁目,150,879,60,133,90,746,86,708,85,706,-,-,1,2,-,-,4,38,-,-
4,1312107604,足立区,南花畑,南花畑４丁目,南花畑４丁目,87,934,19,97,68,837,62,780,62,780,-,-,-,-,-,-,6,57,-,-
4,1312107605,足立区,南花畑,南花畑５丁目,南花畑５丁目,53,445,17,47,36,398,29,235,29,235,-,-,-,-,-,-,7,163,-,-
3,1312107700,足立区,宮城,,宮城,153,1528,38,88,115,1440,106,1329,105,1320,-,-,1,9,-,-,9,111,-,-
4,1312107701,足立区,宮城,宮城１丁目,宮城１丁目,126,1244,32,76,94,1168,85,1057,84,1048,-,-,1,9,-,-,9,111,-,-
4,1312107702,足立区,宮城,宮城２丁目,宮城２丁目,27,284,6,12,21,272,21,272,21,272,-,-,-,-,-,-,-,-,-,-
3,1312107800,足立区,六木,,六木,242,2185,98,223,144,1962,137,1784,137,1784,-,-,-,-,-,-,7,178,-,-
4,1312107801,足立区,六木,六木１丁目,六木１丁目,91,1170,48,137,43,1033,42,952,42,952,-,-,-,-,-,-,1,81,-,-
4,1312107802,足立区,六木,六木２丁目,六木２丁目,23,167,9,18,14,149,14,149,14,149,-,-,-,-,-,-,-,-,-,-
4,1312107803,足立区,六木,六木３丁目,六木３丁目,65,407,21,34,44,373,41,338,41,338,-,-,-,-,-,-,3,35,-,-
4,1312107804,足立区,六木,六木４丁目,六木４丁目,63,441,20,34,43,407,40,345,40,345,-,-,-,-,-,-,3,62,-,-
3,1312107900,足立区,本木,,本木,233,1813,108,267,125,1546,114,1029,112,1025,2,4,-,-,-,-,11,517,-,-
4,1312107901,足立区,本木,本木１丁目,本木１丁目,124,1069,50,111,74,958,68,552,66,548,2,4,-,-,-,-,6,406,-,-
4,1312107902,足立区,本木,本木２丁目,本木２丁目,109,744,58,156,51,588,46,477,46,477,-,-,-,-,-,-,5,111,-,-
3,1312108000,足立区,本木北町,,本木北町,69,340,40,87,29,253,29,253,29,253,-,-,-,-,-,-,-,-,-,-
3,1312108100,足立区,本木西町,,本木西町,49,173,22,34,27,139,25,125,25,125,-,-,-,-,-,-,2,14,-,-
3,1312108200,足立区,本木東町,,本木東町,79,252,54,112,25,140,22,115,20,111,2,4,-,-,-,-,3,25,-,-
3,1312108300,足立区,本木南町,,本木南町,98,547,50,95,48,452,44,353,43,351,-,-,1,2,-,-,4,99,-,-
3,1312108400,足立区,谷在家,,谷在家,191,1550,56,153,135,1397,124,1226,124,1226,-,-,-,-,-,-,11,171,-,-
4,1312108401,足立区,谷在家,谷在家１丁目,谷在家１丁目,73,507,25,72,48,435,45,384,45,384,-,-,-,-,-,-,3,51,-,-
4,1312108402,足立区,谷在家,谷在家２丁目,谷在家２丁目,36,401,7,14,29,387,27,380,27,380,-,-,-,-,-,-,2,7,-,-
4,1312108403,足立区,谷在家,谷在家３丁目,谷在家３丁目,82,642,24,67,58,575,52,462,52,462,-,-,-,-,-,-,6,113,-,-
3,1312108500,足立区,谷中,,谷中,334,3648,80,242,254,3406,233,2570,233,2570,-,-,-,-,-,-,21,836,-,-
4,1312108501,足立区,谷中,谷中１丁目,谷中１丁目,84,758,16,50,68,708,62,506,62,506,-,-,-,-,-,-,6,202,-,-
4,1312108502,足立区,谷中,谷中２丁目,谷中２丁目,101,1248,27,92,74,1156,67,844,67,844,-,-,-,-,-,-,7,312,-,-
4,1312108503,足立区,谷中,谷中３丁目,谷中３丁目,53,460,22,59,31,401,28,319,28,319,-,-,-,-,-,-,3,82,-,-
4,1312108504,足立区,谷中,谷中４丁目,谷中４丁目,78,830,12,35,66,795,65,786,65,786,-,-,-,-,-,-,1,9,-,-
4,1312108505,足立区,谷中,谷中５丁目,谷中５丁目,18,352,3,6,15,346,11,115,11,115,-,-,-,-,-,-,4,231,-,-
3,1312108600,足立区,柳原,,柳原,191,1178,76,159,115,1019,97,546,94,533,3,13,-,-,-,-,18,473,-,-
4,1312108601,足立区,柳原,柳原１丁目,柳原１丁目,92,702,28,49,64,653,51,268,49,257,2,11,-,-,-,-,13,385,-,-
4,1312108602,足立区,柳原,柳原２丁目,柳原２丁目,99,476,48,110,51,366,46,278,45,276,1,2,-,-,-,-,5,88,-,-
3,1312108700,足立区,六月,,六月,194,1346,86,167,108,1179,91,831,88,824,2,3,1,4,-,-,17,348,-,-
4,1312108701,足立区,六月,六月１丁目,六月１丁目,88,753,35,70,53,683,42,526,40,523,2,3,-,-,-,-,11,157,-,-
4,1312108702,足立区,六月,六月２丁目,六月２丁目,59,388,29,52,30,336,26,150,25,146,-,-,1,4,-,-,4,186,-,-
4,1312108703,足立区,六月,六月３丁目,六月３丁目,47,205,22,45,25,160,23,155,23,155,-,-,-,-,-,-,2,5,-,-
3,1312108800,足立区,六町,,六町,174,2042,57,142,117,1900,111,1829,111,1829,-,-,-,-,-,-,6,71,-,-
4,1312108801,足立区,六町,六町１丁目,六町１丁目,34,220,11,36,23,184,23,184,23,184,-,-,-,-,-,-,-,-,-,-
4,1312108802,足立区,六町,六町２丁目,六町２丁目,33,271,11,27,22,244,20,224,20,224,-,-,-,-,-,-,2,20,-,-
4,1312108803,足立区,六町,六町３丁目,六町３丁目,45,214,19,41,26,173,26,173,26,173,-,-,-,-,-,-,-,-,-,-
4,1312108804,足立区,六町,六町４丁目,六町４丁目,62,1337,16,38,46,1299,42,1248,42,1248,-,-,-,-,-,-,4,51,-,-
2,1312200000,葛飾区,,,葛飾区,16636,128556,6582,16567,10037,111925,9183,92823,9084,92199,53,237,44,375,2,12,854,19102,17,64
3,1312200100,葛飾区,立石,,立石,1280,9832,553,1413,720,8388,640,6575,632,6554,8,21,-,-,-,-,80,1813,7,31
4,1312200101,葛飾区,立石,立石１丁目,立石１丁目,255,1340,137,361,118,979,107,876,105,868,2,8,-,-,-,-,11,103,-,-
4,1312200102,葛飾区,立石,立石２丁目,立石２丁目,117,1119,26,65,91,1054,87,855,87,855,-,-,-,-,-,-,4,199,-,-
4,1312200103,葛飾区,立石,立石３丁目,立石３丁目,124,886,63,151,61,735,54,605,53,604,1,1,-,-,-,-,7,130,-,-
4,1312200104,葛飾区,立石,立石４丁目,立石４丁目,179,998,94,266,85,732,79,711,78,709,1,2,-,-,-,-,6,21,-,-
4,1312200105,葛飾区,立石,立石５丁目,立石５丁目,124,1839,27,97,94,1735,87,1024,86,1023,1,1,-,-,-,-,7,711,3,7
4,1312200106,葛飾区,立石,立石６丁目,立石６丁目,137,933,62,157,74,774,64,561,63,559,1,2,-,-,-,-,10,213,1,2
4,1312200107,葛飾区,立石,立石７丁目,立石７丁目,177,1511,90,203,86,1306,73,1193,72,1188,1,5,-,-,-,-,13,113,1,2
4,1312200108,葛飾区,立石,立石８丁目,立石８丁目,167,1206,54,113,111,1073,89,750,88,748,1,2,-,-,-,-,22,323,2,20
3,1312200200,葛飾区,東立石,,東立石,477,3437,181,415,296,3022,277,2616,270,2589,5,22,1,1,1,4,19,406,-,-
4,1312200201,葛飾区,東立石,東立石１丁目,東立石１丁目,107,801,33,66,74,735,67,716,66,712,1,4,-,-,-,-,7,19,-,-
4,1312200202,葛飾区,東立石,東立石２丁目,東立石２丁目,106,1132,29,67,77,1065,76,1063,74,1053,2,10,-,-,-,-,1,2,-,-
4,1312200203,葛飾区,東立石,東立石３丁目,東立石３丁目,143,699,60,120,83,579,77,514,74,505,2,8,1,1,-,-,6,65,-,-
4,1312200204,葛飾区,東立石,東立石４丁目,東立石４丁目,121,805,59,162,62,643,57,323,56,319,-,-,-,-,1,4,5,320,-,-
3,1312200300,葛飾区,四つ木,,四つ木,643,5522,269,641,373,4880,348,4496,343,4482,5,14,-,-,-,-,25,384,1,1
4,1312200301,葛飾区,四つ木,四つ木１丁目,四つ木１丁目,154,624,80,175,74,449,65,350,61,338,4,12,-,-,-,-,9,99,-,-
4,1312200302,葛飾区,四つ木,四つ木２丁目,四つ木２丁目,113,1305,32,91,80,1213,76,1172,76,1172,-,-,-,-,-,-,4,41,1,1
4,1312200303,葛飾区,四つ木,四つ木３丁目,四つ木３丁目,103,466,54,98,49,368,48,365,47,363,1,2,-,-,-,-,1,3,-,-
4,1312200304,葛飾区,四つ木,四つ木４丁目,四つ木４丁目,157,724,74,170,83,554,76,501,76,501,-,-,-,-,-,-,7,53,-,-
4,1312200305,葛飾区,四つ木,四つ木５丁目,四つ木５丁目,116,2403,29,107,87,2296,83,2108,83,2108,-,-,-,-,-,-,4,188,-,-
3,1312200400,葛飾区,東四つ木,,東四つ木,568,3337,230,607,338,2730,312,2386,310,2383,2,3,-,-,-,-,26,344,-,-
4,1312200401,葛飾区,東四つ木,東四つ木１丁目,東四つ木１丁目,122,706,39,86,83,620,76,585,76,585,-,-,-,-,-,-,7,35,-,-
4,1312200402,葛飾区,東四つ木,東四つ木２丁目,東四つ木２丁目,112,865,39,96,73,769,68,668,68,668,-,-,-,-,-,-,5,101,-,-
4,1312200403,葛飾区,東四つ木,東四つ木３丁目,東四つ木３丁目,124,571,69,210,55,361,50,296,49,295,1,1,-,-,-,-,5,65,-,-
4,1312200404,葛飾区,東四つ木,東四つ木４丁目,東四つ木４丁目,210,1195,83,215,127,980,118,837,117,835,1,2,-,-,-,-,9,143,-,-
3,1312200500,葛飾区,宝町,,宝町,281,1557,111,265,170,1292,162,1171,161,1170,-,-,1,1,-,-,8,121,-,-
4,1312200501,葛飾区,宝町,宝町１丁目,宝町１丁目,110,600,40,115,70,485,67,392,67,392,-,-,-,-,-,-,3,93,-,-
4,1312200502,葛飾区,宝町,宝町２丁目,宝町２丁目,171,957,71,150,100,807,95,779,94,778,-,-,1,1,-,-,5,28,-,-
3,1312200600,葛飾区,堀切,,堀切,1176,7613,565,1264,611,6349,566,4755,555,4628,5,59,6,68,-,-,45,1594,-,-
4,1312200601,葛飾区,堀切,堀切１丁目,堀切１丁目,164,1185,45,91,119,1094,115,1052,112,1010,3,42,-,-,-,-,4,42,-,-
4,1312200602,葛飾区,堀切,堀切２丁目,堀切２丁目,183,953,93,198,90,755,83,441,80,411,2,17,1,13,-,-,7,314,-,-
4,1312200603,葛飾区,堀切,堀切３丁目,堀切３丁目,239,2082,128,296,111,1786,100,1028,97,1009,-,-,3,19,-,-,11,758,-,-
4,1312200604,葛飾区,堀切,堀切４丁目,堀切４丁目,175,1277,82,221,93,1056,87,1020,87,1020,-,-,-,-,-,-,6,36,-,-
4,1312200605,葛飾区,堀切,堀切５丁目,堀切５丁目,178,631,110,222,68,409,62,354,61,346,-,-,1,8,-,-,6,55,-,-
4,1312200606,葛飾区,堀切,堀切６丁目,堀切６丁目,83,389,42,83,41,306,38,268,37,240,-,-,1,28,-,-,3,38,-,-
4,1312200607,葛飾区,堀切,堀切７丁目,堀切７丁目,107,850,52,127,55,723,47,372,47,372,-,-,-,-,-,-,8,351,-,-
4,1312200608,葛飾区,堀切,堀切８丁目,堀切８丁目,47,246,13,26,34,220,34,220,34,220,-,-,-,-,-,-,-,-,-,-
3,1312200700,葛飾区,東堀切,,東堀切,210,1429,70,182,140,1247,134,1132,133,1131,-,-,1,1,-,-,6,115,-,-
4,1312200701,葛飾区,東堀切,東堀切１丁目,東堀切１丁目,72,413,34,88,38,325,36,256,36,256,-,-,-,-,-,-,2,69,-,-
4,1312200702,葛飾区,東堀切,東堀切２丁目,東堀切２丁目,62,423,14,32,48,391,46,361,45,360,-,-,1,1,-,-,2,30,-,-
4,1312200703,葛飾区,東堀切,東堀切３丁目,東堀切３丁目,76,593,22,62,54,531,52,515,52,515,-,-,-,-,-,-,2,16,-,-
3,1312200800,葛飾区,小菅,,小菅,358,2756,140,407,217,2345,203,2191,197,2151,3,7,3,33,-,-,14,154,1,4
4,1312200801,葛飾区,小菅,小菅１丁目,小菅１丁目,64,548,30,75,33,469,30,457,30,457,-,-,-,-,-,-,3,12,1,4
4,1312200802,葛飾区,小菅,小菅２丁目,小菅２丁目,78,487,25,55,53,432,51,409,49,391,1,2,1,16,-,-,2,23,-,-
4,1312200803,葛飾区,小菅,小菅３丁目,小菅３丁目,65,418,29,69,36,349,35,348,33,343,1,1,1,4,-,-,1,1,-,-
4,1312200804,葛飾区,小菅,小菅４丁目,小菅４丁目,151,1303,56,208,95,1095,87,977,85,960,1,4,1,13,-,-,8,118,-,-
3,1312200900,葛飾区,お花茶屋,,お花茶屋,329,1980,136,386,193,1594,180,1388,179,1369,-,-,1,19,-,-,13,206,-,-
4,1312200901,葛飾区,お花茶屋,お花茶屋１丁目,お花茶屋１丁目,201,1135,90,266,111,869,102,797,101,778,-,-,1,19,-,-,9,72,-,-
4,1312200902,葛飾区,お花茶屋,お花茶屋２丁目,お花茶屋２丁目,72,439,28,78,44,361,40,227,40,227,-,-,-,-,-,-,4,134,-,-
4,1312200903,葛飾区,お花茶屋,お花茶屋３丁目,お花茶屋３丁目,56,406,18,42,38,364,38,364,38,364,-,-,-,-,-,-,-,-,-,-
3,1312201000,葛飾区,白鳥,,白鳥,323,3633,94,231,229,3402,208,2953,206,2940,1,9,1,4,-,-,21,449,-,-
4,1312201001,葛飾区,白鳥,白鳥１丁目,白鳥１丁目,51,581,11,25,40,556,37,525,37,525,-,-,-,-,-,-,3,31,-,-
4,1312201002,葛飾区,白鳥,白鳥２丁目,白鳥２丁目,104,1020,36,91,68,929,64,796,63,792,-,-,1,4,-,-,4,133,-,-
4,1312201003,葛飾区,白鳥,白鳥３丁目,白鳥３丁目,85,920,30,61,55,859,48,753,48,753,-,-,-,-,-,-,7,106,-,-
4,1312201004,葛飾区,白鳥,白鳥４丁目,白鳥４丁目,83,1112,17,54,66,1058,59,879,58,870,1,9,-,-,-,-,7,179,-,-
3,1312201100,葛飾区,亀有,,亀有,1474,14206,605,1586,869,12620,798,10533,789,10495,4,13,4,17,1,8,71,2087,-,-
4,1312201101,葛飾区,亀有,亀有１丁目,亀有１丁目,76,464,33,95,43,369,37,245,37,245,-,-,-,-,-,-,6,124,-,-
4,1312201102,葛飾区,亀有,亀有２丁目,亀有２丁目,196,1261,107,214,89,1047,75,580,73,575,2,5,-,-,-,-,14,467,-,-
4,1312201103,葛飾区,亀有,亀有３丁目,亀有３丁目,714,8752,232,619,482,8133,446,7385,440,7354,2,8,3,15,1,8,36,748,-,-
4,1312201104,葛飾区,亀有,亀有４丁目,亀有４丁目,116,952,49,132,67,820,65,802,65,802,-,-,-,-,-,-,2,18,-,-
4,1312201105,葛飾区,亀有,亀有５丁目,亀有５丁目,372,2777,184,526,188,2251,175,1521,174,1519,-,-,1,2,-,-,13,730,-,-
3,1312201200,葛飾区,西亀有,,西亀有,318,2235,121,283,197,1952,186,1703,185,1702,1,1,-,-,-,-,11,249,-,-
4,1312201201,葛飾区,西亀有,西亀有１丁目,西亀有１丁目,52,387,11,33,41,354,40,344,40,344,-,-,-,-,-,-,1,10,-,-
4,1312201202,葛飾区,西亀有,西亀有２丁目,西亀有２丁目,101,892,34,89,67,803,63,668,63,668,-,-,-,-,-,-,4,135,-,-
4,1312201203,葛飾区,西亀有,西亀有３丁目,西亀有３丁目,96,466,50,99,46,367,42,306,42,306,-,-,-,-,-,-,4,61,-,-
4,1312201204,葛飾区,西亀有,西亀有４丁目,西亀有４丁目,69,490,26,62,43,428,41,385,40,384,1,1,-,-,-,-,2,43,-,-
3,1312201300,葛飾区,青戸,,青戸,1072,9256,396,991,674,8258,597,6088,592,6067,2,4,3,17,-,-,77,2170,2,7
4,1312201301,葛飾区,青戸,青戸１丁目,青戸１丁目,99,456,45,105,54,351,51,312,50,311,-,-,1,1,-,-,3,39,-,-
4,1312201302,葛飾区,青戸,青戸２丁目,青戸２丁目,43,299,11,31,32,268,29,225,28,222,1,3,-,-,-,-,3,43,-,-
4,1312201303,葛飾区,青戸,青戸３丁目,青戸３丁目,363,2690,145,408,218,2282,194,1991,193,1989,-,-,1,2,-,-,24,291,-,-
4,1312201304,葛飾区,青戸,青戸４丁目,青戸４丁目,101,1711,16,43,85,1668,79,1459,79,1459,-,-,-,-,-,-,6,209,-,-
4,1312201305,葛飾区,青戸,青戸５丁目,青戸５丁目,131,819,57,147,73,667,63,401,61,386,1,1,1,14,-,-,10,266,1,5
4,1312201306,葛飾区,青戸,青戸６丁目,青戸６丁目,131,1697,56,116,75,1581,67,690,67,690,-,-,-,-,-,-,8,891,-,-
