地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,3273,3851,35876,1685,1695,4880,1588,1382,206,2156,30996,113,95,18,149,806,687,635,52,763,3812,180,158,22,209,1576,464,390,74,650,6831,37,27,10,70,1266,28,15,13,78,1287,9,5,4,51,3461,4,2,2,75,1566,3,1,2,18,2051,1,-,1,21,7937,1358,1213,145,1629,10731,1501,1314,187,1903,15262,1512,1322,190,1924,18010,1519,1325,194,2027,19881
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,2567,2604,6437,1513,1517,3167,1054,1008,46,1087,3270,85,81,4,87,199,537,518,19,551,1586,124,117,7,127,436,244,232,12,252,839,9,8,1,11,33,4,4,-,4,8,4,4,-,4,12,1,1,-,1,7,-,-,-,-,-,-,-,-,-,-,962,923,39,987,2949,1002,959,43,1031,3098,1004,961,43,1033,3104,1007,964,43,1036,3113
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,360,403,2997,123,125,921,237,204,33,278,2076,11,6,5,19,100,89,78,11,103,729,32,30,2,34,276,89,75,14,104,840,6,6,-,6,47,5,4,1,7,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203,171,32,242,1787,230,197,33,271,2012,232,199,33,273,2034,232,199,33,273,2034
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,179,225,2765,41,44,597,138,111,27,181,2168,9,5,4,15,136,32,26,6,48,508,12,9,3,16,188,66,55,11,79,1022,9,9,-,9,144,3,2,1,5,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,81,22,139,1607,130,105,25,171,2038,131,106,25,172,2059,131,106,25,172,2059
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,66,107,1710,7,8,164,59,31,28,99,1546,2,1,1,4,44,17,10,7,31,443,5,1,4,9,126,25,14,11,39,671,3,2,1,4,87,3,1,2,5,82,1,1,-,1,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,21,19,65,1073,54,28,26,91,1427,56,30,26,93,1481,56,30,26,93,1481
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,52,127,2087,1,1,31,51,16,35,126,2056,4,1,3,15,170,10,2,8,27,389,4,1,3,6,155,23,8,15,55,938,5,2,3,11,220,3,1,2,9,114,-,-,-,-,-,1,1,-,1,33,-,-,-,-,-,-,-,-,-,-,33,9,24,89,1320,48,15,33,118,1947,49,15,34,123,1986,49,15,34,123,1986
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,23,85,1867,-,-,-,23,9,14,85,1867,2,1,1,9,157,2,1,1,3,157,1,-,1,3,79,7,4,3,18,608,3,-,3,12,167,7,2,5,39,593,-,-,-,-,-,-,-,-,-,-,1,1,-,1,106,-,-,-,-,-,11,6,5,29,898,21,8,13,79,1660,22,8,14,84,1761,22,8,14,84,1761
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,16,90,2665,-,-,-,16,3,13,90,2665,-,-,-,-,-,-,-,-,-,-,2,-,2,14,316,8,2,6,43,1271,1,-,1,1,152,3,1,2,9,387,2,-,2,23,539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,3,22,764,13,2,11,66,2022,14,3,11,67,2126,16,3,13,90,2665
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,7,176,3431,-,-,-,7,-,7,176,3431,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,60,642,1,-,1,16,416,-,-,-,-,-,1,-,1,20,481,2,-,2,73,1526,1,-,1,7,366,-,-,-,-,-,1,-,1,56,333,3,-,3,76,1058,3,-,3,76,1058,5,-,5,153,2381
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,1,10,1579,-,-,-,1,-,1,10,1579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,10,1579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,1,3,2401,-,-,-,1,-,1,3,2401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2401,1,-,1,3,2401
4,13211,小平市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,1,21,7937,-,-,-,1,-,1,21,7937,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,21,7937,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
