地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業常用雇用者数（人）,会社企業／総数／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／０～４人／企業数（企業）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／５～９人／企業数（企業）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／10～19人／企業数（企業）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／20～29人／企業数（企業）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／30～49人／企業数（企業）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／50～99人／企業数（企業）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／100～299人／企業数（企業）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／300～999人／企業数（企業）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業数（企業）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業数（企業）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／5000人以上／企業数（企業）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数のうち国内（人）
4,13103,港区,2,G,38,放送業,45,11742,11685,10,13,13,2,15,15,4,56,56,4,92,92,5,189,189,7,449,449,4,511,511,4,2111,2105,4,5206,5159,1,3100,3096,-,-,-
4,13103,港区,2,G,39,情報サービス業,999,137874,137779,316,551,551,127,832,832,123,1680,1671,72,1727,1726,102,3860,3860,95,6721,6716,89,14403,14382,43,23434,23410,19,25198,25190,11,28356,28356,2,31112,31085
4,13103,港区,2,G,40,インターネット附随サービス業,289,25760,25676,108,160,160,39,274,274,38,509,508,15,384,384,24,867,865,28,2080,2011,23,4101,4101,10,5035,5035,1,1554,1554,2,4665,4665,1,6131,6119
4,13103,港区,2,G,41,映像・音声・文字情報制作業,880,25896,25886,386,615,615,164,1063,1058,130,1760,1760,35,822,822,60,2337,2337,45,3298,3298,45,6682,6678,13,5745,5745,1,1275,1274,1,2299,2299,-,-,-
4,13103,港区,1,H,00,運輸業，郵便業,431,113536,112031,100,190,190,63,412,411,37,507,504,25,609,607,46,1705,1705,48,3309,3300,65,11349,11314,34,16302,16201,7,8447,7423,4,13823,13823,2,56883,56553
4,13103,港区,2,H,42,鉄道業,2,4554,4554,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,342,342,-,-,-,1,4212,4212,-,-,-
4,13103,港区,2,H,43,道路旅客運送業,11,3165,3165,1,1,1,-,-,-,2,33,33,-,-,-,-,-,-,1,67,67,4,922,922,2,974,974,1,1168,1168,-,-,-,-,-,-
4,13103,港区,2,H,44,道路貨物運送業,112,55593,54493,19,32,32,22,139,139,5,57,57,10,251,251,11,410,410,14,1018,1018,17,2936,2936,7,4061,3975,4,4893,3879,2,7273,7273,1,34523,34523
4,13103,港区,2,H,45,水運業,73,3465,3459,21,46,46,10,77,77,8,95,95,4,93,92,13,483,483,9,584,581,6,847,845,2,1240,1240,-,-,-,-,-,-,-,-,-
4,13103,港区,2,H,46,航空運輸業,5,23129,22796,-,-,-,-,-,-,-,-,-,1,21,21,1,39,39,-,-,-,-,-,-,2,709,706,-,-,-,-,-,-,1,22360,22030
4,13103,港区,2,H,47,倉庫業,41,4882,4876,4,4,4,2,10,10,5,83,83,2,55,55,5,175,175,6,437,437,14,2626,2625,3,1492,1487,-,-,-,-,-,-,-,-,-
4,13103,港区,2,H,48,運輸に附帯するサービス業,187,18748,18688,55,107,107,29,186,185,17,239,236,8,189,188,16,598,598,18,1203,1197,24,4018,3986,17,7484,7477,2,2386,2376,1,2338,2338,-,-,-
4,13103,港区,2,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,1,I,00,卸売業，小売業,3731,317379,310815,1716,2835,2829,552,3625,3616,405,5629,5603,189,4449,4447,217,8407,8384,246,17332,17247,210,36225,35583,140,72701,71706,31,45008,44982,20,62814,62312,5,58354,54106
4,13103,港区,2,I,50,各種商品卸売業,17,4479,3980,5,5,5,3,22,22,2,24,18,2,46,46,-,-,-,2,103,103,-,-,-,2,1271,1240,-,-,-,1,3008,2546,-,-,-
4,13103,港区,2,I,51,繊維・衣服等卸売業,196,9405,9351,72,140,140,34,229,229,33,461,461,18,428,428,13,491,491,9,658,658,11,2221,2167,4,1759,1759,2,3018,3018,-,-,-,-,-,-
4,13103,港区,2,I,52,飲食料品卸売業,388,20322,20263,187,319,318,59,397,397,44,588,585,23,515,515,23,891,891,18,1389,1386,24,3849,3815,7,4019,4001,2,2661,2661,-,-,-,1,5694,5694
4,13103,港区,2,I,53,建築材料，鉱物・金属材料等卸売業,430,26506,26199,173,293,290,69,450,448,44,606,599,25,577,577,33,1294,1280,30,2028,2019,33,5512,5314,20,9185,9137,2,2660,2634,1,3901,3901,-,-,-
4,13103,港区,2,I,54,機械器具卸売業,754,102828,100735,265,495,494,111,750,743,92,1283,1283,35,834,834,55,2089,2081,77,5557,5536,61,10688,10447,41,22000,21154,10,14763,14763,5,15810,15777,2,28559,27623
4,13103,港区,2,I,55,その他の卸売業,540,39454,39272,240,399,398,82,532,532,61,846,836,30,706,704,32,1244,1243,36,2567,2540,36,6734,6619,18,9804,9778,2,2253,2253,2,5983,5983,1,8386,8386
4,13103,港区,2,I,56,各種商品小売業,1,4,4,1,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,I,57,織物・衣服・身の回り品小売業,244,29916,26584,129,208,208,38,239,239,16,222,222,8,184,184,12,519,519,12,801,801,14,2179,2179,13,5795,5775,-,-,-,1,4054,4054,1,15715,12403
4,13103,港区,2,I,58,飲食料品小売業,316,18049,18049,144,213,213,40,270,270,53,748,748,19,451,451,17,682,682,19,1355,1355,11,1878,1878,9,4855,4855,2,2942,2942,2,4655,4655,-,-,-
4,13103,港区,2,I,59,機械器具小売業,106,19519,19519,58,71,71,9,58,58,6,82,82,2,55,55,6,251,251,6,440,440,5,828,828,8,4011,4011,4,5884,5884,2,7839,7839,-,-,-
4,13103,港区,2,I,60,その他の小売業,540,38979,38967,319,505,505,81,517,517,40,570,570,19,462,462,15,540,540,28,1807,1807,12,1858,1858,14,7629,7623,7,10827,10827,5,14264,14258,-,-,-
4,13103,港区,2,I,61,無店舗小売業,189,7824,7798,117,173,173,24,145,145,13,187,187,8,191,191,11,406,406,8,571,546,3,478,478,4,2373,2373,-,-,-,1,3300,3299,-,-,-
4,13103,港区,1,J,00,金融業，保険業,508,48232,48217,235,307,307,74,496,496,59,788,787,19,446,446,28,1062,1062,33,2305,2305,29,4994,4994,24,11909,11895,2,3059,3059,3,9693,9693,2,13173,13173
4,13103,港区,2,J,62,銀行業,7,6252,6252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,542,542,3,1726,1726,1,1769,1769,1,2215,2215,-,-,-
4,13103,港区,2,J,63,協同組織金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,J,64,貸金業，クレジットカード業等非預金信用機関,64,9974,9973,29,39,39,10,66,66,2,22,22,1,23,23,4,152,152,7,458,458,2,499,499,8,3957,3956,-,-,-,1,4758,4758,-,-,-
4,13103,港区,2,J,65,金融商品取引業，商品先物取引業,217,5738,5724,108,140,140,31,209,209,32,440,439,13,301,301,12,451,451,7,501,501,9,1329,1329,5,2367,2354,-,-,-,-,-,-,-,-,-
4,13103,港区,2,J,66,補助的金融業等,46,2860,2860,10,8,8,5,37,37,12,146,146,1,20,20,3,110,110,7,484,484,5,847,847,3,1208,1208,-,-,-,-,-,-,-,-,-
4,13103,港区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,174,23408,23408,88,120,120,28,184,184,13,180,180,4,102,102,9,349,349,12,862,862,11,1777,1777,5,2651,2651,1,1290,1290,1,2720,2720,2,13173,13173
4,13103,港区,1,K,00,不動産業，物品賃貸業,2070,59869,58338,1626,1759,1759,169,1059,1057,90,1195,1195,37,881,881,37,1412,1412,31,2122,2122,44,7613,7609,24,14306,14304,6,8798,7275,6,20724,20724,-,-,-
4,13103,港区,2,K,68,不動産取引業,580,17151,17143,417,601,601,77,474,472,31,415,415,11,258,258,9,345,345,9,662,662,18,2781,2777,6,3961,3959,-,-,-,2,7654,7654,-,-,-
4,13103,港区,2,K,69,不動産賃貸業・管理業,1384,25702,24179,1175,1093,1093,82,522,522,45,604,604,16,384,384,18,676,676,15,1030,1030,17,3084,3084,11,6359,6359,3,4077,2554,2,7873,7873,-,-,-
4,13103,港区,2,K,70,物品賃貸業,100,16995,16995,29,56,56,10,63,63,13,164,164,10,239,239,10,391,391,7,430,430,9,1748,1748,7,3986,3986,3,4721,4721,2,5197,5197,-,-,-
4,13103,港区,1,L,00,学術研究，専門・技術サービス業,2321,74540,74303,1382,1974,1974,324,2129,2129,250,3282,3280,84,2016,1999,74,2847,2841,104,7111,7110,67,11775,11754,29,16034,15949,2,3697,3697,3,9510,9405,2,14165,14165
4,13103,港区,2,L,71,学術・開発研究機関,46,1362,1362,22,28,28,9,67,67,5,67,67,2,41,41,3,111,111,3,213,213,1,278,278,1,557,557,-,-,-,-,-,-,-,-,-
4,13103,港区,2,L,72,専門サービス業（他に分類されないもの）,1371,30606,30490,866,1166,1166,197,1284,1284,136,1774,1772,48,1151,1141,32,1301,1296,48,3241,3241,32,5335,5317,10,5971,5890,-,-,-,1,2401,2401,1,6982,6982
4,13103,港区,2,L,73,広告業,377,23991,23893,185,320,320,49,316,316,53,705,705,21,497,497,18,663,662,24,1660,1660,16,2874,2872,8,4512,4512,1,1918,1918,1,3343,3248,1,7183,7183
4,13103,港区,2,L,74,技術サービス業（他に分類されないもの）,518,18494,18471,302,453,453,68,455,455,56,736,736,13,327,320,21,772,772,28,1924,1923,18,3288,3287,10,4994,4990,1,1779,1779,1,3766,3756,-,-,-
4,13103,港区,1,M,00,宿泊業，飲食サービス業,1591,226235,225640,687,1431,1431,413,2702,2702,196,2550,2550,78,1811,1811,47,1818,1814,64,4510,4506,51,8633,8619,21,12176,12176,9,13220,13220,14,45273,44700,11,132111,132111
4,13103,港区,2,M,75,宿泊業,70,13322,13309,11,16,16,7,50,50,7,89,89,6,134,134,7,265,265,10,602,602,10,1888,1875,11,7080,7080,-,-,-,1,3198,3198,-,-,-
4,13103,港区,2,M,76,飲食店,1484,141840,141258,669,1405,1405,398,2596,2596,182,2372,2372,71,1656,1656,38,1483,1479,53,3817,3813,39,6351,6350,10,5096,5096,7,10507,10507,11,35822,35249,6,70735,70735
4,13103,港区,2,M,77,持ち帰り・配達飲食サービス業,36,71052,71052,7,10,10,8,56,56,7,89,89,-,-,-,2,70,70,1,91,91,2,394,394,-,-,-,2,2713,2713,2,6253,6253,5,61376,61376
4,13103,港区,1,N,00,生活関連サービス業，娯楽業,936,61085,61043,480,867,867,146,973,973,105,1469,1465,46,1082,1081,44,1669,1651,48,3239,3239,34,5486,5472,23,11937,11937,3,3955,3955,5,17124,17119,2,13284,13284
4,13103,港区,2,N,78,洗濯・理容・美容・浴場業,322,8515,8515,174,338,338,50,327,327,40,554,554,19,460,460,10,384,384,14,962,962,10,1628,1628,3,1691,1691,2,2171,2171,-,-,-,-,-,-
4,13103,港区,2,N,79,その他の生活関連サービス業,248,7518,7481,119,212,212,42,290,290,26,358,354,11,253,252,17,645,627,14,895,895,11,1800,1786,8,3065,3065,-,-,-,-,-,-,-,-,-
4,13103,港区,2,N,80,娯楽業,365,45045,45040,187,317,317,53,349,349,39,557,557,16,369,369,17,640,640,20,1382,1382,13,2058,2058,12,7181,7181,1,1784,1784,5,17124,17119,2,13284,13284
4,13103,港区,1,O,00,教育，学習支援業,239,14538,14536,117,194,194,27,183,183,39,546,546,13,297,297,13,507,505,11,691,691,8,1393,1393,9,4946,4946,1,1849,1849,1,3932,3932,-,-,-
4,13103,港区,2,O,81,学校教育,2,146,146,-,-,-,-,-,-,1,15,15,-,-,-,-,-,-,-,-,-,1,131,131,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,O,82,その他の教育，学習支援業,237,14392,14390,117,194,194,27,183,183,38,531,531,13,297,297,13,507,505,11,691,691,7,1262,1262,9,4946,4946,1,1849,1849,1,3932,3932,-,-,-
4,13103,港区,1,P,00,医療，福祉,175,28790,28790,63,123,123,33,227,227,28,382,382,9,201,201,8,315,315,9,604,604,8,1372,1372,9,4454,4454,4,5223,5223,3,7219,7219,1,8670,8670
4,13103,港区,2,P,83,医療業,95,2497,2497,51,99,99,18,113,113,16,214,214,-,-,-,3,114,114,4,264,264,1,117,117,2,1576,1576,-,-,-,-,-,-,-,-,-
4,13103,港区,2,P,84,保健衛生,12,505,505,4,2,2,3,22,22,3,40,40,-,-,-,-,-,-,1,64,64,-,-,-,1,377,377,-,-,-,-,-,-,-,-,-
4,13103,港区,2,P,85,社会保険・社会福祉・介護事業,68,25788,25788,8,22,22,12,92,92,9,128,128,9,201,201,5,201,201,4,276,276,7,1255,1255,6,2501,2501,4,5223,5223,3,7219,7219,1,8670,8670
4,13103,港区,1,Q,00,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,Q,86,郵便局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,Q,87,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,1,R,00,サービス業（他に分類されないもの）,1091,268873,268782,414,657,657,143,967,966,117,1659,1659,62,1489,1489,68,2586,2585,85,6141,6141,90,15787,15787,67,37300,37298,16,24136,24132,20,56862,56854,9,121289,121214
4,13103,港区,2,R,88,廃棄物処理業,16,1774,1774,1,-,-,4,25,25,-,-,-,3,74,74,1,35,35,3,231,231,2,223,223,2,1186,1186,-,-,-,-,-,-,-,-,-
4,13103,港区,2,R,89,自動車整備業,31,356,356,20,37,37,5,32,32,1,11,11,1,20,20,1,43,43,3,213,213,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,R,90,機械等修理業（別掲を除く）,48,6156,6156,18,30,30,6,40,40,5,65,65,1,26,26,5,207,207,5,358,358,4,666,666,2,911,911,1,1030,1030,1,2823,2823,-,-,-
4,13103,港区,2,R,91,職業紹介・労働者派遣業,287,132018,132016,93,151,151,31,203,202,30,421,421,20,484,484,19,731,731,26,1807,1807,32,5355,5355,21,11338,11338,3,5260,5260,7,18130,18129,5,88138,88138
4,13103,港区,2,R,92,その他の事業サービス業,702,128447,128358,279,439,439,95,657,657,81,1162,1162,37,885,885,41,1529,1528,47,3461,3461,52,9543,9543,42,23865,23863,12,17846,17842,12,35909,35902,4,33151,33076
4,13103,港区,2,R,93,政治・経済・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,R,94,宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,2,R,95,その他のサービス業,1,5,5,-,-,-,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,A～R,00,全産業（Ｓ公務を除く）,13878,950986,942216,7381,12381,12379,2226,14690,14689,1532,20764,20742,650,15522,15495,583,22560,22479,594,41417,41378,509,85474,85320,249,137897,135752,61,86596,85828,64,195650,195207,29,318035,312947
4,13104,新宿区,1,A,00,農業，林業,10,26,26,7,7,7,3,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,A,01,農業,9,24,24,6,5,5,3,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,A,02,林業,1,2,2,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,C,00,鉱業，採石業，砂利採取業,4,150,150,1,1,1,-,-,-,-,-,-,-,-,-,2,67,67,1,82,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,C,05,鉱業，採石業，砂利採取業,4,150,150,1,1,1,-,-,-,-,-,-,-,-,-,2,67,67,1,82,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,D,00,建設業,802,56717,56079,403,725,725,158,1052,1052,92,1226,1226,37,878,878,26,996,996,25,1762,1762,27,3909,3909,23,13892,13857,4,6128,6073,6,17712,17436,1,8437,8165
4,13104,新宿区,2,D,06,総合工事業,249,37816,37253,128,221,221,37,243,243,24,333,333,9,211,211,8,312,312,9,639,639,13,1878,1878,13,8200,8165,3,4335,4280,4,13007,12806,1,8437,8165
4,13104,新宿区,2,D,07,職別工事業（設備工事業を除く）,288,4869,4869,160,275,275,58,396,396,37,498,498,9,220,220,9,339,339,6,443,443,5,736,736,4,1962,1962,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,D,08,設備工事業,265,14032,13957,115,229,229,63,413,413,31,395,395,19,447,447,9,345,345,10,680,680,9,1295,1295,6,3730,3730,1,1793,1793,2,4705,4630,-,-,-
4,13104,新宿区,1,E,00,製造業,1045,86204,85073,519,965,965,166,1079,1079,109,1444,1444,58,1377,1377,41,1606,1567,55,3934,3933,52,8922,8908,28,14780,13730,7,9200,9195,8,26107,26091,2,16790,16784
4,13104,新宿区,2,E,09,食料品製造業,58,13778,13773,22,44,44,9,60,60,8,110,110,2,47,47,-,-,-,5,305,305,6,1014,1014,2,924,924,1,1145,1145,3,10129,10124,-,-,-
4,13104,新宿区,2,E,10,飲料・たばこ・飼料製造業,7,133,133,1,4,4,-,-,-,3,41,41,2,49,49,1,39,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,11,繊維工業,51,757,757,32,69,69,9,57,57,2,24,24,1,22,22,3,106,106,3,252,252,1,227,227,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,12,木材・木製品製造業（家具を除く）,6,262,262,1,3,3,1,7,7,1,10,10,-,-,-,-,-,-,3,242,242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,13,家具・装備品製造業,19,2634,2634,15,25,25,2,14,14,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2585,2585,-,-,-
4,13104,新宿区,2,E,14,パルプ・紙・紙加工品製造業,38,1107,1107,21,33,33,5,35,35,4,58,58,4,98,98,-,-,-,-,-,-,3,427,427,1,456,456,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,15,印刷・同関連業,503,25072,25031,279,517,517,96,627,627,52,678,678,25,582,582,15,582,547,17,1173,1173,12,2216,2216,4,1775,1775,1,1243,1243,1,4830,4830,1,10849,10843
4,13104,新宿区,2,E,16,化学工業,66,13076,12808,18,34,34,10,62,62,6,86,86,2,51,51,6,254,251,2,175,175,12,2104,2100,6,3208,2958,2,2567,2567,2,4535,4524,-,-,-
4,13104,新宿区,2,E,17,石油製品・石炭製品製造業,1,107,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,107,107,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,18,プラスチック製品製造業（別掲を除く）,19,1602,1602,5,5,5,4,23,23,1,18,18,4,88,88,2,79,79,1,64,64,1,178,178,-,-,-,1,1147,1147,-,-,-,-,-,-
4,13104,新宿区,2,E,19,ゴム製品製造業,3,1856,1851,1,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,155,155,-,-,-,1,1697,1692,-,-,-,-,-,-
4,13104,新宿区,2,E,20,なめし革・同製品・毛皮製造業,3,10,10,2,-,-,-,-,-,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,21,窯業・土石製品製造業,10,1175,1175,3,6,6,-,-,-,-,-,-,-,-,-,1,36,36,1,51,51,4,663,663,1,419,419,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,22,鉄鋼業,2,54,54,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,54,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,23,非鉄金属製造業,10,1627,1012,1,-,-,-,-,-,3,35,35,2,47,47,-,-,-,1,91,91,1,112,112,2,1342,727,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,24,金属製品製造業,29,842,834,14,23,23,3,20,20,2,21,21,4,100,100,2,83,83,2,159,159,1,106,98,1,330,330,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,25,はん用機械器具製造業,6,379,376,1,1,1,-,-,-,-,-,-,2,48,48,1,32,31,1,74,74,1,224,222,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,26,生産用機械器具製造業,26,647,647,11,29,29,3,19,19,5,67,67,1,23,23,3,121,121,-,-,-,3,388,388,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,27,業務用機械器具製造業,43,9591,9441,18,40,40,3,17,17,5,72,72,3,76,76,2,74,74,4,271,271,1,263,263,6,2837,2687,-,-,-,-,-,-,1,5941,5941
4,13104,新宿区,2,E,28,電子部品・デバイス・電子回路製造業,23,3487,3459,7,13,13,5,28,28,1,14,14,-,-,-,1,35,35,5,404,403,1,203,203,2,1389,1362,1,1401,1401,-,-,-,-,-,-
4,13104,新宿区,2,E,29,電気機械器具製造業,27,1330,1324,15,28,28,1,5,5,4,59,59,3,70,70,-,-,-,2,145,145,1,190,190,1,833,827,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,30,情報通信機械器具製造業,13,492,492,3,4,4,1,5,5,3,36,36,1,23,23,2,83,83,2,127,127,1,214,214,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,E,31,輸送用機械器具製造業,11,4348,4348,5,11,11,-,-,-,1,11,11,1,25,25,-,-,-,2,142,142,1,131,131,-,-,-,-,-,-,1,4028,4028,-,-,-
4,13104,新宿区,2,E,32,その他の製造業,70,1836,1834,42,70,70,14,100,100,6,84,84,1,28,28,2,82,82,3,205,205,-,-,-,2,1267,1265,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,F,00,電気・ガス・熱供給・水道業,8,5001,4999,3,5,5,1,7,7,-,-,-,-,-,-,1,35,35,1,83,83,-,-,-,-,-,-,1,1486,1485,1,3385,3384,-,-,-
4,13104,新宿区,2,F,33,電気業,2,86,86,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,1,83,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,F,34,ガス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,F,35,熱供給業,3,42,42,1,-,-,1,7,7,-,-,-,-,-,-,1,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,F,36,水道業,3,4873,4871,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1486,1485,1,3385,3384,-,-,-
4,13104,新宿区,1,G,00,情報通信業,1813,84043,83892,789,1443,1443,282,1876,1876,243,3300,3300,127,3060,3057,117,4514,4484,118,8203,8197,92,14260,14197,34,18647,18600,7,9074,9074,2,6306,6306,2,13360,13358
4,13104,新宿区,2,G,37,通信業,22,8933,8933,11,23,23,4,29,29,-,-,-,1,21,21,-,-,-,3,196,196,1,228,228,1,696,696,-,-,-,-,-,-,1,7740,7740
4,13104,新宿区,2,G,38,放送業,6,176,176,3,5,5,-,-,-,1,14,14,-,-,-,-,-,-,1,50,50,1,107,107,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,2,G,39,情報サービス業,863,56700,56620,274,498,498,136,921,921,124,1694,1694,76,1844,1841,76,2931,2931,76,5298,5292,67,10489,10431,26,14454,14443,5,6645,6645,2,6306,6306,1,5620,5618
4,13104,新宿区,2,G,40,インターネット附随サービス業,234,8091,8020,105,216,216,29,197,197,41,577,577,14,337,337,14,562,532,16,1133,1133,10,1662,1657,4,2227,2191,1,1180,1180,-,-,-,-,-,-
4,13104,新宿区,2,G,41,映像・音声・文字情報制作業,687,10136,10136,396,701,701,112,722,722,77,1015,1015,36,858,858,27,1021,1021,22,1526,1526,13,1774,1774,3,1270,1270,1,1249,1249,-,-,-,-,-,-
4,13104,新宿区,1,H,00,運輸業，郵便業,92,19852,19837,22,42,42,14,90,90,9,112,101,11,281,281,10,409,409,5,387,387,12,2095,2095,5,2491,2491,-,-,-,4,13945,13941,-,-,-
4,13104,新宿区,2,H,42,鉄道業,1,4763,4762,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4763,4762,-,-,-
4,13104,新宿区,2,H,43,道路旅客運送業,6,3171,3171,2,5,5,-,-,-,-,-,-,1,23,23,-,-,-,-,-,-,1,126,126,1,387,387,-,-,-,1,2630,2630,-,-,-
