地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／常用雇用者数／総数（人）,総数／常用雇用者数／男（人）,総数／常用雇用者数／女（人）,常用雇用者規模／０人／事業所数（事業所）,常用雇用者規模／０人／常用雇用者数／総数（人）,常用雇用者規模／０人／常用雇用者数／男（人）,常用雇用者規模／０人／常用雇用者数／女（人）,常用雇用者規模／１～４人／事業所数（事業所）,常用雇用者規模／１～４人／常用雇用者数／総数（人）,常用雇用者規模／１～４人／常用雇用者数／男（人）,常用雇用者規模／１～４人／常用雇用者数／女（人）,常用雇用者規模／５～９人／事業所数（事業所）,常用雇用者規模／５～９人／常用雇用者数／総数（人）,常用雇用者規模／５～９人／常用雇用者数／男（人）,常用雇用者規模／５～９人／常用雇用者数／女（人）,常用雇用者規模／10～19人／事業所数（事業所）,常用雇用者規模／10～19人／常用雇用者数／総数（人）,常用雇用者規模／10～19人／常用雇用者数／男（人）,常用雇用者規模／10～19人／常用雇用者数／女（人）,常用雇用者規模／20～29人／事業所数（事業所）,常用雇用者規模／20～29人／常用雇用者数／総数（人）,常用雇用者規模／20～29人／常用雇用者数／男（人）,常用雇用者規模／20～29人／常用雇用者数／女（人）,常用雇用者規模／30～49人／事業所数（事業所）,常用雇用者規模／30～49人／常用雇用者数／総数（人）,常用雇用者規模／30～49人／常用雇用者数／男（人）,常用雇用者規模／30～49人／常用雇用者数／女（人）,常用雇用者規模／50～99人／事業所数（事業所）,常用雇用者規模／50～99人／常用雇用者数／総数（人）,常用雇用者規模／50～99人／常用雇用者数／男（人）,常用雇用者規模／50～99人／常用雇用者数／女（人）,常用雇用者規模／100～199人／事業所数（事業所）,常用雇用者規模／100～199人／常用雇用者数／総数（人）,常用雇用者規模／100～199人／常用雇用者数／男（人）,常用雇用者規模／100～199人／常用雇用者数／女（人）,常用雇用者規模／200～299人／事業所数（事業所）,常用雇用者規模／200～299人／常用雇用者数／総数（人）,常用雇用者規模／200～299人／常用雇用者数／男（人）,常用雇用者規模／200～299人／常用雇用者数／女（人）,常用雇用者規模／300～499人／事業所数（事業所）,常用雇用者規模／300～499人／常用雇用者数／総数（人）,常用雇用者規模／300～499人／常用雇用者数／男（人）,常用雇用者規模／300～499人／常用雇用者数／女（人）,常用雇用者規模／500人以上／事業所数（事業所）,常用雇用者規模／500人以上／常用雇用者数／総数（人）,常用雇用者規模／500人以上／常用雇用者数／男（人）,常用雇用者規模／500人以上／常用雇用者数／女（人）
4,13115,杉並区,1,J,金融業，保険業,194,4195,1825,2359,36,-,-,-,57,121,50,68,17,108,59,41,42,570,319,251,11,263,80,183,16,610,116,494,10,690,295,395,1,132,63,69,2,423,178,245,1,419,282,137,1,859,383,476
4,13115,杉並区,1,K,不動産業，物品賃貸業,2604,4252,2489,1755,1454,-,-,-,948,1642,780,859,126,789,541,243,45,638,413,225,17,403,283,120,9,303,197,106,2,105,88,17,3,372,187,185,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,L,学術研究，専門・技術サービス業,1057,3231,1830,1370,412,-,-,-,481,934,397,521,94,599,324,270,43,553,368,175,14,309,187,122,6,215,92,123,6,387,304,83,-,-,-,-,1,234,158,76,-,-,-,-,-,-,-,-
4,13115,杉並区,1,M,宿泊業，飲食サービス業,3104,15097,6894,8045,988,-,-,-,1156,2350,1017,1326,500,3343,1607,1703,280,3707,1788,1907,106,2509,1127,1307,57,2038,824,1183,15,924,392,532,2,226,139,87,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,N,生活関連サービス業，娯楽業,1757,5993,2682,3265,604,-,-,-,816,1671,563,1099,206,1352,533,812,80,1068,571,497,28,652,428,224,11,401,209,162,11,732,307,425,1,117,71,46,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,O,教育，学習支援業,772,8316,3880,4435,281,-,-,-,206,456,187,268,104,681,243,438,88,1176,418,758,40,958,416,542,25,963,369,594,16,1047,530,517,9,1114,657,457,1,226,176,50,-,-,-,-,2,1695,884,811
4,13115,杉並区,1,P,医療，福祉,2057,23634,7105,16419,352,-,-,-,662,1602,407,1187,512,3399,794,2565,284,3791,878,2871,110,2603,665,1918,69,2641,723,1918,46,2859,853,2006,11,1530,494,1036,5,1227,373,854,3,1060,474,586,3,2922,1444,1478
4,13115,杉並区,1,Q,複合サービス事業,54,793,454,339,-,-,-,-,2,8,3,5,40,245,82,163,11,135,56,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,405,313,92,-,-,-,-
4,13115,杉並区,1,R,サービス業（他に分類されないもの）,857,11614,7039,4525,178,-,-,-,378,766,392,358,125,821,494,322,77,1011,661,321,37,893,525,368,22,870,498,372,19,1238,722,516,7,933,676,257,7,1819,1410,409,5,1916,1085,831,2,1347,576,771
4,13116,豊島区,0,A～R,全産業（Ｓ公務を除く）,18962,227627,129062,96874,3962,-,-,-,7079,15342,6887,8245,3207,21332,10331,10705,2262,30715,16497,13851,922,22045,12004,9798,769,28908,16230,12531,452,30943,18598,12156,199,26749,16706,9804,49,12199,6629,5570,29,10726,7088,3638,32,28668,18092,10576
4,13116,豊島区,1,A,農業，林業,1,16,7,9,-,-,-,-,-,-,-,-,-,-,-,-,1,16,7,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,B,漁業,1,3,3,-,-,-,-,-,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,C,鉱業，採石業，砂利採取業,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,D,建設業,899,9909,8354,1443,179,-,-,-,379,801,574,222,153,1026,794,226,85,1105,902,193,34,818,666,130,40,1473,1255,218,18,1307,1031,207,7,1043,949,94,1,220,183,37,1,462,458,4,2,1654,1542,112
4,13116,豊島区,1,E,製造業,787,8248,5552,2657,179,-,-,-,335,706,405,301,127,840,494,341,68,954,662,258,34,813,500,313,19,748,593,155,18,1280,838,442,4,575,434,141,-,-,-,-,1,490,290,200,2,1842,1336,506
4,13116,豊島区,1,F,電気・ガス・熱供給・水道業,12,244,217,27,1,-,-,-,5,8,7,1,2,13,12,1,2,27,26,1,-,-,-,-,-,-,-,-,2,196,172,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,G,情報通信業,936,19561,14146,5230,118,-,-,-,274,604,378,197,171,1117,762,322,128,1722,1248,436,82,1913,1370,518,66,2551,1988,563,56,3930,2928,942,33,4445,3308,1137,3,714,410,304,3,1246,714,532,2,1319,1040,279
4,13116,豊島区,1,H,運輸業，郵便業,200,5030,4236,794,54,-,-,-,42,82,59,23,35,250,201,49,33,466,382,84,12,288,236,52,4,153,140,13,9,597,502,95,5,727,654,73,3,813,699,114,1,312,234,78,2,1342,1129,213
4,13116,豊島区,1,I,卸売業，小売業,4498,46386,24299,21815,773,-,-,-,1711,3972,1600,2324,943,6260,2506,3714,601,8184,4127,4016,197,4681,2677,1975,139,5165,2966,2199,84,5769,3483,2286,30,4228,2423,1691,14,3491,2009,1482,2,731,561,170,4,3905,1947,1958
4,13116,豊島区,1,J,金融業，保険業,380,10380,4539,5691,45,-,-,-,85,168,92,74,47,322,177,145,79,1134,598,513,31,800,397,403,43,1623,598,1025,26,1780,665,1115,17,2193,877,1191,3,729,366,363,3,1105,648,457,1,526,121,405
4,13116,豊島区,1,K,不動産業，物品賃貸業,1838,7694,4786,2847,722,-,-,-,809,1471,749,713,174,1110,729,348,76,986,624,343,26,630,383,247,10,388,235,153,8,565,454,111,8,1132,715,417,3,716,497,219,2,696,400,296,-,-,-,-
4,13116,豊島区,1,L,学術研究，専門・技術サービス業,1619,14418,9998,4310,407,-,-,-,771,1619,753,833,226,1447,854,579,114,1444,951,482,34,805,532,221,26,929,624,305,24,1593,1105,488,9,1221,952,269,2,429,376,53,2,645,539,106,4,4286,3312,974
4,13116,豊島区,1,M,宿泊業，飲食サービス業,3034,33221,16906,16043,553,-,-,-,920,2011,899,1104,508,3436,1786,1589,507,7019,3605,3348,276,6646,3118,3461,201,7484,3785,3629,57,3678,1973,1705,8,976,580,396,2,499,221,278,-,-,-,-,2,1472,939,533
4,13116,豊島区,1,N,生活関連サービス業，娯楽業,1528,11164,4677,6346,399,-,-,-,602,1304,427,852,255,1675,627,1026,150,1998,887,1077,46,1061,515,546,37,1369,650,719,26,1638,774,804,9,1188,569,619,4,931,228,703,-,-,-,-,-,-,-,-
4,13116,豊島区,1,O,教育，学習支援業,662,13380,6797,6503,154,-,-,-,183,392,164,220,96,654,287,359,96,1321,517,779,34,817,341,476,47,1706,805,862,37,2522,1315,1207,8,965,623,342,2,553,310,243,1,314,25,289,4,4136,2410,1726
4,13116,豊島区,1,P,医療，福祉,1404,13913,3836,9884,249,-,-,-,518,1232,290,924,304,2051,468,1532,178,2390,689,1663,58,1370,339,983,54,2109,573,1498,29,2003,641,1362,9,1078,338,740,3,723,206,517,1,370,113,257,1,587,179,408
4,13116,豊島区,1,Q,複合サービス事業,36,330,145,185,-,-,-,-,2,4,1,3,23,162,71,91,10,123,59,64,-,-,-,-,1,41,14,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,R,サービス業（他に分類されないもの）,1126,33730,20564,13090,128,-,-,-,442,965,486,454,143,969,563,383,134,1826,1213,585,58,1403,930,473,82,3169,2004,1165,58,4085,2717,1368,52,6978,4284,2694,9,2381,1124,1257,12,4355,3106,1249,8,7599,4137,3462
4,13117,北区,0,A～R,全産業（Ｓ公務を除く）,12536,106528,60808,45217,3779,-,-,-,4943,10084,4285,5707,1680,11087,5491,5445,1132,15461,8048,7269,408,9795,5293,4386,261,9779,4977,4802,180,12549,7205,5344,96,12880,8515,4365,30,7177,5186,1991,13,4613,2962,1651,14,13103,8846,4257
4,13117,北区,1,A,農業，林業,3,11,11,-,1,-,-,-,1,1,1,-,-,-,-,-,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,D,建設業,947,6118,5174,916,212,-,-,-,427,902,617,273,160,1047,838,209,86,1125,941,168,28,693,605,88,16,611,556,55,12,827,763,64,4,462,436,26,2,451,418,33,-,-,-,-,-,-,-,-
4,13117,北区,1,E,製造業,970,11230,8173,3057,243,-,-,-,421,898,483,415,135,905,591,314,72,1002,663,339,38,920,665,255,21,837,647,190,22,1483,1128,355,8,972,660,312,7,1621,1245,376,1,412,331,81,2,2180,1760,420
4,13117,北区,1,F,電気・ガス・熱供給・水道業,6,404,342,62,-,-,-,-,1,2,2,-,1,6,5,1,2,21,21,-,-,-,-,-,-,-,-,-,1,55,40,15,-,-,-,-,-,-,-,-,1,320,274,46,-,-,-,-
4,13117,北区,1,G,情報通信業,147,3026,2271,739,40,-,-,-,46,95,53,32,20,120,70,44,11,160,123,37,9,220,173,47,4,169,142,27,7,443,349,94,7,991,853,138,2,469,237,232,1,359,271,88,-,-,-,-
4,13117,北区,1,H,運輸業，郵便業,391,11314,10206,1108,213,-,-,-,41,97,59,38,33,227,190,37,30,415,347,68,18,423,374,49,7,260,223,37,22,1557,1375,182,14,2037,1876,161,8,2071,1791,280,2,639,618,21,3,3588,3353,235
4,13117,北区,1,I,卸売業，小売業,2947,22443,12059,10342,796,-,-,-,1197,2484,1075,1399,409,2729,1287,1424,340,4659,2512,2133,96,2263,1277,986,57,2125,1084,1041,27,2071,1000,1071,17,2266,1314,952,4,921,469,452,2,665,418,247,2,2260,1623,637
4,13117,北区,1,J,金融業，保険業,160,3046,1156,1889,27,-,-,-,45,108,50,57,15,92,52,40,27,419,230,189,14,328,144,184,16,565,180,385,12,797,293,504,3,417,167,250,-,-,-,-,1,320,40,280,-,-,-,-
4,13117,北区,1,K,不動産業，物品賃貸業,1370,3220,1983,1209,773,-,-,-,492,792,296,496,71,463,307,156,19,245,145,100,7,172,90,54,4,167,117,50,2,117,63,54,-,-,-,-,1,242,217,25,-,-,-,-,1,1022,748,274
4,13117,北区,1,L,学術研究，専門・技術サービス業,533,3859,2656,1164,156,-,-,-,241,481,196,272,72,447,264,167,30,408,270,128,7,174,107,67,13,478,357,121,4,273,161,112,9,1320,1031,289,1,278,270,8,-,-,-,-,-,-,-,-
4,13117,北区,1,M,宿泊業，飲食サービス業,1910,11580,4716,6694,547,-,-,-,765,1525,529,992,253,1718,678,1003,205,2792,1194,1557,82,1974,794,1092,41,1528,656,872,15,989,429,560,-,-,-,-,-,-,-,-,1,371,231,140,1,683,205,478
4,13117,北区,1,N,生活関連サービス業，娯楽業,1063,3613,1663,1926,400,-,-,-,470,895,298,591,122,779,336,436,48,650,355,284,10,249,147,102,7,252,106,146,3,194,60,134,2,285,193,92,-,-,-,-,1,309,168,141,-,-,-,-
4,13117,北区,1,O,教育，学習支援業,351,4029,1813,2182,100,-,-,-,95,224,74,138,46,291,105,179,49,668,250,403,27,656,217,439,15,546,284,262,13,940,483,457,6,704,400,304,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,P,医療，福祉,1113,15599,4352,11174,144,-,-,-,414,1008,271,719,244,1599,392,1162,162,2240,583,1647,43,1028,287,741,51,1904,356,1548,32,2158,618,1540,15,1930,571,1359,3,674,210,464,2,832,319,513,3,2226,745,1481
4,13117,北区,1,Q,複合サービス事業,41,681,405,276,-,-,-,-,2,6,2,4,32,222,86,136,6,67,25,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,386,292,94,-,-,-,-
4,13117,北区,1,R,サービス業（他に分類されないもの）,584,6355,3828,2479,127,-,-,-,285,566,279,281,67,442,290,137,44,580,379,174,29,695,413,282,9,337,269,68,8,645,443,202,11,1496,1014,482,2,450,329,121,-,-,-,-,2,1144,412,732
4,13118,荒川区,0,A～R,全産業（Ｓ公務を除く）,9060,62222,35740,26111,2766,-,-,-,3690,7495,3451,3994,1213,7927,4221,3595,748,10129,5699,4295,261,6215,3613,2577,189,7060,3948,3112,131,8815,5520,3245,37,4900,2815,2085,12,2920,1951,969,10,3778,2725,1053,3,2983,1797,1186
4,13118,荒川区,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,C,鉱業，採石業，砂利採取業,1,1,-,1,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,D,建設業,624,4060,3373,611,154,-,-,-,271,550,369,177,106,667,545,115,50,687,579,93,15,358,305,53,11,388,352,36,15,1005,849,106,1,121,109,12,1,284,265,19,-,-,-,-,-,-,-,-
4,13118,荒川区,1,E,製造業,1711,7860,5233,2605,511,-,-,-,809,1669,932,731,207,1352,934,412,111,1452,1036,406,33,781,534,247,24,920,605,315,11,738,534,204,3,419,321,98,1,212,97,115,1,317,240,77,-,-,-,-
4,13118,荒川区,1,F,電気・ガス・熱供給・水道業,5,937,828,109,-,-,-,-,-,-,-,-,-,-,-,-,2,29,28,1,-,-,-,-,-,-,-,-,2,122,113,9,-,-,-,-,-,-,-,-,-,-,-,-,1,786,687,99
4,13118,荒川区,1,G,情報通信業,85,1265,874,386,20,-,-,-,29,56,35,21,13,81,62,14,8,94,73,21,4,106,90,16,3,96,68,28,4,255,203,52,4,577,343,234,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,H,運輸業，郵便業,207,4834,4318,508,67,-,-,-,33,76,56,20,32,225,175,42,17,246,199,47,20,478,425,53,14,507,439,68,13,887,756,131,5,633,620,13,3,682,639,43,3,1100,1009,91,-,-,-,-
4,13118,荒川区,1,I,卸売業，小売業,2241,13905,7395,6440,691,-,-,-,887,1780,790,989,306,1983,1023,938,212,2860,1550,1288,67,1570,920,625,37,1393,791,602,27,1869,1061,808,10,1208,502,706,3,745,345,400,1,497,413,84,-,-,-,-
4,13118,荒川区,1,J,金融業，保険業,83,1366,660,693,10,-,-,-,27,66,28,35,5,33,18,15,18,275,162,103,8,186,87,99,11,419,183,236,3,213,99,114,1,174,83,91,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,K,不動産業，物品賃貸業,692,1657,935,709,381,-,-,-,243,403,165,232,41,266,164,95,16,214,161,53,4,96,71,25,4,171,128,43,2,126,80,46,-,-,-,-,-,-,-,-,1,381,166,215,-,-,-,-
4,13118,荒川区,1,L,学術研究，専門・技術サービス業,291,2201,1531,668,70,-,-,-,143,313,160,151,42,279,166,113,15,211,151,60,10,253,189,64,4,152,127,25,4,318,271,47,1,114,4,110,1,214,188,26,1,347,275,72,-,-,-,-
4,13118,荒川区,1,M,宿泊業，飲食サービス業,1154,5450,2428,2982,365,-,-,-,479,948,348,593,148,984,449,528,99,1345,659,660,33,793,348,445,20,693,341,352,9,586,251,335,1,101,32,69,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,N,生活関連サービス業，娯楽業,640,2426,1182,1224,254,-,-,-,280,532,145,383,53,345,143,186,28,399,229,170,14,325,182,143,6,246,124,122,4,230,84,146,-,-,-,-,-,-,-,-,1,349,275,74,-,-,-,-
4,13118,荒川区,1,O,教育，学習支援業,193,2208,1091,1104,64,-,-,-,58,110,44,61,22,136,39,89,18,259,110,149,13,314,136,178,10,378,185,193,5,333,202,131,2,288,180,108,-,-,-,-,1,390,195,195,-,-,-,-
4,13118,荒川区,1,P,医療，福祉,732,9328,2723,6567,96,-,-,-,251,609,175,427,180,1195,285,891,117,1564,424,1128,30,721,207,514,31,1208,259,949,19,1324,427,897,4,491,119,372,2,489,289,200,1,397,152,245,1,1330,386,944
4,13118,荒川区,1,Q,複合サービス事業,21,139,52,87,-,-,-,-,3,4,1,3,16,108,42,66,2,27,9,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,R,サービス業（他に分類されないもの）,380,4585,3117,1417,83,-,-,-,176,378,203,170,42,273,176,91,35,467,329,98,10,234,119,115,14,489,346,143,13,809,590,219,5,774,502,272,1,294,128,166,-,-,-,-,1,867,724,143
4,13119,板橋区,0,A～R,全産業（Ｓ公務を除く）,17825,168351,89377,78195,5045,-,-,-,6696,13822,6198,7526,2680,17728,8621,8962,1764,23931,12935,10793,687,16236,8742,7423,454,17106,9487,7543,288,19848,11583,8079,127,17133,10466,6667,41,9944,6021,3923,26,9788,6167,3621,17,22815,9157,13658
4,13119,板橋区,1,A,農業，林業,4,11,8,3,1,-,-,-,1,1,-,1,2,10,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,D,建設業,1507,7391,6085,1251,364,-,-,-,688,1466,1035,424,262,1709,1379,316,130,1742,1466,242,29,670,584,86,24,945,842,103,7,467,421,46,3,392,358,34,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,E,製造業,1901,20814,15209,5570,395,-,-,-,800,1700,985,712,286,1858,1259,599,200,2699,1851,816,80,1934,1425,509,63,2403,1612,791,47,3149,2447,702,17,2153,1674,479,6,1509,1061,448,5,1926,1609,317,2,1483,1286,197
4,13119,板橋区,1,F,電気・ガス・熱供給・水道業,10,207,184,23,2,-,-,-,-,-,-,-,1,6,4,2,5,66,66,-,-,-,-,-,1,37,28,9,1,98,86,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,G,情報通信業,183,2376,1560,766,62,-,-,-,51,98,48,47,30,203,134,62,16,212,133,79,12,309,201,108,4,147,65,42,4,312,188,124,2,302,184,118,-,-,-,-,2,793,607,186,-,-,-,-
4,13119,板橋区,1,H,運輸業，郵便業,683,14433,12747,1668,321,-,-,-,79,189,132,56,67,441,367,74,70,976,808,151,34,813,709,104,38,1480,1285,195,29,1987,1646,341,31,4309,3964,345,11,2744,2437,307,2,691,618,73,1,803,781,22
4,13119,板橋区,1,I,卸売業，小売業,4049,34373,18340,15963,1021,-,-,-,1540,3142,1385,1737,599,4028,1908,2094,501,6883,3763,3096,192,4487,2547,1940,91,3355,2082,1273,63,4434,2301,2133,27,3753,1893,1860,10,2408,1326,1082,5,1883,1135,748,-,-,-,-
4,13119,板橋区,1,J,金融業，保険業,217,3279,1077,2197,40,-,-,-,63,133,53,80,21,131,57,69,36,525,262,263,28,672,218,454,20,742,260,482,8,498,187,311,-,-,-,-,-,-,-,-,-,-,-,-,1,578,40,538
4,13119,板橋区,1,K,不動産業，物品賃貸業,1456,2616,1399,1187,734,-,-,-,576,999,452,543,92,581,347,234,39,509,317,166,6,134,83,51,7,275,141,134,2,118,59,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,L,学術研究，専門・技術サービス業,660,2442,1409,973,235,-,-,-,290,595,249,331,73,475,279,187,35,480,268,212,14,343,257,86,10,388,270,82,3,161,86,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,M,宿泊業，飲食サービス業,2427,13219,5458,7597,724,-,-,-,914,1840,599,1233,391,2677,1070,1585,220,2899,1348,1541,105,2470,986,1413,51,1909,779,1130,22,1424,676,695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,N,生活関連サービス業，娯楽業,1565,6699,3044,3612,564,-,-,-,685,1369,420,939,156,983,346,618,93,1253,647,592,36,823,494,329,12,459,263,196,13,887,450,437,5,590,285,305,-,-,-,-,1,335,139,196,-,-,-,-
4,13119,板橋区,1,O,教育，学習支援業,560,8386,4259,4124,185,-,-,-,165,353,137,213,77,511,181,330,56,764,246,518,29,712,251,461,20,733,350,383,19,1372,803,569,3,434,271,163,2,517,222,295,1,422,101,321,3,2568,1697,871
4,13119,板橋区,1,P,医療，福祉,1758,42226,12238,29834,220,-,-,-,522,1252,297,940,448,2963,623,2297,284,3848,1005,2797,93,2185,497,1688,86,3207,735,2472,47,3302,1185,2067,35,4681,1528,3153,8,1916,602,1314,6,2219,708,1511,9,16653,5058,11595
4,13119,板橋区,1,Q,複合サービス事業,51,1059,618,441,-,-,-,-,4,9,3,6,40,283,83,200,5,59,20,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,708,512,196,-,-,-,-
4,13119,板橋区,1,R,サービス業（他に分類されないもの）,794,8820,5742,2986,177,-,-,-,318,676,403,264,135,869,576,293,74,1016,735,281,29,684,490,194,27,1026,775,251,23,1639,1048,508,4,519,309,210,4,850,373,477,2,811,738,73,1,730,295,435
4,13120,練馬区,0,A～R,全産業（Ｓ公務を除く）,20278,143412,71182,71604,6047,-,-,-,7789,16007,6854,9039,2823,18651,8569,9990,2017,27361,13949,13313,693,16467,7713,8714,501,18646,9019,9554,273,17874,9344,8530,94,12641,6956,5685,18,4329,2816,1305,16,6249,3324,2925,7,5187,2638,2549
4,13120,練馬区,1,A,農業，林業,22,91,71,20,3,-,-,-,12,31,25,6,5,35,24,11,2,25,22,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,D,建設業,2276,11155,9177,1932,566,-,-,-,1085,2256,1546,701,344,2257,1833,407,173,2296,1988,308,52,1254,1048,186,34,1285,1141,144,15,971,840,131,7,836,781,55,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,E,製造業,805,4839,2886,1948,239,-,-,-,334,661,338,323,102,665,389,271,69,944,566,378,25,591,332,259,23,826,486,340,9,572,326,246,4,580,449,131,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,F,電気・ガス・熱供給・水道業,9,261,230,31,-,-,-,-,3,11,8,3,2,16,13,3,1,11,11,-,1,27,26,1,-,-,-,-,2,196,172,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,G,情報通信業,357,3103,1962,1120,129,-,-,-,144,301,163,125,23,167,90,69,30,434,302,132,11,278,193,85,10,378,277,101,5,379,256,123,3,399,318,81,-,-,-,-,2,767,363,404,-,-,-,-
4,13120,練馬区,1,H,運輸業，郵便業,713,10390,8930,1459,464,-,-,-,47,100,51,48,44,291,244,47,55,836,686,150,26,602,540,62,28,1100,1007,93,23,1650,1374,276,13,1793,1518,275,8,1967,1847,120,4,1551,1181,370,1,500,482,18
4,13120,練馬区,1,I,卸売業，小売業,4438,33829,16162,17609,1093,-,-,-,1646,3385,1420,1947,697,4625,2060,2560,639,8774,4651,4123,187,4383,2235,2148,83,2999,1570,1394,60,3939,2086,1853,28,3831,1582,2249,2,495,182,313,2,666,218,448,1,732,158,574
4,13120,練馬区,1,J,金融業，保険業,229,3461,1179,2276,38,-,-,-,58,123,43,74,15,97,53,44,55,780,407,373,32,804,255,549,25,906,254,652,4,236,70,166,1,105,1,104,-,-,-,-,1,410,96,314,-,-,-,-
4,13120,練馬区,1,K,不動産業，物品賃貸業,1904,3933,2391,1499,938,-,-,-,783,1369,619,745,103,637,418,219,57,727,520,207,12,269,158,111,7,252,140,74,2,113,57,56,1,108,82,26,-,-,-,-,1,458,397,61,-,-,-,-
4,13120,練馬区,1,L,学術研究，専門・技術サービス業,884,2688,1592,1087,364,-,-,-,395,722,270,443,73,463,226,237,33,433,256,177,6,142,76,66,6,215,177,38,4,277,214,63,3,436,373,63,-,-,-,-,-,-,-,-,-,-,-,-
