地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,A農業，林業／事業所数（事業所）,A農業，林業／従業者数（人）,B漁業／事業所数（事業所）,B漁業／従業者数（人）,C鉱業，採石業，砂利採取業／事業所数（事業所）,C鉱業，採石業 砂利採取業／従業者数（人）,D建設業／事業所数（事業所）,D建設業／従業者数（人）,E製造業／事業所数（事業所）,E製造業／従業者数（人）,Ｆ電気・ガス・熱供給・水道業／事業所数（事業所）,Ｆ電気・ガス・熱供給・水道業／従業者数（人）,Ｇ情報通信業／事業所数（事業所）,Ｇ情報通信業／従業者数（人）,Ｈ運輸業，郵便業／事業所数（事業所）,Ｈ運輸業，郵便業／従業者数（人）,Ｉ卸売業，小売業／事業所数（事業所）,Ｉ卸売業，小売業／従業者数（人）,Ｊ金融業，保険業／事業所数（事業所）,Ｊ金融業，保険業／従業者数（人）,Ｋ不動産業，物品賃貸業／事業所数（事業所）,Ｋ不動産業，物品賃貸業／従業者数（人）,Ｌ学術研究，専門・技術サービス業／事業所数（事業所）,Ｌ学術研究，専門・技術サービス業／従業者数（人）,Ｍ宿泊業，飲食サービス業／事業所数（事業所）,Ｍ宿泊業，飲食サービス業／従業者数（人）,Ｎ生活関連サービス業，娯楽業／事業所数（事業所）,Ｎ生活関連サービス業，娯楽業／従業者数（人）,Ｏ教育，学習支援業／事業所数（事業所）,Ｏ教育，学習支援業／従業者数（人）,Ｐ医療，福祉／事業所数（事業所）,Ｐ医療，福祉／従業者数（人）,Ｑ複合サービス事業／事業所数（事業所）,Ｑ複合サービス事業／従業者数（人）,Ｒサービス業（他に分類されないもの）／事業所数（事業所）,Ｒサービス業（他に分類されないもの）／従業者数（人）
4,1310804103,江東区,南砂,南砂３丁目,南砂３丁目,96,1276,-,-,-,-,-,-,6,31,2,3,-,-,1,1,2,11,29,557,-,-,6,42,5,17,11,134,15,84,1,1,17,313,-,-,1,82
4,1310804104,江東区,南砂,南砂４丁目,南砂４丁目,85,683,-,-,-,-,-,-,8,127,9,31,-,-,-,-,-,-,21,139,-,-,3,4,1,4,12,189,9,19,3,9,12,132,1,6,6,23
4,1310804105,江東区,南砂,南砂５丁目,南砂５丁目,105,1005,1,3,-,-,-,-,8,56,22,61,-,-,2,138,2,4,21,153,1,31,8,62,4,12,15,349,7,36,4,11,5,35,1,4,4,50
4,1310804106,江東区,南砂,南砂６丁目,南砂６丁目,121,1910,-,-,-,-,-,-,2,8,5,11,-,-,-,-,4,44,31,574,4,11,6,56,3,22,24,499,18,235,7,48,12,121,1,5,4,276
4,1310804107,江東区,南砂,南砂７丁目,南砂７丁目,74,986,-,-,-,-,-,-,8,23,8,115,-,-,1,4,3,166,14,67,1,13,10,87,1,2,6,39,7,83,-,-,9,73,-,-,6,314
3,1310804200,江東区,新砂,,新砂,431,26266,-,-,-,-,-,-,24,4332,18,2301,5,73,10,1523,83,9207,134,3580,6,124,8,118,12,223,44,729,13,164,6,36,17,1244,3,36,48,2576
4,1310804201,江東区,新砂,新砂１丁目,新砂１丁目,167,13002,-,-,-,-,-,-,19,4099,7,1663,1,15,7,1293,37,2573,43,1983,4,121,4,82,8,133,9,197,2,66,2,22,1,2,-,-,23,753
4,1310804202,江東区,新砂,新砂２丁目,新砂２丁目,60,7267,-,-,-,-,-,-,-,-,3,401,-,-,2,228,32,4949,7,182,-,-,-,-,1,67,3,35,-,-,-,-,3,8,2,15,7,1382
4,1310804203,江東区,新砂,新砂３丁目,新砂３丁目,204,5997,-,-,-,-,-,-,5,233,8,237,4,58,1,2,14,1685,84,1415,2,3,4,36,3,23,32,497,11,98,4,14,13,1234,1,21,18,441
3,1310804300,江東区,新木場,,新木場,642,20684,-,-,-,-,-,-,43,1807,83,1310,-,-,15,5308,113,5856,228,3248,5,40,43,687,9,324,37,589,2,8,5,74,2,5,2,13,55,1415
4,1310804301,江東区,新木場,新木場１丁目,新木場１丁目,284,12243,-,-,-,-,-,-,18,461,20,334,-,-,9,5157,50,3132,101,1701,2,22,19,249,4,199,31,430,2,8,2,23,1,3,2,13,23,511
4,1310804302,江東区,新木場,新木場２丁目,新木場２丁目,149,4708,-,-,-,-,-,-,11,1233,33,393,-,-,4,144,22,1106,48,895,-,-,12,228,3,111,1,108,-,-,1,3,1,2,-,-,13,485
4,1310804303,江東区,新木場,新木場３丁目,新木場３丁目,144,1627,-,-,-,-,-,-,12,97,13,124,-,-,-,-,26,622,72,488,2,4,9,66,2,14,1,4,-,-,-,-,-,-,-,-,7,208
4,1310804304,江東区,新木場,新木場４丁目,新木場４丁目,65,2106,-,-,-,-,-,-,2,16,17,459,-,-,2,7,15,996,7,164,1,14,3,144,-,-,4,47,-,-,2,48,-,-,-,-,12,211
3,1310804400,江東区,夢の島,,夢の島,12,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,7,-,-,1,24,8,104,1,4,-,-,-,-,-,-
4,1310804401,江東区,夢の島,夢の島１丁目,夢の島１丁目,3,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,15,-,-,-,-,-,-,-,-
4,1310804402,江東区,夢の島,夢の島２丁目,夢の島２丁目,7,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,7,-,-,1,24,3,61,1,4,-,-,-,-,-,-
4,1310804403,江東区,夢の島,夢の島３丁目,夢の島３丁目,2,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,28,-,-,-,-,-,-,-,-
3,1310804500,江東区,若洲,,若洲,53,1062,-,-,-,-,-,-,1,9,8,253,-,-,-,-,26,572,9,59,-,-,1,6,-,-,3,50,3,101,1,5,-,-,-,-,1,7
4,1310804501,江東区,若洲,若洲１丁目,若洲１丁目,15,220,-,-,-,-,-,-,-,-,4,69,-,-,-,-,8,135,2,10,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1310804502,江東区,若洲,若洲２丁目,若洲２丁目,32,688,-,-,-,-,-,-,1,9,4,184,-,-,-,-,18,437,7,49,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,7
4,1310804503,江東区,若洲,若洲３丁目,若洲３丁目,6,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,48,3,101,1,5,-,-,-,-,-,-
2,1310900000,品川区,,,品川区,20123,371830,5,22,1,21,-,-,1129,18300,1544,21603,21,637,831,66559,560,19069,4692,92683,338,10303,2266,10680,1102,19045,3073,27487,1390,17622,455,7802,1437,20707,46,902,1233,38388
3,1310900100,品川区,北品川,,北品川,853,21703,-,-,-,-,-,-,50,1887,29,794,1,-,56,2928,19,599,227,7132,21,2531,68,569,51,317,131,1306,38,407,19,285,59,1236,2,12,82,1700
4,1310900101,品川区,北品川,北品川１丁目,北品川１丁目,257,3331,-,-,-,-,-,-,17,491,8,128,-,-,26,542,6,163,63,847,3,38,15,60,17,140,48,221,14,96,1,1,16,402,1,6,22,196
4,1310900102,品川区,北品川,北品川２丁目,北品川２丁目,180,1124,-,-,-,-,-,-,12,113,6,26,-,-,1,17,3,137,51,324,3,7,10,27,2,3,47,212,11,43,-,-,18,116,-,-,16,99
4,1310900103,品川区,北品川,北品川３丁目,北品川３丁目,109,2757,-,-,-,-,-,-,12,358,1,43,-,-,7,302,2,3,29,492,3,20,14,36,7,25,6,37,2,38,3,126,10,432,-,-,13,845
4,1310900104,品川区,北品川,北品川４丁目,北品川４丁目,71,2922,-,-,-,-,-,-,1,60,4,108,-,-,6,670,3,259,24,1158,2,3,6,15,5,16,7,350,3,121,2,35,1,4,1,6,6,117
4,1310900105,品川区,北品川,北品川５丁目,北品川５丁目,198,9778,-,-,-,-,-,-,8,865,10,489,1,-,11,687,3,27,53,3691,6,2175,19,425,17,130,19,460,7,104,11,104,12,276,-,-,21,345
4,1310900106,品川区,北品川,北品川６丁目,北品川６丁目,38,1791,-,-,-,-,-,-,-,-,-,-,-,-,5,710,2,10,7,620,4,288,4,6,3,3,4,26,1,5,2,19,2,6,-,-,4,98
3,1310900200,品川区,東品川,,東品川,904,57563,-,-,-,-,-,-,65,1115,60,2015,4,136,68,17046,68,3773,247,13965,13,475,44,381,46,2951,110,2247,45,8629,9,413,50,1441,2,15,73,2961
4,1310900201,品川区,東品川,東品川１丁目,東品川１丁目,166,9945,-,-,-,-,-,-,14,227,22,460,-,-,9,492,16,964,52,2908,1,3,7,14,6,352,11,95,11,4042,-,-,3,211,1,8,13,169
4,1310900202,品川区,東品川,東品川２丁目,東品川２丁目,311,21757,-,-,-,-,-,-,4,63,13,911,2,6,31,3775,15,1176,87,5269,4,228,16,269,24,2264,49,1313,20,3800,4,247,13,325,1,7,28,2104
4,1310900203,品川区,東品川,東品川３丁目,東品川３丁目,207,5069,-,-,-,-,-,-,37,419,14,340,-,-,5,134,20,915,49,1875,1,1,16,88,10,240,19,143,3,169,3,18,23,526,-,-,7,201
4,1310900204,品川区,東品川,東品川４丁目,東品川４丁目,199,19862,-,-,-,-,-,-,9,402,10,266,1,2,23,12645,6,225,57,3862,7,243,5,10,6,95,30,691,11,618,1,20,11,379,-,-,22,404
4,1310900205,品川区,東品川,東品川５丁目,東品川５丁目,21,930,-,-,-,-,-,-,1,4,1,38,1,128,-,-,11,493,2,51,-,-,-,-,-,-,1,5,-,-,1,128,-,-,-,-,3,83
3,1310900300,品川区,南品川,,南品川,866,9869,1,5,-,-,-,-,60,896,71,976,-,-,16,453,25,735,218,2897,11,170,77,283,35,209,140,859,61,240,22,372,59,715,3,28,67,1031
4,1310900301,品川区,南品川,南品川１丁目,南品川１丁目,95,752,-,-,-,-,-,-,8,222,9,34,-,-,-,-,1,26,34,264,2,26,3,6,2,7,6,19,7,13,5,31,5,50,1,7,12,47
4,1310900302,品川区,南品川,南品川２丁目,南品川２丁目,225,3286,-,-,-,-,-,-,9,151,14,170,-,-,9,377,12,230,65,842,4,112,11,78,7,61,41,305,13,50,5,58,20,238,1,13,14,601
4,1310900303,品川区,南品川,南品川３丁目,南品川３丁目,151,1566,-,-,-,-,-,-,8,132,7,68,-,-,1,6,1,12,31,507,1,1,9,52,4,8,43,353,14,86,4,43,12,138,-,-,16,160
4,1310900304,品川区,南品川,南品川４丁目,南品川４丁目,157,1559,1,5,-,-,-,-,17,172,14,311,-,-,1,2,4,31,38,534,1,1,25,69,12,54,17,56,8,42,2,8,5,179,1,8,11,87
4,1310900305,品川区,南品川,南品川５丁目,南品川５丁目,132,1587,-,-,-,-,-,-,11,81,10,57,-,-,4,59,6,431,27,515,2,23,16,35,6,22,15,58,11,33,2,100,13,79,-,-,9,94
4,1310900306,品川区,南品川,南品川６丁目,南品川６丁目,106,1119,-,-,-,-,-,-,7,138,17,336,-,-,1,9,1,5,23,235,1,7,13,43,4,57,18,68,8,16,4,132,4,31,-,-,5,42
3,1310900400,品川区,西品川,,西品川,350,1819,1,2,-,-,-,-,34,306,55,308,1,11,5,13,4,16,53,192,4,29,50,81,15,81,39,96,28,155,7,31,29,178,-,-,25,320
4,1310900401,品川区,西品川,西品川１丁目,西品川１丁目,122,721,-,-,-,-,-,-,8,73,33,215,1,11,2,7,2,2,15,52,1,2,12,15,6,52,9,24,10,100,3,25,8,65,-,-,12,78
4,1310900402,品川区,西品川,西品川２丁目,西品川２丁目,130,457,-,-,-,-,-,-,17,97,14,54,-,-,-,-,2,14,21,81,-,-,27,53,6,10,14,34,12,39,2,2,13,71,-,-,2,2
4,1310900403,品川区,西品川,西品川３丁目,西品川３丁目,98,641,1,2,-,-,-,-,9,136,8,39,-,-,3,6,-,-,17,59,3,27,11,13,3,19,16,38,6,16,2,4,8,42,-,-,11,240
3,1310900500,品川区,広町,,広町,68,3134,-,-,-,-,-,-,10,93,23,563,-,-,2,13,1,681,6,44,1,5,-,-,4,1256,3,16,1,25,1,2,5,171,-,-,11,265
4,1310900501,品川区,広町,広町１丁目,広町１丁目,50,1951,-,-,-,-,-,-,10,93,22,448,-,-,2,13,-,-,4,29,-,-,-,-,4,1256,2,5,-,-,-,-,2,19,-,-,4,88
4,1310900502,品川区,広町,広町２丁目,広町２丁目,18,1183,-,-,-,-,-,-,-,-,1,115,-,-,-,-,1,681,2,15,1,5,-,-,-,-,1,11,1,25,1,2,3,152,-,-,7,177
3,1310900600,品川区,上大崎,,上大崎,1005,17492,-,-,-,-,-,-,22,389,27,682,-,-,50,2042,6,208,206,2592,21,811,104,647,115,1734,164,2434,82,1703,46,523,80,556,1,10,81,3161
4,1310900601,品川区,上大崎,上大崎１丁目,上大崎１丁目,63,361,-,-,-,-,-,-,5,92,3,14,-,-,4,11,-,-,11,76,-,-,7,17,8,21,4,31,4,22,2,4,5,38,-,-,10,35
4,1310900602,品川区,上大崎,上大崎２丁目,上大崎２丁目,585,11108,-,-,-,-,-,-,8,129,5,486,-,-,23,1443,2,78,119,1533,9,324,61,393,54,558,136,2062,52,1538,31,343,48,294,-,-,37,1927
4,1310900603,品川区,上大崎,上大崎３丁目,上大崎３丁目,252,4111,-,-,-,-,-,-,6,142,18,171,-,-,15,317,3,48,55,744,5,169,19,161,38,994,19,302,21,132,7,41,22,173,1,10,23,707
4,1310900604,品川区,上大崎,上大崎４丁目,上大崎４丁目,105,1912,-,-,-,-,-,-,3,26,1,11,-,-,8,271,1,82,21,239,7,318,17,76,15,161,5,39,5,11,6,135,5,51,-,-,11,492
3,1310900700,品川区,東五反田,,東五反田,1320,27638,-,-,-,-,-,-,54,3295,51,2083,4,52,129,5446,21,931,316,5410,30,509,144,1019,111,1448,179,1932,81,789,38,830,68,1872,1,13,93,2009
4,1310900701,品川区,東五反田,東五反田１丁目,東五反田１丁目,480,8130,-,-,-,-,-,-,25,691,14,136,-,-,71,2267,6,381,103,1592,11,295,40,222,43,554,78,859,29,265,7,68,18,180,1,13,34,607
4,1310900702,品川区,東五反田,東五反田２丁目,東五反田２丁目,337,10936,-,-,-,-,-,-,9,1665,22,1840,2,45,23,2272,5,100,99,2333,7,123,29,138,18,193,48,665,27,359,7,32,23,161,-,-,18,1010
4,1310900703,品川区,東五反田,東五反田３丁目,東五反田３丁目,114,1890,-,-,-,-,-,-,7,126,6,21,-,-,6,214,1,24,26,451,-,-,17,99,9,270,18,114,3,6,8,456,3,15,-,-,10,94
4,1310900704,品川区,東五反田,東五反田４丁目,東五反田４丁目,77,793,-,-,-,-,-,-,3,15,3,45,-,-,5,76,-,-,19,152,2,15,11,203,6,26,10,48,4,31,5,139,6,35,-,-,3,8
4,1310900705,品川区,東五反田,東五反田５丁目,東五反田５丁目,312,5889,-,-,-,-,-,-,10,798,6,41,2,7,24,617,9,426,69,882,10,76,47,357,35,405,25,246,18,128,11,135,18,1481,-,-,28,290
3,1310900800,品川区,西五反田,,西五反田,2695,52446,1,11,-,-,-,-,117,2783,163,2723,1,98,239,11335,25,265,731,12121,60,1354,226,1974,238,2959,417,4030,108,909,46,590,127,1810,4,331,192,9153
4,1310900801,品川区,西五反田,西五反田１丁目,西五反田１丁目,520,8058,-,-,-,-,-,-,19,559,13,158,-,-,54,1396,2,8,96,1405,19,438,39,368,41,564,154,1876,20,206,8,35,23,178,-,-,32,867
4,1310900802,品川区,西五反田,西五反田２丁目,西五反田２丁目,655,14774,-,-,-,-,-,-,15,320,21,140,-,-,63,4538,4,24,150,3449,27,538,59,555,79,854,107,1036,23,113,20,264,32,234,1,304,54,2405
4,1310900803,品川区,西五反田,西五反田３丁目,西五反田３丁目,144,4828,1,11,-,-,-,-,11,141,9,865,-,-,20,1574,2,27,47,1256,2,21,17,109,8,87,4,31,3,7,-,-,9,412,-,-,11,287
4,1310900804,品川区,西五反田,西五反田４丁目,西五反田４丁目,174,2949,-,-,-,-,-,-,10,342,18,114,-,-,3,1117,3,32,49,716,2,17,17,120,8,74,24,120,16,58,2,47,14,97,1,10,7,85
4,1310900805,品川区,西五反田,西五反田５丁目,西五反田５丁目,298,3002,-,-,-,-,-,-,15,97,40,445,1,98,9,238,3,17,61,576,2,4,39,386,17,130,51,429,22,114,4,152,25,235,-,-,9,81
4,1310900806,品川区,西五反田,西五反田６丁目,西五反田６丁目,96,674,-,-,-,-,-,-,8,50,15,112,-,-,6,82,3,25,17,130,-,-,14,25,4,26,8,93,7,25,2,30,3,14,1,6,8,56
4,1310900807,品川区,西五反田,西五反田７丁目,西五反田７丁目,560,12803,-,-,-,-,-,-,29,1171,35,460,-,-,44,1352,4,28,253,3965,8,336,25,355,50,855,51,301,7,261,3,23,7,49,1,11,43,3636
4,1310900808,品川区,西五反田,西五反田８丁目,西五反田８丁目,248,5358,-,-,-,-,-,-,10,103,12,429,-,-,40,1038,4,104,58,624,-,-,16,56,31,369,18,144,10,125,7,39,14,591,-,-,28,1736
3,1310900900,品川区,大崎,,大崎,1092,60588,-,-,-,-,-,-,44,1116,58,4093,5,135,75,14685,22,787,278,22233,68,2212,94,977,75,5529,145,2405,42,385,17,1348,75,857,4,31,90,3795
4,1310900901,品川区,大崎,大崎１丁目,大崎１丁目,497,41004,-,-,-,-,-,-,13,568,24,3362,4,124,40,12288,11,724,135,12733,53,1558,21,535,34,3658,72,1421,11,207,4,396,31,287,2,18,42,3125
4,1310900902,品川区,大崎,大崎２丁目,大崎２丁目,215,12883,-,-,-,-,-,-,7,169,11,328,-,-,13,1580,3,28,66,7389,8,550,19,84,9,1467,32,639,6,54,2,11,17,216,1,7,21,361
4,1310900903,品川区,大崎,大崎３丁目,大崎３丁目,191,2285,-,-,-,-,-,-,15,265,8,83,-,-,9,346,5,24,25,275,4,98,26,232,19,330,29,238,18,76,3,12,10,124,1,6,19,176
4,1310900904,品川区,大崎,大崎４丁目,大崎４丁目,83,1897,-,-,-,-,-,-,4,23,9,115,-,-,5,75,-,-,12,391,3,6,16,44,6,42,8,86,5,11,5,916,7,81,-,-,3,107
4,1310900905,品川区,大崎,大崎５丁目,大崎５丁目,106,2519,-,-,-,-,-,-,5,91,6,205,1,11,8,396,3,11,40,1445,-,-,12,82,7,32,4,21,2,37,3,13,10,149,-,-,5,26
3,1310901000,品川区,東大井,,東大井,1088,11166,1,3,-,-,-,-,52,673,82,1002,-,-,20,459,26,810,216,2210,8,58,124,560,49,323,262,1819,76,439,28,493,76,1032,4,29,64,1256
4,1310901001,品川区,東大井,東大井１丁目,東大井１丁目,158,2280,-,-,-,-,-,-,12,84,10,416,-,-,1,5,8,168,34,511,-,-,10,48,11,92,29,265,10,41,5,253,5,62,2,19,21,316
4,1310901002,品川区,東大井,東大井２丁目,東大井２丁目,192,2217,-,-,-,-,-,-,16,270,42,398,-,-,1,55,7,49,41,477,1,16,24,62,7,15,22,115,8,63,1,9,11,85,2,10,9,593
4,1310901003,品川区,東大井,東大井３丁目,東大井３丁目,114,726,1,3,-,-,-,-,6,46,10,70,-,-,2,28,6,154,22,104,-,-,19,34,4,6,16,97,5,6,5,39,8,91,-,-,10,48
4,1310901004,品川区,東大井,東大井４丁目,東大井４丁目,52,329,-,-,-,-,-,-,3,22,4,21,-,-,4,36,2,41,13,51,-,-,8,59,3,11,7,24,1,39,3,15,-,-,-,-,4,10
4,1310901005,品川区,東大井,東大井５丁目,東大井５丁目,465,4601,-,-,-,-,-,-,12,243,8,59,-,-,11,332,3,398,81,948,5,36,43,313,18,94,165,1172,45,275,11,174,45,292,-,-,18,265
4,1310901006,品川区,東大井,東大井６丁目,東大井６丁目,107,1013,-,-,-,-,-,-,3,8,8,38,-,-,1,3,-,-,25,119,2,6,20,44,6,105,23,146,7,15,3,3,7,502,-,-,2,24
3,1310901100,品川区,南大井,,南大井,1300,33192,-,-,-,-,-,-,114,1399,100,1186,1,4,54,8338,49,891,314,7262,23,1181,112,631,66,461,198,2165,72,359,21,363,79,879,5,49,92,8024
4,1310901101,品川区,南大井,南大井１丁目,南大井１丁目,101,951,-,-,-,-,-,-,12,94,16,153,-,-,3,112,5,46,18,206,-,-,6,18,4,29,13,70,12,75,-,-,4,47,-,-,8,101
4,1310901102,品川区,南大井,南大井２丁目,南大井２丁目,52,663,-,-,-,-,-,-,5,36,5,38,-,-,1,2,4,121,14,358,-,-,4,6,4,17,6,30,2,4,1,23,2,10,1,7,3,11
4,1310901103,品川区,南大井,南大井３丁目,南大井３丁目,338,3361,-,-,-,-,-,-,33,460,25,202,-,-,11,137,10,134,86,839,1,23,35,206,18,87,65,512,14,35,5,52,17,110,1,13,17,551
4,1310901104,品川区,南大井,南大井４丁目,南大井４丁目,120,910,-,-,-,-,-,-,8,42,14,90,-,-,1,22,3,83,31,180,2,33,7,22,2,7,20,104,7,44,4,30,13,67,1,7,7,179
4,1310901105,品川区,南大井,南大井５丁目,南大井５丁目,114,1244,-,-,-,-,-,-,15,122,16,153,-,-,3,12,10,140,20,333,-,-,12,143,5,14,13,63,5,10,1,4,8,233,-,-,6,17
4,1310901106,品川区,南大井,南大井６丁目,南大井６丁目,575,26063,-,-,-,-,-,-,41,645,24,550,1,4,35,8053,17,367,145,5346,20,1125,48,236,33,307,81,1386,32,191,10,254,35,412,2,22,51,7165
3,1310901200,品川区,勝島,,勝島,179,5005,-,-,-,-,-,-,1,27,7,37,-,-,3,316,33,1607,47,1281,-,-,7,105,1,3,14,175,37,466,1,54,4,61,-,-,24,873
4,1310901201,品川区,勝島,勝島１丁目,勝島１丁目,127,4327,-,-,-,-,-,-,1,27,7,37,-,-,3,316,32,1604,46,1271,-,-,6,78,1,3,5,98,6,65,-,-,4,61,-,-,16,767
4,1310901202,品川区,勝島,勝島２丁目,勝島２丁目,49,593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,27,-,-,8,56,31,401,-,-,-,-,-,-,8,106
4,1310901203,品川区,勝島,勝島３丁目,勝島３丁目,3,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,1,21,-,-,1,54,-,-,-,-,-,-
3,1310901300,品川区,大井,,大井,1343,15266,-,-,-,-,-,-,48,862,40,376,1,5,38,1833,25,569,321,4278,18,313,201,1114,47,274,271,2704,126,877,47,393,98,974,3,12,59,682
4,1310901301,品川区,大井,大井１丁目,大井１丁目,763,11428,-,-,-,-,-,-,17,647,19,244,1,5,25,1649,13,428,213,3617,14,286,53,659,24,187,196,1896,77,701,29,301,51,497,-,-,31,311
4,1310901302,品川区,大井,大井２丁目,大井２丁目,101,342,-,-,-,-,-,-,7,33,7,21,-,-,3,8,-,-,7,48,1,3,42,62,4,13,9,34,10,24,1,5,5,29,1,4,4,58
4,1310901303,品川区,大井,大井３丁目,大井３丁目,116,733,-,-,-,-,-,-,7,38,1,3,-,-,1,54,4,76,23,126,-,-,33,74,3,9,13,57,11,55,3,8,12,162,1,4,4,67
4,1310901304,品川区,大井,大井４丁目,大井４丁目,170,1282,-,-,-,-,-,-,5,78,7,74,-,-,6,115,2,40,32,185,2,23,36,252,9,45,29,191,16,68,5,32,11,138,-,-,10,41
4,1310901305,品川区,大井,大井５丁目,大井５丁目,105,456,-,-,-,-,-,-,3,22,1,10,-,-,2,5,-,-,33,176,-,-,22,34,2,7,13,68,10,21,6,34,12,72,-,-,1,7
4,1310901306,品川区,大井,大井６丁目,大井６丁目,33,174,-,-,-,-,-,-,3,9,3,11,-,-,-,-,-,-,7,73,-,-,6,13,1,1,4,19,1,2,-,-,4,27,-,-,4,19
4,1310901307,品川区,大井,大井７丁目,大井７丁目,55,851,-,-,-,-,-,-,6,35,2,13,-,-,1,2,6,25,6,53,1,1,9,20,4,12,7,439,1,6,3,13,3,49,1,4,5,179
3,1310901400,品川区,西大井,,西大井,512,4034,-,-,-,-,-,-,45,339,92,444,-,-,14,414,10,29,84,434,6,49,69,146,25,606,39,247,45,153,10,396,49,655,2,10,22,112
4,1310901401,品川区,西大井,西大井１丁目,西大井１丁目,105,1754,-,-,-,-,-,-,5,26,8,30,-,-,7,391,2,4,13,136,1,15,13,26,8,530,14,121,9,46,6,285,15,93,-,-,4,51
4,1310901402,品川区,西大井,西大井２丁目,西大井２丁目,77,565,-,-,-,-,-,-,6,43,10,44,-,-,1,1,-,-,10,79,3,21,13,35,2,4,8,27,6,14,-,-,11,264,1,5,6,28
4,1310901403,品川区,西大井,西大井３丁目,西大井３丁目,36,143,-,-,-,-,-,-,4,12,-,-,-,-,1,7,2,3,8,24,-,-,10,15,3,7,1,2,3,6,-,-,3,66,-,-,1,1
4,1310901404,品川区,西大井,西大井４丁目,西大井４丁目,81,362,-,-,-,-,-,-,11,52,6,18,-,-,1,5,-,-,18,64,1,12,12,36,4,30,8,21,11,27,-,-,8,96,-,-,1,1
4,1310901405,品川区,西大井,西大井５丁目,西大井５丁目,95,366,-,-,-,-,-,-,10,74,14,41,-,-,1,2,5,21,16,44,1,1,12,19,5,15,5,17,11,21,-,-,6,80,1,5,8,26
4,1310901406,品川区,西大井,西大井６丁目,西大井６丁目,118,844,-,-,-,-,-,-,9,132,54,311,-,-,3,8,1,1,19,87,-,-,9,15,3,20,3,59,5,39,4,111,6,56,-,-,2,5
3,1310901500,品川区,小山台,,小山台,105,571,-,-,-,-,-,-,11,93,21,103,-,-,1,86,1,1,15,98,2,19,14,31,4,10,13,34,12,28,2,15,8,49,-,-,1,4
4,1310901501,品川区,小山台,小山台１丁目,小山台１丁目,96,537,-,-,-,-,-,-,10,86,19,93,-,-,1,86,1,1,14,95,2,19,12,29,3,7,12,32,11,21,2,15,8,49,-,-,1,4
4,1310901502,品川区,小山台,小山台２丁目,小山台２丁目,9,34,-,-,-,-,-,-,1,7,2,10,-,-,-,-,-,-,1,3,-,-,2,2,1,3,1,2,1,7,-,-,-,-,-,-,-,-
3,1310901600,品川区,小山,,小山,1075,6532,-,-,-,-,-,-,44,365,81,462,-,-,8,28,6,22,265,2155,13,110,115,290,23,71,248,1493,116,431,28,181,101,792,3,21,24,111
4,1310901601,品川区,小山,小山１丁目,小山１丁目,36,763,-,-,-,-,-,-,4,13,11,54,-,-,1,1,-,-,3,516,1,4,5,11,-,-,3,120,-,-,1,1,3,25,-,-,4,18
4,1310901602,品川区,小山,小山２丁目,小山２丁目,116,572,-,-,-,-,-,-,6,39,33,152,-,-,-,-,-,-,22,184,-,-,21,38,4,10,14,58,5,19,1,3,9,68,-,-,1,1
4,1310901603,品川区,小山,小山３丁目,小山３丁目,370,2600,-,-,-,-,-,-,3,36,4,9,-,-,2,5,-,-,129,835,5,60,26,87,6,17,122,970,39,182,8,70,20,271,1,8,5,50
4,1310901604,品川区,小山,小山４丁目,小山４丁目,193,951,-,-,-,-,-,-,14,176,14,123,-,-,-,-,4,19,45,182,5,30,16,56,3,13,38,95,20,60,11,67,18,120,-,-,5,10
4,1310901605,品川区,小山,小山５丁目,小山５丁目,99,424,-,-,-,-,-,-,5,19,8,71,-,-,1,3,1,2,17,92,-,-,18,34,2,13,12,39,11,32,1,5,16,83,1,6,6,25
4,1310901606,品川区,小山,小山６丁目,小山６丁目,230,1060,-,-,-,-,-,-,11,81,11,53,-,-,4,19,1,1,43,321,1,12,21,52,6,14,58,210,38,114,5,24,29,154,-,-,2,5
4,1310901607,品川区,小山,小山７丁目,小山７丁目,31,162,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,6,25,1,4,8,12,2,4,1,1,3,24,1,11,6,71,1,7,1,2
3,1310901700,品川区,荏原,,荏原,758,5640,-,-,-,-,-,-,49,567,153,899,1,62,6,423,20,229,173,1426,11,120,113,230,21,103,68,386,47,209,8,387,53,449,-,-,35,150
4,1310901701,品川区,荏原,荏原１丁目,荏原１丁目,153,1101,-,-,-,-,-,-,8,223,39,196,-,-,-,-,11,132,28,347,1,6,28,47,5,19,12,36,6,14,1,2,1,12,-,-,13,67
