地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,A農業，林業／事業所数（事業所）,A農業，林業／従業者数（人）,B漁業／事業所数（事業所）,B漁業／従業者数（人）,C鉱業，採石業，砂利採取業／事業所数（事業所）,C鉱業，採石業 砂利採取業／従業者数（人）,D建設業／事業所数（事業所）,D建設業／従業者数（人）,E製造業／事業所数（事業所）,E製造業／従業者数（人）,Ｆ電気・ガス・熱供給・水道業／事業所数（事業所）,Ｆ電気・ガス・熱供給・水道業／従業者数（人）,Ｇ情報通信業／事業所数（事業所）,Ｇ情報通信業／従業者数（人）,Ｈ運輸業，郵便業／事業所数（事業所）,Ｈ運輸業，郵便業／従業者数（人）,Ｉ卸売業，小売業／事業所数（事業所）,Ｉ卸売業，小売業／従業者数（人）,Ｊ金融業，保険業／事業所数（事業所）,Ｊ金融業，保険業／従業者数（人）,Ｋ不動産業，物品賃貸業／事業所数（事業所）,Ｋ不動産業，物品賃貸業／従業者数（人）,Ｌ学術研究，専門・技術サービス業／事業所数（事業所）,Ｌ学術研究，専門・技術サービス業／従業者数（人）,Ｍ宿泊業，飲食サービス業／事業所数（事業所）,Ｍ宿泊業，飲食サービス業／従業者数（人）,Ｎ生活関連サービス業，娯楽業／事業所数（事業所）,Ｎ生活関連サービス業，娯楽業／従業者数（人）,Ｏ教育，学習支援業／事業所数（事業所）,Ｏ教育，学習支援業／従業者数（人）,Ｐ医療，福祉／事業所数（事業所）,Ｐ医療，福祉／従業者数（人）,Ｑ複合サービス事業／事業所数（事業所）,Ｑ複合サービス事業／従業者数（人）,Ｒサービス業（他に分類されないもの）／事業所数（事業所）,Ｒサービス業（他に分類されないもの）／従業者数（人）
4,1310801501,江東区,富岡,富岡１丁目,富岡１丁目,307,2899,-,-,-,-,-,-,4,48,3,7,-,-,5,339,1,215,74,576,2,39,15,66,13,88,128,832,25,163,6,27,23,182,-,-,8,317
4,1310801502,江東区,富岡,富岡２丁目,富岡２丁目,79,1645,-,-,-,-,-,-,6,27,3,12,-,-,5,66,3,38,28,570,1,19,8,39,2,16,9,75,1,227,-,-,4,50,-,-,9,506
3,1310801600,江東区,牡丹,,牡丹,240,2097,-,-,-,-,-,-,23,156,31,738,-,-,1,13,12,164,57,480,3,11,25,68,12,52,38,167,10,13,9,20,13,111,2,15,4,89
4,1310801601,江東区,牡丹,牡丹１丁目,牡丹１丁目,86,514,-,-,-,-,-,-,9,53,14,72,-,-,-,-,9,111,16,138,-,-,14,31,6,39,8,40,2,3,5,14,2,7,1,6,-,-
4,1310801602,江東区,牡丹,牡丹２丁目,牡丹２丁目,34,293,-,-,-,-,-,-,3,16,1,5,-,-,-,-,2,16,9,133,-,-,2,3,1,1,8,54,4,6,1,1,2,4,-,-,1,54
4,1310801603,江東区,牡丹,牡丹３丁目,牡丹３丁目,120,1290,-,-,-,-,-,-,11,87,16,661,-,-,1,13,1,37,32,209,3,11,9,34,5,12,22,73,4,4,3,5,9,100,1,9,3,35
3,1310801700,江東区,古石場,,古石場,131,693,-,-,-,-,-,-,11,63,28,116,-,-,-,-,2,20,25,96,-,-,7,15,10,29,9,43,11,65,5,30,11,76,-,-,12,140
4,1310801701,江東区,古石場,古石場１丁目,古石場１丁目,47,172,-,-,-,-,-,-,8,37,12,44,-,-,-,-,-,-,10,28,-,-,3,5,5,16,2,6,2,2,-,-,3,24,-,-,2,10
4,1310801702,江東区,古石場,古石場２丁目,古石場２丁目,53,374,-,-,-,-,-,-,2,21,9,51,-,-,-,-,1,9,8,43,-,-,2,5,3,4,4,19,6,56,5,30,6,45,-,-,7,91
4,1310801703,江東区,古石場,古石場３丁目,古石場３丁目,31,147,-,-,-,-,-,-,1,5,7,21,-,-,-,-,1,11,7,25,-,-,2,5,2,9,3,18,3,7,-,-,2,7,-,-,3,39
3,1310801800,江東区,越中島,,越中島,149,5127,-,-,-,-,-,-,10,327,13,674,-,-,11,2164,25,544,27,426,1,138,5,24,17,302,9,47,8,43,6,243,10,89,-,-,7,106
4,1310801801,江東区,越中島,越中島１丁目,越中島１丁目,57,2081,-,-,-,-,-,-,3,25,3,159,-,-,4,1088,12,228,15,251,1,138,2,11,5,16,3,27,2,12,1,14,2,11,-,-,4,101
4,1310801802,江東区,越中島,越中島２丁目,越中島２丁目,66,2038,-,-,-,-,-,-,4,40,8,412,-,-,6,1025,5,53,9,143,-,-,1,1,9,57,6,20,4,19,5,229,7,35,-,-,2,4
4,1310801803,江東区,越中島,越中島３丁目,越中島３丁目,26,1008,-,-,-,-,-,-,3,262,2,103,-,-,1,51,8,263,3,32,-,-,2,12,3,229,-,-,2,12,-,-,1,43,-,-,1,1
3,1310801900,江東区,塩浜,,塩浜,189,3741,-,-,-,-,-,-,21,153,20,606,-,-,10,140,30,1294,28,466,2,5,11,42,11,180,22,103,5,18,3,111,18,440,1,4,7,179
4,1310801901,江東区,塩浜,塩浜１丁目,塩浜１丁目,38,472,-,-,-,-,-,-,-,-,2,15,-,-,3,76,4,38,8,194,-,-,3,5,6,44,3,6,3,8,-,-,6,86,-,-,-,-
4,1310801902,江東区,塩浜,塩浜２丁目,塩浜２丁目,151,3269,-,-,-,-,-,-,21,153,18,591,-,-,7,64,26,1256,20,272,2,5,8,37,5,136,19,97,2,10,3,111,12,354,1,4,7,179
3,1310802000,江東区,枝川,,枝川,205,4575,-,-,-,-,-,-,11,384,18,589,-,-,8,1054,24,389,44,673,3,14,16,81,10,207,16,154,15,91,4,25,16,470,-,-,20,444
4,1310802001,江東区,枝川,枝川１丁目,枝川１丁目,83,1876,-,-,-,-,-,-,4,9,3,20,-,-,7,1052,7,108,18,138,-,-,5,14,5,64,7,70,10,75,1,11,3,43,-,-,13,272
4,1310802002,江東区,枝川,枝川２丁目,枝川２丁目,77,1561,-,-,-,-,-,-,6,371,12,205,-,-,-,-,13,232,16,346,2,12,7,41,3,85,2,40,4,14,1,11,6,45,-,-,5,159
4,1310802003,江東区,枝川,枝川３丁目,枝川３丁目,45,1138,-,-,-,-,-,-,1,4,3,364,-,-,1,2,4,49,10,189,1,2,4,26,2,58,7,44,1,2,2,3,7,382,-,-,2,13
3,1310802100,江東区,豊洲,,豊洲,702,55827,-,-,-,-,-,-,26,3353,9,3245,1,1,50,24059,8,244,225,10728,19,2130,32,301,15,523,138,2289,39,2255,29,699,63,1507,1,17,47,4476
4,1310802101,江東区,豊洲,豊洲１丁目,豊洲１丁目,34,4753,-,-,-,-,-,-,2,46,1,1,-,-,6,4453,-,-,6,78,-,-,2,5,1,2,2,66,1,2,2,13,3,25,-,-,8,62
4,1310802102,江東区,豊洲,豊洲２丁目,豊洲２丁目,184,3565,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,107,1234,2,21,5,98,3,14,33,635,17,1344,3,31,9,97,-,-,4,72
4,1310802103,江東区,豊洲,豊洲３丁目,豊洲３丁目,208,34066,-,-,-,-,-,-,3,417,5,3237,1,1,24,17396,1,55,50,5824,15,1849,9,111,5,394,49,927,8,161,4,418,15,210,1,17,18,3049
4,1310802104,江東区,豊洲,豊洲４丁目,豊洲４丁目,145,1573,-,-,-,-,-,-,4,36,2,5,-,-,3,4,5,50,30,528,1,14,13,68,2,3,37,373,8,37,15,131,23,303,-,-,2,21
4,1310802105,江東区,豊洲,豊洲５丁目,豊洲５丁目,99,11432,-,-,-,-,-,-,7,2805,-,-,-,-,10,2003,1,120,29,3040,1,246,2,13,3,106,15,283,4,708,3,9,13,872,-,-,11,1227
4,1310802106,江東区,豊洲,豊洲６丁目,豊洲６丁目,32,438,-,-,-,-,-,-,10,49,1,2,-,-,7,203,-,-,3,24,-,-,1,6,1,4,2,5,1,3,2,97,-,-,-,-,4,45
3,1310802200,江東区,東雲,,東雲,335,11356,-,-,-,-,-,-,10,178,16,1583,-,-,8,530,60,2560,84,2364,7,717,9,84,13,868,30,456,19,216,14,296,35,704,1,7,29,793
4,1310802201,江東区,東雲,東雲１丁目,東雲１丁目,174,6671,-,-,-,-,-,-,7,85,6,1282,-,-,6,523,15,488,35,1245,7,717,1,5,7,809,25,309,16,174,10,94,27,498,1,7,11,435
4,1310802202,江東区,東雲,東雲２丁目,東雲２丁目,161,4685,-,-,-,-,-,-,3,93,10,301,-,-,2,7,45,2072,49,1119,-,-,8,79,6,59,5,147,3,42,4,202,8,206,-,-,18,358
3,1310802300,江東区,有明,,有明,419,20401,-,-,-,-,-,-,14,601,17,1658,2,36,22,932,83,3422,82,3287,2,12,17,398,10,60,70,1449,16,430,5,628,22,2959,1,10,56,4519
4,1310802301,江東区,有明,有明１丁目,有明１丁目,71,3694,-,-,-,-,-,-,4,46,6,354,-,-,2,8,18,2483,10,397,-,-,5,30,-,-,2,8,5,48,1,21,8,189,-,-,10,110
4,1310802302,江東区,有明,有明２丁目,有明２丁目,17,293,-,-,-,-,-,-,-,-,-,-,1,15,-,-,-,-,1,1,-,-,1,3,1,6,1,3,3,38,2,172,3,4,-,-,4,51
4,1310802303,江東区,有明,有明３丁目,有明３丁目,263,15539,-,-,-,-,-,-,10,555,11,1304,1,21,19,920,8,167,68,2875,2,12,9,355,9,54,66,1434,8,344,2,435,11,2766,1,10,38,4287
4,1310802304,江東区,有明,有明４丁目,有明４丁目,68,875,-,-,-,-,-,-,-,-,-,-,-,-,1,4,57,772,3,14,-,-,2,10,-,-,1,4,-,-,-,-,-,-,-,-,4,71
3,1310802400,江東区,辰巳,,辰巳,273,5374,-,-,-,-,-,-,9,92,14,796,-,-,8,122,84,1826,79,1100,1,13,15,326,3,82,14,65,8,78,-,-,11,103,1,7,26,764
4,1310802401,江東区,辰巳,辰巳１丁目,辰巳１丁目,73,1319,-,-,-,-,-,-,1,1,5,200,-,-,3,26,6,90,30,504,-,-,3,249,-,-,9,46,3,7,-,-,10,86,1,7,2,103
4,1310802402,江東区,辰巳,辰巳２丁目,辰巳２丁目,52,1210,-,-,-,-,-,-,1,1,2,486,-,-,3,67,21,182,4,63,1,13,3,4,3,82,3,9,3,37,-,-,1,17,-,-,7,249
4,1310802403,江東区,辰巳,辰巳３丁目,辰巳３丁目,148,2845,-,-,-,-,-,-,7,90,7,110,-,-,2,29,57,1554,45,533,-,-,9,73,-,-,2,10,2,34,-,-,-,-,-,-,17,412
3,1310802500,江東区,潮見,,潮見,200,4690,-,-,-,-,-,-,11,173,35,471,-,-,6,720,29,592,36,393,3,140,8,41,9,724,16,169,8,38,2,16,13,186,2,8,22,1019
4,1310802501,江東区,潮見,潮見１丁目,潮見１丁目,71,572,-,-,-,-,-,-,10,63,9,50,-,-,-,-,9,136,14,77,-,-,2,12,3,12,5,44,3,19,-,-,6,119,1,7,9,33
4,1310802502,江東区,潮見,潮見２丁目,潮見２丁目,129,4118,-,-,-,-,-,-,1,110,26,421,-,-,6,720,20,456,22,316,3,140,6,29,6,712,11,125,5,19,2,16,7,67,1,1,13,986
3,1310802600,江東区,青海,,青海,579,12740,-,-,-,-,-,-,16,1658,12,225,-,-,42,1198,112,2651,212,2180,2,615,10,135,21,742,63,1063,18,634,6,230,6,57,1,5,58,1347
4,1310802601,江東区,青海,青海１丁目,青海１丁目,263,5234,-,-,-,-,-,-,3,932,-,-,-,-,3,255,2,120,173,1468,2,615,2,41,-,-,50,843,14,321,-,-,1,3,-,-,13,636
4,1310802602,江東区,青海,青海２丁目,青海２丁目,179,4359,-,-,-,-,-,-,10,675,7,85,-,-,36,824,15,314,29,500,-,-,4,71,20,742,12,213,3,184,6,230,5,54,1,5,31,462
4,1310802603,江東区,青海,青海３丁目,青海３丁目,67,1255,-,-,-,-,-,-,1,21,2,11,-,-,1,13,49,1102,5,28,-,-,2,13,1,-,-,-,-,-,-,-,-,-,-,-,6,67
4,1310802604,江東区,青海,青海４丁目,青海４丁目,70,1892,-,-,-,-,-,-,2,30,3,129,-,-,2,106,46,1115,5,184,-,-,2,10,-,-,1,7,1,129,-,-,-,-,-,-,8,182
3,1310802700,江東区,千石,,千石,187,2722,-,-,-,-,-,-,15,190,33,403,-,-,2,3,17,743,42,706,-,-,21,62,9,25,14,193,10,150,1,-,5,22,-,-,18,225
4,1310802701,江東区,千石,千石１丁目,千石１丁目,88,1316,-,-,-,-,-,-,8,164,11,186,-,-,2,3,13,432,16,213,-,-,11,25,6,21,6,61,4,135,-,-,2,5,-,-,9,71
4,1310802702,江東区,千石,千石２丁目,千石２丁目,70,852,-,-,-,-,-,-,5,23,13,134,-,-,-,-,2,68,23,456,-,-,7,29,1,2,6,82,4,8,-,-,3,17,-,-,6,33
4,1310802703,江東区,千石,千石３丁目,千石３丁目,29,554,-,-,-,-,-,-,2,3,9,83,-,-,-,-,2,243,3,37,-,-,3,8,2,2,2,50,2,7,1,-,-,-,-,-,3,121
3,1310802800,江東区,石島,,石島,105,1140,-,-,-,-,-,-,13,107,26,147,-,-,-,-,2,2,26,94,1,5,5,9,4,12,10,29,7,12,3,60,4,51,-,-,4,612
3,1310802900,江東区,千田,,千田,150,1177,-,-,-,-,-,-,12,113,21,148,-,-,-,-,4,34,29,226,2,43,10,23,7,126,26,92,11,19,2,3,19,320,1,7,6,23
3,1310803000,江東区,海辺,,海辺,102,901,-,-,-,-,-,-,15,106,23,123,-,-,-,-,5,330,25,132,1,1,4,6,1,3,5,15,5,61,1,2,7,51,-,-,10,71
3,1310803100,江東区,扇橋,,扇橋,270,1711,1,1,-,-,-,-,31,214,43,263,-,-,2,5,11,171,64,398,3,31,19,45,4,51,37,161,20,62,3,24,16,173,1,9,15,103
4,1310803101,江東区,扇橋,扇橋１丁目,扇橋１丁目,74,523,-,-,-,-,-,-,9,45,22,162,-,-,-,-,3,36,16,139,2,13,1,2,-,-,9,58,4,4,2,14,3,21,1,9,2,20
4,1310803102,江東区,扇橋,扇橋２丁目,扇橋２丁目,116,647,-,-,-,-,-,-,15,65,10,57,-,-,1,4,5,82,25,134,-,-,7,26,1,2,22,81,13,55,1,10,8,69,-,-,8,62
4,1310803103,江東区,扇橋,扇橋３丁目,扇橋３丁目,80,541,1,1,-,-,-,-,7,104,11,44,-,-,1,1,3,53,23,125,1,18,11,17,3,49,6,22,3,3,-,-,5,83,-,-,5,21
3,1310803200,江東区,猿江,,猿江,207,2509,-,-,-,-,-,-,26,207,37,267,1,12,1,54,10,603,44,777,3,79,16,38,7,19,13,68,11,66,6,40,16,207,-,-,16,72
4,1310803201,江東区,猿江,猿江１丁目,猿江１丁目,98,1190,-,-,-,-,-,-,18,50,19,122,-,-,1,54,5,473,15,111,2,78,8,26,3,10,7,53,2,5,3,26,6,131,-,-,9,51
4,1310803202,江東区,猿江,猿江２丁目,猿江２丁目,109,1319,-,-,-,-,-,-,8,157,18,145,1,12,-,-,5,130,29,666,1,1,8,12,4,9,6,15,9,61,3,14,10,76,-,-,7,21
3,1310803300,江東区,住吉,,住吉,309,2475,-,-,-,-,-,-,22,129,35,179,-,-,3,31,5,49,81,406,7,100,26,88,6,46,54,279,20,63,6,32,25,587,1,8,18,478
4,1310803301,江東区,住吉,住吉１丁目,住吉１丁目,127,1112,-,-,-,-,-,-,8,52,18,126,-,-,-,-,-,-,37,160,4,25,12,48,2,11,16,72,8,26,3,11,12,478,-,-,7,103
4,1310803302,江東区,住吉,住吉２丁目,住吉２丁目,182,1363,-,-,-,-,-,-,14,77,17,53,-,-,3,31,5,49,44,246,3,75,14,40,4,35,38,207,12,37,3,21,13,109,1,8,11,375
3,1310803400,江東区,毛利,,毛利,151,2899,-,-,-,-,-,-,9,145,27,193,-,-,7,63,8,273,42,595,4,14,11,30,9,383,6,21,6,13,2,9,14,1096,-,-,6,64
4,1310803401,江東区,毛利,毛利１丁目,毛利１丁目,93,2134,-,-,-,-,-,-,2,3,20,123,-,-,1,2,6,265,28,366,3,11,8,11,4,304,4,16,5,11,1,7,8,965,-,-,3,50
4,1310803402,江東区,毛利,毛利２丁目,毛利２丁目,58,765,-,-,-,-,-,-,7,142,7,70,-,-,6,61,2,8,14,229,1,3,3,19,5,79,2,5,1,2,1,2,6,131,-,-,3,14
3,1310803500,江東区,木場,,木場,570,20145,-,-,-,-,-,-,51,1105,41,734,-,-,22,2333,16,369,152,5495,15,2683,32,539,21,1078,91,910,23,205,13,82,39,630,1,7,53,3975
4,1310803501,江東区,木場,木場１丁目,木場１丁目,127,10134,-,-,-,-,-,-,3,150,-,-,-,-,6,1123,1,8,33,2662,7,2267,2,4,5,697,30,530,9,161,4,28,10,223,-,-,17,2281
4,1310803502,江東区,木場,木場２丁目,木場２丁目,143,5021,-,-,-,-,-,-,14,381,8,216,-,-,7,820,4,24,40,1780,7,367,9,39,5,176,15,99,6,17,2,27,10,111,-,-,16,964
4,1310803503,江東区,木場,木場３丁目,木場３丁目,58,736,-,-,-,-,-,-,9,55,10,72,-,-,1,4,1,22,19,444,-,-,4,8,3,104,3,8,3,6,-,-,1,4,-,-,4,9
4,1310803504,江東区,木場,木場４丁目,木場４丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1310803505,江東区,木場,木場５丁目,木場５丁目,159,3353,-,-,-,-,-,-,17,410,9,204,-,-,7,365,4,70,36,486,1,49,13,482,5,89,35,247,4,10,2,9,14,247,1,7,11,678
4,1310803506,江東区,木場,木場６丁目,木場６丁目,83,901,-,-,-,-,-,-,8,109,14,242,-,-,1,21,6,245,24,123,-,-,4,6,3,12,8,26,1,11,5,18,4,45,-,-,5,43
3,1310803600,江東区,東陽,,東陽,1258,30428,1,7,-,-,-,-,82,1355,65,665,1,14,62,5462,54,2345,283,6094,29,3650,101,1001,55,691,204,2260,91,601,25,347,93,1149,2,17,110,4770
4,1310803601,江東区,東陽,東陽１丁目,東陽１丁目,171,1130,-,-,-,-,-,-,14,53,14,139,-,-,4,41,15,199,35,201,1,3,23,61,4,8,30,144,19,79,-,-,4,49,-,-,8,153
4,1310803602,江東区,東陽,東陽２丁目,東陽２丁目,172,10119,-,-,-,-,-,-,9,375,5,95,-,-,20,2786,6,66,40,2285,7,1939,10,68,12,190,16,284,9,133,7,154,10,122,-,-,21,1622
4,1310803603,江東区,東陽,東陽３丁目,東陽３丁目,327,3745,-,-,-,-,-,-,26,374,12,76,-,-,10,242,9,157,69,748,4,84,27,233,13,164,64,476,26,114,11,159,34,433,1,6,21,479
4,1310803604,江東区,東陽,東陽４丁目,東陽４丁目,217,3983,-,-,-,-,-,-,5,36,4,41,-,-,11,294,7,526,45,756,7,208,15,376,7,53,55,724,14,54,3,10,22,197,1,11,21,697
4,1310803605,江東区,東陽,東陽５丁目,東陽５丁目,231,2758,1,7,-,-,-,-,25,271,23,123,-,-,9,284,11,300,54,696,2,7,17,71,13,115,22,97,12,49,3,22,17,193,-,-,22,523
4,1310803606,江東区,東陽,東陽６丁目,東陽６丁目,87,4042,-,-,-,-,-,-,1,55,5,170,-,-,2,26,1,129,25,1114,4,600,7,62,4,141,14,484,7,49,1,2,6,155,-,-,10,1055
4,1310803607,江東区,東陽,東陽７丁目,東陽７丁目,53,4651,-,-,-,-,-,-,2,191,2,21,1,14,6,1789,5,968,15,294,4,809,2,130,2,20,3,51,4,123,-,-,-,-,-,-,7,241
3,1310803700,江東区,亀戸,,亀戸,2424,29401,3,71,-,-,-,-,170,2243,270,1876,2,99,32,898,57,1254,687,8151,59,1466,166,1189,112,1540,343,2783,165,1240,33,275,185,2586,5,43,135,3687
4,1310803701,江東区,亀戸,亀戸１丁目,亀戸１丁目,332,6860,1,4,-,-,-,-,32,470,12,77,-,-,8,150,4,53,103,2202,19,651,26,497,39,856,26,241,13,163,3,41,16,169,1,8,29,1278
4,1310803702,江東区,亀戸,亀戸２丁目,亀戸２丁目,407,6418,2,67,-,-,-,-,21,625,17,145,1,98,6,356,9,225,113,1735,15,480,25,139,28,370,64,463,30,297,11,107,37,491,-,-,28,820
4,1310803703,江東区,亀戸,亀戸３丁目,亀戸３丁目,288,1870,-,-,-,-,-,-,20,73,66,263,-,-,1,3,5,346,75,585,2,17,22,37,6,47,30,123,21,84,2,6,19,225,1,7,18,54
4,1310803704,江東区,亀戸,亀戸４丁目,亀戸４丁目,178,1439,-,-,-,-,-,-,19,226,41,223,1,1,3,64,6,55,47,405,1,3,8,21,5,89,15,70,7,31,2,19,17,168,-,-,6,64
4,1310803705,江東区,亀戸,亀戸５丁目,亀戸５丁目,366,3997,-,-,-,-,-,-,13,153,23,190,-,-,-,-,5,116,145,1167,6,142,20,96,4,14,71,925,38,288,4,20,23,251,1,5,13,630
4,1310803706,江東区,亀戸,亀戸６丁目,亀戸６丁目,438,4584,-,-,-,-,-,-,23,320,25,332,-,-,8,207,7,47,96,874,16,173,31,265,22,138,106,692,36,262,8,17,38,520,1,13,21,724
4,1310803707,江東区,亀戸,亀戸７丁目,亀戸７丁目,210,1961,-,-,-,-,-,-,19,180,38,399,-,-,3,102,11,195,58,466,-,-,23,100,1,3,14,93,11,69,2,55,16,192,1,10,13,97
4,1310803708,江東区,亀戸,亀戸８丁目,亀戸８丁目,56,405,-,-,-,-,-,-,5,22,13,76,-,-,1,11,4,192,13,41,-,-,4,9,3,13,4,12,4,15,-,-,3,9,-,-,2,5
4,1310803709,江東区,亀戸,亀戸９丁目,亀戸９丁目,149,1867,-,-,-,-,-,-,18,174,35,171,-,-,2,5,6,25,37,676,-,-,7,25,4,10,13,164,5,31,1,10,16,561,-,-,5,15
3,1310803800,江東区,大島,,大島,1668,19719,1,4,-,-,-,-,122,1237,259,5018,1,98,17,43,41,690,404,5830,14,161,99,384,36,142,225,1581,152,729,51,472,177,2614,2,15,67,701
4,1310803801,江東区,大島,大島１丁目,大島１丁目,175,1767,-,-,-,-,-,-,15,217,24,419,-,-,4,6,3,10,34,215,-,-,19,104,3,4,26,249,19,195,1,82,19,182,-,-,8,84
4,1310803802,江東区,大島,大島２丁目,大島２丁目,193,7381,-,-,-,-,-,-,14,363,44,3246,-,-,4,9,5,35,46,3093,2,31,18,73,5,29,18,196,14,58,6,67,7,58,-,-,10,123
4,1310803803,江東区,大島,大島３丁目,大島３丁目,187,2183,-,-,-,-,-,-,13,158,46,630,1,98,-,-,6,442,30,126,3,38,15,45,10,31,20,161,13,44,5,102,14,161,-,-,11,147
4,1310803804,江東区,大島,大島４丁目,大島４丁目,180,1431,-,-,-,-,-,-,6,33,8,22,-,-,-,-,4,4,53,707,1,21,6,11,2,5,39,254,24,78,2,16,27,180,-,-,8,100
4,1310803805,江東区,大島,大島５丁目,大島５丁目,218,1500,-,-,-,-,-,-,15,102,20,98,-,-,2,2,4,161,56,275,4,40,12,39,1,3,38,186,21,97,8,57,30,396,-,-,7,44
4,1310803806,江東区,大島,大島６丁目,大島６丁目,207,2104,-,-,-,-,-,-,12,117,11,31,-,-,3,12,10,15,76,592,2,14,8,17,4,15,28,210,13,59,7,29,28,975,-,-,5,18
4,1310803807,江東区,大島,大島７丁目,大島７丁目,251,1782,-,-,-,-,-,-,27,171,54,199,-,-,1,5,5,16,63,533,2,17,8,23,5,42,25,170,25,113,10,45,17,294,1,8,8,146
4,1310803808,江東区,大島,大島８丁目,大島８丁目,190,995,-,-,-,-,-,-,19,66,46,339,-,-,1,2,3,6,33,123,-,-,10,68,3,7,25,129,19,58,6,27,18,146,-,-,7,24
4,1310803809,江東区,大島,大島９丁目,大島９丁目,67,576,1,4,-,-,-,-,1,10,6,34,-,-,2,7,1,1,13,166,-,-,3,4,3,6,6,26,4,27,6,47,17,222,1,7,3,15
3,1310803900,江東区,北砂,,北砂,1050,7403,-,-,-,-,-,-,102,614,98,676,-,-,3,6,53,349,321,2383,7,82,58,140,17,185,134,973,86,379,18,108,103,1182,4,23,46,303
4,1310803901,江東区,北砂,北砂１丁目,北砂１丁目,108,910,-,-,-,-,-,-,14,90,20,255,-,-,-,-,8,105,14,128,-,-,9,15,2,32,6,46,8,37,1,5,13,131,1,7,12,59
4,1310803902,江東区,北砂,北砂２丁目,北砂２丁目,151,2144,-,-,-,-,-,-,2,10,3,20,-,-,-,-,2,37,65,996,2,5,6,30,3,22,28,418,14,115,5,32,14,432,-,-,7,27
4,1310803903,江東区,北砂,北砂３丁目,北砂３丁目,206,995,-,-,-,-,-,-,20,68,18,77,-,-,-,-,8,84,73,319,2,7,16,26,4,45,23,96,15,66,5,23,12,92,1,4,9,88
4,1310803904,江東区,北砂,北砂４丁目,北砂４丁目,219,1338,-,-,-,-,-,-,19,182,16,103,-,-,-,-,6,17,86,482,2,64,10,24,3,73,31,168,19,45,3,28,16,102,-,-,8,50
4,1310803905,江東区,北砂,北砂５丁目,北砂５丁目,178,894,-,-,-,-,-,-,15,60,11,93,-,-,3,6,16,73,44,214,1,6,8,16,2,5,27,119,18,49,2,16,25,215,1,5,5,17
4,1310803906,江東区,北砂,北砂６丁目,北砂６丁目,124,656,-,-,-,-,-,-,19,134,26,120,-,-,-,-,7,20,25,80,-,-,2,5,2,4,15,72,11,32,1,3,12,130,-,-,4,56
4,1310803907,江東区,北砂,北砂７丁目,北砂７丁目,64,466,-,-,-,-,-,-,13,70,4,8,-,-,-,-,6,13,14,164,-,-,7,24,1,4,4,54,1,35,1,1,11,80,1,7,1,6
3,1310804000,江東区,東砂,,東砂,687,5815,-,-,-,-,-,-,93,611,119,1244,-,-,8,31,32,406,145,1237,8,115,34,139,18,106,73,422,57,238,9,143,59,767,3,19,29,337
4,1310804001,江東区,東砂,東砂１丁目,東砂１丁目,63,482,-,-,-,-,-,-,11,62,13,107,-,-,1,2,4,14,15,189,2,4,2,4,2,2,4,12,4,9,-,-,2,64,-,-,3,13
4,1310804002,江東区,東砂,東砂２丁目,東砂２丁目,71,765,-,-,-,-,-,-,7,27,10,32,-,-,1,4,5,43,12,404,-,-,4,12,4,30,6,32,8,16,2,81,8,48,1,5,3,31
4,1310804003,江東区,東砂,東砂３丁目,東砂３丁目,129,979,-,-,-,-,-,-,25,109,28,396,-,-,-,-,7,36,24,131,-,-,6,15,5,18,11,83,10,21,2,27,7,75,1,8,3,60
4,1310804004,江東区,東砂,東砂４丁目,東砂４丁目,95,697,-,-,-,-,-,-,16,101,15,54,-,-,1,1,2,4,20,67,2,18,8,37,2,9,8,46,8,35,1,6,12,319,-,-,-,-
4,1310804005,江東区,東砂,東砂５丁目,東砂５丁目,72,412,-,-,-,-,-,-,13,142,15,92,-,-,-,-,-,-,14,55,-,-,2,29,-,-,9,22,6,14,1,11,5,30,-,-,7,17
4,1310804006,江東区,東砂,東砂６丁目,東砂６丁目,76,692,-,-,-,-,-,-,7,57,14,119,-,-,-,-,5,194,19,63,1,11,3,9,1,35,8,21,5,60,-,-,7,82,-,-,6,41
4,1310804007,江東区,東砂,東砂７丁目,東砂７丁目,106,856,-,-,-,-,-,-,8,78,11,60,-,-,3,20,4,36,27,235,2,68,6,17,3,10,15,68,6,13,3,18,14,117,-,-,4,116
4,1310804008,江東区,東砂,東砂８丁目,東砂８丁目,75,932,-,-,-,-,-,-,6,35,13,384,-,-,2,4,5,79,14,93,1,14,3,16,1,2,12,138,10,70,-,-,4,32,1,6,3,59
3,1310804100,江東区,南砂,,南砂,788,12156,2,10,-,-,-,-,63,1354,68,525,-,-,11,1137,36,521,195,2765,8,57,56,383,27,160,102,1452,72,511,20,144,81,1273,5,24,42,1840
4,1310804101,江東区,南砂,南砂１丁目,南砂１丁目,117,1224,-,-,-,-,-,-,11,89,15,162,-,-,1,1,15,170,29,436,-,-,11,45,1,10,13,35,4,10,1,2,7,213,1,3,8,48
4,1310804102,江東区,南砂,南砂２丁目,南砂２丁目,190,5072,1,7,-,-,-,-,20,1020,7,142,-,-,6,993,10,126,50,839,2,2,12,87,12,93,21,207,12,44,4,73,19,386,1,6,13,1047
