地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,3,419,39446,-,-,-,3,-,3,419,39446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,419,39446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,419,39446,3,-,3,419,39446
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,12,（再掲）5人以下,6164,6278,17547,2980,2990,6931,3184,3030,154,3288,10616,248,233,15,255,777,1254,1206,48,1293,3831,337,314,23,354,1097,1028,974,54,1063,3787,68,65,3,70,241,44,40,4,44,161,13,11,2,15,71,6,6,-,6,23,1,1,-,1,1,2,2,-,2,4,2710,2579,131,2804,8851,2952,2809,143,3052,9795,2985,2837,148,3087,9924,2992,2843,149,3094,9965
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,13,（再掲）20人以下,7338,7778,31729,3210,3230,9334,4128,3708,420,4548,22395,295,272,23,308,1344,1462,1358,104,1566,6340,416,369,47,463,2027,1479,1292,187,1681,9514,126,104,22,154,1092,77,66,11,84,632,22,15,7,28,204,10,9,1,11,70,1,1,-,1,1,2,2,-,2,4,3385,3069,316,3712,17092,3815,3426,389,4215,20654,3867,3468,399,4273,21069,3877,3476,401,4284,21153
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,14,（再掲）50人以下,7630,8483,42067,3215,3235,9448,4415,3828,587,5248,32619,300,275,25,320,1485,1495,1375,120,1634,7458,433,378,55,505,2609,1610,1348,262,1988,14262,164,115,49,242,2467,117,80,37,181,2071,33,18,15,81,609,12,11,1,13,149,4,4,-,4,109,3,3,-,3,42,3523,3135,388,4029,21798,4052,3527,525,4766,29082,4133,3579,554,4894,30535,4153,3590,563,4952,31004
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,15,（再掲）100人以下,7761,8968,52009,3216,3238,9514,4545,3869,676,5730,42495,302,275,27,324,1621,1498,1376,122,1646,7668,438,379,59,527,2913,1672,1371,301,2214,18793,175,117,58,280,3301,142,86,56,282,4220,43,23,20,103,1380,17,12,5,37,548,7,5,2,15,351,3,3,-,3,42,3566,3148,418,4196,24870,4143,3557,586,5087,35679,4248,3615,633,5313,39219,4272,3628,644,5379,40028
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,16,（再掲）200人以下,7829,9536,62110,3216,3238,9514,4613,3875,738,6298,52596,302,275,27,324,1621,1500,1376,124,1675,7941,439,379,60,532,3043,1692,1376,316,2358,21769,183,117,66,376,4428,162,86,76,478,7166,55,24,31,167,3270,21,12,9,68,1183,7,5,2,15,351,4,3,1,6,166,3579,3150,429,4329,26790,4176,3562,614,5369,40432,4306,3621,685,5821,47756,4335,3634,701,5913,49370
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,17,（再掲）300人以下,7862,9992,70493,3216,3238,9514,4646,3877,769,6754,60979,302,275,27,324,1621,1500,1376,124,1675,7941,440,379,61,541,3345,1700,1377,323,2455,23750,188,118,70,485,5788,169,86,83,575,8956,64,24,40,284,5520,22,12,10,84,1393,9,5,4,26,841,4,3,1,6,166,3585,3151,434,4407,28396,4194,3564,630,5629,44983,4330,3623,707,6145,53991,4366,3636,730,6358,57263
4,13110,目黒区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,18,（再掲）900人以下,7899,11033,87273,3216,3238,9514,4683,3881,802,7795,77759,303,275,28,347,2499,1500,1376,124,1675,7941,442,379,63,620,4146,1704,1377,327,2553,25304,194,120,74,770,8344,176,86,90,765,11870,71,24,47,439,8756,24,12,12,140,2496,13,5,8,98,2977,8,5,3,89,1768,3588,3151,437,4509,30075,4208,3566,642,6130,51138,4355,3625,730,6846,64849,4393,3638,755,7188,69202
4,13110,目黒区,1,A,00,000,農業，林業,0,00,全ての規模,6,7,54,-,-,-,6,5,1,7,54,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,4,3,1,5,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54
4,13110,目黒区,1,A,00,000,農業，林業,1,01,0～4人,3,4,20,-,-,-,3,2,1,4,20,-,-,-,-,-,1,1,-,1,12,-,-,-,-,-,2,1,1,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,4,20,3,2,1,4,20,3,2,1,4,20,3,2,1,4,20
4,13110,目黒区,1,A,00,000,農業，林業,1,02,5～9人,2,2,21,-,-,-,2,2,-,2,21,-,-,-,-,-,1,1,-,1,11,-,-,-,-,-,1,1,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,21,2,2,-,2,21,2,2,-,2,21,2,2,-,2,21
4,13110,目黒区,1,A,00,000,農業，林業,1,03,10～19人,1,1,13,-,-,-,1,1,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,13,1,1,-,1,13,1,1,-,1,13,1,1,-,1,13
4,13110,目黒区,1,A,00,000,農業，林業,1,04,20～29人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,05,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,06,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,07,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,08,300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,00,000,農業，林業,1,12,（再掲）5人以下,3,4,20,-,-,-,3,2,1,4,20,-,-,-,-,-,1,1,-,1,12,-,-,-,-,-,2,1,1,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,4,20,3,2,1,4,20,3,2,1,4,20,3,2,1,4,20
4,13110,目黒区,1,A,00,000,農業，林業,1,13,（再掲）20人以下,6,7,54,-,-,-,6,5,1,7,54,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,4,3,1,5,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54
4,13110,目黒区,1,A,00,000,農業，林業,1,14,（再掲）50人以下,6,7,54,-,-,-,6,5,1,7,54,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,4,3,1,5,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54
4,13110,目黒区,1,A,00,000,農業，林業,1,15,（再掲）100人以下,6,7,54,-,-,-,6,5,1,7,54,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,4,3,1,5,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54
4,13110,目黒区,1,A,00,000,農業，林業,1,16,（再掲）200人以下,6,7,54,-,-,-,6,5,1,7,54,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,4,3,1,5,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54
4,13110,目黒区,1,A,00,000,農業，林業,1,17,（再掲）300人以下,6,7,54,-,-,-,6,5,1,7,54,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,4,3,1,5,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54
4,13110,目黒区,1,A,00,000,農業，林業,1,18,（再掲）900人以下,6,7,54,-,-,-,6,5,1,7,54,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,4,3,1,5,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54,6,5,1,7,54
4,13110,目黒区,2,A,01,000,農業,0,00,全ての規模,5,5,48,-,-,-,5,5,-,5,48,-,-,-,-,-,2,2,-,2,23,-,-,-,-,-,3,3,-,3,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,5,48,5,5,-,5,48,5,5,-,5,48,5,5,-,5,48
4,13110,目黒区,2,A,01,000,農業,1,01,0～4人,2,2,14,-,-,-,2,2,-,2,14,-,-,-,-,-,1,1,-,1,12,-,-,-,-,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,14,2,2,-,2,14,2,2,-,2,14,2,2,-,2,14
4,13110,目黒区,2,A,01,000,農業,1,02,5～9人,2,2,21,-,-,-,2,2,-,2,21,-,-,-,-,-,1,1,-,1,11,-,-,-,-,-,1,1,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,21,2,2,-,2,21,2,2,-,2,21,2,2,-,2,21
