地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,1312302105,江戸川区,南小岩,南小岩５丁目,南小岩５丁目,45,393,2,13,16,79,5,26,20,266,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302106,江戸川区,南小岩,南小岩６丁目,南小岩６丁目,66,394,3,11,32,160,9,75,17,108,2,25,1,9,-,-,-,-,-,-,-,-
4,1312302107,江戸川区,南小岩,南小岩７丁目,南小岩７丁目,118,1269,10,51,50,316,14,74,26,458,10,230,-,-,1,9,-,-,-,-,-,-
4,1312302108,江戸川区,南小岩,南小岩８丁目,南小岩８丁目,57,412,6,17,20,98,11,52,16,227,1,1,1,4,-,-,-,-,-,-,-,-
3,1312302200,江戸川区,北小岩,,北小岩,323,2327,21,176,125,709,42,259,114,912,9,209,1,3,-,-,-,-,-,-,-,-
4,1312302201,江戸川区,北小岩,北小岩１丁目,北小岩１丁目,37,317,3,48,14,87,3,10,14,157,3,15,-,-,-,-,-,-,-,-,-,-
4,1312302202,江戸川区,北小岩,北小岩２丁目,北小岩２丁目,62,609,8,45,25,137,6,21,19,235,2,154,-,-,-,-,-,-,-,-,-,-
4,1312302203,江戸川区,北小岩,北小岩３丁目,北小岩３丁目,35,179,1,1,10,54,4,54,16,50,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302204,江戸川区,北小岩,北小岩４丁目,北小岩４丁目,44,245,4,22,12,59,8,41,16,111,1,4,-,-,-,-,-,-,-,-,-,-
4,1312302205,江戸川区,北小岩,北小岩５丁目,北小岩５丁目,29,179,1,17,14,57,3,28,10,70,1,7,-,-,-,-,-,-,-,-,-,-
4,1312302206,江戸川区,北小岩,北小岩６丁目,北小岩６丁目,62,429,3,42,24,114,9,69,22,166,1,21,1,3,-,-,-,-,-,-,-,-
4,1312302207,江戸川区,北小岩,北小岩７丁目,北小岩７丁目,21,115,-,-,9,33,4,12,8,70,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302208,江戸川区,北小岩,北小岩８丁目,北小岩８丁目,33,254,1,1,17,168,5,24,9,53,1,8,-,-,-,-,-,-,-,-,-,-
3,1312302300,江戸川区,鹿骨町,,鹿骨町,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312302400,江戸川区,鹿骨,,鹿骨,244,1971,16,64,124,671,21,128,66,930,6,113,2,26,-,-,-,-,-,-,-,-
4,1312302401,江戸川区,鹿骨,鹿骨１丁目,鹿骨１丁目,70,561,6,17,34,135,6,55,20,262,2,76,1,7,-,-,-,-,-,-,-,-
4,1312302402,江戸川区,鹿骨,鹿骨２丁目,鹿骨２丁目,48,350,1,5,26,111,1,4,13,170,4,37,1,19,-,-,-,-,-,-,-,-
4,1312302403,江戸川区,鹿骨,鹿骨３丁目,鹿骨３丁目,26,141,2,4,15,71,2,7,7,59,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302404,江戸川区,鹿骨,鹿骨４丁目,鹿骨４丁目,45,365,3,18,22,177,6,22,13,146,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302405,江戸川区,鹿骨,鹿骨５丁目,鹿骨５丁目,32,266,3,16,16,104,3,14,8,121,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302406,江戸川区,鹿骨,鹿骨６丁目,鹿骨６丁目,23,288,1,4,11,73,3,26,5,172,-,-,-,-,-,-,-,-,-,-,-,-
3,1312302500,江戸川区,松本,,松本,86,696,1,2,40,282,6,40,35,362,-,-,1,3,-,-,-,-,-,-,-,-
4,1312302501,江戸川区,松本,松本１丁目,松本１丁目,40,399,1,2,21,136,2,26,15,231,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302502,江戸川区,松本,松本２丁目,松本２丁目,46,297,-,-,19,146,4,14,20,131,-,-,1,3,-,-,-,-,-,-,-,-
3,1312302600,江戸川区,東松本,,東松本,41,428,2,6,22,259,7,40,7,64,-,-,1,2,1,54,-,-,-,-,-,-
4,1312302601,江戸川区,東松本,東松本１丁目,東松本１丁目,19,260,-,-,11,205,3,16,4,36,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302602,江戸川区,東松本,東松本２丁目,東松本２丁目,22,168,2,6,11,54,4,24,3,28,-,-,1,2,1,54,-,-,-,-,-,-
3,1312302700,江戸川区,興宮町,,興宮町,39,272,1,1,19,107,1,4,17,143,1,17,-,-,-,-,-,-,-,-,-,-
3,1312302800,江戸川区,上一色,,上一色,74,515,7,59,30,89,11,84,22,219,2,57,-,-,-,-,-,-,-,-,-,-
4,1312302801,江戸川区,上一色,上一色１丁目,上一色１丁目,14,124,2,5,3,8,2,12,5,42,1,52,-,-,-,-,-,-,-,-,-,-
4,1312302802,江戸川区,上一色,上一色２丁目,上一色２丁目,19,179,-,-,9,28,5,59,5,92,-,-,-,-,-,-,-,-,-,-,-,-
4,1312302803,江戸川区,上一色,上一色３丁目,上一色３丁目,41,212,5,54,18,53,4,13,12,85,1,5,-,-,-,-,-,-,-,-,-,-
3,1312302900,江戸川区,本一色,,本一色,104,1126,3,9,37,434,16,88,37,371,5,68,2,101,1,51,-,-,-,-,-,-
4,1312302901,江戸川区,本一色,本一色１丁目,本一色１丁目,37,360,1,1,12,91,6,17,12,133,3,16,2,101,-,-,-,-,-,-,-,-
4,1312302902,江戸川区,本一色,本一色２丁目,本一色２丁目,28,209,-,-,10,30,4,43,12,84,2,52,-,-,-,-,-,-,-,-,-,-
4,1312302903,江戸川区,本一色,本一色３丁目,本一色３丁目,39,557,2,8,15,313,6,28,13,154,-,-,-,-,1,51,-,-,-,-,-,-
3,1312303000,江戸川区,篠崎町,,篠崎町,379,5167,12,191,148,909,47,318,127,2573,5,157,11,784,2,46,-,-,-,-,-,-
4,1312303001,江戸川区,篠崎町,篠崎町１丁目,篠崎町１丁目,52,889,1,3,21,92,6,29,18,446,-,-,2,302,-,-,-,-,-,-,-,-
4,1312303002,江戸川区,篠崎町,篠崎町２丁目,篠崎町２丁目,60,796,6,162,17,128,2,52,27,374,-,-,1,8,-,-,-,-,-,-,-,-
4,1312303003,江戸川区,篠崎町,篠崎町３丁目,篠崎町３丁目,27,818,-,-,10,102,5,18,9,673,1,19,-,-,1,2,-,-,-,-,-,-
4,1312303004,江戸川区,篠崎町,篠崎町４丁目,篠崎町４丁目,53,638,-,-,24,106,5,46,15,229,1,4,2,191,-,-,-,-,-,-,-,-
4,1312303005,江戸川区,篠崎町,篠崎町５丁目,篠崎町５丁目,41,445,-,-,18,84,3,16,17,249,-,-,1,91,-,-,-,-,-,-,-,-
4,1312303006,江戸川区,篠崎町,篠崎町６丁目,篠崎町６丁目,57,641,1,1,21,101,11,85,18,178,1,123,2,105,1,44,-,-,-,-,-,-
4,1312303007,江戸川区,篠崎町,篠崎町７丁目,篠崎町７丁目,83,903,4,25,37,296,11,57,21,402,2,11,3,87,-,-,-,-,-,-,-,-
4,1312303008,江戸川区,篠崎町,篠崎町８丁目,篠崎町８丁目,6,37,-,-,-,-,4,15,2,22,-,-,-,-,-,-,-,-,-,-,-,-
3,1312303100,江戸川区,東篠崎町,,東篠崎町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312303200,江戸川区,東篠崎,,東篠崎,13,319,-,-,3,7,-,-,8,68,1,12,-,-,-,-,-,-,1,232,-,-
4,1312303201,江戸川区,東篠崎,東篠崎１丁目,東篠崎１丁目,11,79,-,-,3,7,-,-,7,60,1,12,-,-,-,-,-,-,-,-,-,-
4,1312303202,江戸川区,東篠崎,東篠崎２丁目,東篠崎２丁目,2,240,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,1,232,-,-
3,1312303300,江戸川区,西篠崎,,西篠崎,46,879,3,33,19,53,8,90,12,78,1,32,1,10,1,4,1,579,-,-,-,-
4,1312303301,江戸川区,西篠崎,西篠崎１丁目,西篠崎１丁目,19,162,2,27,8,27,5,60,3,38,-,-,1,10,-,-,-,-,-,-,-,-
4,1312303302,江戸川区,西篠崎,西篠崎２丁目,西篠崎２丁目,27,717,1,6,11,26,3,30,9,40,1,32,-,-,1,4,1,579,-,-,-,-
3,1312303400,江戸川区,南篠崎町,,南篠崎町,239,2626,8,62,84,602,40,456,82,1121,15,280,5,79,-,-,-,-,-,-,-,-
4,1312303401,江戸川区,南篠崎町,南篠崎町１丁目,南篠崎町１丁目,74,720,1,33,32,195,11,75,22,325,6,86,-,-,-,-,-,-,-,-,-,-
4,1312303402,江戸川区,南篠崎町,南篠崎町２丁目,南篠崎町２丁目,52,663,1,3,17,274,10,102,22,250,-,-,2,34,-,-,-,-,-,-,-,-
4,1312303403,江戸川区,南篠崎町,南篠崎町３丁目,南篠崎町３丁目,35,201,2,9,10,30,5,36,14,83,3,37,-,-,-,-,-,-,-,-,-,-
4,1312303404,江戸川区,南篠崎町,南篠崎町４丁目,南篠崎町４丁目,63,776,2,10,19,85,13,129,21,358,5,147,2,43,-,-,-,-,-,-,-,-
4,1312303405,江戸川区,南篠崎町,南篠崎町５丁目,南篠崎町５丁目,15,266,2,7,6,18,1,114,3,105,1,10,1,2,-,-,-,-,-,-,-,-
3,1312303500,江戸川区,北篠崎,,北篠崎,62,399,-,-,33,141,11,62,17,186,1,10,-,-,-,-,-,-,-,-,-,-
4,1312303501,江戸川区,北篠崎,北篠崎１丁目,北篠崎１丁目,13,71,-,-,7,40,3,11,2,10,1,10,-,-,-,-,-,-,-,-,-,-
4,1312303502,江戸川区,北篠崎,北篠崎２丁目,北篠崎２丁目,49,328,-,-,26,101,8,51,15,176,-,-,-,-,-,-,-,-,-,-,-,-
3,1312303600,江戸川区,上篠崎,,上篠崎,95,779,8,39,39,174,12,64,28,242,3,48,4,205,-,-,-,-,-,-,-,-
4,1312303601,江戸川区,上篠崎,上篠崎１丁目,上篠崎１丁目,12,49,3,7,4,18,1,2,4,22,-,-,-,-,-,-,-,-,-,-,-,-
4,1312303602,江戸川区,上篠崎,上篠崎２丁目,上篠崎２丁目,39,236,1,3,18,78,6,29,12,108,1,11,-,-,-,-,-,-,-,-,-,-
4,1312303603,江戸川区,上篠崎,上篠崎３丁目,上篠崎３丁目,19,278,1,22,8,47,3,22,3,39,1,24,3,124,-,-,-,-,-,-,-,-
4,1312303604,江戸川区,上篠崎,上篠崎４丁目,上篠崎４丁目,25,216,3,7,9,31,2,11,9,73,1,13,1,81,-,-,-,-,-,-,-,-
3,1312303700,江戸川区,下篠崎町,,下篠崎町,29,128,4,30,15,57,1,7,7,31,-,-,-,-,-,-,-,-,-,-,-,-
3,1312303800,江戸川区,船堀,,船堀,292,3342,18,143,109,624,27,151,97,1400,13,391,8,211,1,11,3,304,-,-,-,-
4,1312303801,江戸川区,船堀,船堀１丁目,船堀１丁目,25,289,-,-,10,72,2,6,5,58,1,45,2,11,-,-,1,84,-,-,-,-
4,1312303802,江戸川区,船堀,船堀２丁目,船堀２丁目,69,466,5,11,29,146,8,27,16,139,4,110,1,5,1,11,-,-,-,-,-,-
4,1312303803,江戸川区,船堀,船堀３丁目,船堀３丁目,40,772,3,18,10,79,3,22,16,261,2,104,2,23,-,-,2,220,-,-,-,-
4,1312303804,江戸川区,船堀,船堀４丁目,船堀４丁目,28,456,4,29,8,75,1,9,11,185,2,54,1,99,-,-,-,-,-,-,-,-
4,1312303805,江戸川区,船堀,船堀５丁目,船堀５丁目,52,390,1,7,16,55,5,15,26,239,2,24,1,47,-,-,-,-,-,-,-,-
4,1312303806,江戸川区,船堀,船堀６丁目,船堀６丁目,23,437,1,70,8,28,3,47,10,266,-,-,1,26,-,-,-,-,-,-,-,-
4,1312303807,江戸川区,船堀,船堀７丁目,船堀７丁目,55,532,4,8,28,169,5,25,13,252,2,54,-,-,-,-,-,-,-,-,-,-
3,1312303900,江戸川区,宇喜田町,,宇喜田町,46,345,1,4,21,124,4,14,15,173,1,11,-,-,-,-,-,-,-,-,-,-
3,1312304000,江戸川区,新堀,,新堀,122,1190,2,46,48,252,16,144,48,677,5,44,1,14,-,-,-,-,-,-,-,-
4,1312304001,江戸川区,新堀,新堀１丁目,新堀１丁目,64,663,2,46,28,127,5,95,24,339,3,31,1,14,-,-,-,-,-,-,-,-
4,1312304002,江戸川区,新堀,新堀２丁目,新堀２丁目,58,527,-,-,20,125,11,49,24,338,2,13,-,-,-,-,-,-,-,-,-,-
3,1312304100,江戸川区,東葛西,,東葛西,350,6907,23,250,107,704,45,358,128,3003,19,612,6,1068,1,37,2,686,-,-,-,-
4,1312304101,江戸川区,東葛西,東葛西１丁目,東葛西１丁目,41,294,-,-,13,66,11,53,17,175,-,-,-,-,-,-,-,-,-,-,-,-
4,1312304102,江戸川区,東葛西,東葛西２丁目,東葛西２丁目,24,193,2,9,5,16,5,57,9,71,2,38,-,-,-,-,-,-,-,-,-,-
4,1312304103,江戸川区,東葛西,東葛西３丁目,東葛西３丁目,12,862,1,3,5,16,1,3,3,210,-,-,-,-,1,37,1,593,-,-,-,-
4,1312304104,江戸川区,東葛西,東葛西４丁目,東葛西４丁目,38,883,1,2,13,80,4,16,14,685,3,82,-,-,-,-,-,-,-,-,-,-
4,1312304105,江戸川区,東葛西,東葛西５丁目,東葛西５丁目,81,1201,9,103,19,125,12,146,32,749,1,10,1,2,-,-,-,-,-,-,-,-
4,1312304106,江戸川区,東葛西,東葛西６丁目,東葛西６丁目,87,2687,5,57,25,249,5,17,32,779,10,453,3,1033,-,-,-,-,-,-,-,-
4,1312304107,江戸川区,東葛西,東葛西７丁目,東葛西７丁目,19,234,3,69,6,30,3,42,6,85,1,8,-,-,-,-,-,-,-,-,-,-
4,1312304108,江戸川区,東葛西,東葛西８丁目,東葛西８丁目,40,318,2,7,20,120,2,2,12,143,1,9,2,33,-,-,-,-,-,-,-,-
4,1312304109,江戸川区,東葛西,東葛西９丁目,東葛西９丁目,8,235,-,-,1,2,2,22,3,106,1,12,-,-,-,-,1,93,-,-,-,-
3,1312304200,江戸川区,西葛西,,西葛西,306,14040,16,122,79,714,42,323,119,2393,11,744,9,411,5,310,4,8895,-,-,-,-
4,1312304201,江戸川区,西葛西,西葛西１丁目,西葛西１丁目,32,290,1,3,12,59,4,13,12,209,1,2,-,-,-,-,-,-,-,-,-,-
4,1312304202,江戸川区,西葛西,西葛西２丁目,西葛西２丁目,24,377,-,-,5,16,2,20,15,295,-,-,1,43,-,-,-,-,-,-,-,-
4,1312304203,江戸川区,西葛西,西葛西３丁目,西葛西３丁目,46,986,3,20,17,208,6,41,14,106,1,524,-,-,1,67,-,-,-,-,-,-
4,1312304204,江戸川区,西葛西,西葛西４丁目,西葛西４丁目,15,110,1,2,2,10,3,25,6,62,1,6,-,-,-,-,-,-,-,-,-,-
4,1312304205,江戸川区,西葛西,西葛西５丁目,西葛西５丁目,35,421,3,20,5,13,6,46,16,298,1,8,1,24,-,-,-,-,-,-,-,-
4,1312304206,江戸川区,西葛西,西葛西６丁目,西葛西６丁目,109,10398,8,77,28,174,15,154,38,847,3,56,5,205,2,80,3,8735,-,-,-,-
4,1312304207,江戸川区,西葛西,西葛西７丁目,西葛西７丁目,32,1089,-,-,6,198,5,20,13,415,3,111,2,139,1,34,1,160,-,-,-,-
4,1312304208,江戸川区,西葛西,西葛西８丁目,西葛西８丁目,13,369,-,-,4,36,1,4,5,161,1,37,-,-,1,129,-,-,-,-,-,-
3,1312304300,江戸川区,南葛西,,南葛西,196,3499,10,148,73,921,21,158,70,1145,5,132,5,911,-,-,-,-,-,-,-,-
4,1312304301,江戸川区,南葛西,南葛西１丁目,南葛西１丁目,21,242,-,-,7,42,5,13,8,173,1,14,-,-,-,-,-,-,-,-,-,-
4,1312304302,江戸川区,南葛西,南葛西２丁目,南葛西２丁目,54,639,5,107,20,166,4,35,19,276,-,-,1,9,-,-,-,-,-,-,-,-
4,1312304303,江戸川区,南葛西,南葛西３丁目,南葛西３丁目,22,223,-,-,9,34,-,-,10,101,-,-,2,80,-,-,-,-,-,-,-,-
4,1312304304,江戸川区,南葛西,南葛西４丁目,南葛西４丁目,36,668,3,16,13,311,5,41,11,230,3,69,-,-,-,-,-,-,-,-,-,-
4,1312304305,江戸川区,南葛西,南葛西５丁目,南葛西５丁目,20,1155,-,-,7,271,3,26,7,111,-,-,1,737,-,-,-,-,-,-,-,-
4,1312304306,江戸川区,南葛西,南葛西６丁目,南葛西６丁目,33,462,2,25,14,86,2,15,10,183,1,49,1,85,-,-,-,-,-,-,-,-
4,1312304307,江戸川区,南葛西,南葛西７丁目,南葛西７丁目,10,110,-,-,3,11,2,28,5,71,-,-,-,-,-,-,-,-,-,-,-,-
3,1312304400,江戸川区,北葛西,,北葛西,148,3163,7,104,49,245,26,422,45,802,4,124,6,516,1,55,1,2,2,792,-,-
4,1312304401,江戸川区,北葛西,北葛西１丁目,北葛西１丁目,30,422,2,47,8,35,7,131,8,72,1,16,2,118,-,-,-,-,-,-,-,-
4,1312304402,江戸川区,北葛西,北葛西２丁目,北葛西２丁目,44,442,1,4,17,63,7,42,15,244,1,42,1,43,-,-,-,-,-,-,-,-
4,1312304403,江戸川区,北葛西,北葛西３丁目,北葛西３丁目,16,415,-,-,6,25,2,95,4,97,2,66,1,130,-,-,-,-,-,-,-,-
4,1312304404,江戸川区,北葛西,北葛西４丁目,北葛西４丁目,33,1158,2,8,11,100,7,35,8,164,-,-,-,-,1,55,1,2,2,792,-,-
4,1312304405,江戸川区,北葛西,北葛西５丁目,北葛西５丁目,25,726,2,45,7,22,3,119,10,225,-,-,2,225,-,-,-,-,-,-,-,-
3,1312304500,江戸川区,中葛西,,中葛西,330,11444,17,117,93,518,44,390,135,3375,7,270,11,1191,2,2619,3,2851,-,-,-,-
4,1312304501,江戸川区,中葛西,中葛西１丁目,中葛西１丁目,59,912,1,24,20,107,6,57,28,691,-,-,1,21,1,7,-,-,-,-,-,-
4,1312304502,江戸川区,中葛西,中葛西２丁目,中葛西２丁目,45,666,-,-,18,118,4,101,18,323,1,85,1,33,-,-,-,-,-,-,-,-
4,1312304503,江戸川区,中葛西,中葛西３丁目,中葛西３丁目,67,6645,6,36,17,80,7,69,26,878,-,-,3,448,1,2612,2,2493,-,-,-,-
4,1312304504,江戸川区,中葛西,中葛西４丁目,中葛西４丁目,25,645,2,14,5,30,2,9,13,531,3,61,-,-,-,-,-,-,-,-,-,-
4,1312304505,江戸川区,中葛西,中葛西５丁目,中葛西５丁目,56,1485,4,27,15,99,9,53,23,662,1,3,2,636,-,-,-,-,-,-,-,-
4,1312304506,江戸川区,中葛西,中葛西６丁目,中葛西６丁目,16,149,-,-,6,35,3,38,6,60,1,16,-,-,-,-,-,-,-,-,-,-
4,1312304507,江戸川区,中葛西,中葛西７丁目,中葛西７丁目,44,831,1,9,7,24,9,54,20,214,1,105,2,34,-,-,1,358,-,-,-,-
4,1312304508,江戸川区,中葛西,中葛西８丁目,中葛西８丁目,18,111,3,7,5,25,4,9,1,16,-,-,2,19,-,-,-,-,-,-,-,-
3,1312304600,江戸川区,堀江町,,堀江町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312304700,江戸川区,清新町,,清新町,39,267,2,9,25,85,1,2,8,65,2,97,-,-,-,-,-,-,-,-,-,-
4,1312304701,江戸川区,清新町,清新町１丁目,清新町１丁目,36,204,2,9,24,83,1,2,7,62,1,39,-,-,-,-,-,-,-,-,-,-
4,1312304702,江戸川区,清新町,清新町２丁目,清新町２丁目,3,63,-,-,1,2,-,-,1,3,1,58,-,-,-,-,-,-,-,-,-,-
3,1312304800,江戸川区,臨海町,,臨海町,88,5230,2,10,13,64,11,194,35,1363,13,949,9,1140,4,1425,1,85,-,-,-,-
4,1312304801,江戸川区,臨海町,臨海町１丁目,臨海町１丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312304802,江戸川区,臨海町,臨海町２丁目,臨海町２丁目,5,14,-,-,4,13,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312304803,江戸川区,臨海町,臨海町３丁目,臨海町３丁目,41,2624,-,-,5,18,6,38,13,456,7,432,7,713,2,882,1,85,-,-,-,-
4,1312304804,江戸川区,臨海町,臨海町４丁目,臨海町４丁目,26,1441,1,5,2,16,3,147,13,477,4,290,2,427,1,79,-,-,-,-,-,-
4,1312304805,江戸川区,臨海町,臨海町５丁目,臨海町５丁目,14,1106,1,5,2,17,1,8,8,391,1,221,-,-,1,464,-,-,-,-,-,-
4,1312304806,江戸川区,臨海町,臨海町６丁目,臨海町６丁目,2,45,-,-,-,-,-,-,1,39,1,6,-,-,-,-,-,-,-,-,-,-
2,1319900000,境界未定地域,,,境界未定地域,146,48752,4,163,20,129,9,745,39,696,5,535,19,650,17,2282,9,4136,10,17296,8,22038
3,1319900100,境界未定地域,旧外濠川,,旧外濠川,121,48406,3,143,15,97,4,709,30,586,4,477,18,629,15,2216,9,4136,10,17296,8,22038
3,1319900200,境界未定地域,東京駅地下街の一部,,東京駅地下街の一部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1319900300,境界未定地域,八重洲地下街の一部,,八重洲地下街の一部,5,50,-,-,2,17,1,7,1,5,-,-,1,21,-,-,-,-,-,-,-,-
3,1319900400,境界未定地域,旧汐留川,,旧汐留川,18,206,1,20,3,15,4,29,8,105,-,-,-,-,1,34,-,-,-,-,-,-
3,1319900500,境界未定地域,中央防波堤埋立地,,中央防波堤埋立地,2,90,-,-,-,-,-,-,-,-,1,58,-,-,1,32,-,-,-,-,-,-
3,1319900600,境界未定地域,ベヨネース列岩、須美寿島、鳥島、孀婦岩,,ベヨネース列岩、須美寿島、鳥島、孀婦岩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1320000000,市部,,,市部,40893,823737,2983,19595,16851,102025,4635,37433,12465,201752,1284,61762,811,72332,267,66163,87,32448,59,148587,31,67745
2,1320100000,八王子市,,,八王子市,6306,102421,418,2863,2625,16634,718,5233,1883,31345,233,11294,124,10323,38,11708,17,7123,4,1971,2,2106
3,1320100100,八王子市,横山町,,横山町,120,2380,7,53,34,254,13,82,47,813,8,286,1,47,2,761,-,-,-,-,-,-
3,1320100200,八王子市,八日町,,八日町,45,600,2,25,15,103,1,18,22,359,3,89,-,-,-,-,-,-,-,-,-,-
3,1320100300,八王子市,八幡町,,八幡町,55,393,2,7,24,82,1,6,22,202,2,25,1,59,-,-,-,-,-,-,-,-
3,1320100400,八王子市,八木町,,八木町,20,115,2,4,10,45,3,21,5,45,-,-,-,-,-,-,-,-,-,-,-,-
3,1320100500,八王子市,追分町,,追分町,27,171,-,-,8,21,6,51,10,78,3,21,-,-,-,-,-,-,-,-,-,-
3,1320100600,八王子市,千人町,,千人町,170,2844,12,158,70,444,16,77,56,1728,5,347,1,45,1,12,1,9,-,-,-,-
4,1320100601,八王子市,千人町,千人町１丁目,千人町１丁目,28,424,5,14,12,50,2,22,5,90,2,244,-,-,-,-,-,-,-,-,-,-
4,1320100602,八王子市,千人町,千人町２丁目,千人町２丁目,74,766,3,12,26,204,11,43,27,414,1,23,1,45,-,-,1,9,-,-,-,-
4,1320100603,八王子市,千人町,千人町３丁目,千人町３丁目,48,309,2,7,25,105,2,7,15,127,1,47,-,-,1,12,-,-,-,-,-,-
4,1320100604,八王子市,千人町,千人町４丁目,千人町４丁目,20,1345,2,125,7,85,1,5,9,1097,1,33,-,-,-,-,-,-,-,-,-,-
3,1320100700,八王子市,日吉町,,日吉町,26,297,-,-,13,99,6,37,4,84,2,28,1,49,-,-,-,-,-,-,-,-
3,1320100800,八王子市,元本郷町,,元本郷町,127,1254,5,23,52,257,13,135,41,352,4,48,6,168,-,-,1,237,-,-,-,-
4,1320100801,八王子市,元本郷町,元本郷町１丁目,元本郷町１丁目,46,672,2,12,15,75,7,105,14,90,1,3,4,143,-,-,1,237,-,-,-,-
4,1320100802,八王子市,元本郷町,元本郷町２丁目,元本郷町２丁目,21,115,1,2,11,39,1,2,8,72,-,-,-,-,-,-,-,-,-,-,-,-
4,1320100803,八王子市,元本郷町,元本郷町３丁目,元本郷町３丁目,34,253,1,8,13,64,2,10,13,119,1,4,2,25,-,-,-,-,-,-,-,-
4,1320100804,八王子市,元本郷町,元本郷町４丁目,元本郷町４丁目,26,214,1,1,13,79,3,18,6,71,2,41,-,-,-,-,-,-,-,-,-,-
3,1320100900,八王子市,平岡町,,平岡町,34,220,-,-,13,90,4,17,13,92,1,4,-,-,1,5,-,-,-,-,-,-
3,1320101000,八王子市,本郷町,,本郷町,11,83,1,7,6,29,-,-,2,14,1,7,1,26,-,-,-,-,-,-,-,-
3,1320101100,八王子市,大横町,,大横町,24,180,1,2,10,113,2,4,11,61,-,-,-,-,-,-,-,-,-,-,-,-
3,1320101200,八王子市,本町,,本町,51,319,3,9,20,94,6,31,15,102,5,69,-,-,-,-,-,-,-,-,-,-
3,1320101300,八王子市,元横山町,,元横山町,100,1434,8,54,32,182,7,59,41,800,2,22,2,126,3,148,-,-,-,-,-,-
4,1320101301,八王子市,元横山町,元横山町１丁目,元横山町１丁目,32,454,1,3,9,34,3,9,16,363,-,-,-,-,2,43,-,-,-,-,-,-
4,1320101302,八王子市,元横山町,元横山町２丁目,元横山町２丁目,42,745,6,49,13,105,2,41,15,376,2,22,1,115,-,-,-,-,-,-,-,-
4,1320101303,八王子市,元横山町,元横山町３丁目,元横山町３丁目,26,235,1,2,10,43,2,9,10,61,-,-,1,11,1,105,-,-,-,-,-,-
3,1320101400,八王子市,田町,,田町,6,470,-,-,3,10,-,-,1,5,-,-,2,455,-,-,-,-,-,-,-,-
3,1320101500,八王子市,新町,,新町,25,298,2,7,7,27,4,18,8,141,2,82,1,21,-,-,-,-,-,-,-,-
3,1320101600,八王子市,明神町,,明神町,183,6743,14,148,56,423,31,185,61,1252,5,563,3,210,3,3704,3,174,-,-,-,-
4,1320101601,八王子市,明神町,明神町１丁目,明神町１丁目,19,163,1,4,6,27,5,33,6,19,-,-,1,80,-,-,-,-,-,-,-,-
4,1320101602,八王子市,明神町,明神町２丁目,明神町２丁目,59,2668,5,19,17,162,7,40,22,340,2,32,1,87,1,1964,-,-,-,-,-,-
4,1320101603,八王子市,明神町,明神町３丁目,明神町３丁目,25,2367,1,13,7,38,5,33,4,117,1,195,1,43,2,1740,2,133,-,-,-,-
4,1320101604,八王子市,明神町,明神町４丁目,明神町４丁目,80,1545,7,112,26,196,14,79,29,776,2,336,-,-,-,-,1,41,-,-,-,-
3,1320101700,八王子市,子安町,,子安町,141,3250,9,59,45,251,14,109,56,2310,4,123,4,107,1,198,-,-,-,-,-,-
