地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,1310901402,品川区,西大井,西大井２丁目,西大井２丁目,38,476,2,11,16,81,8,91,12,293,-,-,-,-,-,-,-,-,-,-,-,-
4,1310901403,品川区,西大井,西大井３丁目,西大井３丁目,10,30,-,-,3,11,1,2,6,17,-,-,-,-,-,-,-,-,-,-,-,-
4,1310901404,品川区,西大井,西大井４丁目,西大井４丁目,35,224,2,8,16,60,2,35,10,84,2,7,1,22,-,-,-,-,-,-,-,-
4,1310901405,品川区,西大井,西大井５丁目,西大井５丁目,35,185,-,-,12,30,1,1,15,112,2,21,1,2,-,-,-,-,-,-,-,-
4,1310901406,品川区,西大井,西大井６丁目,西大井６丁目,68,664,1,4,30,88,4,111,28,315,-,-,3,115,-,-,-,-,-,-,-,-
3,1310901500,品川区,小山台,,小山台,46,483,3,8,14,55,7,38,16,184,2,22,1,27,2,147,-,-,-,-,-,-
4,1310901501,品川区,小山台,小山台１丁目,小山台１丁目,43,462,3,8,14,55,7,38,14,170,2,22,1,27,1,140,-,-,-,-,-,-
4,1310901502,品川区,小山台,小山台２丁目,小山台２丁目,3,21,-,-,-,-,-,-,2,14,-,-,-,-,1,7,-,-,-,-,-,-
3,1310901600,品川区,小山,,小山,349,3889,28,122,134,654,41,316,109,915,10,140,6,240,-,-,-,-,-,-,1,1367
4,1310901601,品川区,小山,小山１丁目,小山１丁目,18,1460,1,1,10,34,1,10,4,44,-,-,-,-,-,-,-,-,-,-,1,1367
4,1310901602,品川区,小山,小山２丁目,小山２丁目,51,273,2,5,24,111,6,28,12,62,4,43,1,20,-,-,-,-,-,-,-,-
4,1310901603,品川区,小山,小山３丁目,小山３丁目,105,957,11,48,32,279,14,131,36,436,3,15,2,26,-,-,-,-,-,-,-,-
4,1310901604,品川区,小山,小山４丁目,小山４丁目,69,467,6,29,28,72,3,17,25,181,1,66,1,9,-,-,-,-,-,-,-,-
4,1310901605,品川区,小山,小山５丁目,小山５丁目,36,368,2,11,12,51,8,57,10,75,2,16,1,154,-,-,-,-,-,-,-,-
4,1310901606,品川区,小山,小山６丁目,小山６丁目,59,310,4,22,23,80,7,55,20,114,-,-,1,31,-,-,-,-,-,-,-,-
4,1310901607,品川区,小山,小山７丁目,小山７丁目,11,54,2,6,5,27,2,18,2,3,-,-,-,-,-,-,-,-,-,-,-,-
3,1310901700,品川区,荏原,,荏原,318,5072,8,25,131,554,25,180,119,1892,11,1051,10,1230,2,88,-,-,-,-,-,-
4,1310901701,品川区,荏原,荏原１丁目,荏原１丁目,71,630,3,7,30,123,7,57,20,173,1,73,3,77,2,88,-,-,-,-,-,-
4,1310901702,品川区,荏原,荏原２丁目,荏原２丁目,28,1180,-,-,12,42,1,7,11,892,3,63,1,176,-,-,-,-,-,-,-,-
4,1310901703,品川区,荏原,荏原３丁目,荏原３丁目,45,318,1,2,16,57,4,50,19,148,-,-,2,51,-,-,-,-,-,-,-,-
4,1310901704,品川区,荏原,荏原４丁目,荏原４丁目,74,1039,1,7,33,138,6,40,27,284,2,33,2,531,-,-,-,-,-,-,-,-
4,1310901705,品川区,荏原,荏原５丁目,荏原５丁目,38,671,1,1,14,53,3,9,17,136,1,77,2,395,-,-,-,-,-,-,-,-
4,1310901706,品川区,荏原,荏原６丁目,荏原６丁目,54,1204,2,8,22,121,4,17,22,253,4,805,-,-,-,-,-,-,-,-,-,-
4,1310901707,品川区,荏原,荏原７丁目,荏原７丁目,8,30,-,-,4,20,-,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-
3,1310901800,品川区,平塚,,平塚,199,3732,7,42,59,244,23,104,86,1263,10,566,7,138,-,-,1,1358,-,-,-,-
4,1310901801,品川区,平塚,平塚１丁目,平塚１丁目,74,678,2,7,21,102,10,30,36,407,3,126,1,5,-,-,-,-,-,-,-,-
4,1310901802,品川区,平塚,平塚２丁目,平塚２丁目,78,2714,3,20,24,93,5,22,31,649,6,435,6,133,-,-,1,1358,-,-,-,-
4,1310901803,品川区,平塚,平塚３丁目,平塚３丁目,47,340,2,15,14,49,8,52,19,207,1,5,-,-,-,-,-,-,-,-,-,-
3,1310901900,品川区,旗の台,,旗の台,207,2159,17,94,81,477,24,213,67,892,5,82,3,60,-,-,1,287,-,-,-,-
4,1310901901,品川区,旗の台,旗の台１丁目,旗の台１丁目,14,438,-,-,4,13,2,37,6,369,1,16,-,-,-,-,-,-,-,-,-,-
4,1310901902,品川区,旗の台,旗の台２丁目,旗の台２丁目,72,815,5,20,27,107,8,43,25,292,3,42,1,3,-,-,1,287,-,-,-,-
4,1310901903,品川区,旗の台,旗の台３丁目,旗の台３丁目,21,227,6,52,9,121,2,31,4,23,-,-,-,-,-,-,-,-,-,-,-,-
4,1310901904,品川区,旗の台,旗の台４丁目,旗の台４丁目,34,245,4,18,14,131,4,10,8,41,1,24,-,-,-,-,-,-,-,-,-,-
4,1310901905,品川区,旗の台,旗の台５丁目,旗の台５丁目,42,299,2,4,18,62,5,89,13,82,-,-,1,53,-,-,-,-,-,-,-,-
4,1310901906,品川区,旗の台,旗の台６丁目,旗の台６丁目,24,135,-,-,9,43,3,3,11,85,-,-,1,4,-,-,-,-,-,-,-,-
3,1310902000,品川区,中延,,中延,293,2417,18,194,132,788,34,192,91,849,3,144,3,80,-,-,-,-,-,-,-,-
4,1310902001,品川区,中延,中延１丁目,中延１丁目,37,220,3,7,17,48,2,4,14,157,-,-,-,-,-,-,-,-,-,-,-,-
4,1310902002,品川区,中延,中延２丁目,中延２丁目,49,565,2,12,19,83,7,40,16,251,1,112,1,61,-,-,-,-,-,-,-,-
4,1310902003,品川区,中延,中延３丁目,中延３丁目,47,284,5,17,25,123,3,8,10,80,1,12,1,6,-,-,-,-,-,-,-,-
4,1310902004,品川区,中延,中延４丁目,中延４丁目,54,602,2,135,27,198,4,20,16,174,1,20,1,13,-,-,-,-,-,-,-,-
4,1310902005,品川区,中延,中延５丁目,中延５丁目,65,498,3,8,30,285,11,34,19,94,-,-,-,-,-,-,-,-,-,-,-,-
4,1310902006,品川区,中延,中延６丁目,中延６丁目,41,248,3,15,14,51,7,86,16,93,-,-,-,-,-,-,-,-,-,-,-,-
3,1310902100,品川区,西中延,,西中延,108,1157,10,47,43,163,5,21,39,223,7,659,1,17,2,24,-,-,-,-,-,-
4,1310902101,品川区,西中延,西中延１丁目,西中延１丁目,56,820,3,16,18,66,3,16,24,156,5,540,1,17,1,6,-,-,-,-,-,-
4,1310902102,品川区,西中延,西中延２丁目,西中延２丁目,34,283,2,16,18,81,-,-,11,49,2,119,-,-,1,18,-,-,-,-,-,-
4,1310902103,品川区,西中延,西中延３丁目,西中延３丁目,18,54,5,15,7,16,2,5,4,18,-,-,-,-,-,-,-,-,-,-,-,-
3,1310902200,品川区,東中延,,東中延,86,1128,5,40,28,119,13,73,29,309,2,12,4,375,2,196,-,-,-,-,-,-
4,1310902201,品川区,東中延,東中延１丁目,東中延１丁目,30,596,2,15,10,40,4,28,10,47,1,7,2,278,1,181,-,-,-,-,-,-
4,1310902202,品川区,東中延,東中延２丁目,東中延２丁目,56,532,3,25,18,79,9,45,19,262,1,5,2,97,1,15,-,-,-,-,-,-
3,1310902300,品川区,戸越,,戸越,307,5469,18,68,131,571,28,178,92,877,13,437,10,477,1,37,2,1714,1,3,1,1027
4,1310902301,品川区,戸越,戸越１丁目,戸越１丁目,62,2188,1,1,28,102,2,10,17,96,5,93,4,147,-,-,2,1714,1,3,-,-
4,1310902302,品川区,戸越,戸越２丁目,戸越２丁目,35,333,4,18,15,52,5,54,9,202,-,-,-,-,-,-,-,-,-,-,-,-
4,1310902303,品川区,戸越,戸越３丁目,戸越３丁目,44,427,2,4,18,51,4,15,14,101,3,159,3,97,-,-,-,-,-,-,-,-
4,1310902304,品川区,戸越,戸越４丁目,戸越４丁目,31,385,1,1,12,49,4,12,11,104,1,1,1,209,-,-,-,-,-,-,-,-
4,1310902305,品川区,戸越,戸越５丁目,戸越５丁目,78,525,6,25,28,138,10,71,27,219,1,3,2,24,1,37,-,-,-,-,-,-
4,1310902306,品川区,戸越,戸越６丁目,戸越６丁目,57,1611,4,19,30,179,3,16,14,155,3,181,-,-,-,-,-,-,-,-,1,1027
3,1310902400,品川区,豊町,,豊町,151,1323,7,23,66,350,16,71,51,471,2,13,2,8,-,-,1,302,-,-,-,-
4,1310902401,品川区,豊町,豊町１丁目,豊町１丁目,30,168,2,2,13,80,6,20,8,54,1,12,-,-,-,-,-,-,-,-,-,-
4,1310902402,品川区,豊町,豊町２丁目,豊町２丁目,18,67,1,1,9,50,2,6,5,9,1,1,-,-,-,-,-,-,-,-,-,-
4,1310902403,品川区,豊町,豊町３丁目,豊町３丁目,18,71,-,-,11,45,1,7,6,19,-,-,-,-,-,-,-,-,-,-,-,-
4,1310902404,品川区,豊町,豊町４丁目,豊町４丁目,30,639,1,12,10,46,4,20,12,179,-,-,-,-,-,-,1,302,-,-,-,-
4,1310902405,品川区,豊町,豊町５丁目,豊町５丁目,19,103,1,1,12,35,1,2,2,56,-,-,1,6,-,-,-,-,-,-,-,-
4,1310902406,品川区,豊町,豊町６丁目,豊町６丁目,36,275,2,7,11,94,2,16,18,154,-,-,1,2,-,-,-,-,-,-,-,-
3,1310902500,品川区,二葉,,二葉,201,2063,12,84,95,343,15,49,65,729,3,123,3,585,1,66,1,63,-,-,-,-
4,1310902501,品川区,二葉,二葉１丁目,二葉１丁目,50,427,4,16,21,99,3,17,21,232,-,-,-,-,-,-,1,63,-,-,-,-
4,1310902502,品川区,二葉,二葉２丁目,二葉２丁目,57,493,4,60,22,49,8,17,17,212,1,51,1,30,1,66,-,-,-,-,-,-
4,1310902503,品川区,二葉,二葉３丁目,二葉３丁目,46,288,2,6,29,113,1,7,12,143,1,17,-,-,-,-,-,-,-,-,-,-
4,1310902504,品川区,二葉,二葉４丁目,二葉４丁目,48,855,2,2,23,82,3,8,15,142,1,55,2,555,-,-,-,-,-,-,-,-
3,1310902600,品川区,八潮,,八潮,34,1358,1,1,7,77,3,118,12,197,2,64,1,23,4,330,3,544,-,-,-,-
4,1310902601,品川区,八潮,八潮１丁目,八潮１丁目,4,43,-,-,-,-,-,-,4,43,-,-,-,-,-,-,-,-,-,-,-,-
4,1310902602,品川区,八潮,八潮２丁目,八潮２丁目,11,483,-,-,-,-,-,-,4,88,2,64,-,-,4,330,1,1,-,-,-,-
4,1310902603,品川区,八潮,八潮３丁目,八潮３丁目,6,649,-,-,-,-,1,38,1,41,-,-,1,23,-,-,2,543,-,-,-,-
4,1310902604,品川区,八潮,八潮４丁目,八潮４丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1310902605,品川区,八潮,八潮５丁目,八潮５丁目,13,183,1,1,7,77,2,80,3,25,-,-,-,-,-,-,-,-,-,-,-,-
3,1310902700,品川区,東八潮,,東八潮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1311000000,目黒区,,,目黒区,4710,164220,303,2499,1500,7941,442,4146,1705,27131,196,13231,178,14642,79,56396,30,13845,16,8747,13,13984
3,1311000100,目黒区,駒場,,駒場,94,828,8,27,41,160,5,14,27,170,2,21,3,129,1,10,1,203,2,79,-,-
4,1311000101,目黒区,駒場,駒場１丁目,駒場１丁目,53,215,4,19,27,117,4,13,13,56,1,1,1,1,-,-,-,-,-,-,-,-
4,1311000102,目黒区,駒場,駒場２丁目,駒場２丁目,9,76,-,-,4,14,-,-,4,55,-,-,-,-,-,-,-,-,-,-,-,-
4,1311000103,目黒区,駒場,駒場３丁目,駒場３丁目,14,372,1,1,7,24,1,1,2,10,1,20,1,113,-,-,1,203,-,-,-,-
4,1311000104,目黒区,駒場,駒場４丁目,駒場４丁目,18,165,3,7,3,5,-,-,8,49,-,-,1,15,1,10,-,-,2,79,-,-
3,1311000200,目黒区,青葉台,,青葉台,263,40093,17,114,74,410,28,267,85,1933,9,1325,17,1434,7,30149,3,171,3,2698,2,1434
4,1311000201,目黒区,青葉台,青葉台１丁目,青葉台１丁目,126,2468,8,86,43,290,16,190,42,1321,2,21,6,444,-,-,-,-,-,-,-,-
4,1311000202,目黒区,青葉台,青葉台２丁目,青葉台２丁目,45,31474,-,-,7,29,5,19,16,285,5,1110,2,72,4,29889,1,6,-,-,1,38
4,1311000203,目黒区,青葉台,青葉台３丁目,青葉台３丁目,66,3812,7,25,17,65,4,39,21,284,2,194,6,864,1,203,2,165,1,564,1,1396
4,1311000204,目黒区,青葉台,青葉台４丁目,青葉台４丁目,26,2339,2,3,7,26,3,19,6,43,-,-,3,54,2,57,-,-,2,2134,-,-
3,1311000300,目黒区,東山,,東山,218,14579,8,48,60,314,18,144,84,1842,12,1248,11,688,11,2658,3,1992,1,2724,1,2868
4,1311000301,目黒区,東山,東山１丁目,東山１丁目,116,7231,2,10,31,189,11,84,45,1148,11,1239,5,327,5,1081,2,258,-,-,1,2868
4,1311000302,目黒区,東山,東山２丁目,東山２丁目,50,1039,2,2,13,34,3,12,19,236,1,9,6,361,4,366,-,-,-,-,-,-
4,1311000303,目黒区,東山,東山３丁目,東山３丁目,52,6309,4,36,16,91,4,48,20,458,-,-,-,-,2,1211,1,1734,1,2724,-,-
3,1311000400,目黒区,大橋,,大橋,67,8110,4,37,14,56,5,27,27,318,5,218,5,1944,1,32,2,4949,-,-,1,502
4,1311000401,目黒区,大橋,大橋１丁目,大橋１丁目,26,1168,-,-,6,30,1,1,11,115,3,61,2,217,1,32,1,210,-,-,1,502
4,1311000402,目黒区,大橋,大橋２丁目,大橋２丁目,41,6942,4,37,8,26,4,26,16,203,2,157,3,1727,-,-,1,4739,-,-,-,-
3,1311000500,目黒区,上目黒,,上目黒,491,20021,40,326,163,980,42,626,158,2107,18,764,21,1869,9,11138,3,1524,4,383,-,-
4,1311000501,目黒区,上目黒,上目黒１丁目,上目黒１丁目,146,12573,13,49,39,236,17,111,48,788,6,306,8,715,3,10220,1,20,2,76,-,-
4,1311000502,目黒区,上目黒,上目黒２丁目,上目黒２丁目,153,4606,17,133,43,200,15,479,46,588,4,30,7,416,5,845,2,1504,2,307,-,-
4,1311000503,目黒区,上目黒,上目黒３丁目,上目黒３丁目,94,1524,7,135,30,240,5,23,34,501,4,358,2,48,1,73,-,-,-,-,-,-
4,1311000504,目黒区,上目黒,上目黒４丁目,上目黒４丁目,51,901,2,7,26,81,2,5,18,114,1,14,2,680,-,-,-,-,-,-,-,-
4,1311000505,目黒区,上目黒,上目黒５丁目,上目黒５丁目,47,417,1,2,25,223,3,8,12,116,3,56,2,10,-,-,-,-,-,-,-,-
3,1311000600,目黒区,中目黒,,中目黒,290,10845,19,85,71,402,29,229,112,1937,11,268,20,1492,7,1323,5,1399,-,-,2,3626
4,1311000601,目黒区,中目黒,中目黒１丁目,中目黒１丁目,117,3976,11,41,23,148,13,91,40,776,5,155,11,1196,3,393,3,1133,-,-,-,-
4,1311000602,目黒区,中目黒,中目黒２丁目,中目黒２丁目,42,5422,-,-,7,35,5,69,17,516,2,73,2,91,3,728,2,266,-,-,2,3626
4,1311000603,目黒区,中目黒,中目黒３丁目,中目黒３丁目,71,944,5,37,21,136,6,39,30,334,1,2,5,179,1,202,-,-,-,-,-,-
4,1311000604,目黒区,中目黒,中目黒４丁目,中目黒４丁目,29,235,1,2,11,34,1,3,13,143,1,25,1,22,-,-,-,-,-,-,-,-
4,1311000605,目黒区,中目黒,中目黒５丁目,中目黒５丁目,31,268,2,5,9,49,4,27,12,168,2,13,1,4,-,-,-,-,-,-,-,-
3,1311000700,目黒区,三田,,三田,90,3047,7,40,33,167,7,383,30,176,2,45,5,589,3,276,1,1367,-,-,1,3
4,1311000701,目黒区,三田,三田１丁目,三田１丁目,31,2291,2,3,12,59,3,13,6,44,-,-,3,526,3,276,1,1367,-,-,1,3
4,1311000702,目黒区,三田,三田２丁目,三田２丁目,59,756,5,37,21,108,4,370,24,132,2,45,2,63,-,-,-,-,-,-,-,-
3,1311000800,目黒区,目黒,,目黒,285,7978,17,69,85,555,26,209,107,2089,13,654,10,611,10,3531,1,89,1,29,-,-
4,1311000801,目黒区,目黒,目黒１丁目,目黒１丁目,137,2996,8,37,30,256,16,135,53,1507,6,490,7,266,7,183,-,-,-,-,-,-
4,1311000802,目黒区,目黒,目黒２丁目,目黒２丁目,74,3175,4,21,22,165,5,34,35,373,2,106,-,-,1,2347,1,89,1,29,-,-
4,1311000803,目黒区,目黒,目黒３丁目,目黒３丁目,37,576,3,8,17,70,2,26,8,80,3,42,3,345,-,-,-,-,-,-,-,-
4,1311000804,目黒区,目黒,目黒４丁目,目黒４丁目,37,1231,2,3,16,64,3,14,11,129,2,16,-,-,2,1001,-,-,-,-,-,-
3,1311000900,目黒区,下目黒,,下目黒,431,20083,27,966,111,516,41,236,164,4376,26,5943,22,1608,10,2892,5,207,4,2408,3,700
4,1311000901,目黒区,下目黒,下目黒１丁目,下目黒１丁目,116,9446,8,892,19,207,10,93,44,2407,4,1497,9,802,5,961,3,73,3,2155,2,307
4,1311000902,目黒区,下目黒,下目黒２丁目,下目黒２丁目,140,3703,9,35,29,122,10,55,61,1540,17,602,4,331,3,154,1,130,1,253,1,393
4,1311000903,目黒区,下目黒,下目黒３丁目,下目黒３丁目,66,4417,2,6,18,60,7,49,31,254,2,3798,3,238,1,1,-,-,-,-,-,-
4,1311000904,目黒区,下目黒,下目黒４丁目,下目黒４丁目,32,199,2,21,11,38,6,19,10,76,2,43,-,-,-,-,-,-,-,-,-,-
4,1311000905,目黒区,下目黒,下目黒５丁目,下目黒５丁目,47,372,3,7,21,50,6,13,12,74,-,-,3,148,-,-,1,4,-,-,-,-
4,1311000906,目黒区,下目黒,下目黒６丁目,下目黒６丁目,30,1946,3,5,13,39,2,7,6,25,1,3,3,89,1,1776,-,-,-,-,-,-
3,1311001000,目黒区,中町,,中町,101,964,4,29,31,199,14,70,42,454,2,18,5,84,2,105,-,-,-,-,-,-
4,1311001001,目黒区,中町,中町１丁目,中町１丁目,39,371,2,25,12,47,6,28,17,207,1,3,1,61,-,-,-,-,-,-,-,-
4,1311001002,目黒区,中町,中町２丁目,中町２丁目,62,593,2,4,19,152,8,42,25,247,1,15,4,23,2,105,-,-,-,-,-,-
3,1311001100,目黒区,五本木,,五本木,138,957,8,21,40,192,12,61,59,526,8,97,3,28,-,-,1,10,-,-,-,-
4,1311001101,目黒区,五本木,五本木１丁目,五本木１丁目,50,410,4,15,11,52,4,33,24,213,3,65,3,28,-,-,-,-,-,-,-,-
4,1311001102,目黒区,五本木,五本木２丁目,五本木２丁目,70,451,3,3,23,102,6,23,29,273,4,30,-,-,-,-,1,10,-,-,-,-
4,1311001103,目黒区,五本木,五本木３丁目,五本木３丁目,18,96,1,3,6,38,2,5,6,40,1,2,-,-,-,-,-,-,-,-,-,-
3,1311001200,目黒区,祐天寺,,祐天寺,131,1304,14,85,50,209,14,53,38,835,4,57,1,25,1,3,-,-,-,-,-,-
4,1311001201,目黒区,祐天寺,祐天寺１丁目,祐天寺１丁目,33,205,8,57,12,51,5,13,4,49,-,-,1,25,1,3,-,-,-,-,-,-
4,1311001202,目黒区,祐天寺,祐天寺２丁目,祐天寺２丁目,98,1099,6,28,38,158,9,40,34,786,4,57,-,-,-,-,-,-,-,-,-,-
3,1311001300,目黒区,中央町,,中央町,113,1975,10,37,29,118,8,71,51,925,4,251,3,143,2,264,-,-,-,-,1,124
4,1311001301,目黒区,中央町,中央町１丁目,中央町１丁目,64,1347,6,24,18,91,5,23,25,686,4,251,2,110,-,-,-,-,-,-,1,124
4,1311001302,目黒区,中央町,中央町２丁目,中央町２丁目,49,628,4,13,11,27,3,48,26,239,-,-,1,33,2,264,-,-,-,-,-,-
3,1311001400,目黒区,目黒本町,,目黒本町,299,3402,18,69,112,478,31,318,112,1446,15,439,4,182,1,326,1,122,-,-,-,-
4,1311001401,目黒区,目黒本町,目黒本町１丁目,目黒本町１丁目,25,163,3,7,8,45,3,15,8,70,2,25,-,-,-,-,-,-,-,-,-,-
4,1311001402,目黒区,目黒本町,目黒本町２丁目,目黒本町２丁目,44,1273,1,11,11,54,1,11,19,380,7,221,2,145,1,326,1,122,-,-,-,-
4,1311001403,目黒区,目黒本町,目黒本町３丁目,目黒本町３丁目,49,480,5,18,21,130,4,16,17,191,1,113,1,12,-,-,-,-,-,-,-,-
4,1311001404,目黒区,目黒本町,目黒本町４丁目,目黒本町４丁目,68,502,1,2,34,128,2,16,26,258,2,62,1,25,-,-,-,-,-,-,-,-
4,1311001405,目黒区,目黒本町,目黒本町５丁目,目黒本町５丁目,74,450,6,23,28,87,13,102,25,229,2,9,-,-,-,-,-,-,-,-,-,-
4,1311001406,目黒区,目黒本町,目黒本町６丁目,目黒本町６丁目,39,534,2,8,10,34,8,158,17,318,1,9,-,-,-,-,-,-,-,-,-,-
3,1311001500,目黒区,原町,,原町,102,988,6,49,37,225,8,39,40,493,2,7,2,61,1,95,-,-,-,-,-,-
4,1311001501,目黒区,原町,原町１丁目,原町１丁目,75,677,6,49,27,180,7,35,28,336,-,-,2,61,-,-,-,-,-,-,-,-
4,1311001502,目黒区,原町,原町２丁目,原町２丁目,27,311,-,-,10,45,1,4,12,157,2,7,-,-,1,95,-,-,-,-,-,-
3,1311001600,目黒区,洗足,,洗足,67,400,4,6,23,67,5,24,27,184,5,82,1,28,-,-,-,-,-,-,-,-
4,1311001601,目黒区,洗足,洗足１丁目,洗足１丁目,27,111,2,3,9,33,3,10,10,56,2,5,-,-,-,-,-,-,-,-,-,-
4,1311001602,目黒区,洗足,洗足２丁目,洗足２丁目,40,289,2,3,14,34,2,14,17,128,3,77,1,28,-,-,-,-,-,-,-,-
3,1311001700,目黒区,南,,南,47,1303,1,4,13,55,7,18,20,223,4,144,-,-,-,-,1,845,-,-,-,-
4,1311001701,目黒区,南,南１丁目,南１丁目,22,250,-,-,5,26,3,5,12,110,2,109,-,-,-,-,-,-,-,-,-,-
4,1311001702,目黒区,南,南２丁目,南２丁目,12,962,1,4,3,15,1,1,4,60,1,23,-,-,-,-,1,845,-,-,-,-
4,1311001703,目黒区,南,南３丁目,南３丁目,13,91,-,-,5,14,3,12,4,53,1,12,-,-,-,-,-,-,-,-,-,-
3,1311001800,目黒区,碑文谷,,碑文谷,190,4587,4,19,64,461,18,68,70,655,8,153,12,1542,4,1648,-,-,-,-,-,-
4,1311001801,目黒区,碑文谷,碑文谷１丁目,碑文谷１丁目,54,280,-,-,24,81,6,17,22,153,2,29,-,-,-,-,-,-,-,-,-,-
4,1311001802,目黒区,碑文谷,碑文谷２丁目,碑文谷２丁目,20,309,1,11,5,36,3,10,5,41,1,20,4,184,-,-,-,-,-,-,-,-
4,1311001803,目黒区,碑文谷,碑文谷３丁目,碑文谷３丁目,16,74,-,-,4,10,3,11,4,26,1,1,1,15,1,6,-,-,-,-,-,-
4,1311001804,目黒区,碑文谷,碑文谷４丁目,碑文谷４丁目,24,403,1,2,7,65,1,3,12,222,-,-,2,110,-,-,-,-,-,-,-,-
4,1311001805,目黒区,碑文谷,碑文谷５丁目,碑文谷５丁目,56,754,1,2,17,254,1,10,21,181,4,103,4,104,2,72,-,-,-,-,-,-
4,1311001806,目黒区,碑文谷,碑文谷６丁目,碑文谷６丁目,20,2767,1,4,7,15,4,17,6,32,-,-,1,1129,1,1570,-,-,-,-,-,-
3,1311001900,目黒区,鷹番,,鷹番,267,7552,12,77,103,628,18,74,88,1055,4,12,7,579,1,1342,1,5,1,426,1,3237
4,1311001901,目黒区,鷹番,鷹番１丁目,鷹番１丁目,33,2073,-,-,9,69,1,2,12,204,2,3,3,417,1,1342,-,-,-,-,-,-
4,1311001902,目黒区,鷹番,鷹番２丁目,鷹番２丁目,107,4663,7,45,34,206,7,34,34,501,1,4,3,160,-,-,-,-,1,426,1,3237
4,1311001903,目黒区,鷹番,鷹番３丁目,鷹番３丁目,127,816,5,32,60,353,10,38,42,350,1,5,1,2,-,-,1,5,-,-,-,-
3,1311002000,目黒区,平町,,平町,68,1477,8,21,23,238,3,6,27,216,1,18,2,12,-,-,1,960,-,-,-,-
4,1311002001,目黒区,平町,平町１丁目,平町１丁目,45,1394,7,20,14,219,-,-,19,170,1,18,1,2,-,-,1,960,-,-,-,-
4,1311002002,目黒区,平町,平町２丁目,平町２丁目,23,83,1,1,9,19,3,6,8,46,-,-,1,10,-,-,-,-,-,-,-,-
3,1311002100,目黒区,大岡山,,大岡山,57,985,5,16,16,61,7,75,20,204,3,135,2,346,1,133,-,-,-,-,-,-
4,1311002101,目黒区,大岡山,大岡山１丁目,大岡山１丁目,51,917,5,16,14,57,5,17,18,198,3,135,2,346,1,133,-,-,-,-,-,-
4,1311002102,目黒区,大岡山,大岡山２丁目,大岡山２丁目,6,68,-,-,2,4,2,58,2,6,-,-,-,-,-,-,-,-,-,-,-,-
3,1311002200,目黒区,緑が丘,,緑が丘,97,1091,6,26,28,157,13,61,39,510,2,14,4,296,-,-,-,-,-,-,-,-
4,1311002201,目黒区,緑が丘,緑が丘１丁目,緑が丘１丁目,21,125,1,4,8,56,3,25,8,36,-,-,-,-,-,-,-,-,-,-,-,-
4,1311002202,目黒区,緑が丘,緑が丘２丁目,緑が丘２丁目,65,875,4,14,17,86,8,26,27,421,1,9,4,296,-,-,-,-,-,-,-,-
4,1311002203,目黒区,緑が丘,緑が丘３丁目,緑が丘３丁目,11,91,1,8,3,15,2,10,4,53,1,5,-,-,-,-,-,-,-,-,-,-
3,1311002300,目黒区,自由が丘,,自由が丘,418,4791,29,184,157,707,44,417,125,2314,21,579,14,426,4,39,1,2,-,-,-,-
4,1311002301,目黒区,自由が丘,自由が丘１丁目,自由が丘１丁目,266,3154,16,81,113,516,24,230,77,1687,12,449,3,75,3,22,1,2,-,-,-,-
4,1311002302,目黒区,自由が丘,自由が丘２丁目,自由が丘２丁目,124,1203,11,71,37,167,16,170,41,559,7,102,6,92,1,17,-,-,-,-,-,-
4,1311002303,目黒区,自由が丘,自由が丘３丁目,自由が丘３丁目,28,434,2,32,7,24,4,17,7,68,2,28,5,259,-,-,-,-,-,-,-,-
3,1311002400,目黒区,中根,,中根,97,4101,7,39,28,247,10,522,34,619,9,612,1,388,1,132,-,-,-,-,1,1490
4,1311002401,目黒区,中根,中根１丁目,中根１丁目,48,1476,2,11,16,114,4,459,18,164,3,301,1,388,-,-,-,-,-,-,-,-
4,1311002402,目黒区,中根,中根２丁目,中根２丁目,49,2625,5,28,12,133,6,63,16,455,6,311,-,-,1,132,-,-,-,-,1,1490
3,1311002500,目黒区,柿の木坂,,柿の木坂,97,821,6,42,32,115,11,81,41,416,1,7,1,97,-,-,-,-,-,-,-,-
