産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
3,E,13,139,その他の家具・装備品製造業,187,1628,1116,512,91,236,153,83,65,438,307,131,16,219,159,60,7,171,103,68,4,158,125,33,3,198,120,78,-,-,-,-,1,208,149,59,-,-,-,-,-,-,-,-,-
2,E,14,000,パルプ・紙・紙加工品製造業,1211,12284,8106,4050,579,1456,931,525,301,1962,1254,708,191,2523,1598,925,65,1543,971,572,43,1610,1056,554,20,1395,958,437,7,988,670,190,2,480,383,97,1,327,285,42,-,-,-,-,2
3,E,14,140,管理，補助的経済活動を行う事業所,60,1180,918,262,31,57,34,23,15,97,64,33,6,82,58,24,2,48,27,21,2,67,42,25,1,90,77,13,1,181,149,32,1,231,182,49,1,327,285,42,-,-,-,-,-
3,E,14,141,パルプ製造業,3,278,217,61,-,-,-,-,1,9,8,1,-,-,-,-,1,20,8,12,-,-,-,-,-,-,-,-,-,-,-,-,1,249,201,48,-,-,-,-,-,-,-,-,-
3,E,14,142,紙製造業,23,429,291,138,7,13,9,4,4,26,20,6,6,68,48,20,2,43,35,8,1,46,31,15,3,233,148,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,14,143,加工紙製造業,28,453,323,130,9,18,14,4,4,25,19,6,7,97,56,41,1,25,10,15,4,160,113,47,2,128,111,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,14,144,紙製品製造業,346,3331,2038,1293,178,440,285,155,79,510,307,203,44,569,329,240,24,577,344,233,9,321,200,121,10,684,462,222,2,230,111,119,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,14,145,紙製容器製造業,562,5322,3443,1751,251,648,415,233,146,955,602,353,106,1430,920,510,29,690,452,238,23,873,549,324,2,149,95,54,4,577,410,39,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,14,149,その他のパルプ・紙・紙加工品製造業,189,1291,876,415,103,280,174,106,52,340,234,106,22,277,187,90,6,140,95,45,4,143,121,22,2,111,65,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,15,000,印刷・同関連業,5937,79516,57629,21598,2921,7329,4837,2460,1426,9309,6294,2980,792,10785,7720,3032,304,7296,5280,1987,216,8149,5964,2185,185,12532,9393,3139,45,6274,4464,1650,12,2928,2003,925,6,2395,1780,615,14,12519,9894,2625,16
3,E,15,150,管理，補助的経済活動を行う事業所,118,3652,2803,849,59,122,77,45,18,115,78,37,11,146,104,42,12,295,203,92,3,108,64,44,2,117,80,37,2,346,266,80,1,245,167,78,1,444,384,60,1,1714,1380,334,8
3,E,15,151,印刷業,4297,58692,42300,16153,2119,5293,3490,1779,1017,6645,4469,2154,571,7794,5474,2287,215,5195,3782,1413,166,6264,4677,1587,143,9630,7174,2456,35,4861,3411,1290,9,2255,1527,728,4,1642,1232,410,11,9113,7064,2049,7
3,E,15,152,製版業,444,7894,6083,1773,175,409,270,137,112,737,531,199,74,1011,772,239,29,680,495,156,21,813,623,190,25,1718,1309,409,6,834,633,201,-,-,-,-,-,-,-,-,2,1692,1450,242,-
3,E,15,153,製本業，印刷物加工業,997,7837,5507,2322,528,1401,936,463,261,1677,1125,546,127,1697,1253,444,42,987,701,286,24,884,566,318,11,738,581,157,2,233,154,79,1,220,191,29,-,-,-,-,-,-,-,-,1
3,E,15,159,印刷関連サービス業,81,1441,936,501,40,104,64,36,18,135,91,44,9,137,117,20,6,139,99,40,2,80,34,46,4,329,249,80,-,-,-,-,1,208,118,90,1,309,164,145,-,-,-,-,-
2,E,16,000,化学工業,1061,51132,31340,15060,309,708,459,234,248,1612,1034,542,157,2186,1363,808,101,2470,1621,849,79,3099,2044,1055,72,4877,3183,1602,40,5517,3601,1916,20,4780,3221,1559,13,5352,3625,1727,15,20531,11189,4768,7
3,E,16,160,管理，補助的経済活動を行う事業所,202,15800,8221,3003,53,100,65,33,42,274,198,76,28,396,263,133,19,454,335,119,17,702,516,186,18,1210,893,317,8,916,716,200,5,1262,1010,252,3,1281,915,366,6,9205,3310,1321,3
3,E,16,161,化学肥料製造業,4,146,105,41,1,4,3,1,1,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,2,137,99,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,16,162,無機化学工業製品製造業,72,1433,1159,274,23,59,48,11,19,127,104,23,13,174,129,45,7,177,129,48,5,185,161,24,4,262,210,52,-,-,-,-,-,-,-,-,1,449,378,71,-,-,-,-,-
3,E,16,163,有機化学工業製品製造業,80,3048,2247,797,24,56,36,16,14,88,65,23,18,242,167,75,7,161,103,58,4,165,110,55,5,358,273,85,4,502,409,93,-,-,-,-,1,371,205,166,1,1105,879,226,2
3,E,16,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,153,3188,2342,844,55,143,99,42,38,249,182,67,21,299,218,81,17,417,297,120,13,493,377,116,2,131,55,76,5,675,508,167,1,283,228,55,1,498,378,120,-,-,-,-,-
3,E,16,165,医薬品製造業,160,16668,11104,5449,26,63,43,20,32,217,119,90,15,203,124,64,19,473,289,184,13,511,321,190,20,1434,878,464,13,1979,1316,663,11,2598,1709,889,6,2338,1403,935,5,6852,4902,1950,-
3,E,16,166,化粧品・歯磨・その他の化粧用調整品製造業,212,7243,3724,3488,65,142,72,67,60,393,187,178,37,536,232,304,15,359,167,192,13,507,174,333,12,771,368,403,5,734,262,472,2,432,164,268,-,-,-,-,3,3369,2098,1271,-
3,E,16,169,その他の化学工業,178,3606,2438,1164,62,141,93,44,42,259,176,83,25,336,230,106,17,429,301,128,14,536,385,151,9,574,407,167,5,711,390,321,1,205,110,95,1,415,346,69,-,-,-,-,2
2,E,17,000,石油製品・石炭製品製造業,56,5331,4538,793,12,24,22,2,16,111,83,28,11,153,119,34,6,143,119,24,3,129,94,35,2,112,96,16,2,224,190,34,1,285,215,70,-,-,-,-,2,4150,3600,550,1
3,E,17,170,管理，補助的経済活動を行う事業所,11,4792,4094,698,-,-,-,-,2,16,7,9,1,11,8,3,1,21,18,3,2,85,56,29,-,-,-,-,2,224,190,34,1,285,215,70,-,-,-,-,2,4150,3600,550,-
3,E,17,171,石油精製業,4,42,36,6,2,7,6,1,1,7,7,-,-,-,-,-,1,28,23,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,17,172,潤滑油・グリース製造業（石油精製業によらないもの）,7,141,119,22,1,3,2,1,2,14,9,5,2,26,22,4,-,-,-,-,1,44,38,6,1,54,48,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,17,173,コークス製造業,1,3,3,-,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,17,174,舗装材料製造業,29,318,257,61,8,11,11,-,9,62,51,11,8,116,89,27,3,71,58,13,-,-,-,-,1,58,48,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,17,179,その他の石油製品・石炭製品製造業,4,35,29,6,-,-,-,-,2,12,9,3,-,-,-,-,1,23,20,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2,E,18,000,プラスチック製品製造業（別掲を除く）,1732,19205,12889,6308,781,1968,1239,726,460,3015,1793,1217,279,3692,2245,1447,110,2681,1730,951,56,2106,1451,655,22,1370,963,407,14,1794,1400,394,2,457,360,97,1,374,327,47,2,1748,1381,367,5
3,E,18,180,管理，補助的経済活動を行う事業所,121,3332,2645,687,65,138,85,53,16,103,65,38,14,182,130,52,7,162,112,50,5,195,145,50,6,408,349,59,3,396,378,18,-,-,-,-,-,-,-,-,2,1748,1381,367,3
3,E,18,181,プラスチック板・棒・管・継手・異形押出製品製造業,210,1619,1082,537,106,259,185,74,54,354,231,123,31,403,276,127,12,292,192,100,4,143,81,62,3,168,117,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,182,プラスチックフィルム・シート・床材・合成皮革製造業,195,2032,1308,724,87,235,145,90,59,387,249,138,24,338,198,140,11,265,165,100,10,352,206,146,-,-,-,-,2,253,187,66,1,202,158,44,-,-,-,-,-,-,-,-,1
3,E,18,183,工業用プラスチック製品製造業,485,5396,3540,1851,187,476,292,184,143,967,555,407,93,1240,756,484,36,891,607,284,12,433,318,115,6,387,287,100,6,747,523,224,1,255,202,53,-,-,-,-,-,-,-,-,1
3,E,18,184,発泡・強化プラスチック製品製造業,112,1028,645,380,47,125,85,37,32,224,131,93,24,327,205,122,3,80,37,43,5,216,161,55,1,56,26,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,185,プラスチック成形材料製造業（廃プラスチックを含む）,70,397,258,139,39,93,51,42,25,159,104,55,3,38,32,6,1,29,7,22,2,78,64,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,189,その他のプラスチック製品製造業,539,5401,3411,1990,250,642,396,246,131,821,458,363,90,1164,648,516,40,962,610,352,18,689,476,213,6,351,184,167,3,398,312,86,-,-,-,-,1,374,327,47,-,-,-,-,-
2,E,19,000,ゴム製品製造業,534,11236,8546,2682,239,646,390,248,158,993,608,385,83,1099,647,452,29,696,457,239,12,444,295,149,5,374,296,78,2,285,233,52,1,299,299,-,2,668,548,120,3,5732,4773,959,-
3,E,19,190,管理，補助的経済活動を行う事業所,36,2996,2409,587,20,45,24,21,7,39,17,22,4,48,31,17,-,-,-,-,1,36,25,11,-,-,-,-,1,114,93,21,1,299,299,-,1,317,265,52,1,2098,1655,443,-
3,E,19,191,タイヤ・チューブ製造業,8,3672,3142,530,3,7,5,2,1,5,2,3,2,26,17,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3634,3118,516,-
3,E,19,192,ゴム製・プラスチック製履物・同附属品製造業,37,594,430,160,21,63,35,24,9,52,34,18,2,27,10,17,3,69,50,19,1,32,18,14,-,-,-,-,-,-,-,-,-,-,-,-,1,351,283,68,-,-,-,-,-
3,E,19,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,367,3358,2155,1199,158,432,271,157,107,694,429,265,65,865,494,371,23,557,361,196,9,334,214,120,4,305,246,59,1,171,140,31,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,19,199,その他のゴム製品製造業,86,616,410,206,37,99,55,44,34,203,126,77,10,133,95,38,3,70,46,24,1,42,38,4,1,69,50,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,20,000,なめし革・同製品・毛皮製造業,840,6627,4024,2558,428,1076,676,386,231,1506,899,586,113,1498,868,620,29,705,473,232,28,1032,653,379,9,596,336,260,2,214,119,95,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,200,管理，補助的経済活動を行う事業所,9,55,43,12,7,11,8,3,1,8,5,3,-,-,-,-,-,-,-,-,1,36,30,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,201,なめし革製造業,56,389,308,81,23,60,46,14,20,126,102,24,9,113,87,26,4,90,73,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,202,工業用革製品製造業（手袋を除く）,7,42,23,19,6,14,10,4,-,-,-,-,-,-,-,-,1,28,13,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,203,革製履物用材料・同附属品製造業,72,442,274,168,41,98,61,37,18,122,79,43,9,113,63,50,3,67,43,24,1,42,28,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,204,革製履物製造業,179,2216,1502,709,57,152,104,48,55,356,232,119,34,472,299,173,13,305,211,94,15,572,399,173,4,248,170,78,1,111,87,24,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,205,革製手袋製造業,3,14,7,7,1,2,1,1,2,12,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,206,かばん製造業,151,1132,633,470,76,190,109,70,47,297,159,130,21,285,176,99,2,51,35,16,1,34,15,19,4,275,139,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,207,袋物製造業,282,1912,995,906,159,413,250,160,73,483,260,215,36,468,222,246,6,164,98,66,6,208,106,102,1,73,27,46,1,103,32,71,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,208,毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,209,その他のなめし革製品製造業,81,425,239,186,58,136,87,49,15,102,56,46,4,47,21,26,-,-,-,-,4,140,75,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,21,000,窯業・土石製品製造業,570,10211,8044,2162,200,514,342,167,142,936,687,249,110,1533,1193,340,49,1132,945,187,29,1141,932,209,18,1247,1015,232,5,613,449,164,2,462,400,62,3,1260,1038,222,1,1373,1043,330,11
3,E,21,210,管理，補助的経済活動を行う事業所,54,2038,1618,420,17,52,28,24,12,78,56,22,7,88,68,20,3,74,54,20,4,151,115,36,3,215,178,37,1,120,81,39,-,-,-,-,3,1260,1038,222,-,-,-,-,4
3,E,21,211,ガラス・同製品製造業,187,3772,2816,953,92,236,159,74,48,307,188,119,24,330,219,111,8,175,140,35,6,276,223,53,4,345,259,86,2,268,185,83,2,462,400,62,-,-,-,-,1,1373,1043,330,-
3,E,21,212,セメント・同製品製造業,174,2593,2171,420,28,70,48,20,46,312,262,50,46,640,530,110,30,693,598,95,11,398,334,64,6,370,310,60,1,110,89,21,-,-,-,-,-,-,-,-,-,-,-,-,6
3,E,21,213,建設用粘土製品製造業（陶磁器製を除く）,2,3,3,-,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,214,陶磁器・同関連製品製造業,23,124,93,31,15,37,24,13,4,26,19,7,3,38,30,8,1,23,20,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,215,耐火物製造業,7,185,155,30,2,6,3,3,3,22,19,3,-,-,-,-,-,-,-,-,-,-,-,-,2,157,133,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,216,炭素・黒鉛製品製造業,7,34,20,14,3,7,6,1,3,17,9,8,1,10,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,217,研磨材・同製品製造業,26,241,176,65,8,15,11,4,10,64,49,15,4,68,45,23,2,48,35,13,1,46,36,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,21,218,骨材・石工品等製造業,62,747,607,140,24,66,47,19,9,61,45,16,20,290,235,55,3,72,65,7,4,154,130,24,2,104,85,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,219,その他の窯業・土石製品製造業,28,474,385,89,9,22,13,9,7,49,40,9,5,69,61,8,2,47,33,14,3,116,94,22,1,56,50,6,1,115,94,21,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,22,000,鉄鋼業,386,7842,6519,1323,184,447,319,128,99,654,487,167,42,555,449,106,24,587,481,106,13,463,373,90,12,751,644,107,7,851,753,98,2,437,394,43,1,312,294,18,1,2785,2325,460,1
3,E,22,220,管理，補助的経済活動を行う事業所,34,3336,2740,596,12,24,14,10,8,57,41,16,4,53,47,6,3,77,60,17,3,106,66,40,2,132,108,24,1,102,79,23,-,-,-,-,-,-,-,-,1,2785,2325,460,-
3,E,22,221,製鉄業,5,52,41,11,3,10,8,2,1,5,4,1,-,-,-,-,-,-,-,-,1,37,29,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,222,製鋼・製鋼圧延業,1,145,131,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,145,131,14,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,21,1340,1200,140,6,16,10,6,3,21,18,3,2,28,22,6,-,-,-,-,1,34,27,7,2,146,110,36,3,346,325,21,2,437,394,43,1,312,294,18,-,-,-,-,1
3,E,22,224,表面処理鋼材製造業,3,25,20,5,2,6,4,2,-,-,-,-,1,19,16,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,225,鉄素形材製造業,62,752,615,137,25,54,41,13,17,110,82,28,8,99,75,24,3,80,63,17,5,186,162,24,4,223,192,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,229,その他の鉄鋼業,260,2192,1772,420,136,337,242,95,70,461,342,119,27,356,289,67,18,430,358,72,3,100,89,11,4,250,234,16,2,258,218,40,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,23,000,非鉄金属製造業,426,7607,5589,2008,220,535,365,167,102,652,408,237,43,596,407,189,25,587,433,154,12,460,363,97,9,601,485,116,7,849,664,185,2,509,425,84,1,404,-,404,3,2414,2039,375,2
3,E,23,230,管理，補助的経済活動を行う事業所,40,1801,1125,676,15,28,17,11,10,64,39,25,6,85,66,19,-,-,-,-,3,110,71,39,1,92,73,19,1,105,85,20,1,232,209,23,1,404,-,404,1,681,565,116,1
3,E,23,231,非鉄金属第１次製錬・精製業,8,910,734,176,2,6,4,2,1,6,3,3,2,29,24,5,-,-,-,-,-,-,-,-,-,-,-,-,2,242,191,51,-,-,-,-,-,-,-,-,1,627,512,115,-
3,E,23,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,52,642,492,150,29,60,47,13,12,76,50,26,3,51,25,26,4,92,77,15,2,86,77,9,-,-,-,-,-,-,-,-,1,277,216,61,-,-,-,-,-,-,-,-,1
3,E,23,233,非鉄金属・同合金圧延業（抽伸，押出しを含む）,76,1834,1544,287,47,109,76,30,12,72,45,27,8,115,84,31,4,100,74,26,1,42,35,7,2,132,110,22,1,158,158,-,-,-,-,-,-,-,-,-,1,1106,962,144,-
3,E,23,234,電線・ケーブル製造業,63,863,500,356,26,62,33,29,18,117,57,53,7,86,35,51,4,91,67,24,3,100,70,30,3,171,103,68,2,236,135,101,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,235,非鉄金属素形材製造業,122,1179,933,246,62,165,116,49,31,198,140,58,12,154,119,35,10,226,154,72,3,122,110,12,3,206,199,7,1,108,95,13,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,239,その他の非鉄金属製造業,65,378,261,117,39,105,72,33,18,119,74,45,5,76,54,22,3,78,61,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,24,000,金属製品製造業,4129,37312,27675,9618,2201,5626,3879,1739,1099,7163,5089,2063,520,7009,5169,1840,144,3377,2518,859,94,3573,2767,806,44,2907,2298,609,11,1429,1121,308,4,1063,816,247,1,429,336,93,3,4736,3682,1054,8
3,E,24,240,管理，補助的経済活動を行う事業所,218,3672,2802,866,134,274,143,127,44,277,182,95,17,231,176,55,6,149,93,56,4,153,118,35,7,568,470,98,-,-,-,-,1,267,175,92,1,429,336,93,1,1324,1109,215,3
3,E,24,241,ブリキ缶・その他のめっき板等製品製造業,26,259,184,75,10,23,15,8,5,35,22,13,8,114,78,36,1,20,12,8,2,67,57,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,242,洋食器・刃物・手道具・金物類製造業,416,2980,2073,907,234,599,402,197,101,663,453,210,54,727,516,211,14,341,238,103,8,320,208,112,3,214,159,55,1,116,97,19,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,24,243,暖房・調理等装置，配管工事用附属品製造業,144,1637,1225,412,75,193,131,62,37,256,181,75,16,224,155,69,4,92,76,16,6,216,180,36,4,229,190,39,1,177,122,55,1,250,190,60,-,-,-,-,-,-,-,-,-
3,E,24,244,建設用・建築用金属製品製造業（製缶板金業を含む）,1097,11348,8736,2607,577,1556,1132,424,318,2052,1564,483,131,1779,1399,380,39,888,718,170,20,768,614,154,4,259,218,41,3,368,287,81,1,266,231,35,-,-,-,-,2,3412,2573,839,2
3,E,24,245,金属素形材製品製造業,611,4251,2978,1267,342,883,606,277,157,1026,698,322,78,1088,763,325,19,460,317,143,8,289,206,83,6,397,294,103,1,108,94,14,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,246,金属被覆・彫刻業，熱処理業（ほうろう鉄器を除く）,805,7482,5533,1949,362,930,650,280,248,1630,1178,452,115,1539,1130,409,38,894,677,217,23,899,697,202,15,939,728,211,3,371,253,118,1,280,220,60,-,-,-,-,-,-,-,-,-
3,E,24,247,金属線製品製造業（ねじ類を除く）,85,434,310,124,53,132,92,40,18,115,83,32,12,154,109,45,-,-,-,-,1,33,26,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,24,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,284,2134,1597,537,150,367,252,115,74,486,329,157,40,543,398,145,9,207,162,45,7,287,225,62,2,103,90,13,1,141,141,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,24,249,その他の金属製品製造業,443,3115,2237,874,264,669,456,209,97,623,399,224,49,610,445,165,14,326,225,101,15,541,436,105,3,198,149,49,1,148,127,21,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,25,000,はん用機械器具製造業,1177,18446,14656,3771,577,1421,964,453,282,1895,1411,479,163,2177,1675,492,51,1234,948,286,39,1440,1126,314,35,2240,1716,524,9,1408,1232,176,9,2045,1701,344,3,1076,899,177,5,3510,2984,526,4
3,E,25,250,管理，補助的経済活動を行う事業所,71,2818,2233,585,38,76,42,34,9,56,35,21,3,42,30,12,6,154,107,47,1,32,29,3,6,390,306,84,1,151,130,21,4,927,697,230,1,301,243,58,1,689,614,75,1
3,E,25,251,ボイラ・原動機製造業,28,263,207,56,9,23,14,9,11,72,55,17,4,52,47,5,1,22,19,3,3,94,72,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,211,3693,2891,792,89,231,154,77,61,406,283,123,33,442,336,96,7,170,139,31,9,335,249,86,6,401,328,73,1,184,155,29,1,201,174,27,1,349,281,68,1,974,792,182,2
3,E,25,253,一般産業用機械・装置製造業,353,4989,3936,1049,157,393,273,116,84,576,448,128,64,850,647,203,19,458,330,128,10,358,299,59,12,790,635,155,5,738,649,89,1,279,253,26,-,-,-,-,1,547,402,145,-
3,E,25,259,その他のはん用機械・同部分品製造業,514,6683,5389,1289,284,698,481,217,117,785,590,190,59,791,615,176,18,430,353,77,16,621,477,144,11,659,447,212,2,335,298,37,3,638,577,61,1,426,375,51,2,1300,1176,124,1
2,E,26,000,生産用機械器具製造業,2809,32590,25774,6762,1455,3621,2534,1083,660,4308,3179,1115,388,5267,4173,1084,134,3237,2595,616,87,3341,2786,555,46,3236,2679,557,14,1921,1520,401,7,1569,1273,296,4,1560,1357,203,4,4530,3678,852,10
3,E,26,260,管理，補助的経済活動を行う事業所,134,5803,4697,1106,76,174,93,81,23,154,109,45,13,160,104,56,3,71,57,14,3,114,89,25,6,428,330,98,2,223,160,63,1,224,171,53,1,449,388,61,3,3806,3196,610,3
3,E,26,261,農業用機械製造業（農業用器具を除く）,14,355,269,86,6,18,10,8,2,11,5,6,1,16,11,5,3,78,63,15,1,30,16,14,-,-,-,-,-,-,-,-,1,202,164,38,-,-,-,-,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,92,1438,1189,240,33,85,57,28,29,192,133,50,10,137,113,24,3,66,53,13,9,339,300,39,5,293,257,36,1,123,107,16,1,203,169,34,-,-,-,-,-,-,-,-,1
3,E,26,263,繊維機械製造業,25,132,93,39,18,39,24,15,5,32,17,15,1,15,12,3,-,-,-,-,1,46,40,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,353,3447,2792,655,166,401,286,115,108,704,540,164,42,579,474,105,17,413,345,68,8,320,270,50,7,497,430,67,2,297,250,47,1,236,197,39,-,-,-,-,-,-,-,-,2
3,E,26,265,基礎素材産業用機械製造業,230,2447,1909,533,105,264,183,81,69,447,322,120,31,419,349,70,11,267,214,53,3,122,107,15,6,466,376,90,3,462,358,104,-,-,-,-,-,-,-,-,-,-,-,-,2
3,E,26,266,金属加工機械製造業,781,6239,4782,1430,451,1166,819,346,172,1097,801,296,96,1314,1053,261,36,889,696,167,17,649,522,127,5,334,273,61,2,254,164,90,1,223,182,41,1,313,272,41,-,-,-,-,-
3,E,26,267,半導体・フラットパネルディスプレイ製造装置製造業,272,5367,4199,1158,101,255,184,71,62,417,302,115,51,705,553,142,21,507,406,101,24,887,721,166,5,375,292,83,3,419,358,61,1,280,204,76,2,798,697,101,1,724,482,242,1
3,E,26,269,その他の生産用機械・同部分品製造業,908,7362,5844,1515,499,1219,878,338,190,1254,950,304,143,1922,1504,418,40,946,761,185,21,834,721,113,12,843,721,122,1,143,123,20,1,201,186,15,-,-,-,-,-,-,-,-,1
2,E,27,000,業務用機械器具製造業,1600,31248,23360,7886,697,1759,1177,580,372,2466,1714,752,235,3263,2338,925,102,2458,1742,716,90,3402,2505,897,47,3232,2532,700,23,3174,2571,603,8,1952,1492,460,8,2982,2188,794,9,6560,5101,1459,9
