産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
3,E,27,270,管理，補助的経済活動を行う事業所,95,5258,4090,1168,41,92,50,42,15,99,69,30,9,120,75,45,7,174,136,38,5,184,160,24,6,415,338,77,2,237,199,38,2,466,327,139,1,320,282,38,4,3151,2454,697,3
3,E,27,271,事務用機械器具製造業,109,2828,2191,637,40,89,59,30,25,167,116,51,16,234,176,58,6,156,113,43,10,409,330,79,6,391,306,85,3,378,303,75,2,521,393,128,1,483,395,88,-,-,-,-,-
3,E,27,272,サービス用・娯楽用機械器具製造業,147,4366,3402,964,49,117,82,35,39,267,199,68,28,397,297,100,6,142,84,58,9,331,234,97,4,308,268,40,5,728,642,86,1,231,197,34,3,1080,767,313,1,765,632,133,2
3,E,27,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,682,9842,7575,2266,312,780,538,241,151,1004,715,289,104,1429,1067,362,52,1226,899,327,36,1364,1071,293,14,930,739,191,8,1066,865,201,1,238,181,57,1,441,364,77,2,1364,1136,228,1
3,E,27,274,医療用機械器具・医療用品製造業,401,7264,4897,2366,180,480,314,165,104,674,455,219,50,701,456,245,18,447,282,165,23,846,501,345,13,917,674,243,5,765,562,203,2,496,394,102,2,658,380,278,2,1280,879,401,2
3,E,27,275,光学機械器具・レンズ製造業,160,1622,1149,473,72,192,126,66,37,247,154,93,28,382,267,115,12,293,210,83,6,237,185,52,4,271,207,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,27,276,武器製造業,6,68,56,12,3,9,8,1,1,8,6,2,-,-,-,-,1,20,18,2,1,31,24,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,28,000,電子部品・デバイス・電子回路製造業,943,18169,13148,4971,401,995,652,332,216,1451,918,528,138,1890,1233,643,67,1615,1021,574,55,2151,1466,685,30,2057,1501,556,18,2458,1761,697,5,1202,837,365,3,1142,934,208,4,3208,2825,383,6
3,E,28,280,管理，補助的経済活動を行う事業所,77,1877,1443,431,35,74,36,35,15,102,76,26,10,143,92,51,4,105,82,23,3,110,91,19,5,343,228,115,2,268,210,58,-,-,-,-,2,732,628,104,-,-,-,-,1
3,E,28,281,電子デバイス製造業,47,1322,1043,257,11,30,23,4,8,45,25,15,9,128,81,33,3,73,54,19,2,66,62,4,4,287,228,59,5,693,570,123,-,-,-,-,-,-,-,-,-,-,-,-,5
3,E,28,282,電子部品製造業,195,4879,3481,1398,70,187,127,60,54,366,203,163,34,443,251,192,13,328,190,138,13,501,331,170,3,221,174,47,4,522,366,156,2,426,201,225,-,-,-,-,2,1885,1638,247,-
3,E,28,283,記録メディア製造業,13,273,169,104,5,14,10,4,1,5,4,1,4,51,34,17,1,22,16,6,-,-,-,-,1,56,35,21,1,125,70,55,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,284,電子回路製造業,209,4484,3288,1174,78,198,125,71,44,300,193,107,29,403,287,116,24,568,344,204,18,690,469,221,9,623,468,155,4,616,420,196,2,477,401,76,-,-,-,-,1,609,581,28,-
3,E,28,285,ユニット部品製造業,34,572,439,133,14,40,29,11,4,33,14,19,6,86,61,25,4,94,81,13,4,160,137,23,1,51,41,10,1,108,76,32,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,289,その他の電子部品・デバイス・電子回路製造業,368,4762,3285,1474,188,452,302,147,90,600,403,197,46,636,427,209,18,425,254,171,15,624,376,248,7,476,327,149,1,126,49,77,1,299,235,64,1,410,306,104,1,714,606,108,-
2,E,29,000,電気機械器具製造業,1746,41342,32601,8592,742,1857,1265,577,428,2794,1939,835,270,3674,2641,1009,109,2618,1889,729,86,3206,2425,781,59,4273,3220,963,19,2505,2119,386,9,2168,1791,377,10,3688,2989,699,9,14559,12323,2236,5
3,E,29,290,管理，補助的経済活動を行う事業所,110,4454,3305,1059,51,102,63,39,20,123,78,45,13,180,137,43,5,122,95,27,3,101,69,32,7,522,355,77,1,146,87,59,3,724,527,197,3,1073,745,328,2,1361,1149,212,2
3,E,29,291,発電用・送電用・配電用電気機械器具製造業,551,17381,14276,3097,238,597,423,172,139,931,671,254,77,1037,755,282,33,799,630,169,29,1058,810,248,27,1966,1525,441,4,480,433,47,-,-,-,-,-,-,-,-,4,10513,9029,1484,-
3,E,29,292,産業用電気機械器具製造業,187,3580,2606,965,74,196,126,70,43,284,194,81,32,450,306,144,15,351,216,135,14,528,439,89,5,393,188,205,1,119,98,21,1,221,189,32,1,445,426,19,1,593,424,169,-
3,E,29,293,民生用電気機械器具製造業,137,1906,1368,529,53,139,94,41,43,276,190,81,22,295,220,75,10,241,169,72,4,153,96,57,1,54,46,8,2,203,178,25,1,235,220,15,1,310,155,155,-,-,-,-,-
3,E,29,294,電球・電気照明器具製造業,191,1987,1354,620,85,212,143,66,49,316,215,101,31,413,255,148,15,363,229,134,7,290,183,107,3,235,191,44,1,158,138,20,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,295,電池製造業,19,207,150,57,10,26,18,8,5,34,22,12,3,40,29,11,-,-,-,-,-,-,-,-,-,-,-,-,1,107,81,26,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,296,電子応用装置製造業,224,6525,5355,1167,88,214,147,64,53,337,234,103,38,560,425,135,11,263,212,51,10,381,289,92,10,659,578,81,5,728,653,75,2,504,469,35,2,787,627,160,2,2092,1721,371,3
3,E,29,297,電気計測器製造業,249,4347,3477,867,107,276,185,88,54,352,246,106,42,542,416,126,16,391,294,97,17,629,493,136,5,369,289,80,4,564,451,113,2,484,386,98,2,740,717,23,-,-,-,-,-
3,E,29,299,その他の電気機械器具製造業,78,955,710,231,36,95,66,29,22,141,89,52,12,157,98,45,4,88,44,44,2,66,46,20,1,75,48,27,-,-,-,-,-,-,-,-,1,333,319,14,-,-,-,-,-
2,E,30,000,情報通信機械器具製造業,481,20996,16999,3975,162,396,277,114,92,615,430,178,72,1024,726,288,52,1249,943,306,37,1358,1123,235,32,2219,1791,428,15,2109,1625,484,4,998,748,250,6,2369,1931,438,8,8659,7405,1254,1
3,E,30,300,管理，補助的経済活動を行う事業所,33,5245,4276,969,10,22,12,10,6,36,25,11,1,17,16,1,2,50,38,12,2,82,68,14,3,219,176,43,2,286,237,49,1,262,197,65,2,718,601,117,3,3553,2906,647,1
3,E,30,301,通信機械器具・同関連機械器具製造業,162,8585,7309,1257,39,96,64,30,28,180,130,43,31,454,357,87,20,488,371,117,20,734,623,111,15,1094,962,132,3,362,317,45,1,245,198,47,2,956,750,206,3,3976,3537,439,-
3,E,30,302,映像・音響機械器具製造業,142,3404,2497,904,61,155,110,42,23,158,115,43,24,325,178,147,12,284,194,90,8,273,196,77,7,465,310,155,4,566,351,215,1,228,197,31,1,321,287,34,1,629,559,70,-
3,E,30,303,電子計算機・同附属装置製造業,144,3762,2917,845,52,123,91,32,35,241,160,81,16,228,175,53,18,427,340,87,7,269,236,33,7,441,343,98,6,895,720,175,1,263,156,107,1,374,293,81,1,501,403,98,-
2,E,31,000,輸送用機械器具製造業,845,36944,31151,5772,366,899,620,279,189,1224,879,337,121,1672,1257,402,64,1512,1216,296,34,1315,1052,263,33,2322,1850,472,14,1819,1491,328,5,1211,1026,185,7,2791,2255,536,10,22179,19505,2674,2
3,E,31,310,管理，補助的経済活動を行う事業所,99,6256,4608,1648,51,102,57,45,15,92,67,25,9,141,97,44,7,171,142,29,1,33,27,6,5,388,281,107,2,270,188,82,-,-,-,-,3,1200,829,371,4,3859,2920,939,2
3,E,31,311,自動車・同附属品製造業,454,20255,17767,2488,192,483,330,153,112,726,513,213,58,798,609,189,39,919,719,200,19,729,551,178,21,1494,1200,294,6,744,583,161,3,703,592,111,1,337,337,-,3,13322,12333,989,-
3,E,31,312,鉄道車両・同部分品製造業,99,1850,1586,264,38,99,70,29,21,134,109,25,17,225,180,45,11,267,241,26,6,233,211,22,3,200,160,40,2,307,292,15,-,-,-,-,1,385,323,62,-,-,-,-,-
3,E,31,313,船舶製造・修理業，舶用機関製造業,47,727,597,122,26,60,48,12,9,62,40,14,9,127,102,25,1,20,16,4,-,-,-,-,1,51,45,6,-,-,-,-,-,-,-,-,1,407,346,61,-,-,-,-,-
3,E,31,314,航空機・同附属品製造業,65,7179,6079,1100,22,54,42,12,8,50,33,17,13,185,126,59,4,85,65,20,7,271,218,53,1,68,61,7,4,498,428,70,2,508,434,74,1,462,420,42,3,4998,4252,746,-
3,E,31,315,産業用運搬車両・同部分品・附属品製造業,24,279,221,58,9,28,21,7,7,46,36,10,4,54,45,9,2,50,33,17,1,49,45,4,1,52,41,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,31,319,その他の輸送用機械器具製造業,57,398,293,92,28,73,52,21,17,114,81,33,11,142,98,31,-,-,-,-,-,-,-,-,1,69,62,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,32,000,その他の製造業,2700,25531,16411,8978,1494,3644,2358,1267,655,4344,2728,1562,306,4168,2539,1583,105,2497,1570,904,72,2724,1712,1012,34,2334,1459,875,22,2919,2068,851,5,1143,801,342,-,-,-,-,2,1758,1176,582,5
3,E,32,320,管理，補助的経済活動を行う事業所,65,1011,735,266,37,63,35,28,11,80,39,41,8,100,68,22,2,52,35,17,2,74,51,23,1,57,42,15,3,355,282,73,1,230,183,47,-,-,-,-,-,-,-,-,-
3,E,32,321,貴金属・宝石製品製造業,350,2456,1505,945,222,515,330,185,76,507,319,182,33,444,244,200,9,218,112,106,6,209,103,106,1,75,49,26,3,488,348,140,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,326,2270,1127,1135,196,481,281,200,81,548,273,267,31,411,161,250,12,284,122,162,3,110,34,76,1,62,43,19,1,115,77,38,1,259,136,123,-,-,-,-,-,-,-,-,-
3,E,32,323,時計・同部分品製造業,28,484,356,128,13,41,27,14,5,35,20,15,4,58,39,19,2,48,20,28,1,30,25,5,2,154,115,39,1,118,110,8,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,324,楽器製造業,49,368,270,98,31,73,54,19,10,71,43,28,4,64,36,28,3,67,64,3,-,-,-,-,1,93,73,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,325,がん具・運動用具製造業,319,5569,3554,1980,158,408,256,147,71,474,276,191,41,540,320,220,17,387,212,152,18,659,425,234,4,261,172,89,6,857,589,268,1,225,128,97,-,-,-,-,2,1758,1176,582,1
3,E,32,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,157,1902,1086,816,66,172,95,77,42,284,160,124,27,356,206,150,9,209,124,85,5,182,112,70,7,532,272,260,1,167,117,50,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,327,漆器製造業,12,60,35,25,6,15,11,4,5,31,18,13,1,14,6,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,328,畳等生活雑貨製品製造業,151,877,485,392,92,242,153,89,33,200,130,70,18,248,129,119,5,116,42,74,2,71,31,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,E,32,329,他に分類されない製造業,1243,10534,7258,3193,673,1634,1116,504,321,2114,1450,631,139,1933,1330,567,46,1116,839,277,35,1389,931,458,17,1100,693,407,7,819,545,274,2,429,354,75,-,-,-,-,-,-,-,-,3
1,F,00,000,電気・ガス・熱供給・水道業,395,21818,18779,2874,84,171,139,23,63,435,387,35,93,1237,1158,57,19,441,393,48,23,838,722,78,60,5354,4567,704,15,2033,1779,254,11,2546,2098,448,5,1862,1701,161,5,6901,5835,1066,17
2,F,33,000,電気業,125,9953,8659,1134,23,46,33,9,9,58,37,8,11,144,103,19,7,165,140,25,7,260,192,30,49,4642,3955,604,7,980,893,87,5,1252,1027,225,1,309,300,9,2,2097,1979,118,4
3,F,33,330,管理，補助的経済活動を行う事業所,71,8013,7171,804,8,15,12,3,1,6,6,-,2,28,26,2,3,64,58,6,4,152,105,9,42,4059,3550,509,4,623,576,47,4,969,859,110,-,-,-,-,2,2097,1979,118,1
3,F,33,331,電気業,54,1940,1488,330,15,31,21,6,8,52,31,8,9,116,77,17,4,101,82,19,3,108,87,21,7,583,405,95,3,357,317,40,1,283,168,115,1,309,300,9,-,-,-,-,3
2,F,34,000,ガス業,35,7163,5887,1276,5,10,10,-,2,15,11,4,5,70,57,13,2,50,40,10,3,107,97,10,9,578,494,84,1,148,128,20,3,630,533,97,2,751,661,90,3,4804,3856,948,-
3,F,34,340,管理，補助的経済活動を行う事業所,27,6895,5664,1231,3,7,7,-,1,6,5,1,4,54,42,12,2,50,40,10,2,72,64,8,6,373,328,45,1,148,128,20,3,630,533,97,2,751,661,90,3,4804,3856,948,-
3,F,34,341,ガス業,8,268,223,45,2,3,3,-,1,9,6,3,1,16,15,1,-,-,-,-,1,35,33,2,3,205,166,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,F,35,000,熱供給業,87,854,753,101,33,69,60,9,18,125,111,14,18,236,222,14,3,65,63,2,2,79,68,11,-,-,-,-,2,280,229,51,-,-,-,-,-,-,-,-,-,-,-,-,11
3,F,35,350,管理，補助的経済活動を行う事業所,7,362,298,64,1,3,2,1,1,8,7,1,2,31,28,3,-,-,-,-,1,40,32,8,-,-,-,-,2,280,229,51,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,351,熱供給業,80,492,455,37,32,66,58,8,17,117,104,13,16,205,194,11,3,65,63,2,1,39,36,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
2,F,36,000,水道業,148,3848,3480,363,23,46,36,5,34,237,228,9,59,787,776,11,7,161,150,11,11,392,365,27,2,134,118,16,5,625,529,96,3,664,538,126,2,802,740,62,-,-,-,-,2
3,F,36,360,管理，補助的経済活動を行う事業所,13,1087,939,148,3,7,6,1,1,9,9,-,4,51,51,-,-,-,-,-,-,-,-,-,-,-,-,-,2,268,248,20,2,420,316,104,1,332,309,23,-,-,-,-,-
3,F,36,361,上水道業,41,955,893,62,6,13,11,2,12,79,77,2,12,170,166,4,1,22,22,-,6,222,202,20,1,79,69,10,1,126,124,2,1,244,222,22,-,-,-,-,-,-,-,-,1
3,F,36,362,工業用水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,363,下水道業,94,1806,1648,153,14,26,19,2,21,149,142,7,43,566,559,7,6,139,128,11,5,170,163,7,1,55,49,6,2,231,157,74,-,-,-,-,1,470,431,39,-,-,-,-,1
1,G,00,000,情報通信業,21576,848493,625007,217263,8047,17947,11767,5469,4192,27749,18736,8248,3293,45145,31925,12324,1590,38172,27954,9831,1522,58122,42483,14991,1362,96062,69929,25467,785,108787,79560,28391,225,53532,39726,13303,208,80153,58658,21495,249,322824,244269,77744,103
2,G,37,000,通信業,479,62908,46337,16407,140,313,218,84,88,563,406,146,68,938,642,253,37,873,655,218,37,1474,1118,307,32,2178,1660,468,29,3995,3105,890,10,2276,1547,729,9,3539,2653,886,19,46759,34333,12426,10
3,G,37,370,管理，補助的経済活動を行う事業所,3,135,111,24,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,134,110,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,37,371,固定電気通信業,244,28120,21480,6581,69,157,118,34,45,286,222,53,36,499,337,119,20,468,370,98,20,763,579,184,13,912,663,249,16,2210,1774,436,6,1360,962,398,4,1674,1240,434,11,19791,15215,4576,4
3,G,37,372,移動電気通信業,55,30164,21280,8834,16,34,23,11,10,67,40,27,3,41,26,15,-,-,-,-,4,165,131,34,4,259,181,28,4,590,409,181,2,480,244,236,4,1560,1108,452,8,26968,19118,7850,-
3,G,37,373,電気通信に附帯するサービス業,177,4489,3466,968,54,121,76,39,33,210,144,66,29,398,279,119,17,405,285,120,13,546,408,89,13,873,706,167,9,1195,922,273,2,436,341,95,1,305,305,-,-,-,-,-,6
2,G,38,000,放送業,306,22305,16281,6017,71,156,101,55,61,421,302,112,68,876,665,211,21,525,397,128,19,738,532,206,34,2406,1721,685,14,1887,1267,620,4,972,817,155,3,1085,817,268,8,13239,9662,3577,3
3,G,38,380,管理，補助的経済活動を行う事業所,2,27,22,5,-,-,-,-,-,-,-,-,2,27,22,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,38,381,公共放送業（有線放送業を除く）,2,5355,3780,1575,-,-,-,-,-,-,-,-,1,15,13,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5340,3767,1573,-
3,G,38,382,民間放送業（有線放送業を除く）,184,10531,8142,2382,50,95,58,37,25,187,134,46,50,622,487,135,13,326,242,84,12,480,335,145,19,1393,1034,359,6,946,647,299,1,225,225,-,1,361,361,-,5,5896,4619,1277,2
3,G,38,383,有線放送業,118,6392,4337,2055,21,61,43,18,36,234,168,66,15,212,143,69,8,199,155,44,7,258,197,61,15,1013,687,326,8,941,620,321,3,747,592,155,2,724,456,268,2,2003,1276,727,1
2,G,39,000,情報サービス業,10965,545027,419648,120894,3410,7521,5230,1930,1938,12954,9452,3115,1767,24428,18606,5336,972,23460,18416,4859,956,36596,28120,7974,868,61341,46850,14077,521,72537,55277,16424,155,36926,28199,8224,148,56991,43169,13822,181,212273,166329,45133,49
3,G,39,390,管理，補助的経済活動を行う事業所,61,718,494,224,37,64,34,30,5,32,26,6,6,92,71,21,5,127,85,42,3,108,74,34,2,147,99,48,1,148,105,43,-,-,-,-,-,-,-,-,-,-,-,-,2
3,G,39,391,ソフトウェア業,8894,459068,365091,90249,2636,5833,4168,1328,1548,10409,7952,2123,1506,20872,16409,4034,825,19882,16088,3659,789,30191,24096,5663,731,51562,40597,10551,427,59599,47111,11652,130,30833,24805,6028,121,46940,37493,9447,149,182947,146372,35764,32
3,G,39,392,情報処理・提供サービス業,2010,85241,54063,30421,737,1624,1028,572,385,2513,1474,986,255,3464,2126,1281,142,3451,2243,1158,164,6297,3950,2277,135,9632,6154,3478,93,12790,8061,4729,25,6093,3394,2196,27,10051,5676,4375,32,29326,19957,9369,15
2,G,40,000,インターネット附随サービス業,2294,74549,49294,24500,955,2105,1375,558,451,2952,1880,914,336,4558,2912,1431,140,3273,2129,1031,130,4820,3264,1526,136,9523,6343,3113,74,10389,6899,3490,23,5363,3975,1388,18,7081,4806,2275,16,24485,15711,8774,15
3,G,40,400,管理，補助的経済活動を行う事業所,5,46,30,16,4,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,1,39,26,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,40,401,インターネット附随サービス業,2289,74503,49264,24484,951,2098,1371,555,451,2952,1880,914,336,4558,2912,1431,140,3273,2129,1031,129,4781,3238,1513,136,9523,6343,3113,74,10389,6899,3490,23,5363,3975,1388,18,7081,4806,2275,16,24485,15711,8774,15
2,G,41,000,映像・音声・文字情報制作業,7500,142463,92700,48951,3456,7818,4818,2833,1646,10804,6667,3935,1052,14325,9089,5084,418,9994,6313,3592,380,14494,9449,4978,290,20508,13270,7103,145,19731,12840,6891,33,7995,5188,2807,30,11457,7213,4244,24,25337,17853,7484,26
3,G,41,410,管理，補助的経済活動を行う事業所,27,243,144,99,13,19,9,10,5,31,21,10,3,42,28,14,3,74,33,41,2,77,53,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
3,G,41,411,映像情報制作・配給業,2124,41753,28794,12502,856,1914,1248,589,446,2931,1934,867,327,4457,2977,1387,163,3877,2596,1241,132,4989,3413,1509,113,8194,5565,2579,56,7398,5236,2162,9,2048,1343,705,10,3751,2792,959,3,2194,1690,504,9
3,G,41,412,音声情報制作業,385,4720,2992,1709,252,561,361,188,63,417,261,149,39,501,330,171,8,201,118,83,5,181,123,58,6,424,236,188,7,927,617,310,1,290,214,76,2,714,407,307,1,504,325,179,1
3,G,41,413,新聞業,321,18796,14440,4352,98,251,169,78,82,543,373,170,57,765,544,221,23,535,344,191,21,788,576,212,17,1267,890,377,8,1055,767,288,4,1051,874,177,2,825,707,118,7,11716,9196,2520,2
3,G,41,414,出版業,2390,46674,26712,19740,1075,2519,1484,1001,543,3569,2074,1475,324,4444,2587,1823,128,3106,1789,1268,135,5159,3181,1978,95,6424,3766,2573,54,7527,4377,3150,13,3156,1805,1351,13,4939,2529,2410,7,5831,3120,2711,3
3,G,41,415,広告制作業,1001,13210,8241,4912,546,1209,726,467,215,1384,772,596,114,1610,945,640,43,1036,652,384,43,1682,1107,575,21,1457,900,557,9,1240,761,479,2,508,348,160,2,783,471,312,3,2301,1559,742,3
3,G,41,416,映像・音声・文字情報制作に附帯するサービス業,1252,17067,11377,5637,616,1345,821,500,292,1929,1232,668,188,2506,1678,828,50,1165,781,384,42,1618,996,622,38,2742,1913,829,11,1584,1082,502,4,942,604,338,1,445,307,138,3,2791,1963,828,7
1,H,00,000,運輸業，郵便業,11056,437281,350896,85084,2425,5510,4050,1416,2114,14523,11235,3160,2348,32399,26194,6016,1132,26995,21928,4900,1111,42052,34649,7216,914,64108,52991,11117,542,75550,64219,11331,189,45577,38859,6494,111,41454,34315,6777,79,89113,62456,26657,91
2,H,42,000,鉄道業,551,48290,43599,4691,29,82,73,9,87,583,549,34,93,1319,1227,92,53,1325,1218,107,96,3581,3247,334,79,5674,5073,601,45,6816,6256,560,23,5681,5077,604,24,8583,7635,948,11,14646,13244,1402,11
3,H,42,420,管理，補助的経済活動を行う事業所,16,5338,4800,538,5,13,11,2,1,6,1,5,1,18,17,1,2,51,32,19,1,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,1,320,311,9,3,4883,4381,502,2
3,H,42,421,鉄道業,535,42952,38799,4153,24,69,62,7,86,577,548,29,92,1301,1210,91,51,1274,1186,88,95,3534,3200,334,79,5674,5073,601,45,6816,6256,560,23,5681,5077,604,23,8263,7324,939,8,9763,8863,900,9
2,H,43,000,道路旅客運送業,958,92246,86541,5454,134,323,227,93,113,777,575,188,88,1217,984,223,44,1021,857,164,66,2578,2287,291,146,10999,10250,749,227,33111,31359,1752,95,22518,21274,1020,30,10953,10465,488,13,8749,8263,486,2
3,H,43,430,管理，補助的経済活動を行う事業所,14,448,389,59,3,10,7,3,3,21,20,1,3,47,33,14,2,45,40,5,-,-,-,-,1,85,85,-,2,240,204,36,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,43,431,一般乗合旅客自動車運送業,146,14849,13694,1155,22,61,30,31,9,55,27,28,14,197,153,44,6,131,77,54,11,414,386,28,23,1747,1629,118,36,5800,5470,330,20,4850,4671,179,3,1043,999,44,1,551,252,299,1
3,H,43,432,一般乗用旅客自動車運送業,578,71377,68056,3092,73,163,124,39,38,251,159,87,25,352,280,72,11,261,226,35,36,1445,1313,132,103,7831,7452,379,180,25826,24857,969,73,17140,16168,748,27,9910,9466,444,12,8198,8011,187,-
3,H,43,433,一般貸切旅客自動車運送業,192,4865,3837,1006,31,77,58,16,57,406,330,67,40,527,442,75,22,509,444,65,16,601,520,81,14,972,780,192,9,1245,828,417,2,528,435,93,-,-,-,-,-,-,-,-,1
3,H,43,439,その他の道路旅客運送業,28,707,565,142,5,12,8,4,6,44,39,5,6,94,76,18,3,75,70,5,3,118,68,50,5,364,304,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,H,44,000,道路貨物運送業,5978,151455,123408,27608,1253,2673,2041,610,1153,8014,6510,1426,1537,21312,17802,3394,738,17552,14722,2760,621,23520,20356,3011,430,29357,24437,4920,153,19577,15639,3938,35,8385,6041,2344,11,4316,3271,1045,18,16749,12589,4160,29
3,H,44,440,管理，補助的経済活動を行う事業所,92,2235,1709,526,31,63,40,23,20,130,83,47,16,225,174,51,7,157,127,30,10,384,284,100,1,83,68,15,4,507,412,95,1,205,154,51,1,481,367,114,-,-,-,-,1
3,H,44,441,一般貨物自動車運送業,5173,134265,110100,23763,994,2088,1605,466,945,6627,5434,1130,1397,19360,16269,2992,672,15995,13503,2422,567,21498,18779,2566,395,26961,22611,4350,128,16295,12959,3336,25,5968,4387,1581,10,3835,2904,931,17,15638,11649,3989,23
3,H,44,442,特定貨物自動車運送業,161,3578,2915,662,38,84,64,19,39,272,223,49,33,448,379,69,14,339,285,54,13,529,469,60,14,907,757,150,4,496,390,106,2,503,348,155,-,-,-,-,-,-,-,-,4
3,H,44,443,貨物軽自動車運送業,288,3118,2440,648,137,304,217,83,77,499,391,99,38,518,414,87,15,343,264,79,13,433,357,76,3,222,186,36,3,357,324,33,2,442,287,155,-,-,-,-,-,-,-,-,-
3,H,44,444,集配利用運送業,252,7879,5922,1951,50,127,110,17,71,479,373,100,48,693,509,184,29,697,526,171,18,676,467,209,17,1184,815,369,12,1645,1317,328,5,1267,865,402,-,-,-,-,1,1111,940,171,1
3,H,44,449,その他の道路貨物運送業,12,380,322,58,3,7,5,2,1,7,6,1,5,68,57,11,1,21,17,4,-,-,-,-,-,-,-,-,2,277,237,40,-,-,-,-,-,-,-,-,-,-,-,-,-
2,H,45,000,水運業,349,11503,8842,2604,94,253,171,82,83,565,389,171,70,916,658,258,23,560,398,110,34,1307,990,317,22,1534,1145,389,11,1518,1227,291,4,1037,914,123,-,-,-,-,4,3813,2950,863,4
3,H,45,450,管理，補助的経済活動を行う事業所,5,46,38,8,4,10,6,4,-,-,-,-,-,-,-,-,-,-,-,-,1,36,32,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
