地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
4,13114,中野区,1,I,卸売業，小売業,2638,26906,15903,10938,1583,3474,1838,1610,508,3344,1697,1619,312,4244,2478,1755,100,2409,1346,1063,61,2280,1427,853,42,2818,1580,1238,17,2534,1272,1262,4,974,743,231,3,1217,998,219,4,3612,2524,1088,4
4,13114,中野区,1,J,金融業，保険業,129,5989,2575,3414,44,104,74,30,17,99,50,49,20,294,156,138,15,361,182,179,16,591,172,419,6,449,186,263,4,505,260,245,2,492,330,162,2,707,488,219,2,2387,677,1710,1
4,13114,中野区,1,K,不動産業，物品賃貸業,1627,5755,3335,2417,1385,2669,1373,1293,170,1057,607,450,40,480,318,162,9,210,162,48,12,457,296,161,5,309,221,88,4,573,358,215,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13114,中野区,1,L,学術研究，専門・技術サービス業,749,6366,3533,2821,544,1133,687,434,116,752,442,310,50,658,420,238,15,363,286,77,9,355,246,109,8,552,389,163,1,171,157,14,3,735,505,230,1,302,226,76,1,1345,175,1170,1
4,13114,中野区,1,M,宿泊業，飲食サービス業,1863,11474,5680,5734,1121,2367,1227,1135,413,2745,1303,1427,214,2797,1436,1351,62,1494,789,705,42,1541,710,801,7,421,214,207,1,109,1,108,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13114,中野区,1,N,生活関連サービス業，娯楽業,1142,5724,2891,2824,886,1833,851,979,152,966,473,487,61,846,501,345,19,472,259,213,13,498,289,209,4,259,155,104,1,104,56,48,3,746,307,439,-,-,-,-,-,-,-,-,3
4,13114,中野区,1,O,教育，学習支援業,405,6588,3345,3232,208,392,148,239,61,399,175,218,61,828,333,495,27,645,296,349,22,871,394,477,14,999,548,451,5,600,383,217,3,727,410,317,1,339,194,145,1,788,464,324,2
4,13114,中野区,1,P,医療，福祉,1172,15219,4571,10520,505,1190,541,635,319,2156,697,1419,195,2626,665,1936,61,1474,401,1024,58,2257,562,1695,17,1128,360,768,9,1282,366,916,1,239,69,170,3,1143,422,721,2,1724,488,1236,2
4,13114,中野区,1,Q,複合サービス事業,29,683,417,266,2,8,4,4,18,124,42,82,7,81,27,54,-,-,-,-,-,-,-,-,-,-,-,-,1,177,127,50,1,293,217,76,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,R,サービス業（他に分類されないもの）,575,10509,6946,3520,310,629,379,247,102,675,430,227,75,985,701,284,27,650,467,161,19,708,410,298,17,1170,869,301,10,1374,1003,371,3,718,431,287,4,1444,650,794,3,2156,1606,550,5
4,13115,杉並区,0,A～R,全産業（Ｓ公務を除く）,19246,157249,84589,72057,12054,25166,13270,11810,3721,24237,11867,12217,1970,26458,13883,12449,669,15766,8118,7529,386,14461,7055,7345,232,15613,8523,7032,95,12977,8500,4477,27,6481,4149,2332,21,8161,5122,3039,10,7929,4102,3827,61
4,13115,杉並区,1,A,農業，林業,11,52,38,10,7,18,10,4,2,11,9,2,2,23,19,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,D,建設業,1171,9815,7721,2087,675,1542,1109,433,276,1821,1387,427,130,1694,1348,346,39,935,785,150,30,1127,926,201,13,871,759,112,5,624,509,115,1,253,191,62,1,411,206,205,1,537,501,36,-
4,13115,杉並区,1,E,製造業,463,3644,2382,1252,279,620,373,247,104,671,412,259,50,698,442,246,20,473,330,143,3,101,59,42,3,222,198,24,1,159,120,39,-,-,-,-,2,700,448,252,-,-,-,-,1
4,13115,杉並区,1,F,電気・ガス・熱供給・水道業,6,336,295,41,1,1,1,-,-,-,-,-,2,23,20,3,-,-,-,-,-,-,-,-,2,164,146,18,1,148,128,20,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,G,情報通信業,494,6775,4316,2415,293,584,376,206,78,517,327,185,56,790,494,283,21,514,312,178,16,579,421,158,16,1106,725,381,8,1141,834,307,3,813,481,332,2,731,346,385,-,-,-,-,1
4,13115,杉並区,1,H,運輸業，郵便業,289,8782,7721,1061,155,248,200,48,22,148,124,24,32,461,371,90,18,425,328,97,16,620,525,95,16,1147,981,166,20,2989,2809,180,7,1497,1355,142,3,1247,1028,219,-,-,-,-,-
4,13115,杉並区,1,I,卸売業，小売業,4356,33124,17619,15401,2621,5678,2912,2751,876,5672,2724,2927,529,7330,4092,3228,160,3707,2009,1698,81,3030,1732,1298,46,3292,1707,1527,21,2831,1563,1268,1,250,72,178,2,816,518,298,1,518,290,228,18
4,13115,杉並区,1,J,金融業，保険業,194,4388,1946,2431,78,173,92,78,29,182,105,69,41,552,326,226,13,306,85,221,16,610,116,494,10,701,306,395,1,132,63,69,2,423,178,245,1,424,287,137,1,885,388,497,2
4,13115,杉並区,1,K,不動産業，物品賃貸業,2604,8050,4577,3464,2232,4290,2201,2085,271,1629,997,627,58,739,475,264,22,509,361,148,11,395,262,133,2,106,88,18,3,382,193,189,-,-,-,-,-,-,-,-,-,-,-,-,5
4,13115,杉並区,1,L,学術研究，専門・技術サービス業,1057,4701,2813,1850,803,1638,918,697,172,1090,625,460,51,685,420,255,17,394,262,132,7,260,115,145,6,400,315,85,-,-,-,-,1,234,158,76,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,M,宿泊業，飲食サービス業,3104,18977,9253,9563,1905,4036,2141,1891,670,4461,2185,2237,327,4348,2187,2149,112,2670,1231,1364,61,2201,902,1268,16,1031,464,567,2,230,143,87,-,-,-,-,-,-,-,-,-,-,-,-,11
4,13115,杉並区,1,N,生活関連サービス業，娯楽業,1757,8366,4151,4167,1278,2708,1171,1526,291,1892,789,1096,126,1680,1037,643,28,650,438,212,14,504,281,193,11,711,327,384,2,221,108,113,-,-,-,-,-,-,-,-,-,-,-,-,7
4,13115,杉並区,1,O,教育，学習支援業,772,9722,4574,5146,422,740,281,457,128,845,304,541,111,1491,578,913,48,1138,541,597,29,1127,469,658,18,1204,600,604,10,1246,734,512,1,231,181,50,-,-,-,-,2,1700,886,814,3
4,13115,杉並区,1,P,医療，福祉,2057,26667,8658,17896,826,1873,892,976,597,3990,1156,2788,348,4561,1205,3314,130,3046,790,2236,81,3086,806,2280,49,3056,912,2144,13,1822,586,1236,5,1232,377,855,3,1061,475,586,3,2940,1459,1481,2
4,13115,杉並区,1,Q,複合サービス事業,54,799,460,339,2,8,3,5,40,248,85,163,11,135,56,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,408,316,92,-,-,-,-,-
4,13115,杉並区,1,R,サービス業（他に分類されないもの）,857,13051,8065,4934,477,1009,590,406,165,1060,638,412,96,1248,813,406,41,999,646,353,21,821,441,380,24,1602,995,607,8,1052,710,342,6,1548,1156,392,6,2363,1498,865,2,1349,578,771,11
4,13116,豊島区,0,A～R,全産業（Ｓ公務を除く）,18962,259658,149272,108654,9437,21284,11345,9731,4085,26758,13646,12793,2653,35882,19772,15731,1024,24453,13502,10708,840,31651,18038,13465,477,32517,19639,12682,220,29445,18663,10543,57,14189,7542,6647,30,11399,7405,3994,36,32080,19720,12360,103
4,13116,豊島区,1,A,農業，林業,1,16,7,9,-,-,-,-,-,-,-,-,1,16,7,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,B,漁業,1,4,4,-,1,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,C,鉱業，採石業，砂利採取業,1,3,-,3,1,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,D,建設業,899,11761,9898,1751,433,1020,745,270,223,1441,1142,293,130,1689,1365,314,34,809,665,122,46,1751,1491,260,20,1463,1164,230,8,1219,1110,109,1,225,188,37,1,468,464,4,2,1676,1564,112,1
4,13116,豊島区,1,E,製造業,787,9618,6573,3006,424,977,633,344,171,1092,683,404,96,1260,859,367,39,919,584,335,25,925,690,235,19,1288,900,388,6,785,558,227,-,-,-,-,1,490,290,200,2,1882,1376,506,4
4,13116,豊島区,1,F,電気・ガス・熱供給・水道業,12,257,228,29,4,8,7,1,2,15,12,3,3,38,37,1,-,-,-,-,-,-,-,-,2,196,172,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13116,豊島区,1,G,情報通信業,936,21153,15419,5540,311,697,462,205,208,1365,972,360,150,2022,1452,531,91,2174,1586,563,69,2656,2053,603,58,3985,3019,899,36,4746,3508,1238,4,921,591,330,3,1265,733,532,2,1322,1043,279,4
4,13116,豊島区,1,H,運輸業，郵便業,200,5544,4662,881,86,144,108,35,38,261,206,55,35,488,409,79,13,321,256,65,7,256,227,29,9,616,517,99,6,930,831,99,3,849,730,119,1,312,234,78,2,1367,1144,223,-
4,13116,豊島区,1,I,卸売業，小売業,4498,51561,27546,23740,2133,5106,2495,2565,1145,7449,3151,4253,674,9101,4718,4342,218,5139,2916,2194,157,5852,3394,2458,84,5793,3577,2216,34,4722,2695,1913,14,3547,2065,1482,2,731,561,170,4,4121,1974,2147,33
4,13116,豊島区,1,J,金融業，保険業,380,10709,4762,5796,114,267,159,106,53,362,207,155,80,1127,588,515,33,830,412,418,45,1691,652,1039,26,1832,686,1146,17,2219,903,1191,3,734,371,363,3,1121,663,458,1,526,121,405,5
4,13116,豊島区,1,K,不動産業，物品賃貸業,1838,10667,6634,3972,1370,2933,1610,1314,292,1831,1138,660,109,1440,918,503,27,665,414,251,12,443,286,157,9,547,456,91,10,1363,883,480,3,737,517,220,2,708,412,296,-,-,-,-,4
4,13116,豊島区,1,L,学術研究，専門・技術サービス業,1619,16805,11933,4757,1036,2317,1412,869,322,2083,1308,769,149,1978,1331,626,38,910,588,270,28,1039,749,290,24,1607,1154,453,10,1364,1022,342,2,433,380,53,2,660,554,106,4,4414,3435,979,4
4,13116,豊島区,1,M,宿泊業，飲食サービス業,3034,37197,19173,17746,1235,2774,1351,1412,627,4195,2222,1909,567,7881,4090,3725,304,7290,3476,3747,214,7996,4093,3833,61,3943,2073,1870,9,1138,699,439,2,499,221,278,-,-,-,-,2,1481,948,533,13
4,13116,豊島区,1,N,生活関連サービス業，娯楽業,1528,13374,5894,7333,884,1923,804,1098,315,2036,797,1207,171,2296,1072,1190,60,1397,674,723,44,1648,780,868,28,1771,872,839,10,1353,653,700,4,950,242,708,-,-,-,-,-,-,-,-,12
4,13116,豊島区,1,O,教育，学習支援業,662,15199,7769,7349,284,554,238,308,116,784,341,435,106,1453,610,818,41,981,426,555,48,1735,811,884,40,2721,1408,1313,9,1083,688,395,5,1344,739,605,1,322,32,290,4,4222,2476,1746,8
4,13116,豊島区,1,P,医療，福祉,1404,15953,5098,10654,636,1471,677,781,376,2537,718,1755,221,2937,894,2005,65,1543,474,1021,56,2189,617,1534,34,2343,762,1581,8,920,294,626,4,992,329,663,1,434,154,280,1,587,179,408,2
4,13116,豊島区,1,Q,複合サービス事業,36,344,157,187,1,4,1,3,24,171,78,93,10,123,59,64,-,-,-,-,1,46,19,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,R,サービス業（他に分類されないもの）,1126,39493,23515,15901,484,1082,639,417,173,1136,671,442,151,2033,1363,642,61,1475,1031,444,88,3424,2176,1248,63,4412,2879,1533,57,7603,4819,2784,12,2958,1169,1789,13,4888,3308,1580,12,10482,5460,5022,12
4,13117,北区,0,A～R,全産業（Ｓ公務を除く）,12536,124765,72401,51840,7725,16353,8724,7532,2299,14940,7702,7073,1327,18011,9624,8241,473,11344,6154,5074,303,11352,5946,5406,190,13403,7899,5504,98,13215,8576,4639,35,8378,5924,2454,13,4640,2981,1659,14,13129,8871,4258,59
4,13117,北区,1,A,農業，林業,3,16,15,1,2,5,4,1,-,-,-,-,1,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,D,建設業,947,7933,6626,1279,511,1216,909,295,234,1535,1186,349,129,1700,1381,303,31,756,645,111,22,839,751,88,13,957,883,74,4,467,441,26,2,463,430,33,-,-,-,-,-,-,-,-,1
4,13117,北区,1,E,製造業,970,13071,9485,3586,563,1320,842,478,192,1253,807,446,98,1296,864,432,47,1130,796,334,24,914,696,218,26,1780,1345,435,7,910,621,289,8,1864,1411,453,1,412,331,81,2,2192,1772,420,2
4,13117,北区,1,F,電気・ガス・熱供給・水道業,6,404,342,62,1,2,2,-,1,6,5,1,2,21,21,-,-,-,-,-,-,-,-,-,1,55,40,15,-,-,-,-,-,-,-,-,1,320,274,46,-,-,-,-,-
4,13117,北区,1,G,情報通信業,147,3306,2481,809,78,152,99,43,27,178,117,55,9,131,97,34,11,271,213,58,5,204,174,30,6,389,323,66,8,1136,934,202,2,473,240,233,1,372,284,88,-,-,-,-,-
4,13117,北区,1,H,運輸業，郵便業,391,11903,10691,1211,239,327,266,60,38,257,199,58,29,385,324,61,21,499,413,86,11,401,350,51,23,1651,1462,189,14,2064,1897,167,8,2090,1807,283,2,639,618,21,3,3590,3355,235,3
4,13117,北区,1,I,卸売業，小売業,2947,26379,14522,11815,1779,3931,2087,1834,535,3473,1724,1731,388,5305,2910,2381,112,2657,1526,1131,65,2409,1301,1108,28,2130,1028,1102,18,2402,1421,981,5,1144,481,663,2,668,421,247,2,2260,1623,637,13
4,13117,北区,1,J,金融業，保険業,160,3175,1261,1913,63,146,89,56,21,133,82,51,29,441,241,200,14,328,144,184,16,569,181,388,11,721,243,478,4,517,241,276,-,-,-,-,1,320,40,280,-,-,-,-,1
4,13117,北区,1,K,不動産業，物品賃貸業,1370,5131,3066,2037,1202,2258,1121,1137,120,734,449,285,32,388,240,148,8,196,106,62,4,167,117,50,2,124,68,56,-,-,-,-,1,242,217,25,-,-,-,-,1,1022,748,274,-
4,13117,北区,1,L,学術研究，専門・技術サービス業,533,4625,3247,1339,349,731,419,299,104,642,388,238,40,527,369,148,10,237,143,94,12,432,306,126,7,439,305,134,8,1129,848,281,2,488,469,19,-,-,-,-,-,-,-,-,1
4,13117,北区,1,M,宿泊業，飲食サービス業,1910,13997,6059,7764,1162,2478,1096,1377,372,2457,1059,1360,209,2854,1259,1552,96,2305,951,1266,47,1785,793,992,16,1062,464,598,-,-,-,-,-,-,-,-,1,371,231,140,1,685,206,479,6
4,13117,北区,1,N,生活関連サービス業，娯楽業,1063,4887,2381,2478,804,1638,695,934,154,992,452,532,56,775,444,320,13,320,182,138,9,333,153,180,3,229,90,139,2,291,197,94,-,-,-,-,1,309,168,141,-,-,-,-,21
4,13117,北区,1,O,教育，学習支援業,351,4477,2032,2408,169,325,115,200,59,371,134,225,53,732,290,427,32,776,274,502,16,592,312,280,13,954,490,464,6,727,417,310,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13117,北区,1,P,医療，福祉,1113,17207,5223,11904,448,1090,522,550,310,2060,628,1380,191,2645,676,1959,49,1166,342,824,59,2236,478,1758,31,2124,640,1484,16,2152,661,1491,3,674,210,464,2,832,319,513,3,2228,747,1481,1
4,13117,北区,1,Q,複合サービス事業,41,692,408,284,2,6,2,4,32,222,86,136,6,67,25,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,397,295,102,-,-,-,-,-
4,13117,北区,1,R,サービス業（他に分類されないもの）,584,7562,4562,2950,353,728,456,264,100,627,386,226,55,733,472,234,29,703,419,284,13,471,334,137,10,788,518,270,11,1420,898,522,4,940,659,281,-,-,-,-,2,1152,420,732,7
4,13118,荒川区,0,A～R,全産業（Ｓ公務を除く）,9060,75404,44454,30571,5717,12374,6967,5355,1666,10833,5925,4792,928,12511,7156,5219,293,6943,4042,2876,217,8105,4742,3363,139,9364,5932,3382,39,5104,2907,2197,11,2662,1931,731,11,4000,2615,1385,4,3508,2237,1271,35
4,13118,荒川区,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,C,鉱業，採石業，砂利採取業,1,6,4,2,-,-,-,-,1,6,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,D,建設業,624,5314,4410,828,350,832,615,213,153,1029,816,206,69,943,776,152,22,530,463,67,13,509,458,51,15,1058,900,108,1,121,109,12,1,292,273,19,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,E,製造業,1711,10797,7307,3468,1148,2635,1737,892,315,2033,1367,660,165,2173,1500,663,35,840,592,248,29,1106,744,362,13,860,632,228,2,239,179,60,1,202,164,38,2,709,392,317,-,-,-,-,1
4,13118,荒川区,1,F,電気・ガス・熱供給・水道業,5,937,828,109,-,-,-,-,-,-,-,-,2,29,28,1,-,-,-,-,-,-,-,-,2,122,113,9,-,-,-,-,-,-,-,-,-,-,-,-,1,786,687,99,-
4,13118,荒川区,1,G,情報通信業,85,1399,987,407,43,93,71,22,17,112,84,23,8,108,83,25,4,102,91,11,4,135,96,39,4,264,211,53,4,585,351,234,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13118,荒川区,1,H,運輸業，郵便業,207,5145,4565,572,89,140,115,25,37,260,198,54,20,288,235,53,19,459,395,64,16,578,506,72,14,965,819,146,5,642,625,17,3,702,659,43,3,1111,1013,98,-,-,-,-,1
4,13118,荒川区,1,I,卸売業，小売業,2241,16883,9325,7487,1427,3072,1697,1373,402,2550,1332,1196,245,3267,1842,1403,74,1710,968,717,47,1743,1025,718,29,1965,1097,868,11,1312,585,727,3,751,351,400,-,-,-,-,1,513,428,85,2
4,13118,荒川区,1,J,金融業，保険業,83,1424,701,709,32,84,44,37,8,51,29,22,19,291,174,106,8,187,88,99,11,423,183,240,3,213,99,114,1,175,84,91,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13118,荒川区,1,K,不動産業，物品賃貸業,692,2676,1521,1142,581,1081,556,519,69,436,248,181,25,319,233,86,6,146,97,49,3,126,96,30,3,182,123,59,-,-,-,-,-,-,-,-,1,386,168,218,-,-,-,-,4
4,13118,荒川区,1,L,学術研究，専門・技術サービス業,291,2591,1839,749,186,441,284,154,54,346,206,140,27,340,239,101,10,245,181,64,6,219,184,35,4,325,278,47,1,114,4,110,1,214,188,26,1,347,275,72,-,-,-,-,1
4,13118,荒川区,1,M,宿泊業，飲食サービス業,1154,7049,3333,3674,755,1661,757,895,209,1360,616,737,114,1556,789,741,36,866,402,464,24,817,414,403,9,586,251,335,2,203,104,99,-,-,-,-,-,-,-,-,-,-,-,-,5
4,13118,荒川区,1,N,生活関連サービス業，娯楽業,640,3160,1562,1578,500,1006,390,612,70,431,172,243,37,497,292,205,15,349,177,172,7,285,160,125,4,233,86,147,-,-,-,-,-,-,-,-,1,359,285,74,-,-,-,-,6
4,13118,荒川区,1,O,教育，学習支援業,193,2452,1233,1204,101,174,80,87,33,214,65,141,17,246,105,141,16,390,184,206,10,363,207,156,6,383,215,168,2,292,182,110,-,-,-,-,1,390,195,195,-,-,-,-,7
4,13118,荒川区,1,P,医療，福祉,732,10313,3263,7011,286,683,323,357,202,1375,416,935,145,1953,532,1409,35,818,231,587,33,1293,297,996,19,1326,458,868,5,637,172,465,2,501,296,205,1,397,152,245,1,1330,386,944,3
4,13118,荒川区,1,Q,複合サービス事業,21,141,54,87,3,6,3,3,16,108,42,66,2,27,9,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,R,サービス業（他に分類されないもの）,380,5117,3522,1544,216,466,295,166,80,522,330,186,33,474,319,115,13,301,173,128,14,508,372,136,14,882,650,232,5,784,512,272,-,-,-,-,1,301,135,166,1,879,736,143,3
4,13119,板橋区,0,A～R,全産業（Ｓ公務を除く）,17825,195069,106611,87661,10313,22207,12119,9978,3540,23279,11969,11159,2086,28202,15490,12509,783,18569,10287,8211,516,19424,10821,8527,313,21444,12815,8443,135,18152,11081,7071,45,10922,6544,4378,26,9907,6255,3652,17,22963,9230,13733,51
4,13119,板橋区,1,A,農業，林業,4,14,11,3,2,3,2,1,2,11,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,D,建設業,1507,10359,8407,1897,833,1982,1427,548,397,2623,2041,568,190,2567,2115,418,46,1101,948,153,27,1095,976,119,9,579,524,55,3,412,376,36,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13119,板橋区,1,E,製造業,1901,24275,17797,6443,978,2303,1523,777,432,2823,1918,905,239,3246,2216,998,97,2356,1730,626,66,2476,1727,749,57,3739,2828,911,18,2326,1812,514,6,1525,1077,448,5,1973,1655,318,2,1508,1311,197,1
4,13119,板橋区,1,F,電気・ガス・熱供給・水道業,10,213,189,24,-,-,-,-,1,9,6,3,5,66,66,-,-,-,-,-,1,40,31,9,1,98,86,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13119,板橋区,1,G,情報通信業,183,2718,1778,890,99,185,112,70,37,245,160,78,20,253,169,84,11,292,178,114,8,278,153,85,3,225,137,88,3,440,256,184,-,-,-,-,2,800,613,187,-,-,-,-,-
4,13119,板橋区,1,H,運輸業，郵便業,683,15625,13647,1960,380,541,445,95,71,482,383,99,72,985,810,158,35,814,719,95,43,1636,1381,255,33,2237,1878,359,33,4655,4168,487,11,2775,2458,317,2,697,624,73,1,803,781,22,2
4,13119,板橋区,1,I,卸売業，小売業,4049,39627,21762,17793,2299,5120,2784,2314,754,4992,2459,2507,564,7753,4271,3458,210,4932,2867,2065,99,3677,2299,1378,63,4363,2269,2094,31,4221,2216,2005,11,2678,1454,1224,5,1891,1143,748,-,-,-,-,13
4,13119,板橋区,1,J,金融業，保険業,217,3470,1211,2254,91,207,118,89,26,165,87,73,41,579,297,282,28,666,210,456,21,777,272,505,8,498,187,311,-,-,-,-,-,-,-,-,-,-,-,-,1,578,40,538,1
4,13119,板橋区,1,K,不動産業，物品賃貸業,1456,4877,2640,2206,1202,2457,1252,1200,182,1113,631,482,50,643,397,220,10,223,139,84,5,184,108,76,4,257,113,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13119,板橋区,1,L,学術研究，専門・技術サービス業,660,3309,2052,1190,472,962,570,370,110,685,390,286,47,631,379,252,16,380,276,104,11,432,311,85,4,219,126,93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,M,宿泊業，飲食サービス業,2427,16223,7076,8980,1472,3201,1408,1783,504,3391,1391,1977,252,3296,1549,1737,115,2724,1128,1525,59,2187,924,1263,22,1424,676,695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13119,板橋区,1,N,生活関連サービス業，娯楽業,1565,8521,4076,4401,1160,2388,1005,1372,220,1375,542,814,99,1335,703,618,42,961,563,398,17,630,375,255,13,902,460,442,5,595,289,306,-,-,-,-,1,335,139,196,-,-,-,-,8
4,13119,板橋区,1,O,教育，学習支援業,560,9335,4679,4653,298,549,231,315,98,633,224,409,71,954,344,610,38,910,338,572,22,809,388,421,19,1400,816,584,3,434,271,163,2,524,227,297,1,441,104,337,3,2681,1736,945,5
4,13119,板橋区,1,P,医療，福祉,1758,45025,13690,31178,590,1401,653,735,515,3474,994,2432,335,4565,1224,3295,101,2392,612,1780,103,3890,889,3001,47,3310,1212,2048,36,4743,1559,3184,10,2365,769,1596,6,2222,711,1511,9,16663,5067,11596,6
4,13119,板橋区,1,Q,複合サービス事業,51,1112,658,454,3,6,1,5,40,283,83,200,5,59,20,39,-,-,-,-,1,30,29,1,-,-,-,-,-,-,-,-,-,-,-,-,2,734,525,209,-,-,-,-,-
4,13119,板橋区,1,R,サービス業（他に分類されないもの）,794,10366,6938,3335,434,902,588,304,151,975,651,324,96,1270,930,340,34,818,579,239,33,1283,958,325,30,2193,1503,607,3,326,134,192,5,1055,559,496,2,814,741,73,1,730,295,435,5
