地域階層,地域コード,地域名,大分類コード,大分類名,資本金階級階層,資本金階級コード,資本金階級範囲,会社企業（企業）,企業従業者数（人）,売上（収入）金額（百万円）,費用総額（百万円）,付加価値額（百万円）
1,13100,区部,H,運輸業，郵便業,1,05,３０００万～５０００万円未満,298,33294,413834,388262,143488
1,13100,区部,H,運輸業，郵便業,1,06,５０００万～１億円未満,342,87938,1531367,1457190,392718
1,13100,区部,H,運輸業，郵便業,1,07,１億～３億円未満,193,55670,1406729,1334223,286609
1,13100,区部,H,運輸業，郵便業,1,08,３億～１０億円未満,106,46866,2261644,2139414,437420
1,13100,区部,H,運輸業，郵便業,1,09,１０億～５０億円未満,65,53479,X,X,X
1,13100,区部,H,運輸業，郵便業,1,10,５０億円以上,39,365637,X,X,X
1,13100,区部,I,卸売業，小売業,0,00,合計（資本金額が不詳含む）,45935,2110896,208843915,201641968,16770751
1,13100,区部,I,卸売業，小売業,1,01,３００万円未満,2107,17141,359383,338665,55786
1,13100,区部,I,卸売業，小売業,1,02,３００万～５００万円未満,12048,67823,1330825,1224411,278967
1,13100,区部,I,卸売業，小売業,1,03,５００万～１０００万円未満,4099,29369,955164,882030,163304
1,13100,区部,I,卸売業，小売業,1,04,１０００万～３０００万円未満,19247,278107,13084721,12358596,1865545
1,13100,区部,I,卸売業，小売業,1,05,３０００万～５０００万円未満,2570,115333,7381064,7117543,788994
1,13100,区部,I,卸売業，小売業,1,06,５０００万～１億円未満,2521,242185,14373269,13765883,1616017
1,13100,区部,I,卸売業，小売業,1,07,１億～３億円未満,1226,372176,23197939,22454831,2130788
1,13100,区部,I,卸売業，小売業,1,08,３億～１０億円未満,749,253929,28033285,27033671,2188414
1,13100,区部,I,卸売業，小売業,1,09,１０億～５０億円未満,337,312007,38507802,37680269,2334719
1,13100,区部,I,卸売業，小売業,1,10,５０億円以上,160,413255,81311656,78510146,5283134
1,13100,区部,J,金融業，保険業,0,00,合計（資本金額が不詳含む）,3050,772391,76217285,71369141,10999205
1,13100,区部,J,金融業，保険業,1,01,３００万円未満,162,597,11120,9659,4174
1,13100,区部,J,金融業，保険業,1,02,３００万～５００万円未満,623,2505,43923,36544,16361
1,13100,区部,J,金融業，保険業,1,03,５００万～１０００万円未満,190,1534,17819,16776,8966
1,13100,区部,J,金融業，保険業,1,04,１０００万～３０００万円未満,833,11337,200061,177033,95327
1,13100,区部,J,金融業，保険業,1,05,３０００万～５０００万円未満,117,2531,49388,45115,15941
1,13100,区部,J,金融業，保険業,1,06,５０００万～１億円未満,218,8497,181211,163925,67214
1,13100,区部,J,金融業，保険業,1,07,１億～３億円未満,281,16734,X,X,X
1,13100,区部,J,金融業，保険業,1,08,３億～１０億円未満,248,22280,X,X,X
1,13100,区部,J,金融業，保険業,1,09,１０億～５０億円未満,152,26357,X,X,X
1,13100,区部,J,金融業，保険業,1,10,５０億円以上,192,679894,X,X,X
1,13100,区部,K,不動産業，物品賃貸業,0,00,合計（資本金額が不詳含む）,21910,380240,23600397,21544436,4055837
1,13100,区部,K,不動産業，物品賃貸業,1,01,３００万円未満,1076,3231,52102,44446,22826
1,13100,区部,K,不動産業，物品賃貸業,1,02,３００万～５００万円未満,6298,18358,216628,182642,86106
1,13100,区部,K,不動産業，物品賃貸業,1,03,５００万～１０００万円未満,1901,6503,108618,96681,34018
1,13100,区部,K,不動産業，物品賃貸業,1,04,１０００万～３０００万円未満,9152,60035,1402820,1252993,405483
1,13100,区部,K,不動産業，物品賃貸業,1,05,３０００万～５０００万円未満,1103,13531,459276,417143,109569
1,13100,区部,K,不動産業，物品賃貸業,1,06,５０００万～１億円未満,1110,36186,1192580,1090449,270583
1,13100,区部,K,不動産業，物品賃貸業,1,07,１億～３億円未満,542,56011,2082608,1910651,407691
1,13100,区部,K,不動産業，物品賃貸業,1,08,３億～１０億円未満,189,41781,2379323,2197640,385567
1,13100,区部,K,不動産業，物品賃貸業,1,09,１０億～５０億円未満,151,85246,5456291,5121664,773924
1,13100,区部,K,不動産業，物品賃貸業,1,10,５０億円以上,64,57956,10201381,9183785,1550554
1,13100,区部,L,学術研究，専門・技術サービス業,0,00,合計（資本金額が不詳含む）,14443,413846,22276988,16454546,8468221
1,13100,区部,L,学術研究，専門・技術サービス業,1,01,３００万円未満,1321,5513,71715,57264,34121
1,13100,区部,L,学術研究，専門・技術サービス業,1,02,３００万～５００万円未満,3704,14703,160762,148294,67740
1,13100,区部,L,学術研究，専門・技術サービス業,1,03,５００万～１０００万円未満,1189,6390,98735,86213,42495
1,13100,区部,L,学術研究，専門・技術サービス業,1,04,１０００万～３０００万円未満,5819,62401,1254292,1143631,413217
1,13100,区部,L,学術研究，専門・技術サービス業,1,05,３０００万～５０００万円未満,623,21157,664010,623904,157114
1,13100,区部,L,学術研究，専門・技術サービス業,1,06,５０００万～１億円未満,651,49566,1349758,1233694,372439
1,13100,区部,L,学術研究，専門・技術サービス業,1,07,１億～３億円未満,381,56733,1999556,1712537,635988
1,13100,区部,L,学術研究，専門・技術サービス業,1,08,３億～１０億円未満,190,44388,1593196,1414343,477965
1,13100,区部,L,学術研究，専門・技術サービス業,1,09,１０億～５０億円未満,141,35842,X,X,X
1,13100,区部,L,学術研究，専門・技術サービス業,1,10,５０億円以上,159,115680,13349889,8507521,5799244
1,13100,区部,M,宿泊業，飲食サービス業,0,00,合計（資本金額が不詳含む）,11744,1023894,7191157,6437561,2574341
1,13100,区部,M,宿泊業，飲食サービス業,1,01,３００万円未満,1087,10769,63939,64163,19560
1,13100,区部,M,宿泊業，飲食サービス業,1,02,３００万～５００万円未満,4844,42610,287523,248091,132164
1,13100,区部,M,宿泊業，飲食サービス業,1,03,５００万～１０００万円未満,1624,21253,151497,134739,61132
1,13100,区部,M,宿泊業，飲食サービス業,1,04,１０００万～３０００万円未満,2533,210806,1192480,1025697,545608
1,13100,区部,M,宿泊業，飲食サービス業,1,05,３０００万～５０００万円未満,316,42304,320095,296812,108675
1,13100,区部,M,宿泊業，飲食サービス業,1,06,５０００万～１億円未満,258,126382,938489,805727,367247
1,13100,区部,M,宿泊業，飲食サービス業,1,07,１億～３億円未満,150,284925,1925290,1799054,620728
1,13100,区部,M,宿泊業，飲食サービス業,1,08,３億～１０億円未満,38,73108,509367,475229,163015
1,13100,区部,M,宿泊業，飲食サービス業,1,09,１０億～５０億円未満,37,135055,1151580,1066707,327914
1,13100,区部,M,宿泊業，飲食サービス業,1,10,５０億円以上,12,69825,X,X,X
1,13100,区部,N,生活関連サービス業，娯楽業,0,00,合計（資本金額が不詳含む）,7455,370459,14025929,13404799,1794263
1,13100,区部,N,生活関連サービス業，娯楽業,1,01,３００万円未満,584,3747,31680,28555,13844
1,13100,区部,N,生活関連サービス業，娯楽業,1,02,３００万～５００万円未満,2728,19657,234923,218571,70599
1,13100,区部,N,生活関連サービス業，娯楽業,1,03,５００万～１０００万円未満,835,16188,142934,134645,38950
1,13100,区部,N,生活関連サービス業，娯楽業,1,04,１０００万～３０００万円未満,2084,54173,1542517,1434933,282194
1,13100,区部,N,生活関連サービス業，娯楽業,1,05,３０００万～５０００万円未満,279,24903,527353,505120,91211
1,13100,区部,N,生活関連サービス業，娯楽業,1,06,５０００万～１億円未満,322,48263,1350813,1278550,212507
1,13100,区部,N,生活関連サービス業，娯楽業,1,07,１億～３億円未満,160,67885,2288314,2173369,300415
1,13100,区部,N,生活関連サービス業，娯楽業,1,08,３億～１０億円未満,51,19792,1287035,1241245,156335
1,13100,区部,N,生活関連サービス業，娯楽業,1,09,１０億～５０億円未満,36,56257,X,X,X
1,13100,区部,N,生活関連サービス業，娯楽業,1,10,５０億円以上,10,56672,X,X,X
1,13100,区部,O,教育，学習支援業,0,00,合計（資本金額が不詳含む）,2138,120928,942421,837321,385799
1,13100,区部,O,教育，学習支援業,1,01,３００万円未満,248,1580,6229,5750,2682
1,13100,区部,O,教育，学習支援業,1,02,３００万～５００万円未満,624,5626,29000,27387,12610
1,13100,区部,O,教育，学習支援業,1,03,５００万～１０００万円未満,230,4129,22208,19860,10939
1,13100,区部,O,教育，学習支援業,1,04,１０００万～３０００万円未満,716,31279,243779,207886,110498
1,13100,区部,O,教育，学習支援業,1,05,３０００万～５０００万円未満,89,8711,96977,84722,37044
1,13100,区部,O,教育，学習支援業,1,06,５０００万～１億円未満,89,11676,167151,153701,58343
1,13100,区部,O,教育，学習支援業,1,07,１億～３億円未満,50,31222,180606,162869,76470
1,13100,区部,O,教育，学習支援業,1,08,３億～１０億円未満,20,22744,X,X,X
1,13100,区部,O,教育，学習支援業,1,09,１０億～５０億円未満,3,3419,X,X,X
1,13100,区部,O,教育，学習支援業,1,10,５０億円以上,-,-,-,-,-
1,13100,区部,P,医療，福祉,0,00,合計（資本金額が不詳含む）,2885,197612,1274008,1226851,504353
1,13100,区部,P,医療，福祉,1,01,３００万円未満,476,5213,17044,15768,10314
1,13100,区部,P,医療，福祉,1,02,３００万～５００万円未満,1005,13595,52269,49252,30526
1,13100,区部,P,医療，福祉,1,03,５００万～１０００万円未満,406,6901,24628,24572,13781
1,13100,区部,P,医療，福祉,1,04,１０００万～３０００万円未満,569,29171,167917,156674,87280
1,13100,区部,P,医療，福祉,1,05,３０００万～５０００万円未満,87,9465,55501,51848,27308
1,13100,区部,P,医療，福祉,1,06,５０００万～１億円未満,93,55185,296596,290938,130680
1,13100,区部,P,医療，福祉,1,07,１億～３億円未満,57,39377,214965,210064,93529
1,13100,区部,P,医療，福祉,1,08,３億～１０億円未満,22,15511,X,X,X
1,13100,区部,P,医療，福祉,1,09,１０億～５０億円未満,3,3949,89223,90928,13188
1,13100,区部,P,医療，福祉,1,10,５０億円以上,4,17662,249650,243571,47437
1,13100,区部,Q,複合サービス事業,0,00,合計（資本金額が不詳含む）,4,407831,X,X,X
1,13100,区部,Q,複合サービス事業,1,01,３００万円未満,-,-,-,-,-
1,13100,区部,Q,複合サービス事業,1,02,３００万～５００万円未満,2,11,X,X,X
1,13100,区部,Q,複合サービス事業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13100,区部,Q,複合サービス事業,1,04,１０００万～３０００万円未満,1,11,X,X,X
1,13100,区部,Q,複合サービス事業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13100,区部,Q,複合サービス事業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13100,区部,Q,複合サービス事業,1,07,１億～３億円未満,-,-,-,-,-
1,13100,区部,Q,複合サービス事業,1,08,３億～１０億円未満,-,-,-,-,-
1,13100,区部,Q,複合サービス事業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13100,区部,Q,複合サービス事業,1,10,５０億円以上,1,407809,X,X,X
1,13100,区部,R,サービス業（他に分類されないもの）,0,00,合計（資本金額が不詳含む）,9088,1436398,16837057,15025168,5883863
1,13100,区部,R,サービス業（他に分類されないもの）,1,01,３００万円未満,475,5771,53623,57430,11379
1,13100,区部,R,サービス業（他に分類されないもの）,1,02,３００万～５００万円未満,2088,17812,133753,120821,56809
1,13100,区部,R,サービス業（他に分類されないもの）,1,03,５００万～１０００万円未満,735,9101,80514,73916,30974
1,13100,区部,R,サービス業（他に分類されないもの）,1,04,１０００万～３０００万円未満,3858,227491,1727432,1608937,677733
1,13100,区部,R,サービス業（他に分類されないもの）,1,05,３０００万～５０００万円未満,608,102572,1128085,1033580,410231
1,13100,区部,R,サービス業（他に分類されないもの）,1,06,５０００万～１億円未満,648,234403,2168687,1996604,809633
1,13100,区部,R,サービス業（他に分類されないもの）,1,07,１億～３億円未満,350,311849,3625046,3275259,1200502
1,13100,区部,R,サービス業（他に分類されないもの）,1,08,３億～１０億円未満,132,270132,2977945,2749888,1004894
1,13100,区部,R,サービス業（他に分類されないもの）,1,09,１０億～５０億円未満,46,75297,1604264,1440762,460090
1,13100,区部,R,サービス業（他に分類されないもの）,1,10,５０億円以上,23,178468,X,X,X
1,13200,市部,A,農業，林業,0,00,合計（資本金額が不詳含む）,166,1420,43203,40034,7712
1,13200,市部,A,農業，林業,1,01,３００万円未満,12,60,520,486,172
1,13200,市部,A,農業，林業,1,02,３００万～５００万円未満,77,465,2726,2552,1204
1,13200,市部,A,農業，林業,1,03,５００万～１０００万円未満,25,156,1464,1411,483
1,13200,市部,A,農業，林業,1,04,１０００万～３０００万円未満,42,459,4944,4485,1868
1,13200,市部,A,農業，林業,1,05,３０００万～５０００万円未満,4,135,2946,2656,531
1,13200,市部,A,農業，林業,1,06,５０００万～１億円未満,3,126,30516,28386,3410
1,13200,市部,A,農業，林業,1,07,１億～３億円未満,1,6,X,X,X
1,13200,市部,A,農業，林業,1,08,３億～１０億円未満,-,-,-,-,-
1,13200,市部,A,農業，林業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13200,市部,A,農業，林業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,B,漁業,0,00,合計（資本金額が不詳含む）,1,4,X,X,X
1,13200,市部,B,漁業,1,01,３００万円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,02,３００万～５００万円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,04,１０００万～３０００万円未満,1,4,X,X,X
1,13200,市部,B,漁業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,07,１億～３億円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,08,３億～１０億円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13200,市部,B,漁業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,0,00,合計（資本金額が不詳含む）,6,51,2083,2067,235
1,13200,市部,C,鉱業，採石業，砂利採取業,1,01,３００万円未満,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,1,02,３００万～５００万円未満,1,4,X,X,X
1,13200,市部,C,鉱業，採石業，砂利採取業,1,03,５００万～１０００万円未満,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,1,04,１０００万～３０００万円未満,5,47,X,X,X
1,13200,市部,C,鉱業，採石業，砂利採取業,1,05,３０００万～５０００万円未満,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,1,06,５０００万～１億円未満,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,1,07,１億～３億円未満,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,1,08,３億～１０億円未満,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13200,市部,C,鉱業，採石業，砂利採取業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,D,建設業,0,00,合計（資本金額が不詳含む）,7130,56412,1737044,1637455,314601
1,13200,市部,D,建設業,1,01,３００万円未満,314,1510,21557,18775,6756
1,13200,市部,D,建設業,1,02,３００万～５００万円未満,2987,14056,201220,184018,61458
1,13200,市部,D,建設業,1,03,５００万～１０００万円未満,972,5312,84921,76873,25280
1,13200,市部,D,建設業,1,04,１０００万～３０００万円未満,2343,21289,501108,467095,114888
1,13200,市部,D,建設業,1,05,３０００万～５０００万円未満,274,5077,193559,180905,36882
1,13200,市部,D,建設業,1,06,５０００万～１億円未満,132,5004,240075,235478,27968
1,13200,市部,D,建設業,1,07,１億～３億円未満,22,1130,X,X,X
1,13200,市部,D,建設業,1,08,３億～１０億円未満,2,570,X,X,X
1,13200,市部,D,建設業,1,09,１０億～５０億円未満,1,1416,X,X,X
1,13200,市部,D,建設業,1,10,５０億円以上,1,625,X,X,X
1,13200,市部,E,製造業,0,00,合計（資本金額が不詳含む）,3996,144276,4962960,4676339,853453
1,13200,市部,E,製造業,1,01,３００万円未満,125,938,16838,15945,3545
1,13200,市部,E,製造業,1,02,３００万～５００万円未満,1275,7038,66032,57829,26335
1,13200,市部,E,製造業,1,03,５００万～１０００万円未満,421,3030,31371,28841,11435
1,13200,市部,E,製造業,1,04,１０００万～３０００万円未満,1616,29468,457763,416966,149682
1,13200,市部,E,製造業,1,05,３０００万～５０００万円未満,226,9998,176503,159497,52870
1,13200,市部,E,製造業,1,06,５０００万～１億円未満,184,15474,378255,347625,93870
1,13200,市部,E,製造業,1,07,１億～３億円未満,66,15869,X,X,X
1,13200,市部,E,製造業,1,08,３億～１０億円未満,26,8803,X,X,X
1,13200,市部,E,製造業,1,09,１０億～５０億円未満,24,11791,456105,427083,96317
1,13200,市部,E,製造業,1,10,５０億円以上,15,41776,2585009,2473517,264963
1,13200,市部,F,電気・ガス・熱供給・水道業,0,00,合計（資本金額が不詳含む）,8,359,X,X,X
1,13200,市部,F,電気・ガス・熱供給・水道業,1,01,３００万円未満,-,-,-,-,-
1,13200,市部,F,電気・ガス・熱供給・水道業,1,02,３００万～５００万円未満,-,-,-,-,-
1,13200,市部,F,電気・ガス・熱供給・水道業,1,03,５００万～１０００万円未満,1,5,X,X,X
1,13200,市部,F,電気・ガス・熱供給・水道業,1,04,１０００万～３０００万円未満,2,38,X,X,X
1,13200,市部,F,電気・ガス・熱供給・水道業,1,05,３０００万～５０００万円未満,1,74,X,X,X
1,13200,市部,F,電気・ガス・熱供給・水道業,1,06,５０００万～１億円未満,2,154,X,X,X
1,13200,市部,F,電気・ガス・熱供給・水道業,1,07,１億～３億円未満,1,76,X,X,X
1,13200,市部,F,電気・ガス・熱供給・水道業,1,08,３億～１０億円未満,1,12,X,X,X
1,13200,市部,F,電気・ガス・熱供給・水道業,1,09,１０億～５０億円未満,-,-,-,-,-
1,13200,市部,F,電気・ガス・熱供給・水道業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,G,情報通信業,0,00,合計（資本金額が不詳含む）,1284,25224,458911,425592,152873
1,13200,市部,G,情報通信業,1,01,３００万円未満,177,720,X,X,X
1,13200,市部,G,情報通信業,1,02,３００万～５００万円未満,452,1734,X,X,X
1,13200,市部,G,情報通信業,1,03,５００万～１０００万円未満,115,700,8872,8326,3152
1,13200,市部,G,情報通信業,1,04,１０００万～３０００万円未満,405,5381,X,X,X
1,13200,市部,G,情報通信業,1,05,３０００万～５０００万円未満,45,1756,24663,22723,9098
1,13200,市部,G,情報通信業,1,06,５０００万～１億円未満,44,6531,121123,116386,35364
1,13200,市部,G,情報通信業,1,07,１億～３億円未満,24,4525,132465,121268,37867
1,13200,市部,G,情報通信業,1,08,３億～１０億円未満,8,2004,43738,38181,18657
1,13200,市部,G,情報通信業,1,09,１０億～５０億円未満,4,1841,39429,35995,14251
1,13200,市部,G,情報通信業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,H,運輸業，郵便業,0,00,合計（資本金額が不詳含む）,714,46506,754049,690625,274656
1,13200,市部,H,運輸業，郵便業,1,01,３００万円未満,18,113,X,X,X
1,13200,市部,H,運輸業，郵便業,1,02,３００万～５００万円未満,180,1903,16773,14896,7006
1,13200,市部,H,運輸業，郵便業,1,03,５００万～１０００万円未満,97,1699,14247,13401,6024
1,13200,市部,H,運輸業，郵便業,1,04,１０００万～３０００万円未満,307,15103,134616,126162,58871
1,13200,市部,H,運輸業，郵便業,1,05,３０００万～５０００万円未満,47,4851,53685,50990,20444
1,13200,市部,H,運輸業，郵便業,1,06,５０００万～１億円未満,35,8734,X,X,X
1,13200,市部,H,運輸業，郵便業,1,07,１億～３億円未満,13,5946,133184,126075,38966
1,13200,市部,H,運輸業，郵便業,1,08,３億～１０億円未満,7,2934,59515,55156,19918
1,13200,市部,H,運輸業，郵便業,1,09,１０億～５０億円未満,2,1278,X,X,X
1,13200,市部,H,運輸業，郵便業,1,10,５０億円以上,1,3853,X,X,X
1,13200,市部,I,卸売業，小売業,0,00,合計（資本金額が不詳含む）,8381,163404,4985921,4760087,720800
1,13200,市部,I,卸売業，小売業,1,01,３００万円未満,525,5345,64898,55743,17844
1,13200,市部,I,卸売業，小売業,1,02,３００万～５００万円未満,3576,26002,366982,337486,87139
1,13200,市部,I,卸売業，小売業,1,03,５００万～１０００万円未満,1015,8404,118465,108153,30272
1,13200,市部,I,卸売業，小売業,1,04,１０００万～３０００万円未満,2623,37090,1181245,1127481,178483
1,13200,市部,I,卸売業，小売業,1,05,３０００万～５０００万円未満,247,14669,625051,610068,58494
1,13200,市部,I,卸売業，小売業,1,06,５０００万～１億円未満,136,16258,758783,737082,88749
1,13200,市部,I,卸売業，小売業,1,07,１億～３億円未満,41,13428,412631,387199,72220
1,13200,市部,I,卸売業，小売業,1,08,３億～１０億円未満,13,12634,X,X,X
1,13200,市部,I,卸売業，小売業,1,09,１０億～５０億円未満,9,18221,624307,592743,84886
1,13200,市部,I,卸売業，小売業,1,10,５０億円以上,4,9281,503524,488267,53358
1,13200,市部,J,金融業，保険業,0,00,合計（資本金額が不詳含む）,408,3021,111310,87728,36898
1,13200,市部,J,金融業，保険業,1,01,３００万円未満,50,208,1270,1190,583
1,13200,市部,J,金融業，保険業,1,02,３００万～５００万円未満,218,803,X,X,X
1,13200,市部,J,金融業，保険業,1,03,５００万～１０００万円未満,34,223,2120,1773,1073
1,13200,市部,J,金融業，保険業,1,04,１０００万～３０００万円未満,84,555,X,X,X
1,13200,市部,J,金融業，保険業,1,05,３０００万～５０００万円未満,4,183,1728,1582,683
1,13200,市部,J,金融業，保険業,1,06,５０００万～１億円未満,4,23,495,447,188
1,13200,市部,J,金融業，保険業,1,07,１億～３億円未満,2,5,X,X,X
1,13200,市部,J,金融業，保険業,1,08,３億～１０億円未満,1,5,X,X,X
1,13200,市部,J,金融業，保険業,1,09,１０億～５０億円未満,2,569,X,X,X
1,13200,市部,J,金融業，保険業,1,10,５０億円以上,1,421,X,X,X
1,13200,市部,K,不動産業，物品賃貸業,0,00,合計（資本金額が不詳含む）,5342,27176,1107089,1039175,189465
1,13200,市部,K,不動産業，物品賃貸業,1,01,３００万円未満,335,920,X,X,X
1,13200,市部,K,不動産業，物品賃貸業,1,02,３００万～５００万円未満,2386,6961,82070,71794,30197
1,13200,市部,K,不動産業，物品賃貸業,1,03,５００万～１０００万円未満,551,1881,27453,24686,9473
1,13200,市部,K,不動産業，物品賃貸業,1,04,１０００万～３０００万円未満,1707,9580,228494,203548,67012
1,13200,市部,K,不動産業，物品賃貸業,1,05,３０００万～５０００万円未満,151,1401,X,X,X
1,13200,市部,K,不動産業，物品賃貸業,1,06,５０００万～１億円未満,107,1504,73705,67790,15432
1,13200,市部,K,不動産業，物品賃貸業,1,07,１億～３億円未満,29,1293,65506,61398,10119
1,13200,市部,K,不動産業，物品賃貸業,1,08,３億～１０億円未満,9,1269,X,X,X
1,13200,市部,K,不動産業，物品賃貸業,1,09,１０億～５０億円未満,9,2108,430380,422416,26668
1,13200,市部,K,不動産業，物品賃貸業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,L,学術研究，専門・技術サービス業,0,00,合計（資本金額が不詳含む）,2314,21943,306834,269611,117324
1,13200,市部,L,学術研究，専門・技術サービス業,1,01,３００万円未満,294,860,X,X,X
1,13200,市部,L,学術研究，専門・技術サービス業,1,02,３００万～５００万円未満,1017,3630,27787,25039,13725
1,13200,市部,L,学術研究，専門・技術サービス業,1,03,５００万～１０００万円未満,200,995,9815,8802,4458
1,13200,市部,L,学術研究，専門・技術サービス業,1,04,１０００万～３０００万円未満,672,6336,X,X,X
1,13200,市部,L,学術研究，専門・技術サービス業,1,05,３０００万～５０００万円未満,47,1597,32046,29384,11166
1,13200,市部,L,学術研究，専門・技術サービス業,1,06,５０００万～１億円未満,20,2240,X,X,X
1,13200,市部,L,学術研究，専門・技術サービス業,1,07,１億～３億円未満,10,3415,50940,47214,7556
1,13200,市部,L,学術研究，専門・技術サービス業,1,08,３億～１０億円未満,6,1912,29557,26845,15057
1,13200,市部,L,学術研究，専門・技術サービス業,1,09,１０億～５０億円未満,1,46,X,X,X
1,13200,市部,L,学術研究，専門・技術サービス業,1,10,５０億円以上,4,734,41449,27485,19864
1,13200,市部,M,宿泊業，飲食サービス業,0,00,合計（資本金額が不詳含む）,2001,172190,847092,778969,304503
1,13200,市部,M,宿泊業，飲食サービス業,1,01,３００万円未満,241,2365,10417,8916,4769
1,13200,市部,M,宿泊業，飲食サービス業,1,02,３００万～５００万円未満,927,10202,48619,41322,22868
1,13200,市部,M,宿泊業，飲食サービス業,1,03,５００万～１０００万円未満,281,4485,18902,17239,7906
1,13200,市部,M,宿泊業，飲食サービス業,1,04,１０００万～３０００万円未満,359,17676,100247,88930,39119
1,13200,市部,M,宿泊業，飲食サービス業,1,05,３０００万～５０００万円未満,20,1451,6536,12177,-1239
1,13200,市部,M,宿泊業，飲食サービス業,1,06,５０００万～１億円未満,24,5619,X,X,X
1,13200,市部,M,宿泊業，飲食サービス業,1,07,１億～３億円未満,8,9510,X,X,X
1,13200,市部,M,宿泊業，飲食サービス業,1,08,３億～１０億円未満,-,-,-,-,-
1,13200,市部,M,宿泊業，飲食サービス業,1,09,１０億～５０億円未満,3,110652,489164,448324,194608
1,13200,市部,M,宿泊業，飲食サービス業,1,10,５０億円以上,1,8792,X,X,X
1,13200,市部,N,生活関連サービス業，娯楽業,0,00,合計（資本金額が不詳含む）,1661,29385,411584,385446,104245
1,13200,市部,N,生活関連サービス業，娯楽業,1,01,３００万円未満,182,1144,X,X,X
1,13200,市部,N,生活関連サービス業，娯楽業,1,02,３００万～５００万円未満,770,6374,41900,38589,16972
1,13200,市部,N,生活関連サービス業，娯楽業,1,03,５００万～１０００万円未満,189,1821,19688,18466,5783
1,13200,市部,N,生活関連サービス業，娯楽業,1,04,１０００万～３０００万円未満,380,12197,197354,185733,41711
1,13200,市部,N,生活関連サービス業，娯楽業,1,05,３０００万～５０００万円未満,32,1823,18560,15624,7278
1,13200,市部,N,生活関連サービス業，娯楽業,1,06,５０００万～１億円未満,20,2923,X,X,X
1,13200,市部,N,生活関連サービス業，娯楽業,1,07,１億～３億円未満,9,723,33274,33803,2135
1,13200,市部,N,生活関連サービス業，娯楽業,1,08,３億～１０億円未満,3,821,11981,9823,4508
1,13200,市部,N,生活関連サービス業，娯楽業,1,09,１０億～５０億円未満,2,160,X,X,X
1,13200,市部,N,生活関連サービス業，娯楽業,1,10,５０億円以上,2,903,X,X,X
1,13200,市部,O,教育，学習支援業,0,00,合計（資本金額が不詳含む）,571,10685,84208,71056,42189
1,13200,市部,O,教育，学習支援業,1,01,３００万円未満,86,664,2214,2291,715
1,13200,市部,O,教育，学習支援業,1,02,３００万～５００万円未満,218,1789,X,X,X
1,13200,市部,O,教育，学習支援業,1,03,５００万～１０００万円未満,75,1499,X,X,X
1,13200,市部,O,教育，学習支援業,1,04,１０００万～３０００万円未満,133,4135,25855,20753,14282
1,13200,市部,O,教育，学習支援業,1,05,３０００万～５０００万円未満,11,824,3941,3709,2101
1,13200,市部,O,教育，学習支援業,1,06,５０００万～１億円未満,5,459,3351,2857,1993
1,13200,市部,O,教育，学習支援業,1,07,１億～３億円未満,4,442,5465,5147,2512
1,13200,市部,O,教育，学習支援業,1,08,３億～１０億円未満,2,17,X,X,X
1,13200,市部,O,教育，学習支援業,1,09,１０億～５０億円未満,1,504,X,X,X
1,13200,市部,O,教育，学習支援業,1,10,５０億円以上,-,-,-,-,-
1,13200,市部,P,医療，福祉,0,00,合計（資本金額が不詳含む）,954,23247,113141,97309,61910
1,13200,市部,P,医療，福祉,1,01,３００万円未満,202,2182,6186,5894,3813
1,13200,市部,P,医療，福祉,1,02,３００万～５００万円未満,395,5685,19276,18123,11965
1,13200,市部,P,医療，福祉,1,03,５００万～１０００万円未満,124,2702,8185,7863,4715
1,13200,市部,P,医療，福祉,1,04,１０００万～３０００万円未満,159,6736,32317,30746,17916
