地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,全ての経営組織／全ての事業所／事業所数（事業所）,全ての経営組織／全ての事業所／従業者数（人）,全ての経営組織／単独事業所／事業所数（事業所）,全ての経営組織／単独事業所／従業者数（人）,全ての経営組織／本所・本社・本店／事業所数（事業所）,全ての経営組織／本所・本社・本店／従業者数（人）,全ての経営組織／支所・支社・支店／事業所数（事業所）,全ての経営組織／支所・支社・支店／従業者数（人）,経営組織／個人／全ての事業所／事業所数（事業所）,経営組織／個人／全ての事業所／従業者数（人）,経営組織／個人／単独事業所／事業所数（事業所）,経営組織／個人／単独事業所／従業者数（人）,経営組織／個人／本所・本社・本店／事業所数（事業所）,経営組織／個人／本所・本社・本店／従業者数（人）,経営組織／個人／支所・支社・支店／事業所数（事業所）,経営組織／個人／支所・支社・支店／従業者数（人）,経営組織／会社／全ての事業所／事業所数（事業所）,経営組織／会社／全ての事業所／従業者数（人）,経営組織／会社／単独事業所／事業所数（事業所）,経営組織／会社／単独事業所／従業者数（人）,経営組織／会社／本所・本社・本店／事業所数（事業所）,経営組織／会社／本所・本社・本店／従業者数（人）,経営組織／会社／支所・支社・支店／事業所数（事業所）,経営組織／会社／支所・支社・支店／従業者数（人）,経営組織／会社以外の法人／全ての事業所／事業所数（事業所）,経営組織／会社以外の法人／全ての事業所／従業者数（人）,経営組織／会社以外の法人／単独事業所／事業所数（事業所）,経営組織／会社以外の法人／単独事業所／従業者数（人）,経営組織／会社以外の法人／本所・本社・本店／事業所数（事業所）,経営組織／会社以外の法人／本所・本社・本店／従業者数（人）,経営組織／会社以外の法人／支所・支社・支店／事業所数（事業所）,経営組織／会社以外の法人／支所・支社・支店／従業者数（人）,経営組織／法人でない団体／全ての事業所／事業所数（事業所）,経営組織／法人でない団体／全ての事業所／従業者数（人）,経営組織／法人でない団体／単独事業所／事業所数（事業所）,経営組織／法人でない団体／単独事業所／従業者数（人）,経営組織／法人でない団体／本所・本社・本店／事業所数（事業所）,経営組織／法人でない団体／本所・本社・本店／従業者数（人）,経営組織／法人でない団体／支所・支社・支店／事業所数（事業所）,経営組織／法人でない団体／支所・支社・支店／従業者数（人）
4,1310900204,品川区,東品川,東品川４丁目,東品川４丁目,199,19862,33,2723,38,12161,128,4978,6,51,6,51,-,-,-,-,185,19738,23,2651,38,12161,124,4926,8,73,4,21,-,-,4,52,-,-,-,-,-,-,-,-
4,1310900205,品川区,東品川,東品川５丁目,東品川５丁目,21,930,2,167,2,82,17,681,-,-,-,-,-,-,-,-,21,930,2,167,2,82,17,681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310900300,品川区,南品川,,南品川,866,9869,555,3281,101,2624,210,3964,251,699,245,679,4,13,2,7,557,8460,271,2295,93,2471,193,3694,58,710,39,307,4,140,15,263,-,-,-,-,-,-,-,-
4,1310900301,品川区,南品川,南品川１丁目,南品川１丁目,95,752,69,303,9,176,17,273,28,65,26,62,2,3,-,-,60,614,39,231,7,173,14,210,7,73,4,10,-,-,3,63,-,-,-,-,-,-,-,-
4,1310900302,品川区,南品川,南品川２丁目,南品川２丁目,225,3286,113,804,31,864,81,1618,48,146,47,142,-,-,1,4,159,2968,56,608,29,844,74,1516,18,172,10,54,2,20,6,98,-,-,-,-,-,-,-,-
4,1310900303,品川区,南品川,南品川３丁目,南品川３丁目,151,1566,85,464,17,239,49,863,42,179,41,176,-,-,1,3,101,1290,39,256,16,194,46,840,8,97,5,32,1,45,2,20,-,-,-,-,-,-,-,-
4,1310900304,品川区,南品川,南品川４丁目,南品川４丁目,157,1559,116,482,17,657,24,420,41,91,41,91,-,-,-,-,104,1395,64,343,17,657,23,395,12,73,11,48,-,-,1,25,-,-,-,-,-,-,-,-
4,1310900305,品川区,南品川,南品川５丁目,南品川５丁目,132,1587,99,881,16,295,17,411,58,134,56,124,2,10,-,-,68,1334,38,644,14,285,16,405,6,119,5,113,-,-,1,6,-,-,-,-,-,-,-,-
4,1310900306,品川区,南品川,南品川６丁目,南品川６丁目,106,1119,73,347,11,393,22,379,34,84,34,84,-,-,-,-,65,859,35,213,10,318,20,328,7,176,4,50,1,75,2,51,-,-,-,-,-,-,-,-
3,1310900400,品川区,西品川,,西品川,350,1819,291,1282,24,228,33,285,154,311,153,310,1,1,-,-,176,1353,129,929,22,221,25,203,18,131,9,43,1,6,8,82,2,24,-,-,-,-,-,-
4,1310900401,品川区,西品川,西品川１丁目,西品川１丁目,122,721,97,413,12,136,11,148,45,91,45,91,-,-,-,-,65,516,47,295,12,136,6,85,10,90,5,27,-,-,5,63,2,24,-,-,-,-,-,-
4,1310900402,品川区,西品川,西品川２丁目,西品川２丁目,130,457,117,358,5,44,8,55,72,136,71,135,1,1,-,-,55,299,44,212,4,43,7,44,3,22,2,11,-,-,1,11,-,-,-,-,-,-,-,-
4,1310900403,品川区,西品川,西品川３丁目,西品川３丁目,98,641,77,511,7,48,14,82,37,84,37,84,-,-,-,-,56,538,38,422,6,42,12,74,5,19,2,5,1,6,2,8,-,-,-,-,-,-,-,-
3,1310900500,品川区,広町,,広町,68,3134,26,239,7,401,34,2488,2,5,1,1,-,-,1,4,57,3039,23,222,5,390,29,2427,8,84,2,16,2,11,4,57,1,6,-,-,-,-,-,-
4,1310900501,品川区,広町,広町１丁目,広町１丁目,50,1951,24,223,5,288,21,1440,2,5,1,1,-,-,1,4,47,1941,23,222,4,283,20,1436,1,5,-,-,1,5,-,-,-,-,-,-,-,-,-,-
4,1310900502,品川区,広町,広町２丁目,広町２丁目,18,1183,2,16,2,113,13,1048,-,-,-,-,-,-,-,-,10,1098,-,-,1,107,9,991,7,79,2,16,1,6,4,57,1,6,-,-,-,-,-,-
3,1310900600,品川区,上大崎,,上大崎,1005,17492,531,4137,93,6365,378,6972,178,683,173,668,2,9,3,6,755,15999,319,3237,82,6130,354,6632,69,792,39,232,9,226,21,334,3,18,-,-,-,-,-,-
4,1310900601,品川区,上大崎,上大崎１丁目,上大崎１丁目,63,361,47,138,5,106,11,117,9,19,9,19,-,-,-,-,41,282,27,83,5,106,9,93,13,60,11,36,-,-,2,24,-,-,-,-,-,-,-,-
4,1310900602,品川区,上大崎,上大崎２丁目,上大崎２丁目,585,11108,283,2026,50,4931,249,4133,116,444,112,435,1,3,3,6,439,10396,154,1466,45,4853,240,4077,27,250,17,125,4,75,6,50,3,18,-,-,-,-,-,-
4,1310900603,品川区,上大崎,上大崎３丁目,上大崎３丁目,252,4111,150,1716,32,1210,70,1185,40,168,39,162,1,6,-,-,193,3687,102,1493,27,1063,64,1131,19,256,9,61,4,141,6,54,-,-,-,-,-,-,-,-
4,1310900604,品川区,上大崎,上大崎４丁目,上大崎４丁目,105,1912,51,257,6,118,48,1537,13,52,13,52,-,-,-,-,82,1634,36,195,5,108,41,1331,10,226,2,10,1,10,7,206,-,-,-,-,-,-,-,-
3,1310900700,品川区,東五反田,,東五反田,1320,27638,652,6358,192,12135,469,9128,153,590,146,552,3,14,4,24,1103,26111,465,5046,184,12075,454,8990,57,920,41,760,5,46,11,114,7,17,-,-,-,-,-,-
4,1310900701,品川区,東五反田,東五反田１丁目,東五反田１丁目,480,8130,254,2535,56,2822,169,2770,63,268,62,258,-,-,1,10,395,7643,174,2069,54,2816,167,2758,21,216,18,208,2,6,1,2,1,3,-,-,-,-,-,-
4,1310900702,品川区,東五反田,東五反田２丁目,東五反田２丁目,337,10936,135,1326,53,7135,147,2472,30,111,29,105,-,-,1,6,294,10712,101,1179,52,7128,141,2405,11,110,5,42,1,7,5,61,2,3,-,-,-,-,-,-
4,1310900703,品川区,東五反田,東五反田３丁目,東五反田３丁目,114,1890,70,1019,23,639,21,232,19,60,17,56,1,3,1,1,87,1397,47,533,21,636,19,228,8,433,6,430,1,-,1,3,-,-,-,-,-,-,-,-
4,1310900704,品川区,東五反田,東五反田４丁目,東五反田４丁目,77,793,44,256,7,299,26,238,16,47,15,39,1,8,-,-,58,736,26,207,6,291,26,238,3,10,3,10,-,-,-,-,-,-,-,-,-,-,-,-
4,1310900705,品川区,東五反田,東五反田５丁目,東五反田５丁目,312,5889,149,1222,53,1240,106,3416,25,104,23,94,1,3,1,7,269,5623,117,1058,51,1204,101,3361,14,151,9,70,1,33,4,48,4,11,-,-,-,-,-,-
3,1310900800,品川区,西五反田,,西五反田,2695,52446,1427,13479,403,21077,860,17876,419,1226,410,1182,4,17,5,27,2176,49391,960,11857,388,20578,828,16956,95,1815,57,440,11,482,27,893,5,14,-,-,-,-,-,-
4,1310900801,品川区,西五反田,西五反田１丁目,西五反田１丁目,520,8058,248,2400,70,2521,200,3133,84,245,83,238,-,-,1,7,422,7741,158,2129,67,2501,197,3111,12,68,7,33,3,20,2,15,2,4,-,-,-,-,-,-
4,1310900802,品川区,西五反田,西五反田２丁目,西五反田２丁目,655,14774,358,3712,98,5866,199,5196,99,292,97,288,1,3,1,1,527,14314,243,3322,94,5840,190,5152,29,168,18,102,3,23,8,43,-,-,-,-,-,-,-,-
4,1310900803,品川区,西五反田,西五反田３丁目,西五反田３丁目,144,4828,75,2043,20,1158,49,1627,14,47,14,47,-,-,-,-,122,4437,57,1914,19,1079,46,1444,8,344,4,82,1,79,3,183,-,-,-,-,-,-,-,-
4,1310900804,品川区,西五反田,西五反田４丁目,西五反田４丁目,174,2949,118,459,18,1414,38,1076,53,124,51,106,1,10,1,8,110,2666,60,292,17,1404,33,970,11,159,7,61,-,-,4,98,-,-,-,-,-,-,-,-
4,1310900805,品川区,西五反田,西五反田５丁目,西五反田５丁目,298,3002,198,1068,28,743,72,1191,78,223,77,220,1,3,-,-,212,2614,117,820,26,668,69,1126,8,165,4,28,1,72,3,65,-,-,-,-,-,-,-,-
4,1310900806,品川区,西五反田,西五反田６丁目,西五反田６丁目,96,674,65,334,13,166,17,173,18,35,18,35,-,-,-,-,72,594,43,271,13,166,16,157,5,44,4,28,-,-,1,16,1,1,-,-,-,-,-,-
4,1310900807,品川区,西五反田,西五反田７丁目,西五反田７丁目,560,12803,226,2218,115,6943,218,3637,40,125,39,119,-,-,1,6,506,12269,180,2032,112,6655,214,3582,13,404,7,67,3,288,3,49,1,5,-,-,-,-,-,-
4,1310900808,品川区,西五反田,西五反田８丁目,西五反田８丁目,248,5358,139,1245,41,2266,67,1843,33,135,31,129,1,1,1,5,205,4756,102,1077,40,2265,63,1414,9,463,6,39,-,-,3,424,1,4,-,-,-,-,-,-
3,1310900900,品川区,大崎,,大崎,1092,60588,362,3441,227,35174,501,21961,120,417,120,417,-,-,-,-,898,58493,198,2622,219,35100,481,20771,72,1666,44,402,8,74,20,1190,2,12,-,-,-,-,-,-
4,1310900901,品川区,大崎,大崎１丁目,大崎１丁目,497,41004,97,1535,121,25993,278,13466,13,95,13,95,-,-,-,-,451,40596,60,1208,116,25957,275,13431,32,303,24,232,5,36,3,35,1,10,-,-,-,-,-,-
4,1310900902,品川区,大崎,大崎２丁目,大崎２丁目,215,12883,56,599,51,7231,108,5053,25,78,25,78,-,-,-,-,173,12573,23,417,50,7223,100,4933,17,232,8,104,1,8,8,120,-,-,-,-,-,-,-,-
4,1310900903,品川区,大崎,大崎３丁目,大崎３丁目,191,2285,116,798,28,818,46,667,50,169,50,169,-,-,-,-,130,2032,59,603,27,790,44,639,10,82,7,26,1,28,2,28,1,2,-,-,-,-,-,-
4,1310900904,品川区,大崎,大崎４丁目,大崎４丁目,83,1897,55,306,8,242,20,1349,23,56,23,56,-,-,-,-,52,871,29,222,7,240,16,409,8,970,3,28,1,2,4,940,-,-,-,-,-,-,-,-
4,1310900905,品川区,大崎,大崎５丁目,大崎５丁目,106,2519,38,203,19,890,49,1426,9,19,9,19,-,-,-,-,92,2421,27,172,19,890,46,1359,5,79,2,12,-,-,3,67,-,-,-,-,-,-,-,-
3,1310901000,品川区,東大井,,東大井,1088,11166,677,2804,111,3027,298,5323,356,944,348,924,5,16,3,4,672,9270,306,1774,98,2946,268,4550,58,940,23,106,8,65,27,769,2,12,-,-,-,-,-,-
4,1310901001,品川区,東大井,東大井１丁目,東大井１丁目,158,2280,88,366,19,620,51,1294,50,118,50,118,-,-,-,-,88,1612,36,245,17,614,35,753,20,550,2,3,2,6,16,541,-,-,-,-,-,-,-,-
4,1310901002,品川区,東大井,東大井２丁目,東大井２丁目,192,2217,124,575,32,1203,36,439,53,149,52,147,1,2,-,-,133,2049,67,412,31,1201,35,436,6,19,5,16,-,-,1,3,-,-,-,-,-,-,-,-
4,1310901003,品川区,東大井,東大井３丁目,東大井３丁目,114,726,86,351,13,186,15,189,43,104,42,103,-,-,1,1,64,593,39,230,12,179,13,184,7,29,5,18,1,7,1,4,-,-,-,-,-,-,-,-
4,1310901004,品川区,東大井,東大井４丁目,東大井４丁目,52,329,29,120,3,28,20,181,4,14,4,14,-,-,-,-,45,254,24,102,3,28,18,124,3,61,1,4,-,-,2,57,-,-,-,-,-,-,-,-
4,1310901005,品川区,東大井,東大井５丁目,東大井５丁目,465,4601,278,1174,34,940,151,2475,159,445,155,431,3,12,1,2,286,3892,114,687,26,876,146,2329,18,252,9,56,5,52,4,144,2,12,-,-,-,-,-,-
4,1310901006,品川区,東大井,東大井６丁目,東大井６丁目,107,1013,72,218,10,50,25,745,47,114,45,111,1,2,1,1,56,870,26,98,9,48,21,724,4,29,1,9,-,-,3,20,-,-,-,-,-,-,-,-
3,1310901100,品川区,南大井,,南大井,1300,33192,718,5501,159,12862,422,14827,303,876,299,836,3,20,1,20,958,31789,402,4516,152,12625,404,14648,38,525,17,149,4,217,17,159,1,2,-,-,-,-,-,-
4,1310901101,品川区,南大井,南大井１丁目,南大井１丁目,101,951,67,402,13,265,21,284,35,98,34,97,1,1,-,-,63,824,31,283,11,257,21,284,3,29,2,22,1,7,-,-,-,-,-,-,-,-,-,-
4,1310901102,品川区,南大井,南大井２丁目,南大井２丁目,52,663,35,239,5,290,12,134,10,26,10,26,-,-,-,-,38,602,22,185,4,283,12,134,4,35,3,28,1,7,-,-,-,-,-,-,-,-,-,-
4,1310901103,品川区,南大井,南大井３丁目,南大井３丁目,338,3361,201,1517,42,791,95,1053,78,224,77,211,1,13,-,-,253,3074,122,1291,41,778,90,1005,7,63,2,15,-,-,5,48,-,-,-,-,-,-,-,-
4,1310901104,品川区,南大井,南大井４丁目,南大井４丁目,120,910,91,605,3,39,26,266,49,158,48,138,-,-,1,20,68,713,43,467,3,39,22,207,3,39,-,-,-,-,3,39,-,-,-,-,-,-,-,-
4,1310901105,品川区,南大井,南大井５丁目,南大井５丁目,114,1244,85,411,11,490,18,343,40,93,40,93,-,-,-,-,72,971,45,318,10,312,17,341,2,180,-,-,1,178,1,2,-,-,-,-,-,-,-,-
4,1310901106,品川区,南大井,南大井６丁目,南大井６丁目,575,26063,239,2327,85,10987,250,12747,91,277,90,271,1,6,-,-,464,25605,139,1972,83,10956,242,12677,19,179,10,84,1,25,8,70,1,2,-,-,-,-,-,-
3,1310901200,品川区,勝島,,勝島,179,5005,44,441,15,1159,118,3401,29,197,29,197,-,-,-,-,142,4673,12,148,15,1159,115,3366,6,131,3,96,-,-,3,35,2,4,-,-,-,-,-,-
4,1310901201,品川区,勝島,勝島１丁目,勝島１丁目,127,4327,12,143,13,959,102,3225,1,2,1,2,-,-,-,-,124,4291,11,141,13,959,100,3191,2,34,-,-,-,-,2,34,-,-,-,-,-,-,-,-
4,1310901202,品川区,勝島,勝島２丁目,勝島２丁目,49,593,32,298,2,200,13,91,28,195,28,195,-,-,-,-,15,297,1,7,2,200,12,90,4,97,3,96,-,-,1,1,2,4,-,-,-,-,-,-
4,1310901203,品川区,勝島,勝島３丁目,勝島３丁目,3,85,-,-,-,-,3,85,-,-,-,-,-,-,-,-,3,85,-,-,-,-,3,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310901300,品川区,大井,,大井,1343,15266,775,3925,92,3183,475,8156,450,1152,444,1111,3,28,3,13,835,13289,304,2479,83,2962,448,7848,57,823,27,335,6,193,24,295,1,2,-,-,-,-,-,-
4,1310901301,品川区,大井,大井１丁目,大井１丁目,763,11428,327,1896,51,2242,385,7290,190,538,188,526,-,-,2,12,542,10358,128,1221,47,2094,367,7043,31,532,11,149,4,148,16,235,-,-,-,-,-,-,-,-
4,1310901302,品川区,大井,大井２丁目,大井２丁目,101,342,89,284,5,24,7,34,64,139,63,138,-,-,1,1,36,198,25,141,5,24,6,33,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,1310901303,品川区,大井,大井３丁目,大井３丁目,116,733,93,402,9,155,14,176,54,146,52,128,2,18,-,-,56,517,36,213,7,137,13,167,6,70,5,61,-,-,1,9,-,-,-,-,-,-,-,-
4,1310901304,品川区,大井,大井４丁目,大井４丁目,170,1282,118,692,13,243,38,345,67,152,67,152,-,-,-,-,94,1029,48,475,13,243,33,311,8,99,3,65,-,-,5,34,1,2,-,-,-,-,-,-
4,1310901305,品川区,大井,大井５丁目,大井５丁目,105,456,89,285,7,68,9,103,52,128,51,118,1,10,-,-,49,279,35,126,5,50,9,103,4,49,3,41,1,8,-,-,-,-,-,-,-,-,-,-
4,1310901306,品川区,大井,大井６丁目,大井６丁目,33,174,20,62,-,-,13,112,7,15,7,15,-,-,-,-,21,139,9,33,-,-,12,106,5,20,4,14,-,-,1,6,-,-,-,-,-,-,-,-
4,1310901307,品川区,大井,大井７丁目,大井７丁目,55,851,39,304,7,451,9,96,16,34,16,34,-,-,-,-,37,769,23,270,6,414,8,85,2,48,-,-,1,37,1,11,-,-,-,-,-,-,-,-
3,1310901400,品川区,西大井,,西大井,512,4034,406,1802,23,844,83,1388,188,443,187,441,1,2,-,-,290,2787,206,1163,20,601,64,1023,34,804,13,198,2,241,19,365,-,-,-,-,-,-,-,-
4,1310901401,品川区,西大井,西大井１丁目,西大井１丁目,105,1754,71,294,5,550,29,910,32,115,32,115,-,-,-,-,61,1325,36,163,4,413,21,749,12,314,3,16,1,137,8,161,-,-,-,-,-,-,-,-
4,1310901402,品川区,西大井,西大井２丁目,西大井２丁目,77,565,62,280,3,112,12,173,23,43,23,43,-,-,-,-,48,330,36,225,2,8,10,97,6,192,3,12,1,104,2,76,-,-,-,-,-,-,-,-
4,1310901403,品川区,西大井,西大井３丁目,西大井３丁目,36,143,33,138,-,-,3,5,21,51,21,51,-,-,-,-,13,35,10,30,-,-,3,5,2,57,2,57,-,-,-,-,-,-,-,-,-,-,-,-
4,1310901404,品川区,西大井,西大井４丁目,西大井４丁目,81,362,66,211,6,51,9,100,36,74,35,72,1,2,-,-,41,213,30,138,5,49,6,26,4,75,1,1,-,-,3,74,-,-,-,-,-,-,-,-
4,1310901405,品川区,西大井,西大井５丁目,西大井５丁目,95,366,75,230,4,24,16,112,42,78,42,78,-,-,-,-,48,263,31,144,4,24,13,95,5,25,2,8,-,-,3,17,-,-,-,-,-,-,-,-
4,1310901406,品川区,西大井,西大井６丁目,西大井６丁目,118,844,99,649,5,107,14,88,34,82,34,82,-,-,-,-,79,621,63,463,5,107,11,51,5,141,2,104,-,-,3,37,-,-,-,-,-,-,-,-
3,1310901500,品川区,小山台,,小山台,105,571,84,325,10,151,11,95,46,114,44,91,1,7,1,16,53,409,38,217,8,140,7,52,6,48,2,17,1,4,3,27,-,-,-,-,-,-,-,-
4,1310901501,品川区,小山台,小山台１丁目,小山台１丁目,96,537,77,307,9,142,10,88,41,106,39,83,1,7,1,16,50,390,36,207,7,131,7,52,5,41,2,17,1,4,2,20,-,-,-,-,-,-,-,-
4,1310901502,品川区,小山台,小山台２丁目,小山台２丁目,9,34,7,18,1,9,1,7,5,8,5,8,-,-,-,-,3,19,2,10,1,9,-,-,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-
3,1310901600,品川区,小山,,小山,1075,6532,778,2988,53,925,242,2615,461,1269,452,1224,3,8,6,37,574,4728,304,1406,46,849,224,2473,38,531,22,358,4,68,12,105,2,4,-,-,-,-,-,-
4,1310901601,品川区,小山,小山１丁目,小山１丁目,36,763,25,84,4,534,7,145,7,10,6,9,1,1,-,-,25,733,15,55,3,533,7,145,4,20,4,20,-,-,-,-,-,-,-,-,-,-,-,-
4,1310901602,品川区,小山,小山２丁目,小山２丁目,116,572,104,370,2,21,9,180,53,113,52,102,-,-,1,11,58,404,49,221,2,21,7,162,4,54,3,47,-,-,1,7,1,1,-,-,-,-,-,-
4,1310901603,品川区,小山,小山３丁目,小山３丁目,370,2600,215,1027,22,165,133,1408,127,416,127,416,-,-,-,-,236,1940,83,381,22,165,131,1394,7,244,5,230,-,-,2,14,-,-,-,-,-,-,-,-
4,1310901604,品川区,小山,小山４丁目,小山４丁目,193,951,152,527,10,80,31,344,90,242,86,221,-,-,4,21,94,652,60,273,10,80,24,299,9,57,6,33,-,-,3,24,-,-,-,-,-,-,-,-
4,1310901605,品川区,小山,小山５丁目,小山５丁目,99,424,84,316,4,44,10,61,49,114,49,114,-,-,-,-,45,264,33,188,3,15,9,61,4,43,2,14,1,29,1,-,1,3,-,-,-,-,-,-
4,1310901606,品川区,小山,小山６丁目,小山６丁目,230,1060,176,605,9,60,45,395,123,348,120,336,2,7,1,5,101,639,55,257,4,14,42,368,6,73,1,12,3,39,2,22,-,-,-,-,-,-,-,-
4,1310901607,品川区,小山,小山７丁目,小山７丁目,31,162,22,59,2,21,7,82,12,26,12,26,-,-,-,-,15,96,9,31,2,21,4,44,4,40,1,2,-,-,3,38,-,-,-,-,-,-,-,-
3,1310901700,品川区,荏原,,荏原,758,5640,555,2594,47,1086,156,1960,259,649,257,636,1,10,1,3,461,4327,275,1525,43,1038,143,1764,38,664,23,433,3,38,12,193,-,-,-,-,-,-,-,-
4,1310901701,品川区,荏原,荏原１丁目,荏原１丁目,153,1101,119,492,11,132,23,477,52,95,51,85,1,10,-,-,92,956,62,385,9,99,21,472,9,50,6,22,1,23,2,5,-,-,-,-,-,-,-,-
4,1310901702,品川区,荏原,荏原２丁目,荏原２丁目,80,944,50,532,6,84,24,328,24,55,24,55,-,-,-,-,46,399,22,139,6,84,18,176,10,490,4,338,-,-,6,152,-,-,-,-,-,-,-,-
4,1310901703,品川区,荏原,荏原３丁目,荏原３丁目,165,1115,91,386,9,123,65,606,51,178,50,175,-,-,1,3,107,866,37,171,8,117,62,578,7,71,4,40,1,6,2,25,-,-,-,-,-,-,-,-
4,1310901704,品川区,荏原,荏原４丁目,荏原４丁目,166,1447,135,562,9,500,22,385,68,193,68,193,-,-,-,-,95,1232,65,356,9,500,21,376,3,22,2,13,-,-,1,9,-,-,-,-,-,-,-,-
4,1310901705,品川区,荏原,荏原５丁目,荏原５丁目,73,416,62,239,5,143,6,34,27,47,27,47,-,-,-,-,44,361,33,184,5,143,6,34,2,8,2,8,-,-,-,-,-,-,-,-,-,-,-,-
4,1310901706,品川区,荏原,荏原６丁目,荏原６丁目,91,534,72,321,6,95,13,118,23,58,23,58,-,-,-,-,66,471,48,260,6,95,12,116,2,5,1,3,-,-,1,2,-,-,-,-,-,-,-,-
4,1310901707,品川区,荏原,荏原７丁目,荏原７丁目,30,83,26,62,1,9,3,12,14,23,14,23,-,-,-,-,11,42,8,30,-,-,3,12,5,18,4,9,1,9,-,-,-,-,-,-,-,-,-,-
3,1310901800,品川区,平塚,,平塚,445,3424,301,1495,29,895,114,1033,129,393,125,377,-,-,4,16,296,2861,171,1089,28,885,97,887,19,169,5,29,1,10,13,130,1,1,-,-,-,-,-,-
4,1310901801,品川区,平塚,平塚１丁目,平塚１丁目,177,1125,116,544,12,105,49,476,50,187,49,178,-,-,1,9,118,851,63,342,11,95,44,414,9,87,4,24,1,10,4,53,-,-,-,-,-,-,-,-
4,1310901802,品川区,平塚,平塚２丁目,平塚２丁目,183,1829,119,643,14,732,50,454,55,155,55,155,-,-,-,-,121,1602,64,488,14,732,43,382,7,72,-,-,-,-,7,72,-,-,-,-,-,-,-,-
4,1310901803,品川区,平塚,平塚３丁目,平塚３丁目,85,470,66,308,3,58,15,103,24,51,21,44,-,-,3,7,57,408,44,259,3,58,10,91,3,10,1,5,-,-,2,5,1,1,-,-,-,-,-,-
3,1310901900,品川区,旗の台,,旗の台,625,7230,447,1811,34,831,143,4585,248,595,245,574,1,1,2,20,324,3137,182,1015,25,547,117,1575,52,3495,20,222,8,283,24,2990,1,3,-,-,-,-,-,-
4,1310901901,品川区,旗の台,旗の台１丁目,旗の台１丁目,64,3453,25,104,6,133,33,3216,12,29,12,29,-,-,-,-,43,725,11,45,3,107,29,573,9,2699,2,30,3,26,4,2643,-,-,-,-,-,-,-,-
4,1310901902,品川区,旗の台,旗の台２丁目,旗の台２丁目,174,1334,124,528,10,359,40,447,55,141,55,141,-,-,-,-,108,1114,63,354,9,334,36,426,11,79,6,33,1,25,4,21,-,-,-,-,-,-,-,-
4,1310901903,品川区,旗の台,旗の台３丁目,旗の台３丁目,101,607,74,240,7,48,20,319,56,118,55,117,1,1,-,-,38,316,16,92,5,27,17,197,7,173,3,31,1,20,3,122,-,-,-,-,-,-,-,-
4,1310901904,品川区,旗の台,旗の台４丁目,旗の台４丁目,108,675,83,406,1,1,24,268,46,138,44,118,-,-,2,20,55,491,33,243,1,1,21,247,7,46,6,45,-,-,1,1,-,-,-,-,-,-,-,-
4,1310901905,品川区,旗の台,旗の台５丁目,旗の台５丁目,125,636,102,386,6,64,17,186,63,137,63,137,-,-,-,-,52,303,37,167,5,58,10,78,10,196,2,82,1,6,7,108,-,-,-,-,-,-,-,-
4,1310901906,品川区,旗の台,旗の台６丁目,旗の台６丁目,53,525,39,147,4,226,9,149,16,32,16,32,-,-,-,-,28,188,22,114,2,20,4,54,8,302,1,1,2,206,5,95,1,3,-,-,-,-,-,-
3,1310902000,品川区,中延,,中延,812,4259,619,2299,47,646,145,1313,360,902,348,863,5,24,7,15,413,2845,256,1305,38,539,119,1001,38,511,15,131,4,83,19,297,1,1,-,-,-,-,-,-
4,1310902001,品川区,中延,中延１丁目,中延１丁目,78,306,62,173,3,19,12,113,26,59,25,58,-,-,1,1,45,156,35,108,2,15,8,33,6,90,2,7,1,4,3,79,1,1,-,-,-,-,-,-
4,1310902002,品川区,中延,中延２丁目,中延２丁目,183,882,147,430,14,183,22,269,107,244,105,238,2,6,-,-,65,471,40,166,10,106,15,199,11,167,2,26,2,71,7,70,-,-,-,-,-,-,-,-
4,1310902003,品川区,中延,中延３丁目,中延３丁目,122,597,90,322,9,69,23,206,50,114,49,113,-,-,1,1,69,449,39,183,8,61,22,205,3,34,2,26,1,8,-,-,-,-,-,-,-,-,-,-
4,1310902004,品川区,中延,中延４丁目,中延４丁目,122,848,90,520,9,149,23,179,44,121,42,114,-,-,2,7,73,685,45,367,9,149,19,169,5,42,3,39,-,-,2,3,-,-,-,-,-,-,-,-
4,1310902005,品川区,中延,中延５丁目,中延５丁目,192,1030,146,581,6,129,40,320,86,240,83,233,1,3,2,4,100,723,60,327,5,126,35,270,6,67,3,21,-,-,3,46,-,-,-,-,-,-,-,-
4,1310902006,品川区,中延,中延６丁目,中延６丁目,115,596,84,273,6,97,25,226,47,124,44,107,2,15,1,2,61,361,37,154,4,82,20,125,7,111,3,12,-,-,4,99,-,-,-,-,-,-,-,-
3,1310902100,品川区,西中延,,西中延,253,1880,208,684,10,156,34,1039,106,202,104,198,1,3,1,1,137,1087,100,461,8,125,29,501,9,590,4,25,1,28,4,537,1,1,-,-,-,-,-,-
4,1310902101,品川区,西中延,西中延１丁目,西中延１丁目,107,821,93,381,3,59,10,380,36,70,36,70,-,-,-,-,64,640,53,286,3,59,8,295,6,110,4,25,-,-,2,85,1,1,-,-,-,-,-,-
