地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,全ての経営組織／全ての事業所／事業所数（事業所）,全ての経営組織／全ての事業所／従業者数（人）,全ての経営組織／単独事業所／事業所数（事業所）,全ての経営組織／単独事業所／従業者数（人）,全ての経営組織／本所・本社・本店／事業所数（事業所）,全ての経営組織／本所・本社・本店／従業者数（人）,全ての経営組織／支所・支社・支店／事業所数（事業所）,全ての経営組織／支所・支社・支店／従業者数（人）,経営組織／個人／全ての事業所／事業所数（事業所）,経営組織／個人／全ての事業所／従業者数（人）,経営組織／個人／単独事業所／事業所数（事業所）,経営組織／個人／単独事業所／従業者数（人）,経営組織／個人／本所・本社・本店／事業所数（事業所）,経営組織／個人／本所・本社・本店／従業者数（人）,経営組織／個人／支所・支社・支店／事業所数（事業所）,経営組織／個人／支所・支社・支店／従業者数（人）,経営組織／会社／全ての事業所／事業所数（事業所）,経営組織／会社／全ての事業所／従業者数（人）,経営組織／会社／単独事業所／事業所数（事業所）,経営組織／会社／単独事業所／従業者数（人）,経営組織／会社／本所・本社・本店／事業所数（事業所）,経営組織／会社／本所・本社・本店／従業者数（人）,経営組織／会社／支所・支社・支店／事業所数（事業所）,経営組織／会社／支所・支社・支店／従業者数（人）,経営組織／会社以外の法人／全ての事業所／事業所数（事業所）,経営組織／会社以外の法人／全ての事業所／従業者数（人）,経営組織／会社以外の法人／単独事業所／事業所数（事業所）,経営組織／会社以外の法人／単独事業所／従業者数（人）,経営組織／会社以外の法人／本所・本社・本店／事業所数（事業所）,経営組織／会社以外の法人／本所・本社・本店／従業者数（人）,経営組織／会社以外の法人／支所・支社・支店／事業所数（事業所）,経営組織／会社以外の法人／支所・支社・支店／従業者数（人）,経営組織／法人でない団体／全ての事業所／事業所数（事業所）,経営組織／法人でない団体／全ての事業所／従業者数（人）,経営組織／法人でない団体／単独事業所／事業所数（事業所）,経営組織／法人でない団体／単独事業所／従業者数（人）,経営組織／法人でない団体／本所・本社・本店／事業所数（事業所）,経営組織／法人でない団体／本所・本社・本店／従業者数（人）,経営組織／法人でない団体／支所・支社・支店／事業所数（事業所）,経営組織／法人でない団体／支所・支社・支店／従業者数（人）
4,1310802502,江東区,潮見,潮見２丁目,潮見２丁目,129,4118,51,902,15,1372,63,1844,7,51,7,51,-,-,-,-,117,3993,40,838,14,1311,63,1844,5,74,4,13,1,61,-,-,-,-,-,-,-,-,-,-
3,1310802600,江東区,青海,,青海,579,12740,78,1508,42,2144,457,9068,4,25,3,13,-,-,1,12,552,11638,70,1399,40,1864,442,8375,21,1057,5,96,2,280,14,681,2,20,-,-,-,-,-,-
4,1310802601,江東区,青海,青海１丁目,青海１丁目,263,5234,7,479,6,216,249,4539,1,12,-,-,-,-,1,12,261,5222,7,479,6,216,248,4527,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
4,1310802602,江東区,青海,青海２丁目,青海２丁目,179,4359,61,896,26,1303,91,2140,3,13,3,13,-,-,-,-,159,3412,53,787,24,1023,82,1602,16,914,5,96,2,280,9,538,1,20,-,-,-,-,-,-
4,1310802603,江東区,青海,青海３丁目,青海３丁目,67,1255,7,63,5,524,55,668,-,-,-,-,-,-,-,-,65,1173,7,63,5,524,53,586,2,82,-,-,-,-,2,82,-,-,-,-,-,-,-,-
4,1310802604,江東区,青海,青海４丁目,青海４丁目,70,1892,3,70,5,101,62,1721,-,-,-,-,-,-,-,-,67,1831,3,70,5,101,59,1660,3,61,-,-,-,-,3,61,-,-,-,-,-,-,-,-
3,1310802700,江東区,千石,,千石,187,2722,118,990,12,433,57,1299,32,105,32,105,-,-,-,-,143,2561,76,841,12,433,55,1287,12,56,10,44,-,-,2,12,-,-,-,-,-,-,-,-
4,1310802701,江東区,千石,千石１丁目,千石１丁目,88,1316,57,710,5,120,26,486,15,73,15,73,-,-,-,-,66,1206,35,600,5,120,26,486,7,37,7,37,-,-,-,-,-,-,-,-,-,-,-,-
4,1310802702,江東区,千石,千石２丁目,千石２丁目,70,852,44,228,3,63,23,561,12,24,12,24,-,-,-,-,54,809,30,197,3,63,21,549,4,19,2,7,-,-,2,12,-,-,-,-,-,-,-,-
4,1310802703,江東区,千石,千石３丁目,千石３丁目,29,554,17,52,4,250,8,252,5,8,5,8,-,-,-,-,23,546,11,44,4,250,8,252,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310802800,江東区,石島,,石島,105,1140,92,488,4,52,9,600,42,74,41,73,1,1,-,-,58,975,48,348,2,36,8,591,5,91,3,67,1,15,1,9,-,-,-,-,-,-,-,-
3,1310802900,江東区,千田,,千田,150,1177,112,458,13,342,25,377,51,119,51,119,-,-,-,-,92,956,58,319,13,342,21,295,7,102,3,20,-,-,4,82,-,-,-,-,-,-,-,-
3,1310803000,江東区,海辺,,海辺,102,901,78,401,9,312,15,188,28,67,27,65,1,2,-,-,71,809,50,328,8,310,13,171,3,25,1,8,-,-,2,17,-,-,-,-,-,-,-,-
3,1310803100,江東区,扇橋,,扇橋,270,1711,209,1056,17,178,43,476,93,224,90,212,2,11,1,1,163,1348,110,786,15,167,38,395,13,138,9,58,-,-,4,80,1,1,-,-,-,-,-,-
4,1310803101,江東区,扇橋,扇橋１丁目,扇橋１丁目,74,523,58,327,3,23,13,173,18,38,18,38,-,-,-,-,54,472,39,280,3,23,12,169,2,13,1,9,-,-,1,4,-,-,-,-,-,-,-,-
4,1310803102,江東区,扇橋,扇橋２丁目,扇橋２丁目,116,647,91,423,10,90,14,133,49,131,47,126,1,4,1,1,62,486,40,268,9,86,13,132,4,29,4,29,-,-,-,-,1,1,-,-,-,-,-,-
4,1310803103,江東区,扇橋,扇橋３丁目,扇橋３丁目,80,541,60,306,4,65,16,170,26,55,25,48,1,7,-,-,47,390,31,238,3,58,13,94,7,96,4,20,-,-,3,76,-,-,-,-,-,-,-,-
3,1310803200,江東区,猿江,,猿江,207,2509,141,1121,14,148,52,1240,55,161,55,161,-,-,-,-,141,2176,82,931,13,117,46,1128,11,172,4,29,1,31,6,112,-,-,-,-,-,-,-,-
4,1310803201,江東区,猿江,猿江１丁目,猿江１丁目,98,1190,74,794,7,80,17,316,22,67,22,67,-,-,-,-,68,972,50,717,6,49,12,206,8,151,2,10,1,31,5,110,-,-,-,-,-,-,-,-
4,1310803202,江東区,猿江,猿江２丁目,猿江２丁目,109,1319,67,327,7,68,35,924,33,94,33,94,-,-,-,-,73,1204,32,214,7,68,34,922,3,21,2,19,-,-,1,2,-,-,-,-,-,-,-,-
3,1310803300,江東区,住吉,,住吉,309,2475,228,1339,19,649,61,472,110,354,107,344,1,1,2,9,186,1594,117,682,15,490,54,422,12,512,4,313,3,158,5,41,1,15,-,-,-,-,-,-
4,1310803301,江東区,住吉,住吉１丁目,住吉１丁目,127,1112,92,709,9,193,25,195,40,89,38,87,1,1,1,1,80,616,51,313,7,132,22,171,6,392,3,309,1,60,2,23,1,15,-,-,-,-,-,-
4,1310803302,江東区,住吉,住吉２丁目,住吉２丁目,182,1363,136,630,10,456,36,277,70,265,69,257,-,-,1,8,106,978,66,369,8,358,32,251,6,120,1,4,2,98,3,18,-,-,-,-,-,-,-,-
3,1310803400,江東区,毛利,,毛利,151,2899,91,596,17,931,43,1372,30,76,29,74,-,-,1,2,113,1505,61,520,15,488,37,497,8,1318,1,2,2,443,5,873,-,-,-,-,-,-,-,-
4,1310803401,江東区,毛利,毛利１丁目,毛利１丁目,93,2134,62,412,11,687,20,1035,24,64,23,62,-,-,1,2,64,837,38,348,10,259,16,230,5,1233,1,2,1,428,3,803,-,-,-,-,-,-,-,-
4,1310803402,江東区,毛利,毛利２丁目,毛利２丁目,58,765,29,184,6,244,23,337,6,12,6,12,-,-,-,-,49,668,23,172,5,229,21,267,3,85,-,-,1,15,2,70,-,-,-,-,-,-,-,-
3,1310803500,江東区,木場,,木場,570,20145,233,1857,74,11037,262,7250,71,251,68,242,-,-,3,9,470,17772,152,1353,70,9302,248,7117,28,2121,13,262,4,1735,11,124,1,1,-,-,-,-,-,-
4,1310803501,江東区,木場,木場１丁目,木場１丁目,127,10134,11,138,15,6475,101,3521,1,8,1,8,-,-,-,-,117,8313,8,125,13,4751,96,3437,9,1813,2,5,2,1724,5,84,-,-,-,-,-,-,-,-
4,1310803502,江東区,木場,木場２丁目,木場２丁目,143,5021,58,404,25,3048,60,1569,20,63,19,58,-,-,1,5,116,4858,37,290,24,3040,55,1528,7,100,2,56,1,8,4,36,-,-,-,-,-,-,-,-
4,1310803503,江東区,木場,木場３丁目,木場３丁目,58,736,32,165,4,356,21,214,5,11,5,11,-,-,-,-,51,721,26,151,4,356,21,214,1,3,1,3,-,-,-,-,1,1,-,-,-,-,-,-
4,1310803504,江東区,木場,木場４丁目,木場４丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1310803505,江東区,木場,木場５丁目,木場５丁目,159,3353,88,866,22,1010,49,1477,31,119,30,116,-,-,1,3,122,3040,53,556,22,1010,47,1474,6,194,5,194,-,-,1,-,-,-,-,-,-,-,-,-
4,1310803506,江東区,木場,木場６丁目,木場６丁目,83,901,44,284,8,148,31,469,14,50,13,49,-,-,1,1,64,840,28,231,7,145,29,464,5,11,3,4,1,3,1,4,-,-,-,-,-,-,-,-
3,1310803600,江東区,東陽,,東陽,1258,30428,624,4717,152,11985,479,13707,246,921,240,877,4,31,2,13,938,28421,347,3465,137,11693,454,13263,71,1067,37,375,11,261,23,431,3,19,-,-,-,-,-,-
4,1310803601,江東区,東陽,東陽１丁目,東陽１丁目,171,1130,127,650,12,150,32,330,72,188,69,165,2,16,1,7,97,932,56,475,10,134,31,323,2,10,2,10,-,-,-,-,-,-,-,-,-,-,-,-
4,1310803602,江東区,東陽,東陽２丁目,東陽２丁目,172,10119,53,579,41,4871,77,4658,8,44,8,44,-,-,-,-,145,9681,39,501,38,4838,68,4342,18,383,6,34,3,33,9,316,1,11,-,-,-,-,-,-
4,1310803603,江東区,東陽,東陽３丁目,東陽３丁目,327,3745,186,1051,32,1081,109,1613,76,283,74,274,1,3,1,6,230,3304,101,699,28,1051,101,1554,21,158,11,78,3,27,7,53,-,-,-,-,-,-,-,-
4,1310803604,江東区,東陽,東陽４丁目,東陽４丁目,217,3983,82,675,23,908,110,2392,39,181,39,181,-,-,-,-,164,3609,36,426,21,820,107,2363,12,185,7,68,2,88,3,29,2,8,-,-,-,-,-,-
4,1310803605,江東区,東陽,東陽５丁目,東陽５丁目,231,2758,154,1377,17,254,60,1127,49,197,49,197,-,-,-,-,171,2398,96,1026,16,252,59,1120,11,163,9,154,1,2,1,7,-,-,-,-,-,-,-,-
4,1310803606,江東区,東陽,東陽６丁目,東陽６丁目,87,4042,14,209,15,1963,58,1870,1,12,-,-,1,12,-,-,79,3862,12,178,12,1840,55,1844,7,168,2,31,2,111,3,26,-,-,-,-,-,-,-,-
4,1310803607,江東区,東陽,東陽７丁目,東陽７丁目,53,4651,8,176,12,2758,33,1717,1,16,1,16,-,-,-,-,52,4635,7,160,12,2758,33,1717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310803700,江東区,亀戸,,亀戸,2424,29401,1417,8773,252,6926,755,13702,663,1980,653,1940,3,11,7,29,1639,25293,702,6248,236,6505,701,12540,122,2128,62,585,13,410,47,1133,-,-,-,-,-,-,-,-
4,1310803701,江東区,亀戸,亀戸１丁目,亀戸１丁目,332,6860,145,1219,56,2162,131,3479,42,163,41,161,-,-,1,2,275,6490,98,988,55,2159,122,3343,15,207,6,70,1,3,8,134,-,-,-,-,-,-,-,-
4,1310803702,江東区,亀戸,亀戸２丁目,亀戸２丁目,407,6418,218,1676,52,1724,137,3018,109,369,106,344,1,7,2,18,274,5537,102,1163,46,1469,126,2905,24,512,10,169,5,248,9,95,-,-,-,-,-,-,-,-
4,1310803703,江東区,亀戸,亀戸３丁目,亀戸３丁目,288,1870,238,1108,21,351,29,411,133,308,132,305,-,-,1,3,141,1372,95,757,20,330,26,285,14,190,11,46,1,21,2,123,-,-,-,-,-,-,-,-
4,1310803704,江東区,亀戸,亀戸４丁目,亀戸４丁目,178,1439,128,673,14,196,36,570,56,175,54,171,1,2,1,2,109,1110,63,391,13,194,33,525,13,154,11,111,-,-,2,43,-,-,-,-,-,-,-,-
4,1310803705,江東区,亀戸,亀戸５丁目,亀戸５丁目,366,3997,142,855,23,780,201,2362,70,191,68,187,1,2,1,2,281,3605,67,622,20,746,194,2237,15,201,7,46,2,32,6,123,-,-,-,-,-,-,-,-
4,1310803706,江東区,亀戸,亀戸６丁目,亀戸６丁目,438,4584,275,1761,43,966,120,1857,133,484,133,484,-,-,-,-,284,3826,132,1204,40,862,112,1760,21,274,10,73,3,104,8,97,-,-,-,-,-,-,-,-
4,1310803707,江東区,亀戸,亀戸７丁目,亀戸７丁目,210,1961,140,753,23,398,47,810,59,154,58,152,-,-,1,2,144,1721,79,572,22,396,43,753,7,86,3,29,1,2,3,55,-,-,-,-,-,-,-,-
4,1310803708,江東区,亀戸,亀戸８丁目,亀戸８丁目,56,405,41,335,3,21,12,49,22,40,22,40,-,-,-,-,32,351,18,289,3,21,11,41,2,14,1,6,-,-,1,8,-,-,-,-,-,-,-,-
4,1310803709,江東区,亀戸,亀戸９丁目,亀戸９丁目,149,1867,90,393,17,328,42,1146,39,96,39,96,-,-,-,-,99,1281,48,262,17,328,34,691,11,490,3,35,-,-,8,455,-,-,-,-,-,-,-,-
3,1310803800,江東区,大島,,大島,1668,19719,1164,4869,114,6549,388,8287,611,1661,604,1637,4,13,3,11,972,15937,528,2905,98,5453,346,7579,83,2107,32,327,12,1083,39,697,2,14,-,-,-,-,-,-
4,1310803801,江東区,大島,大島１丁目,大島１丁目,175,1767,112,481,18,525,45,761,44,130,44,130,-,-,-,-,120,1424,65,307,14,417,41,700,11,213,3,44,4,108,4,61,-,-,-,-,-,-,-,-
4,1310803802,江東区,大島,大島２丁目,大島２丁目,193,7381,135,660,20,3814,38,2907,55,144,55,144,-,-,-,-,135,7231,78,514,20,3814,37,2903,3,6,2,2,-,-,1,4,-,-,-,-,-,-,-,-
4,1310803803,江東区,大島,大島３丁目,大島３丁目,187,2183,139,634,13,602,35,947,67,157,65,153,-,-,2,4,110,1806,68,349,12,557,30,900,10,220,6,132,1,45,3,43,-,-,-,-,-,-,-,-
4,1310803804,江東区,大島,大島４丁目,大島４丁目,180,1431,119,467,10,214,51,750,72,198,71,196,1,2,-,-,93,1044,44,244,6,158,43,642,15,189,4,27,3,54,8,108,-,-,-,-,-,-,-,-
4,1310803805,江東区,大島,大島５丁目,大島５丁目,218,1500,152,634,11,198,55,668,91,260,91,260,-,-,-,-,113,1019,55,337,10,80,48,602,14,221,6,37,1,118,7,66,-,-,-,-,-,-,-,-
4,1310803806,江東区,大島,大島６丁目,大島６丁目,207,2104,145,646,13,840,48,605,85,245,84,243,1,2,-,-,112,1016,57,351,11,102,44,563,9,830,4,52,1,736,4,42,1,13,-,-,-,-,-,-
4,1310803807,江東区,大島,大島７丁目,大島７丁目,251,1782,184,684,15,189,52,909,101,255,100,250,1,5,-,-,142,1300,81,419,14,184,47,697,8,227,3,15,-,-,5,212,-,-,-,-,-,-,-,-
4,1310803808,江東区,大島,大島８丁目,大島８丁目,190,995,145,506,9,59,36,430,78,190,77,186,1,4,-,-,106,765,66,316,8,55,32,394,6,40,2,4,-,-,4,36,-,-,-,-,-,-,-,-
4,1310803809,江東区,大島,大島９丁目,大島９丁目,67,576,33,157,5,108,28,310,18,82,17,75,-,-,1,7,41,332,14,68,3,86,24,178,7,161,2,14,2,22,3,125,1,1,-,-,-,-,-,-
3,1310803900,江東区,北砂,,北砂,1050,7403,714,3020,58,852,277,3530,377,988,371,933,5,52,1,3,627,5626,321,1925,47,542,259,3159,45,788,22,162,6,258,17,368,1,1,-,-,-,-,-,-
4,1310803901,江東区,北砂,北砂１丁目,北砂１丁目,108,910,71,345,11,179,26,386,22,42,22,42,-,-,-,-,75,749,43,253,10,172,22,324,11,119,6,50,1,7,4,62,-,-,-,-,-,-,-,-
4,1310803902,江東区,北砂,北砂２丁目,北砂２丁目,151,2144,35,220,6,221,109,1702,14,43,13,39,1,4,-,-,127,1706,19,163,3,26,105,1517,9,394,3,18,2,191,4,185,1,1,-,-,-,-,-,-
4,1310803903,江東区,北砂,北砂３丁目,北砂３丁目,206,995,157,533,14,159,35,303,91,273,89,230,2,43,-,-,110,696,65,285,12,116,33,295,5,26,3,18,-,-,2,8,-,-,-,-,-,-,-,-
4,1310803904,江東区,北砂,北砂４丁目,北砂４丁目,219,1338,174,803,9,157,36,378,96,237,96,237,-,-,-,-,114,991,72,535,8,123,34,333,9,110,6,31,1,34,2,45,-,-,-,-,-,-,-,-
4,1310803905,江東区,北砂,北砂５丁目,北砂５丁目,178,894,130,509,10,72,38,313,80,198,78,193,2,5,-,-,95,662,51,314,7,46,37,302,3,34,1,2,1,21,1,11,-,-,-,-,-,-,-,-
4,1310803906,江東区,北砂,北砂６丁目,北砂６丁目,124,656,98,408,4,15,22,233,56,132,55,129,-,-,1,3,64,449,41,249,4,15,19,185,4,75,2,30,-,-,2,45,-,-,-,-,-,-,-,-
4,1310803907,江東区,北砂,北砂７丁目,北砂７丁目,64,466,49,202,4,49,11,215,18,63,18,63,-,-,-,-,42,373,30,126,3,44,9,203,4,30,1,13,1,5,2,12,-,-,-,-,-,-,-,-
3,1310804000,江東区,東砂,,東砂,687,5815,534,2581,43,1370,110,1864,230,598,227,589,1,7,2,2,425,4588,295,1861,40,1178,90,1549,32,629,12,131,2,185,18,313,-,-,-,-,-,-,-,-
4,1310804001,江東区,東砂,東砂１丁目,東砂１丁目,63,482,56,325,2,22,5,135,20,49,19,42,1,7,-,-,41,421,35,271,1,15,5,135,2,12,2,12,-,-,-,-,-,-,-,-,-,-,-,-
4,1310804002,江東区,東砂,東砂２丁目,東砂２丁目,71,765,55,214,6,402,10,149,23,44,23,44,-,-,-,-,43,606,29,140,6,402,8,64,5,115,3,30,-,-,2,85,-,-,-,-,-,-,-,-
4,1310804003,江東区,東砂,東砂３丁目,東砂３丁目,129,979,104,501,5,34,20,444,44,101,44,101,-,-,-,-,81,809,59,374,5,34,17,401,4,69,1,26,-,-,3,43,-,-,-,-,-,-,-,-
4,1310804004,江東区,東砂,東砂４丁目,東砂４丁目,95,697,78,310,6,237,11,150,34,78,34,78,-,-,-,-,53,321,42,205,4,52,7,64,8,298,2,27,2,185,4,86,-,-,-,-,-,-,-,-
4,1310804005,江東区,東砂,東砂５丁目,東砂５丁目,72,412,57,254,8,107,7,51,25,84,25,84,-,-,-,-,45,323,32,170,8,107,5,46,2,5,-,-,-,-,2,5,-,-,-,-,-,-,-,-
4,1310804006,江東区,東砂,東砂６丁目,東砂６丁目,76,692,59,396,5,139,12,157,23,51,22,50,-,-,1,1,47,568,35,336,5,139,7,93,6,73,2,10,-,-,4,63,-,-,-,-,-,-,-,-
4,1310804007,江東区,東砂,東砂７丁目,東砂７丁目,106,856,75,337,4,61,27,458,36,125,35,124,-,-,1,1,66,688,38,187,4,61,24,440,4,43,2,26,-,-,2,17,-,-,-,-,-,-,-,-
4,1310804008,江東区,東砂,東砂８丁目,東砂８丁目,75,932,50,244,7,368,18,320,25,66,25,66,-,-,-,-,49,852,25,178,7,368,17,306,1,14,-,-,-,-,1,14,-,-,-,-,-,-,-,-
3,1310804100,江東区,南砂,,南砂,788,12156,469,3449,55,2078,263,6627,204,644,193,596,4,22,7,26,539,10616,252,2496,48,1899,239,6221,44,894,24,357,3,157,17,380,1,2,-,-,-,-,-,-
4,1310804101,江東区,南砂,南砂１丁目,南砂１丁目,117,1224,89,856,8,90,20,278,24,59,24,59,-,-,-,-,88,995,61,629,8,90,19,276,5,170,4,168,-,-,1,2,-,-,-,-,-,-,-,-
4,1310804102,江東区,南砂,南砂２丁目,南砂２丁目,190,5072,98,936,15,1141,76,2993,40,168,35,149,-,-,5,19,136,4646,53,683,15,1141,68,2822,13,256,10,104,-,-,3,152,1,2,-,-,-,-,-,-
4,1310804103,江東区,南砂,南砂３丁目,南砂３丁目,96,1276,55,355,9,127,32,794,35,85,32,69,2,13,1,3,54,1098,22,276,5,108,27,714,7,93,1,10,2,6,4,77,-,-,-,-,-,-,-,-
4,1310804104,江東区,南砂,南砂４丁目,南砂４丁目,85,683,61,373,6,46,18,264,29,117,29,117,-,-,-,-,54,525,31,251,6,46,17,228,2,41,1,5,-,-,1,36,-,-,-,-,-,-,-,-
4,1310804105,江東区,南砂,南砂５丁目,南砂５丁目,105,1005,81,498,6,153,18,354,32,84,32,84,-,-,-,-,70,869,48,407,6,153,16,309,3,52,1,7,-,-,2,45,-,-,-,-,-,-,-,-
4,1310804106,江東区,南砂,南砂６丁目,南砂６丁目,121,1910,44,237,5,285,72,1388,24,67,24,67,-,-,-,-,90,1766,16,135,5,285,69,1346,7,77,4,35,-,-,3,42,-,-,-,-,-,-,-,-
4,1310804107,江東区,南砂,南砂７丁目,南砂７丁目,74,986,41,194,6,236,27,556,20,64,17,51,2,9,1,4,47,717,21,115,3,76,23,526,7,205,3,28,1,151,3,26,-,-,-,-,-,-,-,-
3,1310804200,江東区,新砂,,新砂,431,26266,34,510,33,5343,363,20412,3,26,3,26,-,-,-,-,412,24857,29,437,33,5343,350,19077,15,1382,2,47,-,-,13,1335,1,1,-,-,-,-,-,-
4,1310804201,江東区,新砂,新砂１丁目,新砂１丁目,167,13002,13,220,22,4263,132,8519,-,-,-,-,-,-,-,-,162,12817,13,220,22,4263,127,8334,5,185,-,-,-,-,5,185,-,-,-,-,-,-,-,-
4,1310804202,江東区,新砂,新砂２丁目,新砂２丁目,60,7267,1,14,3,521,55,6731,-,-,-,-,-,-,-,-,58,7263,1,14,3,521,54,6728,1,3,-,-,-,-,1,3,1,1,-,-,-,-,-,-
4,1310804203,江東区,新砂,新砂３丁目,新砂３丁目,204,5997,20,276,8,559,176,5162,3,26,3,26,-,-,-,-,192,4777,15,203,8,559,169,4015,9,1194,2,47,-,-,7,1147,-,-,-,-,-,-,-,-
3,1310804300,江東区,新木場,,新木場,642,20684,213,2567,78,5725,351,12392,8,29,8,29,-,-,-,-,614,20440,194,2465,76,5681,344,12294,20,215,11,73,2,44,7,98,-,-,-,-,-,-,-,-
4,1310804301,江東区,新木場,新木場１丁目,新木場１丁目,284,12243,75,948,39,4511,170,6784,3,14,3,14,-,-,-,-,268,12134,65,890,38,4483,165,6761,13,95,7,44,1,28,5,23,-,-,-,-,-,-,-,-
4,1310804302,江東区,新木場,新木場２丁目,新木場２丁目,149,4708,50,909,19,472,80,3327,3,11,3,11,-,-,-,-,142,4600,45,886,18,456,79,3258,4,97,2,12,1,16,1,69,-,-,-,-,-,-,-,-
4,1310804303,江東区,新木場,新木場３丁目,新木場３丁目,144,1627,72,409,14,166,58,1052,2,4,2,4,-,-,-,-,140,1606,68,388,14,166,58,1052,2,17,2,17,-,-,-,-,-,-,-,-,-,-,-,-
4,1310804304,江東区,新木場,新木場４丁目,新木場４丁目,65,2106,16,301,6,576,43,1229,-,-,-,-,-,-,-,-,64,2100,16,301,6,576,42,1223,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-
3,1310804400,江東区,夢の島,,夢の島,12,140,2,5,1,11,9,124,-,-,-,-,-,-,-,-,11,136,1,1,1,11,9,124,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1310804401,江東区,夢の島,夢の島１丁目,夢の島１丁目,3,15,-,-,1,11,2,4,-,-,-,-,-,-,-,-,3,15,-,-,1,11,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1310804402,江東区,夢の島,夢の島２丁目,夢の島２丁目,7,97,2,5,-,-,5,92,-,-,-,-,-,-,-,-,6,93,1,1,-,-,5,92,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1310804403,江東区,夢の島,夢の島３丁目,夢の島３丁目,2,28,-,-,-,-,2,28,-,-,-,-,-,-,-,-,2,28,-,-,-,-,2,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310804500,江東区,若洲,,若洲,53,1062,5,108,4,265,43,680,-,-,-,-,-,-,-,-,50,1039,4,103,4,265,42,671,2,14,1,5,-,-,1,9,1,9,-,-,-,-,-,-
4,1310804501,江東区,若洲,若洲１丁目,若洲１丁目,15,220,3,46,-,-,11,165,-,-,-,-,-,-,-,-,13,202,3,46,-,-,10,156,1,9,-,-,-,-,1,9,1,9,-,-,-,-,-,-
4,1310804502,江東区,若洲,若洲２丁目,若洲２丁目,32,688,1,57,4,265,27,366,-,-,-,-,-,-,-,-,32,688,1,57,4,265,27,366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1310804503,江東区,若洲,若洲３丁目,若洲３丁目,6,154,1,5,-,-,5,149,-,-,-,-,-,-,-,-,5,149,-,-,-,-,5,149,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-
2,1310900000,品川区,,,品川区,20123,371830,11922,75485,2094,147982,6071,148230,5469,14895,5350,14358,59,269,60,268,13617,337942,6055,55709,1932,145101,5630,137132,1001,18860,517,5418,103,2612,381,10830,36,133,-,-,-,-,-,-
3,1310900100,品川区,北品川,,北品川,853,21703,470,4197,110,8731,273,8775,166,572,163,547,1,8,2,17,621,19840,269,3171,100,8430,252,8239,66,1291,38,479,9,293,19,519,-,-,-,-,-,-,-,-
4,1310900101,品川区,北品川,北品川１丁目,北品川１丁目,257,3331,156,1216,32,1070,69,1045,60,165,60,165,-,-,-,-,176,2750,84,1007,28,859,64,884,21,416,12,44,4,211,5,161,-,-,-,-,-,-,-,-
4,1310900102,品川区,北品川,北品川２丁目,北品川２丁目,180,1124,149,843,7,66,24,215,74,232,73,224,1,8,-,-,90,794,65,569,4,47,21,178,16,98,11,50,2,11,3,37,-,-,-,-,-,-,-,-
4,1310900103,品川区,北品川,北品川３丁目,北品川３丁目,109,2757,44,457,21,1119,44,1181,11,60,11,60,-,-,-,-,84,2227,28,301,19,1049,37,877,14,470,5,96,2,70,7,304,-,-,-,-,-,-,-,-
4,1310900104,品川区,北品川,北品川４丁目,北品川４丁目,71,2922,31,606,18,1556,22,760,2,5,2,5,-,-,-,-,63,2798,25,492,18,1556,20,750,6,119,4,109,-,-,2,10,-,-,-,-,-,-,-,-
4,1310900105,品川区,北品川,北品川５丁目,北品川５丁目,198,9778,77,1024,27,4036,94,4718,14,80,14,80,-,-,-,-,178,9520,58,768,27,4036,93,4716,6,178,5,176,-,-,1,2,-,-,-,-,-,-,-,-
4,1310900106,品川区,北品川,北品川６丁目,北品川６丁目,38,1791,13,51,5,884,20,856,5,30,3,13,-,-,2,17,30,1751,9,34,4,883,17,834,3,10,1,4,1,1,1,5,-,-,-,-,-,-,-,-
3,1310900200,品川区,東品川,,東品川,904,57563,268,6118,165,33056,470,18388,55,192,54,190,-,-,1,2,801,56619,195,5670,162,33044,444,17905,47,751,19,258,3,12,25,481,1,1,-,-,-,-,-,-
4,1310900201,品川区,東品川,東品川１丁目,東品川１丁目,166,9945,99,613,20,5880,47,3452,27,60,26,58,-,-,1,2,135,9859,69,529,20,5880,46,3450,4,26,4,26,-,-,-,-,-,-,-,-,-,-,-,-
4,1310900202,品川区,東品川,東品川２丁目,東品川２丁目,311,21757,72,2061,85,14076,153,5619,7,34,7,34,-,-,-,-,289,21545,59,1879,83,14074,147,5592,14,177,6,148,2,2,6,27,1,1,-,-,-,-,-,-
4,1310900203,品川区,東品川,東品川３丁目,東品川３丁目,207,5069,62,554,20,857,125,3658,15,47,15,47,-,-,-,-,171,4547,42,444,19,847,110,3256,21,475,5,63,1,10,15,402,-,-,-,-,-,-,-,-
