地域階層,地域コード,地域名,大分類コード,大分類名,事業所数,事業従業者数（人）,付加価値額（百万円）
0,13000,東京都,A,農業，林業,397,3370,12445
0,13000,東京都,B,漁業,8,63,171
0,13000,東京都,C,鉱業，採石業，砂利採取業,70,2102,471193
0,13000,東京都,D,建設業,35920,441715,3643536
0,13000,東京都,E,製造業,39302,550863,4229575
0,13000,東京都,F,電気・ガス・熱供給・水道業,368,20962,380931
0,13000,東京都,G,情報通信業,18152,842736,9743083
0,13000,東京都,H,運輸業，郵便業,13635,422782,2746681
0,13000,東京都,I,卸売業，小売業,134011,1882092,14948860
0,13000,東京都,J,金融業，保険業,9656,415373,6978132
0,13000,東京都,K,不動産業，物品賃貸業,47168,321633,3431198
0,13000,東京都,L,学術研究，専門・技術サービス業,34432,464870,8121940
0,13000,東京都,M,宿泊業，飲食サービス業,72089,732695,1889094
0,13000,東京都,N,生活関連サービス業，娯楽業,39449,286678,1411438
0,13000,東京都,O,教育，学習支援業,15835,326710,1507178
0,13000,東京都,P,医療，福祉,43045,753065,-2107837
0,13000,東京都,Q,複合サービス事業,1698,32896,169496
0,13000,東京都,R,サービス業（他に分類されないもの）,31556,843819,4173798
1,13100,区部,A,農業，林業,189,1688,6751
1,13100,区部,B,漁業,5,43,150
1,13100,区部,C,鉱業，採石業，砂利採取業,60,1971,470518
1,13100,区部,D,建設業,25103,370153,3230052
1,13100,区部,E,製造業,32927,397797,3268752
1,13100,区部,F,電気・ガス・熱供給・水道業,289,18110,358233
1,13100,区部,G,情報通信業,16448,805191,9481146
1,13100,区部,H,運輸業，郵便業,11562,354867,2380281
1,13100,区部,I,卸売業，小売業,107029,1604370,13590661
1,13100,区部,J,金融業，保険業,8077,382650,6561001
1,13100,区部,K,不動産業，物品賃貸業,37581,280998,3173032
1,13100,区部,L,学術研究，専門・技術サービス業,29207,410563,7506631
1,13100,区部,M,宿泊業，飲食サービス業,56831,589218,1608619
1,13100,区部,N,生活関連サービス業，娯楽業,29101,225000,1208259
1,13100,区部,O,教育，学習支援業,10820,244880,1144253
1,13100,区部,P,医療，福祉,30977,520908,-2991627
1,13100,区部,Q,複合サービス事業,1161,22529,110180
1,13100,区部,R,サービス業（他に分類されないもの）,25905,748699,3754429
4,13101,千代田区,A,農業，林業,9,24,-90
4,13101,千代田区,B,漁業,-,-,-
4,13101,千代田区,C,鉱業，採石業，砂利採取業,13,685,41596
4,13101,千代田区,D,建設業,739,27957,280858
4,13101,千代田区,E,製造業,954,40828,699316
4,13101,千代田区,F,電気・ガス・熱供給・水道業,43,2113,40064
4,13101,千代田区,G,情報通信業,2276,117597,1875256
4,13101,千代田区,H,運輸業，郵便業,459,19340,76125
4,13101,千代田区,I,卸売業，小売業,6981,173261,1759606
4,13101,千代田区,J,金融業，保険業,1244,130760,2856396
4,13101,千代田区,K,不動産業，物品賃貸業,1900,38063,677456
4,13101,千代田区,L,学術研究，専門・技術サービス業,3749,95155,3339887
4,13101,千代田区,M,宿泊業，飲食サービス業,3165,52846,162312
4,13101,千代田区,N,生活関連サービス業，娯楽業,742,11219,68030
4,13101,千代田区,O,教育，学習支援業,452,21417,127599
4,13101,千代田区,P,医療，福祉,947,22142,714883
4,13101,千代田区,Q,複合サービス事業,58,3456,16303
4,13101,千代田区,R,サービス業（他に分類されないもの）,2661,106296,743775
4,13102,中央区,A,農業，林業,11,187,913
4,13102,中央区,B,漁業,3,18,X
4,13102,中央区,C,鉱業，採石業，砂利採取業,2,14,X
4,13102,中央区,D,建設業,935,36095,391873
4,13102,中央区,E,製造業,1264,25376,295313
4,13102,中央区,F,電気・ガス・熱供給・水道業,25,2021,45048
4,13102,中央区,G,情報通信業,2005,79534,555820
4,13102,中央区,H,運輸業，郵便業,729,20388,126130
4,13102,中央区,I,卸売業，小売業,9495,212469,2297590
4,13102,中央区,J,金融業，保険業,1118,58532,1293527
4,13102,中央区,K,不動産業，物品賃貸業,2142,33485,471063
4,13102,中央区,L,学術研究，専門・技術サービス業,3449,42592,784772
4,13102,中央区,M,宿泊業，飲食サービス業,4326,47251,161163
4,13102,中央区,N,生活関連サービス業，娯楽業,1110,16981,104249
4,13102,中央区,O,教育，学習支援業,353,7766,17551
4,13102,中央区,P,医療，福祉,1157,19528,335540
4,13102,中央区,Q,複合サービス事業,59,1178,X
4,13102,中央区,R,サービス業（他に分類されないもの）,2336,80261,380035
4,13103,港区,A,農業，林業,16,165,780
4,13103,港区,B,漁業,-,-,-
4,13103,港区,C,鉱業，採石業，砂利採取業,38,1197,426017
4,13103,港区,D,建設業,868,53383,689922
4,13103,港区,E,製造業,897,34857,331028
4,13103,港区,F,電気・ガス・熱供給・水道業,56,5581,125553
4,13103,港区,G,情報通信業,2513,194558,3012640
4,13103,港区,H,運輸業，郵便業,922,34163,181485
4,13103,港区,I,卸売業，小売業,6832,218155,2655523
4,13103,港区,J,金融業，保険業,847,39022,523611
4,13103,港区,K,不動産業，物品賃貸業,2356,37990,667571
4,13103,港区,L,学術研究，専門・技術サービス業,3693,77742,1242303
4,13103,港区,M,宿泊業，飲食サービス業,4322,67784,215521
4,13103,港区,N,生活関連サービス業，娯楽業,1540,23151,162781
4,13103,港区,O,教育，学習支援業,551,27622,117899
4,13103,港区,P,医療，福祉,1495,30634,-6113329
4,13103,港区,Q,複合サービス事業,63,2011,9602
4,13103,港区,R,サービス業（他に分類されないもの）,3031,100352,598734
4,13104,新宿区,A,農業，林業,9,56,371
4,13104,新宿区,B,漁業,-,-,-
4,13104,新宿区,C,鉱業，採石業，砂利採取業,3,33,459
4,13104,新宿区,D,建設業,979,31515,391120
4,13104,新宿区,E,製造業,991,18665,164008
4,13104,新宿区,F,電気・ガス・熱供給・水道業,20,2355,41093
4,13104,新宿区,G,情報通信業,1661,80459,866130
4,13104,新宿区,H,運輸業，郵便業,268,8710,79463
4,13104,新宿区,I,卸売業，小売業,5248,96186,834892
4,13104,新宿区,J,金融業，保険業,628,31850,422167
4,13104,新宿区,K,不動産業，物品賃貸業,2626,34030,390587
4,13104,新宿区,L,学術研究，専門・技術サービス業,2654,36846,480560
4,13104,新宿区,M,宿泊業，飲食サービス業,4077,62240,153422
4,13104,新宿区,N,生活関連サービス業，娯楽業,1515,19092,85913
4,13104,新宿区,O,教育，学習支援業,702,22271,114387
4,13104,新宿区,P,医療，福祉,1438,33815,174118
4,13104,新宿区,Q,複合サービス事業,61,920,4723
4,13104,新宿区,R,サービス業（他に分類されないもの）,1993,96585,441732
4,13105,文京区,A,農業，林業,3,23,87
4,13105,文京区,B,漁業,-,-,-
4,13105,文京区,C,鉱業，採石業，砂利採取業,-,-,-
4,13105,文京区,D,建設業,457,6263,70705
4,13105,文京区,E,製造業,948,12838,121345
4,13105,文京区,F,電気・ガス・熱供給・水道業,4,57,398
4,13105,文京区,G,情報通信業,665,23732,218414
4,13105,文京区,H,運輸業，郵便業,133,2472,16810
4,13105,文京区,I,卸売業，小売業,2848,36920,286070
4,13105,文京区,J,金融業，保険業,154,7749,257498
4,13105,文京区,K,不動産業，物品賃貸業,1201,4349,31752
4,13105,文京区,L,学術研究，専門・技術サービス業,976,11225,70071
4,13105,文京区,M,宿泊業，飲食サービス業,1252,15385,33321
4,13105,文京区,N,生活関連サービス業，娯楽業,554,5439,36187
4,13105,文京区,O,教育，学習支援業,413,27469,131718
4,13105,文京区,P,医療，福祉,774,19987,112040
4,13105,文京区,Q,複合サービス事業,36,624,2952
4,13105,文京区,R,サービス業（他に分類されないもの）,889,22905,60744
4,13106,台東区,A,農業，林業,2,2,X
4,13106,台東区,B,漁業,-,-,-
4,13106,台東区,C,鉱業，採石業，砂利採取業,1,5,X
4,13106,台東区,D,建設業,893,11250,83945
4,13106,台東区,E,製造業,2301,17457,123946
4,13106,台東区,F,電気・ガス・熱供給・水道業,9,298,2657
4,13106,台東区,G,情報通信業,535,12338,65072
4,13106,台東区,H,運輸業，郵便業,242,6099,76471
4,13106,台東区,I,卸売業，小売業,7279,72260,474952
4,13106,台東区,J,金融業，保険業,272,6354,77496
4,13106,台東区,K,不動産業，物品賃貸業,1664,7788,50027
4,13106,台東区,L,学術研究，専門・技術サービス業,1014,10369,71070
4,13106,台東区,M,宿泊業，飲食サービス業,2977,25261,71537
4,13106,台東区,N,生活関連サービス業，娯楽業,889,6109,24090
4,13106,台東区,O,教育，学習支援業,208,4969,17745
4,13106,台東区,P,医療，福祉,840,10250,77153
4,13106,台東区,Q,複合サービス事業,48,665,3114
4,13106,台東区,R,サービス業（他に分類されないもの）,1136,17327,71817
4,13107,墨田区,A,農業，林業,-,-,-
4,13107,墨田区,B,漁業,-,-,-
4,13107,墨田区,C,鉱業，採石業，砂利採取業,-,-,-
4,13107,墨田区,D,建設業,831,8469,54199
4,13107,墨田区,E,製造業,2866,21952,163760
4,13107,墨田区,F,電気・ガス・熱供給・水道業,3,40,535
4,13107,墨田区,G,情報通信業,152,5567,40629
4,13107,墨田区,H,運輸業，郵便業,250,6375,50355
4,13107,墨田区,I,卸売業，小売業,3801,38174,260101
4,13107,墨田区,J,金融業，保険業,173,6803,36590
4,13107,墨田区,K,不動産業，物品賃貸業,940,5145,35194
4,13107,墨田区,L,学術研究，専門・技術サービス業,496,4943,58872
4,13107,墨田区,M,宿泊業，飲食サービス業,1671,15426,37380
4,13107,墨田区,N,生活関連サービス業，娯楽業,815,5673,30863
4,13107,墨田区,O,教育，学習支援業,242,2208,11319
4,13107,墨田区,P,医療，福祉,871,12520,74396
4,13107,墨田区,Q,複合サービス事業,38,836,3792
4,13107,墨田区,R,サービス業（他に分類されないもの）,611,9027,115232
4,13108,江東区,A,農業，林業,10,199,730
4,13108,江東区,B,漁業,-,-,-
4,13108,江東区,C,鉱業，採石業，砂利採取業,-,-,-
4,13108,江東区,D,建設業,1134,25800,222586
4,13108,江東区,E,製造業,1816,29834,200433
4,13108,江東区,F,電気・ガス・熱供給・水道業,13,675,8883
4,13108,江東区,G,情報通信業,387,54353,574903
4,13108,江東区,H,運輸業，郵便業,1037,39570,224886
4,13108,江東区,I,卸売業，小売業,4161,69563,526254
4,13108,江東区,J,金融業，保険業,225,14744,174004
4,13108,江東区,K,不動産業，物品賃貸業,951,6874,68774
4,13108,江東区,L,学術研究，専門・技術サービス業,513,10431,230581
4,13108,江東区,M,宿泊業，飲食サービス業,1975,19700,52368
4,13108,江東区,N,生活関連サービス業，娯楽業,964,8337,34523
4,13108,江東区,O,教育，学習支援業,321,4795,18872
4,13108,江東区,P,医療，福祉,1142,21868,104789
4,13108,江東区,Q,複合サービス事業,45,334,1589
4,13108,江東区,R,サービス業（他に分類されないもの）,1053,41041,220583
4,13109,品川区,A,農業，林業,5,28,77
4,13109,品川区,B,漁業,1,21,X
4,13109,品川区,C,鉱業，採石業，砂利採取業,-,-,-
4,13109,品川区,D,建設業,1032,17782,138377
4,13109,品川区,E,製造業,1429,19572,135358
4,13109,品川区,F,電気・ガス・熱供給・水道業,19,624,23475
4,13109,品川区,G,情報通信業,750,67656,554786
4,13109,品川区,H,運輸業，郵便業,521,18639,158172
4,13109,品川区,I,卸売業，小売業,4300,88923,825137
4,13109,品川区,J,金融業，保険業,320,11658,-26387
4,13109,品川区,K,不動産業，物品賃貸業,1984,9874,78999
4,13109,品川区,L,学術研究，専門・技術サービス業,959,18773,236218
4,13109,品川区,M,宿泊業，飲食サービス業,2627,23986,67897
4,13109,品川区,N,生活関連サービス業，娯楽業,1222,16747,182364
4,13109,品川区,O,教育，学習支援業,403,7270,41128
4,13109,品川区,P,医療，福祉,1314,19728,155398
4,13109,品川区,Q,複合サービス事業,45,892,4149
4,13109,品川区,R,サービス業（他に分類されないもの）,1065,35641,141305
4,13110,目黒区,A,農業，林業,6,50,190
4,13110,目黒区,B,漁業,-,-,-
4,13110,目黒区,C,鉱業，採石業，砂利採取業,1,4,X
4,13110,目黒区,D,建設業,431,3684,30472
4,13110,目黒区,E,製造業,474,5707,31564
4,13110,目黒区,F,電気・ガス・熱供給・水道業,3,84,2216
4,13110,目黒区,G,情報通信業,310,7280,50768
4,13110,目黒区,H,運輸業，郵便業,91,4241,21639
4,13110,目黒区,I,卸売業，小売業,2547,28712,177272
4,13110,目黒区,J,金融業，保険業,126,3077,51558
4,13110,目黒区,K,不動産業，物品賃貸業,1046,4542,29172
4,13110,目黒区,L,学術研究，専門・技術サービス業,627,7580,52815
4,13110,目黒区,M,宿泊業，飲食サービス業,1480,11907,31355
4,13110,目黒区,N,生活関連サービス業，娯楽業,970,5995,25149
4,13110,目黒区,O,教育，学習支援業,343,7123,27984
4,13110,目黒区,P,医療，福祉,917,13916,63091
4,13110,目黒区,Q,複合サービス事業,24,162,X
4,13110,目黒区,R,サービス業（他に分類されないもの）,409,7329,41799
4,13111,大田区,A,農業，林業,14,99,468
4,13111,大田区,B,漁業,-,-,-
4,13111,大田区,C,鉱業，採石業，砂利採取業,-,-,-
4,13111,大田区,D,建設業,2014,17621,104694
4,13111,大田区,E,製造業,3916,35111,204640
4,13111,大田区,F,電気・ガス・熱供給・水道業,13,332,2691
4,13111,大田区,G,情報通信業,322,13631,109102
4,13111,大田区,H,運輸業，郵便業,1290,69821,657070
4,13111,大田区,I,卸売業，小売業,6187,73820,515744
4,13111,大田区,J,金融業，保険業,321,5730,81872
4,13111,大田区,K,不動産業，物品賃貸業,2629,9622,62949
4,13111,大田区,L,学術研究，専門・技術サービス業,865,5486,30006
4,13111,大田区,M,宿泊業，飲食サービス業,3180,24556,57239
4,13111,大田区,N,生活関連サービス業，娯楽業,1853,10125,46297
4,13111,大田区,O,教育，学習支援業,557,7042,37596
