地域階層,地域コード,地域名,大分類コード,大分類名,事業所数,事業従業者数（人）,付加価値額（百万円）
1,13200,市部,A,農業，林業,185,1445,4964
1,13200,市部,B,漁業,1,4,X
1,13200,市部,C,鉱業，採石業，砂利採取業,7,46,365
1,13200,市部,D,建設業,10260,67829,394151
1,13200,市部,E,製造業,5750,142616,902012
1,13200,市部,F,電気・ガス・熱供給・水道業,65,2234,18967
1,13200,市部,G,情報通信業,1699,37516,261805
1,13200,市部,H,運輸業，郵便業,1894,63630,350349
1,13200,市部,I,卸売業，小売業,25920,269759,1324810
1,13200,市部,J,金融業，保険業,1544,32414,413280
1,13200,市部,K,不動産業，物品賃貸業,9468,40042,255376
1,13200,市部,L,学術研究，専門・技術サービス業,5148,53923,612939
1,13200,市部,M,宿泊業，飲食サービス業,14402,139480,272201
1,13200,市部,N,生活関連サービス業，娯楽業,10021,59973,198466
1,13200,市部,O,教育，学習支援業,4954,81576,362305
1,13200,市部,P,医療，福祉,11849,226904,863549
1,13200,市部,Q,複合サービス事業,489,10042,57640
1,13200,市部,R,サービス業（他に分類されないもの）,5393,92887,411759
4,13201,八王子市,A,農業，林業,24,200,544
4,13201,八王子市,B,漁業,-,-,-
4,13201,八王子市,C,鉱業，採石業，砂利採取業,-,-,-
4,13201,八王子市,D,建設業,1634,10645,60649
4,13201,八王子市,E,製造業,1299,19528,119866
4,13201,八王子市,F,電気・ガス・熱供給・水道業,10,409,2104
4,13201,八王子市,G,情報通信業,205,3804,20896
4,13201,八王子市,H,運輸業，郵便業,367,10919,63612
4,13201,八王子市,I,卸売業，小売業,3873,42785,236247
4,13201,八王子市,J,金融業，保険業,214,3692,40976
4,13201,八王子市,K,不動産業，物品賃貸業,1202,4851,29876
4,13201,八王子市,L,学術研究，専門・技術サービス業,754,12218,162006
4,13201,八王子市,M,宿泊業，飲食サービス業,1973,19317,39394
4,13201,八王子市,N,生活関連サービス業，娯楽業,1374,8550,26245
4,13201,八王子市,O,教育，学習支援業,659,14498,71906
4,13201,八王子市,P,医療，福祉,1695,35918,143008
4,13201,八王子市,Q,複合サービス事業,62,1688,8096
4,13201,八王子市,R,サービス業（他に分類されないもの）,979,14629,54846
4,13202,立川市,A,農業，林業,8,49,183
4,13202,立川市,B,漁業,-,-,-
4,13202,立川市,C,鉱業，採石業，砂利採取業,2,7,X
4,13202,立川市,D,建設業,543,5546,40050
4,13202,立川市,E,製造業,215,5711,X
4,13202,立川市,F,電気・ガス・熱供給・水道業,10,569,8120
4,13202,立川市,G,情報通信業,179,6010,47151
4,13202,立川市,H,運輸業，郵便業,121,4827,29773
4,13202,立川市,I,卸売業，小売業,1691,22317,110589
4,13202,立川市,J,金融業，保険業,195,5716,63834
4,13202,立川市,K,不動産業，物品賃貸業,533,4124,39979
4,13202,立川市,L,学術研究，専門・技術サービス業,359,3898,23061
4,13202,立川市,M,宿泊業，飲食サービス業,816,10009,21556
4,13202,立川市,N,生活関連サービス業，娯楽業,533,4213,15442
4,13202,立川市,O,教育，学習支援業,239,3155,11353
4,13202,立川市,P,医療，福祉,534,11858,46356
4,13202,立川市,Q,複合サービス事業,22,211,1091
4,13202,立川市,R,サービス業（他に分類されないもの）,429,13606,41924
4,13203,武蔵野市,A,農業，林業,3,16,54
4,13203,武蔵野市,B,漁業,-,-,-
4,13203,武蔵野市,C,鉱業，採石業，砂利採取業,-,-,-
4,13203,武蔵野市,D,建設業,233,1910,16401
4,13203,武蔵野市,E,製造業,107,4167,20939
4,13203,武蔵野市,F,電気・ガス・熱供給・水道業,1,96,X
4,13203,武蔵野市,G,情報通信業,163,2429,22806
4,13203,武蔵野市,H,運輸業，郵便業,47,2187,14019
4,13203,武蔵野市,I,卸売業，小売業,1696,17343,87607
4,13203,武蔵野市,J,金融業，保険業,97,2812,X
4,13203,武蔵野市,K,不動産業，物品賃貸業,924,4938,34273
4,13203,武蔵野市,L,学術研究，専門・技術サービス業,318,2593,146253
4,13203,武蔵野市,M,宿泊業，飲食サービス業,1105,14360,32401
4,13203,武蔵野市,N,生活関連サービス業，娯楽業,642,4031,13165
4,13203,武蔵野市,O,教育，学習支援業,336,6279,31778
4,13203,武蔵野市,P,医療，福祉,619,8955,37381
4,13203,武蔵野市,Q,複合サービス事業,17,149,817
4,13203,武蔵野市,R,サービス業（他に分類されないもの）,242,3577,14775
4,13204,三鷹市,A,農業，林業,11,59,229
4,13204,三鷹市,B,漁業,-,-,-
4,13204,三鷹市,C,鉱業，採石業，砂利採取業,-,-,-
4,13204,三鷹市,D,建設業,364,2605,15441
4,13204,三鷹市,E,製造業,193,4311,62366
4,13204,三鷹市,F,電気・ガス・熱供給・水道業,2,36,X
4,13204,三鷹市,G,情報通信業,87,1674,14105
4,13204,三鷹市,H,運輸業，郵便業,127,4630,19733
4,13204,三鷹市,I,卸売業，小売業,873,8462,42671
4,13204,三鷹市,J,金融業，保険業,34,1930,X
4,13204,三鷹市,K,不動産業，物品賃貸業,695,1723,7760
4,13204,三鷹市,L,学術研究，専門・技術サービス業,198,2493,14972
4,13204,三鷹市,M,宿泊業，飲食サービス業,498,4428,9485
4,13204,三鷹市,N,生活関連サービス業，娯楽業,326,1399,3779
4,13204,三鷹市,O,教育，学習支援業,167,4346,19216
4,13204,三鷹市,P,医療，福祉,500,10469,41015
4,13204,三鷹市,Q,複合サービス事業,23,221,1401
4,13204,三鷹市,R,サービス業（他に分類されないもの）,208,3132,14156
4,13205,青梅市,A,農業，林業,8,111,201
4,13205,青梅市,B,漁業,-,-,-
4,13205,青梅市,C,鉱業，採石業，砂利採取業,2,28,X
4,13205,青梅市,D,建設業,489,2443,12266
4,13205,青梅市,E,製造業,504,9898,62493
4,13205,青梅市,F,電気・ガス・熱供給・水道業,5,201,1330
4,13205,青梅市,G,情報通信業,22,302,X
4,13205,青梅市,H,運輸業，郵便業,72,1784,8218
4,13205,青梅市,I,卸売業，小売業,946,8729,28469
4,13205,青梅市,J,金融業，保険業,49,802,8420
4,13205,青梅市,K,不動産業，物品賃貸業,207,608,2671
4,13205,青梅市,L,学術研究，専門・技術サービス業,138,1476,11954
4,13205,青梅市,M,宿泊業，飲食サービス業,504,3616,10024
4,13205,青梅市,N,生活関連サービス業，娯楽業,352,2156,5686
4,13205,青梅市,O,教育，学習支援業,137,631,1319
4,13205,青梅市,P,医療，福祉,351,9979,38567
4,13205,青梅市,Q,複合サービス事業,26,508,4048
4,13205,青梅市,R,サービス業（他に分類されないもの）,224,1893,5718
4,13206,府中市,A,農業，林業,10,170,502
4,13206,府中市,B,漁業,1,4,X
4,13206,府中市,C,鉱業，採石業，砂利採取業,-,-,-
4,13206,府中市,D,建設業,697,5958,36846
4,13206,府中市,E,製造業,303,16764,67043
4,13206,府中市,F,電気・ガス・熱供給・水道業,5,164,1097
4,13206,府中市,G,情報通信業,143,8101,62602
4,13206,府中市,H,運輸業，郵便業,122,4349,17696
4,13206,府中市,I,卸売業，小売業,1469,16422,80652
4,13206,府中市,J,金融業，保険業,88,2262,37327
4,13206,府中市,K,不動産業，物品賃貸業,669,2492,14374
4,13206,府中市,L,学術研究，専門・技術サービス業,273,2893,14980
4,13206,府中市,M,宿泊業，飲食サービス業,899,8100,15631
4,13206,府中市,N,生活関連サービス業，娯楽業,578,4520,22254
4,13206,府中市,O,教育，学習支援業,264,4476,12114
4,13206,府中市,P,医療，福祉,667,11643,48390
4,13206,府中市,Q,複合サービス事業,31,762,4166
4,13206,府中市,R,サービス業（他に分類されないもの）,371,11364,128317
4,13207,昭島市,A,農業，林業,5,46,180
4,13207,昭島市,B,漁業,-,-,-
4,13207,昭島市,C,鉱業，採石業，砂利採取業,1,5,X
4,13207,昭島市,D,建設業,283,1650,11425
4,13207,昭島市,E,製造業,240,10020,68130
4,13207,昭島市,F,電気・ガス・熱供給・水道業,3,118,1118
4,13207,昭島市,G,情報通信業,28,243,1379
4,13207,昭島市,H,運輸業，郵便業,66,3248,14283
4,13207,昭島市,I,卸売業，小売業,797,8593,36523
4,13207,昭島市,J,金融業，保険業,40,573,X
4,13207,昭島市,K,不動産業，物品賃貸業,226,799,5162
4,13207,昭島市,L,学術研究，専門・技術サービス業,119,1605,10599
4,13207,昭島市,M,宿泊業，飲食サービス業,498,3869,-1868
4,13207,昭島市,N,生活関連サービス業，娯楽業,325,1660,5900
4,13207,昭島市,O,教育，学習支援業,137,908,2496
4,13207,昭島市,P,医療，福祉,323,6473,24851
4,13207,昭島市,Q,複合サービス事業,15,378,2072
4,13207,昭島市,R,サービス業（他に分類されないもの）,149,2506,11701
4,13208,調布市,A,農業，林業,11,58,60
4,13208,調布市,B,漁業,-,-,-
4,13208,調布市,C,鉱業，採石業，砂利採取業,-,-,-
4,13208,調布市,D,建設業,479,3173,16162
4,13208,調布市,E,製造業,244,3165,17621
4,13208,調布市,F,電気・ガス・熱供給・水道業,3,105,620
4,13208,調布市,G,情報通信業,122,2170,14556
4,13208,調布市,H,運輸業，郵便業,97,2970,18380
4,13208,調布市,I,卸売業，小売業,1336,13356,57560
4,13208,調布市,J,金融業，保険業,69,1200,20597
4,13208,調布市,K,不動産業，物品賃貸業,462,2095,11539
4,13208,調布市,L,学術研究，専門・技術サービス業,280,3394,23884
4,13208,調布市,M,宿泊業，飲食サービス業,801,7989,15680
4,13208,調布市,N,生活関連サービス業，娯楽業,535,3328,11944
4,13208,調布市,O,教育，学習支援業,253,5085,21464
4,13208,調布市,P,医療，福祉,658,10705,37475
4,13208,調布市,Q,複合サービス事業,26,231,1429
4,13208,調布市,R,サービス業（他に分類されないもの）,262,5290,19585
4,13209,町田市,A,農業，林業,22,152,507
4,13209,町田市,B,漁業,-,-,-
4,13209,町田市,C,鉱業，採石業，砂利採取業,-,-,-
4,13209,町田市,D,建設業,995,5735,X
4,13209,町田市,E,製造業,402,7562,41826
4,13209,町田市,F,電気・ガス・熱供給・水道業,2,103,X
4,13209,町田市,G,情報通信業,175,1967,8878
4,13209,町田市,H,運輸業，郵便業,141,4861,27305
4,13209,町田市,I,卸売業，小売業,2656,27914,126222
4,13209,町田市,J,金融業，保険業,187,3512,47068
4,13209,町田市,K,不動産業，物品賃貸業,825,4982,29255
4,13209,町田市,L,学術研究，専門・技術サービス業,632,3482,20545
4,13209,町田市,M,宿泊業，飲食サービス業,1306,15165,31381
4,13209,町田市,N,生活関連サービス業，娯楽業,1009,6414,21819
4,13209,町田市,O,教育，学習支援業,563,9432,39595
4,13209,町田市,P,医療，福祉,1212,23749,87280
4,13209,町田市,Q,複合サービス事業,43,858,4469
4,13209,町田市,R,サービス業（他に分類されないもの）,513,7272,19596
4,13210,小金井市,A,農業，林業,2,15,X
4,13210,小金井市,B,漁業,-,-,-
4,13210,小金井市,C,鉱業，採石業，砂利採取業,-,-,-
4,13210,小金井市,D,建設業,160,1211,11488
4,13210,小金井市,E,製造業,66,799,3554
4,13210,小金井市,F,電気・ガス・熱供給・水道業,1,35,X
4,13210,小金井市,G,情報通信業,44,351,3518
4,13210,小金井市,H,運輸業，郵便業,26,910,4348
4,13210,小金井市,I,卸売業，小売業,595,5709,20172
4,13210,小金井市,J,金融業，保険業,35,546,7524
4,13210,小金井市,K,不動産業，物品賃貸業,264,904,4854
4,13210,小金井市,L,学術研究，専門・技術サービス業,160,1428,6619
4,13210,小金井市,M,宿泊業，飲食サービス業,398,3669,6571
4,13210,小金井市,N,生活関連サービス業，娯楽業,274,1333,5311
4,13210,小金井市,O,教育，学習支援業,136,4376,21606
4,13210,小金井市,P,医療，福祉,368,5959,18948
4,13210,小金井市,Q,複合サービス事業,13,252,1885
4,13210,小金井市,R,サービス業（他に分類されないもの）,95,1121,2149
4,13211,小平市,A,農業，林業,11,120,401
4,13211,小平市,B,漁業,-,-,-
4,13211,小平市,C,鉱業，採石業，砂利採取業,-,-,-
4,13211,小平市,D,建設業,444,2796,9262
4,13211,小平市,E,製造業,170,6589,96652
4,13211,小平市,F,電気・ガス・熱供給・水道業,1,8,X
4,13211,小平市,G,情報通信業,40,519,3075
4,13211,小平市,H,運輸業，郵便業,67,2324,11399
4,13211,小平市,I,卸売業，小売業,961,8790,39785
4,13211,小平市,J,金融業，保険業,48,645,7824
4,13211,小平市,K,不動産業，物品賃貸業,331,962,X
4,13211,小平市,L,学術研究，専門・技術サービス業,193,4809,72442
4,13211,小平市,M,宿泊業，飲食サービス業,560,5153,10610
4,13211,小平市,N,生活関連サービス業，娯楽業,414,2338,5865
4,13211,小平市,O,教育，学習支援業,251,4528,20600
4,13211,小平市,P,医療，福祉,526,9914,38652
4,13211,小平市,Q,複合サービス事業,20,177,1054
4,13211,小平市,R,サービス業（他に分類されないもの）,177,2258,8927
4,13212,日野市,A,農業，林業,6,41,374
4,13212,日野市,B,漁業,-,-,-
4,13212,日野市,C,鉱業，採石業，砂利採取業,-,-,-
4,13212,日野市,D,建設業,327,2225,12347
4,13212,日野市,E,製造業,175,17223,112183
4,13212,日野市,F,電気・ガス・熱供給・水道業,3,20,132
4,13212,日野市,G,情報通信業,63,800,4121
4,13212,日野市,H,運輸業，郵便業,66,2540,24138
4,13212,日野市,I,卸売業，小売業,826,8709,53111
4,13212,日野市,J,金融業，保険業,58,742,11017
4,13212,日野市,K,不動産業，物品賃貸業,412,1069,7676
4,13212,日野市,L,学術研究，専門・技術サービス業,247,2243,13515
4,13212,日野市,M,宿泊業，飲食サービス業,497,4669,8421
4,13212,日野市,N,生活関連サービス業，娯楽業,342,1387,4632
4,13212,日野市,O,教育，学習支援業,249,4536,6479
4,13212,日野市,P,医療，福祉,538,8694,33246
4,13212,日野市,Q,複合サービス事業,20,601,3312
4,13212,日野市,R,サービス業（他に分類されないもの）,217,2332,7446
4,13213,東村山市,A,農業，林業,6,26,92
4,13213,東村山市,B,漁業,-,-,-
4,13213,東村山市,C,鉱業，採石業，砂利採取業,-,-,-
4,13213,東村山市,D,建設業,331,1765,10525
4,13213,東村山市,E,製造業,198,3454,14943
4,13213,東村山市,F,電気・ガス・熱供給・水道業,2,108,X
4,13213,東村山市,G,情報通信業,18,303,X
4,13213,東村山市,H,運輸業，郵便業,76,1953,9781
4,13213,東村山市,I,卸売業，小売業,739,7153,64597
4,13213,東村山市,J,金融業，保険業,45,955,11378
4,13213,東村山市,K,不動産業，物品賃貸業,229,866,5248
4,13213,東村山市,L,学術研究，専門・技術サービス業,124,759,5128
4,13213,東村山市,M,宿泊業，飲食サービス業,480,3518,6542
4,13213,東村山市,N,生活関連サービス業，娯楽業,338,1666,5638
4,13213,東村山市,O,教育，学習支援業,137,1361,4283
4,13213,東村山市,P,医療，福祉,390,7862,30255
4,13213,東村山市,Q,複合サービス事業,15,422,2868
4,13213,東村山市,R,サービス業（他に分類されないもの）,111,1179,5590
4,13214,国分寺市,A,農業，林業,5,27,57
4,13214,国分寺市,B,漁業,-,-,-
4,13214,国分寺市,C,鉱業，採石業，砂利採取業,-,-,-
4,13214,国分寺市,D,建設業,210,1442,7723
4,13214,国分寺市,E,製造業,81,1335,9167
4,13214,国分寺市,F,電気・ガス・熱供給・水道業,-,-,-
4,13214,国分寺市,G,情報通信業,67,1498,9192
4,13214,国分寺市,H,運輸業，郵便業,21,609,4098
4,13214,国分寺市,I,卸売業，小売業,670,6317,29994
4,13214,国分寺市,J,金融業，保険業,37,622,8908
4,13214,国分寺市,K,不動産業，物品賃貸業,268,1231,5903
4,13214,国分寺市,L,学術研究，専門・技術サービス業,165,2353,21892
4,13214,国分寺市,M,宿泊業，飲食サービス業,466,4155,8557
4,13214,国分寺市,N,生活関連サービス業，娯楽業,252,1374,3826
4,13214,国分寺市,O,教育，学習支援業,181,2092,8773
4,13214,国分寺市,P,医療，福祉,392,4663,16145
4,13214,国分寺市,Q,複合サービス事業,13,358,1838
4,13214,国分寺市,R,サービス業（他に分類されないもの）,128,2849,6673
4,13215,国立市,A,農業，林業,1,2,X
4,13215,国立市,B,漁業,-,-,-
4,13215,国立市,C,鉱業，採石業，砂利採取業,-,-,-
4,13215,国立市,D,建設業,157,1104,5443
4,13215,国立市,E,製造業,55,784,4692
4,13215,国立市,F,電気・ガス・熱供給・水道業,1,8,X
4,13215,国立市,G,情報通信業,41,321,1465
4,13215,国立市,H,運輸業，郵便業,47,1952,7600
4,13215,国立市,I,卸売業，小売業,560,5571,33209
4,13215,国立市,J,金融業，保険業,18,402,8273
4,13215,国立市,K,不動産業，物品賃貸業,234,790,3619
4,13215,国立市,L,学術研究，専門・技術サービス業,130,832,4741
4,13215,国立市,M,宿泊業，飲食サービス業,329,2520,4845
4,13215,国立市,N,生活関連サービス業，娯楽業,204,944,2571
4,13215,国立市,O,教育，学習支援業,159,3374,13400
4,13215,国立市,P,医療，福祉,300,3855,11248
4,13215,国立市,Q,複合サービス事業,12,289,X
4,13215,国立市,R,サービス業（他に分類されないもの）,103,1600,6104
4,13218,福生市,A,農業，林業,3,12,45
4,13218,福生市,B,漁業,-,-,-
4,13218,福生市,C,鉱業，採石業，砂利採取業,-,-,-
4,13218,福生市,D,建設業,157,861,4744
4,13218,福生市,E,製造業,99,1884,6654
4,13218,福生市,F,電気・ガス・熱供給・水道業,1,51,X
4,13218,福生市,G,情報通信業,13,132,810
4,13218,福生市,H,運輸業，郵便業,19,416,X
4,13218,福生市,I,卸売業，小売業,454,3351,6412
4,13218,福生市,J,金融業，保険業,25,393,3889
4,13218,福生市,K,不動産業，物品賃貸業,113,483,2045
4,13218,福生市,L,学術研究，専門・技術サービス業,68,290,1141
4,13218,福生市,M,宿泊業，飲食サービス業,315,2347,4748
4,13218,福生市,N,生活関連サービス業，娯楽業,192,888,2573
4,13218,福生市,O,教育，学習支援業,68,392,1085
4,13218,福生市,P,医療，福祉,170,2948,12498
4,13218,福生市,Q,複合サービス事業,7,64,357
4,13218,福生市,R,サービス業（他に分類されないもの）,78,946,2552
4,13219,狛江市,A,農業，林業,4,11,19
4,13219,狛江市,B,漁業,-,-,-
4,13219,狛江市,C,鉱業，採石業，砂利採取業,-,-,-
4,13219,狛江市,D,建設業,241,1297,5389
4,13219,狛江市,E,製造業,81,644,3826
4,13219,狛江市,F,電気・ガス・熱供給・水道業,1,12,X
4,13219,狛江市,G,情報通信業,29,179,1123
4,13219,狛江市,H,運輸業，郵便業,16,568,3094
4,13219,狛江市,I,卸売業，小売業,397,2984,12402
4,13219,狛江市,J,金融業，保険業,16,218,3535
4,13219,狛江市,K,不動産業，物品賃貸業,240,842,4178
4,13219,狛江市,L,学術研究，専門・技術サービス業,70,474,2871
4,13219,狛江市,M,宿泊業，飲食サービス業,204,1465,2288
4,13219,狛江市,N,生活関連サービス業，娯楽業,166,566,1486
4,13219,狛江市,O,教育，学習支援業,59,434,1221
4,13219,狛江市,P,医療，福祉,185,3473,5515
4,13219,狛江市,Q,複合サービス事業,9,238,X
4,13219,狛江市,R,サービス業（他に分類されないもの）,73,1268,1668
4,13220,東大和市,A,農業，林業,2,15,X
4,13220,東大和市,B,漁業,-,-,-
4,13220,東大和市,C,鉱業，採石業，砂利採取業,-,-,-
4,13220,東大和市,D,建設業,327,1558,9341
4,13220,東大和市,E,製造業,115,2126,10533
4,13220,東大和市,F,電気・ガス・熱供給・水道業,1,55,X
4,13220,東大和市,G,情報通信業,20,184,1788
4,13220,東大和市,H,運輸業，郵便業,41,1145,4622
4,13220,東大和市,I,卸売業，小売業,538,5219,20508
4,13220,東大和市,J,金融業，保険業,31,344,3004
4,13220,東大和市,K,不動産業，物品賃貸業,136,520,3870
4,13220,東大和市,L,学術研究，専門・技術サービス業,101,607,5081
4,13220,東大和市,M,宿泊業，飲食サービス業,299,2500,4969
4,13220,東大和市,N,生活関連サービス業，娯楽業,218,1101,3503
4,13220,東大和市,O,教育，学習支援業,100,664,-1588
4,13220,東大和市,P,医療，福祉,234,4347,16840
4,13220,東大和市,Q,複合サービス事業,10,101,607
4,13220,東大和市,R,サービス業（他に分類されないもの）,105,845,3003
4,13221,清瀬市,A,農業，林業,5,22,97
4,13221,清瀬市,B,漁業,-,-,-
4,13221,清瀬市,C,鉱業，採石業，砂利採取業,-,-,-
4,13221,清瀬市,D,建設業,175,1091,8455
4,13221,清瀬市,E,製造業,54,1011,X
4,13221,清瀬市,F,電気・ガス・熱供給・水道業,2,3,X
4,13221,清瀬市,G,情報通信業,9,11,33
4,13221,清瀬市,H,運輸業，郵便業,22,352,X
4,13221,清瀬市,I,卸売業，小売業,402,2845,10820
4,13221,清瀬市,J,金融業，保険業,18,305,4440
4,13221,清瀬市,K,不動産業，物品賃貸業,118,437,2575
4,13221,清瀬市,L,学術研究，専門・技術サービス業,64,362,2310
4,13221,清瀬市,M,宿泊業，飲食サービス業,219,1531,2704
4,13221,清瀬市,N,生活関連サービス業，娯楽業,192,860,856
4,13221,清瀬市,O,教育，学習支援業,79,940,5024
4,13221,清瀬市,P,医療，福祉,234,7119,27047
4,13221,清瀬市,Q,複合サービス事業,8,235,1418
4,13221,清瀬市,R,サービス業（他に分類されないもの）,65,454,1247
4,13222,東久留米市,A,農業，林業,10,53,427
4,13222,東久留米市,B,漁業,-,-,-
4,13222,東久留米市,C,鉱業，採石業，砂利採取業,-,-,-
4,13222,東久留米市,D,建設業,345,1853,8999
4,13222,東久留米市,E,製造業,137,3404,16815
4,13222,東久留米市,F,電気・ガス・熱供給・水道業,1,5,X
4,13222,東久留米市,G,情報通信業,33,520,3453
4,13222,東久留米市,H,運輸業，郵便業,48,1276,X
4,13222,東久留米市,I,卸売業，小売業,664,6808,36217
4,13222,東久留米市,J,金融業，保険業,32,356,4046
4,13222,東久留米市,K,不動産業，物品賃貸業,228,772,4593
4,13222,東久留米市,L,学術研究，専門・技術サービス業,103,489,2044
4,13222,東久留米市,M,宿泊業，飲食サービス業,291,2734,5336
4,13222,東久留米市,N,生活関連サービス業，娯楽業,243,1378,4154
4,13222,東久留米市,O,教育，学習支援業,146,1140,3381
4,13222,東久留米市,P,医療，福祉,309,4470,14623
4,13222,東久留米市,Q,複合サービス事業,17,468,4112
4,13222,東久留米市,R,サービス業（他に分類されないもの）,112,785,3677
4,13223,武蔵村山市,A,農業，林業,2,12,X
4,13223,武蔵村山市,B,漁業,-,-,-
4,13223,武蔵村山市,C,鉱業，採石業，砂利採取業,-,-,-
4,13223,武蔵村山市,D,建設業,354,1701,9035
4,13223,武蔵村山市,E,製造業,275,5113,19260
4,13223,武蔵村山市,F,電気・ガス・熱供給・水道業,3,20,163
4,13223,武蔵村山市,G,情報通信業,3,12,87
4,13223,武蔵村山市,H,運輸業，郵便業,91,2318,10224
4,13223,武蔵村山市,I,卸売業，小売業,604,5777,24531
4,13223,武蔵村山市,J,金融業，保険業,13,227,1810
4,13223,武蔵村山市,K,不動産業，物品賃貸業,100,405,3012
4,13223,武蔵村山市,L,学術研究，専門・技術サービス業,56,181,769
4,13223,武蔵村山市,M,宿泊業，飲食サービス業,218,2066,3808
4,13223,武蔵村山市,N,生活関連サービス業，娯楽業,157,861,2694
4,13223,武蔵村山市,O,教育，学習支援業,70,464,1352
4,13223,武蔵村山市,P,医療，福祉,142,3567,15307
4,13223,武蔵村山市,Q,複合サービス事業,9,359,X
4,13223,武蔵村山市,R,サービス業（他に分類されないもの）,95,838,4678
4,13224,多摩市,A,農業，林業,4,38,235
4,13224,多摩市,B,漁業,-,-,-
4,13224,多摩市,C,鉱業，採石業，砂利採取業,1,4,X
4,13224,多摩市,D,建設業,185,1812,9460
4,13224,多摩市,E,製造業,90,1562,10406
4,13224,多摩市,F,電気・ガス・熱供給・水道業,2,20,X
4,13224,多摩市,G,情報通信業,82,4610,26949
4,13224,多摩市,H,運輸業，郵便業,45,2913,27347
4,13224,多摩市,I,卸売業，小売業,829,12610,66328
4,13224,多摩市,J,金融業，保険業,62,2155,19656
4,13224,多摩市,K,不動産業，物品賃貸業,223,1035,7772
4,13224,多摩市,L,学術研究，専門・技術サービス業,175,1496,6331
4,13224,多摩市,M,宿泊業，飲食サービス業,412,6183,11896
4,13224,多摩市,N,生活関連サービス業，娯楽業,300,2326,6804
4,13224,多摩市,O,教育，学習支援業,129,3901,49335
4,13224,多摩市,P,医療，福祉,386,9545,41002
4,13224,多摩市,Q,複合サービス事業,15,133,735
4,13224,多摩市,R,サービス業（他に分類されないもの）,206,6532,22902
4,13225,稲城市,A,農業，林業,10,80,265
4,13225,稲城市,B,漁業,-,-,-
4,13225,稲城市,C,鉱業，採石業，砂利採取業,-,-,-
4,13225,稲城市,D,建設業,227,1499,8325
4,13225,稲城市,E,製造業,171,3055,18606
4,13225,稲城市,F,電気・ガス・熱供給・水道業,1,11,X
4,13225,稲城市,G,情報通信業,27,134,610
4,13225,稲城市,H,運輸業，郵便業,31,956,5489
4,13225,稲城市,I,卸売業，小売業,367,4393,17111
4,13225,稲城市,J,金融業，保険業,20,239,X
4,13225,稲城市,K,不動産業，物品賃貸業,236,654,3446
4,13225,稲城市,L,学術研究，専門・技術サービス業,82,386,1714
4,13225,稲城市,M,宿泊業，飲食サービス業,182,1614,3004
4,13225,稲城市,N,生活関連サービス業，娯楽業,163,1964,8084
4,13225,稲城市,O,教育，学習支援業,86,1130,3023
4,13225,稲城市,P,医療，福祉,177,3331,11204
4,13225,稲城市,Q,複合サービス事業,8,98,646
4,13225,稲城市,R,サービス業（他に分類されないもの）,109,1344,6707
4,13227,羽村市,A,農業，林業,1,35,X
4,13227,羽村市,B,漁業,-,-,-
4,13227,羽村市,C,鉱業，採石業，砂利採取業,1,2,X
4,13227,羽村市,D,建設業,146,902,X
4,13227,羽村市,E,製造業,136,8239,49461
4,13227,羽村市,F,電気・ガス・熱供給・水道業,2,49,X
4,13227,羽村市,G,情報通信業,16,218,877
4,13227,羽村市,H,運輸業，郵便業,46,943,3508
4,13227,羽村市,I,卸売業，小売業,379,3510,17067
4,13227,羽村市,J,金融業，保険業,23,341,2616
4,13227,羽村市,K,不動産業，物品賃貸業,114,363,2522
4,13227,羽村市,L,学術研究，専門・技術サービス業,65,1961,26983
4,13227,羽村市,M,宿泊業，飲食サービス業,337,2239,4001
4,13227,羽村市,N,生活関連サービス業，娯楽業,182,652,1558
4,13227,羽村市,O,教育，学習支援業,78,598,1396
4,13227,羽村市,P,医療，福祉,154,2849,10923
4,13227,羽村市,Q,複合サービス事業,7,311,1596
4,13227,羽村市,R,サービス業（他に分類されないもの）,88,1020,4877
4,13228,あきる野市,A,農業，林業,7,51,130
4,13228,あきる野市,B,漁業,-,-,-
4,13228,あきる野市,C,鉱業，採石業，砂利採取業,-,-,-
4,13228,あきる野市,D,建設業,359,1794,7162
4,13228,あきる野市,E,製造業,207,2937,15460
4,13228,あきる野市,F,電気・ガス・熱供給・水道業,2,28,X
4,13228,あきる野市,G,情報通信業,13,37,188
4,13228,あきる野市,H,運輸業，郵便業,28,733,X
4,13228,あきる野市,I,卸売業，小売業,539,4017,14296
4,13228,あきる野市,J,金融業，保険業,27,304,2450
4,13228,あきる野市,K,不動産業，物品賃貸業,90,354,X
4,13228,あきる野市,L,学術研究，専門・技術サービス業,82,492,4394
4,13228,あきる野市,M,宿泊業，飲食サービス業,227,1698,3403
4,13228,あきる野市,N,生活関連サービス業，娯楽業,196,1450,4387
4,13228,あきる野市,O,教育，学習支援業,60,481,1341
4,13228,あきる野市,P,医療，福祉,192,4174,15561
4,13228,あきる野市,Q,複合サービス事業,18,720,3071
4,13228,あきる野市,R,サービス業（他に分類されないもの）,120,854,2757
4,13229,西東京市,A,農業，林業,4,24,63
4,13229,西東京市,B,漁業,-,-,-
4,13229,西東京市,C,鉱業，採石業，砂利採取業,-,-,-
4,13229,西東京市,D,建設業,398,3253,17847
4,13229,西東京市,E,製造業,133,1331,6545
4,13229,西東京市,F,電気・ガス・熱供給・水道業,-,-,-
4,13229,西東京市,G,情報通信業,57,987,8517
4,13229,西東京市,H,運輸業，郵便業,44,1947,10364
