地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,3249,3864,30152,1831,1843,5043,1418,1222,196,2021,25109,86,74,12,101,712,529,487,42,584,3047,184,168,16,216,1403,469,391,78,747,7604,54,37,17,170,5321,35,24,11,79,2091,14,5,9,37,1387,4,2,2,11,1694,-,-,-,-,-,1,-,1,7,1362,1172,1052,120,1475,10253,1332,1165,167,1835,18766,1365,1184,181,1921,20975,1371,1186,185,1934,21565
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,2513,2544,6347,1702,1712,3617,811,787,24,832,2730,53,52,1,54,153,388,375,13,399,1260,117,112,5,121,461,210,205,5,215,721,13,13,-,13,52,6,6,-,6,18,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,743,720,23,763,2498,781,757,24,802,2647,788,764,24,809,2667,788,764,24,809,2667
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,353,382,2965,87,89,663,266,232,34,293,2302,11,9,2,13,86,90,78,12,98,766,48,44,4,52,451,97,85,12,108,838,7,7,-,7,65,4,2,2,5,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,203,28,254,2001,256,225,31,282,2232,257,225,32,283,2242,257,225,32,283,2242
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,203,263,3205,29,29,376,174,128,46,234,2829,14,8,6,21,203,38,29,9,51,592,12,10,2,17,224,85,64,21,112,1399,12,8,4,16,199,5,5,-,5,91,2,1,1,3,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127,95,32,172,2047,164,122,42,220,2680,168,125,43,225,2743,168,125,43,225,2743
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,70,127,1872,9,9,213,61,37,24,118,1659,6,4,2,11,167,6,3,3,14,158,3,1,2,5,82,33,20,13,63,892,4,3,1,8,106,6,4,2,13,174,2,1,1,3,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,19,13,62,873,54,33,21,103,1467,58,35,23,114,1579,60,36,24,117,1633
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,43,100,1725,3,3,111,40,18,22,97,1614,1,1,-,1,34,7,2,5,22,271,3,1,2,18,131,19,10,9,36,739,3,2,1,4,127,1,1,-,1,35,3,-,3,7,122,1,1,-,1,54,-,-,-,-,-,-,-,-,-,-,21,11,10,58,823,33,16,17,81,1302,35,17,18,84,1378,37,17,20,89,1459
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,35,95,2610,1,1,63,34,15,19,94,2547,1,-,1,1,69,-,-,-,-,-,1,-,1,3,54,17,7,10,53,1282,6,3,3,14,454,7,4,3,19,524,-,-,-,-,-,2,1,1,4,164,-,-,-,-,-,-,-,-,-,-,12,4,8,44,842,25,10,15,71,1859,32,14,18,90,2383,32,14,18,90,2383
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,25,206,4219,-,-,-,25,5,20,206,4219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,7,125,1292,6,1,5,16,816,5,2,3,23,785,6,2,4,23,1174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,6,122,1169,14,2,12,142,2208,22,4,18,182,3612,24,5,19,187,4067
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,4,54,1398,-,-,-,4,-,4,54,1398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,35,441,2,-,2,12,529,1,-,1,7,428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,54,1398,4,-,4,54,1398,4,-,4,54,1398
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,2,13,2838,-,-,-,2,-,2,13,2838,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,6,1476,-,-,-,-,-,1,-,1,7,1362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,1,80,2973,-,-,-,1,-,1,80,2973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,80,2973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,80,2973,1,-,1,80,2973,1,-,1,80,2973
4,13205,青梅市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
