地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
3,1311201200,世田谷区,下馬,,下馬,543,3476,205,1031,81,472,99,753,14,72,23,193,11,73,11,81,6,23,15,56,13,62,14,75,13,160,10,122,12,74,3,49,13,180
4,1311201201,世田谷区,下馬,下馬１丁目,下馬１丁目,131,892,53,321,15,86,22,195,5,17,6,21,4,14,4,22,1,1,6,17,2,14,2,19,4,106,4,51,2,6,-,-,1,2
4,1311201202,世田谷区,下馬,下馬２丁目,下馬２丁目,110,784,39,203,18,151,21,146,3,37,6,42,3,28,5,33,-,-,1,18,2,25,2,20,2,3,2,7,2,19,1,14,3,38
4,1311201203,世田谷区,下馬,下馬３丁目,下馬３丁目,108,512,36,113,16,43,22,152,2,2,5,20,2,20,1,19,2,18,3,6,3,7,4,16,3,13,1,7,4,33,2,35,2,8
4,1311201204,世田谷区,下馬,下馬４丁目,下馬４丁目,46,296,19,59,5,37,7,98,1,3,-,-,-,-,-,-,-,-,2,11,1,3,3,6,-,-,3,57,4,16,-,-,1,6
4,1311201205,世田谷区,下馬,下馬５丁目,下馬５丁目,53,224,23,93,10,54,10,23,2,3,2,22,-,-,-,-,1,1,1,2,1,2,1,10,-,-,-,-,-,-,-,-,2,14
4,1311201206,世田谷区,下馬,下馬６丁目,下馬６丁目,95,768,35,242,17,101,17,139,1,10,4,88,2,11,1,7,2,3,2,2,4,11,2,4,4,38,-,-,-,-,-,-,4,112
3,1311201300,世田谷区,野沢,,野沢,339,2401,95,592,57,356,86,653,4,14,12,52,8,73,4,13,8,169,14,38,8,47,13,86,7,182,12,69,4,24,2,21,5,12
4,1311201301,世田谷区,野沢,野沢１丁目,野沢１丁目,46,223,7,19,3,12,19,98,-,-,1,2,4,47,-,-,-,-,2,3,2,11,2,6,-,-,4,20,2,5,-,-,-,-
4,1311201302,世田谷区,野沢,野沢２丁目,野沢２丁目,98,726,35,188,20,190,21,172,-,-,2,6,-,-,1,1,2,61,4,7,3,28,2,18,2,6,4,28,-,-,1,16,1,5
4,1311201303,世田谷区,野沢,野沢３丁目,野沢３丁目,113,872,30,299,19,99,28,207,3,12,5,29,1,6,1,5,6,108,5,19,3,8,4,52,-,-,3,15,1,5,1,5,3,3
4,1311201304,世田谷区,野沢,野沢４丁目,野沢４丁目,82,580,23,86,15,55,18,176,1,2,4,15,3,20,2,7,-,-,3,9,-,-,5,10,5,176,1,6,1,14,-,-,1,4
3,1311201400,世田谷区,上馬,,上馬,518,4015,157,1402,84,443,109,987,21,167,13,55,12,84,10,94,13,103,16,50,12,57,16,65,15,69,10,61,9,43,5,103,16,232
4,1311201401,世田谷区,上馬,上馬１丁目,上馬１丁目,125,562,44,163,21,56,30,211,4,25,3,17,2,17,2,9,3,10,2,12,1,10,3,11,2,7,3,8,2,3,1,1,2,2
4,1311201402,世田谷区,上馬,上馬２丁目,上馬２丁目,108,1123,25,191,15,153,24,244,7,72,2,6,2,32,2,58,2,2,3,10,5,24,4,12,6,21,3,38,1,7,2,78,5,175
4,1311201403,世田谷区,上馬,上馬３丁目,上馬３丁目,69,656,18,212,7,34,16,188,5,49,4,16,2,12,2,3,4,66,-,-,2,9,1,2,1,7,1,3,-,-,1,5,5,50
4,1311201404,世田谷区,上馬,上馬４丁目,上馬４丁目,142,1273,49,705,30,131,25,256,4,20,4,16,5,21,1,1,-,-,6,17,2,11,5,32,4,32,2,10,3,19,-,-,2,2
4,1311201405,世田谷区,上馬,上馬５丁目,上馬５丁目,74,401,21,131,11,69,14,88,1,1,-,-,1,2,3,23,4,25,5,11,2,3,3,8,2,2,1,2,3,14,1,19,2,3
3,1311201500,世田谷区,駒沢,,駒沢,630,6326,157,2598,90,779,120,1011,19,88,12,102,25,138,23,154,18,83,16,111,24,147,29,221,25,175,25,260,19,340,7,30,21,89
4,1311201501,世田谷区,駒沢,駒沢１丁目,駒沢１丁目,141,2844,28,1491,23,431,23,218,8,44,4,22,8,64,7,45,2,8,4,32,5,36,5,58,2,6,10,92,6,284,2,7,4,6
4,1311201502,世田谷区,駒沢,駒沢２丁目,駒沢２丁目,196,1555,49,391,24,137,43,465,1,9,3,33,9,33,4,36,7,45,4,22,6,38,10,59,10,100,8,76,8,39,3,18,7,54
4,1311201503,世田谷区,駒沢,駒沢３丁目,駒沢３丁目,102,755,32,411,16,107,23,126,1,9,1,6,5,27,3,5,3,7,1,5,7,31,2,4,2,4,2,2,2,9,-,-,2,2
4,1311201504,世田谷区,駒沢,駒沢４丁目,駒沢４丁目,95,512,19,127,17,68,20,90,3,12,2,19,2,13,2,10,4,12,4,32,3,11,7,51,7,46,2,11,-,-,1,1,2,9
4,1311201505,世田谷区,駒沢,駒沢５丁目,駒沢５丁目,96,660,29,178,10,36,11,112,6,14,2,22,1,1,7,58,2,11,3,20,3,31,5,49,4,19,3,79,3,8,1,4,6,18
3,1311201600,世田谷区,代田,,代田,523,3381,155,1149,88,531,105,574,9,85,19,80,19,128,10,33,11,69,18,126,18,53,15,113,17,116,18,206,6,23,3,22,12,73
4,1311201601,世田谷区,代田,代田１丁目,代田１丁目,102,818,34,309,20,232,30,187,-,-,3,11,3,4,1,3,-,-,3,19,1,4,1,6,-,-,2,14,1,1,-,-,3,28
4,1311201602,世田谷区,代田,代田２丁目,代田２丁目,61,394,22,138,10,54,14,90,-,-,2,21,3,16,-,-,-,-,2,3,1,1,4,49,2,12,-,-,-,-,-,-,1,10
4,1311201603,世田谷区,代田,代田３丁目,代田３丁目,81,564,26,317,17,72,11,41,3,13,3,8,1,1,4,7,-,-,3,63,6,24,2,6,1,1,3,7,1,4,-,-,-,-
4,1311201604,世田谷区,代田,代田４丁目,代田４丁目,87,398,25,121,10,42,21,79,-,-,3,12,5,58,2,3,2,18,4,10,2,7,1,4,5,23,4,6,-,-,-,-,3,15
4,1311201605,世田谷区,代田,代田５丁目,代田５丁目,80,659,22,126,10,52,19,143,2,28,5,21,2,10,1,7,3,17,2,19,1,1,1,2,4,60,5,157,1,12,-,-,2,4
4,1311201606,世田谷区,代田,代田６丁目,代田６丁目,112,548,26,138,21,79,10,34,4,44,3,7,5,39,2,13,6,34,4,12,7,16,6,46,5,20,4,22,3,6,3,22,3,16
3,1311201700,世田谷区,梅丘,,梅丘,342,2028,95,492,47,218,74,294,15,123,9,31,11,58,14,92,6,20,12,256,10,38,9,69,11,67,12,181,6,13,1,2,10,74
4,1311201701,世田谷区,梅丘,梅丘１丁目,梅丘１丁目,277,1763,80,452,34,152,58,218,12,119,6,27,8,24,13,91,6,20,11,255,8,28,7,61,10,64,10,167,5,12,-,-,9,73
4,1311201702,世田谷区,梅丘,梅丘２丁目,梅丘２丁目,39,171,11,32,9,60,10,44,-,-,1,2,2,19,1,1,-,-,1,1,1,6,1,3,-,-,1,2,-,-,-,-,1,1
4,1311201703,世田谷区,梅丘,梅丘３丁目,梅丘３丁目,26,94,4,8,4,6,6,32,3,4,2,2,1,15,-,-,-,-,-,-,1,4,1,5,1,3,1,12,1,1,1,2,-,-
3,1311201800,世田谷区,豪徳寺,,豪徳寺,303,1607,100,387,34,142,53,425,3,7,12,91,14,55,6,40,10,36,11,50,11,44,8,54,20,104,8,84,4,15,5,10,4,63
4,1311201801,世田谷区,豪徳寺,豪徳寺１丁目,豪徳寺１丁目,256,1362,80,283,27,117,41,327,3,7,10,87,13,52,5,38,10,36,11,50,10,42,8,54,19,102,8,84,4,15,3,5,4,63
4,1311201802,世田谷区,豪徳寺,豪徳寺２丁目,豪徳寺２丁目,47,245,20,104,7,25,12,98,-,-,2,4,1,3,1,2,-,-,-,-,1,2,-,-,1,2,-,-,-,-,2,5,-,-
3,1311201900,世田谷区,代沢,,代沢,515,3752,161,1669,75,551,110,554,15,112,19,86,14,108,7,43,14,98,21,147,20,68,16,77,8,40,15,112,7,41,4,8,9,38
4,1311201901,世田谷区,代沢,代沢１丁目,代沢１丁目,33,264,13,186,5,32,7,24,-,-,1,1,-,-,1,1,-,-,1,4,1,6,1,2,1,1,2,7,-,-,-,-,-,-
4,1311201902,世田谷区,代沢,代沢２丁目,代沢２丁目,122,589,29,135,17,45,29,135,2,4,6,25,5,23,2,23,7,30,3,14,6,14,1,9,-,-,8,86,2,25,1,3,4,18
4,1311201903,世田谷区,代沢,代沢３丁目,代沢３丁目,53,553,17,192,5,92,6,43,2,67,1,11,1,1,2,15,2,4,6,51,1,17,5,37,1,2,1,9,1,1,-,-,2,11
4,1311201904,世田谷区,代沢,代沢４丁目,代沢４丁目,128,594,49,209,23,170,28,129,3,15,2,11,1,1,1,2,1,2,5,17,6,15,3,8,-,-,2,3,2,6,1,2,1,4
4,1311201905,世田谷区,代沢,代沢５丁目,代沢５丁目,179,1752,53,947,25,212,40,223,8,26,9,38,7,83,1,2,4,62,6,61,6,16,6,21,6,37,2,7,2,9,2,3,2,5
3,1311202000,世田谷区,羽根木,,羽根木,135,847,40,306,30,225,24,89,1,2,2,8,3,14,7,42,3,20,5,30,3,12,3,6,4,22,6,16,3,50,-,-,1,5
4,1311202001,世田谷区,羽根木,羽根木１丁目,羽根木１丁目,77,588,21,214,19,143,10,56,-,-,1,6,2,12,5,31,3,20,2,12,2,7,1,2,4,22,5,14,2,49,-,-,-,-
4,1311202002,世田谷区,羽根木,羽根木２丁目,羽根木２丁目,58,259,19,92,11,82,14,33,1,2,1,2,1,2,2,11,-,-,3,18,1,5,2,4,-,-,1,2,1,1,-,-,1,5
3,1311202100,世田谷区,大原,,大原,315,1762,103,542,54,314,62,334,12,86,10,43,9,28,6,119,14,45,7,18,7,58,5,29,10,60,6,17,2,18,3,18,5,33
4,1311202101,世田谷区,大原,大原１丁目,大原１丁目,146,791,48,273,33,250,27,123,3,15,5,13,2,3,1,1,6,22,4,8,2,3,2,7,7,47,2,7,-,-,2,15,2,4
4,1311202102,世田谷区,大原,大原２丁目,大原２丁目,169,971,55,269,21,64,35,211,9,71,5,30,7,25,5,118,8,23,3,10,5,55,3,22,3,13,4,10,2,18,1,3,3,29
3,1311202200,世田谷区,北沢,,北沢,1376,9079,303,1781,187,1140,279,1969,33,376,38,296,46,199,36,200,49,374,56,383,66,562,59,344,65,476,41,206,44,230,18,110,56,433
4,1311202201,世田谷区,北沢,北沢１丁目,北沢１丁目,112,915,36,448,21,173,21,97,1,1,2,11,3,5,1,2,-,-,7,48,6,13,3,53,3,9,2,8,2,30,-,-,4,17
4,1311202202,世田谷区,北沢,北沢２丁目,北沢２丁目,948,6781,157,914,126,793,197,1492,27,340,33,266,35,168,25,171,43,349,42,281,49,517,44,251,51,423,32,179,31,166,15,105,41,366
4,1311202203,世田谷区,北沢,北沢３丁目,北沢３丁目,189,779,58,210,18,104,38,176,4,22,1,2,7,22,9,26,3,4,4,43,8,20,8,32,7,31,5,17,11,34,2,2,6,34
4,1311202204,世田谷区,北沢,北沢４丁目,北沢４丁目,51,215,19,97,11,29,6,20,1,13,1,2,1,4,1,1,2,18,1,1,2,11,-,-,2,9,1,1,-,-,-,-,3,9
4,1311202205,世田谷区,北沢,北沢５丁目,北沢５丁目,76,389,33,112,11,41,17,184,-,-,1,15,-,-,-,-,1,3,2,10,1,1,4,8,2,4,1,1,-,-,1,3,2,7
3,1311202300,世田谷区,松原,,松原,925,8453,278,1860,125,1018,205,2330,35,316,23,121,33,395,17,115,24,164,16,119,22,155,31,574,26,165,29,268,17,568,12,65,32,220
4,1311202301,世田谷区,松原,松原１丁目,松原１丁目,191,2098,70,516,20,260,40,378,8,28,4,16,6,83,3,10,7,92,4,38,2,31,6,40,4,7,4,31,4,507,2,2,7,59
4,1311202302,世田谷区,松原,松原２丁目,松原２丁目,298,2963,66,427,45,375,63,805,13,100,11,56,18,218,7,47,7,26,4,17,8,50,13,435,13,124,7,117,7,44,4,44,12,78
4,1311202303,世田谷区,松原,松原３丁目,松原３丁目,153,1504,39,249,18,148,52,784,6,50,2,14,-,-,3,27,3,17,-,-,7,60,4,31,5,28,8,67,2,5,-,-,4,24
4,1311202304,世田谷区,松原,松原４丁目,松原４丁目,18,156,11,125,1,11,2,5,-,-,-,-,-,-,-,-,1,4,-,-,-,-,1,2,-,-,1,8,-,-,-,-,1,1
4,1311202305,世田谷区,松原,松原５丁目,松原５丁目,173,1010,59,328,24,113,28,126,6,131,4,17,6,70,4,31,5,23,4,39,4,11,3,11,4,6,9,45,3,8,4,13,6,38
4,1311202306,世田谷区,松原,松原６丁目,松原６丁目,92,722,33,215,17,111,20,232,2,7,2,18,3,24,-,-,1,2,4,25,1,3,4,55,-,-,-,-,1,4,2,6,2,20
3,1311202400,世田谷区,赤堤,,赤堤,519,2871,142,830,78,415,115,513,18,128,12,89,12,67,15,63,9,49,13,67,20,143,20,120,15,75,22,130,11,87,5,25,12,70
4,1311202401,世田谷区,赤堤,赤堤１丁目,赤堤１丁目,64,347,20,140,9,40,17,81,1,8,-,-,-,-,1,1,1,4,3,25,4,19,3,6,2,13,-,-,1,5,1,4,1,1
4,1311202402,世田谷区,赤堤,赤堤２丁目,赤堤２丁目,78,366,23,129,12,34,17,94,2,10,-,-,2,9,4,10,-,-,1,1,3,11,3,21,4,8,5,26,-,-,1,2,1,11
4,1311202403,世田谷区,赤堤,赤堤３丁目,赤堤３丁目,85,428,31,157,15,72,19,53,-,-,2,19,-,-,1,3,4,21,-,-,2,31,1,9,3,21,3,24,1,1,-,-,3,17
4,1311202404,世田谷区,赤堤,赤堤４丁目,赤堤４丁目,205,1183,49,314,29,144,43,177,11,75,7,58,4,27,6,32,3,20,6,30,10,80,11,64,5,26,10,70,4,21,3,19,4,26
4,1311202405,世田谷区,赤堤,赤堤５丁目,赤堤５丁目,87,547,19,90,13,125,19,108,4,35,3,12,6,31,3,17,1,4,3,11,1,2,2,20,1,7,4,10,5,60,-,-,3,15
3,1311202500,世田谷区,桜上水,,桜上水,176,3221,58,1647,29,419,37,463,2,4,1,2,6,161,7,76,4,31,3,31,5,69,3,7,4,44,4,26,3,98,2,73,8,70
4,1311202501,世田谷区,桜上水,桜上水１丁目,桜上水１丁目,30,226,8,30,6,90,7,33,1,3,-,-,1,5,-,-,2,12,-,-,1,2,1,5,1,18,-,-,1,21,-,-,1,7
4,1311202502,世田谷区,桜上水,桜上水２丁目,桜上水２丁目,29,291,10,116,5,71,6,12,-,-,1,2,-,-,2,15,-,-,-,-,2,46,-,-,1,3,1,15,-,-,-,-,1,11
4,1311202503,世田谷区,桜上水,桜上水３丁目,桜上水３丁目,18,1431,7,1334,3,15,2,3,1,1,-,-,-,-,1,42,-,-,-,-,-,-,1,-,-,-,1,2,-,-,1,2,1,32
4,1311202504,世田谷区,桜上水,桜上水４丁目,桜上水４丁目,44,302,16,94,6,20,11,109,-,-,-,-,-,-,1,9,-,-,2,20,2,21,1,2,1,8,2,9,-,-,-,-,2,10
4,1311202505,世田谷区,桜上水,桜上水５丁目,桜上水５丁目,55,971,17,73,9,223,11,306,-,-,-,-,5,156,3,10,2,19,1,11,-,-,-,-,1,15,-,-,2,77,1,71,3,10
3,1311202600,世田谷区,東玉川,,東玉川,136,1287,45,361,15,48,39,700,1,5,5,16,4,15,3,3,2,6,2,10,5,22,1,15,4,31,1,7,4,15,-,-,5,33
4,1311202601,世田谷区,東玉川,東玉川１丁目,東玉川１丁目,52,208,18,76,6,13,15,48,-,-,1,6,1,7,-,-,-,-,1,9,1,1,1,15,2,12,1,7,3,6,-,-,2,8
4,1311202602,世田谷区,東玉川,東玉川２丁目,東玉川２丁目,84,1079,27,285,9,35,24,652,1,5,4,10,3,8,3,3,2,6,1,1,4,21,-,-,2,19,-,-,1,9,-,-,3,25
3,1311202700,世田谷区,奥沢,,奥沢,1171,7339,288,1578,137,720,281,2420,35,245,38,219,28,178,35,155,32,137,37,265,51,240,36,239,44,254,35,154,39,195,17,46,38,294
4,1311202701,世田谷区,奥沢,奥沢１丁目,奥沢１丁目,71,293,35,151,11,40,11,40,-,-,1,1,2,6,1,3,1,1,4,11,3,38,-,-,1,1,-,-,-,-,1,1,-,-
4,1311202702,世田谷区,奥沢,奥沢２丁目,奥沢２丁目,120,769,26,74,10,27,27,337,4,39,3,43,3,12,1,4,3,11,3,12,4,31,3,9,5,34,6,48,9,40,5,12,8,36
4,1311202703,世田谷区,奥沢,奥沢３丁目,奥沢３丁目,180,1605,58,353,20,162,30,574,9,61,7,52,4,25,5,19,5,37,5,48,6,18,2,4,11,90,3,4,7,51,2,4,6,103
4,1311202704,世田谷区,奥沢,奥沢４丁目,奥沢４丁目,88,457,24,147,13,56,24,146,-,-,3,7,2,38,2,6,4,9,1,2,4,11,3,7,1,1,2,5,3,19,2,3,-,-
4,1311202705,世田谷区,奥沢,奥沢５丁目,奥沢５丁目,313,1826,50,348,30,164,83,553,8,21,16,84,5,23,15,72,9,53,13,83,18,77,10,53,11,58,12,60,10,30,4,21,19,126
4,1311202706,世田谷区,奥沢,奥沢６丁目,奥沢６丁目,182,1133,28,141,26,151,48,402,5,45,5,14,7,51,5,31,5,13,9,93,7,28,10,41,12,57,7,29,5,18,1,1,2,18
4,1311202707,世田谷区,奥沢,奥沢７丁目,奥沢７丁目,143,902,42,302,19,94,42,302,7,64,3,18,3,13,2,14,4,12,2,16,5,11,4,15,2,5,1,2,3,21,1,2,3,11
4,1311202708,世田谷区,奥沢,奥沢８丁目,奥沢８丁目,74,354,25,62,8,26,16,66,2,15,-,-,2,10,4,6,1,1,-,-,4,26,4,110,1,8,4,6,2,16,1,2,-,-
3,1311202800,世田谷区,玉川田園調布,,玉川田園調布,75,669,10,192,11,32,26,213,4,30,3,9,3,35,1,6,2,9,-,-,-,-,4,9,1,3,1,69,3,2,-,-,6,60
4,1311202801,世田谷区,玉川田園調布,玉川田園調布１丁目,玉川田園調布１丁目,33,297,6,144,5,18,8,26,2,22,1,3,3,35,-,-,2,9,-,-,-,-,2,6,-,-,-,-,1,-,-,-,3,34
4,1311202802,世田谷区,玉川田園調布,玉川田園調布２丁目,玉川田園調布２丁目,42,372,4,48,6,14,18,187,2,8,2,6,-,-,1,6,-,-,-,-,-,-,2,3,1,3,1,69,2,2,-,-,3,26
3,1311202900,世田谷区,玉堤,,玉堤,121,1834,43,799,19,134,17,168,5,31,3,24,6,41,3,15,2,69,1,2,6,44,2,23,2,73,5,42,3,357,-,-,4,12
4,1311202901,世田谷区,玉堤,玉堤１丁目,玉堤１丁目,94,1605,32,709,16,95,15,159,5,31,1,5,3,25,3,15,2,69,-,-,6,44,1,10,1,67,4,14,3,357,-,-,2,5
4,1311202902,世田谷区,玉堤,玉堤２丁目,玉堤２丁目,27,229,11,90,3,39,2,9,-,-,2,19,3,16,-,-,-,-,1,2,-,-,1,13,1,6,1,28,-,-,-,-,2,7
3,1311203000,世田谷区,等々力,,等々力,748,7382,231,2111,94,852,153,1038,15,218,17,371,20,543,17,250,27,312,29,404,35,331,26,252,14,168,27,196,17,123,6,41,20,172
4,1311203001,世田谷区,等々力,等々力１丁目,等々力１丁目,36,403,9,81,2,52,10,95,-,-,-,-,-,-,1,2,1,18,2,11,1,33,-,-,2,57,3,34,2,3,-,-,3,17
4,1311203002,世田谷区,等々力,等々力２丁目,等々力２丁目,162,1209,51,328,24,139,27,138,2,20,5,33,3,6,7,41,12,157,7,62,7,136,4,33,2,21,4,26,2,3,2,12,3,54
4,1311203003,世田谷区,等々力,等々力３丁目,等々力３丁目,155,1080,48,218,22,155,28,177,3,25,5,30,4,28,2,28,5,33,5,121,11,79,6,58,4,46,5,48,3,8,1,1,3,25
4,1311203004,世田谷区,等々力,等々力４丁目,等々力４丁目,135,1055,52,263,18,295,22,127,2,8,1,2,4,14,2,5,2,23,5,33,3,24,7,108,3,32,5,17,5,61,2,26,2,17
4,1311203005,世田谷区,等々力,等々力５丁目,等々力５丁目,76,673,17,97,6,52,20,153,2,5,-,-,3,39,2,60,3,16,4,126,7,30,1,20,1,6,4,16,2,20,1,2,3,31
4,1311203006,世田谷区,等々力,等々力６丁目,等々力６丁目,69,1250,20,496,11,60,13,76,6,160,1,260,2,14,2,112,3,14,1,22,1,3,3,6,1,1,2,12,1,2,-,-,2,12
4,1311203007,世田谷区,等々力,等々力７丁目,等々力７丁目,75,881,21,484,6,83,21,121,-,-,4,30,3,26,1,2,-,-,3,24,3,9,5,27,-,-,3,40,2,26,-,-,3,9
4,1311203008,世田谷区,等々力,等々力８丁目,等々力８丁目,40,831,13,144,5,16,12,151,-,-,1,16,1,416,-,-,1,51,2,5,2,17,-,-,1,5,1,3,-,-,-,-,1,7
3,1311203100,世田谷区,尾山台,,尾山台,223,1305,56,342,36,196,50,371,5,16,3,7,6,82,6,39,2,11,7,22,9,45,12,36,8,30,7,20,4,19,3,22,9,47
4,1311203101,世田谷区,尾山台,尾山台１丁目,尾山台１丁目,32,312,8,72,1,3,8,143,2,3,-,-,3,66,1,2,-,-,1,3,-,-,4,7,-,-,-,-,1,1,-,-,3,12
4,1311203102,世田谷区,尾山台,尾山台２丁目,尾山台２丁目,50,237,10,40,7,66,13,48,2,10,2,5,-,-,1,9,-,-,3,11,3,16,3,7,-,-,1,1,1,1,2,19,2,4
4,1311203103,世田谷区,尾山台,尾山台３丁目,尾山台３丁目,141,756,38,230,28,127,29,180,1,3,1,2,3,16,4,28,2,11,3,8,6,29,5,22,8,30,6,19,2,17,1,3,4,31
3,1311203200,世田谷区,上野毛,,上野毛,334,2436,108,1008,54,251,61,345,3,21,10,72,7,34,3,14,8,47,10,112,13,78,11,71,10,39,10,66,6,73,7,36,13,169
4,1311203201,世田谷区,上野毛,上野毛１丁目,上野毛１丁目,199,1103,66,244,28,147,36,187,2,15,3,20,4,15,1,9,5,23,6,45,8,56,8,54,8,30,8,52,4,40,4,24,8,142
4,1311203202,世田谷区,上野毛,上野毛２丁目,上野毛２丁目,52,372,17,147,7,21,7,47,-,-,4,37,3,19,-,-,3,24,-,-,1,1,2,7,1,7,1,11,1,30,3,12,2,9
4,1311203203,世田谷区,上野毛,上野毛３丁目,上野毛３丁目,27,289,10,201,7,25,5,32,1,6,1,10,-,-,-,-,-,-,-,-,-,-,1,10,1,2,-,-,-,-,-,-,1,3
4,1311203204,世田谷区,上野毛,上野毛４丁目,上野毛４丁目,56,672,15,416,12,58,13,79,-,-,2,5,-,-,2,5,-,-,4,67,4,21,-,-,-,-,1,3,1,3,-,-,2,15
3,1311203300,世田谷区,野毛,,野毛,85,820,37,121,19,142,12,44,1,9,1,6,3,16,-,-,1,8,1,7,1,2,4,452,-,-,-,-,2,3,2,7,1,3
4,1311203301,世田谷区,野毛,野毛１丁目,野毛１丁目,35,117,15,34,8,39,7,30,-,-,1,6,1,4,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,3,-,-,-,-
4,1311203302,世田谷区,野毛,野毛２丁目,野毛２丁目,33,605,14,40,7,80,4,7,1,9,-,-,1,6,-,-,1,8,-,-,1,2,1,443,-,-,-,-,-,-,2,7,1,3
4,1311203303,世田谷区,野毛,野毛３丁目,野毛３丁目,17,98,8,47,4,23,1,7,-,-,-,-,1,6,-,-,-,-,1,7,-,-,2,8,-,-,-,-,-,-,-,-,-,-
3,1311203400,世田谷区,中町,,中町,289,1763,105,449,49,343,47,314,9,25,6,46,4,26,6,45,10,56,10,115,5,21,13,170,2,5,4,14,5,37,2,3,12,94
4,1311203401,世田谷区,中町,中町１丁目,中町１丁目,27,91,9,20,7,22,2,2,1,1,1,8,-,-,1,20,2,4,1,1,-,-,2,8,-,-,-,-,-,-,-,-,1,5
4,1311203402,世田谷区,中町,中町２丁目,中町２丁目,73,527,26,177,14,86,13,84,-,-,2,15,2,5,1,2,1,1,3,49,1,2,3,64,1,3,1,3,2,21,-,-,3,15
4,1311203403,世田谷区,中町,中町３丁目,中町３丁目,35,338,13,82,5,102,6,16,-,-,1,18,-,-,-,-,1,32,3,60,2,5,-,-,-,-,-,-,2,13,-,-,2,10
4,1311203404,世田谷区,中町,中町４丁目,中町４丁目,52,216,18,61,11,54,9,62,4,7,1,4,-,-,1,1,3,9,-,-,1,10,1,2,-,-,2,3,1,3,-,-,-,-
4,1311203405,世田谷区,中町,中町５丁目,中町５丁目,102,591,39,109,12,79,17,150,4,17,1,1,2,21,3,22,3,10,3,5,1,4,7,96,1,2,1,8,-,-,2,3,6,64
3,1311203500,世田谷区,上用賀,,上用賀,281,4021,74,1936,53,628,68,525,10,135,8,120,5,67,2,29,6,47,8,26,9,94,15,233,7,69,3,46,1,1,1,7,11,58
4,1311203501,世田谷区,上用賀,上用賀１丁目,上用賀１丁目,47,552,12,334,12,40,8,13,3,50,3,44,1,2,1,22,-,-,1,9,-,-,2,13,-,-,-,-,1,1,-,-,3,24
4,1311203502,世田谷区,上用賀,上用賀２丁目,上用賀２丁目,32,565,8,170,5,40,6,116,1,29,-,-,1,36,-,-,1,24,3,3,-,-,1,76,4,58,1,8,-,-,-,-,1,5
4,1311203503,世田谷区,上用賀,上用賀３丁目,上用賀３丁目,39,253,11,103,3,18,13,55,2,11,3,19,-,-,-,-,-,-,-,-,1,6,3,26,-,-,1,2,-,-,-,-,2,13
4,1311203504,世田谷区,上用賀,上用賀４丁目,上用賀４丁目,33,170,11,44,8,26,6,22,1,1,-,-,-,-,-,-,2,9,-,-,-,-,2,54,1,6,-,-,-,-,1,7,1,1
4,1311203505,世田谷区,上用賀,上用賀５丁目,上用賀５丁目,64,1170,16,359,18,442,13,174,1,37,2,57,-,-,-,-,2,7,2,4,5,68,1,5,1,3,-,-,-,-,-,-,3,14
4,1311203506,世田谷区,上用賀,上用賀６丁目,上用賀６丁目,66,1311,16,926,7,62,22,145,2,7,-,-,3,29,1,7,1,7,2,10,3,20,6,59,1,2,1,36,-,-,-,-,1,1
3,1311203600,世田谷区,用賀,,用賀,800,12354,151,1492,122,3428,182,1715,24,412,31,555,21,578,16,80,28,900,26,319,27,383,38,264,33,341,28,271,38,711,17,309,18,596
4,1311203601,世田谷区,用賀,用賀１丁目,用賀１丁目,49,678,9,201,11,63,11,126,-,-,1,1,3,117,3,8,3,15,-,-,3,135,-,-,3,6,-,-,1,3,-,-,1,3
4,1311203602,世田谷区,用賀,用賀２丁目,用賀２丁目,246,3440,50,345,31,331,58,646,1,5,11,436,7,261,5,37,5,59,8,87,11,79,12,103,13,183,9,114,13,57,4,228,8,469
4,1311203603,世田谷区,用賀,用賀３丁目,用賀３丁目,135,847,33,164,19,212,23,155,3,10,3,11,5,30,1,5,6,15,6,28,3,9,5,8,7,83,8,30,7,54,6,33,-,-
