地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
4,1312102302,足立区,皿沼,皿沼２丁目,皿沼２丁目,47,598,13,83,9,174,13,150,-,-,1,4,-,-,2,15,2,124,1,15,-,-,1,6,1,1,3,16,-,-,-,-,1,10
4,1312102303,足立区,皿沼,皿沼３丁目,皿沼３丁目,42,348,12,68,13,40,10,149,1,11,3,36,1,6,-,-,-,-,1,35,-,-,-,-,1,3,-,-,-,-,-,-,-,-
3,1312102400,足立区,鹿浜,,鹿浜,825,7858,313,3796,179,1145,171,1286,19,97,17,302,17,146,7,69,12,70,13,224,10,130,12,56,10,82,14,118,12,129,3,76,16,132
4,1312102401,足立区,鹿浜,鹿浜１丁目,鹿浜１丁目,71,848,27,380,16,243,11,84,3,12,4,48,3,27,1,21,4,7,1,24,-,-,1,2,-,-,-,-,-,-,-,-,-,-
4,1312102402,足立区,鹿浜,鹿浜２丁目,鹿浜２丁目,117,869,40,208,26,98,25,244,3,31,3,27,4,31,-,-,3,14,3,46,2,81,1,11,4,44,1,10,1,4,-,-,1,20
4,1312102403,足立区,鹿浜,鹿浜３丁目,鹿浜３丁目,131,1170,61,533,24,194,23,253,1,3,1,10,3,38,1,3,-,-,2,17,1,5,2,12,1,15,4,30,2,22,-,-,5,35
4,1312102404,足立区,鹿浜,鹿浜４丁目,鹿浜４丁目,124,1284,51,597,23,120,26,191,5,33,4,184,1,5,1,3,1,25,-,-,2,7,3,10,1,8,-,-,2,14,2,54,2,33
4,1312102405,足立区,鹿浜,鹿浜５丁目,鹿浜５丁目,104,1647,40,1140,19,150,20,116,2,7,1,3,-,-,1,3,2,9,2,40,1,16,-,-,2,6,5,62,4,53,1,22,4,20
4,1312102406,足立区,鹿浜,鹿浜６丁目,鹿浜６丁目,101,711,35,259,29,130,21,207,-,-,4,30,-,-,-,-,2,15,2,38,2,2,1,5,-,-,3,11,-,-,-,-,2,14
4,1312102407,足立区,鹿浜,鹿浜７丁目,鹿浜７丁目,80,842,32,542,14,70,22,99,3,7,-,-,2,18,1,30,-,-,3,59,-,-,1,6,-,-,-,-,1,4,-,-,1,7
4,1312102408,足立区,鹿浜,鹿浜８丁目,鹿浜８丁目,97,487,27,137,28,140,23,92,2,4,-,-,4,27,2,9,-,-,-,-,2,19,3,10,2,9,1,5,2,32,-,-,1,3
3,1312102500,足立区,島根,,島根,304,2251,132,673,46,248,62,548,5,46,10,77,6,255,5,42,5,26,4,26,1,3,6,29,4,100,6,68,1,2,-,-,11,108
4,1312102501,足立区,島根,島根１丁目,島根１丁目,50,353,21,103,13,88,7,46,-,-,2,41,1,43,1,11,-,-,-,-,1,3,2,12,-,-,-,-,1,2,-,-,1,4
4,1312102502,足立区,島根,島根２丁目,島根２丁目,98,652,50,279,11,69,19,132,2,13,2,2,3,49,1,6,-,-,1,2,-,-,2,2,1,10,3,17,-,-,-,-,3,71
4,1312102503,足立区,島根,島根３丁目,島根３丁目,87,858,36,173,8,43,21,264,1,27,2,13,2,163,2,22,4,24,2,6,-,-,1,12,2,82,1,3,-,-,-,-,5,26
4,1312102504,足立区,島根,島根４丁目,島根４丁目,69,388,25,118,14,48,15,106,2,6,4,21,-,-,1,3,1,2,1,18,-,-,1,3,1,8,2,48,-,-,-,-,2,7
3,1312102600,足立区,新田,,新田,276,2986,109,1590,43,239,43,479,9,47,3,3,4,46,11,64,6,27,8,58,7,51,11,63,8,259,4,9,2,29,1,2,7,20
4,1312102601,足立区,新田,新田１丁目,新田１丁目,71,1208,28,738,10,47,13,118,1,9,2,2,-,-,3,13,1,8,2,20,1,3,4,26,3,209,-,-,1,3,-,-,2,12
4,1312102602,足立区,新田,新田２丁目,新田２丁目,89,788,36,449,11,64,18,153,6,31,1,1,2,16,1,5,2,5,1,4,2,5,1,2,2,16,2,6,1,26,1,2,2,3
4,1312102603,足立区,新田,新田３丁目,新田３丁目,116,990,45,403,22,128,12,208,2,7,-,-,2,30,7,46,3,14,5,34,4,43,6,35,3,34,2,3,-,-,-,-,3,5
3,1312102700,足立区,神明,,神明,134,989,45,280,27,156,36,112,4,18,2,150,2,18,3,27,1,17,3,13,2,3,-,-,3,48,2,22,2,26,-,-,2,99
4,1312102701,足立区,神明,神明１丁目,神明１丁目,28,121,8,20,2,3,11,33,1,3,-,-,-,-,1,20,-,-,1,4,1,1,-,-,1,2,1,18,1,17,-,-,-,-
4,1312102702,足立区,神明,神明２丁目,神明２丁目,60,637,23,185,13,68,10,48,2,10,1,140,1,2,2,7,1,17,1,4,1,2,-,-,2,46,-,-,1,9,-,-,2,99
4,1312102703,足立区,神明,神明３丁目,神明３丁目,46,231,14,75,12,85,15,31,1,5,1,10,1,16,-,-,-,-,1,5,-,-,-,-,-,-,1,4,-,-,-,-,-,-
3,1312102800,足立区,神明南,,神明南,136,866,71,484,28,158,25,176,3,5,-,-,3,7,-,-,1,6,-,-,2,4,1,12,-,-,-,-,-,-,-,-,2,14
4,1312102801,足立区,神明南,神明南１丁目,神明南１丁目,78,494,39,312,19,87,15,63,1,2,-,-,1,4,-,-,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,2,14
4,1312102802,足立区,神明南,神明南２丁目,神明南２丁目,58,372,32,172,9,71,10,113,2,3,-,-,2,3,-,-,1,6,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-
3,1312102900,足立区,関原,,関原,565,2550,315,1260,104,404,88,532,4,14,6,14,9,92,5,43,5,10,7,95,5,11,7,27,5,32,-,-,2,5,-,-,3,11
4,1312102901,足立区,関原,関原１丁目,関原１丁目,92,520,52,242,17,111,14,53,2,3,1,4,-,-,1,4,-,-,2,70,-,-,1,8,1,17,-,-,-,-,-,-,1,8
4,1312102902,足立区,関原,関原２丁目,関原２丁目,223,904,132,471,43,119,28,200,2,11,1,1,4,67,-,-,3,6,2,11,2,2,2,8,-,-,-,-,2,5,-,-,2,3
4,1312102903,足立区,関原,関原３丁目,関原３丁目,250,1126,131,547,44,174,46,279,-,-,4,9,5,25,4,39,2,4,3,14,3,9,4,11,4,15,-,-,-,-,-,-,-,-
3,1312103000,足立区,千住,,千住,1124,12163,267,1557,130,1092,283,3845,35,491,40,804,33,314,35,274,32,349,34,465,47,467,34,330,30,255,39,1057,27,213,7,124,51,526
4,1312103001,足立区,千住,千住１丁目,千住１丁目,233,2166,54,347,39,227,49,377,9,146,15,277,7,101,3,18,6,27,11,282,7,14,7,38,7,119,7,104,5,39,-,-,7,50
4,1312103002,足立区,千住,千住２丁目,千住２丁目,357,5129,80,677,46,436,87,1334,10,225,12,412,13,100,13,172,9,111,11,98,12,264,14,181,8,67,8,647,9,103,2,4,23,298
4,1312103003,足立区,千住,千住３丁目,千住３丁目,370,4030,61,244,22,202,112,1976,13,113,12,113,10,103,16,62,15,200,10,77,24,175,9,57,10,54,21,296,13,71,5,120,17,167
4,1312103004,足立区,千住,千住４丁目,千住４丁目,103,426,47,147,11,117,23,88,1,2,1,2,1,7,2,5,2,11,2,8,3,6,2,14,4,6,2,6,-,-,-,-,2,7
4,1312103005,足立区,千住,千住５丁目,千住５丁目,61,412,25,142,12,110,12,70,2,5,-,-,2,3,1,17,-,-,-,-,1,8,2,40,1,9,1,4,-,-,-,-,2,4
3,1312103100,足立区,千住曙町,,千住曙町,103,3592,44,1012,13,125,17,229,3,25,5,912,7,1023,1,32,2,26,2,60,3,19,2,15,2,39,-,-,-,-,-,-,2,75
3,1312103200,足立区,千住旭町,,千住旭町,542,5904,106,813,63,556,109,1087,20,266,10,61,22,144,14,210,21,310,22,208,34,413,41,1109,19,156,10,97,13,99,5,56,33,319
3,1312103300,足立区,千住東,,千住東,117,2108,64,1128,17,743,15,73,3,8,1,3,2,19,3,59,2,5,3,21,3,35,1,3,1,3,-,-,-,-,-,-,2,8
4,1312103301,足立区,千住東,千住東１丁目,千住東１丁目,41,1054,28,940,5,36,2,9,1,5,1,3,-,-,2,53,1,1,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1312103302,足立区,千住東,千住東２丁目,千住東２丁目,76,1054,36,188,12,707,13,64,2,3,-,-,2,19,1,6,1,4,3,21,2,28,1,3,1,3,-,-,-,-,-,-,2,8
3,1312103400,足立区,千住大川町,,千住大川町,99,399,52,185,15,41,15,72,1,2,4,8,2,14,1,5,1,1,-,-,1,6,1,1,3,45,-,-,1,1,-,-,2,18
3,1312103500,足立区,千住河原町,,千住河原町,133,898,67,368,21,252,15,77,4,12,5,16,4,21,-,-,3,9,1,1,-,-,2,46,1,3,1,1,3,50,1,6,5,36
3,1312103600,足立区,千住寿町,,千住寿町,101,641,43,333,14,46,15,105,3,25,2,3,2,4,3,5,1,13,1,12,3,4,3,37,8,22,1,1,-,-,-,-,2,31
3,1312103700,足立区,千住桜木,,千住桜木,75,1515,28,199,14,88,10,370,2,6,-,-,-,-,-,-,2,16,4,524,1,23,4,25,-,-,2,8,2,13,-,-,6,243
4,1312103701,足立区,千住桜木,千住桜木１丁目,千住桜木１丁目,32,603,12,152,7,28,4,145,-,-,-,-,-,-,-,-,1,15,1,4,-,-,3,23,-,-,1,3,1,12,-,-,2,221
4,1312103702,足立区,千住桜木,千住桜木２丁目,千住桜木２丁目,43,912,16,47,7,60,6,225,2,6,-,-,-,-,-,-,1,1,3,520,1,23,1,2,-,-,1,5,1,1,-,-,4,22
3,1312103800,足立区,千住関屋町,,千住関屋町,65,2501,17,386,16,270,18,362,1,5,4,1285,1,2,-,-,2,85,3,82,1,2,-,-,-,-,-,-,-,-,-,-,2,22
3,1312103900,足立区,千住龍田町,,千住龍田町,102,431,59,225,12,26,16,76,1,1,1,2,3,10,-,-,-,-,1,2,1,12,1,12,1,9,-,-,1,22,1,3,4,31
3,1312104000,足立区,千住中居町,,千住中居町,172,1269,66,322,32,306,23,159,1,4,4,20,4,19,3,27,8,69,4,43,5,49,3,27,7,179,5,32,2,3,3,4,2,6
3,1312104100,足立区,千住仲町,,千住仲町,177,2074,61,329,22,469,31,639,4,38,7,35,5,58,7,105,2,21,8,46,5,105,2,13,8,76,3,48,6,37,-,-,6,55
3,1312104200,足立区,千住橋戸町,,千住橋戸町,180,1784,99,860,11,66,8,33,1,8,1,9,1,10,-,-,1,4,5,46,1,6,2,41,2,52,38,550,3,44,2,40,5,15
3,1312104300,足立区,千住緑町,,千住緑町,206,1410,114,676,35,132,32,405,2,1,1,20,3,109,2,3,2,4,1,9,2,8,2,12,2,4,3,9,2,11,1,1,2,6
4,1312104301,足立区,千住緑町,千住緑町１丁目,千住緑町１丁目,29,618,13,238,5,23,6,239,1,-,-,-,3,109,-,-,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312104302,足立区,千住緑町,千住緑町２丁目,千住緑町２丁目,107,441,59,250,19,62,17,68,-,-,1,20,-,-,1,1,1,2,-,-,1,7,1,6,1,2,1,5,2,11,1,1,2,6
4,1312104303,足立区,千住緑町,千住緑町３丁目,千住緑町３丁目,70,351,42,188,11,47,9,98,1,1,-,-,-,-,1,2,1,2,-,-,1,1,1,6,1,2,2,4,-,-,-,-,-,-
3,1312104400,足立区,千住宮元町,,千住宮元町,99,1311,51,896,9,51,9,77,4,31,3,32,3,17,1,19,4,29,3,25,1,22,4,25,1,15,2,49,1,4,2,16,1,3
3,1312104500,足立区,千住元町,,千住元町,97,690,45,285,18,93,18,61,-,-,3,29,5,135,1,8,-,-,1,5,1,8,1,8,2,40,1,4,-,-,-,-,1,14
3,1312104600,足立区,千住柳町,,千住柳町,89,449,54,254,8,57,11,58,1,7,4,15,1,1,1,1,-,-,-,-,1,13,3,14,-,-,2,8,-,-,2,9,1,12
3,1312104700,足立区,竹の塚,,竹の塚,896,10267,236,2435,136,997,188,2349,28,198,21,196,25,752,33,474,17,253,13,191,41,341,33,884,32,312,28,317,20,165,11,103,34,300
4,1312104701,足立区,竹の塚,竹の塚１丁目,竹の塚１丁目,243,2071,57,230,39,202,52,632,6,43,10,98,7,22,9,60,3,10,3,40,12,78,10,344,10,90,8,114,7,45,2,13,8,50
4,1312104702,足立区,竹の塚,竹の塚２丁目,竹の塚２丁目,93,840,20,174,21,115,26,207,4,58,-,-,2,25,5,50,3,37,2,40,3,18,1,11,-,-,-,-,1,19,-,-,5,86
4,1312104703,足立区,竹の塚,竹の塚３丁目,竹の塚３丁目,81,1031,33,175,8,43,17,157,4,16,3,22,1,454,2,9,1,7,1,24,1,7,2,29,1,20,3,47,1,9,1,1,2,11
4,1312104704,足立区,竹の塚,竹の塚４丁目,竹の塚４丁目,45,1107,13,603,11,56,11,329,-,-,-,-,1,12,2,21,-,-,-,-,1,1,1,4,1,32,1,15,1,6,-,-,2,28
4,1312104705,足立区,竹の塚,竹の塚５丁目,竹の塚５丁目,184,2350,52,705,27,354,34,457,5,36,4,51,5,57,7,239,2,13,1,7,9,75,9,160,10,39,6,58,3,25,3,34,7,40
4,1312104706,足立区,竹の塚,竹の塚６丁目,竹の塚６丁目,208,2234,45,360,27,212,44,463,7,43,4,25,3,16,8,95,6,84,6,80,9,122,8,331,10,131,9,71,7,61,5,55,10,85
4,1312104707,足立区,竹の塚,竹の塚７丁目,竹の塚７丁目,42,634,16,188,3,15,4,104,2,2,-,-,6,166,-,-,2,102,-,-,6,40,2,5,-,-,1,12,-,-,-,-,-,-
3,1312104800,足立区,辰沼,,辰沼,147,970,63,526,26,90,24,77,2,21,4,40,6,34,5,6,3,24,5,110,3,4,2,12,2,20,-,-,-,-,-,-,2,6
4,1312104801,足立区,辰沼,辰沼１丁目,辰沼１丁目,39,265,11,50,4,12,10,40,2,21,1,25,4,17,2,2,2,3,1,83,-,-,-,-,1,10,-,-,-,-,-,-,1,2
4,1312104802,足立区,辰沼,辰沼２丁目,辰沼２丁目,108,705,52,476,22,78,14,37,-,-,3,15,2,17,3,4,1,21,4,27,3,4,2,12,1,10,-,-,-,-,-,-,1,4
3,1312104900,足立区,中央本町,,中央本町,381,3808,154,1739,71,414,72,822,6,11,12,105,8,45,6,99,5,30,7,56,11,59,9,102,4,113,7,48,2,7,2,20,5,138
4,1312104901,足立区,中央本町,中央本町１丁目,中央本町１丁目,55,566,18,194,7,38,13,121,2,6,-,-,1,11,2,3,-,-,-,-,3,18,2,5,3,112,2,17,-,-,-,-,2,41
4,1312104902,足立区,中央本町,中央本町２丁目,中央本町２丁目,112,1359,38,956,22,95,22,150,2,3,8,82,2,4,1,2,3,5,3,9,4,12,2,6,1,1,-,-,2,7,1,18,1,9
4,1312104903,足立区,中央本町,中央本町３丁目,中央本町３丁目,64,483,25,129,10,88,10,83,2,2,3,21,4,26,1,13,1,17,3,34,1,4,1,42,-,-,2,21,-,-,-,-,1,3
4,1312104904,足立区,中央本町,中央本町４丁目,中央本町４丁目,94,1123,44,339,22,132,18,422,-,-,1,2,1,4,2,81,-,-,1,13,-,-,2,37,-,-,1,6,-,-,1,2,1,85
4,1312104905,足立区,中央本町,中央本町５丁目,中央本町５丁目,56,277,29,121,10,61,9,46,-,-,-,-,-,-,-,-,1,8,-,-,3,25,2,12,-,-,2,4,-,-,-,-,-,-
3,1312105000,足立区,椿,,椿,96,831,46,290,16,107,12,124,3,28,3,11,1,8,3,21,1,12,1,37,5,26,1,4,1,19,1,13,1,116,-,-,1,15
4,1312105001,足立区,椿,椿１丁目,椿１丁目,21,156,8,83,4,24,2,5,1,13,1,4,-,-,1,3,-,-,-,-,2,7,1,4,-,-,1,13,-,-,-,-,-,-
4,1312105002,足立区,椿,椿２丁目,椿２丁目,75,675,38,207,12,83,10,119,2,15,2,7,1,8,2,18,1,12,1,37,3,19,-,-,1,19,-,-,1,116,-,-,1,15
3,1312105100,足立区,東和,,東和,454,3630,212,1210,75,842,89,772,9,29,14,146,11,79,7,71,5,26,5,31,5,54,3,17,1,9,4,30,2,37,5,71,7,206
4,1312105101,足立区,東和,東和１丁目,東和１丁目,75,468,35,252,12,42,12,79,4,13,1,5,1,3,-,-,-,-,-,-,1,3,1,9,-,-,1,13,-,-,4,35,3,14
4,1312105102,足立区,東和,東和２丁目,東和２丁目,115,586,52,201,18,65,26,172,1,1,3,33,5,38,2,3,2,12,-,-,1,35,1,2,-,-,2,7,1,13,-,-,1,4
4,1312105103,足立区,東和,東和３丁目,東和３丁目,82,604,43,300,13,103,15,102,2,7,2,11,1,23,1,19,-,-,4,29,-,-,-,-,-,-,1,10,-,-,-,-,-,-
4,1312105104,足立区,東和,東和４丁目,東和４丁目,97,1178,45,231,17,528,20,212,1,6,3,18,3,13,1,28,3,14,-,-,2,7,1,6,-,-,-,-,-,-,-,-,1,115
4,1312105105,足立区,東和,東和５丁目,東和５丁目,85,794,37,226,15,104,16,207,1,2,5,79,1,2,3,21,-,-,1,2,1,9,-,-,1,9,-,-,1,24,1,36,2,73
3,1312105200,足立区,舎人,,舎人,387,2297,175,910,87,462,68,438,6,25,3,12,7,62,1,12,7,23,10,112,6,48,3,28,5,49,3,24,1,15,1,54,4,23
4,1312105201,足立区,舎人,舎人１丁目,舎人１丁目,80,604,34,167,20,186,12,133,2,11,-,-,1,1,-,-,3,8,2,26,1,22,1,10,1,14,1,17,-,-,-,-,2,9
4,1312105202,足立区,舎人,舎人２丁目,舎人２丁目,76,398,30,124,17,53,19,104,-,-,1,9,1,1,-,-,1,1,1,28,-,-,-,-,2,7,2,7,-,-,1,54,1,10
4,1312105203,足立区,舎人,舎人３丁目,舎人３丁目,57,271,34,196,15,33,5,29,-,-,-,-,-,-,-,-,2,12,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312105204,足立区,舎人,舎人４丁目,舎人４丁目,22,106,8,17,7,29,5,48,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-
4,1312105205,足立区,舎人,舎人５丁目,舎人５丁目,105,708,55,360,20,138,15,48,1,3,1,1,2,53,1,12,1,2,3,22,2,15,1,15,1,20,-,-,1,15,-,-,1,4
4,1312105206,足立区,舎人,舎人６丁目,舎人６丁目,47,210,14,46,8,23,12,76,3,11,1,2,2,3,-,-,-,-,3,35,3,11,1,3,-,-,-,-,-,-,-,-,-,-
3,1312105300,足立区,舎人町,,舎人町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312105400,足立区,舎人公園,,舎人公園,1,17,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312105500,足立区,中川,,中川,208,1782,87,554,34,170,50,305,3,22,2,7,4,29,2,6,5,69,5,70,1,2,2,377,4,39,1,4,3,16,-,-,5,112
4,1312105501,足立区,中川,中川１丁目,中川１丁目,24,157,8,52,1,1,9,29,-,-,-,-,2,12,-,-,-,-,2,39,-,-,1,3,1,21,-,-,-,-,-,-,-,-
4,1312105502,足立区,中川,中川２丁目,中川２丁目,26,159,11,78,6,57,7,18,-,-,-,-,-,-,1,5,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312105503,足立区,中川,中川３丁目,中川３丁目,44,133,26,87,5,8,8,18,1,2,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,9,-,-,1,1
4,1312105504,足立区,中川,中川４丁目,中川４丁目,96,1197,34,283,16,87,24,205,2,20,2,7,1,13,1,1,3,54,2,15,1,2,1,374,3,18,-,-,2,7,-,-,4,111
4,1312105505,足立区,中川,中川５丁目,中川５丁目,18,136,8,54,6,17,2,35,-,-,-,-,-,-,-,-,1,14,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312105600,足立区,西綾瀬,,西綾瀬,211,1230,86,421,35,158,44,335,4,38,8,26,3,28,3,10,4,71,4,20,3,57,5,26,2,3,-,-,1,2,1,3,8,32
4,1312105601,足立区,西綾瀬,西綾瀬１丁目,西綾瀬１丁目,19,65,10,37,3,7,3,7,1,2,1,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312105602,足立区,西綾瀬,西綾瀬２丁目,西綾瀬２丁目,90,622,35,226,16,93,14,147,1,1,4,20,1,9,1,4,3,67,4,20,-,-,2,6,1,2,-,-,1,2,1,3,6,22
4,1312105603,足立区,西綾瀬,西綾瀬３丁目,西綾瀬３丁目,72,364,28,83,10,50,21,163,1,2,1,2,1,8,2,6,-,-,-,-,2,19,3,20,1,1,-,-,-,-,-,-,2,10
4,1312105604,足立区,西綾瀬,西綾瀬４丁目,西綾瀬４丁目,30,179,13,75,6,8,6,18,1,33,2,3,-,-,-,-,1,4,-,-,1,38,-,-,-,-,-,-,-,-,-,-,-,-
3,1312105700,足立区,西新井,,西新井,802,6084,333,2233,140,764,159,1381,23,196,16,158,18,210,12,54,13,91,10,101,18,254,9,125,6,48,13,146,9,102,7,30,16,191
4,1312105701,足立区,西新井,西新井１丁目,西新井１丁目,182,992,69,292,28,152,34,132,11,109,2,11,4,19,3,7,6,23,2,4,8,29,1,21,1,22,5,94,2,11,2,3,4,63
4,1312105702,足立区,西新井,西新井２丁目,西新井２丁目,102,526,46,167,21,115,21,175,2,5,3,4,2,15,1,5,2,8,1,15,1,10,1,2,1,5,-,-,-,-,-,-,-,-
4,1312105703,足立区,西新井,西新井３丁目,西新井３丁目,45,477,19,62,6,80,11,58,-,-,2,99,-,-,-,-,1,21,1,5,2,120,-,-,1,10,-,-,1,7,-,-,1,15
4,1312105704,足立区,西新井,西新井４丁目,西新井４丁目,154,1011,73,494,34,147,26,166,1,4,3,9,3,10,3,35,-,-,1,3,3,26,3,87,1,3,1,4,1,20,-,-,1,3
4,1312105705,足立区,西新井,西新井５丁目,西新井５丁目,109,975,36,317,15,71,28,374,4,41,3,5,2,12,1,2,3,36,1,1,2,35,3,12,1,5,2,4,2,28,2,8,4,24
4,1312105706,足立区,西新井,西新井６丁目,西新井６丁目,123,1038,54,554,23,81,19,173,1,8,3,30,1,2,4,5,1,3,2,24,1,2,-,-,1,3,4,40,2,19,3,19,4,75
4,1312105707,足立区,西新井,西新井７丁目,西新井７丁目,87,1065,36,347,13,118,20,303,4,29,-,-,6,152,-,-,-,-,2,49,1,32,1,3,-,-,1,4,1,17,-,-,2,11
3,1312105800,足立区,西新井栄町,,西新井栄町,502,5217,93,634,44,186,86,536,3,23,9,64,66,1331,27,359,19,538,31,312,21,151,13,187,31,374,19,215,16,109,4,46,20,152
4,1312105801,足立区,西新井栄町,西新井栄町１丁目,西新井栄町１丁目,260,3366,19,62,11,34,21,64,-,-,3,18,62,1274,20,302,13,455,29,287,11,84,10,146,29,359,10,119,8,41,2,11,12,110
4,1312105802,足立区,西新井栄町,西新井栄町２丁目,西新井栄町２丁目,172,1481,51,445,26,120,46,385,2,12,5,44,3,55,3,43,2,34,2,25,7,59,1,22,2,15,7,91,7,65,2,35,6,31
4,1312105803,足立区,西新井栄町,西新井栄町３丁目,西新井栄町３丁目,70,370,23,127,7,32,19,87,1,11,1,2,1,2,4,14,4,49,-,-,3,8,2,19,-,-,2,5,1,3,-,-,2,11
3,1312105900,足立区,西新井本町,,西新井本町,414,3932,169,1034,57,339,83,844,14,164,4,27,7,360,13,283,3,29,9,132,15,126,14,74,6,39,2,8,4,384,2,5,12,84
4,1312105901,足立区,西新井本町,西新井本町１丁目,西新井本町１丁目,109,1129,48,212,11,21,17,265,6,65,-,-,2,5,4,26,-,-,2,72,3,11,6,42,1,2,2,8,1,346,1,3,5,51
4,1312105902,足立区,西新井本町,西新井本町２丁目,西新井本町２丁目,103,1472,24,371,21,252,25,365,2,20,3,26,3,10,5,241,1,2,2,42,8,84,3,14,1,2,-,-,2,28,-,-,3,15
4,1312105903,足立区,西新井本町,西新井本町３丁目,西新井本町３丁目,37,100,16,40,8,26,8,16,1,2,-,-,-,-,2,9,-,-,1,4,-,-,1,3,-,-,-,-,-,-,-,-,-,-
4,1312105904,足立区,西新井本町,西新井本町４丁目,西新井本町４丁目,102,829,54,233,12,25,15,89,1,13,1,1,1,342,2,7,1,18,1,2,3,27,3,13,3,30,-,-,1,10,1,2,3,17
4,1312105905,足立区,西新井本町,西新井本町５丁目,西新井本町５丁目,63,402,27,178,5,15,18,109,4,64,-,-,1,3,-,-,1,9,3,12,1,4,1,2,1,5,-,-,-,-,-,-,1,1
3,1312106000,足立区,西伊興,,西伊興,287,1999,126,930,73,366,53,442,3,26,8,56,6,66,5,18,1,7,1,18,5,20,2,5,1,12,-,-,-,-,-,-,3,33
4,1312106001,足立区,西伊興,西伊興１丁目,西伊興１丁目,88,513,46,303,22,83,13,61,1,9,2,28,1,6,-,-,-,-,-,-,1,1,-,-,1,12,-,-,-,-,-,-,1,10
4,1312106002,足立区,西伊興,西伊興２丁目,西伊興２丁目,59,319,23,101,12,38,13,113,1,1,3,6,2,30,2,4,1,7,1,18,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,1312106003,足立区,西伊興,西伊興３丁目,西伊興３丁目,69,492,35,239,18,126,9,59,1,16,3,22,-,-,1,6,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,20
4,1312106004,足立区,西伊興,西伊興４丁目,西伊興４丁目,71,675,22,287,21,119,18,209,-,-,-,-,3,30,2,8,-,-,-,-,3,18,1,1,-,-,-,-,-,-,-,-,1,3
3,1312106100,足立区,西伊興町,,西伊興町,1,3,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312106200,足立区,西加平,,西加平,17,226,9,103,-,-,1,14,-,-,-,-,-,-,-,-,3,53,2,15,-,-,-,-,-,-,-,-,1,6,-,-,1,35
4,1312106201,足立区,西加平,西加平１丁目,西加平１丁目,3,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,18,1,10,-,-,-,-,-,-,-,-,-,-,-,-,1,35
4,1312106202,足立区,西加平,西加平２丁目,西加平２丁目,14,163,9,103,-,-,1,14,-,-,-,-,-,-,-,-,2,35,1,5,-,-,-,-,-,-,-,-,1,6,-,-,-,-
3,1312106300,足立区,西竹の塚,,西竹の塚,194,1084,55,319,38,165,38,179,10,104,4,13,5,21,3,6,7,25,4,68,10,51,3,6,6,63,1,5,1,5,1,4,8,50
4,1312106301,足立区,西竹の塚,西竹の塚１丁目,西竹の塚１丁目,86,553,29,168,10,45,15,88,6,89,2,8,2,2,2,4,4,12,3,46,5,22,1,1,3,46,1,5,-,-,-,-,3,17
