２　野積場月別利用実績,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,（単位：トン）
施設別,,前年末在庫,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,当年末在庫,,,,,,,,,,,,,
合計,（搬入）,"359,427","15,087,610","1,232,686","1,267,497","1,316,710","1,258,593","1,219,808","1,253,213","1,256,893","1,162,299","1,248,075","1,284,425","1,290,448","1,296,964"
,（搬出）,"426,427","15,020,610","1,179,294","1,255,731","1,318,645","1,261,126","1,234,931","1,251,714","1,255,714","1,160,568","1,251,312","1,284,176","1,285,168","1,282,232"
品川,（搬入）,"82,476","5,582,955","461,804","463,052","469,093","467,655","465,779","467,429","462,560","465,960","463,270","466,587","465,807","463,959"
,（搬出）,"89,917","5,575,514","463,716","461,620","465,205","467,150","466,742","466,338","462,618","464,028","467,143","463,169","464,556","463,229"
芝浦,（搬入）,"4,880","275,298","22,648","24,018","22,638","22,517","22,513","23,113","22,513","23,513","22,513","22,513","22,514","24,285"
,（搬出）,"5,416","274,762","22,853","23,392","22,808","23,093","22,327","23,227","22,417","23,039","22,359","23,149","22,619","23,479"
日の出,（搬入）,115,"2,820",235,235,235,235,235,235,235,235,235,235,235,235
,（搬出）,115,"2,820",235,235,235,235,235,235,235,235,235,235,235,235
10号地,（搬入）,"149,918","7,530,622","589,488","612,230","643,417","633,251","621,670","646,201","648,212","561,281","631,160","652,667","637,803","653,242"
,（搬出）,"210,402","7,470,138","533,639","612,354","640,036","635,263","621,678","645,952","650,553","561,194","630,638","646,769","643,328","648,734"
大井建材,（搬入）,"21,287","1,054,696","108,612","112,747","125,011","81,198","66,504","82,944","79,328","70,726","73,585","78,213","86,929","88,899"
,（搬出）,"24,194","1,051,789","107,107","109,642","124,413","78,247","80,381","77,766","79,678","70,365","70,956","83,933","82,384","86,917"
若洲建材,（搬入）,"67,939","429,990","32,237","38,149","38,830","36,142","28,511","16,716","23,458","25,345","41,058","43,662","56,666","49,216"
,（搬出）,"72,122","425,807","29,270","35,819","41,769","40,156","26,019","22,842","20,289","24,901","40,430","48,977","51,504","43,831"
辰巳,（搬入）,"32,812","211,229","17,662","17,066","17,486","17,595","14,596","16,575","20,587","15,239","16,254","20,548","20,494","17,128"
,（搬出）,"24,261","219,780","22,474","12,669","24,179","16,982","17,549","15,354","19,924","16,806","19,551","17,944","20,542","15,807"
