３　船舶給水月別利用実績,,,,,,,,,,,,,,
,,,,,,,,,,,,,,（単位：件、?）
施設別,,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,,,,,,,,,,,,,
合計,件数,494,26,23,42,39,47,41,38,52,47,59,41,39
,給水量,"107,363","7,730","5,484","9,324","8,318","10,121","10,200","8,996","11,472","9,318","11,772","9,647","4,981"
都営施設,件数,302,22,18,24,27,34,24,24,28,25,31,26,19
直接給水,給水量,"90,791","7,306","4,978","7,809","7,563","9,162","9,027","8,035","9,311","7,522","8,742","8,316","3,020"
芝浦,件数,87,5,4,8,9,7,5,8,10,7,7,9,8
,給水量,"16,728",945,"1,080","1,379","1,408","1,448","1,263","1,907","2,453","1,406","1,452","1,255",732
日の出,件数,25,2,2,2,2,3,2,2,3,2,2,2,1
,給水量,"13,871","1,062",575,"1,196","1,192","1,591","1,306","1,472","1,458","1,179","1,471","1,344",25
竹芝,件数,11,1,1,1,1,1,1,1,1,1,1,1,0
,給水量,"33,540","2,889","2,551","2,912","1,869","3,739","2,070","3,772","4,232","3,343","3,215","2,948",0
月島,件数,44,4,3,3,3,5,3,5,1,4,4,4,5
,給水量,737,70,39,115,39,103,54,79,13,53,55,55,62
晴海,件数,113,8,6,8,10,16,11,6,11,9,15,8,5
,給水量,"23,276","2,152",547,"1,950","2,798","2,028","4,069",563,958,"1,312","2,292","2,406","2,201"
辰巳,件数,22,2,2,2,2,2,2,2,2,2,2,2,0
,給水量,"2,639",188,186,257,257,253,265,242,197,229,257,308,0
運搬給水,件数,192,4,5,18,12,13,17,14,24,22,28,15,20
,給水量,"16,572",424,506,"1,515",755,959,"1,173",961,"2,161","1,796","3,030","1,331","1,961"
