名称,所在地,緯度,経度,電話
石神井公園ふるさと文化館,練馬区石神井町5-12-16,35.73761853,139.59946,03-3996-4060
石神井公園ふるさと文化館分室,練馬区石神井台1-33-44,35.73930834,139.5939328,03-3996-4060
