 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
31,金属製品,"150,634","542,846","24,915","100,123","24,915","100,114","120,545","424,005","114,969","414,606","3,853","13,629","1,321","5,089"
32,鉄道車両,355,"1,375",76,216,76,216,279,"1,159",279,"1,159",-,-,-,-
33,完成自動車,"1,049,059","4,327,858","6,654","31,774","6,641","31,596","2,812","9,304","2,559","8,853","593,001","2,437,587","446,592","1,849,193"
34,その他輸送用車両,"10,118","35,660",181,887,181,887,"9,365","30,344","8,640","26,922",532,"4,286",40,143
35,二輪自動車,"10,070","29,874","2,229","9,990","2,229","9,990","7,643","19,607","7,643","19,607",189,227,9,50
36,自動車部品,"158,819","723,885","100,035","483,142","100,035","483,142","55,845","226,384","55,815","226,328","1,469","5,874","1,470","8,485"
37,その他輸送機械,"66,958","216,344","5,710","22,525","5,710","22,525","39,968","111,159","39,968","111,159","4,790","25,740","16,490","56,920"
38,産業機械,"294,125","1,094,267","146,923","581,972","146,729","580,267","135,360","456,897","135,321","456,682","9,971","45,746","1,871","9,652"
39,電気機械,"363,642","1,313,488","57,216","219,706","57,216","219,706","301,494","1,073,686","301,327","1,073,331","4,000","15,963",932,"4,133"
40,測量・光学・医療用機械,"53,186","200,758","19,156","80,054","19,156","79,819","31,939","109,162","31,939","108,487","1,231","7,426",860,"4,116"
41,事務用機器,"17,568","69,469","2,640","8,802","2,640","8,802","12,179","44,900","12,179","44,900","2,654","15,402",95,365
42,その他機械,"3,532","16,574",549,"2,633",549,"2,633","1,701","7,302","1,701","7,302",806,"3,833",476,"2,806"
化学工業品,,"914,864","4,206,180","199,443","787,108","199,443","787,107","315,377","1,162,404","314,357","1,161,371","31,335","139,059","368,709","2,117,609"
43,陶磁器,"12,567","46,276",828,"2,427",828,"2,427","11,739","43,849","11,739","43,849",-,-,-,-
44,セメント,"180,300","748,135",71,177,71,177,"1,320","5,444","1,320","5,444","2,210","12,821","176,699","729,693"
45,ガラス類,"21,737","85,843","5,815","25,621","5,815","25,621","15,172","55,952","15,172","55,952",615,"4,015",135,255
46,窯業品,"31,104","125,026","7,879","38,129","7,879","38,129","16,885","66,354","16,885","66,354","3,284","12,528","3,056","8,015"
47,重油,"29,437","133,665",-,-,-,-,-,-,-,-,"14,078","63,935","15,359","69,730"
48,揮発油,165,517,4,4,4,4,93,197,93,197,68,316,-,-
49,その他の石油,"160,418","1,232,974","2,013","8,033","2,013","8,033","2,002","6,290","2,002","6,290",811,"3,665","155,592","1,214,986"
50,LNG/液化天然ガス,-,56,-,-,-,-,-,56,-,56,-,-,-,-
51,LPG/液化石油ガス,760,"2,858",-,-,-,-,30,165,30,165,730,"2,693",-,-
52,その他石油製品,"5,846","57,333",439,"1,061",439,"1,061","1,452","4,980","1,452","4,980","1,477","5,104","2,478","46,188"
53,コークス,"6,550","14,578",-,-,-,-,"1,999","5,809",990,"4,800",-,"1,610","4,551","7,159"
54,石炭製品,"1,112","2,140","1,067","2,020","1,067","2,020",45,120,45,120,-,-,-,-
55,化学薬品,"84,358","327,751","24,850","96,594","24,850","96,594","51,080","199,321","51,080","199,321","2,461","11,887","5,967","19,949"
56,化学肥料,"6,315","24,750",649,"1,540",649,"1,540","4,911","20,745","4,911","20,745",425,"1,320",330,"1,145"
57,その他化学工業品,"374,195","1,404,278","155,828","611,502","155,828","611,501","208,649","753,122","208,638","753,098","5,176","19,165","4,542","20,489"
軽工業品,,"648,968","2,405,008","56,407","222,415","56,388","222,338","431,935","1,580,485","431,929","1,580,475","53,500","181,266","107,126","420,842"
58,紙・パルプ,"160,265","621,838","20,993","85,203","20,993","85,203","63,618","238,355","63,618","238,355","5,168","15,639","70,486","282,641"
59,糸及び紡績半製品,"4,888","20,419",310,"2,381",310,"2,381","4,563","18,023","4,563","18,023",15,15,-,-
60,その他繊維工業品,"32,456","120,972","6,160","19,306","6,141","19,229","26,068","100,569","26,068","100,569",138,997,90,100
61,砂糖,"11,537","47,133",21,150,21,150,"4,368","18,014","4,368","18,014","1,351","5,128","5,797","23,841"
62,製造食品,"284,455","1,032,409","23,861","94,149","23,861","94,149","235,611","851,221","235,605","851,211","17,367","56,566","7,616","30,473"
63,飲料,"94,997","325,774","4,682","19,544","4,682","19,544","60,414","199,117","60,414","199,117","22,356","77,093","7,545","30,020"
64,水,"21,277","86,558",257,"1,444",257,"1,444","16,460","69,921","16,460","69,921","3,015","9,453","1,545","5,740"
65,たばこ,"7,742","32,561",75,154,75,154,"6,762","28,447","6,762","28,447",710,"2,730",195,"1,230"
66,その他食料工業品,"31,351","117,344",48,84,48,84,"14,071","56,818","14,071","56,818","3,380","13,645","13,852","46,797"
雑工業品,,"1,021,744","3,750,611","85,384","380,949","85,383","380,910","898,247","3,206,892","898,206","3,206,609","30,189","130,258","7,924","32,512"
67,がん具,"55,881","163,353","2,293","9,487","2,293","9,487","53,578","153,831","53,578","153,831",10,35,-,-
68,衣服・身廻品・はきもの,"429,887","1,511,844","10,081","48,300","10,081","48,300","418,940","1,455,425","418,938","1,455,421",851,"7,865",15,254
69,文房具・運動娯楽用品・楽器,"76,597","266,140","9,934","43,416","9,934","43,416","64,825","215,335","64,791","215,273",20,"1,387","1,818","6,002"
70,家具装備品,"183,686","679,573","6,546","28,108","6,546","28,108","174,771","640,799","174,771","640,796","2,024","9,171",345,"1,495"
71,その他日用品,"77,633","280,560","6,147","32,364","6,147","32,364","48,178","155,363","48,178","155,362","20,602","81,973","2,706","10,860"
72,ゴム製品,"60,005","266,082","26,584","128,821","26,584","128,821","32,188","131,477","32,188","131,477",410,"2,655",823,"3,129"
73,木製品,"82,317","380,351",925,"4,496",925,"4,496","79,693","367,866","79,693","367,662","1,682","7,327",17,662
74,その他製造工業品,"55,738","202,708","22,874","85,957","22,873","85,918","26,074","86,796","26,069","86,787","4,590","19,845","2,200","10,110"
特殊品,,"1,110,534","4,309,467","287,729","1,058,813","239,559","848,517","218,218","771,455","214,457","753,528","410,202","1,719,957","194,385","759,242"
75,金属くず,"65,911","275,857","56,115","240,701","8,120","31,515","5,381","21,609","5,381","21,609","2,709","7,146","1,706","6,401"
76,再利用資材,"240,724","855,703","203,684","702,199","203,684","702,199","3,800","22,262","3,800","22,262","29,912","118,064","3,328","13,178"
77,動植物性製造飼肥料,"122,949","417,660","2,195","7,299","2,195","7,299","114,035","387,606","114,035","387,606","6,354","20,810",365,"1,945"
78,廃棄物,"1,733","6,031",-,-,-,-,-,-,-,-,155,"1,330","1,578","4,701"
79,廃土砂,"129,255","658,293",-,-,-,-,-,-,-,-,"129,236","658,106",19,187
80,輸送用容器,"134,368","480,052","16,248","65,093","16,073","63,983","89,008","310,458","85,247","292,531","5,686","23,569","23,426","80,932"
81,取合せ品,"415,594","1,615,871","9,487","43,521","9,487","43,521","5,994","29,520","5,994","29,520","236,150","890,932","163,963","651,898"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
